basin,region,stream_order,mouth_reachid,n_reaches,mean_iso,median_iso,q1,q3,min_iso,max_iso,sd_iso
Yukon,upper,3,95,1,0.707886568284,0.707886568284,0.707886568284,0.707886568284,0.707886568284,0.707886568284,0.0
Yukon,upper,3,98,1,0.707707423052,0.707707423052,0.707707423052,0.707707423052,0.707707423052,0.707707423052,0.0
Yukon,upper,5,198,35,0.7079945893406,0.708874199591,0.706668030648,0.709443528963,0.702741096735,0.711498795009,0.0021583183509710667
Yukon,upper,4,129,5,0.7073466101512,0.706786488172,0.706744170178,0.708900375241,0.705343153109,0.708958864056,0.0015575669552748827
Yukon,upper,3,110,1,0.705343153109,0.705343153109,0.705343153109,0.705343153109,0.705343153109,0.705343153109,0.0
Yukon,upper,3,111,1,0.709313574697,0.709313574697,0.709313574697,0.709313574697,0.709313574697,0.709313574697,0.0
Yukon,upper,3,115,1,0.708900375241,0.708900375241,0.708900375241,0.708900375241,0.708900375241,0.708900375241,0.0
Yukon,upper,4,143,7,0.7095921061475714,0.709424392149,0.7090334191700001,0.7099803639444999,0.708870851003,0.710821933652,0.0007520374533673488
Yukon,upper,3,117,1,0.709142878421,0.709142878421,0.709142878421,0.709142878421,0.709142878421,0.709142878421,0.0
Yukon,upper,4,142,3,0.7036244009539999,0.703817444745,0.70327927074,0.7040660530635,0.702741096735,0.704314661382,0.0008043480922491592
Yukon,upper,3,118,1,0.704314661382,0.704314661382,0.704314661382,0.704314661382,0.704314661382,0.704314661382,0.0
Yukon,upper,3,120,1,0.708870851003,0.708870851003,0.708870851003,0.708870851003,0.708870851003,0.708870851003,0.0
Yukon,upper,3,123,1,0.708958864056,0.708958864056,0.708958864056,0.708958864056,0.708958864056,0.708958864056,0.0
Yukon,upper,3,125,1,0.709424392149,0.709424392149,0.709424392149,0.709424392149,0.709424392149,0.709424392149,0.0
Yukon,upper,5,126,15,0.7113153711175335,0.711366491013,0.7110598327065001,0.711636164078,0.710514684373,0.711801112242,0.00038881288318184395
Yukon,upper,3,133,1,0.710821933652,0.710821933652,0.710821933652,0.710821933652,0.710821933652,0.710821933652,0.0
Yukon,upper,4,137,11,0.7111888092181817,0.711275834312,0.710919116253,0.711373979061,0.710514684373,0.711792323243,0.00036651221254946066
Yukon,upper,3,134,1,0.710950659466,0.710950659466,0.710950659466,0.710950659466,0.710950659466,0.710950659466,0.0
Yukon,upper,7,963,449,0.7115262756760892,0.711561304579,0.710750528192,0.712269190348,0.702969540765,0.720717314194,0.0018465435564631683
Yukon,upper,6,615,81,0.7115755404853457,0.711756299664,0.711147775113,0.712106786747,0.709419868167,0.712676219555,0.0007179348493399678
Yukon,upper,5,246,29,0.7116367016935862,0.711883510627,0.710882643152,0.712510303068,0.709980070363,0.712676219555,0.0008973045933643079
Yukon,upper,4,138,3,0.7125806361823334,0.712598667234,0.7125692173989999,0.7126010704915,0.712539767564,0.712603473749,3.547476032294821e-05
Yukon,upper,3,135,1,0.712603473749,0.712603473749,0.712603473749,0.712603473749,0.712603473749,0.712603473749,0.0
Yukon,upper,3,140,1,0.702741096735,0.702741096735,0.702741096735,0.702741096735,0.702741096735,0.702741096735,0.0
Yukon,upper,4,183,3,0.708851802961,0.708874199591,0.7088400124375,0.7088747917995,0.708805825284,0.708875384008,3.982223998774117e-05
Yukon,upper,3,141,1,0.708874199591,0.708874199591,0.708874199591,0.708874199591,0.708874199591,0.708874199591,0.0
Yukon,upper,4,146,3,0.7117577094686668,0.711773990959,0.711736008082,0.7117875516005,0.711698025205,0.711801112242,5.343734176552197e-05
Yukon,upper,3,150,1,0.712539767564,0.712539767564,0.712539767564,0.712539767564,0.712539767564,0.712539767564,0.0
Yukon,upper,4,154,3,0.7124303194243332,0.712510303068,0.712389746708,0.7125108839625001,0.712269190348,0.712511464857,0.00013954308248155094
Yukon,upper,3,153,1,0.712269190348,0.712269190348,0.712269190348,0.712269190348,0.712269190348,0.712269190348,0.0
Yukon,upper,6,1495,141,0.707914314994851,0.70768263654,0.707081214145,0.708217264847,0.705620065663,0.717906370861,0.001545340681552872
Yukon,upper,5,743,47,0.7083330462697661,0.708005593526,0.7077307137144999,0.7083858226945,0.707109385952,0.717906370861,0.001579285927807612
