basin,region,stream_order,mouth_reachid,n_reaches,mean_iso,median_iso,q1,q3,min_iso,max_iso,sd_iso
Yukon,upper,3,10831,1,0.718713912727,0.718713912727,0.718713912727,0.718713912727,0.718713912727,0.718713912727,0.0
Yukon,upper,3,10835,1,0.719200713943,0.719200713943,0.719200713943,0.719200713943,0.719200713943,0.719200713943,0.0
Yukon,upper,4,10845,3,0.7180987084946667,0.718154333303,0.7179646598230001,0.7182605695705,0.717774986343,0.718366805838,0.0002998052170028608
Yukon,upper,3,10847,1,0.719293919469,0.719293919469,0.719293919469,0.719293919469,0.719293919469,0.719293919469,0.0
Yukon,upper,3,10855,1,0.718739302516,0.718739302516,0.718739302516,0.718739302516,0.718739302516,0.718739302516,0.0
Yukon,upper,5,10922,15,0.7179879375927333,0.718324195857,0.7182489595315,0.7185094142465001,0.712673608365,0.718811239854,0.0014953268939049973
Yukon,upper,4,10985,9,0.7177221028035555,0.718352802446,0.718295739432,0.718374873462,0.712673608365,0.718811239854,0.0019185015320512017
Yukon,upper,3,10890,1,0.712673608365,0.712673608365,0.712673608365,0.712673608365,0.712673608365,0.712673608365,0.0
Yukon,middle,3,10892,1,0.721333392091,0.721333392091,0.721333392091,0.721333392091,0.721333392091,0.721333392091,0.0
Yukon,upper,3,10907,1,0.719040733449,0.719040733449,0.719040733449,0.719040733449,0.719040733449,0.719040733449,0.0
Yukon,middle,3,10914,1,0.716384868292,0.716384868292,0.716384868292,0.716384868292,0.716384868292,0.716384868292,0.0
Yukon,middle,4,11380,9,0.7201712455848889,0.71920049396,0.718585881694,0.720495797083,0.717944613581,0.726008462028,0.0025561552021416997
Yukon,middle,3,10916,1,0.718585881694,0.718585881694,0.718585881694,0.718585881694,0.718585881694,0.718585881694,0.0
Yukon,upper,6,11530,23,0.7217386450439564,0.722316370095,0.719714377012,0.7238869427495,0.718193260902,0.724462151875,0.0022582254555743864
Yukon,upper,5,11273,9,0.7234940441748888,0.724121612977,0.722316370095,0.724379639333,0.721054913617,0.724462151875,0.0012871672239230837
Yukon,upper,3,10923,1,0.718811239854,0.718811239854,0.718811239854,0.718811239854,0.718811239854,0.718811239854,0.0
Yukon,upper,3,10928,1,0.717774986343,0.717774986343,0.717774986343,0.717774986343,0.717774986343,0.717774986343,0.0
Yukon,upper,3,10943,1,0.71826248947,0.71826248947,0.71826248947,0.71826248947,0.71826248947,0.71826248947,0.0
Yukon,upper,3,10949,1,0.718634134651,0.718634134651,0.718634134651,0.718634134651,0.718634134651,0.718634134651,0.0
Yukon,upper,3,10955,1,0.718262375811,0.718262375811,0.718262375811,0.718262375811,0.718262375811,0.718262375811,0.0
Yukon,upper,3,10966,1,0.718366805838,0.718366805838,0.718366805838,0.718366805838,0.718366805838,0.718366805838,0.0
Yukon,middle,3,10969,1,0.71920049396,0.71920049396,0.71920049396,0.71920049396,0.71920049396,0.71920049396,0.0
Yukon,middle,4,11193,3,0.7282884408646666,0.728537675569,0.7279138922485,0.7287876068329999,0.727290108928,0.729037538097,0.0008999809045480614
Yukon,middle,3,10973,1,0.727290108928,0.727290108928,0.727290108928,0.727290108928,0.727290108928,0.727290108928,0.0
Yukon,upper,3,10975,1,0.717891679514,0.717891679514,0.717891679514,0.717891679514,0.717891679514,0.717891679514,0.0
Yukon,upper,3,10976,1,0.719022313689,0.719022313689,0.719022313689,0.719022313689,0.719022313689,0.719022313689,0.0
Yukon,upper,3,10977,1,0.718360950744,0.718360950744,0.718360950744,0.718360950744,0.718360950744,0.718360950744,0.0
Yukon,upper,3,10984,1,0.719134587799,0.719134587799,0.719134587799,0.719134587799,0.719134587799,0.719134587799,0.0
Yukon,upper,3,10999,1,0.717667931961,0.717667931961,0.717667931961,0.717667931961,0.717667931961,0.717667931961,0.0
Yukon,upper,3,11014,1,0.719041050159,0.719041050159,0.719041050159,0.719041050159,0.719041050159,0.719041050159,0.0
Yukon,upper,5,11021,15,0.7192053667359333,0.718969719705,0.718396318289,0.719561293219,0.717688767527,0.723108191719,0.0014290647119055001
Yukon,middle,3,11026,1,0.733388002697,0.733388002697,0.733388002697,0.733388002697,0.733388002697,0.733388002697,0.0
Yukon,upper,3,11043,1,0.719092649443,0.719092649443,0.719092649443,0.719092649443,0.719092649443,0.719092649443,0.0
Yukon,middle,3,11058,1,0.717944613581,0.717944613581,0.717944613581,0.717944613581,0.717944613581,0.717944613581,0.0
Yukon,middle,5,11763,9,0.7332277100927778,0.733496139505,0.732032665914,0.734112171158,0.730952785079,0.735238733694,0.0014091494073151015
Yukon,middle,4,11432,3,0.7341296270769999,0.734112171158,0.7339343365075,0.734316189687,0.733756501857,0.734520208216,0.000382152302786897
Yukon,middle,3,11094,1,0.733756501857,0.733756501857,0.733756501857,0.733756501857,0.733756501857,0.733756501857,0.0
Yukon,middle,3,11095,1,0.718231247318,0.718231247318,0.718231247318,0.718231247318,0.718231247318,0.718231247318,0.0
Yukon,upper,4,11226,3,0.7244335852806666,0.724458964634,0.7244193019834999,0.7244605582545,0.724379639333,0.724462151875,4.674573326558938e-05
Yukon,upper,3,11098,1,0.724458964634,0.724458964634,0.724458964634,0.724458964634,0.724458964634,0.724458964634,0.0
Yukon,middle,3,11102,1,0.728537675569,0.728537675569,0.728537675569,0.728537675569,0.728537675569,0.728537675569,0.0
Yukon,upper,3,11103,1,0.717963242177,0.717963242177,0.717963242177,0.717963242177,0.717963242177,0.717963242177,0.0
Yukon,upper,6,12505,67,0.717783210794806,0.71772431166,0.7175348278635,0.718230875593,0.716156278307,0.718936495321,0.0005789051395110249
Yukon,upper,5,12366,35,0.7177058415205428,0.717746094873,0.7172787153315,0.7181876177695,0.716506492917,0.718936495321,0.0006371957976161668
