year,stream_order,focal_reach,group_individuals,n_reaches_in_group,n_reaches_with_production
2018,5,10201,0,7,0
2018,5,10228,0,17,0
2018,5,10234,15.402917243721753,25,1
2018,5,10585,1445.880339013417,37,8
2018,5,11198,239.39142944881223,43,5
2018,5,11469,0,9,0
2018,5,11500,772.6172154526757,19,3
2018,5,11524,1278.9918814928592,73,25
2018,5,11639,213.672262558608,31,2
2018,5,11763,0,9,0
2018,5,11766,38.32289943560621,25,1
2018,5,11894,0,29,0
2018,5,11990,256.2497124378777,37,1
2018,5,12092,638.5039885047771,33,8
2018,5,12266,278.1030827079901,21,3
2018,5,12430,0,11,0
2018,5,12793,0,9,0
2018,5,12657,0,23,0
2018,5,12804,128.928456338453,55,12
2018,5,13003,0,49,0
2018,5,13138,5.145317878071115,29,1
2018,5,13189,181.06721249207152,13,3
2018,5,13468,0,19,0
2018,5,13475,0,13,0
2018,5,13486,0,13,0
2018,5,13522,854.683215734902,29,6
2018,5,13790,43.81586228110161,33,2
2018,5,13817,0,25,0
2018,5,13830,0,9,0
2018,5,13852,0,13,0
2018,5,13868,0,35,0
2018,5,13881,3273.021746753593,47,11
2018,5,14020,66.00420817360342,27,2
2018,5,14124,0,35,0
2018,5,14219,0,55,0
2018,5,14363,2580.459341604015,57,9
2018,5,14418,65.2889160170961,27,2
2018,5,14421,413.93741258098987,27,11
2018,5,14459,194.86949551808476,9,1
2018,5,14626,32.363573538932876,25,3
2018,5,14682,0,17,0
2018,5,14738,0,7,0
2018,5,14756,0,37,0
2018,5,14967,0,15,0
2018,5,15002,0,9,0
2018,5,15030,64.56274382157952,25,2
2018,5,15052,0,57,0
2018,5,15293,0,29,0
2018,5,15134,0,13,0
2018,5,15154,600.4261133100222,15,2
2018,5,15178,0,13,0
2018,5,15219,0,25,0
2018,5,15253,0,7,0
2018,5,15476,316.4532663082625,31,2
2018,5,15531,115.56247172078396,31,1
2018,5,15563,0,29,0
2018,5,15615,0,15,0
2018,5,15700,0,9,0
2018,5,15711,378.43288275418905,33,3
2018,5,15743,429.33115870232245,23,4
2018,5,15752,718.1710583894201,41,6
2018,5,15770,0,11,0
2018,5,15790,0,11,0
2018,5,15913,25.385573572902505,21,3
2018,5,15971,0,25,0
2018,5,15977,0,23,0
2018,5,15996,0,21,0
2018,5,16022,0,23,0
2018,5,16025,123.65901283460133,109,10
2018,5,16060,0,13,0
2018,5,16091,66.36378533971572,33,2
2018,5,16113,0,15,0
2018,5,16140,11.589132750256024,29,1
2018,5,16171,0,7,0
2018,5,16195,0,11,0
2018,5,16257,2695.260465470874,81,17
2018,5,16284,0,11,0
2018,5,16366,0,9,0
2018,5,16407,0,9,0
2018,5,16531,0,15,0
2018,5,16573,475.7754699335947,23,6
2018,5,16577,0,9,0
2018,5,16603,0,23,0
2018,5,16626,0,21,0
2018,5,16707,0,27,0
2018,5,16726,0,19,0
2018,5,16735,72.57470471802698,9,1
2018,5,16783,0,9,0
2018,5,16798,0,15,0
2018,5,16854,311.85359714694016,21,2
2018,5,16878,375.96957226158077,31,3
2018,5,16885,1299.6258075330659,47,9
2018,5,16999,0,11,0
2018,5,17025,0,45,0
2018,5,17198,216.01954776521023,17,1
2018,5,17245,11.293603305859657,15,1
2018,5,17330,489.69283994914207,31,7
2018,5,17345,0,11,0
2018,5,17400,18.69998857840696,27,1
2018,5,17457,0,25,0
2018,5,17504,0,13,0
2018,5,17526,1667.3321897165633,61,14
2018,5,17601,0,13,0
2018,5,17616,0,9,0
2018,5,17793,24.91772498863175,23,1
2018,5,17813,0,35,0
2018,5,17837,1148.474215322819,63,14
2018,5,17844,0,13,0
2018,5,17903,0,7,0
2018,5,17934,107.5770038700873,17,1
2018,5,18055,0,21,0
2018,5,18471,0,11,0
2018,5,18452,88.44171970118794,15,1
2018,5,18516,0,23,0
2018,5,18559,0,15,0
2018,5,18575,218.09857486771114,35,4
2018,5,18782,0,19,0
2018,5,18845,0,11,0
2018,5,18876,0,31,0
2018,5,18884,0,13,0
2018,5,18892,79.82039929957672,7,1
2018,5,18912,11.256666134140607,23,1
2018,5,18994,80.29960293803472,23,2
2018,5,19045,0,11,0
2018,5,19189,60.065536530981355,33,1
2018,5,19213,178.2899200831373,37,3
2018,5,19222,361.0380004519999,39,4
2018,5,19251,0,59,0
2018,5,19252,0,9,0
2018,5,19323,933.6496311749711,71,11
2018,5,19444,0,9,0
2018,5,19533,0,39,0
2018,5,19646,547.8453499860021,47,5
2018,5,19780,0,7,0
2018,5,19901,0,19,0
2018,5,19966,0,11,0
2018,5,19982,0,7,0
2018,5,20166,0,13,0
2018,5,20217,0,13,0
2018,5,20268,212.4275676902982,39,1
2018,5,20282,0,35,0
2018,5,20325,0,17,0
2018,5,20613,66.01542496007582,57,1
2018,5,20616,0,13,0
2018,5,20697,0,35,0
2018,5,20700,0,51,0
2018,5,20753,0,11,0
2018,5,20760,0,23,0
2018,6,1361,0,149,0
2018,6,2026,4457.428077560635,127,19
2018,6,2178,0,87,0
2018,6,2191,6636.778319777168,201,23
2018,6,2244,0,57,0
2018,6,2548,0,43,0
2018,6,2919,0,67,0
2018,6,2978,0,41,0
2018,6,3008,206.46131117356165,109,1
2018,6,3202,698.3152128746892,193,7
2018,6,3881,10148.551870288336,289,33
2018,6,4014,0,65,0
2018,6,4933,5851.442982966535,191,28
2018,6,5361,166.003455594704,83,6
2018,6,6356,882.1742075676821,149,12
2018,6,6665,1770.6251686655824,71,9
2018,6,6863,0,47,0
2018,6,7044,3455.123600149335,85,13
2018,6,7217,323.01439387572833,37,6
2018,6,7247,0,27,0
2018,6,7397,266.4782113521581,57,7
2018,6,8150,1831.4448554474218,133,15
2018,6,7732,1682.7648485338214,77,9
2018,6,7874,32.9044676226021,39,1
2018,6,8668,138.62687859413822,75,6
2018,6,8732,714.4637848815814,43,5
2018,6,9269,260.3151679347802,49,3
2018,6,9314,38.28558485937088,41,1
2018,6,9989,1292.2116892512274,69,9
2018,6,10295,54.519362734705794,59,5
2018,6,10510,4227.915438261341,307,32
2018,6,10735,3638.5931805567125,133,24
2018,6,10832,4162.411584764824,117,27
2018,6,12218,2130.6432573683837,91,17
2018,6,12441,1036.0747457073414,125,25
2018,6,12731,0,25,0
2018,6,12847,0,45,0
2018,6,13326,1050.590886072367,69,21
2018,6,14045,3608.22191100785,75,12
2018,6,14438,0,115,0
2018,6,14696,440.6401473359106,57,6
2018,6,14936,51.13481492575587,75,1
2018,6,14968,309.2627220794403,37,4
2018,6,15093,442.14249127383874,75,6
2018,6,15361,0,105,0
2018,6,15428,5227.388401955218,131,20
2018,6,15448,0,41,0
2018,6,15618,0,41,0
2018,6,16183,3647.5552333185587,145,21
2018,6,16349,367.8756080097056,43,2
2018,6,16468,3907.0618424548074,109,25
2018,6,16629,4296.448459389124,197,35
2018,6,16632,316.42864263653337,89,13
2018,6,16660,226.85252116628112,29,3
2018,6,16669,104.25033893392165,73,2
2018,6,16849,613.39322955536,109,8
2018,6,16877,918.104666359856,79,8
2018,6,16960,531.8584304640976,213,7
2018,6,17067,98.9459861745501,47,2
2018,6,17426,2088.6378029973116,95,14
2018,6,17487,1829.450517724969,95,17
2018,6,17748,1452.914219356636,91,18
2018,6,17807,3195.3225316250396,131,28
2018,6,18300,278.9180634355377,45,4
2018,6,18307,8264.347119605267,209,37
2018,6,18524,0,29,0
2018,6,18944,264.7714758937859,57,4
2018,6,19619,4371.013293900831,179,18
2018,6,19622,1415.1035760489685,61,9
2018,6,20036,1000.2505962141429,95,7
2018,6,20215,153.02241462694374,79,1
2018,7,1814,2112.890151813351,317,13
2018,7,1985,23860.845144277362,679,110
2018,7,2101,12687.336304411196,337,47
2018,7,10822,9419.014385345448,433,61
2018,7,12002,18358.981095893378,1305,181
2018,7,12103,4483.54049850939,391,44
2018,7,12267,38916.736267398825,1713,252
2018,7,13074,28269.19314886945,1903,248
2018,7,15014,1608.027163518439,177,6
2018,7,16892,23524.66821273811,1142,119
2018,7,16917,18929.89920108477,775,124
2018,7,17129,5210.284347250554,233,43
2018,7,17137,2284.3536600549505,365,19
2018,7,17217,1947.127611103484,137,17
2018,7,17257,9913.536419938608,283,42
2018,7,17642,5576.389809166728,257,54
2018,7,17942,12290.208080168633,457,62
2021,5,1165,0,13,0
2021,5,1360,0,23,0
2021,5,1471,0,23,0
2021,5,1512,0,21,0
2021,5,1516,0,45,0
2021,5,1578,0,13,0
2021,5,1661,0,13,0
2021,5,1749,0,13,0
2021,5,1847,0,63,0
2021,5,2090,0,41,0
2021,5,2142,0,17,0
2021,5,2167,0,47,0
2021,5,2212,0,23,0
2021,5,2252,0,17,0
2021,5,2284,0,13,0
2021,5,2397,0,9,0
2021,5,2478,0,35,0
2021,5,2589,0,19,0
2021,5,2636,0,27,0
2021,5,2802,0,9,0
2021,5,2881,0,13,0
2021,5,2900,0,21,0
2021,5,3054,0,27,0
2021,5,2983,0,17,0
2021,5,3085,0,19,0
2021,5,3086,0,17,0
2021,5,3099,0,9,0
2021,5,3154,0,57,0
2021,5,3288,0,11,0
2021,5,3326,0,17,0
2021,5,3376,0,7,0
2021,5,3394,0,25,0
2021,5,3690,0,53,0
2021,5,3707,0,21,0
2021,5,3716,0,37,0
2021,5,3781,0,17,0
2021,5,3928,0,13,0
2021,5,3954,0,31,0
2021,5,4128,141.74428277402774,17,1
2021,5,4196,0,21,0
2021,5,4224,0,17,0
2021,5,4298,0,65,0
2021,5,4324,0,11,0
2021,5,4536,0,7,0
2021,5,4657,0,13,0
2021,5,4721,0,25,0
2021,5,4774,190.2656557931683,61,1
2021,5,4864,0,7,0
2021,5,5025,12.865105267064395,47,1
2021,5,5079,0,73,0
2021,5,5134,0,11,0
2021,5,5202,3276.693963497033,123,21
2021,5,5277,0,15,0
2021,5,5285,0,11,0
2021,5,5440,0,15,0
2021,5,5542,0,17,0
2021,5,5570,0,7,0
2021,5,5745,69.94613893781234,17,1
2021,5,5696,1089.866946007041,53,7
2021,5,5810,0,17,0
2021,5,5890,0,21,0
2021,5,5897,0,15,0
2021,5,5938,0,23,0
2021,5,5957,0,13,0
2021,5,6142,29.08373407831789,13,1
2021,5,6097,0,7,0
2021,5,6135,10.999557742831652,15,2
2021,5,6164,0,13,0
2021,5,6191,0,23,0
2021,5,6192,0,37,0
2021,5,6221,31.618144342500443,25,2
2021,5,6265,501.1601863047121,23,4
2021,5,6296,67.16389553973775,31,1
2021,5,6326,0,7,0
2021,5,6352,0,15,0
2021,5,6417,0,11,0
2021,5,6431,1089.7967619899594,41,7
2021,5,6497,0,7,0
2021,5,6535,153.55240082999404,21,3
2021,5,6581,0,43,0
2021,5,6618,0,27,0
2021,5,6787,0,17,0
2021,5,6875,0,27,0
2021,5,7119,0,41,0
2021,5,7172,0,15,0
2021,5,7268,148.5472633382358,17,2
2021,5,7296,55.43049836237224,37,6
2021,5,7329,0,11,0
2021,5,7341,0,15,0
2021,5,7343,0,13,0
2021,5,7357,0,17,0
2021,5,7494,88.04106106597993,21,1
2021,5,7502,143.36219143530064,53,1
2021,5,7696,0,25,0
2021,5,9208,0,13,0
2021,5,10305,953.8234938377883,49,8
2021,5,10344,0,29,0
2021,5,10395,0,35,0
2021,5,7728,0,29,0
2021,5,7807,10.830097851214688,11,1
2021,5,7868,0,7,0
2021,5,7895,13.929709642419152,19,2
2021,5,7913,135.8440594371286,15,1
2021,5,8056,0,15,0
2021,5,8129,0,9,0
2021,5,8192,6.923343048663466,7,1
2021,5,8463,0,11,0
2021,5,8534,0,15,0
2021,5,8577,79.25461928479312,51,9
2021,5,8704,0,13,0
2021,5,8869,118.74011578353762,35,2
2021,5,8944,0,19,0
2021,5,9126,0,21,0
2021,5,9349,0,13,0
2021,5,9600,22.46720999652634,55,3
2021,5,9796,0,15,0
2021,5,9798,553.5794503690415,41,6
2021,5,9871,399.3045482544538,55,4
2021,5,9925,0,17,0
2021,5,9972,117.05468401057873,9,1
2021,5,10002,44.2494714563365,49,5
2021,5,10083,0,15,0
2021,5,10166,0,27,0
2021,5,10201,0,7,0
2021,5,10228,0,17,0
2021,5,10234,0,25,0
2021,5,10585,982.0651166900223,37,8
2021,5,11198,40.49575639542611,43,4
2021,5,11469,0,9,0
2021,5,11500,435.85514340540067,19,3
2021,5,11524,204.36614414269908,73,24
2021,5,11639,119.46704962873501,31,2
2021,5,11763,0,9,0
2021,5,11766,34.54917978891399,25,1
2021,5,11894,0,29,0
2021,5,11990,145.71625125101932,37,1
2021,5,12092,953.9605804047154,33,8
2021,5,12266,248.606853564328,21,3
2021,5,12430,0,11,0
2021,5,12793,0,9,0
2021,5,12657,28.020609074762437,23,2
2021,5,12804,49.59029688154108,55,3
2021,5,13003,0,49,0
2021,5,13138,16.788931771046947,29,1
2021,5,13189,190.3085755128949,13,3
2021,5,13468,0,19,0
2021,5,13475,25.28220185621116,13,2
2021,5,13486,0,13,0
2021,5,13522,836.1333869788955,29,6
2021,5,13790,40.86270639972183,33,2
2021,5,13817,0,25,0
2021,5,13830,0,9,0
2021,5,13852,0,13,0
2021,5,13868,0,35,0
2021,5,13881,1876.0260827775408,47,11
2021,5,14020,20.415645868529605,27,2
2021,5,14124,0,35,0
2021,5,14219,0,55,0
2021,5,14363,1402.40692786534,57,9
2021,5,14418,7.317698546589137,27,2
2021,5,14421,33.55221653311428,27,8
2021,5,14459,172.70684922633217,9,1
2021,5,14626,20.1543571720176,25,1
2021,5,14682,0,17,0
2021,5,14738,0,7,0
2021,5,14756,0,37,0
2021,5,14967,0,15,0
2021,5,15002,0,9,0
2021,5,15030,84.31798142815353,25,2
2021,5,15052,0,57,0
2021,5,15293,0,29,0
2021,5,15134,0,13,0
2021,5,15154,341.17061981495067,15,2
2021,5,15178,0,13,0
2021,5,15219,0,25,0
2021,5,15253,0,7,0
2021,5,15476,169.5130395517529,31,2
2021,5,15531,69.86714008409172,31,1
2021,5,15563,0,29,0
2021,5,15615,0,15,0
2021,5,15700,0,9,0
2021,5,15711,288.30236361107,33,3
2021,5,15743,342.7147693836128,23,4
2021,5,15752,531.1713481388505,41,6
2021,5,15770,0,11,0
2021,5,15790,0,11,0
2021,5,15913,71.43135303596497,21,4
2021,5,15971,0,25,0
2021,5,15977,0,23,0
2021,5,15996,0,21,0
2021,5,16022,0,23,0
2021,5,16025,266.9001031083046,109,12
2021,5,16060,0,13,0
2021,5,16091,92.70189714339762,33,2
2021,5,16113,0,15,0
2021,5,16140,0,29,0
2021,5,16171,0,7,0
2021,5,16195,0,11,0
2021,5,16257,2055.8664613910773,81,17
2021,5,16284,0,11,0
2021,5,16366,0,9,0
2021,5,16407,0,9,0
2021,5,16531,0,15,0
2021,5,16573,520.509084156359,23,6
2021,5,16577,0,9,0
2021,5,16603,0,23,0
2021,5,16626,0,21,0
2021,5,16707,0,27,0
2021,5,16726,0,19,0
2021,5,16735,16.32838271797076,9,1
2021,5,16783,0,9,0
2021,5,16798,0,15,0
2021,5,16854,178.22659419275107,21,2
2021,5,16878,249.40814702586908,31,3
2021,5,16885,878.3600857354926,47,9
2021,5,16999,0,11,0
2021,5,17025,0,45,0
2021,5,17198,141.41553239914418,17,1
2021,5,17245,27.041089972783215,15,1
2021,5,17330,459.3195730121597,31,7
2021,5,17345,0,11,0
2021,5,17400,35.529515186098365,27,1
2021,5,17457,0,25,0
2021,5,17504,0,13,0
2021,5,17526,1833.3508998360655,61,14
2021,5,17601,0,13,0
2021,5,17616,0,9,0
2021,5,17793,5.304491074545705,23,1
2021,5,17813,0,35,0
2021,5,17837,1626.5975397117093,63,14
2021,5,17844,0,13,0
2021,5,17903,0,7,0
2021,5,17934,171.7763722190613,17,1
2021,5,18055,0,21,0
2021,5,18471,0,11,0
2021,5,18452,56.319170412142114,15,1
2021,5,18516,0,23,0
2021,5,18559,0,15,0
2021,5,18575,225.8338645964852,35,4
2021,5,18782,0,19,0
2021,5,18845,0,11,0
2021,5,18876,0,31,0
2021,5,18884,0,13,0
2021,5,18892,86.99711489020699,7,1
2021,5,18912,7.365623481335873,23,1
2021,5,18994,77.73109232052556,23,2
2021,5,19045,0,11,0
2021,5,19189,61.583265033830514,33,1
2021,5,19213,177.8837251396972,37,3
2021,5,19222,381.38741843489134,39,4
2021,5,19251,0,59,0
2021,5,19252,0,9,0
2021,5,19323,766.2592469772176,71,11
2021,5,19444,0,9,0
2021,5,19533,0,39,0
2021,5,19646,369.0459400527736,47,5
2021,5,19780,0,7,0
2021,5,19901,0,19,0
2021,5,19966,0,11,0
2021,5,19982,0,7,0
2021,5,20166,0,13,0
2021,5,20217,0,13,0
2021,5,20268,139.1976712776157,39,1
2021,5,20282,0,35,0
2021,5,20325,0,17,0
2021,5,20613,42.39809730659288,57,1
2021,5,20616,0,13,0
2021,5,20697,0,35,0
2021,5,20700,0,51,0
2021,5,20753,0,11,0
2021,5,20760,0,23,0
2021,6,1361,0,149,0
2021,6,2026,2689.4801662807185,127,19
2021,6,2178,0,87,0
2021,6,2191,3777.0934844091303,201,23
2021,6,2244,0,57,0
2021,6,2548,0,43,0
2021,6,2919,0,67,0
2021,6,2978,0,41,0
2021,6,3008,126.92059029426396,109,1
2021,6,3202,616.0813500856239,193,7
2021,6,3881,5680.147334554452,289,33
2021,6,4014,0,65,0
2021,6,4933,3346.515194051322,191,28
2021,6,5361,13.18451935185904,83,1
2021,6,6356,725.722629999183,149,9
2021,6,6665,1100.8665037498727,71,9
2021,6,6863,0,47,0
2021,6,7044,2081.23751016865,85,13
2021,6,7217,60.19200267009031,37,6
2021,6,7247,0,27,0
2021,6,7397,127.64994023480878,57,7
2021,6,8150,941.0121079077417,133,15
2021,6,7732,1102.7430618862277,77,8
2021,6,7874,3.735042329391744,39,1
2021,6,8668,30.738613420502556,75,4
2021,6,8732,701.3309718543048,43,5
2021,6,9269,281.9517230498526,49,3
2021,6,9314,91.73503068297464,41,1
2021,6,9989,1181.6815504021122,69,9
2021,6,10295,59.18460349084284,59,7
2021,6,10510,2588.1286840066277,307,31
2021,6,10735,2480.2877808559965,133,24
2021,6,10832,4412.957678900763,117,27
2021,6,12218,2250.0663644670863,91,21
2021,6,12441,1005.3254631404234,125,17
2021,6,12731,0,25,0
2021,6,12847,0,45,0
2021,6,13326,80.69595972708893,69,18
2021,6,14045,2068.8239527779483,75,12
2021,6,14438,0,115,0
2021,6,14696,636.2245479656584,57,6
2021,6,14936,111.28032246095124,75,1
2021,6,14968,260.3041398246676,37,4
2021,6,15093,375.0094977918025,75,6
2021,6,15361,0,105,0
2021,6,15428,3105.251468836626,131,20
2021,6,15448,0,41,0
2021,6,15618,0,41,0
2021,6,16183,2544.597220107588,145,20
2021,6,16349,247.3525455908608,43,2
2021,6,16468,2772.031118554157,109,24
2021,6,16629,5104.238114866366,197,35
2021,6,16632,424.7578520389769,89,12
2021,6,16660,62.434490326420374,29,3
2021,6,16669,203.8009551956374,73,2
2021,6,16849,438.32387059905545,109,8
2021,6,16877,617.0984446901848,79,8
2021,6,16960,539.1292759832202,213,7
2021,6,17067,103.71368438118878,47,2
2021,6,17426,1951.3667931383297,95,14
2021,6,17487,2205.2677073432606,95,17
2021,6,17748,2045.2343683122501,91,18
2021,6,17807,4422.974742012946,131,28
2021,6,18300,344.98513201685665,45,5
2021,6,18307,4976.227896515687,209,37
2021,6,18524,0,29,0
2021,6,18944,323.7503888404102,57,4
2021,6,19619,2869.3419552104465,179,18
2021,6,19622,917.5210292321534,61,9
2021,6,20036,596.1603292682967,95,7
2021,6,20215,95.36072549760333,79,1
2021,7,1814,1438.2849914834042,317,13
2021,7,1985,14688.719403880723,679,110
2021,7,2101,7370.742244301001,337,47
2021,7,10822,6201.444181677753,433,58
2021,7,12002,18436.26801882243,1305,169
2021,7,12103,2718.9346373167373,391,45
2021,7,12267,29784.899611907545,1713,249
2021,7,13074,25173.60597122295,1903,233
2021,7,15014,891.8623785332152,177,6
2021,7,16892,15943.274224679379,1142,119
2021,7,16917,17679.544561632094,775,125
2021,7,17129,5404.536356086493,233,43
2021,7,17137,2177.320500031736,365,19
2021,7,17217,2830.602896849035,137,17
2021,7,17257,6503.338172418833,283,42
2021,7,17642,8000.274929354868,257,54
2021,7,17942,8635.422109557501,457,63
