focal_reach,stream_order,Year_2015,Year_2016,Year_2021
5810,5,0.08604055704663001,0.16299793487634515,0.13613187360148432
5890,5,0,0,0
5897,5,0.021650826211039774,0.011176400574273136,0.009823242120152929
5938,5,0.2543025241715169,0.13637192210199042,0.1150058621649093
5957,5,0.042218713250252296,0.027694635921637536,0.011893523741817643
6097,5,0,0,0
6135,5,0.25386161176323596,0.14068523793988424,0.11635329152723725
6142,5,0.09083495977353603,0.16503843067280738,0.16788026435165931
6164,5,0.020795328696217856,0.03860241950322576,0.037890967990040714
6191,5,0.1957905314709769,0.3412949688781426,0.3870797967275114
6192,5,0.2372174824192298,0.1262675773408307,0.1072838552460329
6221,5,0.17748499172946552,0.3407474361171546,0.2638582654569206
6265,5,0.2193177191049306,0.419339670031406,0.3298664255066268
6296,5,0.2941599057868807,0.15384848470597465,0.13510504100613296
6326,5,0,0,0
6352,5,0.08158802607761297,0.16002329101768756,0.10862624945963796
6417,5,0.02386062036099227,0.012160232265574372,0.010829630066592665
6431,5,1.0164213157637718,0.5242346231082414,0.46733598770809653
6497,5,0.027108136168825406,0.048937158312871,0.05022749194519032
6535,5,0.16477689493971306,0.31233564945112136,0.26076496626228907
6581,5,0.544700821189838,0.2766510814897506,0.2478465272470485
6618,5,0.09675063569754822,0.1829538485371045,0.15333498441721022
6787,5,0.016325653049512855,0.02808812392834108,0.03546655215474533
6875,5,0.4084508491786671,0.22399255613074942,0.18453898287726567
7119,5,0.0711421378640013,0.12593095651168992,0.1459846213065318
7172,5,0.052371913733581195,0.02847906906244889,0.023690758246230566
7268,5,0.11788773041646523,0.20790756289450685,0.23411801821454326
7296,5,0.25457128108695026,0.4984293489987329,0.32945931635014053
7329,5,2.8635055105444366e-4,1.5340096197151676e-4,1.295739567798221e-4
7341,5,0.06599953944801383,0.08567647595221427,0.17532407529222946
7343,5,0.20992353897176888,0.11230800224177108,0.09501681072934941
7357,5,0,0,0
7494,5,0.09533178807025906,0.12890480179512462,0.24697321908255143
7502,5,0.7940727615332521,0.4057461497243265,0.3607365334782062
7696,5,0.3242250228155536,0.16501207515180874,0.1471108656108214
7728,5,0.024217561660322476,0.04572266412733521,0.03948748172963301
7807,5,0.14989610129495734,0.09783305341615743,0.06268708233573637
7868,5,0,0,0
7895,5,0.2025671054084729,0.13837539736495075,0.0780885176736117
7913,5,0.09581930350367808,0.12099333632914615,0.2584225089481862
8056,5,0.2136285960117114,0.1110417461814146,0.0969745172205383
8129,5,0.08997700055642638,0.055817897524088986,0.038699882855228636
8192,5,0.05326623472905518,0.07954204562438758,0.1296840058116615
8463,5,0.05246508918975203,0.09959911625516828,0.08286845331168516
8534,5,0.025835028673125014,0.029735448990543353,0.07261956388371821
8577,5,0.8974304189508712,0.5279079678959451,0.4005907407825907
8704,5,0.0195738094806756,0.02154873249953533,0.05770863199721528
8869,5,0.2042686020169352,0.38464320723832046,0.3310834681516994
8944,5,0.10588182486695946,0.14099159100492134,0.277672819876235
9126,5,0.04912700374574251,0.08268162049711346,0.10644040282247387
9208,5,0.012847937925171164,0.01403945144491162,0.03710399194692147
9349,5,0.017870819511605945,0.024454132410641757,0.046298446957673954
9600,5,0.654644396485529,0.4108944667526702,0.2847218980560822
9796,5,0.16543690366442124,0.08368629870869523,0.07420094880762704
9798,5,0.25403613602953967,0.3491699199763879,0.6557544212708658
9871,5,0.3088663715303352,0.548660722355744,0.5929016371166483
9925,5,0.03540682246228627,0.0233038140131457,0.008446782335964386
9972,5,0.029968304593919567,0.03612131901715546,0.08217227373661579
10002,5,0.5355064592361678,0.3233629885206624,0.2254234526071711
10083,5,0.08861530104363617,0.11737809552608165,0.23067289902446256
10166,5,0.02529638093617433,0.027536414914055306,0.07521436191922952
10201,5,0.03485294105586063,0.024262204009079323,0.011218696418491533
10228,5,0.05195386805099007,0.0365878349115025,0.015795499119238016
10234,5,0.19802405975137627,0.13473038780030222,0.07717251656797329
10305,5,0.2416484453774759,0.2762933706519113,0.6873314528909172
10344,5,0.1956450974634737,0.11956926792571669,0.08079412611824024
10395,5,0.5126179155403785,0.32517362772699915,0.2187887696642693
10585,5,0.3714756136069339,0.6985255177807457,0.6258530970025604
11198,5,0.4763850585783431,0.3245753251307855,0.18506148325828975
11469,5,0.0646371139489334,0.04049640196932942,0.027726456496319638
11500,5,0.5914841713969399,0.2972544302233958,0.2718978880188872
11524,5,1.2979377459807082,0.906367475950246,0.502969904201544
11639,5,0.19232360996615355,0.363762856167347,0.30965554760085245
11763,5,0.0012038996745649048,0.00398885343659311,0.008623499135325337
11766,5,0.15617544704302394,0.28073857167398847,0.30678467580296936
11894,5,0.17572548242380034,0.32079352663256183,0.3307375769786092
11990,5,0.8227712737486335,0.4401623064099867,0.37256343253676544
12092,5,0.311234139401771,0.5193284003853027,0.686452124578971
12266,5,0.15725799135928598,0.20904855455395793,0.4026817248476479
12430,5,0.021977672630929108,0.026146024986914755,0.06331339510790296
12657,5,2.55308439936778e-4,0.01950982556876971,0.021435006235462448
12793,5,0,0,0
12804,5,0.0017041278529116057,0.09079010525570047,0.06614093868027277
13003,5,0,0,0
13138,5,0.09099622807129014,0.10731728759758488,0.2717364835759562
13189,5,0.10880043100936604,0.12648327737108842,0.30112802527225574
13468,5,0,0,0
13475,5,1.5957530870693425e-4,0.02125006512652126,0.02198912314880749
13486,5,0,0,0
13522,5,0.19341781726628374,0.22249387399678142,0.5401224351366026
13790,5,0.13826646472813467,0.18775758057893874,0.3582445097038084
13817,5,0.4976792846422986,0.2440573544625653,0.22679637160255353
13830,5,0.04979198880906065,0.06150686829415566,0.13631684255776064
13852,5,0.0372346278488705,0.07303812161728138,0.04987110247285665
13868,5,0.017421624321463092,0.01937896483363549,0.04952368302385118
13881,5,1.5390824912878647,0.7697785719505125,0.7059024266563171
14020,5,0.19433383781888125,0.38678971506395704,0.23916044482127755
14124,5,0,0,0
14219,5,0.7753321937781329,0.38698512101119525,0.35140671621584285
14363,5,1.671131715179418,0.8211525792220927,0.7627826251190546
14418,5,0.127671150463518,0.081907936085297,0.026533663355204292
14421,5,0.2777771643976518,0.2103657240328731,0.08569967970563434
14459,5,0.05230968677503025,0.06658805923875741,0.13862230352701227
14626,5,1.9636434964953627e-4,0.03084872514415471,0.023504240743731256
14682,5,0,0,0
14738,5,0.0023685412669035896,0.002909233771732694,0.0064479676949868395
14756,5,0,0,0
14967,5,0.010583024459337802,0.011593225510389285,0.03063211591808509
15002,5,0,0,0
15030,5,0.18623839426172248,0.30584409333120377,0.40682103567617384
15052,5,0.16778793481158166,0.30915243881792076,0.313606932785694
15134,5,0.07593548850683325,0.03924511487026037,0.03385386474361768
15154,5,0.4321069407793595,0.2190769292596297,0.1983170049309064
15178,5,0.025636081663743343,0.028944611763423896,0.07717300455272837
15219,5,0.344739363017906,0.17687960550379292,0.15599177828026736
15253,5,0,0,0
15293,5,0.44212192552869156,0.22968352032199552,0.1970871856182
15476,5,0.5361311054518082,0.2535552073330803,0.24143069161120653
15531,5,0.17921895061354653,0.3483228697288794,0.24752056194896435
15563,5,0.3221243218361868,0.16308365035421488,0.1451882330073427
15615,5,0.029540670972561623,0.015157445805304287,0.013241170059606502
15700,5,0.02868331832263135,0.014856050120881842,0.01277126960586829
15711,5,0.2881010292961078,0.5338836230346793,0.5162437868085229
15743,5,0.21032619877250003,0.3943239287882366,0.36146338708134884
15752,5,0.3415560130738247,0.6363716193648047,0.5754859016530888
15770,5,0.05613178079739831,0.09879143324452687,0.11406852416959719
15790,5,0,0,0
15913,5,0.018607012098485712,0.02826418906486363,0.06459645980969811
15971,5,0.11900476664150064,0.23725211393737894,0.1428062242254447
15977,5,0.19670908172692228,0.10006050893791463,0.09054437497607952
15996,5,0.10210065013148761,0.1952650364194708,0.15466087511938245
16022,5,0.07848363345488231,0.13108477045461808,0.17296589713020213
16025,5,0.13809645591222838,0.20779900843664423,0.4572784627854688
16060,5,0,0,0
16091,5,0.6575070643087383,0.3531471789525409,0.30261093531614724
16113,5,0.05611500823331326,0.10633577008886713,0.08955707943061386
16140,5,0.13563600953635008,0.26269866722290053,0.18947739103155908
16171,5,0,0,0
16195,5,0.03140312002927489,0.06019465653166974,0.046900942180071147
16257,5,0.8467008036941704,1.5684544776833016,1.5362957969594613
16284,5,0.05937647627645877,0.0755891750136494,0.15671429702236078
16366,5,0.12593130252077986,0.06262366332146066,0.057811186729431405
16407,5,0.09850889553872436,0.04936036630179712,0.045274920093016285
16531,5,0,0,0
16573,5,0.2244252686174714,0.3705219081769138,0.5161444050192238
16577,5,0,0,0
16603,5,0.07650290321441729,0.1525044794115919,0.09235634471002722
16626,5,0.10600127603265196,0.1969172351714382,0.1876552782003237
16707,5,0.05990956625678999,0.1073401357869291,0.11769852783438163
16726,5,0,0,0
16735,5,0.06785142985746642,0.1340583311872697,0.0836221047200621
16783,5,0,0,0
16798,5,0.07763180302892393,0.15400871325794763,0.09405176850178343
16854,5,0.20681632649780884,0.3941633644614511,0.31592766603616074
16878,5,0.2937741259377131,0.5513268803834159,0.5026483352339168
16885,5,0.46207623470990444,0.8185995518655879,0.8866332243845395
16999,5,0.011031778788453659,0.012054415445950735,0.03220154137936289
17025,5,0,0,0
17198,5,0.08411337430156234,0.15840851826688424,0.1391910603680071
17245,5,0.0758075685954563,0.13913624850791093,0.1409913845335564
17330,5,0.28165123576236434,0.4969211102918872,0.5850258059368052
17345,5,0.05868234575852002,0.10142548274942698,0.12407281100170744
17400,5,0.08319478011973898,0.13880797860621646,0.184389056793443
17457,5,0,0,0
17504,5,0.08338224378522248,0.15714447669938064,0.1373885764331292
17526,5,0.6869189125829224,1.207519596131661,1.417628659534357
17601,5,0.09831672035317603,0.1752664760558103,0.19720577298729
17616,5,0.02015394976974599,0.034314709621520716,0.04362228734352207
17793,5,0.12810826000152084,0.23422625327163982,0.2405212710687949
17813,5,0,0,0
17837,5,0.5285616585683848,0.8614001371948646,1.2221821825204569
17844,5,0.06501060946875946,0.11792773869341525,0.12406570243576381
17903,5,0,0,0
17934,5,0.0720009022179786,0.1041283972426065,0.1822337262095546
18055,5,0.12339476086069698,0.21696880407304808,0.25931470679824664
18452,5,0.10277207772769606,0.19590628929331638,0.15598942864538465
18471,5,0.014429545620124476,0.025165743875267772,0.03008769238199493
18516,5,0.10165755160509823,0.17342997257919401,0.22291120775867918
18559,5,0.05748217850610089,0.10035570359550967,0.1190949898019131
18575,5,0.23307020608849613,0.3952453969585249,0.515883922874894
18782,5,0.04740430751265495,0.0725826100388452,0.11653961409495539
18845,5,0,0,0
18876,5,0.19229338963796974,0.3505007069653249,0.357442283199836
18884,5,0.08528943502035666,0.1615627535699742,0.13632452661979264
18892,5,0.04975663658186237,0.08568254304946328,0.10761224289524202
18912,5,0.1687129978517635,0.2970084854720138,0.34476587796878416
18994,5,0.12723284486710582,0.22004999860227853,0.26878300686105244
19045,5,0.10313350201543513,0.19109201014541616,0.1850363039639893
19189,5,0.1779062063780235,0.30471139378435047,0.3811859598499783
19213,5,0.2593063398913418,0.4478784015077086,0.5484083690826738
19222,5,0.31126683920504594,0.5263581562815154,0.6823052754734253
19251,5,0,0,0
19252,5,0,0,0
19323,5,0.5986834990065116,1.097244328742724,1.1100136691564313
19444,5,0.040672024066465036,0.07589461686675938,0.07106918029180664
19533,5,0.2980930875026523,0.5422942751648206,0.5613866080445737
19646,5,0.3858349223914192,0.719446073762146,0.6704429295984948
19780,5,0.011349111492433114,0.02106297762152007,0.0199224469576738
19901,5,0.10785063739387928,0.20159252324494767,0.18397801860968807
19966,5,0.016498253168693466,0.030249737288444413,0.0300837750408729
19982,5,0,0,0
20166,5,0.04573001710784713,0.08441218169290023,0.08122351322052875
20217,5,0.06937806496074167,0.12834267956612916,0.12175303697911624
20268,5,0.12836964480350482,0.2401559770977651,0.21686945957650078
20282,5,0.10515229135696054,0.19557056945156717,0.1808223686111512
20325,5,0.09049678466051027,0.16749332298802197,0.15890723641553128
20613,5,0.42926188969593493,0.7990578300953066,0.7353571692478645
20616,5,0.030201411541879348,0.05611500007221401,0.05187470537394862
20697,5,0.2021087744095824,0.3825771255679953,0.3230217480230256
20700,5,0.3549620500077093,0.6619613024349132,0.6021163510252242
20753,5,0.02417716353872663,0.04554043786021102,0.03948478849999066
20760,5,0.12742658021163641,0.2427264286310504,0.19778209195484447
1361,6,1.6216548410882559,0.9235318087830261,0.717024927875226
2026,6,2.6661312546171354,1.3837713909461102,1.2259881241017716
2178,6,0.32662707150186365,0.16542402584707547,0.14631304865266076
2191,6,3.6001796876075014,1.8134116135596443,1.6443297011820162
2244,6,0.25780137549876864,0.1606111903817805,0.10626551554094565
2548,6,0.3325610284036651,0.17545384505627107,0.15066799849056803
2919,6,0.6535827933056355,0.3545318671855083,0.2938683973941414
2978,6,0.16786261534154384,0.09343622012613802,0.07488884904349748
3008,6,1.8524927404075298,1.0032042554061507,0.8355402323985202
3202,6,2.038298820069532,1.0849311004905204,0.9183686788968739
3881,6,5.261275121471903,2.6347298807038224,2.4011795645650387
4014,6,0,0,0
4933,6,3.3483864127940244,1.8081558164036697,1.4914451047262949
5361,6,0.27934839328219524,0.5631874870954217,0.33729663094079537
6356,6,0.6352855419092678,1.1549494849594242,1.1431730289908308
6665,6,1.3175576875445099,0.6877856933050599,0.605028604360944
6863,6,0.37907045547737667,0.6804145558499575,0.7001243848937172
7044,6,1.8387606390160929,0.9531315432283367,0.8452453730154932
7217,6,0.4956268414769981,0.3401774532523863,0.19804267435396922
7247,6,0.10326600978059508,0.055999163407730056,0.04674577065115965
7397,6,0.28812912380993355,0.5632237545274209,0.37633477030957896
7732,6,0.45980499037599193,0.863776263459755,0.7519411008608163
7874,6,0.561347005034524,0.3127090976875905,0.2466345684385818
8150,6,0.6566953576420942,1.2608447751601597,0.9862936787694454
8668,6,0.5667148696574215,0.3703391106096218,0.22036272140623098
8732,6,0.20391215620797687,0.2456135244359379,0.559114475564529
9269,6,0.253282028889163,0.4433227863181074,0.4680678938517703
9314,6,0.18181654603209496,0.26159312244919813,0.4522678336569301
9989,6,0.35559370182614225,0.4215195401119007,0.9907870625827421
10295,6,0.706064573851174,0.4313111933241676,0.29556573080231313
10510,6,5.31862455243294,3.016983848869352,2.36650915853228
10735,6,1.2613836738149014,2.3552844233094343,2.126708750828958
10832,6,0.918031093702416,1.2301751975313775,2.36710706533641
12218,6,0.4178739964938132,0.5089898576495184,1.2422528057946332
12441,6,0.3032895867062017,0.4485473054563396,0.9461964998282906
12731,6,0.09535976359566527,0.1810968639108192,0.14885060471438108
12847,6,0,0,0
13326,6,0.6182558668225254,0.4535348097745359,0.16870914058620948
14045,6,2.148290071125831,1.070397129210115,0.9840261756547493
14438,6,0.012631752924092713,0.02362358167986692,0.0221325904497722
14696,6,0.3086589302993533,0.400888315809776,0.8209811544554482
14936,6,0.20313086960384355,0.3589028055512277,0.4050297511332922
14968,6,0.2586614046607003,0.43820913091676894,0.539559613555765
15093,6,0.3935834629708585,0.7303324433740478,0.7157966632286318
15361,6,1.9065014919756813,0.9853183703764337,0.8563863085134232
15428,6,3.1174134748241036,1.6192294980125181,1.4344217805834731
15448,6,0.4920752427430338,0.24883359432163782,0.22184167930826326
15618,6,0.30326907974786493,0.15321919727172226,0.13909095249947767
16183,6,1.2538361899000463,2.3730615952238003,2.0239408119269364
16349,6,0.2110213811000944,0.40161381744065444,0.32683820781341577
16468,6,1.180856708585466,2.1307273611933715,2.177136143730536
16629,6,1.6594241158928074,2.896604875299873,3.4372997962080674
16632,6,0.14834070629825127,0.21296201581911117,0.4552866416045541
16660,6,0.19404846344336465,0.383723360794467,0.23849258057041886
16669,6,0.24896435980236134,0.4204192904296261,0.5296972008222837
16849,6,0.45643311358263977,0.8310330579119141,0.8411619668949518
16877,6,0.6217186889152307,1.1562623595869739,1.079774828269782
16960,6,0.4515078947313209,0.7609104340751287,0.9816785405802071
17067,6,0.30449138543948,0.560405727742918,0.5518252153733719
17426,6,0.7416272159996009,1.3112252687473358,1.5256975308475864
17487,6,0.8162209472182644,1.4000959112637286,1.782798060717718
17748,6,0.7442147171936734,1.2394792797618164,1.6653789566846817
17807,6,1.2516950187363192,2.1146380925976147,2.7693054761282565
18300,6,0.28174057968426147,0.48811114684653617,0.5919682840224582
18307,6,1.9953297978839946,3.804077951841853,3.043675606834887
18524,6,0.11453777072747272,0.19944989100894422,0.23958253975806224
18944,6,0.33752181070991316,0.579330795763436,0.7227305455640827
19619,6,1.382649990744438,2.5893294275261893,2.3306576718829617
19622,6,0.5395075230286648,1.0084057337209427,0.9285442540605469
20036,6,0.7488086604015455,1.399038145527129,1.2662852432538123
20215,6,0.40348987897476496,0.7508206447221887,0.6954220931855853
1814,7,4.057783443818976,2.232074518928804,1.8168940309390398
1985,7,13.949187668126244,7.612904499927617,6.299157511438458
2101,7,6.788369282031118,3.4540831233657614,3.109291856636214
10822,7,2.7131013274116986,4.995666083983328,4.529868747829218
12002,7,7.372124716349276,11.5338789677316,16.535638923084473
12103,7,6.4572547525696935,3.7370632272464497,2.8482990487169766
12267,7,22.00088582604619,21.50884241857209,21.77965743778675
13074,7,10.812719596613196,17.855247805510903,22.40218159662861
15014,7,3.009615144965495,1.5464940418833995,1.3541123671834518
16892,7,6.814670308862304,12.670556125237939,11.615618624426268
16917,7,6.804540649651228,12.161594598002068,13.168236423765197
17129,7,2.0205843043399287,3.5365798869083287,4.250536161788882
17137,7,1.1950272422704962,2.093860218230681,2.3976789212145437
17217,7,1.000549521894317,1.6993189366807788,2.1948075683132053
17257,7,2.501308038028615,4.697356913623209,4.165565548296376
17642,7,2.290369437077027,3.8182066796588248,5.140255345171663
17942,7,3.9920579423509044,7.38813629333711,7.047955617243982
