year,stream_order,focal_reach,group_production,pct_of_total,n_reaches_in_group,n_reaches_with_production
2015,5,5810,8.604055704663011e-4,0.08604055704663001,17,5
2015,5,5890,0,0,21,0
2015,5,5897,2.16508262110398e-4,0.021650826211039774,15,1
2015,5,5938,0.002543025241715172,0.2543025241715169,23,7
2015,5,5957,4.221871325025234e-4,0.042218713250252296,13,3
2015,5,6142,9.083495977353613e-4,0.09083495977353603,13,4
2015,5,6097,0,0,7,0
2015,5,6135,0.0025386161176323622,0.25386161176323596,15,5
2015,5,6164,2.079532869621788e-4,0.020795328696217856,13,1
2015,5,6191,0.001957905314709771,0.1957905314709769,23,10
2015,5,6192,0.0023721748241923007,0.2372174824192298,37,5
2015,5,6221,0.0017748499172946571,0.17748499172946552,25,9
2015,5,6265,0.0021931771910493085,0.2193177191049306,23,9
2015,5,6296,0.0029415990578688105,0.2941599057868807,31,6
2015,5,6326,0,0,7,0
2015,5,6352,8.158802607761306e-4,0.08158802607761297,15,4
2015,5,6417,2.3860620360992296e-4,0.02386062036099227,11,1
2015,5,6431,0.010164213157637731,1.0164213157637718,41,14
2015,5,6497,2.710813616882544e-4,0.027108136168825406,7,2
2015,5,6535,0.0016477689493971325,0.16477689493971306,21,6
2015,5,6581,0.005447008211898386,0.544700821189838,43,11
2015,5,6618,9.675063569754832e-4,0.09675063569754822,27,5
2015,5,6787,1.6325653049512873e-4,0.016325653049512855,17,1
2015,5,6875,0.004084508491786675,0.4084508491786671,27,8
2015,5,7119,7.114213786400137e-4,0.0711421378640013,41,4
2015,5,7172,5.237191373358125e-4,0.052371913733581195,15,3
2015,5,7268,0.0011788773041646536,0.11788773041646523,17,4
2015,5,7296,0.0025457128108695055,0.25457128108695026,37,13
2015,5,7329,2.86350551054444e-6,2.8635055105444366e-4,11,1
2015,5,7341,6.59995394480139e-4,0.06599953944801383,15,4
2015,5,7343,0.002099235389717691,0.20992353897176888,13,4
2015,5,7357,0,0,17,0
2015,5,7494,9.533178807025918e-4,0.09533178807025906,21,6
2015,5,7502,0.00794072761533253,0.7940727615332521,53,15
2015,5,7696,0.0032422502281555395,0.3242250228155536,25,6
2015,5,9208,1.2847937925171177e-4,0.012847937925171164,13,2
2015,5,10305,0.0024164844537747617,0.2416484453774759,49,16
2015,5,10344,0.001956450974634739,0.1956450974634737,29,7
2015,5,10395,0.005126179155403791,0.5126179155403785,35,12
2015,5,7728,2.4217561660322504e-4,0.024217561660322476,29,1
2015,5,7807,0.0014989610129495753,0.14989610129495734,11,4
2015,5,7868,0,0,7,0
2015,5,7895,0.002025671054084731,0.2025671054084729,19,7
2015,5,7913,9.581930350367818e-4,0.09581930350367808,15,6
2015,5,8056,0.0021362859601171164,0.2136285960117114,15,4
2015,5,8129,8.997700055642647e-4,0.08997700055642638,9,3
2015,5,8192,5.326623472905524e-4,0.05326623472905518,7,2
2015,5,8463,5.246508918975209e-4,0.05246508918975203,11,3
2015,5,8534,2.583502867312504e-4,0.025835028673125014,15,3
2015,5,8577,0.008974304189508722,0.8974304189508712,51,17
2015,5,8704,1.9573809480675624e-4,0.0195738094806756,13,3
2015,5,8869,0.002042686020169354,0.2042686020169352,35,8
2015,5,8944,0.0010588182486695958,0.10588182486695946,19,5
2015,5,9126,4.912700374574256e-4,0.04912700374574251,21,3
2015,5,9349,1.7870819511605965e-4,0.017870819511605945,13,2
2015,5,9600,0.006546443964855297,0.654644396485529,55,16
2015,5,9796,0.001654369036644214,0.16543690366442124,15,5
2015,5,9798,0.0025403613602954,0.25403613602953967,41,12
2015,5,9871,0.0030886637153033553,0.3088663715303352,55,14
2015,5,9925,3.540682246228631e-4,0.03540682246228627,17,4
2015,5,9972,2.99683045939196e-4,0.029968304593919567,9,2
2015,5,10002,0.005355064592361684,0.5355064592361678,49,14
2015,5,10083,8.861530104363627e-4,0.08861530104363617,15,6
2015,5,10166,2.5296380936174357e-4,0.02529638093617433,27,8
2015,5,10201,3.485294105586066e-4,0.03485294105586063,7,2
2015,5,10228,5.195386805099012e-4,0.05195386805099007,17,3
2015,5,10234,0.001980240597513765,0.19802405975137627,25,8
2015,5,10585,0.003714756136069343,0.3714756136069339,37,14
2015,5,11198,0.0047638505857834365,0.4763850585783431,43,15
2015,5,11469,6.463711394893348e-4,0.0646371139489334,9,2
2015,5,11500,0.005914841713969406,0.5914841713969399,19,8
2015,5,11524,0.012979377459807095,1.2979377459807082,73,34
2015,5,11639,0.0019232360996615377,0.19232360996615355,31,8
2015,5,11763,1.2038996745649062e-5,0.0012038996745649048,9,2
2015,5,11766,0.001561754470430241,0.15617544704302394,25,8
2015,5,11894,0.0017572548242380053,0.17572548242380034,29,9
2015,5,11990,0.008227712737486343,0.8227712737486335,37,15
2015,5,12092,0.0031123413940177137,0.311234139401771,33,13
2015,5,12266,0.0015725799135928615,0.15725799135928598,21,9
2015,5,12430,2.1977672630929133e-4,0.021977672630929108,11,3
2015,5,12793,0,0,9,0
2015,5,12657,2.553084399367783e-6,2.55308439936778e-4,23,6
2015,5,12804,1.7041278529116077e-5,0.0017041278529116057,55,23
2015,5,13003,0,0,49,0
2015,5,13138,9.099622807129024e-4,0.09099622807129014,29,11
2015,5,13189,0.0010880043100936617,0.10880043100936604,13,5
2015,5,13468,0,0,19,0
2015,5,13475,1.5957530870693443e-6,1.5957530870693425e-4,13,6
2015,5,13486,0,0,13,0
2015,5,13522,0.0019341781726628395,0.19341781726628374,29,11
2015,5,13790,0.0013826646472813483,0.13826646472813467,33,8
2015,5,13817,0.0049767928464229914,0.4976792846422986,25,10
2015,5,13830,4.97919888090607e-4,0.04979198880906065,9,3
2015,5,13852,3.723462784887055e-4,0.0372346278488705,13,3
2015,5,13868,1.7421624321463112e-4,0.017421624321463092,35,1
2015,5,13881,0.015390824912878664,1.5390824912878647,47,20
2015,5,14020,0.0019433383781888146,0.19433383781888125,27,10
2015,5,14124,0,0,35,0
2015,5,14219,0.0077533219377813375,0.7753321937781329,55,12
2015,5,14363,0.0167113171517942,1.671131715179418,57,24
2015,5,14418,0.0012767115046351818,0.127671150463518,27,10
2015,5,14421,0.0027777716439765215,0.2777771643976518,27,12
2015,5,14459,5.230968677503031e-4,0.05230968677503025,9,4
2015,5,14626,1.9636434964953647e-6,1.9636434964953627e-4,25,8
2015,5,14682,0,0,17,0
2015,5,14738,2.368541266903592e-5,0.0023685412669035896,7,1
2015,5,14756,0,0,37,0
2015,5,14967,1.0583024459337814e-4,0.010583024459337802,15,1
2015,5,15002,0,0,9,0
2015,5,15030,0.001862383942617227,0.18623839426172248,25,9
2015,5,15052,0.0016778793481158185,0.16778793481158166,57,8
2015,5,15293,0.004421219255286921,0.44212192552869156,29,12
2015,5,15134,7.593548850683334e-4,0.07593548850683325,13,3
2015,5,15154,0.0043210694077936,0.4321069407793595,15,6
2015,5,15178,2.563608166374337e-4,0.025636081663743343,13,5
2015,5,15219,0.003447393630179064,0.344739363017906,25,8
2015,5,15253,0,0,7,0
2015,5,15476,0.005361311054518088,0.5361311054518082,31,10
2015,5,15531,0.0017921895061354673,0.17921895061354653,31,9
2015,5,15563,0.0032212432183618715,0.3221243218361868,29,8
2015,5,15615,2.9540670972561656e-4,0.029540670972561623,15,1
2015,5,15700,2.8683318322631385e-4,0.02868331832263135,9,1
2015,5,15711,0.002881010292961081,0.2881010292961078,33,12
2015,5,15743,0.0021032619877250024,0.21032619877250003,23,8
2015,5,15752,0.003415560130738251,0.3415560130738247,41,16
2015,5,15770,5.613178079739838e-4,0.05613178079739831,11,3
2015,5,15790,0,0,11,0
2015,5,15913,1.8607012098485734e-4,0.018607012098485712,21,7
2015,5,15971,0.0011900476664150077,0.11900476664150064,25,10
2015,5,15977,0.001967090817269225,0.19670908172692228,23,4
2015,5,15996,0.0010210065013148773,0.10210065013148761,21,5
2015,5,16022,7.84836334548824e-4,0.07848363345488231,23,5
2015,5,16025,0.0013809645591222853,0.13809645591222838,109,32
2015,5,16060,0,0,13,0
2015,5,16091,0.0065750706430873895,0.6575070643087383,33,11
2015,5,16113,5.611500823331332e-4,0.05611500823331326,15,3
2015,5,16140,0.0013563600953635023,0.13563600953635008,29,6
2015,5,16171,0,0,7,0
2015,5,16195,3.140312002927492e-4,0.03140312002927489,11,2
2015,5,16257,0.008467008036941713,0.8467008036941704,81,31
2015,5,16284,5.937647627645884e-4,0.05937647627645877,11,4
2015,5,16366,0.0012593130252078,0.12593130252077986,9,2
2015,5,16407,9.850889553872446e-4,0.09850889553872436,9,3
2015,5,16531,0,0,15,0
2015,5,16573,0.0022442526861747164,0.2244252686174714,23,10
2015,5,16577,0,0,9,0
2015,5,16603,7.650290321441738e-4,0.07650290321441729,23,7
2015,5,16626,0.0010600127603265206,0.10600127603265196,21,5
2015,5,16707,5.990956625679005e-4,0.05990956625678999,27,4
2015,5,16726,0,0,19,0
2015,5,16735,6.78514298574665e-4,0.06785142985746642,9,4
2015,5,16783,0,0,9,0
2015,5,16798,7.763180302892402e-4,0.07763180302892393,15,6
2015,5,16854,0.0020681632649780907,0.20681632649780884,21,8
2015,5,16878,0.002937741259377135,0.2937741259377131,31,12
2015,5,16885,0.00462076234709905,0.46207623470990444,47,20
2015,5,16999,1.1031778788453671e-4,0.011031778788453659,11,2
2015,5,17025,0,0,45,0
2015,5,17198,8.411337430156243e-4,0.08411337430156234,17,4
2015,5,17245,7.580756859545639e-4,0.0758075685954563,15,4
2015,5,17330,0.002816512357623646,0.28165123576236434,31,12
2015,5,17345,5.868234575852008e-4,0.05868234575852002,11,4
2015,5,17400,8.319478011973907e-4,0.08319478011973898,27,5
2015,5,17457,0,0,25,0
2015,5,17504,8.338224378522257e-4,0.08338224378522248,13,5
2015,5,17526,0.006869189125829232,0.6869189125829224,61,26
2015,5,17601,9.831672035317614e-4,0.09831672035317603,13,5
2015,5,17616,2.015394976974601e-4,0.02015394976974599,9,1
2015,5,17793,0.0012810826000152098,0.12810826000152084,23,6
2015,5,17813,0,0,35,0
2015,5,17837,0.005285616585683854,0.5285616585683848,63,24
2015,5,17844,6.501060946875953e-4,0.06501060946875946,13,4
2015,5,17903,0,0,7,0
2015,5,17934,7.200090221797867e-4,0.0720009022179786,17,5
2015,5,18055,0.001233947608606971,0.12339476086069698,21,6
2015,5,18471,1.4429545620124493e-4,0.014429545620124476,11,1
2015,5,18452,0.0010277207772769617,0.10277207772769606,15,5
2015,5,18516,0.0010165755160509834,0.10165755160509823,23,7
2015,5,18559,5.748217850610096e-4,0.05748217850610089,15,5
2015,5,18575,0.0023307020608849638,0.23307020608849613,35,12
2015,5,18782,4.7404307512655006e-4,0.04740430751265495,19,3
2015,5,18845,0,0,11,0
2015,5,18876,0.0019229338963796996,0.19229338963796974,31,10
2015,5,18884,8.528943502035675e-4,0.08528943502035666,13,5
2015,5,18892,4.975663658186243e-4,0.04975663658186237,7,3
2015,5,18912,0.001687129978517637,0.1687129978517635,23,9
2015,5,18994,0.0012723284486710596,0.12723284486710582,23,6
2015,5,19045,0.0010313350201543523,0.10313350201543513,11,5
2015,5,19189,0.001779062063780237,0.1779062063780235,33,11
2015,5,19213,0.002593063398913421,0.2593063398913418,37,12
2015,5,19222,0.0031126683920504627,0.31126683920504594,39,15
2015,5,19251,0,0,59,0
2015,5,19252,0,0,9,0
2015,5,19323,0.0059868349900651235,0.5986834990065116,71,24
2015,5,19444,4.067202406646508e-4,0.040672024066465036,9,2
2015,5,19533,0.002980930875026526,0.2980930875026523,39,16
2015,5,19646,0.0038583492239141963,0.3858349223914192,47,16
2015,5,19780,1.1349111492433126e-4,0.011349111492433114,7,1
2015,5,19901,0.0010785063739387941,0.10785063739387928,19,6
2015,5,19966,1.6498253168693486e-4,0.016498253168693466,11,1
2015,5,19982,0,0,7,0
2015,5,20166,4.573001710784718e-4,0.04573001710784713,13,2
2015,5,20217,6.937806496074175e-4,0.06937806496074167,13,4
2015,5,20268,0.0012836964480350498,0.12836964480350482,39,8
2015,5,20282,0.0010515229135696065,0.10515229135696054,35,7
2015,5,20325,9.049678466051036e-4,0.09049678466051027,17,5
2015,5,20613,0.004292618896959354,0.42926188969593493,57,20
2015,5,20616,3.020141154187938e-4,0.030201411541879348,13,1
2015,5,20697,0.002021087744095826,0.2021087744095824,35,12
2015,5,20700,0.003549620500077097,0.3549620500077093,51,16
2015,5,20753,2.4177163538726656e-4,0.02417716353872663,11,3
2015,5,20760,0.0012742658021163656,0.12742658021163641,23,7
2015,6,1361,0.016216548410882575,1.6216548410882559,149,32
2015,6,2026,0.026661312546171385,2.6661312546171354,127,35
2015,6,2178,0.0032662707150186397,0.32662707150186365,87,8
2015,6,2191,0.036001796876075055,3.6001796876075014,201,51
2015,6,2244,0.002578013754987689,0.25780137549876864,57,9
2015,6,2548,0.0033256102840366546,0.3325610284036651,43,7
2015,6,2919,0.006535827933056362,0.6535827933056355,67,12
2015,6,2978,0.0016786261534154404,0.16786261534154384,41,4
2015,6,3008,0.01852492740407532,1.8524927404075298,109,33
2015,6,3202,0.020382988200695343,2.038298820069532,193,39
2015,6,3881,0.05261275121471909,5.261275121471903,289,74
2015,6,4014,0,0,65,0
2015,6,4933,0.03348386412794028,3.3483864127940244,191,52
2015,6,5361,0.0027934839328219553,0.27934839328219524,83,21
2015,6,6356,0.006352855419092684,0.6352855419092678,149,28
2015,6,6665,0.013175576875445112,1.3175576875445099,71,19
2015,6,6863,0.003790704554773771,0.37907045547737667,47,18
2015,6,7044,0.01838760639016095,1.8387606390160929,85,25
2015,6,7217,0.004956268414769986,0.4956268414769981,37,14
2015,6,7247,0.0010326600978059518,0.10326600978059508,27,5
2015,6,7397,0.0028812912380993387,0.28812912380993355,57,15
2015,6,8150,0.006566953576420949,0.6566953576420942,133,26
2015,6,7732,0.004598049903759924,0.45980499037599193,77,18
2015,6,7874,0.005613470050345246,0.561347005034524,39,12
2015,6,8668,0.0056671486965742205,0.5667148696574215,75,20
2015,6,8732,0.002039121562079771,0.20391215620797687,43,12
2015,6,9269,0.0025328202888916327,0.253282028889163,49,12
2015,6,9314,0.0018181654603209516,0.18181654603209496,41,9
2015,6,9989,0.003555937018261426,0.35559370182614225,69,23
2015,6,10295,0.007060645738511748,0.706064573851174,59,18
2015,6,10510,0.05318624552432946,5.31862455243294,307,99
2015,6,10735,0.012613836738149028,1.2613836738149014,133,50
2015,6,10832,0.00918031093702417,0.918031093702416,117,43
2015,6,12218,0.004178739964938136,0.4178739964938132,91,35
2015,6,12441,0.0030328958670620206,0.3032895867062017,125,52
2015,6,12731,9.535976359566537e-4,0.09535976359566527,25,5
2015,6,12847,0,0,45,0
2015,6,13326,0.006182558668225261,0.6182558668225254,69,30
2015,6,14045,0.021482900711258333,2.148290071125831,75,31
2015,6,14438,1.2631752924092726e-4,0.012631752924092713,115,1
2015,6,14696,0.0030865893029935368,0.3086589302993533,57,16
2015,6,14936,0.0020313086960384377,0.20313086960384355,75,10
2015,6,14968,0.002586614046607006,0.2586614046607003,37,12
2015,6,15093,0.003935834629708589,0.3935834629708585,75,16
2015,6,15361,0.019065014919756835,1.9065014919756813,105,35
2015,6,15428,0.031174134748241072,3.1174134748241036,131,42
2015,6,15448,0.004920752427430343,0.4920752427430338,41,11
2015,6,15618,0.0030326907974786528,0.30326907974786493,41,6
2015,6,16183,0.012538361899000476,1.2538361899000463,145,54
2015,6,16349,0.002110213811000946,0.2110213811000944,43,10
2015,6,16468,0.011808567085854675,1.180856708585466,109,48
2015,6,16629,0.016594241158928092,1.6594241158928074,197,69
2015,6,16632,0.0014834070629825146,0.14834070629825127,89,31
2015,6,16660,0.0019404846344336488,0.19404846344336465,29,12
2015,6,16669,0.002489643598023616,0.24896435980236134,73,13
2015,6,16849,0.004564331135826403,0.45643311358263977,109,20
2015,6,16877,0.006217186889152315,0.6217186889152307,79,27
2015,6,16960,0.0045150789473132145,0.4515078947313209,213,24
2015,6,17067,0.0030449138543948034,0.30449138543948,47,15
2015,6,17426,0.007416272159996017,0.7416272159996009,95,31
2015,6,17487,0.008162209472182652,0.8162209472182644,95,34
2015,6,17748,0.007442147171936742,0.7442147171936734,91,33
2015,6,17807,0.012516950187363205,1.2516950187363192,131,48
2015,6,18300,0.0028174057968426178,0.28174057968426147,45,13
2015,6,18307,0.019953297978839966,1.9953297978839946,209,76
2015,6,18524,0.0011453777072747285,0.11453777072747272,29,8
2015,6,18944,0.0033752181070991357,0.33752181070991316,57,18
2015,6,19619,0.013826499907444396,1.382649990744438,179,56
2015,6,19622,0.005395075230286654,0.5395075230286648,61,21
2015,6,20036,0.007488086604015463,0.7488086604015455,95,28
2015,6,20215,0.004034898789747654,0.40348987897476496,79,21
2015,7,1814,0.040577834438189804,4.057783443818976,317,71
2015,7,1985,0.13949187668126262,13.949187668126244,679,203
2015,7,2101,0.06788369282031124,6.788369282031118,337,91
2015,7,10822,0.027131013274117016,2.7131013274116986,433,110
2015,7,12002,0.07372124716349285,7.372124716349276,1305,416
2015,7,12103,0.06457254752569701,6.4572547525696935,391,124
2015,7,12267,0.22000885826046215,22.00088582604619,1713,564
2015,7,13074,0.10812719596613209,10.812719596613196,1903,562
2015,7,15014,0.03009615144965498,3.009615144965495,177,55
2015,7,16892,0.06814670308862311,6.814670308862304,1142,266
2015,7,16917,0.06804540649651235,6.804540649651228,775,265
2015,7,17129,0.02020584304339931,2.0205843043399287,233,82
2015,7,17137,0.011950272422704977,1.1950272422704962,365,55
2015,7,17217,0.010005495218943181,1.000549521894317,137,47
2015,7,17257,0.025013080380286174,2.501308038028615,283,92
2015,7,17642,0.022903694370770295,2.290369437077027,257,93
2015,7,17942,0.03992057942350909,3.9920579423509044,457,151
2016,5,1165,3.71489274231643e-4,0.03714892742316419,13,2
2016,5,1360,9.686517632735832e-4,0.09686517632735804,23,5
2016,5,1471,0,0,23,0
2016,5,1512,2.981199284850266e-4,0.029811992848502576,21,2
2016,5,1516,0.0014417644693837928,0.14417644693837886,45,6
2016,5,1578,1.2286164706358006e-4,0.01228616470635797,13,1
2016,5,1661,0,0,13,0
2016,5,1749,2.596317174140759e-4,0.025963171741407515,13,1
2016,5,1847,0.005086352420121265,0.508635242012125,63,18
2016,5,2090,6.528896979132047e-4,0.06528896979132029,41,4
2016,5,2142,3.8888005505160697e-4,0.03888800550516058,17,1
2016,5,2167,0.0016061119038178096,0.1606111903817805,47,9
2016,5,2212,2.8641717429724473e-4,0.028641717429724392,23,1
2016,5,2252,0,0,17,0
2016,5,2284,0,0,13,0
2016,5,2397,0,0,9,0
2016,5,2478,0.001183801672834136,0.11838016728341326,35,5
2016,5,2589,4.701778842749587e-4,0.04701778842749574,19,2
2016,5,2636,0.0011075182058373938,0.11075182058373906,27,6
2016,5,2802,0,0,9,0
2016,5,2881,0,0,13,0
2016,5,2900,6.541298526020641e-4,0.06541298526020622,21,3
2016,5,3054,6.496696046514212e-4,0.06496696046514194,27,3
2016,5,2983,1.6299594140972086e-4,0.01629959414097204,17,1
2016,5,3085,2.5639450300237886e-4,0.025639450300237808,19,3
2016,5,3086,7.804188359056543e-5,0.00780418835905652,17,1
2016,5,3099,0,0,9,0
2016,5,3154,0.00313511874800513,0.3135118748005121,57,12
2016,5,3288,0,0,11,0
2016,5,3326,9.540698416751135e-4,0.09540698416751107,17,4
2016,5,3376,0,0,7,0
2016,5,3394,7.710828912497702e-4,0.0771082891249768,25,5
2016,5,3690,0.0026852768602212366,0.2685276860221229,53,10
2016,5,3707,0.0012627215908218288,0.1262721590821825,21,6
2016,5,3716,0.0025929462034443634,0.2592946203444356,37,10
2016,5,3781,0,0,17,0
2016,5,3928,2.693546667923194e-6,2.6935466679231865e-4,13,1
2016,5,3954,0,0,31,0
2016,5,4128,6.432095762029619e-4,0.06432095762029601,17,2
2016,5,4196,0.0011545838269983965,0.11545838269983932,21,7
2016,5,4224,3.633804697216696e-4,0.03633804697216686,17,4
2016,5,4298,0.0050630859795957085,0.5063085979595694,65,16
2016,5,4324,0,0,11,0
2016,5,4536,0,0,7,0
2016,5,4657,1.5152055988379394e-4,0.01515205598837935,13,1
2016,5,4721,0.0017775335377305328,0.17775335377305276,25,7
2016,5,4774,0.0037597229447404144,0.37597229447404035,61,12
2016,5,4864,1.720931236493859e-4,0.017209312364938542,7,1
2016,5,5025,0.0034343415379662146,0.34343415379662046,47,11
2016,5,5079,0.004635090886755751,0.4635090886755738,73,18
2016,5,5134,0,0,11,0
2016,5,5202,0.013685746020404562,1.3685746020404521,123,32
2016,5,5277,5.648293601126222e-4,0.05648293601126206,15,4
2016,5,5285,0,0,11,0
2016,5,5440,2.2972640397501514e-4,0.02297264039750145,15,2
2016,5,5542,0,0,17,0
2016,5,5570,0,0,7,0
2016,5,5745,0.0011778002259564698,0.11778002259564663,17,3
2016,5,5696,0.005471004553651771,0.5471004553651755,53,14
2016,5,5810,0.0016299793487634562,0.16299793487634515,17,5
2016,5,5890,0,0,21,0
2016,5,5897,1.1176400574273168e-4,0.011176400574273136,15,1
2016,5,5938,0.001363719221019908,0.13637192210199042,23,7
2016,5,5957,2.769463592163762e-4,0.027694635921637536,13,3
2016,5,6142,0.0016503843067280787,0.16503843067280738,13,4
2016,5,6097,0,0,7,0
2016,5,6135,0.0014068523793988466,0.14068523793988424,15,5
2016,5,6164,3.8602419503225874e-4,0.03860241950322576,13,1
2016,5,6191,0.003412949688781436,0.3412949688781426,23,10
2016,5,6192,0.0012626757734083107,0.1262675773408307,37,5
2016,5,6221,0.003407474361171556,0.3407474361171546,25,9
2016,5,6265,0.004193396700314072,0.419339670031406,23,9
2016,5,6296,0.0015384848470597508,0.15384848470597465,31,6
2016,5,6326,0,0,7,0
2016,5,6352,0.00160023291017688,0.16002329101768756,15,4
2016,5,6417,1.2160232265574407e-4,0.012160232265574372,11,1
2016,5,6431,0.005242346231082429,0.5242346231082414,41,14
2016,5,6497,4.893715831287114e-4,0.048937158312871,7,2
2016,5,6535,0.0031233564945112226,0.31233564945112136,21,6
2016,5,6581,0.002766510814897514,0.2766510814897506,43,11
2016,5,6618,0.0018295384853710501,0.1829538485371045,27,5
2016,5,6787,2.8088123928341163e-4,0.02808812392834108,17,1
2016,5,6875,0.0022399255613075007,0.22399255613074942,27,8
2016,5,7119,0.0012593095651169028,0.12593095651168992,41,4
2016,5,7172,2.847906906244897e-4,0.02847906906244889,15,3
2016,5,7268,0.0020790756289450745,0.20790756289450685,17,4
2016,5,7296,0.004984293489987344,0.4984293489987329,37,13
2016,5,7329,1.534009619715172e-6,1.5340096197151676e-4,11,1
2016,5,7341,8.567647595221451e-4,0.08567647595221427,15,4
2016,5,7343,0.001123080022417714,0.11230800224177108,13,4
2016,5,7357,0,0,17,0
2016,5,7494,0.0012890480179512497,0.12890480179512462,21,6
2016,5,7502,0.004057461497243277,0.4057461497243265,53,15
2016,5,7696,0.001650120751518092,0.16501207515180874,25,6
2016,5,9208,1.403945144491166e-4,0.01403945144491162,13,2
2016,5,10305,0.0027629337065191205,0.2762933706519113,49,16
2016,5,10344,0.0011956926792571704,0.11956926792571669,29,7
2016,5,10395,0.003251736277270001,0.32517362772699915,35,12
2016,5,7728,4.572266412733534e-4,0.04572266412733521,29,1
2016,5,7807,9.78330534161577e-4,0.09783305341615743,11,4
2016,5,7868,0,0,7,0
2016,5,7895,0.0013837539736495114,0.13837539736495075,19,7
2016,5,7913,0.001209933363291465,0.12099333632914615,15,6
2016,5,8056,0.0011104174618141492,0.1110417461814146,15,4
2016,5,8129,5.581789752408915e-4,0.055817897524088986,9,3
2016,5,8192,7.95420456243878e-4,0.07954204562438758,7,2
2016,5,8463,9.959911625516855e-4,0.09959911625516828,11,3
2016,5,8534,2.973544899054344e-4,0.029735448990543353,15,3
2016,5,8577,0.005279079678959466,0.5279079678959451,51,17
2016,5,8704,2.1548732499535394e-4,0.02154873249953533,13,3
2016,5,8869,0.0038464320723832156,0.38464320723832046,35,8
2016,5,8944,0.0014099159100492175,0.14099159100492134,19,5
2016,5,9126,8.26816204971137e-4,0.08268162049711346,21,3
2016,5,9349,2.445413241064183e-4,0.024454132410641757,13,2
2016,5,9600,0.004108944667526714,0.4108944667526702,55,16
2016,5,9796,8.368629870869547e-4,0.08368629870869523,15,5
2016,5,9798,0.003491699199763889,0.3491699199763879,41,12
2016,5,9871,0.005486607223557456,0.548660722355744,55,14
2016,5,9925,2.3303814013145768e-4,0.0233038140131457,17,4
2016,5,9972,3.612131901715556e-4,0.03612131901715546,9,2
2016,5,10002,0.0032336298852066337,0.3233629885206624,49,14
2016,5,10083,0.00117378095526082,0.11737809552608165,15,6
2016,5,10166,2.7536414914055386e-4,0.027536414914055306,27,8
