stream_order,n_groups,mean_cv,median_cv,sd_cv,min_cv,max_cv
5,90,0.47389490755077274,0.4121306930902545,0.15898348430415496,0.21813573615511928,0.9693695319341427
6,55,0.4391517081201093,0.3846504023217001,0.13891977573119482,0.3291913119313568,0.9054612549565161
7,17,0.34601967245989146,0.3638759736144233,0.054096887893864604,0.1732430353217919,0.40928358621187605
