"segment_id","stream_order","basin_assign_norm","year","watershed","stream_length_m"
12321,3,0,"2017","Kusko",11280.9580014857
12322,3,0,"2017","Kusko",10703.8567256308
1925,4,0.177957217515964,"2017","Kusko",1440.77596463046
2001,5,0.386906478451262,"2017","Kusko",570.772690197044
2068,5,0.39084403783516,"2017","Kusko",6967.15631841093
2069,6,0,"2017","Kusko",3201.79911716835
5545,3,0.821901345142063,"2017","Kusko",4724.5901196443
10217,3,0.351802116579887,"2017","Kusko",1008.18455014758
401,5,0,"2017","Kusko",2723.0354319346
263,3,0,"2017","Kusko",469.801393817646
430,5,0,"2017","Kusko",708.571067845002
435,4,0,"2017","Kusko",4815.65836295369
499,5,0,"2017","Kusko",1051.18714081701
275,3,0,"2017","Kusko",2159.78754673179
412,4,0,"2017","Kusko",820.94778909088
413,5,0,"2017","Kusko",123.189467012603
108,4,0,"2017","Kusko",1490.04673271966
109,4,0,"2017","Kusko",11790.1908759933
115,4,0,"2017","Kusko",783.771816228962
119,3,0,"2017","Kusko",663.405294117856
124,4,0,"2017","Kusko",967.894397715791
126,3,0,"2017","Kusko",2390.75119115513
132,4,0,"2017","Kusko",240.450127924528
133,4,0,"2017","Kusko",397.754873545249
146,4,0,"2017","Kusko",2005.85597893919
160,4,0,"2017","Kusko",938.13755878507
161,4,0,"2017","Kusko",229.142885643377
169,4,0,"2017","Kusko",592.1786024645
171,4,0,"2017","Kusko",1942.16091603859
173,3,0,"2017","Kusko",2549.10528675976
175,4,0,"2017","Kusko",3429.52323165378
179,3,0,"2017","Kusko",1060.27371340558
180,3,0,"2017","Kusko",1937.03648390059
184,3,0,"2017","Kusko",4009.2667119169
185,4,0,"2017","Kusko",427.815333703774
189,3,0,"2017","Kusko",2157.8104655894
204,3,0,"2017","Kusko",554.561865249188
211,4,0,"2017","Kusko",906.24222795564
220,4,0,"2017","Kusko",910.790185738674
229,4,0,"2017","Kusko",498.873501977792
245,4,0,"2017","Kusko",259.010439062482
246,3,0,"2017","Kusko",1375.49420803213
247,4,0,"2017","Kusko",846.21705605395
248,4,0,"2017","Kusko",1028.67964965767
250,4,0,"2017","Kusko",4377.81559642601
254,4,0,"2017","Kusko",2595.11537345683
270,4,0,"2017","Kusko",711.883481661022
273,4,0,"2017","Kusko",1016.05889155231
483,3,0,"2017","Kusko",3355.43759615102
462,4,0,"2017","Kusko",3744.24889040221
393,3,0,"2017","Kusko",212.597603238003
772,4,0,"2017","Kusko",12963.5680740501
278,4,0,"2017","Kusko",2955.10678935568
281,4,0,"2017","Kusko",4993.851897156
284,4,0,"2017","Kusko",296.033959572755
302,3,0,"2017","Kusko",964.410253155509
307,4,0,"2017","Kusko",276.624258181464
308,4,0,"2017","Kusko",6937.37469775382
312,4,0,"2017","Kusko",3522.00219674636
339,3,0,"2017","Kusko",826.685489758708
347,3,0,"2017","Kusko",394.853772428942
364,4,0,"2017","Kusko",3541.89080728022
367,4,0,"2017","Kusko",71.9759484588359
368,4,0,"2017","Kusko",1507.92039160555
369,3,0,"2017","Kusko",1045.63750571504
375,3,0,"2017","Kusko",2300.3269084996
377,3,0,"2017","Kusko",1625.19321490634
380,3,0,"2017","Kusko",635.929787911985
395,3,0,"2017","Kusko",1691.81581144216
396,3,0,"2017","Kusko",1872.02508974264
409,3,0,"2017","Kusko",649.04202370841
411,5,0,"2017","Kusko",1120.7680513251
415,3,0,"2017","Kusko",266.037113178501
416,5,0,"2017","Kusko",1222.98514107455
417,4,0,"2017","Kusko",502.784833858304
419,3,0,"2017","Kusko",855.821649374669
694,4,0,"2017","Kusko",1370.58620468819
696,3,0,"2017","Kusko",96.4730626273009
756,4,0,"2017","Kusko",1936.74578236196
807,6,0,"2017","Kusko",13450.4186291497
947,7,0,"2017","Kusko",724.288530188822
421,3,0,"2017","Kusko",901.339969128415
425,5,0,"2017","Kusko",3264.08199409248
479,5,0,"2017","Kusko",4314.99484946305
535,3,0,"2017","Kusko",5002.31366550151
557,3,0,"2017","Kusko",60.6604989634415
559,3,0,"2017","Kusko",415.697687813737
560,3,0,"2017","Kusko",804.672059418167
561,5,0,"2017","Kusko",128.056351296939
920,3,0,"2017","Kusko",1924.17538903378
1140,4,0.38357954956339,"2017","Kusko",906.822330176232
563,5,0,"2017","Kusko",1415.02955230546
775,4,0,"2017","Kusko",2404.61192442775
777,4,0,"2017","Kusko",2253.97528318254
848,4,0,"2017","Kusko",731.044064162414
507,4,0,"2017","Kusko",6160.12524641835
660,5,0,"2017","Kusko",2093.20212802493
852,4,0,"2017","Kusko",935.399968345101
925,3,0,"2017","Kusko",267.396965898501
927,4,0,"2017","Kusko",2516.1080681052
928,7,0,"2017","Kusko",438.514854604824
929,7,0,"2017","Kusko",1053.33629076985
427,5,0,"2017","Kusko",1787.83190041052
429,5,0,"2017","Kusko",1132.75927683686
440,5,0,"2017","Kusko",2033.50842045035
442,3,0,"2017","Kusko",1044.25547558624
443,5,0,"2017","Kusko",995.98871089678
452,3,0,"2017","Kusko",1401.05230697016
453,5,0,"2017","Kusko",3052.40016637579
455,3,0,"2017","Kusko",1705.49456591099
457,5,0,"2017","Kusko",1110.08181931325
465,3,0,"2017","Kusko",1069.96672986715
467,4,0,"2017","Kusko",392.6404412361
489,3,0,"2017","Kusko",482.969211635432
490,3,0,"2017","Kusko",1995.06261994731
491,3,0,"2017","Kusko",3805.13682511194
498,3,0,"2017","Kusko",1054.21340212136
526,3,0,"2017","Kusko",4447.92445693578
530,5,0,"2017","Kusko",677.407732406366
543,3,0,"2017","Kusko",123.285976714162
550,3,0,"2017","Kusko",1435.21664021682
555,5,0,"2017","Kusko",1899.92274099348
565,3,0,"2017","Kusko",907.939587297049
566,3,0,"2017","Kusko",1046.55581757909
570,3,0,"2017","Kusko",1872.94823528535
673,3,0,"2017","Kusko",3101.68695183869
674,5,0,"2017","Kusko",3141.52967487992
730,3,0,"2017","Kusko",1382.32034387387
794,5,0,"2017","Kusko",1776.56814207426
795,4,0,"2017","Kusko",4413.07867824515
861,3,0,"2017","Kusko",1310.86086072976
931,4,0,"2017","Kusko",2571.53365956569
578,3,0,"2017","Kusko",2982.40713133483
579,5,0,"2017","Kusko",3425.2144800742
604,4,0,"2017","Kusko",7762.04315539133
815,4,0,"2017","Kusko",2949.66906114938
948,7,0,"2017","Kusko",1085.54571846574
949,4,0,"2017","Kusko",608.311492087859
950,4,0,"2017","Kusko",1527.6768956759
951,3,0,"2017","Kusko",1271.91148747354
627,3,0,"2017","Kusko",2135.92694239246
632,5,0,"2017","Kusko",2497.85534077727
644,3,0.382836875377602,"2017","Kusko",2197.68659792095
645,3,0,"2017","Kusko",2770.70200734513
647,5,0,"2017","Kusko",2001.6300512772
667,3,0,"2017","Kusko",240.424257178439
672,3,0,"2017","Kusko",2714.85724068646
684,3,0.384475091467274,"2017","Kusko",1094.44645683749
687,4,0,"2017","Kusko",1384.37927221502
704,3,0,"2017","Kusko",1975.46848412674
707,3,0,"2017","Kusko",602.58545962558
708,4,0,"2017","Kusko",1603.42409094956
710,3,0,"2017","Kusko",91.7494259707384
712,3,0,"2017","Kusko",1453.13438142693
714,5,0,"2017","Kusko",9010.13497627095
724,4,0,"2017","Kusko",6392.68438210882
725,3,0,"2017","Kusko",3052.47505953596
726,4,0,"2017","Kusko",621.531808958224
740,3,0,"2017","Kusko",299.733086722804
741,3,0,"2017","Kusko",584.83937757846
743,4,0,"2017","Kusko",2652.28527089922
753,3,0,"2017","Kusko",302.362456420065
758,4,0,"2017","Kusko",3104.35178134542
759,3,0,"2017","Kusko",4048.17834966852
760,8,0,"2017","Kusko",5664.72304644769
761,4,0,"2017","Kusko",2156.66431183837
1022,7,0,"2017","Kusko",340.058909401722
768,4,0,"2017","Kusko",839.303183037884
782,4,0,"2017","Kusko",4924.09941604413
785,3,0,"2017","Kusko",2462.8867815861
787,4,0,"2017","Kusko",1420.18244254415
788,4,0,"2017","Kusko",454.536213059413
798,6,0,"2017","Kusko",389.027598238875
800,3,0,"2017","Kusko",7432.80361301156
809,4,0,"2017","Kusko",1480.75220308249
810,3,0,"2017","Kusko",730.094337668293
818,4,0,"2017","Kusko",1031.62098969034
822,4,0,"2017","Kusko",3673.46312400414
823,4,0,"2017","Kusko",365.041736622075
825,4,0,"2017","Kusko",1368.66275498971
827,4,0,"2017","Kusko",2440.11612834907
828,3,0,"2017","Kusko",1115.39198693668
829,4,0,"2017","Kusko",2896.18169890675
830,6,0,"2017","Kusko",3522.44924974346
832,3,0,"2017","Kusko",1292.24512635993
834,4,0,"2017","Kusko",1524.96383367901
836,5,0,"2017","Kusko",2480.69009092757
837,3,0,"2017","Kusko",468.66965236996
840,4,0,"2017","Kusko",1046.86168395122
841,4,0,"2017","Kusko",156.400790669749
842,3,0,"2017","Kusko",7179.74842295218
843,3,0,"2017","Kusko",1837.33254775749
955,3,0,"2017","Kusko",495.895635114745
956,4,0,"2017","Kusko",689.120567431194
854,5,0,"2017","Kusko",705.857486084279
855,4,0,"2017","Kusko",999.31489184333
862,6,0,"2017","Kusko",4983.27098330768
864,7,0,"2017","Kusko",2312.26831177719
870,4,0,"2017","Kusko",1421.36787942446
873,4,0,"2017","Kusko",2102.80530296699
898,4,0,"2017","Kusko",2407.50142400604
900,4,0,"2017","Kusko",200.899129304006
901,4,0,"2017","Kusko",6179.00158475041
903,4,0,"2017","Kusko",690.809171966966
905,4,0,"2017","Kusko",3096.3252321659
910,4,0,"2017","Kusko",1546.55945129392
915,3,0,"2017","Kusko",3870.96618053864
938,7,0,"2017","Kusko",571.255269728225
940,4,0,"2017","Kusko",1383.7128516671
941,7,0,"2017","Kusko",6891.00579361144
942,4,0,"2017","Kusko",2366.22073189305
1063,7,0,"2017","Kusko",688.251076057022
4969,3,0.121747245814528,"2017","Kusko",2541.57660323187
7421,5,0.642987503123095,"2017","Kusko",7359.41406072374
12368,4,0.0274944569846441,"2017","Kusko",5329.5633335988
11514,3,0,"2017","Kusko",12937.9726605846
1094,4,0,"2017","Kusko",111.665021690683
1185,5,0.353462036708438,"2017","Kusko",1448.38691129638
1187,3,0,"2017","Kusko",1429.95674230907
1260,3,0.357855664500992,"2017","Kusko",4143.01555997589
945,3,0,"2017","Kusko",1124.47343711233
959,4,0,"2017","Kusko",357.163957333855
1219,3,0,"2017","Kusko",1900.20565739208
963,7,0,"2017","Kusko",435.283693227836
967,7,0,"2017","Kusko",1886.8441270566
973,3,0,"2017","Kusko",1071.81675625066
974,3,0,"2017","Kusko",33.0809755426019
979,7,0,"2017","Kusko",411.144464109736
981,3,0,"2017","Kusko",2992.80448873895
1107,3,0.248085770828429,"2017","Kusko",230.539318339523
1257,3,0,"2017","Kusko",707.818146922797
1352,3,0,"2017","Kusko",564.593643894636
1353,7,0,"2017","Kusko",2047.53834667265
1434,3,0,"2017","Kusko",17.2867307125037
995,7,0,"2017","Kusko",456.618584625103
997,6,0,"2017","Kusko",2643.20458002388
1231,3,0,"2017","Kusko",11199.7314631702
1232,3,0,"2017","Kusko",289.030959602322
1298,3,0,"2017","Kusko",1206.78804937669
1303,3,0,"2017","Kusko",719.534715272253
1304,3,0.38427687923717,"2017","Kusko",3797.70444607236
1006,4,0,"2017","Kusko",2809.05684919106
1009,7,0,"2017","Kusko",773.090146870081
1011,7,0,"2017","Kusko",236.798625038827
1014,3,0.396348947438405,"2017","Kusko",2664.9953278394
1031,3,0,"2017","Kusko",1274.92182656901
1033,4,0,"2017","Kusko",577.101364963269
1044,3,0,"2017","Kusko",7589.94030148919
1092,3,0,"2017","Kusko",1117.67794170971
1102,6,0,"2017","Kusko",2180.75532327615
1117,3,0.263719906663278,"2017","Kusko",2008.8634501999
1120,7,0,"2017","Kusko",946.347868875488
1123,7,0,"2017","Kusko",618.393305095773
1308,3,0,"2017","Kusko",606.513333374142
1175,5,0.35204029081045,"2017","Kusko",856.078959746302
1198,7,0,"2017","Kusko",1096.92911168864
1202,6,0,"2017","Kusko",2639.54820813024
1208,6,0,"2017","Kusko",196.17282124143
1216,7,0,"2017","Kusko",1353.06316900445
1225,6,0,"2017","Kusko",2988.78657287025
1227,3,0,"2017","Kusko",776.915906356636
1228,3,0,"2017","Kusko",2077.76479307952
1229,3,0,"2017","Kusko",60.2882733348058
1233,5,0.36774681915651,"2017","Kusko",1156.75366447504
1239,3,0,"2017","Kusko",1498.4861627342
1240,3,0,"2017","Kusko",175.093125251191
1250,3,0.383704145180654,"2017","Kusko",1031.22737181846
1324,3,0,"2017","Kusko",2206.63870093155
1325,3,0,"2017","Kusko",1947.9863222277
4922,3,0,"2017","Kusko",3412.84393925796
11509,5,0.953753225000313,"2017","Kusko",422.960375770002
12436,3,0,"2017","Kusko",7562.18178889501
12438,7,0.960664252615919,"2017","Kusko",2999.82658204601
12439,7,0.984787144385079,"2017","Kusko",7536.59797615846
6310,5,0.28939120946574,"2017","Kusko",3366.67800264596
6311,3,0,"2017","Kusko",9918.54750476677
6315,3,0,"2017","Kusko",276.770322231012
8419,4,0.290852328704599,"2017","Kusko",317.400072924081
8421,3,0,"2017","Kusko",889.299691315064
8423,3,0,"2017","Kusko",3776.74499911211
8428,4,0,"2017","Kusko",3309.16994058297
11749,5,0.995729634045373,"2017","Kusko",6702.28864176808
11754,3,0.878622585936725,"2017","Kusko",1341.17942486113
2111,3,0,"2017","Kusko",2068.42731034098
2114,3,0.392087381361229,"2017","Kusko",889.211901755948
2115,4,0,"2017","Kusko",67.4023560799795
1333,5,0.372930523708087,"2017","Kusko",3108.48183523642
1337,6,0,"2017","Kusko",324.81513330502
11490,4,0.599359959500145,"2017","Kusko",1513.58322149835
1261,4,0,"2017","Kusko",3691.26939967176
1262,3,0,"2017","Kusko",1097.67919815182
1263,3,0.0694138402874629,"2017","Kusko",7175.67712776456
1266,3,0,"2017","Kusko",46.0603192234869
1285,3,0,"2017","Kusko",1072.40498572406
1289,5,0.36922536762044,"2017","Kusko",1033.10195345912
1294,7,0,"2017","Kusko",964.753779274646
1295,3,0,"2017","Kusko",396.846646711083
1770,3,0.0116689691903486,"2017","Kusko",13353.4270755122
13434,3,0.437916305880797,"2017","Kusko",4869.77643681131
13436,4,0,"2017","Kusko",12837.6446915276
1345,4,0.352678366469895,"2017","Kusko",6555.13364167467
1435,3,0,"2017","Kusko",2226.1924087624
1436,3,0.329906251601778,"2017","Kusko",3969.12829061131
1310,3,0,"2017","Kusko",1218.2473383159
1805,7,0,"2017","Kusko",461.500879850874
1809,3,0.336302218043567,"2017","Kusko",3155.2307458834
4958,4,0.263725234833036,"2017","Kusko",3974.46541527461
1312,6,0,"2017","Kusko",6782.57546107698
1314,6,0,"2017","Kusko",2193.75933775987
1315,6,0,"2017","Kusko",108.75286878683
1365,3,0,"2017","Kusko",6827.88570191753
1447,3,0,"2017","Kusko",10184.7142817911
1783,3,0,"2017","Kusko",1088.09049400514
4951,3,0.573193059888999,"2017","Kusko",1701.71075819694
4952,3,0.40607583085872,"2017","Kusko",8015.93000883584
12335,5,0.93973929299381,"2017","Kusko",2245.39409996735
12336,4,0.170943061920552,"2017","Kusko",1221.10246953254
12337,7,0,"2017","Kusko",11270.5864263473
1400,3,0.0124089534349132,"2017","Kusko",1846.15585856611
1401,3,0,"2017","Kusko",430.800779680907
7427,3,0.187779676767033,"2017","Kusko",22932.6635417046
11506,5,0.93945239835632,"2017","Kusko",1913.40252679557
1424,3,0,"2017","Kusko",2757.91258264391
1427,3,0.350398123757676,"2017","Kusko",965.979041443058
1440,7,0,"2017","Kusko",2034.49617181195
1452,7,0,"2017","Kusko",131.999698493969
1453,3,0.116183518136513,"2017","Kusko",196.65742928876
1459,4,0.119795226054732,"2017","Kusko",1883.02158039335
1756,3,0.0119798579062621,"2017","Kusko",334.774322177533
1758,7,0,"2017","Kusko",444.480656035885
1760,3,0.126662760976742,"2017","Kusko",3976.24998104941
1814,3,0.0118937261302349,"2017","Kusko",15.8587308602363
1817,3,0.0118989274743116,"2017","Kusko",1178.25387329368
1819,3,0.0117156259287154,"2017","Kusko",673.581645758814
11535,3,0,"2017","Kusko",5301.58329649214
12352,3,0,"2017","Kusko",2073.54268489521
1767,4,0,"2017","Kusko",11111.8609989251
1772,5,0.386223746117017,"2017","Kusko",2853.75310765005
1775,4,0,"2017","Kusko",83.6071034484428
1784,3,0.320588627946554,"2017","Kusko",913.448905660436
1785,3,0.0118900824077507,"2017","Kusko",524.642147702608
1787,4,0,"2017","Kusko",3802.21176724146
1788,6,0,"2017","Kusko",329.269528681403
1789,3,0.0116772559910176,"2017","Kusko",791.721080042744
1790,6,0,"2017","Kusko",1997.90844424045
1793,3,0,"2017","Kusko",1021.30603247134
4904,3,0.379168296757059,"2017","Kusko",2899.06487416245
4905,3,0.12181748470065,"2017","Kusko",703.16331816165
4906,3,0,"2017","Kusko",1631.64310744318
4910,3,0.168386126740748,"2017","Kusko",3197.06656999347
4912,3,0.990550089652226,"2017","Kusko",2347.6760829576
4914,3,0,"2017","Kusko",1043.50487307284
4930,3,0,"2017","Kusko",2390.70839408229
4936,4,0.434273268915309,"2017","Kusko",7046.73737846526
4937,7,0,"2017","Kusko",1112.5063223054
4943,3,0,"2017","Kusko",2232.86799831313
4944,3,0.452517230364455,"2017","Kusko",6173.57715652958
13416,4,0.175480778615258,"2017","Kusko",3089.61268655475
1502,3,0.297231447645966,"2017","Kusko",5999.39733139055
4964,3,0.519208939471864,"2017","Kusko",5401.99715263474
4965,7,0,"2017","Kusko",272.95457699447
7433,7,0,"2017","Kusko",4598.01062403272
7440,5,0.66745571765511,"2017","Kusko",8444.91118822975
7441,3,0,"2017","Kusko",3280.04485405372
7443,3,0.891490189232909,"2017","Kusko",1318.15457743429
7445,3,0,"2017","Kusko",274.339503116308
7453,3,0,"2017","Kusko",1586.68483413537
7455,5,0.624882266251697,"2017","Kusko",1449.01581082812
7461,5,0.537931076713595,"2017","Kusko",5195.6577879972
7463,5,0.527501878878435,"2017","Kusko",4177.34673498639
7464,3,0.151090484507052,"2017","Kusko",2679.63659442369
7477,3,0,"2017","Kusko",2904.76211683411
7478,3,0.904300343699572,"2017","Kusko",5273.79557436594
13399,5,0.88413375596838,"2017","Kusko",5428.72852261855
13401,3,0,"2017","Kusko",1907.07690238336
11481,6,0,"2017","Kusko",7568.36924094438
11482,4,0.0650087678978541,"2017","Kusko",7554.31840167987
11483,5,0.949202105833786,"2017","Kusko",1265.17386048078
11500,5,0.938257940195012,"2017","Kusko",6161.021439245
11512,6,0.356631070990463,"2017","Kusko",15915.6991465687
11517,5,0.941191288749871,"2017","Kusko",8217.59605443139
12329,3,0.317149714851753,"2017","Kusko",8842.1450540818
12330,3,0.0303736784390259,"2017","Kusko",4968.52980129223
12375,3,0.909890803769955,"2017","Kusko",1236.15205526135
1590,4,0.215020242753923,"2017","Kusko",722.690005680514
1591,4,0.30846580435514,"2017","Kusko",1185.03150249456
1479,7,0,"2017","Kusko",1423.39849808381
1482,7,0,"2017","Kusko",347.616435025922
1484,4,0.324258290563699,"2017","Kusko",1764.59344368264
11523,5,0.938711680376341,"2017","Kusko",877.755718994853
11527,5,0.948472217822547,"2017","Kusko",3839.0177462625
11530,3,0,"2017","Kusko",3958.49384874768
11537,4,0.620922989785911,"2017","Kusko",9496.65569958076
12332,6,0,"2017","Kusko",5668.27197672023
12338,7,0.984832712595353,"2017","Kusko",347.102958858391
12342,3,0,"2017","Kusko",8254.83812705298
12344,7,0.984868662765917,"2017","Kusko",4011.87417817141
12346,7,0,"2017","Kusko",1254.16974699753
12350,3,0,"2017","Kusko",28.1820409290149
12354,4,0.0256510164082669,"2017","Kusko",940.217574647403
1491,4,0.177401185129677,"2017","Kusko",2795.22922097227
1492,3,0.364904684789298,"2017","Kusko",765.175559460283
1495,4,0.308865946994113,"2017","Kusko",494.859951887923
1497,3,0,"2017","Kusko",2476.94254951598
1576,3,0,"2017","Kusko",832.072568384703
12359,7,0.907732015789998,"2017","Kusko",3996.22086937792
12360,3,0.89621138462968,"2017","Kusko",2759.01807649221
12383,4,0.163251532862504,"2017","Kusko",6203.18441485884
12386,3,0,"2017","Kusko",22872.2255782511
12395,5,0.92363858380213,"2017","Kusko",3232.05377755262
12403,3,0,"2017","Kusko",4139.72108245255
12409,6,0,"2017","Kusko",3541.08835433141
12412,3,0,"2017","Kusko",3145.79378920429
1656,3,0,"2017","Kusko",1619.70525411176
1885,7,0,"2017","Kusko",893.573762190028
1924,3,0.252725484019704,"2017","Kusko",3059.31459087439
2072,5,0.391692470725501,"2017","Kusko",5664.52440119837
12419,3,0.542352920017813,"2017","Kusko",7448.3978695022
12421,3,0,"2017","Kusko",519.378904242271
12427,3,0.896039107101442,"2017","Kusko",1585.35241576299
12428,4,0,"2017","Kusko",27117.4200684943
12429,3,0,"2017","Kusko",2178.83890499368
12430,4,0.150687960060721,"2017","Kusko",5899.64232970659
1542,3,0,"2017","Kusko",2201.82405638702
1848,3,0.323358071162965,"2017","Kusko",106.252815363423
1970,3,0,"2017","Kusko",395.335482153973
1971,4,0.373432103892041,"2017","Kusko",3801.42656776143
12434,3,0,"2017","Kusko",2520.34006554017
13371,3,0,"2017","Kusko",12551.1262598938
13372,3,0.584849511507224,"2017","Kusko",12077.1748004059
13390,4,0.826035379190788,"2017","Kusko",3364.18310567763
13391,7,0.856534550736961,"2017","Kusko",4572.52261233962
13392,5,0.895950456910724,"2017","Kusko",5024.1547131225
1509,3,0,"2017","Kusko",239.728850637221
1513,3,0,"2017","Kusko",790.775531151568
1514,3,0.366189510202026,"2017","Kusko",635.034495680008
1516,7,0,"2017","Kusko",336.10997190693
1587,3,0,"2017","Kusko",98.3255235141514
1593,3,0.386321450197632,"2017","Kusko",751.024463198603
13408,7,0.855776491345418,"2017","Kusko",845.096489639517
13413,3,0.231652259304623,"2017","Kusko",4583.54378923095
13431,3,0,"2017","Kusko",6425.3969154976
13437,3,0,"2017","Kusko",13035.2371510099
13439,4,0.819798584085104,"2017","Kusko",4996.42640827443
1611,7,0,"2017","Kusko",1068.29543058144
1615,4,0.289039178991836,"2017","Kusko",2185.2226776981
1616,3,0.0117587638483552,"2017","Kusko",7001.61336669915
1683,4,0,"2017","Kusko",150.300011289683
1685,3,0,"2017","Kusko",2069.16427194566
1691,4,0,"2017","Kusko",1537.78642471029
1506,6,0,"2017","Kusko",600.441390944025
1534,3,0,"2017","Kusko",103.588508389879
1538,3,0,"2017","Kusko",849.24622793936
1550,3,0,"2017","Kusko",2545.05834249941
1555,5,0.384218993739362,"2017","Kusko",4403.08828813048
1558,6,0,"2017","Kusko",7065.52442357861
1563,3,0.0121290299286992,"2017","Kusko",734.371468180983
1570,3,0.371895015794331,"2017","Kusko",1862.73506613053
1572,3,0.332986273098851,"2017","Kusko",1939.7949179693
1574,3,0,"2017","Kusko",2476.41036715657
1585,4,0.212895377414147,"2017","Kusko",2120.55180572358
1599,4,0,"2017","Kusko",4062.05256854836
1706,3,0,"2017","Kusko",465.883902843723
1832,6,0,"2017","Kusko",1007.18843917928
1937,4,0.379515651462668,"2017","Kusko",602.215046108972
2012,5,0,"2017","Kusko",646.496671463081
1603,3,0,"2017","Kusko",2123.31948593103
1622,3,0,"2017","Kusko",1899.11575388916
1628,4,0.116752360562597,"2017","Kusko",855.331952190413
1629,3,0.0121160338279008,"2017","Kusko",1595.4941942906
1631,4,0.226182898433792,"2017","Kusko",2769.41177766366
1638,4,0.115727808620725,"2017","Kusko",1250.91936081901
1916,4,0,"2017","Kusko",1551.70204570954
1912,5,0.376457307473406,"2017","Kusko",6083.33174906143
1995,3,0,"2017","Kusko",596.241497843435
2134,3,0.359048193867313,"2017","Kusko",1313.33813696329
2135,3,0,"2017","Kusko",909.689671450794
2158,3,0.16079364467477,"2017","Kusko",1496.18940412507
1651,3,0,"2017","Kusko",1972.45971177831
1654,3,0,"2017","Kusko",366.435719845666
1655,7,0,"2017","Kusko",1854.79199537762
1663,3,0,"2017","Kusko",1227.67610770618
1669,3,0.334192358427391,"2017","Kusko",906.260658939255
1672,4,0.120162169150213,"2017","Kusko",6359.40043622338
