focal_reach,stream_order,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2021
1165,5,0.02141063721324929,0.020374486253349828,0.02364873089203952,0.027451345131060265,0.02747158409606267,0.00348923449910127
1360,5,0.06957554793643242,0.06747469502404149,0.07751441901658945,0.08066345340051279,0.08874727196251622,0.009844234129797456
1471,5,0,0,0,0,0,0
1512,5,0.017123855223049454,0.01631852361165591,0.018940876144551207,0.022057532017319383,0.021992205033178613,0.00280564819861754
1516,5,0.08914524661744798,0.08776327640174134,0.09897888784273427,0.09271516422004576,0.11374110471124431,0.01064309655882049
1578,5,0.007933274059574693,0.0078024158391955395,0.008634061838436048,0.007596343387740324,0.01015347009705727,8.211550555166252e-4
1661,5,0,0,0,0,0,0
1749,5,0.017091664714036864,0.016782633003304032,0.018421604258558263,0.01580308402502919,0.021904452869106805,0.0016604551212906116
1847,5,0.32899393706778457,0.3217632692117731,0.3732376817030145,0.3845071328091646,0.41753772446189596,0.04744348574517756
2090,5,0.0366867607199861,0.03405335491096735,0.03901799184409223,0.0528744324673211,0.04832621198790651,0.006843798964282667
2142,5,0.02239064101734979,0.021622503769803965,0.025300892157629734,0.027587682089170246,0.028421782640664913,0.003490511160777728
2167,5,0.10583819465920534,0.10390766172143705,0.11402077332941496,0.09767820733780495,0.1356322178159945,0.010248425400983729
2212,5,0.01891731763006042,0.01767644740323851,0.020569891405938834,0.02632797413950833,0.02451788230892506,0.0034256792679584324
2252,5,0,0,0,0,0,0
2284,5,0,0,0,0,0,0
2397,5,0,0,0,0,0,0
2478,5,0.07440833063618225,0.07122370145738743,0.08341527857127047,0.09457524959137663,0.09477227139086074,0.012085228573465431
2589,5,0.028164296465630442,0.026709785512846678,0.03161908151991756,0.03693671906971603,0.03574037278453417,0.004806608520455299
2636,5,0.08080041947620724,0.07595207632372163,0.09047243526057457,0.10819619349526699,0.10235477859024235,0.014236530862449808
2802,5,0,0,0,0,0,0
2881,5,0,0,0,0,0,0
2900,5,0.04893424418668069,0.046378060384600496,0.05496041647225506,0.06426513879071608,0.062060095948974416,0.00837376027029522
2983,5,0.009216571342235491,0.008724313631686718,0.01033454051840359,0.012153065074633517,0.011698919945975923,0.001584700872410307
3054,5,0.03781758857913995,0.03676952712564805,0.042741663443073084,0.045119250966484746,0.048038222185218055,0.005617626966461097
3085,5,0.016760072839535463,0.01605616391663755,0.018854050581391647,0.02124217603188719,0.021297243548396887,0.002718933272545986
3086,5,0.004562362942210071,0.004441258980691206,0.005149521882783409,0.00539158721787656,0.00579888128638611,6.676634127500764e-4
3099,5,0,0,0,0,0,0
3154,5,0.19405924025695515,0.18205815371140344,0.2129114062924144,0.2655231782437395,0.24998910479964426,0.034557192999881095
3288,5,0,0,0,0,0,0
3326,5,0.054521283122097766,0.05248873757968737,0.06182387998378933,0.0682085591229146,0.06900934666919246,0.008719625810773263
3376,5,0,0,0,0,0,0
3394,5,0.0442355564364184,0.04280794384507893,0.05030062847584347,0.054391369418648645,0.05596567779415889,0.006902131028014106
3690,5,0.18959510096093465,0.1818645952028113,0.21300368664582187,0.23878420688521804,0.24117294377142065,0.030438105257345038
3707,5,0.08199839594861426,0.07625905082996075,0.09146209246053687,0.11175200632799472,0.10359786828823786,0.014867560397532021
3716,5,0.1536091498615838,0.14698242879910062,0.17279220234445702,0.1957218128899171,0.19517082081641338,0.025113438085710125
3781,5,0,0,0,0,0,0
3928,5,1.5450839051136349e-4,1.4936608632457266e-4,1.754663340947459e-4,1.9054013618042694e-4,1.9558818648505782e-4,2.4196216969863293e-5
3954,5,0,0,0,0,0,0
4128,5,0.03665567924120052,0.035175156978052714,0.04151516672675219,0.04635031606777119,0.046391148114527936,0.005954525205057557
4196,5,0.08205543062425388,0.08016564828238475,0.08718019748748848,0.07268446493197109,0.1052138354071291,0.007362300156847465
4224,5,0.03495844828214762,0.028941180213888806,0.029914979479430746,0.020526284121989993,0.042851071449204574,0.001324538145560527
4298,5,0.3702952970376293,0.350134719309977,0.42210025763826164,0.47839469750921526,0.46260421625431114,0.06301280712309122
4324,5,0,0,0,0,0,0
4536,5,0,0,0,0,0,0
4657,5,0.00871838516405304,0.008449286926110789,0.009903258029637685,0.010647890908771761,0.011041272045508201,0.0013454023442154106
4721,5,0.10886264171378833,0.10541937110652719,0.12354795141778824,0.1331801789282202,0.13790449898856383,0.016836046424713064
4774,5,0.22981182657012314,0.21198357373612367,0.25313398772867735,0.3204958023263804,0.2922509372439581,0.042748307069553765
4864,5,0.016382813753719003,0.016266205638834765,0.012684935963860614,0.014458536768037817,0.014807857461445622,0.015311747752033575
5025,5,0.356293790860634,0.313943842460084,0.21976541364257168,0.2838117445641365,0.31290069041907415,0.20247263371535318
5079,5,0.4276431421608885,0.36524785744331945,0.24995687712560988,0.316350014240129,0.3606907883610155,0.19860625789082176
5134,5,0,0,0,0,0,0
5202,5,0.8073994541710461,0.7489381671981609,0.8993831965066501,1.0630833729349574,1.0127820379742691,0.14054565890996323
5277,5,0.04093362354943858,0.03790191240920195,0.044312325013353984,0.05781223552765182,0.0529604933083892,0.007585169343337881
5285,5,0,0,0,0,0,0
5440,5,0.01729287933875756,0.016507252919440923,0.019462337984811326,0.022224866662059976,0.021950130991600675,0.0028659514946443596
5542,5,0,0,0,0,0,0
5570,5,0,0,0,0,0,0
5696,5,0.3560526193985739,0.33202126639823265,0.4035735522670319,0.474142185850286,0.4439229690529442,0.06341868335163543
5745,5,0.13812740393397216,0.14621757068682284,0.16256033229084213,0.1328722452959907,0.12076356108166868,0.23694460742589765
5810,5,0.15069209097430272,0.1447239043838987,0.10848554682601315,0.13053923725489217,0.1364328913455763,0.12246528442612621
5890,5,0,0,0,0,0,0
5897,5,0.009722944359164157,0.009072698514694914,0.010597730225125782,0.01355067190745974,0.012570022625385232,0.0017684674689445847
5938,5,0.07762426850423051,0.07425121929802773,0.08779037220915765,0.09911542123577874,0.09823696873951437,0.012788961199351303
5957,5,0.028140432558775578,0.022905228910861317,0.023233628170271414,0.015418362801602954,0.034676637389357404,8.632741303168896e-4
6097,5,0,0,0,0,0,0
6135,5,0.07936168947922385,0.07707358430702546,0.09373624733678076,0.09530100347109581,0.09751529322174084,0.012370232501876232
6142,5,0.16374658012586213,0.170972989617407,0.14107428921537002,0.14601410307960747,0.1453077571119199,0.18541297743484708
6164,5,0.06961717311354923,0.07583883410589881,0.06008270387126498,0.06285445325109512,0.06222713707420498,0.07550344049679697
6191,5,0.39012307118432177,0.3981737170183115,0.3694976484109356,0.35838227686797935,0.3510987773458284,0.491128768311185
6192,5,0.08777459746149222,0.08363925736981101,0.09882391591371852,0.11347337530206454,0.1113250617254767,0.01468394620001663
6221,5,0.3835095259819102,0.3587264925054112,0.26137366130572537,0.3248210971971567,0.34488330923996685,0.2822078628294802
6265,5,0.42992722875636386,0.39608583661296365,0.27640031185717356,0.38301901082045575,0.4065207369385931,0.28223409117253107
6296,5,0.1262619420737044,0.11905274610715073,0.14422682079046517,0.1642112530010641,0.15729265698050932,0.021759100969095935
6326,5,0,0,0,0,0,0
6352,5,0.13889223533791972,0.12098243452476104,0.08136244463069087,0.11424428640277519,0.12578820877060917,0.07275143080823539
6417,5,0.006822357664953384,0.006340382835438579,0.007510166846401802,0.009494977626873392,0.00872692598197127,0.0012555929799928961
6431,5,0.31458018272833116,0.2928684328925904,0.3574860327127838,0.4187726872117347,0.39101381066880575,0.05618828851232026
6497,5,0.048827136633633944,0.05052301226076467,0.04294585648893407,0.042451229336500494,0.042226423028596125,0.05779200019921355
6535,5,0.2894349596408651,0.2739112812386492,0.194063397331976,0.2707270236376119,0.2832258184114913,0.2012048253426372
6581,5,0.17362305636892472,0.16104763461209673,0.19121948712063314,0.24042480897279905,0.2214945746591463,0.031818365261688526
6618,5,0.16941921932766146,0.1623740129225403,0.12327141260314611,0.14649616994611278,0.15291482147984786,0.1397681204226291
6787,5,0.03040468282118795,0.03460935284261333,0.0314406565354815,0.025088094783531037,0.02370897478823229,0.049257460420565474
