year,HYBAS_ID,total_prod,stream_length_km,prod_per_km,prod_for_plot
2015,8060248080,0.13903192456195756,1622.5449287848207,8.568756531511477e-5,1
2015,8060236950,0.11639702093936727,2561.2874590918436,4.544473152601083e-5,0.5303538659184502
2015,8060142260,0.002176339585043503,57.266986009385114,3.800338967877298e-5,0.44351113885679994
2015,8060176870,5.902815112026429e-4,17.036402404777984,3.464824891886178e-5,0.40435562372957323
2015,8060246290,0.2710957938373946,8100.232562212119,3.346765562041594e-5,0.39057774015796953
2015,8060248210,0.007207955147343369,231.18905890071673,3.117775201653811e-5,0.36385386726629915
2015,8060183760,0.14148877145671807,8497.022170946067,1.6651571410571542e-5,0.19432891282808226
2015,8060191680,0.015215936330870894,980.7975923131139,1.551383939981502e-5,0.1810512335455337
2015,8060134390,0.024642108296301746,1719.2756576395914,1.4332843128909946e-5,0.16726864716252732
2015,8060149600,0.011074637705369421,795.0445803621494,1.3929580779388284e-5,0.1625624526518224
2015,8060248700,0.01885967711964352,1534.5627935948194,1.2289935086633649e-5,0.14342728774516572
2015,8060142150,0.019885639353740613,1704.6033612864992,1.166584544262104e-5,0.13614397141195533
2015,8060141930,0.013632858390412901,1190.4114429464396,1.1452223910641865e-5,0.1336509430338752
2015,8060141040,0.012446459927222181,1273.7414053202829,9.771575199828345e-6,0.11403726041104705
2015,8060142620,0.012737523320856965,1412.4703073795329,9.017905193694364e-6,0.10524170176304053
2015,8060141820,0.0015619952178192631,198.78216953895637,7.857823573623643e-6,0.09170319572888566
2015,8060149770,0.00114061291943052,149.34960531572716,7.637200761389682e-6,0.08912846027663393
2015,8060130340,0.013893241332892017,1819.6729705208243,7.635020994412811e-6,0.0891030217317429
2015,8060200390,0.0011331083216599594,153.14957671650737,7.39870358086224e-6,0.08634512549929053
2015,8060176860,0.004986739165357109,681.0588923034843,7.322038111110934e-6,0.08545041610394981
2015,8060186210,0.00762753958769784,1095.2609042481695,6.964130243408702e-6,0.08127352221758449
2015,8060186150,0.029169693567471712,4251.306378493765,6.861348246984382e-6,0.0800740249971145
2015,8060142510,0.0026932019416848565,430.78840269632525,6.2517976919247976e-6,0.07296038426268622
2015,8060182000,0.027145473963794985,4346.942136568582,6.244728618638402e-6,0.07287788602317621
2015,8060191000,0.009422425745011816,1591.5833939233098,5.920158366182246e-6,0.06909005226617129
2015,8060185450,0.0014893248816736596,262.73558601861663,5.6685312570034985e-6,0.06615348722020001
2015,8060181840,0.004404361967390712,784.4138417407347,5.614844783484132e-6,0.06552694971359756
2015,8060185330,0.0061225418160613596,1097.6361858648497,5.577933649515468e-6,0.06509618553173611
2015,8060200690,0.003342693581434379,615.303526669379,5.432592918048572e-6,0.06340001490379953
2015,8060183880,0.004798313370603824,930.9129191707024,5.154416994103347e-6,0.06015361709891107
2015,8060142980,0.03182895606430484,6180.474058700507,5.149921472366332e-6,0.06010115299025676
2015,8060186110,0.0011223528008124232,252.0068322751695,4.453660207064988e-6,0.051975571842737246
2015,8060140910,0.01112330891032777,2701.743751407681,4.117085087929685e-6,0.04804763763317542
2015,8060187150,6.639390560807677e-4,170.07833545927053,3.903725035219223e-6,0.04555766079784542
2015,8060134260,0.0036787322679834996,1166.2502076963747,3.1543250699606584e-6,0.03681193482812441
2015,8060143060,0.0032874003230049594,1095.8193100038516,2.9999474301957728e-6,0.03501030072640657
2015,8060190880,0.003634858879149308,1289.251567410146,2.8193557960538516e-6,0.03290274132175085
2015,8060187200,0.0020264693800010622,730.5354580078448,2.7739507477531654e-6,0.032372850571165165
2015,8060147270,0.0014048916889243912,551.882817957885,2.5456340426086625e-6,0.02970832504397961
2015,8060186220,8.571894150477693e-4,401.45972080455005,2.135181615056945e-6,0.024918220131530704
2015,8060248850,0.00440055819293226,2106.5246071700867,2.0890134290166147e-6,0.024379423330961714
2015,8060236960,0.006162104075860328,3313.152853659157,1.8598912721623134e-6,0.021705497936866224
2015,8060182380,0.002775112115253745,1679.4707331864308,1.6523730127696675e-6,0.019283696609806684
2015,8060153970,0.007028131587926938,4300.162554726809,1.6343874210526069e-6,0.01907379927346717
2015,8060191670,0.0018791026199516893,1220.2767358461736,1.53989874980995e-6,0.017971087685208404
2015,8060146840,0.005253687681096865,3665.4229241635658,1.433310095395263e-6,0.016727165605934607
2015,8060176200,0.003364128124611153,2455.8713871210466,1.3698307420547913e-6,0.015986342207498356
2015,8060130480,0.002029013362491135,1538.0068713081748,1.3192485679633713e-6,0.015396032821236711
2015,8060147380,5.45761772429599e-4,448.4123135497491,1.2170980946290393e-6,0.014203905667679772
2015,8060005510,9.534998384588678e-4,840.7831464903967,1.1340615501618626e-6,0.013234843888857943
2015,8060176060,0.0035026104864055727,3156.4270695989358,1.10967572168573e-6,0.01295025383910622
2015,8060200510,5.25443710090957e-4,475.5689605901216,1.1048738534973918e-6,0.012894214574007726
2015,8060224890,0.0014867100841799517,1385.9117063737847,1.0727307355458483e-6,0.012519094592090423
2015,8060154080,9.95944084960264e-4,973.6988091778679,1.0228461569149691e-6,0.011936926357441332
2015,8060141480,8.609449004527382e-4,956.6373338607664,8.999699990571812e-7,0.010502924149467366
2015,8060149930,0.001992603596929537,2670.650706534817,7.461116468933335e-7,0.008707350292303425
2015,8060246280,5.158858413882614e-4,709.2570941307227,7.273608479313691e-7,0.008488522754223559
2015,8060224880,6.539753250772066e-4,918.5892020406163,7.119344791169126e-7,0.0083084923290652965
2015,8060146890,8.62103864462445e-4,1642.030695937076,5.250229892751539e-7,0.006127178282454281
2015,8060200840,1.228009220900503e-4,2279.700619719025,5.386712668665485e-8,6.286457841176755e-4
2015,8060229830,0,23.725208801104376,0,0
2015,8060278870,0,0,0,0
2015,8060004910,0,0,0,0
2015,8060285160,0,0,0,0
2015,8060285170,0,0,0,0
2015,8060275490,0,0,0,0
2015,8060275630,0,0,0,0
2015,8060272850,0,0,0,0
2015,8060258770,0,0,0,0
2015,8060258870,0,0,0,0
2015,8060256960,0,0,0,0
2015,8060257060,0,0,0,0
2015,8060254470,0,0,0,0
2015,8060254340,0,23.887038298704834,0,0
2015,8060225700,0,0,0,0
2015,8060225860,0,0,0,0
2015,8060224230,0,0,0,0
2015,8060224140,0,122.4926589763087,0,0
2015,8060005260,0,707.941034375654,0,0
