COMID,Longitude,Latitude,Outlet_COMID
81020111,-154.3275,63.1525,81030776
81020112,-154.2575,63.16666667,81030776
81020113,-140.6816667,63.1875,81020021
81020114,-140.81,63.2375,81020021
81020115,-140.865,63.25583333,81020021
81020116,-154.1458333,63.20666667,81030776
81020117,-154.0666667,63.23666667,81030776
81020118,-154.03,63.25583333,81030776
81020119,-140.96,63.26583333,81020021
81020120,-153.9241667,62.94583333,81030776
81020121,-141.1133333,63.28416667,81020021
81020122,-141.1766667,63.31833333,81020021
81020123,-153.75,62.91583333,81030776
81020124,-153.9608333,63.31,81030776
81020125,-141.1966667,63.34333333,81020021
81020126,-154.4658333,63.08,81030776
81020127,-154.3425,63.09916667,81030776
81020128,-154.1716667,63.09416667,81030776
81020129,-154.0183333,63.08083333,81030776
81020130,-153.9266667,63.09583333,81030776
81020131,-153.825,63.15166667,81030776
81020132,-153.7616667,63.21,81030776
81020133,-153.7316667,63.22916667,81030776
81020134,-153.7183333,63.245,81030776
81020135,-153.6966667,63.255,81030776
81020136,-153.6416667,63.28833333,81030776
81020137,-153.5441667,63.2725,81030776
81020138,-153.4366667,63.2575,81030776
81020139,-153.3966667,63.24,81030776
81020140,-154.1075,63.2725,81030776
81020141,-154.0191667,62.86833333,81030776
81020142,-153.1833333,63.31916667,81030776
81020143,-154.2016667,63.30583333,81030776
81020144,-131.3125,63.31,81020021
81020145,-131.2891667,63.3075,81020021
81020146,-131.1958333,63.32583333,81020021
81020147,-134.7741667,62.97583333,81020021
81020148,-134.7191667,62.99416667,81020021
81020149,-134.665,63.0075,81020021
81020150,-134.5325,63.03583333,81020021
81020151,-134.3716667,63.04166667,81020021
81020152,-134.2908333,63.03833333,81020021
81020153,-134.2091667,63.0375,81020021
81020154,-142.7,63.3025,81020021
81020155,-142.6716667,63.3,81020021
81020156,-134.0625,63.02166667,81020021
81020157,-133.9308333,63.02083333,81020021
81020158,-133.875,63.015,81020021
81020159,-142.5858333,63.23416667,81020021
81020160,-142.4333333,63.1975,81020021
81020161,-142.3766667,63.17166667,81020021
81020162,-133.6641667,62.99083333,81020021
81020163,-142.2416667,63.16916667,81020021
81020164,-133.4325,63.02416667,81020021
81020165,-133.3358333,63.04,81020021
81020166,-142.0416667,63.105,81020021
81020167,-141.9041667,63.05916667,81020021
81020168,-141.9166667,63.0125,81020021
81020169,-133.12,62.985,81020021
81020170,-142.0875,62.90666667,81020021
81020171,-132.895,62.9225,81020021
81020172,-153.0841667,63.3425,81030776
81020173,-158.745,63.05916667,81020021
81020174,-158.7083333,63.13,81020021
81020175,-158.5916667,63.16583333,81020021
81020176,-158.5691667,63.18166667,81020021
81020177,-158.4933333,63.1975,81020021
81020178,-158.3975,63.2,81020021
81020179,-158.3166667,63.19333333,81020021
81020180,-158.1483333,63.16833333,81020021
81020181,-158.0116667,63.13083333,81020021
81020182,-157.975,63.11166667,81020021
81020183,-157.9691667,63.0925,81020021
81020184,-157.9541667,63.07083333,81020021
81020185,-159.7033333,63.215,81020021
81020186,-157.9775,63.005,81020021
81020187,-130.4966667,63.32166667,81020021
81020188,-157.9741667,62.93416667,81020021
81020189,-159.5183333,63.32166667,81020021
81020190,-130.4233333,63.335,81020021
81020191,-155.6091667,62.9775,81030776
81020192,-158.2841667,63.1625,81020021
81020193,-155.6125,63.01333333,81030776
81020194,-155.6641667,63.03166667,81030776
81020195,-158.2733333,63.13333333,81020021
81020196,-143.0708333,63.1825,81020021
81020197,-143.1941667,63.14833333,81020021
81020198,-158.2575,63.10166667,81020021
81020199,-155.7166667,63.03583333,81030776
81020200,-158.2483333,63.08166667,81020021
81020201,-143.23,63.1425,81020021
81020202,-143.2691667,63.13,81020021
81020203,-155.8025,63.03333333,81030776
81020204,-158.2066667,63.05333333,81020021
81020205,-143.3125,63.10166667,81020021
81020206,-143.3608333,63.07333333,81020021
81020207,-155.8866667,63.00583333,81030776
81020208,-143.365,63.05,81020021
81020209,-141.86,63.04416667,81020021
81020210,-143.3608333,63.0175,81020021
81020211,-158.2716667,63.00916667,81020021
81020212,-141.82,63.02166667,81020021
81020213,-143.3458333,62.98,81020021
81020214,-141.745,62.99333333,81020021
81020215,-157.3416667,63.29333333,81020021
81020216,-143.41,62.9375,81020021
81020217,-157.3691667,63.27916667,81020021
81020218,-156.0283333,62.9825,81030776
81020219,-156.2466667,62.89416667,81030776
81020220,-158.3858333,62.94916667,81020021
81020221,-143.5383333,62.92083333,81020021
81020222,-132.8683333,62.91666667,81020021
81020223,-141.655,62.945,81020021
81020224,-157.4058333,63.31416667,81020021
81020225,-153.6358333,63.19666667,81030776
81020226,-142.4241667,63.17166667,81020021
81020227,-142.4675,63.1475,81020021
81020228,-154.9183333,62.97833333,81030776
81020229,-154.8891667,62.96833333,81030776
81020230,-154.8458333,62.95583333,81030776
81020231,-153.4166667,63.07916667,81030776
81020232,-163.6033333,63.0775,81020232
81020233,-154.79,62.94333333,81030776
81020234,-163.6091667,63.03583333,81020232
81020235,-153.1758333,63.015,81030776
81020236,-163.555,63.0225,81020232
81020237,-153.085,63.01666667,81030776
81020238,-153.0316667,63.005,81030776
81020239,-154.11,62.96083333,81030776
81020240,-154.0866667,62.95916667,81030776
81020241,-154.7041667,62.9525,81030776
81020242,-154.6483333,62.94666667,81030776
81020243,-152.9675,62.965,81030776
81020244,-163.555,62.9775,81020232
81020245,-142.3483333,63.03416667,81020021
81020246,-135.7033333,63.32666667,81020021
81020247,-135.705,63.32583333,81020021
81020248,-142.2325,62.92666667,81020021
81020249,-154.6083333,62.9125,81030776
81020250,-153.4383333,62.9175,81030776
81020251,-163.5466667,62.90916667,81020232
81020252,-145.935,62.91916667,81030789
81020253,-142.2708333,62.87916667,81020021
81020254,-152.9016667,62.90416667,81030776
81020255,-154.02,62.9275,81030776
81020256,-132.9916667,62.91,81020021
81020257,-139.4758333,62.95583333,81020021
81020258,-154.89,62.92666667,81030776
81020259,-154.7316667,62.9175,81030776
81020260,-135.8733333,63.32166667,81020021
81020261,-153.49,63.32916667,81030776
81020262,-139.4,63.35166667,81020021
81020263,-141.6733333,63.3275,81020021
81020264,-142.1725,63.34333333,81020021
81020265,-155.6766667,63.04416667,81030776
81020266,-155.67,63.09083333,81030776
81020267,-155.6416667,63.13083333,81030776
81020268,-155.6266667,63.1525,81030776
81020269,-155.6,63.17583333,81030776
81020270,-155.5791667,63.1975,81030776
81020271,-155.545,63.21916667,81030776
81020272,-155.505,63.22416667,81030776
81020273,-155.4416667,63.235,81030776
81020274,-155.3908333,63.24333333,81030776
81020275,-160.6975,62.92416667,81020021
81020276,-155.3591667,63.24416667,81030776
81020277,-147.2583333,62.9675,81027459
81020278,-155.33,63.24583333,81030776
81020279,-147.3258333,62.99583333,81027459
81020280,-155.2966667,63.24416667,81030776
81020281,-160.71,62.965,81020021
81020282,-155.2608333,63.25,81030776
81020283,-160.7241667,63.03916667,81020021
81020284,-160.7075,63.06583333,81020021
81020285,-147.4316667,63.025,81027459
81020286,-147.5308333,63.05,81027459
81020287,-155.18,63.24166667,81030776
81020288,-147.5208333,63.08083333,81027459
81020289,-155.1,63.2225,81030776
81020290,-147.5116667,63.12583333,81027459
81020291,-147.5183333,63.15083333,81027459
81020292,-155.05,63.22666667,81030776
81020293,-160.7416667,63.13333333,81020021
81020294,-147.5075,63.18833333,81027459
81020295,-160.7208333,63.2125,81020021
81020296,-160.695,63.24333333,81020021
81020297,-147.4558333,63.2325,81027459
81020298,-154.9725,63.26,81030776
81020299,-160.6858333,63.26416667,81020021
81020300,-154.8966667,63.28416667,81030776
81020301,-140.2825,62.94416667,81020021
81020302,-164.255,62.94083333,81020021
81020303,-160.6533333,63.325,81020021
81020304,-140.9025,63.30833333,81020021
81020305,-154.8525,63.3175,81030776
81020306,-144.805,63.30916667,81020021
81020307,-141.2758333,63.33083333,81020021
81020308,-147.3391667,63.30333333,81027459
81020309,-144.7616667,63.305,81020021
81020310,-133.0716667,63.065,81020021
81020311,-132.8291667,63.06416667,81020021
81020312,-132.7525,63.03583333,81020021
81020313,-154.045,63.05583333,81030776
81020314,-154.01,63.04,81030776
81020315,-142.5433333,63.13,81020021
81020316,-146.5891667,62.94583333,81027459
81020317,-146.5216667,62.95583333,81027459
81020318,-153.8941667,63.00666667,81030776
81020319,-132.5658333,63.04666667,81020021
81020320,-152.5008333,63.1675,81030776
81020321,-157.3716667,63.24166667,81020021
81020322,-152.4708333,63.155,81030776
81020323,-142.6383333,63.12,81020021
81020324,-157.3858333,63.20166667,81020021
81020325,-149.6641667,62.98916667,81027459
81020326,-142.7216667,63.105,81020021
81020327,-152.4358333,63.145,81030776
81020328,-146.4916667,62.98666667,81027459
81020329,-156.7083333,63.195,81020021
81020330,-149.62,63.0325,81027459
81020331,-156.6908333,63.1625,81020021
81020332,-152.3858333,63.1225,81030776
81020333,-149.5991667,63.0725,81027459
81020334,-156.6608333,63.15833333,81020021
81020335,-132.3941667,63.085,81020021
81020336,-132.3175,63.05916667,81020021
81020337,-156.6108333,63.16333333,81020021
81020338,-146.5183333,63.0925,81027459
81020339,-142.645,63.045,81020021
81020340,-149.5658333,63.14083333,81027459
81020341,-146.5491667,63.15166667,81027459
81020342,-145.8083333,63.2675,81020021
81020343,-148.1758333,63.32833333,81020021
81020344,-132.2316667,63.05166667,81020021
81020345,-162.2016667,62.91916667,81020021
81020346,-156.5333333,63.15083333,81020021
81020347,-159.8816667,63.08083333,81020021
81020348,-149.5225,63.205,81027459
81020349,-152.3083333,63.00666667,81030776
81020350,-156.685,63.14916667,81020021
81020351,-148.1158333,63.32083333,81020021
81020352,-140.4441667,63.175,81020021
81020353,-157.4183333,63.1275,81020021
81020354,-155.6358333,62.98166667,81030776
81020355,-156.4525,63.1175,81020021
81020356,-132.1266667,63.04916667,81020021
81020357,-149.495,63.18833333,81027459
81020358,-163.3158333,62.99666667,81020358
81020360,-153.5458333,62.96166667,81030776
81020361,-163.3066667,62.98583333,81020358
81020362,-140.4208333,63.23833333,81020021
81020363,-141.815,62.99,81020021
81020364,-156.675,63.1175,81020021
81020366,-162.1091667,62.97583333,81020021
81020367,-156.6641667,63.05916667,81020021
81020368,-157.855,63.27916667,81020021
81020369,-146.55,63.18916667,81027459
81020370,-152.3541667,63.06166667,81030776
81020371,-142.1558333,63.3125,81020021
81020372,-153.1891667,62.98666667,81030776
81020373,-145.935,63.25833333,81020021
81020374,-155.6991667,62.97583333,81030776
81020375,-132.015,63.04,81020021
81020376,-141.8358333,62.96916667,81020021
81020377,-156.6858333,63.02833333,81020021
81020378,-161.9825,63.02166667,81020021
81020379,-146.475,62.9475,81027459
81020381,-152.065,62.98166667,81030776
81020382,-157.4725,63.01333333,81020021
81020383,-131.9408333,63.01,81020021
81020384,-147.9658333,63.3075,81020021
81020385,-146.7041667,63.18583333,81027459
81020386,-131.9408333,62.98583333,81020021
81020387,-147.4225,63.2825,81027459
81020388,-146.0966667,63.26916667,81020021
81020389,-161.9483333,62.99583333,81020021
81020390,-153.9083333,62.9425,81030776
81020391,-146.1316667,63.27833333,81020021
81020392,-130.405,63.30833333,81020021
81020393,-146.5233333,63.22416667,81027459
81020394,-156.7041667,62.99333333,81020021
81020395,-151.93,62.95833333,81030776
81020396,-146.5183333,63.26833333,81027459
81020397,-147.4991667,63.2625,81027459
81020398,-149.69,63.2525,81027459
81020399,-140.7908333,63.265,81020021
81020400,-149.8283333,63.26916667,81027459
81020401,-141.8,62.96166667,81020021
81020402,-157.4966667,62.95333333,81020021
81020403,-131.94,62.96333333,81020021
81020405,-138.8766667,63.2675,81020021
81020406,-146.39,62.94333333,81027459
81020407,-142.3766667,62.9975,81020021
81020408,-151.9008333,62.93833333,81030776
81020410,-155.1833333,63.28166667,81030776
81020411,-149.8433333,63.28916667,81027459
81020412,-158.8775,62.97916667,81020021
81020414,-147.5633333,63.31416667,81027459
81020415,-146.1366667,63.3,81020021
81020416,-158.8825,62.92166667,81020021
81020417,-149.39,63.2425,81027459
81020418,-157.5133333,62.9275,81020021
81020419,-141.9066667,62.9625,81020021
81020420,-154.2558333,62.9075,81030776
81020421,-152.9241667,62.79416667,81030776
81020422,-154.9583333,62.93166667,81030776
81020423,-155.8583333,62.92416667,81030776
81020425,-143.3133333,62.93083333,81020021
81020426,-146.1583333,62.9125,81030789
81020427,-158.9066667,62.90083333,81020021
81020428,-142.3441667,62.88083333,81020021
81020429,-156.5175,62.97833333,81020021
81020430,-133.375,62.89666667,81020021
81020432,-162.11,62.88333333,81020021
81020433,-151.8875,62.88916667,81030776
81020434,-158.3225,62.95,81020021
81020435,-141.7666667,62.89083333,81020021
81020436,-154.3158333,62.90166667,81030776
81020437,-153.5608333,62.88416667,81030776
81020438,-156.7683333,62.90416667,81020021
81020439,-157.845,62.8875,81020021
81020440,-146.3766667,62.91,81027459
81020441,-159.6866667,62.95833333,81020021
81020442,-145.975,62.8975,81030789
81020443,-153.0133333,62.95333333,81030776
81020444,-157.5741667,62.93166667,81020021
81020446,-153.84,62.9225,81030776
81020447,-158.8866667,62.90333333,81020021
81020448,-143.4666667,62.91166667,81020021
81020450,-151.86,62.92,81030776
81020451,-152.23,62.95416667,81030776
81020452,-151.945,62.9275,81030776
81020453,-142.2191667,62.92166667,81020021
81020454,-131.9483333,62.92583333,81020021
81020456,-153.1916667,62.95,81030776
81020457,-161.9433333,62.93583333,81020021
81020458,-157.8283333,62.9425,81020021
81020459,-156.1416667,62.9325,81030776
81020460,-154.0633333,62.93833333,81030776
81020461,-152.8966667,62.925,81030776
81020462,-163.2633333,62.94333333,81020358
81020463,-153.8516667,62.91583333,81030776
81020464,-142.3666667,62.90083333,81020021
81020465,-147.2575,63.375,81027459
81020466,-147.5375,63.33666667,81027459
81020467,-147.9891667,63.36416667,81020021
81020468,-155.3108333,63.31,81030776
81020469,-138.7341667,63.29833333,81020021
81020470,-130.2241667,63.34916667,81020021
81020471,-147.3825,63.39083333,81027459
81020472,-149.5216667,63.35083333,81027459
81020473,-147.5858333,63.39,81027459
81020474,-142.3258333,63.31916667,81020021
81020475,-149.8266667,63.3425,81027459
81020476,-135.7191667,63.34333333,81020021
81020477,-146.7241667,63.31333333,81027459
81020478,-149.4475,63.34916667,81027459
81020479,-160.0583333,63.2275,81020021
81020480,-157.7566667,63.29083333,81020021
81020481,-138.9791667,63.32916667,81020021
81020482,-146.1033333,63.31916667,81020021
81020483,-140.695,63.31083333,81020021
81020484,-146.545,63.30916667,81027459
81020485,-146.1608333,63.335,81020021
81020486,-140.375,63.29916667,81020021
81020487,-147.8033333,63.31666667,81020021
81020488,-130.52,63.33583333,81020021
81020490,-131.2916667,63.3275,81020021
81020491,-140.28,63.26166667,81020021
81020492,-155.1191667,63.32333333,81030776
81020493,-138.4316667,63.28583333,81020021
81020494,-135.3108333,63,81020021
81020495,-138.38,63.26833333,81020021
81020496,-134.685,63.01583333,81020021
81020497,-135.255,63.04833333,81020021
81020498,-135.2191667,63.09833333,81020021
81020499,-138.2466667,63.2525,81020021
81020500,-160.6741667,62.92833333,81020021
81020501,-159.5341667,62.985,81020021
81020502,-138.22,63.17166667,81020021
81020503,-136.5616667,63.2725,81020021
81020504,-131.2458333,63.29083333,81020021
81020505,-134.6108333,63.05916667,81020021
81020506,-138.105,63.11666667,81020021
81020507,-136.5133333,63.26083333,81020021
81020508,-138.0816667,63.09416667,81020021
81020509,-149.5966667,63.0525,81027459
81020510,-138.1408333,63.245,81020021
81020511,-134.4833333,63.08,81020021
81020512,-134.4491667,63.09333333,81020021
81020513,-131.8641667,63.0325,81020021
81020514,-153.2416667,63.28083333,81030776
81020515,-160.6275,62.95833333,81020021
81020516,-131.1616667,63.25416667,81020021
81020517,-159.5066667,63.02666667,81020021
81020518,-138.0191667,63.08583333,81020021
81020519,-135.0741667,63.15916667,81020021
81020520,-149.5591667,63.0825,81027459
81020521,-131.7458333,63.02666667,81020021
81020522,-138.0508333,63.24666667,81020021
81020523,-145.7991667,63.22416667,81020021
81020524,-130.4516667,62.9575,81020021
81020525,-130.4141667,62.9775,81020021
81020526,-160.5533333,62.98416667,81020021
81020527,-131.6958333,63.01666667,81020021
81020528,-132.7366667,63.27416667,81020021
81020529,-131.6683333,63.005,81020021
81020530,-160.5141667,62.99083333,81020021
81020531,-130.4166667,62.99416667,81020021
81020532,-134.4008333,63.13416667,81020021
81020533,-131.04,63.23,81020021
81020534,-130.9808333,63.20833333,81020021
81020535,-149.485,63.11916667,81027459
81020536,-137.9558333,63.24083333,81020021
81020537,-138.7425,63.15,81020021
81020538,-130.3658333,63.01166667,81020021
81020539,-134.84,63.18416667,81020021
81020540,-145.8741667,63.1875,81020021
81020541,-143.4708333,63.0775,81020021
81020542,-153.4933333,63.135,81030776
81020543,-132.6333333,63.2325,81020021
81020544,-132.4558333,63.10416667,81020021
81020545,-134.7925,63.215,81020021
81020546,-160.7375,63.25083333,81020021
81020547,-132.5683333,63.20833333,81020021
81020548,-130.9358333,63.21,81020021
81020549,-150.3775,63.28416667,81020021
81020550,-143.595,63.10916667,81020021
81020551,-160.4483333,63.005,81020021
81020552,-147.0041667,62.9375,81027459
81020553,-136.4391667,63.19333333,81020021
81020554,-160.805,63.26833333,81020021
81020555,-160.3825,63.02666667,81020021
81020556,-143.6491667,63.13083333,81020021
81020557,-136.2866667,63.13333333,81020021
81020558,-152.1991667,63.2025,81030776
81020559,-153.9108333,63.04666667,81030776
81020560,-136.9758333,63.215,81020021
81020561,-147.6016667,63.06,81027459
81020562,-134.2333333,63.15416667,81020021
81020563,-143.6883333,63.15,81020021
81020564,-137.8325,63.07583333,81020021
81020565,-130.2758333,63.01333333,81020021
81020566,-150.0408333,62.99,81027459
81020567,-162.165,63.3025,81018635
81020568,-150.1141667,63.01666667,81027459
81020569,-133.3816667,63.05,81020021
81020570,-145.9675,63.11833333,81020021
81020571,-131.5558333,62.98333333,81020021
81020572,-145.9725,63.06916667,81020021
81020573,-153.3633333,63.145,81030776
81020574,-138.5291667,63.1025,81020021
81020575,-143.9858333,62.97,81030789
81020576,-137.8325,63.2175,81020021
81020577,-130.8333333,63.21083333,81020021
81020579,-136.9883333,63.1875,81020021
81020580,-141.3408333,62.95083333,81020021
81020581,-150.4733333,63.265,81020021
81020582,-157.9466667,63.05333333,81020021
81020583,-159.4033333,63.03833333,81020021
81020584,-149.7041667,62.97416667,81027459
81020585,-160.8716667,63.275,81020021
81020586,-145.5075,63.0175,81030789
81020587,-137.7316667,63.2,81020021
81020588,-136.98,63.16416667,81020021
81020589,-144.0733333,63.31416667,81020021
81020590,-145.3158333,62.95833333,81030789
81020591,-130.9483333,63.19,81020021
81020592,-134.0991667,63.18583333,81020021
81020593,-154.7016667,63.10833333,81030776
81020594,-136.9791667,63.14583333,81020021
81020595,-153.7866667,63.07333333,81030776
81020596,-131.425,62.97166667,81020021
81020597,-135.6258333,62.95833333,81020021
81020598,-137.715,63.17083333,81020021
81020599,-150.0183333,62.9975,81027459
81020600,-152.9091667,63.24166667,81030776
81020601,-144.0583333,62.995,81030789
81020602,-130.1933333,63.0375,81020021
81020603,-146.0116667,63.04833333,81020021
81020605,-142.7433333,63.09166667,81020021
81020606,-153.7341667,63.0675,81030776
81020607,-142.29,63.14333333,81020021
81020608,-136.9675,63.13416667,81020021
81020609,-136.3566667,63.22916667,81020021
81020610,-143.745,63.175,81020021
81020611,-150.5633333,63.24583333,81020021
81020612,-145.2925,63.01416667,81030789
81020613,-159.3716667,63.11583333,81020021
81020614,-142.2241667,63.12166667,81020021
81020615,-136.2133333,63.115,81020021
81020616,-146.9733333,63.02,81027459
81020617,-134.0466667,63.21666667,81020021
81020618,-146.8883333,63.03916667,81027459
81020619,-135.6516667,63.31416667,81020021
81020620,-134.0216667,63.22083333,81020021
81020621,-136.5225,63.01,81020021
81020622,-151.6575,63.18583333,81020021
81020623,-150.175,63.04,81027459
81020624,-160.3366667,63.0625,81020021
81020625,-149.1541667,62.93166667,81027459
81020626,-141.6383333,63.32333333,81020021
81020627,-155.2775,63.24083333,81030776
81020628,-152.1108333,63.12,81030776
81020629,-131.7316667,63.31333333,81020021
81020630,-149.7241667,63.01,81027459
81020631,-160.2758333,63.0925,81020021
81020632,-162.0316667,63.25,81018635
81020633,-156.3858333,63.08583333,81020021
81020634,-135.6866667,62.97666667,81020021
81020635,-149.2991667,63.19,81027459
81020636,-142.2441667,63.1075,81020021
81020637,-142.7516667,63.08833333,81020021
81020638,-149.1508333,63.16083333,81027459
81020639,-135.7191667,62.98416667,81020021
81020640,-143.81,63.2225,81020021
81020641,-149.7291667,63.0525,81027459
81020642,-156.3375,63.06416667,81020021
81020643,-157.4441667,63.18666667,81020021
81020644,-138.3716667,63.07416667,81020021
81020645,-141.3666667,63.0025,81020021
81020646,-155.6633333,63.1425,81030776
81020647,-132.8066667,63.25666667,81020021
81020648,-134.925,63.22666667,81020021
81020649,-160.7958333,63.08083333,81020021
81020650,-132.3425,63.1275,81020021
81020651,-146.0575,63.0325,81020021
81020652,-141.0658333,63.2475,81020021
81020653,-148.1175,63.24666667,81020021
81020654,-131.3475,62.995,81020021
81020655,-141.65,63.30166667,81020021
81020656,-136.5516667,63.055,81020021
81020657,-134.7566667,62.99583333,81020021
81020658,-130.7033333,63.20666667,81020021
81020659,-157.8833333,63.0375,81020021
81020660,-141.6716667,63.28416667,81020021
81020661,-136.9416667,63.09666667,81020021
81020662,-134.6883333,63.22333333,81020021
81020663,-145.27,63.06416667,81030789
81020664,-150.2691667,63.075,81027459
81020665,-162.0008333,63.0525,81020021
81020666,-157.0933333,63.18416667,81020021
81020667,-136.9883333,63.20166667,81020021
81020668,-156.3083333,63.0675,81020021
81020669,-140.2341667,62.96,81020021
81020670,-159.425,63.11666667,81020021
81020671,-158.5408333,63.1475,81020021
81020672,-142.7266667,63.03416667,81020021
81020673,-130.935,63.10666667,81020021
81020674,-152.5641667,63.26916667,81030776
81020675,-141.1166667,63.22,81020021
81020676,-161.6783333,62.97583333,81020021
81020677,-133.2708333,63.08833333,81020021
81020678,-132.025,63.0775,81020021
81020679,-145.5058333,63.08333333,81030789
81020680,-142.7866667,63.08333333,81020021
81020682,-144.8958333,63.0725,81030789
81020683,-136.91,63.0675,81020021
81020684,-130.6083333,63.20583333,81020021
81020685,-159.3108333,63.135,81020021
81020686,-145.2316667,63.10333333,81030789
81020687,-144.4525,62.94166667,81030789
81020688,-139.595,63.03916667,81020021
81020689,-145.67,63.22,81020021
81020690,-146.0766667,63.00916667,81020021
81020691,-141.1241667,63.20583333,81020021
81020692,-131.6233333,63.07333333,81020021
81020694,-135.6116667,63.26666667,81020021
81020695,-150.6616667,63.2375,81020021
81020696,-136.0983333,63.09333333,81020021
81020697,-161.7066667,63.01833333,81020021
81020698,-136.9125,63.05416667,81020021
81020699,-151.9891667,63.09333333,81030776
81020700,-148.2225,63.17583333,81020021
81020701,-141.3608333,62.96666667,81020021
81020702,-139.4108333,63.06583333,81020021
81020703,-144.1741667,63.0025,81030789
81020704,-142.7008333,62.9775,81020021
81020705,-142.7066667,62.96416667,81020021
81020706,-157.05,63.14083333,81020021
81020708,-149.7808333,63.0725,81027459
81020709,-159.7591667,63.18333333,81020021
81020710,-161.9741667,63.08166667,81020021
81020711,-155.53,63.15,81030776
81020712,-146.8825,63.03583333,81027459
81020713,-138.8983333,63.17583333,81020021
81020714,-145.545,63.15583333,81030789
81020715,-145.2066667,63.11416667,81030789
81020716,-149.095,63.14916667,81027459
81020717,-144.9533333,63.1,81030789
81020718,-132.1858333,63.1575,81020021
81020719,-152.7358333,63.15,81030776
81020720,-141.4291667,63.0775,81020021
81020721,-153.0341667,63.02333333,81030776
81020722,-157.7891667,63.0325,81020021
81020723,-130.8191667,63.13583333,81020021
81020724,-130.5666667,63.2075,81020021
81020725,-159.2416667,63.1625,81020021
81020726,-148.6808333,63.2675,81020021
81020727,-131.9466667,63.12083333,81020021
81020728,-159.45,63.15916667,81020021
81020729,-130.1275,63.06583333,81020021
81020730,-132.2825,63.04833333,81020021
81020731,-155.0483333,63.0425,81030776
81020732,-142.8575,63.085,81020021
81020733,-137.5683333,63.0275,81020021
81020734,-150.7175,62.97583333,81027459
81020735,-134.1533333,63.025,81020021
81020736,-150.74,63.1975,81020021
81020737,-152.7241667,63.11416667,81030776
81020738,-145.2366667,63.13166667,81030789
81020740,-136.0116667,63.07083333,81020021
81020741,-143.905,63.24,81020021
81020742,-141.7033333,63.26583333,81020021
81020743,-130.7008333,63.0975,81020021
81020745,-142.2491667,63.07,81020021
81020746,-160.635,63.24666667,81020021
81020748,-135.7833333,63.00333333,81020021
81020749,-163.7275,63.03166667,81020232
81020750,-132.2608333,63.03166667,81020021
81020751,-133.3883333,63.08916667,81020021
81020752,-149.3116667,63.21916667,81027459
81020754,-139.2883333,63.0775,81020021
81020755,-149.0116667,63.13916667,81027459
81020756,-157.0575,63.09166667,81020021
81020757,-148.3091667,63.02833333,81027459
81020758,-131.5875,63.29166667,81020021
81020759,-152.7216667,63.09083333,81030776
81020760,-140.8041667,63.19333333,81020021
81020761,-157.3783333,63.185,81020021
81020762,-135.1125,63.20833333,81020021
81020763,-146.1466667,63.08583333,81020021
81020764,-159.8241667,63.19333333,81020021
81020765,-138.4333333,63.255,81020021
81020767,-160.5633333,63.24583333,81020021
81020768,-151.5383333,63.13166667,81020021
81020769,-161.3483333,63.26333333,81018767
81020770,-157.7258333,63.02833333,81020021
81020771,-140.4141667,63.08,81020021
81020772,-147.1158333,63.3,81027459
81020773,-151.8925,62.95416667,81030776
81020774,-149.8566667,63.135,81027459
81020775,-141.1333333,63.165,81020021
81020776,-149.0225,62.9675,81027459
81020777,-143.8883333,62.97166667,81030789
81020778,-147.805,63.29916667,81020021
81020779,-138.6116667,63.05166667,81020021
81020780,-136.5808333,63.12666667,81020021
81020781,-150.1016667,63.13083333,81027459
81020782,-135.8583333,63.02416667,81020021
81020783,-146.9491667,63.07333333,81027459
81020784,-147.8241667,63.03833333,81027459
81020786,-150.1258333,63.0125,81027459
81020787,-144.2825,63.30666667,81020021
81020788,-141.1333333,63.11,81020021
81020789,-139.7425,63.06083333,81020021
81020790,-137.655,63.17333333,81020021
81020791,-153.1641667,63.165,81030776
81020792,-161.6458333,63.04416667,81020021
81020793,-153.0208333,63.1675,81030776
81020794,-150.5966667,63.2425,81020021
81020795,-137.7275,63.21583333,81020021
81020796,-161.7108333,63.045,81020021
81020797,-133.4191667,63.13916667,81020021
81020798,-152.7075,63.095,81030776
81020799,-157.3683333,63.16083333,81020021
81020800,-147.5325,63.19333333,81027459
81020801,-132.2308333,63.00666667,81020021
81020802,-154.5866667,63.18666667,81030776
81020803,-141.765,63.24,81020021
81020804,-138.93,63.12333333,81020021
81020805,-142.7041667,63.12583333,81020021
81020806,-147.4166667,63.19583333,81027459
81020807,-156.5083333,63.1975,81020021
81020808,-147.3983333,62.98583333,81027459
81020809,-142.7191667,63.27083333,81020021
81020811,-151.4125,63.27583333,81020021
81020812,-145.6683333,63.17416667,81020021
81020813,-159.8633333,63.21583333,81020021
81020814,-141.845,63.06166667,81020021
81020815,-144.3133333,63.02583333,81030789
81020816,-144.445,63.28166667,81020021
81020817,-144.9925,63.14833333,81030789
81020818,-161.295,63.23666667,81018767
81020819,-151.4366667,63.08166667,81020021
81020820,-136.0175,63.07833333,81020021
81020821,-130.6483333,63.0775,81020021
81020822,-131.2891667,63.06083333,81020021
81020823,-130.7766667,62.93083333,81020021
81020824,-147.93,63.10833333,81027459
81020825,-130.9741667,63.01,81020021
81020826,-133.4441667,63.16,81020021
81020827,-138.3875,63.19583333,81020021
81020828,-151.6133333,63.06583333,81020021
81020829,-141.4483333,63.10416667,81020021
81020830,-160.4716667,62.98166667,81020021
81020831,-147.1991667,62.97833333,81027459
81020832,-157.0833333,63.06083333,81020021
