basin,year,slope_class,distance_class,fish,annual_fish,percent_fish,average_percent,difference_pp
Yukon,2015,20+,200-400,345.0724741808366,55540.285310143845,0.6213012271253363,0.24216292527646766,0.37913830184886865
Yukon,2015,20+,400-600,0,55540.285310143845,0,0.08401568266774888,-0.08401568266774888
Yukon,2015,20+,600-800,720.5773421267744,55540.285310143845,1.2973958237754473,0.501726698722493,0.7956691250529543
Yukon,2015,20+,800+,2267.7786627248524,55540.285310143845,4.083123898376278,20.307125313118043,-16.224001414741764
Yukon,2016,<1,<200,719.5406485213433,101745.77982780676,0.7071945880596566,0.5466405259660416,0.160554062093615
Yukon,2016,<1,200-400,539.9589990946968,101745.77982780676,0.5306942460006856,0.22867337790741601,0.30202086809326956
Yukon,2016,<1,400-600,139.2736860052671,101745.77982780676,0.13688399287024197,0.06182959212564787,0.0750544007445941
Yukon,2016,<1,600-800,139.06553559305056,101745.77982780676,0.13667941395545177,0.05912300312423868,0.07755641083121309
Yukon,2016,<1,800+,1296.737497390163,101745.77982780676,1.2744877473883878,1.1188640157411673,0.15562373164722043
Yukon,2016,1-2.5,<200,813.981045778161,101745.77982780676,0.8000145530907837,0.8563452911421576,-0.056330738051373896
Yukon,2016,1-2.5,200-400,1715.743240463441,101745.77982780676,1.686304083930697,0.6614775951040156,1.0248264888266814
Yukon,2016,1-2.5,400-600,991.0016335174872,101745.77982780676,0.9739977768067093,0.4576360876093021,0.5163616891974072
Yukon,2016,1-2.5,600-800,903.787960420227,101745.77982780676,0.8882805379739445,0.7225060713091346,0.16577446666480988
Yukon,2016,1-2.5,800+,4182.002677586794,101745.77982780676,4.110246817769111,3.966848913235421,0.14339790453368995
Yukon,2016,2.5-7,<200,1225.4815148392804,101745.77982780676,1.2044543930109626,1.3116021526228097,-0.10714775961184708
Yukon,2016,2.5-7,200-400,2124.452264425878,101745.77982780676,2.0880003750733187,1.574410605790512,0.5135897692828066
Yukon,2016,2.5-7,400-600,1919.5592025149222,101745.77982780676,1.8866229201481959,0.909422186109496,0.9772007340386999
Yukon,2016,2.5-7,600-800,3397.549613043909,101745.77982780676,3.3392535973421973,3.032688377986443,0.3065652193557544
Yukon,2016,2.5-7,800+,14125.112936347308,101745.77982780676,13.882750675509556,14.778820435644478,-0.8960697601349228
Yukon,2016,7-20,<200,1966.4639273764956,101745.77982780676,1.9327228418756175,2.051547196053187,-0.11882435417756931
Yukon,2016,7-20,200-400,3786.0206808897997,101745.77982780676,3.721059180338695,4.315696547261928,-0.5946373669232332
Yukon,2016,7-20,400-600,2134.907020190636,101745.77982780676,2.098275745494039,0.8031877405454705,1.2950880049485685
Yukon,2016,7-20,600-800,3832.759914109834,101745.77982780676,3.766996449972025,3.180368129846241,0.5866283201257843
Yukon,2016,7-20,800+,34982.84669411863,101745.77982780676,34.382602161311404,37.49712690597306,-3.114524744661658
Yukon,2016,20+,<200,751.6332337270923,101745.77982780676,0.7387365205703339,0.730154629117071,0.008581891453262935
Yukon,2016,20+,200-400,353.41444848707766,101745.77982780676,0.3473504739805343,0.24216292527646766,0.10518754870406666
Yukon,2016,20+,400-600,341.92964603182634,101745.77982780676,0.3360627306709955,0.08401568266774888,0.2520470480032466
Yukon,2016,20+,600-800,721.897470524318,101745.77982780676,0.7095109711145248,0.501726698722493,0.2077842723920318
Yukon,2016,20+,800+,18640.658336809123,101745.77982780676,18.320817205741932,20.307125313118043,-1.9863081073761109
Yukon,2018,<1,<200,0,70034.41710810368,0,0.5466405259660416,-0.5466405259660416
Yukon,2018,<1,200-400,48.148906420084785,70034.41710810368,0.06875034934004395,0.22867337790741601,-0.15992302856737206
Yukon,2018,<1,400-600,0,70034.41710810368,0,0.06182959212564787,-0.06182959212564787
Yukon,2018,<1,600-800,0,70034.41710810368,0,0.05912300312423868,-0.05912300312423868
Yukon,2018,<1,800+,980.594514809044,70034.41710810368,1.4001608856048855,1.1188640157411673,0.28129686986371816
Yukon,2018,1-2.5,<200,276.65856207330074,70034.41710810368,0.395032290546884,0.8563452911421576,-0.46131300059527364
Yukon,2018,1-2.5,200-400,124.17165153971422,70034.41710810368,0.17730089956777312,0.6614775951040156,-0.4841766955362425
Yukon,2018,1-2.5,400-600,0,70034.41710810368,0,0.4576360876093021,-0.4576360876093021
Yukon,2018,1-2.5,600-800,99.18572368627309,70034.41710810368,0.1416242581603443,0.7225060713091346,-0.5808818131487903
Yukon,2018,1-2.5,800+,1869.2788287409833,70034.41710810368,2.6690860093196793,3.966848913235421,-1.297762903915742
Yukon,2018,2.5-7,<200,865.8371591760027,70034.41710810368,1.2363023709321581,1.3116021526228097,-0.07529978169065155
Yukon,2018,2.5-7,200-400,430.69833911867073,70034.41710810368,0.6149809720752779,1.574410605790512,-0.9594296337152342
Yukon,2018,2.5-7,400-600,149.01372894431898,70034.41710810368,0.21277214132346456,0.909422186109496,-0.6966500447860314
Yukon,2018,2.5-7,600-800,720.1343297314057,70034.41710810368,1.0282577616371409,3.032688377986443,-2.004430616349302
Yukon,2018,2.5-7,800+,8382.23035652697,70034.41710810368,11.968730093931294,14.778820435644478,-2.8100903417131846
Yukon,2018,7-20,<200,2480.9196858254213,70034.41710810368,3.5424292630235286,2.051547196053187,1.4908820669703418
Yukon,2018,7-20,200-400,1294.3873472540654,70034.41710810368,1.8482160639048024,4.315696547261928,-2.467480483357126
Yukon,2018,7-20,400-600,99.16825676773553,70034.41710810368,0.14159931768213543,0.8031877405454705,-0.6615884228633351
Yukon,2018,7-20,600-800,441.6533682486689,70034.41710810368,0.6306233227684924,3.180368129846241,-2.5497448070777486
Yukon,2018,7-20,800+,31599.582039544704,70034.41710810368,45.120075734718036,37.49712690597306,7.622948828744974
Yukon,2018,20+,<200,966.7629217425223,70034.41710810368,1.3804111773362047,0.730154629117071,0.6502565482191337
Yukon,2018,20+,200-400,0,70034.41710810368,0,0.24216292527646766,-0.24216292527646766
Yukon,2018,20+,400-600,0,70034.41710810368,0,0.08401568266774888,-0.08401568266774888
Yukon,2018,20+,600-800,0,70034.41710810368,0,0.501726698722493,-0.501726698722493
Yukon,2018,20+,800+,19205.991387953785,70034.41710810368,27.42364708812785,20.307125313118043,7.116521775009808
Yukon,2021,<1,<200,0,52831.24478684115,0,0.5466405259660416,-0.5466405259660416
Yukon,2021,<1,200-400,17.34026984142541,52831.24478684115,0.03282199749672453,0.22867337790741601,-0.1958513804106915
Yukon,2021,<1,400-600,0,52831.24478684115,0,0.06182959212564787,-0.06182959212564787
Yukon,2021,<1,600-800,0,52831.24478684115,0,0.05912300312423868,-0.05912300312423868
Yukon,2021,<1,800+,578.1870420281798,52831.24478684115,1.0944035946171586,1.1188640157411673,-0.024460421124008702
Yukon,2021,1-2.5,<200,110.37724153510436,52831.24478684115,0.2089241735273222,0.8563452911421576,-0.6474211176148355
Yukon,2021,1-2.5,200-400,48.94116263418635,52831.24478684115,0.09263677740634324,0.6614775951040156,-0.5688408176976724
Yukon,2021,1-2.5,400-600,0,52831.24478684115,0,0.4576360876093021,-0.4576360876093021
Yukon,2021,1-2.5,600-800,62.641019889007204,52831.24478684115,0.11856813168371419,0.7225060713091346,-0.6039379396254204
Yukon,2021,1-2.5,800+,1521.2950404945204,52831.24478684115,2.8795366201052195,3.966848913235421,-1.0873122931302017
Yukon,2021,2.5-7,<200,387.6868517694368,52831.24478684115,0.7338211570324371,1.3116021526228097,-0.5777809955903725
Yukon,2021,2.5-7,200-400,174.80790352042015,52831.24478684115,0.3308797743186247,1.574410605790512,-1.2435308314718874
Yukon,2021,2.5-7,400-600,57.13367643388809,52831.24478684115,0.10814372567673924,0.909422186109496,-0.8012784604327567
Yukon,2021,2.5-7,600-800,283.74785908908285,52831.24478684115,0.537083425222941,3.032688377986443,-2.495604952763502
Yukon,2021,2.5-7,800+,6314.970509699736,52831.24478684115,11.953098086518352,14.778820435644478,-2.825722349126126
Yukon,2021,7-20,<200,1131.7605553054111,52831.24478684115,2.142218226868852,2.051547196053187,0.09067103081566508
Yukon,2021,7-20,200-400,457.8037626150989,52831.24478684115,0.8665397994353629,4.315696547261928,-3.4491567478265655
Yukon,2021,7-20,400-600,38.32361697517399,52831.24478684115,0.07253968201922696,0.8031877405454705,-0.7306480585262435
Yukon,2021,7-20,600-800,168.46259800469113,52831.24478684115,0.3188692575470996,3.180368129846241,-2.8614988722991415
Yukon,2021,7-20,800+,24464.8454228051,52831.24478684115,46.307531691736024,37.49712690597306,8.810404785762962
Yukon,2021,20+,<200,423.4270100494552,52831.24478684115,0.8014708185617454,0.730154629117071,0.07131618944467444
Yukon,2021,20+,200-400,0,52831.24478684115,0,0.24216292527646766,-0.24216292527646766
Yukon,2021,20+,400-600,0,52831.24478684115,0,0.08401568266774888,-0.08401568266774888
Yukon,2021,20+,600-800,0,52831.24478684115,0,0.501726698722493,-0.501726698722493
Yukon,2021,20+,800+,16589.49324415123,52831.24478684115,31.400913060226113,20.307125313118043,11.09378774710807
Kuskokwim,2017,<1,<200,573.726882091195,67695.01658828813,0.8475171600599846,0.6513260456711828,0.19619111438880177
Kuskokwim,2017,<1,200-400,707.4730358552779,67695.01658828813,1.0450887990146047,0.9859798636883665,0.05910893532623818
Kuskokwim,2017,<1,400-600,1148.7419903909324,67695.01658828813,1.6969373054111574,1.8827527024826105,-0.18581539707145311
Kuskokwim,2017,<1,600-800,1005.5283244468718,67695.01658828813,1.4853801285881325,1.331620864218231,0.1537592643699015
Kuskokwim,2017,<1,800+,110.44985209254324,67695.01658828813,0.16315802500542131,0.1639752182425399,-8.171932371185964e-4
Kuskokwim,2017,1-2.5,<200,3516.738964162902,67695.01658828813,5.1949746693338295,4.76775131433035,0.42722335500347963
Kuskokwim,2017,1-2.5,200-400,4279.8253144195805,67695.01658828813,6.3222162134162625,5.174998716298119,1.1472174971181435
Kuskokwim,2017,1-2.5,400-600,7097.039988860052,67695.01658828813,10.483844079724928,10.320834554102614,0.1630095256223143
Kuskokwim,2017,1-2.5,600-800,4898.1734729288155,67695.01658828813,7.235648530406366,6.776429307212793,0.459219223193573
Kuskokwim,2017,1-2.5,800+,2629.648054267035,67695.01658828813,3.8845519017451413,4.128708062599962,-0.24415616085482084
Kuskokwim,2017,2.5-7,<200,2150.7454951329214,67695.01658828813,3.177110522349766,3.037126097483086,0.13998442486668017
Kuskokwim,2017,2.5-7,200-400,2812.432722716826,67695.01658828813,4.154563902128364,3.4185363040021937,0.7360275981261699
Kuskokwim,2017,2.5-7,400-600,9663.690371698012,67695.01658828813,14.275334963681686,16.68218303297689,-2.4068480692952043
Kuskokwim,2017,2.5-7,600-800,3383.040030174216,67695.01658828813,4.997472784074203,4.42007567330624,0.5773971107679632
Kuskokwim,2017,2.5-7,800+,795.8639332401033,67695.01658828813,1.1756610358491222,1.2332201416794997,-0.05755910583037749
Kuskokwim,2017,7-20,<200,1490.5962330784155,67695.01658828813,2.2019290461866916,2.127028530129709,0.07490051605698245
Kuskokwim,2017,7-20,200-400,6837.571958546797,67695.01658828813,10.100554373347714,8.919042803801828,1.1815115695458864
Kuskokwim,2017,7-20,400-600,4286.990422908327,67695.01658828813,6.332800609210599,8.763455023006584,-2.4306544137959847
Kuskokwim,2017,7-20,600-800,3087.0786377115314,67695.01658828813,4.56027458636538,4.718192149464812,-0.15791756309943228
Kuskokwim,2017,7-20,800+,1402.4990725655578,67695.01658828813,2.0717907214579268,2.1822975673191185,-0.11050684586119175
Kuskokwim,2017,20+,<200,888.7273096043795,67695.01658828813,1.3128400795135304,1.373748265152164,-0.06090818563863354
Kuskokwim,2017,20+,200-400,2654.1126000255144,67695.01658828813,3.920691261762244,3.161288419024822,0.7594028427374222
Kuskokwim,2017,20+,400-600,551.8411909151919,67695.01658828813,0.8151873191366726,1.2809345432329835,-0.46574722409631086
Kuskokwim,2017,20+,600-800,1156.943571648744,67695.01658828813,1.7090527928889023,1.3182691928706063,0.39078360001829604
Kuskokwim,2017,20+,800+,565.5371588063799,67695.01658828813,0.8354191893413659,1.1802256077026902,-0.3448064183613243
Kuskokwim,2018,<1,<200,759.9273502057102,64321.84855053138,1.1814451346321455,0.6513260456711828,0.5301190889609627
Kuskokwim,2018,<1,200-400,650.6636482607024,64321.84855053138,1.011574858190743,0.9859798636883665,0.025594994502376567
Kuskokwim,2018,<1,400-600,889.3792436827092,64321.84855053138,1.3827016227371187,1.8827527024826105,-0.5000510797454918
Kuskokwim,2018,<1,600-800,736.6541984040604,64321.84855053138,1.1452627917329572,1.331620864218231,-0.1863580724852738
Kuskokwim,2018,<1,800+,116.14990692325863,64321.84855053138,0.18057613321235785,0.1639752182425399,0.016600914969817943
Kuskokwim,2018,1-2.5,<200,6367.926778764624,64321.84855053138,9.900099145567882,4.76775131433035,5.132347831237532
Kuskokwim,2018,1-2.5,200-400,4532.582833659766,64321.84855053138,7.046723525209259,5.174998716298119,1.8717248089111402
Kuskokwim,2018,1-2.5,400-600,4111.984134680381,64321.84855053138,6.39282643043133,10.320834554102614,-3.928008123671284
Kuskokwim,2018,1-2.5,600-800,4049.8908126403594,64321.84855053138,6.296291079785676,6.776429307212793,-0.4801382274271173
Kuskokwim,2018,1-2.5,800+,2655.8801502624187,64321.84855053138,4.129048231839845,4.128708062599962,3.401692398830036e-4
Kuskokwim,2018,2.5-7,<200,4380.829894078185,64321.84855053138,6.810796009129924,3.037126097483086,3.7736699116468384
Kuskokwim,2018,2.5-7,200-400,3938.185385096527,64321.84855053138,6.12262469727169,3.4185363040021937,2.7040883932694966
Kuskokwim,2018,2.5-7,400-600,5986.04688732565,64321.84855053138,9.306397471806175,16.68218303297689,-7.375785561170716
Kuskokwim,2018,2.5-7,600-800,2612.8378584637167,64321.84855053138,4.062131169024264,4.42007567330624,-0.357944504281976
Kuskokwim,2018,2.5-7,800+,591.0618660748946,64321.84855053138,0.9189130589282664,1.2332201416794997,-0.3143070827512333
Kuskokwim,2018,7-20,<200,2431.06926827231,64321.84855053138,3.779538870625674,2.127028530129709,1.6525103404959647
Kuskokwim,2018,7-20,200-400,8006.461650681019,64321.84855053138,12.447499304052378,8.919042803801828,3.5284565002505506
Kuskokwim,2018,7-20,400-600,2460.0661990731787,64321.84855053138,3.8246198679140035,8.763455023006584,-4.93883515509258
Kuskokwim,2018,7-20,600-800,2518.6247537530835,64321.84855053138,3.91565978047793,4.718192149464812,-0.8025323689868822
Kuskokwim,2018,7-20,800+,932.7822193012962,64321.84855053138,1.4501794340821854,2.1822975673191185,-0.7321181332369331
Kuskokwim,2018,20+,<200,1228.3629500899565,64321.84855053138,1.9097133831981707,1.373748265152164,0.5359651180460068
Kuskokwim,2018,20+,200-400,2517.4170961141353,64321.84855053138,3.9137822572627825,3.161288419024822,0.7524938382379607
Kuskokwim,2018,20+,400-600,466.04978759848507,64321.84855053138,0.7245590698973077,1.2809345432329835,-0.5563754733356758
Kuskokwim,2018,20+,600-800,782.0545473967325,64321.84855053138,1.2158458828843342,1.3182691928706063,-0.10242330998627214
Kuskokwim,2018,20+,800+,598.9591297282165,64321.84855053138,0.9311907901055936,1.1802256077026902,-0.24903481759709667
Kuskokwim,2019,<1,<200,478.8743748324679,102225.87987242309,0.4684473006542947,0.6513260456711828,-0.1828787450168881
Kuskokwim,2019,<1,200-400,1264.270278766846,102225.87987242309,1.236741889964306,0.9859798636883665,0.25076202627593935
Kuskokwim,2019,<1,400-600,2798.0128724386955,102225.87987242309,2.737088568893306,1.8827527024826105,0.8543358664106957
Kuskokwim,2019,<1,600-800,1417.9312861530298,102225.87987242309,1.3870570621867908,1.331620864218231,0.05543619796855981
Kuskokwim,2019,<1,800+,223.36149203005044,102225.87987242309,0.21849798926534397,0.1639752182425399,0.05452277102280406
Kuskokwim,2019,1-2.5,<200,1024.336609889941,102225.87987242309,1.0020325686296887,4.76775131433035,-3.765718745700661
Kuskokwim,2019,1-2.5,200-400,5192.321453157601,102225.87987242309,5.079263156881182,5.174998716298119,-0.09573555941693712
Kuskokwim,2019,1-2.5,400-600,13921.433381436302,102225.87987242309,13.618306243790824,10.320834554102614,3.2974716896882104
Kuskokwim,2019,1-2.5,600-800,7772.0767233461875,102225.87987242309,7.602846493515795,6.776429307212793,0.8264171863030016
Kuskokwim,2019,1-2.5,800+,5447.652981403501,102225.87987242309,5.329035062551792,4.128708062599962,1.2003269999518302
Kuskokwim,2019,2.5-7,<200,652.404749227183,102225.87987242309,0.6381992016516539,3.037126097483086,-2.398926895831432
Kuskokwim,2019,2.5-7,200-400,1690.713652650469,102225.87987242309,1.653899829241346,3.4185363040021937,-1.7646364747608476
Kuskokwim,2019,2.5-7,400-600,22867.011058528966,102225.87987242309,22.36910172557749,16.68218303297689,5.6869186926005995
Kuskokwim,2019,2.5-7,600-800,3496.1288724059223,102225.87987242309,3.4200036984460858,4.42007567330624,-1.000071974860154
Kuskokwim,2019,2.5-7,800+,1243.6740566628953,102225.87987242309,1.2165941327333045,1.2332201416794997,-0.016626008946195148
Kuskokwim,2019,7-20,<200,1093.9316636945948,102225.87987242309,1.0701122504984169,2.127028530129709,-1.0569162796312923
Kuskokwim,2019,7-20,200-400,6710.712165279315,102225.87987242309,6.564592228165919,8.919042803801828,-2.3544505756359086
Kuskokwim,2019,7-20,400-600,10811.104867245236,102225.87987242309,10.575702435369,8.763455023006584,1.8122474123624155
Kuskokwim,2019,7-20,600-800,4042.472355258638,102225.87987242309,3.954451025810298,4.718192149464812,-0.7637411236545142
Kuskokwim,2019,7-20,800+,2715.733382642048,102225.87987242309,2.6566006436249383,2.1822975673191185,0.4743030763058198
Kuskokwim,2019,20+,<200,1016.6070262429405,102225.87987242309,0.9944712899626359,1.373748265152164,-0.3792769751895281
Kuskokwim,2019,20+,200-400,2164.8947759697517,102225.87987242309,2.117756069863639,3.161288419024822,-1.043532349161183
Kuskokwim,2019,20+,400-600,1417.280266858715,102225.87987242309,1.3864202182729728,1.2809345432329835,0.10548567503998929
Kuskokwim,2019,20+,600-800,901.3528316032513,102225.87987242309,0.8817266554498048,1.3182691928706063,-0.4365425374208015
Kuskokwim,2019,20+,800+,1861.5866946985323,102225.87987242309,1.8210522589991638,1.1802256077026902,0.6408266512964735
Kuskokwim,2020,<1,<200,276.496339131457,76947.58931448821,0.3593307361474369,0.6513260456711828,-0.2919953095237459
Kuskokwim,2020,<1,200-400,697.560624084913,76947.58931448821,0.9065399323089275,0.9859798636883665,-0.07943993137943905
Kuskokwim,2020,<1,400-600,1660.9232492315457,76947.58931448821,2.158512390093572,1.8827527024826105,0.2757596876109616
Kuskokwim,2020,<1,600-800,1232.0172804272167,76947.58931448821,1.6011122523824721,1.331620864218231,0.2694913881642411
Kuskokwim,2020,<1,800+,130.24290390602198,76947.58931448821,0.16926183791634258,0.1639752182425399,0.005286619673802673
Kuskokwim,2020,1-2.5,<200,1481.1476081116812,76947.58931448821,1.9248785066653162,4.76775131433035,-2.8428728076650334
Kuskokwim,2020,1-2.5,200-400,3232.791087285002,76947.58931448821,4.201289625945838,5.174998716298119,-0.9737090903522807
Kuskokwim,2020,1-2.5,400-600,9434.58379904538,76947.58931448821,12.26105181864219,10.320834554102614,1.9402172645395765
Kuskokwim,2020,1-2.5,600-800,5487.915245136342,76947.58931448821,7.132017122338931,6.776429307212793,0.355587815126138
Kuskokwim,2020,1-2.5,800+,3695.736714711691,76947.58931448821,4.802927223109032,4.128708062599962,0.6742191605090699
Kuskokwim,2020,2.5-7,<200,603.022947977311,76947.58931448821,0.7836801040156429,3.037126097483086,-2.2534459934674427
Kuskokwim,2020,2.5-7,200-400,1681.2434491704337,76947.58931448821,2.184920234861572,3.4185363040021937,-1.2336160691406217
Kuskokwim,2020,2.5-7,400-600,15572.180796519488,76947.58931448821,20.237386167973753,16.68218303297689,3.5552031349968622
Kuskokwim,2020,2.5-7,600-800,3223.338414111275,76947.58931448821,4.1890050654314175,4.42007567330624,-0.23107060787482236
Kuskokwim,2020,2.5-7,800+,1336.279705746511,76947.58931448821,1.7366102273653778,1.2332201416794997,0.5033900856858782
Kuskokwim,2020,7-20,<200,796.0878010709259,76947.58931448821,1.0345844595823266,2.127028530129709,-1.0924440705473826
Kuskokwim,2020,7-20,200-400,5002.26236338057,76947.58931448821,6.50086949824523,8.919042803801828,-2.418173305556598
Kuskokwim,2020,7-20,400-600,9637.116775838464,76947.58931448821,12.524260814008272,8.763455023006584,3.7608057910016885
Kuskokwim,2020,7-20,600-800,3618.380202014906,76947.58931448821,4.702395792058443,4.718192149464812,-0.01579635740636931
Kuskokwim,2020,7-20,800+,2190.685023853058,76947.58931448821,2.846983308209476,2.1822975673191185,0.6646857408903575
Kuskokwim,2020,20+,<200,866.5626247931035,76947.58931448821,1.1261725448622224,1.373748265152164,-0.24757572028994157
Kuskokwim,2020,20+,200-400,1595.4070584399196,76947.58931448821,2.0733684741173892,3.161288419024822,-1.0879199449074326
Kuskokwim,2020,20+,400-600,1434.4284465526616,76947.58931448821,1.8641629443257652,1.2809345432329835,0.5832284010927817
Kuskokwim,2020,20+,600-800,982.5604992208031,76947.58931448821,1.2769217437144582,1.3182691928706063,-0.041347449156148075
Kuskokwim,2020,20+,800+,1078.618354727536,76947.58931448821,1.4017571756785971,1.1802256077026902,0.2215315679759069
Kuskokwim,2021,<1,<200,303.91475813670576,80670.01623160893,0.3767381889005036,0.6513260456711828,-0.2745878567706792
Kuskokwim,2021,<1,200-400,650.3735826252891,80670.01623160893,0.8062147660389999,0.9859798636883665,-0.17976509764936666
Kuskokwim,2021,<1,400-600,1591.4882237613103,80670.01623160893,1.9728373664783243,1.8827527024826105,0.0900846639957138
Kuskokwim,2021,<1,600-800,1123.002910911824,80670.01623160893,1.392094564215295,1.331620864218231,0.06047369999706409
Kuskokwim,2021,<1,800+,126.18188615547336,80670.01623160893,0.15641733081247544,0.1639752182425399,-0.007557887430064469
Kuskokwim,2021,1-2.5,<200,2344.046562170234,80670.01623160893,2.9057221898162537,4.76775131433035,-1.862029124514096
Kuskokwim,2021,1-2.5,200-400,3456.9103513321884,80670.01623160893,4.2852481167317125,5.174998716298119,-0.8897505995664066
Kuskokwim,2021,1-2.5,400-600,9299.42362291337,80670.01623160893,11.527732430614757,10.320834554102614,1.2068978765121425
Kuskokwim,2021,1-2.5,600-800,5706.25341590647,80670.01623160893,7.073574151173394,6.776429307212793,0.29714484396060037
Kuskokwim,2021,1-2.5,800+,3174.5880113800667,80670.01623160893,3.9352762769572474,4.128708062599962,-0.1934317856427148
Kuskokwim,2021,2.5-7,<200,870.9799022440577,80670.01623160893,1.079682319318515,3.037126097483086,-1.9574437781645708
Kuskokwim,2021,2.5-7,200-400,2113.8255602508607,80670.01623160893,2.6203361037909403,3.4185363040021937,-0.7982002002112534
Kuskokwim,2021,2.5-7,400-600,15823.31853584231,80670.01623160893,19.614869656667135,16.68218303297689,2.9326866236902447
Kuskokwim,2021,2.5-7,600-800,4041.6684099946247,80670.01623160893,5.0101247015876735,4.42007567330624,0.5900490282814337
Kuskokwim,2021,2.5-7,800+,962.9319098757317,80670.01623160893,1.1936676783491535,1.2332201416794997,-0.03955246333034612
Kuskokwim,2021,7-20,<200,956.069997318629,80670.01623160893,1.1851615283845849,2.127028530129709,-0.9418670017451243
Kuskokwim,2021,7-20,200-400,6834.638125077916,80670.01623160893,8.472340089104755,8.919042803801828,-0.44670271469707323
Kuskokwim,2021,7-20,400-600,8382.12354476132,80670.01623160893,10.390630789878227,8.763455023006584,1.627175766871643
Kuskokwim,2021,7-20,600-800,4373.843684592065,80670.01623160893,5.421895133917504,4.718192149464812,0.7037029844526916
Kuskokwim,2021,7-20,800+,1851.2443146430394,80670.01623160893,2.2948356788822193,2.1822975673191185,0.11253811156310078
Kuskokwim,2021,20+,<200,769.6709268523673,80670.01623160893,0.9540978951120964,1.373748265152164,-0.41965037004006756
Kuskokwim,2021,20+,200-400,2482.1114004702035,80670.01623160893,3.0768698413843114,3.161288419024822,-0.08441857764051042
Kuskokwim,2021,20+,400-600,1412.5346861056557,80670.01623160893,1.7510033493115655,1.2809345432329835,0.47006880607858204
Kuskokwim,2021,20+,600-800,1067.6589342826808,80670.01623160893,1.3234891774626172,1.3182691928706063,0.005219984592010896
Kuskokwim,2021,20+,800+,951.2129740045347,80670.01623160893,1.1791406751097453,1.1802256077026902,-0.0010849325929449538
Kuskokwim,2022,<1,<200,852.7578152315242,126432.31161273703,0.6744777536327318,0.6513260456711828,0.023151707961548973
Kuskokwim,2022,<1,200-400,1150.1786807381427,126432.31161273703,0.9097189366126179,0.9859798636883665,-0.07626092707574861
Kuskokwim,2022,<1,400-600,1704.8625494358453,126432.31161273703,1.3484389612821839,1.8827527024826105,-0.5343137412004266
Kuskokwim,2022,<1,600-800,1237.542712167874,126432.31161273703,0.9788183862037381,1.331620864218231,-0.35280247801449294
Kuskokwim,2022,<1,800+,121.29915121860584,126432.31161273703,0.09593999324329837,0.1639752182425399,-0.06803522499924154
Kuskokwim,2022,1-2.5,<200,9708.485363124253,126432.31161273703,7.6788008059691295,4.76775131433035,2.9110494916387797
Kuskokwim,2022,1-2.5,200-400,5203.007801919441,126432.31161273703,4.115251659604458,5.174998716298119,-1.059747056693661
Kuskokwim,2022,1-2.5,400-600,9661.004360183995,126432.31161273703,7.64124632141166,10.320834554102614,-2.6795882326909544
