reachid,Str_Order,iso_pred,isose_pred,assignment_sum,assignment_rescale,assignment_norm
1899,1,0.706772543,7.83044e-4,0,0,0
1900,7,0.708715088,6.57848e-4,0,0,0
1901,2,0.706722715,7.85849e-4,0,0,0
1902,1,0.707247579,8.51762e-4,0,0,0
1903,1,0.705298338,8.33309e-4,0,0,0
1904,2,0.706710222,7.87e-4,0,0,0
1905,3,0.707403356,9.10643e-4,0,0,0
1906,1,0.70715141,8.26492e-4,0,0,0
3025,1,0.7068178,7.81357e-4,0,0,0
3026,1,0.706735249,7.88668e-4,0,0,0
3027,2,0.704433097,9.59288e-4,0,0,0
3079,5,0.706819099,7.56565e-4,0,0,0
3080,4,0.706660082,7.58858e-4,0,0,0
3081,3,0.705039266,8.37454e-4,0,0,0
3247,1,0.70476147,6.19874e-4,0,0,0
3248,1,0.706847209,7.79335e-4,0,0,0
5848,1,0.706859131,7.63323e-4,0,0,0
5375,1,0.70752257,7.58977e-4,0,0,0
5376,4,0.707637078,4.72637e-4,12.824219386900424,6.800509225416959e-4,0.2331365965231168
5377,5,0.707940224,8.46545e-4,0,0,0
5378,1,0.705514958,7.75132e-4,0,0,0
5379,4,0.706900503,7.68138e-4,0,0,0
5380,1,0.706892877,7.68662e-4,0,0,0
5381,2,0.704997105,8.52072e-4,0,0,0
2077,2,0.70633211,7.87148e-4,0,0,0
2078,2,0.706715585,7.87175e-4,0,0,0
2079,2,0.7069073,7.82737e-4,0,0,0
2080,1,0.706916875,7.83426e-4,0,0,0
2081,2,0.704467792,9.64459e-4,0,0,0
2082,2,0.705309794,8.07626e-4,0,0,0
2086,4,0.706889436,7.82669e-4,0,0,0
2087,1,0.706999339,7.88634e-4,0,0,0
8818,1,0.706996172,6.55636e-4,0,0,0
8819,1,0.707456394,7.85739e-4,0,0,0
8940,5,0.706994798,1.54851e-4,28.897663238859273,0.001532403801899969,0.5253421398779716
8941,4,0.70798164,8.53014e-4,0,0,0
8942,4,0.707981649,8.32889e-4,0,0,0
8991,2,0.707468849,7.89613e-4,0,0,0
8992,1,0.706836902,6.66538e-4,0,0,0
8993,1,0.707210807,7.0734e-4,0,0,0
12562,1,0.707496358,6.42455e-4,0,0,0
12566,1,0.706024119,7.26175e-4,0,0,0
12567,1,0.706518034,6.54808e-4,0,0,0
12568,3,0.706554773,9.0957e-4,0,0,0
12569,1,0.708996207,6.36856e-4,0,0,0
12574,2,0.709455732,5.84902e-4,0,0,0
12575,1,0.706660247,6.53414e-4,0,0,0
15706,1,0.70806284,6.65368e-4,0,0,0
15707,1,0.710634329,6.42614e-4,0,0,0
15708,1,0.710569024,6.33841e-4,0,0,0
15709,1,0.710983775,7.8405e-4,0,0,0
15710,1,0.708091349,6.71466e-4,0,0,0
15711,2,0.708069951,6.65283e-4,0,0,0
15712,2,0.707953956,6.60304e-4,0,0,0
2589,1,0.704462336,9.54612e-4,0,0,0
2602,2,0.706683254,7.93173e-4,0,0,0
2604,3,0.706434874,7.60574e-4,0,0,0
2944,1,0.707049023,0.00077797299999999995,0,0,0
2945,2,0.706837276,6.87103e-4,0,0,0
2946,1,0.707510785,8.03976e-4,0,0,0
1907,1,0.706706248,7.87213e-4,0,0,0
1908,1,0.706689682,7.88871e-4,0,0,0
1921,2,0.705686244,7.52212e-4,0,0,0
1922,2,0.707247558,8.47758e-4,0,0,0
1923,4,0.706339425,6.24656e-4,0,0,0
1927,1,0.706763109,7.8347e-4,0,0,0
1928,4,0.705038988,6.69e-5,0,0,0
1929,6,0.706948875,5.04673e-4,0,0,0
1930,2,0.706042947,7.43727e-4,0,0,0
1931,1,0.707332394,8.77811e-4,0,0,0
1932,2,0.70736888,8.94944e-4,0,0,0
1933,1,0.706630404,7.97443e-4,0,0,0
1934,1,0.704458189,4.83228e-4,0,0,0
1935,1,0.70668457,7.89533e-4,0,0,0
1942,1,0.706654379,7.93834e-4,0,0,0
1943,2,0.706796757,7.82301e-4,0,0,0
1944,3,0.707313703,8.76389e-4,0,0,0
1945,1,0.704442152,8.919e-4,0,0,0
1946,4,0.70676111,7.83613e-4,0,0,0
1947,1,0.706649213,6.99557e-4,0,0,0
1948,1,0.704456469,9.5766e-4,0,0,0
1949,1,0.707377246,8.96003e-4,0,0,0
1950,5,0.705130364,1.59676e-4,0,0,0
1951,5,0.706944521,7.88117e-4,0,0,0
1952,4,0.704715149,3.36469e-4,2.208693455382474,1.1712401173352761e-4,0.04015271880616267
1953,2,0.707306123,8.67206e-4,0,0,0
1960,1,0.706991221,7.91123e-4,0,0,0
1961,1,0.706717328,7.86535e-4,0,0,0
1962,1,0.706728344,7.85728e-4,0,0,0
1963,1,0.706678084,6.88242e-4,0,0,0
1964,4,0.7050906,1.17218e-4,17.024531577156253,9.027877686427822e-4,0.30949574625593207
1966,2,0.706957075,7.89082e-4,0,0,0
1967,1,0.707370328,8.8788e-4,0,0,0
1968,6,0.706944117,5.13179e-4,0,0,0
1984,5,0.705063551,1.8993e-4,26.86076300748278,0.001424389751322519,0.488312518575225
1986,1,0.706701765,7.88098e-4,0,0,0
2044,1,0.706728937,7.85916e-4,0,0,0
2045,4,0.706780726,7.82819e-4,0,0,0
2046,2,0.707256157,8.4862e-4,0,0,0
2116,1,0.70676644,7.83584e-4,0,0,0
2117,1,0.706829619,7.81432e-4,0,0,0
2118,1,0.707932813,9.31081e-4,0,0,0
2143,2,0.70757884,9.84242e-4,0,0,0
2144,1,0.706808261,7.81816e-4,0,0,0
2145,2,0.707602861,8.30977e-4,0,0,0
2278,1,0.70702797,7.89114e-4,0,0,0
2280,3,0.706896268,7.81548e-4,0,0,0
2623,1,0.705124684,8.26825e-4,0,0,0
2624,2,0.707574518,7.92102e-4,0,0,0
2625,1,0.707525924,9.0364e-4,0,0,0
2752,2,0.707666465,6.97141e-4,0,0,0
2753,2,0.707783386,8.53068e-4,0,0,0
2754,2,0.707710392,9.61816e-4,0,0,0
2755,1,0.706762931,7.85279e-4,0,0,0
2757,1,0.707297544,8.10129e-4,0,0,0
1990,5,0.706918496,7.82684e-4,0,0,0
1991,1,0.707680669,7.19697e-4,0,0,0
1992,6,0.706975757,5.22558e-4,0,0,0
1996,5,0.706885381,7.81981e-4,0,0,0
1997,1,0.706937789,6.73482e-4,0,0,0
1998,1,0.706753771,7.8401e-4,0,0,0
2002,2,0.7073822,8.90996e-4,0,0,0
2003,1,0.70670885,6.91157e-4,0,0,0
2004,1,0.70479716,8.95526e-4,0,0,0
2005,5,0.705009487,7.38e-5,28.35487648475894,0.0015036205581224653,0.5154746030968993
2006,1,0.706636972,7.36707e-4,0,0,0
2007,2,0.70738546,8.92553e-4,0,0,0
2009,1,0.706675425,7.91209e-4,0,0,0
2010,2,0.706764435,7.83493e-4,0,0,0
2020,3,0.706813362,7.81913e-4,0,0,0
2021,1,0.706706415,7.87792e-4,0,0,0
2022,3,0.704936978,7.59036e-4,0,0,0
2023,7,0.708746806,6.45733e-4,0,0,0
2024,1,0.706696956,6.91443e-4,0,0,0
2025,3,0.706119982,7.41791e-4,0,0,0
2083,2,0.706667823,7.92965e-4,0,0,0
2084,1,0.706735419,7.06669e-4,0,0,0
2085,6,0.706744949,4.06291e-4,0,0,0
2140,1,0.706852798,6.83991e-4,0,0,0
2141,2,0.707435773,9.0628e-4,0,0,0
2142,5,0.705007056,8.94e-5,28.32711767001031,0.0015021485459080024,0.5149699645377195
2185,4,0.70680997,7.8174e-4,0,0,0
2186,1,0.707334537,8.58611e-4,0,0,0
2187,5,0.705005222,1.02105e-4,0,0,0
2188,1,0.707278276,8.45461e-4,0,0,0
2189,1,0.707435248,7.27246e-4,0,0,0
2190,4,0.707012537,7.90283e-4,0,0,0
2311,1,0.706676405,6.8963e-4,0,0,0
2312,3,0.706696035,7.90185e-4,0,0,0
2313,2,0.706666173,7.01712e-4,0,0,0
2365,1,0.706894552,7.80355e-4,0,0,0
2366,3,0.707029592,7.87408e-4,0,0,0
2367,1,0.706911884,7.8055e-4,0,0,0
2026,1,0.706954978,7.87201e-4,0,0,0
2027,3,0.706820868,7.81772e-4,0,0,0
2038,1,0.704460131,9.60276e-4,0,0,0
2039,1,0.704922976,6.2111e-4,0,0,0
2040,4,0.704983672,1.84392e-4,10.884155911094599,5.771719934850961e-4,0.19786740920320944
2041,2,0.706720511,7.86604e-4,0,0,0
2042,1,0.704879378,6.24065e-4,0,0,0
2043,2,0.707172444,8.2507e-4,0,0,0
2047,6,0.706859514,4.56378e-4,0,0,0
2048,4,0.704975061,1.90116e-4,10.908901014602701,5.784841926889139e-4,0.19831726030435204
2049,1,0.706812575,7.81884e-4,0,0,0
2050,1,0.707388909,8.90388e-4,0,0,0
2051,1,0.707274945,8.49313e-4,0,0,0
2052,2,0.70668775,7.89954e-4,0,0,0
3142,4,0.70607816,6.97959e-4,0,0,0
3143,2,0.706703258,7.9273e-4,0,0,0
3144,3,0.706700995,6.91321e-4,0,0,0
3217,3,0.707768881,9.41953e-4,0,0,0
3218,1,0.706739611,7.89359e-4,0,0,0
3219,2,0.707691396,9.20347e-4,0,0,0
3278,7,0.708896518,4.93299e-4,0,0,0
3279,1,0.707730484,9.19534e-4,0,0,0
3283,2,0.706917908,7.75337e-4,0,0,0
3284,1,0.707633039,6.84993e-4,0,0,0
3285,3,0.706519825,8.00583e-4,0,0,0
3346,3,0.706760233,7.86914e-4,0,0,0
3347,1,0.7052541,6.10559e-4,0,0,0
3348,1,0.707206574,7.65831e-4,0,0,0
3061,1,0.706826706,6.87443e-4,0,0,0
3062,2,0.70674875,7.8735e-4,0,0,0
3063,3,0.707766682,9.63709e-4,0,0,0
3028,1,0.706581082,6.90307e-4,0,0,0
3030,3,0.706861371,7.78584e-4,0,0,0
3163,2,0.706719939,6.90797e-4,0,0,0
3164,1,0.707399927,8.06473e-4,0,0,0
3165,1,0.706818159,6.8832e-4,0,0,0
3355,2,0.707043007,7.72095e-4,0,0,0
3356,1,0.706753135,7.87676e-4,0,0,0
3357,2,0.706716395,7.91887e-4,0,0,0
3502,2,0.705260973,3.22264e-4,0,0,0
3504,1,0.706720452,7.91866e-4,0,0,0
2932,1,0.70707906,7.79917e-4,0,0,0
2933,2,0.70684738,7.79493e-4,0,0,0
2934,6,0.707225142,7.96815e-4,0,0,0
2936,1,0.706046086,7.71601e-4,0,0,0
2937,1,0.706727705,7.89609e-4,0,0,0
3022,3,0.706694776,6.94661e-4,0,0,0
3023,2,0.706829311,7.8058e-4,0,0,0
3024,2,0.706757567,7.86464e-4,0,0,0
3249,2,0.706954893,6.60044e-4,0,0,0
3250,2,0.706948137,6.60375e-4,0,0,0
3251,1,0.707268472,7.90113e-4,0,0,0
3252,1,0.707374776,8.04981e-4,0,0,0
3485,3,0.704939052,8.46616e-4,0,0,0
3486,1,0.705311915,6.77113e-4,0,0,0
3487,2,0.706884939,6.84621e-4,0,0,0
3488,2,0.70731,7.86268e-4,0,0,0
3489,1,0.706918723,6.84671e-4,0,0,0
2878,1,0.707024643,7.78625e-4,0,0,0
2880,1,0.706521255,6.69706e-4,0,0,0
2882,2,0.706661686,7.97599e-4,0,0,0
2884,3,0.706830342,7.80504e-4,0,0,0
2885,1,0.706773608,7.84656e-4,0,0,0
2886,1,0.707495576,6.78841e-4,0,0,0
2887,1,0.707170177,7.88691e-4,0,0,0
2888,1,0.7077481,9.66193e-4,0,0,0
2889,1,0.707258038,7.9345e-4,0,0,0
5336,2,0.70755179,7.61871e-4,0,0,0
5337,1,0.704866835,9.08883e-4,0,0,0
5338,1,0.708185579,9.66246e-4,0,0,0
5339,1,0.706813663,0.00076487600000000005,0,0,0
5340,7,0.708973289,1.74656e-4,0,0,0
5341,2,0.708185914,9.66085e-4,0,0,0
5345,1,0.707887174,7.68588e-4,0,0,0
5346,3,0.70676187,7.68182e-4,0,0,0
5347,3,0.708178292,9.62567e-4,0,0,0
5348,3,0.707665002,6.76921e-4,0,0,0
5349,1,0.706909251,7.67905e-4,0,0,0
5350,4,0.707829192,7.90271e-4,0,0,0
5351,1,0.707806761,6.97159e-4,0,0,0
5352,1,0.707605554,7.38491e-4,0,0,0
5353,3,0.707818006,7.954e-4,0,0,0
5354,5,0.706991782,6.58e-5,26.902847497834514,0.0014266214346417882,0.4890775893020277
5355,3,0.70564931,7.43145e-4,0,0,0
5356,4,0.7051069,7.44371e-4,0,0,0
5357,1,0.707715363,7.87452e-4,0,0,0
5358,4,0.708097548,9.16538e-4,0,0,0
5360,1,0.706829397,7.68835e-4,0,0,0
5361,3,0.7075829,7.65241e-4,0,0,0
5362,2,0.708187036,9.66614e-4,0,0,0
5363,4,0.706969863,5.89398e-4,14.386746026103067,7.629095863268107e-4,0.2615423911878987
5364,1,0.708015884,8.72997e-4,0,0,0
5365,2,0.707641867,6.42525e-4,0,0,0
5372,5,0.706807266,3.71302e-4,0,0,0
5373,1,0.707676317,7.77328e-4,0,0,0
5567,2,0.708069388,8.78496e-4,0,0,0
5568,1,0.708218302,9.83749e-4,0,0,0
5569,2,0.705457498,7.85915e-4,0,0,0
5537,3,0.7078657,7.81943e-4,0,0,0
5606,1,0.706851083,7.63364e-4,0,0,0
5607,4,0.708129772,9.23492e-4,0,0,0
5608,3,0.705533748,2.03372e-4,0.7149121746376347,3.7910820864093225e-5,0.012996673417659178
5810,4,0.705934398,7.10199e-4,0,0,0
5811,2,0.706863643,7.60184e-4,0,0,0
5812,2,0.708086912,6.97972e-4,0,0,0
5846,4,0.705958675,6.14985e-4,0,0,0
5847,1,0.704933075,8.1486e-4,0,0,0
5382,1,0.705251811,8.26912e-4,0,0,0
5383,2,0.707651728,7.7303e-4,0,0,0
5384,3,0.707610304,5.94245e-4,0,0,0
5385,1,0.707164049,6.71194e-4,0,0,0
5387,2,0.706877427,7.71425e-4,0,0,0
5388,1,0.707879039,8.22299e-4,0,0,0
5389,4,0.706904931,7.67488e-4,0,0,0
5390,1,0.707881682,6.45428e-4,0,0,0
5391,2,0.70802551,8.75942e-4,0,0,0
5392,1,0.706932612,7.66285e-4,0,0,0
6038,2,0.706841904,7.58095e-4,0,0,0
6039,3,0.707719005,7.02822e-4,0,0,0
6040,3,0.706842009,7.51974e-4,0,0,0
6041,1,0.706927532,7.59453e-4,0,0,0
6042,1,0.707523716,8.09037e-4,0,0,0
6043,1,0.707745027,7.5218e-4,0,0,0
6044,1,0.705400849,7.29966e-4,0,0,0
6045,2,0.707687953,6.74896e-4,0,0,0
6046,3,0.705468887,1.62028e-4,8.413041358494747,4.4613214766662027e-4,0.15294403265832976
6050,4,0.705314674,6.87946e-4,0,0,0
6051,1,0.708058226,8.6126e-4,0,0,0
6052,1,0.705441857,7.11024e-4,0,0,0
6053,1,0.706887511,7.58605e-4,0,0,0
6054,1,0.706895754,7.59648e-4,0,0,0
6055,3,0.705461768,1.51808e-4,0,0,0
6056,5,0.707023647,6.83e-5,0,0,0
6057,3,0.705554229,6.74e-5,0,0,0
6058,2,0.705032754,8.705e-4,0,0,0
6059,1,0.70401687,8.01479e-4,0,0,0
6060,1,0.707170523,6.77645e-4,0,0,0
6061,1,0.706996103,7.64992e-4,0,0,0
6062,2,0.708325648,7.67727e-4,0,0,0
6063,1,0.705506787,7.18317e-4,0,0,0
6064,2,0.707220637,6.51948e-4,0,0,0
6065,1,0.704921471,8.88787e-4,0,0,0
6066,5,0.707834978,7.60787e-4,0,0,0
6067,2,0.704980141,8.1517e-4,0,0,0
6068,1,0.708204737,9.3344e-4,0,0,0
6069,3,0.706835866,7.55036e-4,0,0,0
6070,2,0.705120776,8.43215e-4,0,0,0
6071,6,0.705167672,2.14344e-4,35.90654371203087,0.0019040752064482692,0.6527593720427356
6072,3,0.706442583,6.75154e-4,0,0,0
6073,3,0.706778207,7.42878e-4,0,0,0
6074,1,0.706877227,7.57269e-4,0,0,0
6075,1,0.70768389,7.69455e-4,0,0,0
6076,3,0.707731462,6.89195e-4,0,0,0
6077,1,0.707593372,8.02486e-4,0,0,0
6078,3,0.707646586,7.65709e-4,0,0,0
6079,2,0.708213838,9.42851e-4,0,0,0
6083,2,0.705419796,7.94051e-4,0,0,0
6084,2,0.708126967,8.94278e-4,0,0,0
6085,5,0.707024047,6.55e-5,25.93588509116224,0.0013753447325766065,0.471498794238084
6089,2,0.705133787,8.44173e-4,0,0,0
6090,4,0.708234676,9.59612e-4,0,0,0
6091,1,0.706641937,6.65963e-4,0,0,0
6092,1,0.706921473,7.58893e-4,0,0,0
6093,1,0.708144533,9.00175e-4,0,0,0
6094,3,0.707738712,6.96098e-4,0,0,0
6095,1,0.706868519,7.56873e-4,0,0,0
6096,1,0.706952999,7.54289e-4,0,0,0
6097,2,0.707440103,7.49391e-4,0,0,0
6098,1,0.708244882,9.58055e-4,0,0,0
6099,2,0.704964297,8.82478e-4,0,0,0
6100,1,0.707768183,7.00846e-4,0,0,0
6101,1,0.707840083,7.4835e-4,0,0,0
6102,1,0.708014892,7.3722e-4,0,0,0
6103,1,0.706873415,7.57312e-4,0,0,0
6107,1,0.707704558,7.77033e-4,0,0,0
6108,2,0.707761394,7.27016e-4,0,0,0
6110,1,0.706941812,7.59607e-4,0,0,0
6111,1,0.706937201,7.59496e-4,0,0,0
6112,1,0.707784047,7.60381e-4,0,0,0
6113,7,0.708906106,7.01e-5,0,0,0
6114,1,0.707686428,6.51456e-4,0,0,0
6115,1,0.706924508,7.58054e-4,0,0,0
6116,3,0.707452653,6.54133e-4,0,0,0
6117,1,0.70778678799999994,7.51033e-4,0,0,0
6118,4,0.70808003,2.84036e-4,34.19173644866296,0.0018131413081537856,0.6215852072056085
6269,3,0.707052536,5.69579e-4,0,0,0
6270,2,0.707702082,6.72421e-4,0,0,0
6271,1,0.707281323,6.67611e-4,0,0,0
6272,3,0.707693439,7.70228e-4,0,0,0
6273,2,0.707273434,6.21365e-4,0,0,0
6274,1,0.706878165,7.49265e-4,0,0,0
6278,1,0.707746331,6.75e-4,0,0,0
6279,1,0.70690054,7.52983e-4,0,0,0
6280,1,0.707774491,6.78505e-4,0,0,0
6281,1,0.708142244,8.94583e-4,0,0,0
6282,2,0.708359029,8.21501e-4,0,0,0
6283,1,0.707948626,7.15484e-4,0,0,0
6290,3,0.707293429,5.73585e-4,0,0,0
6291,2,0.707327465,6.67979e-4,0,0,0
6292,1,0.705434249,7.30805e-4,0,0,0
6296,1,0.706887504,7.52618e-4,0,0,0
6297,2,0.707095186,6.2506e-4,0,0,0
6298,1,0.706959722,7.55458e-4,0,0,0
6302,1,0.707728681,7.74846e-4,0,0,0
6303,2,0.708378191,8.43543e-4,0,0,0
6304,5,0.706901572,3.37984e-4,22.91239580449452,0.001215013205435579,0.4165335772021185
6305,1,0.707629872,7.63409e-4,0,0,0
6306,3,0.708409767,8.23956e-4,0,0,0
6307,3,0.70683537,7.50392e-4,0,0,0
6316,1,0.706886188,7.52959e-4,0,0,0
6317,1,0.707899345,7.01199e-4,0,0,0
6318,1,0.707564499,7.58236e-4,0,0,0
6319,1,0.706991938,7.57172e-4,0,0,0
6320,2,0.707569808,7.58339e-4,0,0,0
6321,2,0.705515577,7.20648e-4,0,0,0
6322,2,0.706957902,7.54232e-4,0,0,0
6323,1,0.706960765,7.55192e-4,0,0,0
6324,2,0.706898476,7.52262e-4,0,0,0
6325,1,0.703539684,9.65697e-4,0,0,0
6431,4,0.706146682,6.88914e-4,0,0,0
6432,1,0.707757933,7.71876e-4,0,0,0
6433,5,0.706936645,3.25398e-4,22.652016690067484,0.0012012056549224016,0.41180004148256977
6434,2,0.707017722,7.53753e-4,0,0,0
6435,1,0.707261282,6.39856e-4,0,0,0
6436,1,0.70698826,7.53001e-4,0,0,0
6437,3,0.706642821,7.16441e-4,0,0,0
6438,1,0.708602409,7.51734e-4,0,0,0
6439,2,0.705580718,7.2239e-4,0,0,0
6476,1,0.705514111,7.27777e-4,0,0,0
6477,2,0.706912257,7.49277e-4,0,0,0
6478,3,0.706905121,7.47671e-4,0,0,0
6530,1,0.706923368,7.47784e-4,0,0,0
6531,1,0.70503869,8.73649e-4,0,0,0
6532,1,0.705487563,7.27796e-4,0,0,0
6380,1,0.707013023,7.53485e-4,0,0,0
6381,2,0.705264522,8.49202e-4,0,0,0
6382,2,0.706984504,7.52787e-4,0,0,0
6383,1,0.707055896,7.63884e-4,0,0,0
6384,2,0.70776056,6.73703e-4,0,0,0
6385,1,0.706953629,7.53511e-4,0,0,0
6536,2,0.707338986,7.47501e-4,0,0,0
6537,3,0.706864039,7.41751e-4,0,0,0
6538,1,0.705425999,7.34685e-4,0,0,0
6539,3,0.706315017,6.99263e-4,0,0,0
6540,4,0.706239414,6.85707e-4,0,0,0
6541,2,0.707703094,7.71599e-4,0,0,0
8232,1,0.706209912,8.04024e-4,0,0,0
8233,3,0.708871673,7.83903e-4,0,0,0
8234,1,0.705776099,7.09758e-4,0,0,0
8235,1,0.707208394,7.54887e-4,0,0,0
8236,1,0.707319415,6.83078e-4,0,0,0
8237,1,0.707154251,7.14191e-4,0,0,0
8241,1,0.707169153,7.09391e-4,0,0,0
8242,5,0.707878182,1.74922e-4,32.247852520682684,0.0017100597857113914,0.5862465663626244
8243,1,0.707198446,7.56228e-4,0,0,0
8244,1,0.707270284,6.36542e-4,0,0,0
8245,1,0.707294885,7.51361e-4,0,0,0
8246,1,0.707633743,6.75812e-4,0,0,0
8247,1,0.707203455,7.45445e-4,0,0,0
8248,2,0.70693846,7.15861e-4,0,0,0
8249,1,0.707159065,7.14409e-4,0,0,0
8250,2,0.707605351,7.95724e-4,0,0,0
8251,2,0.707157585,7.10376e-4,0,0,0
8252,4,0.707874882,7.84939e-4,0,0,0
8253,1,0.707144067,7.18144e-4,0,0,0
8254,1,0.707615495,8.00308e-4,0,0,0
8255,2,0.70717757,6.86054e-4,0,0,0
8256,2,0.707039626,6.5858e-4,0,0,0
8257,2,0.707615668,7.98886e-4,0,0,0
8258,1,0.707202832,7.42677e-4,0,0,0
8364,2,0.70886464,7.90521e-4,0,0,0
8365,4,0.706022447,5.57033e-4,0,0,0
8366,1,0.707166542,7.16337e-4,0,0,0
8367,4,0.707652881,5.73633e-4,0,0,0
8368,4,0.705742809,4.80422e-4,35.394418376781374,0.0018769178960353528,0.6434492414179206
8369,1,0.707157552,7.10422e-4,0,0,0
8370,4,0.706381719,1.70878e-4,4.180256890013688,2.2167334078976498e-4,0.07599455643480307
8371,2,0.707254885,7.33567e-4,0,0,0
8372,1,0.705198622,8.15654e-4,0,0,0
8379,2,0.705648186,8.06945e-4,0,0,0
8380,4,0.706480387,9.01e-5,0,0,0
8381,5,0.707908273,1.33817e-4,35.10018599880877,0.0018613151529719976,0.6381002737250016
8388,1,0.70724403,7.40229e-4,0,0,0
8389,1,0.707347211,7.60441e-4,0,0,0
8390,3,0.705592689,9.32e-5,17.312704108269923,9.180691662641615e-4,0.3147345495770854
8400,1,0.707228165,7.26557e-4,0,0,0
8401,4,0.706479112,7.52e-5,0,0,0
8402,2,0.707442674,7.74642e-4,0,0,0
8403,2,0.70694658,6.43639e-4,0,0,0
8404,1,0.708196804,7.44318e-4,0,0,0
8405,1,0.707249471,6.67597e-4,0,0,0
8409,1,0.707218121,7.29066e-4,0,0,0
8410,2,0.707259493,7.26396e-4,0,0,0
8411,1,0.707340795,6.4422e-4,0,0,0
8415,1,0.70905682,7.5515e-4,0,0,0
8416,5,0.707886079,2.29301e-4,34.418093065137455,0.001825144691846218,0.6257002343720384
8417,3,0.707180135,7.14588e-4,0,0,0
8429,1,0.707171737,6.99991e-4,0,0,0
8589,1,0.707532453,7.95506e-4,0,0,0
8590,1,0.707816766,7.54168e-4,0,0,0
8591,2,0.70819878,6.831e-4,0,0,0
8652,1,0.707240176,7.30301e-4,0,0,0
8653,2,0.707607982,8.14062e-4,0,0,0
8654,5,0.707542202,4.98442e-4,0,0,0
8757,2,0.708252144,7.42839e-4,0,0,0
10219,1,0.706540102,7.59514e-4,0,0,0
10220,3,0.707384576,7.50944e-4,0,0,0
10221,1,0.707485076,6.68135e-4,0,0,0
10222,1,0.705934143,7.41823e-4,0,0,0
10223,1,0.709648526,7.16464e-4,0,0,0
10224,3,0.709192754,7.14953e-4,0,0,0
10225,1,0.70708874,7.9054e-4,0,0,0
10226,5,0.707837921,3.73386e-4,32.034338577846434,0.0016987374315453653,0.5823650112799095
10227,3,0.70490991,7.71769e-4,0,0,0
10228,3,0.707392068,7.57205e-4,0,0,0
10229,2,0.707410736,7.54105e-4,0,0,0
10233,1,0.70947629,7.17787e-4,0,0,0
10234,2,0.705444837,6.84546e-4,0,0,0
10235,1,0.707098797,7.9009e-4,0,0,0
10236,1,0.707304317,7.68155e-4,0,0,0
10237,1,0.708751993,7.58448e-4,0,0,0
10238,1,0.707357047,7.57297e-4,0,0,0
10239,1,0.707431246,6.60899e-4,0,0,0
10240,2,0.707373426,7.60989e-4,0,0,0
10241,2,0.70736426,7.57275e-4,0,0,0
10245,1,0.707419862,7.89032e-4,0,0,0
10246,5,0.70584,1.42902e-4,0,0,0
10247,4,0.707322296,6.853e-4,0,0,0
10248,2,0.706569989,7.1416e-4,0,0,0
10249,2,0.706365313,7.93934e-4,0,0,0
10250,2,0.705611615,7.32516e-4,0,0,0
10251,1,0.708396266,7.34672e-4,0,0,0
10252,5,0.708272122,6.89389e-4,20.674779841563577,0.001096355472440183,0.37585506460146945
10253,3,0.707489342,7.37498e-4,0,0,0
10254,1,0.707161789,7.89553e-4,0,0,0
10255,2,0.708717781,7.5604e-4,0,0,0
10256,1,0.706308529,8.00241e-4,0,0,0
10257,1,0.705572981,7.26452e-4,0,0,0
10258,3,0.706353559,6.43e-5,0,0,0
10259,3,0.708950501,7.41604e-4,0,0,0
10260,4,0.706651972,7.1686e-4,0,0,0
10261,1,0.707351815,7.56614e-4,0,0,0
10262,1,0.709076559,7.28641e-4,0,0,0
10263,3,0.707538678,7.18451e-4,0,0,0
10264,1,0.707136541,7.90914e-4,0,0,0
10265,2,0.705512598,7.46721e-4,0,0,0
10266,2,0.705804081,7.1662e-4,0,0,0
10267,2,0.709619026,7.16025e-4,0,0,0
10268,2,0.706760822,6.49676e-4,0,0,0
10269,7,0.708892342,3.1044e-4,0,0,0
10270,1,0.707348888,7.51139e-4,0,0,0
10271,5,0.708852216,6.69902e-4,0,0,0
10272,3,0.707481443,7.39395e-4,0,0,0
10273,1,0.706753249,6.56208e-4,0,0,0
10274,1,0.707334056,7.71616e-4,0,0,0
10275,1,0.706872168,6.41079e-4,0,0,0
10276,1,0.707155191,7.91577e-4,0,0,0
10277,2,0.707129601,7.91736e-4,0,0,0
10278,1,0.70924705,7.19552e-4,0,0,0
10279,1,0.707100121,7.92588e-4,0,0,0
10280,2,0.706833806,6.20835e-4,0,0,0
10281,3,0.708985403,7.39626e-4,0,0,0
10282,3,0.70640045,7.07502e-4,0,0,0
10283,2,0.707466976,6.6318e-4,0,0,0
10284,2,0.709685603,7.15492e-4,0,0,0
10285,1,0.709800296,7.14582e-4,0,0,0
10286,4,0.708854922,7.00275e-4,0,0,0
11725,1,0.709426999,6.71397e-4,0,0,0
11726,2,0.705878751,5.84206e-4,0,0,0
11728,2,0.70678887,6.24085e-4,0,0,0
11730,3,0.706550792,6.352e-4,0,0,0
11731,2,0.709374127,6.65686e-4,0,0,0
11732,2,0.706556386,6.40057e-4,0,0,0
11801,2,0.70806228,8.05022e-4,0,0,0
11802,1,0.706420771,7.00353e-4,0,0,0
11805,1,0.707119255,6.33988e-4,0,0,0
11940,5,0.706407565,8.29345e-4,0,0,0
11941,1,0.707151771,9.05781e-4,0,0,0
11943,4,0.709427439,8.42e-5,0,0,0
12082,6,0.70843123,5.22397e-4,34.86791642985573,0.0018489982134469126,0.6338777526383056
12083,3,0.706568264,6.51164e-4,0,0,0
12085,5,0.709107733,2.93796e-4,0,0,0
