reachid,Str_Order,iso_pred,isose_pred,assignment_sum,assignment_rescale,assignment_norm
44,3,0.708555177,2.80945e-4,0,0,0
45,1,0.704862588,6.87739e-4,0,0,0
46,1,0.707141889,7.37769e-4,0,0,0
47,3,0.707193923,6.86614e-4,0,0,0
48,1,0.707004399,8.31791e-4,0,0,0
49,2,0.708329016,7.20832e-4,0,0,0
50,1,0.705235194,7.08732e-4,0,0,0
51,1,0.708321022,7.20426e-4,0,0,0
52,3,0.707493249,7.14605e-4,0,0,0
53,1,0.707002028,8.3127e-4,0,0,0
54,2,0.70700306,8.31276e-4,0,0,0
55,1,0.706959286,8.19037e-4,0,0,0
56,3,0.708325619,7.20272e-4,0,0,0
57,4,0.708480043,4.02895e-4,0,0,0
58,3,0.708330239,7.20701e-4,0,0,0
59,1,0.706987738,8.15964e-4,0,0,0
60,3,0.707442152,7.16335e-4,0,0,0
61,1,0.705826955,6.99659e-4,0,0,0
62,2,0.708323908,7.19997e-4,0,0,0
63,1,0.705913432,7.05296e-4,0,0,0
64,2,0.708316272,7.1927e-4,0,0,0
65,1,0.708312962,7.19025e-4,0,0,0
66,1,0.706972727,8.23384e-4,0,0,0
67,1,0.706869081,7.14261e-4,0,0,0
68,1,0.706972588,8.25961e-4,0,0,0
69,3,0.707417024,7.15217e-4,0,0,0
70,1,0.706988704,0.00082746199999999995,0,0,0
71,4,0.708371866,4.11562e-4,0,0,0
72,1,0.70670948,7.64569e-4,0,0,0
73,2,0.706004656,6.90306e-4,0,0,0
74,3,0.707382598,7.1472e-4,0,0,0
75,1,0.706375005,7.40701e-4,0,0,0
79,4,0.7071631,5.51245e-4,0,0,0
80,1,0.707073235,7.32493e-4,0,0,0
81,4,0.708205583,4.37935e-4,0,0,0
82,2,0.70497922,6.27614e-4,0,0,0
83,4,0.707148127,5.54563e-4,0,0,0
84,1,0.708282683,7.1422e-4,0,0,0
85,1,0.707814445,6.94433e-4,0,0,0
86,2,0.70516355,6.54611e-4,0,0,0
87,4,0.707134868,5.55018e-4,0,0,0
88,2,0.707513775,6.92003e-4,0,0,0
89,3,0.707289702,7.21769e-4,0,0,0
90,1,0.70518026599999994,6.89732e-4,0,0,0
91,1,0.707821934,6.93876e-4,0,0,0
92,2,0.705093309,6.11725e-4,0,0,0
93,1,0.7060275,6.97185e-4,0,0,0
94,1,0.706699273,7.85019e-4,0,0,0
95,4,0.707117326,5.53652e-4,0,0,0
96,1,0.707117205,7.30208e-4,0,0,0
97,1,0.705603094,7.18086e-4,0,0,0
98,1,0.708243689,7.12663e-4,0,0,0
99,3,0.707271263,6.70716e-4,0,0,0
100,2,0.706229415,6.91648e-4,0,0,0
101,1,0.708248081,7.10799e-4,0,0,0
102,1,0.706687219,7.52287e-4,0,0,0
103,1,0.708227188,7.06594e-4,0,0,0
104,1,0.707723995,6.90345e-4,0,0,0
105,3,0.705357554,5.68224e-4,0,0,0
139,1,0.707212654,7.03605e-4,0,0,0
140,2,0.706913413,8.10413e-4,0,0,0
141,1,0.704642794,4.04981e-4,0,0,0
199,3,0.705653688,4.94614e-4,0,0,0
200,2,0.706873786,8.04714e-4,0,0,0
201,4,0.70777131,5.37057e-4,0,0,0
532,1,0.706722999,7.94979e-4,0,0,0
533,1,0.706807638,6.99081e-4,0,0,0
534,1,0.706827136,7.9196e-4,0,0,0
313,3,0.706834134,7.95789e-4,0,0,0
314,2,0.706839182,7.81274e-4,0,0,0
315,1,0.704933334,6.82386e-4,0,0,0
316,1,0.706824753,7.92101e-4,0,0,0
317,2,0.706846653,7.19583e-4,0,0,0
318,1,0.706825368,7.93364e-4,0,0,0
403,1,0.704461837,6.42012e-4,0,0,0
404,1,0.706754732,7.98312e-4,0,0,0
405,3,0.706815234,7.74597e-4,0,0,0
226,1,0.706880805,8.03631e-4,0,0,0
227,1,0.70696955,6.87361e-4,0,0,0
228,4,0.706326726,6.24134e-4,0,0,0
385,1,0.706800425,7.91605e-4,0,0,0
386,2,0.704856269,6.76361e-4,0,0,0
387,2,0.706837876,7.95075e-4,0,0,0
388,3,0.706825333,7.76538e-4,0,0,0
389,1,0.704854782,6.92232e-4,0,0,0
390,2,0.705023306,6.48906e-4,0,0,0
319,1,0.706810024,7.94966e-4,0,0,0
320,3,0.705697467,4.52074e-4,0,0,0
321,1,0.706826803,7.94941e-4,0,0,0
322,1,0.706854439,7.98171e-4,0,0,0
323,3,0.707010293,6.66735e-4,0,0,0
324,3,0.706998438,6.66452e-4,0,0,0
397,1,0.706854079,7.01631e-4,0,0,0
398,2,0.706863747,6.97354e-4,0,0,0
399,3,0.706816927,7.93093e-4,0,0,0
241,2,0.706969393,6.85104e-4,0,0,0
242,1,0.706626774,6.97969e-4,0,0,0
243,1,0.705824002,0.00063614400000000005,0,0,0
484,4,0.706514775,6.71567e-4,0,0,0
485,1,0.706806277,7.90831e-4,0,0,0
486,3,0.706753732,6.85878e-4,0,0,0
544,1,0.70673932800000006,7.90815e-4,0,0,0
545,1,0.70671623,7.95818e-4,0,0,0
546,2,0.706786412,7.83924e-4,0,0,0
547,1,0.7067808,7.87629e-4,0,0,0
548,4,0.706511326,6.7807e-4,0,0,0
549,1,0.706761625,7.88663e-4,0,0,0
328,1,0.706924354,6.95386e-4,0,0,0
329,1,0.706898474,7.02192e-4,0,0,0
330,1,0.706803852,7.93124e-4,0,0,0
636,1,0.706723031,7.87038e-4,0,0,0
637,3,0.706451644,7.56303e-4,0,0,0
638,5,0.706962782,2.91903e-4,0,0,0
639,1,0.706602196,7.87756e-4,0,0,0
640,1,0.704755993,6.58181e-4,0,0,0
641,5,0.706954218,2.96649e-4,0,0,0
642,3,0.705606168,3.2487e-4,0,0,0
643,5,0.706958295,2.94316e-4,0,0,0
745,3,0.705709221,1.17027e-4,0,0,0
746,1,0.706558514,6.88561e-4,0,0,0
747,4,0.706077228,2.25182e-4,0,0,0
748,3,0.70509951,3.18039e-4,0,0,0
749,1,0.70668338,7.86839e-4,0,0,0
750,2,0.706666752,7.81905e-4,0,0,0
751,2,0.706604881,7.75785e-4,0,0,0
752,1,0.706639943,7.89417e-4,0,0,0
5583,1,0.705522672,7.2013e-4,0,0,0
5584,1,0.707559477,8.04676e-4,0,0,0
5588,2,0.706792077,7.69447e-4,0,0,0
5589,1,0.70687385,7.68672e-4,0,0,0
5590,2,0.706760083,7.64986e-4,0,0,0
5597,2,0.705894158,7.32604e-4,0,0,0
5598,1,0.707427338,7.52501e-4,0,0,0
5599,6,0.705097997,2.06549e-4,34.48489617458789,0.0018286871699370738,0.6269146747293474
11507,2,0.709855333,6.82527e-4,0,0,0
11522,5,0.708202588,4.40838e-4,38.4513114809322,0.002039020782212783,0.6990217197681182
1420,2,0.706756227,7.8347e-4,0,0,0
1421,1,0.706735498,7.8426e-4,0,0,0
1422,2,0.70674171,7.83961e-4,0,0,0
1423,2,0.706544297,7.16525e-4,0,0,0
7465,1,0.707536854,6.52451e-4,0,0,0
7466,2,0.705834519,7.06549e-4,0,0,0
7470,1,0.707793778,6.7342e-4,0,0,0
7471,2,0.70711658,7.0399e-4,0,0,0
7472,1,0.707168882,7.51695e-4,0,0,0
7473,5,0.707994739,7.32272e-4,0,0,0
7474,2,0.707419691,6.38284e-4,0,0,0
7475,1,0.705116522,8.24752e-4,0,0,0
2159,1,0.706685862,7.21999e-4,0,0,0
2160,1,0.706745975,7.85267e-4,0,0,0
2212,1,0.706710993,7.88112e-4,0,0,0
2213,1,0.706707708,7.14039e-4,0,0,0
2214,1,0.707335945,8.56994e-4,0,0,0
1641,1,0.705683782,6.52105e-4,0,0,0
1642,7,0.707039628,6.37746e-4,0,0,0
1643,3,0.70621078,7.04644e-4,0,0,0
1919,2,0.707307729,8.69967e-4,0,0,0
1920,1,0.707298522,8.68578e-4,0,0,0
1975,1,0.706808897,7.82066e-4,0,0,0
1976,3,0.706096471,7.42381e-4,0,0,0
1977,1,0.704800962,5.13371e-4,0,0,0
1737,1,0.706711138,7.86251e-4,0,0,0
1738,1,0.707307957,8.90341e-4,0,0,0
1739,1,0.706747858,7.839e-4,0,0,0
500,2,0.706824056,6.96722e-4,0,0,0
501,2,0.706800146,7.85639e-4,0,0,0
502,1,0.706822571,7.91954e-4,0,0,0
503,1,0.706756984,7.90343e-4,0,0,0
504,1,0.706765368,7.90056e-4,0,0,0
163,1,0.705790918,6.99074e-4,0,0,0
164,2,0.705674695,6.92032e-4,0,0,0
165,1,0.70803286,6.96995e-4,0,0,0
508,2,0.706819084,6.9732e-4,0,0,0
509,1,0.706760648,7.89697e-4,0,0,0
510,1,0.706818323,6.98314e-4,0,0,0
511,2,0.706775313,7.8423e-4,0,0,0
512,1,0.706805366,7.90214e-4,0,0,0
513,3,0.706800962,7.89856e-4,0,0,0
514,1,0.706723087,7.95666e-4,0,0,0
515,1,0.705643769,6.63493e-4,0,0,0
887,1,0.706670454,7.87944e-4,0,0,0
888,4,0.707127327,8.70165e-4,0,0,0
889,1,0.706626155,7.94708e-4,0,0,0
890,4,0.705878729,1.81197e-4,0,0,0
891,4,0.707136072,8.71226e-4,0,0,0
812,1,0.70553865,7.80006e-4,0,0,0
813,2,0.706642514,7.82613e-4,0,0,0
693,2,0.706615436,7.02331e-4,0,0,0
697,3,0.70681130700000006,7.88128e-4,0,0,0
698,5,0.706970836,2.66263e-4,0,0,0
699,3,0.705060619,3.12511e-4,0,0,0
700,1,0.70660125,7.84719e-4,0,0,0
701,1,0.706788358,7.84137e-4,0,0,0
702,1,0.706617572,7.78103e-4,0,0,0
703,1,0.706631955,6.99393e-4,0,0,0
982,2,0.70676935,7.84237e-4,0,0,0
983,3,0.70462852,7.83206e-4,0,0,0
984,1,0.706936594,8.01483e-4,0,0,0
991,2,0.706559121,6.90696e-4,0,0,0
992,2,0.706716474,7.85662e-4,0,0,0
993,1,0.705448454,7.97381e-4,0,0,0
1105,1,0.707117612,8.52484e-4,0,0,0
1106,1,0.704783003,6.37375e-4,0,0,0
1075,4,0.707186265,8.79012e-4,0,0,0
1076,7,0.706976329,6.45618e-4,0,0,0
1077,1,0.707279803,9.24761e-4,0,0,0
1078,1,0.704481583,9.71384e-4,0,0,0
1079,1,0.70670039,6.88481e-4,0,0,0
1080,2,0.705009509,7.84733e-4,0,0,0
1081,1,0.706715901,7.85588e-4,0,0,0
1082,1,0.706666245,7.79789e-4,0,0,0
1083,7,0.708652216,7.59191e-4,0,0,0
1084,4,0.707103504,8.51094e-4,0,0,0
1085,1,0.70734298,9.63294e-4,0,0,0
1086,2,0.70674407400000006,7.84102e-4,0,0,0
1087,2,0.704735413,8.11376e-4,0,0,0
1088,1,0.707219142,8.98172e-4,0,0,0
1089,1,0.707292696,9.29909e-4,0,0,0
1090,6,0.706527896,2.55889e-4,0,0,0
536,3,0.70680255299999994,7.89742e-4,0,0,0
537,1,0.706545643,6.94335e-4,0,0,0
595,2,0.706329176,7.58393e-4,0,0,0
596,1,0.706170992,7.61181e-4,0,0,0
597,3,0.706804172,7.89029e-4,0,0,0
598,2,0.706751174,7.87144e-4,0,0,0
599,1,0.706807775,7.89212e-4,0,0,0
600,1,0.706738577,7.8983e-4,0,0,0
1176,1,0.707262823,9.08302e-4,0,0,0
1177,1,0.704706607,6.46513e-4,0,0,0
1178,1,0.706652497,7.9274e-4,0,0,0
1179,1,0.706862598,7.88212e-4,0,0,0
1189,1,0.706682488,7.88494e-4,0,0,0
1190,1,0.707265441,9.13574e-4,0,0,0
1191,2,0.706544545,7.13835e-4,0,0,0
1192,2,0.706684297,7.88257e-4,0,0,0
1275,3,0.706694115,7.76744e-4,0,0,0
1277,3,0.706620493,7.778e-4,0,0,0
1278,2,0.706385294,7.71611e-4,0,0,0
1279,2,0.706720922,7.85021e-4,0,0,0
1280,6,0.706573059,2.88544e-4,0,0,0
1281,1,0.706702911,7.86376e-4,0,0,0
1282,1,0.704639095,6.3394e-4,0,0,0
11544,2,0.705539192,6.7919e-4,0,0,0
11545,1,0.707448384,6.66012e-4,0,0,0
11550,3,0.706691925,6.39876e-4,0,0,0
12321,3,0.707051109,9.6856e-4,0,0,0
12322,3,0.707619073,6.59599e-4,0,0,0
12323,2,0.706705323,6.49595e-4,0,0,0
1925,4,0.704685281,3.41814e-4,2.2246195718500954,1.1796855204195179e-4,0.04044224602626657
1926,1,0.706726005,7.85628e-4,0,0,0
1999,1,0.704472405,9.64533e-4,0,0,0
2000,2,0.705247156,6.14008e-4,0,0,0
2001,5,0.705067847,1.84696e-4,27.49836954556919,0.0014582011593593461,0.4999038220086483
2068,5,0.70509903,1.85412e-4,28.322539763804436,0.0015019057857645042,0.5148867409558514
2069,6,0.706882668,4.69357e-4,0,0,0
2070,1,0.706789768,7.82457e-4,0,0,0
5538,2,0.705591597,7.63775e-4,0,0,0
5539,1,0.707460894,7.53879e-4,0,0,0
5540,1,0.706897299,7.66696e-4,0,0,0
5541,2,0.706896328,7.66514e-4,0,0,0
5542,2,0.706747937,7.62015e-4,0,0,0
5543,2,0.707549768,7.83436e-4,0,0,0
5544,1,0.706823338,7.66997e-4,0,0,0
5545,3,0.705551761,1.93119e-4,0,0,0
8758,1,0.707284856,7.26062e-4,0,0,0
8759,1,0.708194784,7.3935e-4,0,0,0
10213,2,0.709695552,7.17127e-4,0,0,0
10214,2,0.70863626,7.25735e-4,0,0,0
10215,2,0.704768835,8.03068e-4,0,0,0
10216,2,0.708599954,7.26798e-4,0,0,0
10217,3,0.706440615,2.39326e-4,0,0,0
400,2,0.706831359,7.94037e-4,0,0,0
401,5,0.706754474,6.39604e-4,0,0,0
402,2,0.706857819,6.99222e-4,0,0,0
193,2,0.705642147,6.8998e-4,0,0,0
194,1,0.705188046,7.26052e-4,0,0,0
195,2,0.706552974,7.08651e-4,0,0,0
262,1,0.706831131,7.99038e-4,0,0,0
263,3,0.705677599,4.73335e-4,0,0,0
264,2,0.706671533,6.82136e-4,0,0,0
430,5,0.706973514,3.86954e-4,0,0,0
431,1,0.706854208,6.98831e-4,0,0,0
432,1,0.70680786,7.91999e-4,0,0,0
433,1,0.706746577,7.97399e-4,0,0,0
434,2,0.706792515,7.85631e-4,0,0,0
435,4,0.707626046,5.80484e-4,0,0,0
499,5,0.706970213,3.54628e-4,0,0,0
166,2,0.70724375,6.9515e-4,0,0,0
167,1,0.704699236,6.16739e-4,0,0,0
168,2,0.706904251,8.08697e-4,0,0,0
223,1,0.706968787,7.10261e-4,0,0,0
224,2,0.706821136,7.96661e-4,0,0,0
225,1,0.706253171,6.50369e-4,0,0,0
274,1,0.706939683,6.95831e-4,0,0,0
275,3,0.705697767,4.59103e-4,0,0,0
276,1,0.706825755,7.95212e-4,0,0,0
292,2,0.706786982,7.97231e-4,0,0,0
293,1,0.705153495,6.69557e-4,0,0,0
294,2,0.70481932,2.90427e-4,0,0,0
412,4,0.707658834,5.72411e-4,0,0,0
413,5,0.706811908,6.23841e-4,0,0,0
414,1,0.706799597,7.90223e-4,0,0,0
106,1,0.707087692,7.27694e-4,0,0,0
107,1,0.705886467,7.0197e-4,0,0,0
108,4,0.707090609,5.51478e-4,0,0,0
109,4,0.70709103,5.21212e-4,0,0,0
110,2,0.707148245,6.81295e-4,0,0,0
111,2,0.705844604,6.91539e-4,0,0,0
112,1,0.706417367,7.6542e-4,0,0,0
113,2,0.706934017,8.14752e-4,0,0,0
114,1,0.706944377,8.17006e-4,0,0,0
115,4,0.707064552,5.4923e-4,0,0,0
116,2,0.707381026,6.96982e-4,0,0,0
117,1,0.707814887,6.89502e-4,0,0,0
118,1,0.705173396,6.56415e-4,0,0,0
119,3,0.707197429,7.3116e-4,0,0,0
120,2,0.706634192,7.38479e-4,0,0,0
121,1,0.707072561,7.08926e-4,0,0,0
122,1,0.706951797,7.1169e-4,0,0,0
123,1,0.707290999,7.01906e-4,0,0,0
124,4,0.707048652,5.47266e-4,0,0,0
125,1,0.706928283,8.13885e-4,0,0,0
126,3,0.705502878,5.41302e-4,0,0,0
130,1,0.70693122,0.00081412399999999995,0,0,0
131,1,0.706739264,8.36113e-4,0,0,0
132,4,0.706979518,5.70865e-4,0,0,0
133,4,0.706984912,5.70295e-4,0,0,0
134,2,0.706280335,7.40527e-4,0,0,0
135,2,0.707293394,6.98694e-4,0,0,0
136,1,0.707977975,6.9392e-4,0,0,0
137,2,0.705968001,6.8395e-4,0,0,0
138,1,0.706892238,8.08632e-4,0,0,0
142,2,0.707030928,6.94104e-4,0,0,0
143,1,0.706585793,7.45862e-4,0,0,0
144,1,0.706997007,7.06121e-4,0,0,0
145,1,0.706325322,6.83575e-4,0,0,0
146,4,0.706927279,5.73296e-4,0,0,0
147,1,0.706889685,8.07687e-4,0,0,0
148,1,0.706889366,7.9659e-4,0,0,0
149,1,0.706687315,7.63799e-4,0,0,0
150,1,0.70668029,7.44253e-4,0,0,0
157,2,0.706575814,7.27743e-4,0,0,0
158,1,0.706668703,7.68333e-4,0,0,0
159,1,0.708184613,7.08045e-4,0,0,0
160,4,0.706908322,5.72188e-4,0,0,0
161,4,0.706894073,5.72768e-4,0,0,0
162,2,0.707426383,6.86039e-4,0,0,0
169,4,0.707833879,5.23314e-4,0,0,0
170,1,0.706890238,8.06947e-4,0,0,0
171,4,0.706879958,5.73868e-4,0,0,0
172,1,0.706701354,7.67622e-4,0,0,0
173,3,0.705972993,6.78409e-4,0,0,0
174,1,0.70686313,8.08538e-4,0,0,0
175,4,0.707786226,5.32577e-4,0,0,0
176,1,0.70690017,8.08114e-4,0,0,0
177,1,0.706899687,8.07498e-4,0,0,0
178,1,0.706888198,8.06724e-4,0,0,0
179,3,0.705526183,5.27144e-4,0,0,0
180,3,0.706102469,6.63235e-4,0,0,0
181,1,0.70710759,7.04626e-4,0,0,0
182,1,0.707902929,6.89309e-4,0,0,0
183,2,0.707005306,6.908e-4,0,0,0
184,3,0.706095123,6.66297e-4,0,0,0
185,4,0.706820895,5.84712e-4,0,0,0
186,1,0.706882022,8.00291e-4,0,0,0
187,1,0.706892181,7.2833e-4,0,0,0
188,1,0.705403145,6.67252e-4,0,0,0
189,3,0.705891905,6.83429e-4,0,0,0
190,1,0.706859199,8.03261e-4,0,0,0
191,1,0.706858519,8.07973e-4,0,0,0
192,2,0.706932759,6.85005e-4,0,0,0
196,2,0.706864042,8.01515e-4,0,0,0
197,2,0.706879954,6.95782e-4,0,0,0
198,1,0.707326818,6.88474e-4,0,0,0
202,1,0.706868869,8.01001e-4,0,0,0
203,1,0.706870008,8.0426e-4,0,0,0
204,3,0.706406764,6.4764e-4,0,0,0
211,4,0.706310776,6.27109e-4,0,0,0
212,1,0.706599064,7.38169e-4,0,0,0
213,1,0.706859952,8.01209e-4,0,0,0
214,1,0.706907238,7.16364e-4,0,0,0
215,1,0.706623402,7.32526e-4,0,0,0
216,1,0.706841432,8.04448e-4,0,0,0
217,1,0.706946434,7.14104e-4,0,0,0
218,1,0.70683987,8.04939e-4,0,0,0
219,2,0.706840307,8.04264e-4,0,0,0
220,4,0.7067792,5.82988e-4,0,0,0
221,1,0.70684349,7.99611e-4,0,0,0
222,1,0.706869857,8.02244e-4,0,0,0
229,4,0.706748259,5.88671e-4,0,0,0
230,1,0.706855818,7.96776e-4,0,0,0
231,2,0.706865095,7.95443e-4,0,0,0
232,1,0.706918171,7.08274e-4,0,0,0
233,1,0.706877102,8.03072e-4,0,0,0
234,1,0.706959263,7.09896e-4,0,0,0
235,2,0.704704625,2.73484e-4,0,0,0
236,1,0.706998672,6.96819e-4,0,0,0
237,1,0.706287247,6.67863e-4,0,0,0
238,1,0.706831535,7.9536e-4,0,0,0
239,2,0.706862193,7.87039e-4,0,0,0
240,1,0.706947255,7.09065e-4,0,0,0
244,1,0.706866182,7.21773e-4,0,0,0
245,4,0.707742311,5.45348e-4,0,0,0
246,3,0.705674435,4.79137e-4,0,0,0
247,4,0.70773583,5.47399e-4,0,0,0
248,4,0.706373458,6.19842e-4,0,0,0
249,1,0.706579744,7.33105e-4,0,0,0
250,4,0.707028552,4.97777e-4,0,0,0
251,1,0.706872198,8.01809e-4,0,0,0
252,1,0.706868468,8.01387e-4,0,0,0
253,1,0.706871032,8.01526e-4,0,0,0
254,4,0.707724112,5.50296e-4,0,0,0
255,2,0.706854655,7.99232e-4,0,0,0
256,1,0.706845555,7.99522e-4,0,0,0
257,1,0.706590296,7.09742e-4,0,0,0
258,1,0.706643451,7.47029e-4,0,0,0
265,1,0.706833622,7.94331e-4,0,0,0
266,2,0.706957009,6.73162e-4,0,0,0
267,2,0.706839419,7.98278e-4,0,0,0
268,2,0.706490784,6.70327e-4,0,0,0
269,1,0.706388587,6.93675e-4,0,0,0
270,4,0.707718103,5.54748e-4,0,0,0
271,1,0.706923779,6.88796e-4,0,0,0
272,1,0.706802377,7.99311e-4,0,0,0
273,4,0.706451599,6.11917e-4,0,0,0
481,2,0.706793558,7.85474e-4,0,0,0
482,1,0.70686611,6.86903e-4,0,0,0
483,3,0.707021985,6.69315e-4,0,0,0
460,1,0.706877106,6.95042e-4,0,0,0
461,1,0.706785676,7.88888e-4,0,0,0
462,4,0.70654632,6.68454e-4,0,0,0
1159,1,0.704714597,6.48162e-4,0,0,0
1160,2,0.706821414,7.84886e-4,0,0,0
1161,1,0.70735925,9.6051e-4,0,0,0
391,1,0.704468063,6.40384e-4,0,0,0
392,1,0.706823073,7.9385e-4,0,0,0
393,3,0.706820888,7.93648e-4,0,0,0
772,4,0.706377865,7.01893e-4,0,0,0
773,1,0.707236941,9.28553e-4,0,0,0
774,2,0.706611804,7.87128e-4,0,0,0
277,1,0.706857669,7.99066e-4,0,0,0
278,4,0.707707508,5.57833e-4,0,0,0
279,1,0.706790009,7.94536e-4,0,0,0
280,1,0.706846054,7.97707e-4,0,0,0
281,4,0.706718534,5.87565e-4,0,0,0
282,1,0.706808099,7.93476e-4,0,0,0
283,2,0.706846036,7.82715e-4,0,0,0
284,4,0.706676161,5.86981e-4,0,0,0
285,2,0.70682354,7.94978e-4,0,0,0
286,1,0.706860081,7.99351e-4,0,0,0
287,1,0.706896209,7.08556e-4,0,0,0
288,1,0.706903587,7.04349e-4,0,0,0
289,1,0.706794204,8.00255e-4,0,0,0
290,2,0.706911138,7.02173e-4,0,0,0
291,1,0.706883688,7.0465e-4,0,0,0
295,1,0.706794572,7.99473e-4,0,0,0
296,2,0.706823027,7.88293e-4,0,0,0
297,1,0.706616407,7.33177e-4,0,0,0
298,1,0.706835725,7.1187e-4,0,0,0
299,1,0.706939126,6.97905e-4,0,0,0
300,1,0.70683882,7.96686e-4,0,0,0
301,1,0.706623185,7.37617e-4,0,0,0
302,3,0.706842274,7.97147e-4,0,0,0
303,1,0.706785207,8.00223e-4,0,0,0
304,1,0.706840869,7.96351e-4,0,0,0
305,2,0.706926436,6.69052e-4,0,0,0
306,1,0.706823664,7.95888e-4,0,0,0
307,4,0.707695628,5.59832e-4,0,0,0
308,4,0.707677538,5.6486e-4,0,0,0
309,1,0.704705721,5.67647e-4,0,0,0
310,2,0.705503217,6.24116e-4,0,0,0
311,1,0.706815812,7.91951e-4,0,0,0
312,4,0.707010406,4.89905e-4,0,0,0
325,1,0.706937946,6.98943e-4,0,0,0
326,2,0.706851741,7.97567e-4,0,0,0
327,1,0.70685425,7.98137e-4,0,0,0
331,1,0.706863628,6.99317e-4,0,0,0
332,2,0.706932574,6.85067e-4,0,0,0
333,2,0.70681642,7.8666e-4,0,0,0
334,2,0.706832572,7.79093e-4,0,0,0
335,1,0.70677429,7.9929e-4,0,0,0
336,2,0.705502623,6.4576e-4,0,0,0
337,1,0.706467191,7.01719e-4,0,0,0
338,1,0.706771242,7.98625e-4,0,0,0
339,3,0.705704009,4.46244e-4,0,0,0
340,1,0.706832818,7.95193e-4,0,0,0
341,2,0.705999692,5.63079e-4,0,0,0
342,2,0.706774618,7.97936e-4,0,0,0
