tributary_id,year,watershed,raw_production,stream_order,longitude,latitude,production_proportion,production_normalized
3211,2020,Kusko,71.36438585179265,5,-90101.43881379777,1300622.7046116553,0.0011030856194455627,1
476,2020,Kusko,71.12899605382877,7,-165331.92087633314,1303907.6901538994,0.0010994471785341902,0.9967015788736315
474,2020,Kusko,71.12786125169534,7,-163276.81420130178,1303716.1335179268,0.0010994296377973174,0.996685677354689
3110,2020,Kusko,71.12655788778291,6,-113190.15702520715,1324875.558864536,0.001099409491586129,0.9966674138483634
353,2020,Kusko,71.1263242492509,7,-157391.60441198075,1304383.6696062281,0.0010994058802146903,0.9966641399670119
361,2020,Kusko,71.11839400675655,5,-84202.10783081895,1292273.1637242057,0.0010992833017555634,0.9965530167169522
3520,2020,Kusko,70.79019928377419,6,-120398.38163766093,1326155.2501991128,0.0010942103669158859,0.9919541580696721
3901,2020,Kusko,70.76351248946263,4,-29404.186101242645,1399703.6152929086,0.001093797866777577,0.9915802069175248
3505,2020,Kusko,70.74020321931901,7,-216535.86480275673,1321832.3821596666,0.001093437573328845,0.991253583632459
1021,2020,Kusko,70.67603665890249,5,-86934.75088238949,1294178.0287373648,0.0010924457451333112,0.9903544438213242
3342,2020,Kusko,70.62249407704154,7,-159764.35536605906,1301413.0367192687,0.0010916181327132806,0.98960417348379
3331,2020,Kusko,70.62247493277266,7,-161586.3844892487,1301792.1237910157,0.0010916178367986246,0.989603905222967
4053,2020,Kusko,70.62151149810582,3,-24252.248903269505,1425522.280266257,0.001091602944903829,0.98959040500636275
3969,2020,Kusko,70.61991599888981,4,-5973.123592348241,1406339.688865092,0.0010915782831314334,0.9895680479273103
3950,2020,Kusko,70.6116462349325,4,-5336.192609682144,1403713.317532608,0.001091450456659046,0.989452167101621
3526,2020,Kusko,70.61004412083383,7,-215983.3206571491,1327442.6571473873,0.0010914256926398249,0.989429717330919
3113,2020,Kusko,70.39074634211572,7,-216414.066521822,1325914.634072846,0.0010880359874921805,0.9863567870996754
