tributary_id,year,watershed,raw_production,stream_order,longitude,latitude,production_proportion,production_normalized
11829,2017,Kusko,62.497918930786994,4,-3935.5729424501947,1228460.0826463883,2.0564206173097325e-4,1
11830,2017,Kusko,62.497918930786994,4,-3935.5729424501947,1228460.0826463883,2.0564206173097325e-4,1
11831,2017,Kusko,62.497918930786994,4,-3935.5729424501947,1228460.0826463883,2.0564206173097325e-4,1
11832,2017,Kusko,62.497918930786994,4,-3935.5729424501947,1228460.0826463883,2.0564206173097325e-4,1
11833,2017,Kusko,62.497918930786994,4,-3935.5729424501947,1228460.0826463883,2.0564206173097325e-4,1
8294,2017,Kusko,61.88988774979523,3,-291397.6412647745,1203844.35934298,2.0364140654444878e-4,0.9902711771624728
8295,2017,Kusko,61.88988774979523,3,-291397.6412647745,1203844.35934298,2.0364140654444878e-4,0.9902711771624728
8296,2017,Kusko,61.88988774979523,3,-291397.6412647745,1203844.35934298,2.0364140654444878e-4,0.9902711771624728
8297,2017,Kusko,61.88988774979523,3,-291397.6412647745,1203844.35934298,2.0364140654444878e-4,0.9902711771624728
8298,2017,Kusko,61.88988774979523,3,-291397.6412647745,1203844.35934298,2.0364140654444878e-4,0.9902711771624728
14419,2017,Kusko,61.85030849817243,5,-273569.6797289644,1260882.1931716148,2.0351117566564953e-4,0.9896378880498125
14420,2017,Kusko,61.85030849817243,5,-273569.6797289644,1260882.1931716148,2.0351117566564953e-4,0.9896378880498125
14421,2017,Kusko,61.85030849817243,5,-273569.6797289644,1260882.1931716148,2.0351117566564953e-4,0.9896378880498125
14422,2017,Kusko,61.85030849817243,5,-273569.6797289644,1260882.1931716148,2.0351117566564953e-4,0.9896378880498125
14423,2017,Kusko,61.85030849817243,5,-273569.6797289644,1260882.1931716148,2.0351117566564953e-4,0.9896378880498125
14229,2017,Kusko,61.838998906510845,5,-273436.45972174505,1258487.3157660633,2.0347396278262218e-4,0.9894569285577994
14230,2017,Kusko,61.838998906510845,5,-273436.45972174505,1258487.3157660633,2.0347396278262218e-4,0.9894569285577994
14231,2017,Kusko,61.838998906510845,5,-273436.45972174505,1258487.3157660633,2.0347396278262218e-4,0.9894569285577994
14232,2017,Kusko,61.838998906510845,5,-273436.45972174505,1258487.3157660633,2.0347396278262218e-4,0.9894569285577994
14233,2017,Kusko,61.838998906510845,5,-273436.45972174505,1258487.3157660633,2.0347396278262218e-4,0.9894569285577994
16549,2017,Kusko,61.83516624197756,3,-203732.54164917232,1302893.8047560877,2.0346135185012984e-4,0.9893956038833326
16550,2017,Kusko,61.83516624197756,3,-203732.54164917232,1302893.8047560877,2.0346135185012984e-4,0.9893956038833326
16551,2017,Kusko,61.83516624197756,3,-203732.54164917232,1302893.8047560877,2.0346135185012984e-4,0.9893956038833326
16552,2017,Kusko,61.83516624197756,3,-203732.54164917232,1302893.8047560877,2.0346135185012984e-4,0.9893956038833326
16553,2017,Kusko,61.83516624197756,3,-203732.54164917232,1302893.8047560877,2.0346135185012984e-4,0.9893956038833326
16544,2017,Kusko,61.83451565197741,3,-204266.6742079897,1298710.9598871788,2.034592111601475e-4,0.9893851940967144
16545,2017,Kusko,61.83451565197741,3,-204266.6742079897,1298710.9598871788,2.034592111601475e-4,0.9893851940967144
16546,2017,Kusko,61.83451565197741,3,-204266.6742079897,1298710.9598871788,2.034592111601475e-4,0.9893851940967144
16547,2017,Kusko,61.83451565197741,3,-204266.6742079897,1298710.9598871788,2.034592111601475e-4,0.9893851940967144
16548,2017,Kusko,61.83451565197741,3,-204266.6742079897,1298710.9598871788,2.034592111601475e-4,0.9893851940967144
16559,2017,Kusko,61.81202614463082,5,-289682.68256251776,1299734.8243547159,2.03385212077663e-4,0.9890253499974013
16560,2017,Kusko,61.81202614463082,5,-289682.68256251776,1299734.8243547159,2.03385212077663e-4,0.9890253499974013
16561,2017,Kusko,61.81202614463082,5,-289682.68256251776,1299734.8243547159,2.03385212077663e-4,0.9890253499974013
16562,2017,Kusko,61.81202614463082,5,-289682.68256251776,1299734.8243547159,2.03385212077663e-4,0.9890253499974013
16563,2017,Kusko,61.81202614463082,5,-289682.68256251776,1299734.8243547159,2.03385212077663e-4,0.9890253499974013
11689,2017,Kusko,61.69826396983991,4,-4799.730800470805,1227015.9090666107,2.0301089100311796e-4,0.987205094591507
11690,2017,Kusko,61.69826396983991,4,-4799.730800470805,1227015.9090666107,2.0301089100311796e-4,0.987205094591507
11691,2017,Kusko,61.69826396983991,4,-4799.730800470805,1227015.9090666107,2.0301089100311796e-4,0.987205094591507
11692,2017,Kusko,61.69826396983991,4,-4799.730800470805,1227015.9090666107,2.0301089100311796e-4,0.987205094591507
11693,2017,Kusko,61.69826396983991,4,-4799.730800470805,1227015.9090666107,2.0301089100311796e-4,0.987205094591507
11584,2017,Kusko,61.60867245375275,3,-273048.1975996695,1227323.609448169,2.0271610064214338e-4,0.9857715826023098
11585,2017,Kusko,61.60867245375275,3,-273048.1975996695,1227323.609448169,2.0271610064214338e-4,0.9857715826023098
11586,2017,Kusko,61.60867245375275,3,-273048.1975996695,1227323.609448169,2.0271610064214338e-4,0.9857715826023098
