tributary_id,year,watershed,raw_production,stream_order,longitude,latitude,production_proportion,production_normalized
4099,2022,Kusko,56.44856241525558,3,-51928.94639565732,1436653.3257844353,9.044429787884241e-4,1
4103,2022,Kusko,56.41762091818176,3,-51223.70017316323,1436990.5695205813,9.039472209057741e-4,0.9994518638606559
4124,2022,Kusko,55.9429557972522,5,-42682.566352330396,1443465.8082657598,8.963419335869872e-4,0.9910430559013361
485,2022,Kusko,55.9416490654105,7,-167608.26288483245,1306214.9255956158,8.963209965712544e-4,0.991019906829229
3518,2022,Kusko,55.88571855753557,7,-208224.06476768194,1325265.9045088266,8.954248540835959e-4,0.9900290842912963
4008,2022,Kusko,55.88034511177807,3,-53123.01763340885,1434535.8950677451,8.953387584404239e-4,0.9899338923939727
3467,2022,Kusko,55.864425018737876,3,-23881.959458898495,1325217.4860455785,8.950836799095317e-4,0.9896518640772358
3275,2022,Kusko,55.63533895646617,3,-45283.03542175888,1306631.6227604104,8.914131651666454e-4,0.985593548816938
4017,2022,Kusko,55.485563675534245,4,-16830.294364462912,1420880.089190068,8.89013401639659e-4,0.9829402433203316
3429,2022,Kusko,55.47803341999221,6,-106521.89413710887,1317849.6543787052,8.888927486688469e-4,0.9828068430135772
3808,2022,Kusko,55.473480356823366,3,-54806.429612213324,1428517.6335419049,8.888197975459335e-4,0.982726184393162
453,2022,Kusko,55.45701382601847,5,-112273.32256379141,1332951.658414306,8.885559637557666e-4,0.9824344757986407
4185,2022,Kusko,55.20527936651993,5,-26972.54887510804,1460822.77640447,8.845225667183423e-4,0.977974938677984
4030,2022,Kusko,55.19196950952149,5,-34905.90770290195,1432413.5942419083,8.843093105042626e-4,0.9777391513270055
3116,2022,Kusko,55.17098898958387,7,-206580.62880965648,1327037.5283844306,8.839731516520793e-4,0.9773674763181137
4091,2022,Kusko,55.15744099849943,4,-29422.359391269274,1433544.6103557912,8.837560799519557e-4,0.9771274703639359
4112,2022,Kusko,55.15248663845085,5,-39686.19020156793,1441806.177902958,8.836766990790229e-4,0.9770397026717822
4090,2022,Kusko,55.13167690773917,3,-53725.27888437593,1431459.2606728005,8.833432766847695e-4,0.976671053235529
