tributary_id,year,watershed,raw_production,stream_order,longitude,latitude,production_proportion,production_normalized
3113,2021,Kusko,56.91787572605018,7,-216414.066521822,1325914.634072846,9.360457340763767e-4,1
4005,2021,Kusko,56.908786984264914,4,-33346.63133258995,1419889.233713321,9.358962647248295e-4,0.9998403183240885
3520,2021,Kusko,56.86161282798989,6,-120398.38163766093,1326155.2501991128,9.351204598098249e-4,0.9990115074158585
3505,2021,Kusko,56.80505098770436,7,-216535.86480275673,1321832.3821596666,9.341902692741555e-4,0.9980177626640733
1032,2021,Kusko,56.37184729329543,5,-87618.94911919482,1295864.7017187953,9.270659965397109e-4,0.9904067320540418
3696,2021,Kusko,56.3521066585814,3,-100828.94843010153,1352273.1433786484,9.267413509573464e-4,0.9900599054295022
959,2021,Kusko,56.34211234314345,6,-16967.664805488712,1448360.3053770235,9.265769889496051e-4,0.9898843135735086
3950,2021,Kusko,56.271738400190095,4,-5336.192609682144,1403713.317532608,9.254196507979026e-4,0.9886479016017746
3526,2021,Kusko,56.26938124907856,7,-215983.3206571491,1327442.6571473873,9.253808861529755e-4,0.9886064884063336
361,2021,Kusko,56.23217942728282,5,-84202.10783081895,1292273.1637242057,9.247690817567718e-4,0.9879528831668338
1021,2021,Kusko,56.03842141537673,5,-86934.75088238949,1294178.0287373648,9.215826248102627e-4,0.9845487151539821
4228,2021,Kusko,55.9849624633174,3,-64496.186127642075,1474123.4971158484,9.207034629760408e-4,0.9836094855819469
3158,2021,Kusko,55.967173688011066,5,-57265.63915422047,1279306.2424095543,9.204109167938874e-4,0.9832969515128269
3272,2021,Kusko,55.96555431987216,6,-109687.319579155,1323318.242773433,9.203842853952453e-4,0.9832685005539981
3170,2021,Kusko,55.96286306993145,5,-64731.51590835521,1282422.7763599718,9.203400263115356e-4,0.9832212175184599
3092,2021,Kusko,55.96036382963663,5,-61212.216719617645,1280262.8208737073,9.202989249319329e-4,0.9831773079335898
470,2021,Kusko,55.96004097192871,5,-79680.36335491904,1286150.3970732393,9.202936153595647e-4,0.9831716355906958
3468,2021,Kusko,55.958981297381996,7,-213547.63698990288,1325564.7524687075,9.202761884295131e-4,0.9831530179853618
