tributary_id,year,watershed,raw_production,stream_order,longitude,latitude,production_proportion,production_normalized
3442,2019,Kusko,60.30768045217979,7,-218306.06285000034,1319299.6105000004,9.680121938110643e-4,1
3949,2019,Kusko,59.9726366256494,4,-30526.072656113683,1401480.4212532635,9.626343297129797e-4,0.9944444252536614
3211,2019,Kusko,59.8281339484428,5,-90101.43881379777,1300622.7046116553,9.603148846186645e-4,0.9920483344718051
4294,2019,Kusko,59.754051205531596,4,-35423.58136685792,1489992.2394644872,9.591257657875087e-4,0.9908199214014344
3929,2019,Kusko,59.46726979138745,3,-3578.7753481283034,1400293.6467308435,9.545225725662069e-4,0.986064616405555
3653,2019,Kusko,59.463242226858426,3,-104075.7179086584,1349648.8740632003,9.54457925218701e-4,0.9859978327969195
3951,2019,Kusko,59.35815647990271,4,-32063.0687120897,1403433.3103446949,9.527711701704857e-4,0.9842553392012815
3703,2019,Kusko,58.956859534300236,3,-97193.17857670231,1355401.939315517,9.463298623010783e-4,0.977601179356406
3962,2019,Kusko,58.95237167520314,4,-34264.92012801736,1405551.9290596514,9.462578266615458e-4,0.9775267633108302
3444,2019,Kusko,58.3882730839742,7,-220006.1352470689,1319817.1135425933,9.372033528245982e-4,0.9681730858521815
3349,2019,Kusko,58.3845289259882,5,-91977.42516867285,1302359.4761967417,9.371432544994956e-4,0.9681110015876581
3971,2019,Kusko,58.30062637907194,4,-34992.23547860029,1412811.5249715296,9.357965157773664e-4,0.9667197601025409
3109,2019,Kusko,58.29483401061629,7,-220417.74086814345,1316500.8923994347,9.357035411636178e-4,0.9666237131577369
3696,2019,Kusko,58.287153935649265,3,-100828.94843010153,1352273.1433786484,9.355802665464923e-4,0.966496364950851
959,2019,Kusko,58.2855537477521,6,-16967.664805488712,1448360.3053770235,9.355545815693015e-4,0.9664698312177482
3520,2019,Kusko,58.27134810345984,6,-120398.38163766093,1326155.2501991128,9.353265635657447e-4,0.9662342783961881
3449,2019,Kusko,58.2711699438327,7,-221722.51091116478,1319133.2162345296,9.353237038853487e-4,0.9662313242181165
3505,2019,Kusko,58.24832007613608,7,-216535.86480275673,1321832.3821596666,9.349569355004357e-4,0.9658524360313169
1021,2019,Kusko,58.214392477248765,5,-86934.75088238949,1294178.0287373648,9.344123559513069e-4,0.9652898609391739
3901,2019,Kusko,58.150370314528494,4,-29404.186101242645,1399703.6152929086,9.333847217640408e-4,0.9642282687466001
3113,2019,Kusko,57.82742985128412,7,-216414.066521822,1325914.634072846,9.282011314824775e-4,0.9588733875635899
4005,2019,Kusko,57.82731415453133,4,-33346.63133258995,1419889.233713321,9.28199274407779e-4,0.9588714691221587
1032,2019,Kusko,57.82377683217469,5,-87618.94911919482,1295864.7017187953,9.281424960480577e-4,0.9588128145307349
3651,2019,Kusko,57.77430441804891,3,-104790.68527461792,1347668.9763029364,9.273484031601876e-4,0.9579924809719769
1131,2019,Kusko,57.718210975006336,6,-27127.47318098347,1451860.7712183867,9.264480346424311e-4,0.9570623599223528
489,2019,Kusko,57.711895446282874,5,-94693.65331430965,1306453.1732190768,9.263466626651169e-4,0.9569576381244639
3269,2019,Kusko,57.53964359992513,5,-93155.61224988094,1302856.4116035593,9.235818093921911e-4,0.9541014207228622
