number,year,indiv,repunit,collection,PofZ,n_miss_loci,TF_YEAR_ID,FishID,QC_or_RR
10041,2016,KLYUTF16_0001qc,upper,Teslin_R,0.038607314,3,KLYUTF16,1,qc
10042,2016,KLYUTF16_0001qc,upper,Morley_R,0.006626582,3,KLYUTF16,1,qc
10043,2016,KLYUTF16_0001qc,upper,Takhini_R,2.22e-7,3,KLYUTF16,1,qc
10044,2016,KLYUTF16_0001qc,upper,Whitehorse,1.89e-5,3,KLYUTF16,1,qc
10045,2016,KLYUTF16_0002,lower,Andreafsky_R,9.6084e-4,36,KLYUTF16,2,NA
10046,2016,KLYUTF16_0002,lower,Anvik_R,0.038334952,36,KLYUTF16,2,NA
10047,2016,KLYUTF16_0002,lower,Nulato_R,0.001771921,36,KLYUTF16,2,NA
10048,2016,KLYUTF16_0002,lower,Gisasa_R,0.078525698,36,KLYUTF16,2,NA
10049,2016,KLYUTF16_0002,lower,Kateel_R,0.024436003,36,KLYUTF16,2,NA
10050,2016,KLYUTF16_0002,lower,Tozitna_R,0.010883889,36,KLYUTF16,2,NA
10051,2016,KLYUTF16_0002,middle,S_Fk_Koyukuk_R,8.7059e-4,36,KLYUTF16,2,NA
10052,2016,KLYUTF16_0002,middle,Henshaw_Creek,0.001209212,36,KLYUTF16,2,NA
10053,2016,KLYUTF16_0002,middle,Kantishna_R,0.007250311,36,KLYUTF16,2,NA
10054,2016,KLYUTF16_0002,middle,Chatanika_R,0.085391486,36,KLYUTF16,2,NA
10055,2016,KLYUTF16_0002,middle,Chena_R,0.005064405,36,KLYUTF16,2,NA
10056,2016,KLYUTF16_0002,middle,Salcha_R,0.029254186,36,KLYUTF16,2,NA
10057,2016,KLYUTF16_0002,middle,Goodpaster_R,0.001667473,36,KLYUTF16,2,NA
10058,2016,KLYUTF16_0002,middle,Beaver_Ck,0.357888936,36,KLYUTF16,2,NA
10059,2016,KLYUTF16_0002,middle,Chandalar_R,0.00221761,36,KLYUTF16,2,NA
10060,2016,KLYUTF16_0002,middle,Sheenjek_R,0.001799646,36,KLYUTF16,2,NA
10061,2016,KLYUTF16_0002,middle,Coleen_R,6.46963e-4,36,KLYUTF16,2,NA
10062,2016,KLYUTF16_0002,upper,Kandik_R,4.41893e-4,36,KLYUTF16,2,NA
10063,2016,KLYUTF16_0002,upper,Chandindu_R,0.001064486,36,KLYUTF16,2,NA
10064,2016,KLYUTF16_0002,upper,Klondike_R,4.63085e-4,36,KLYUTF16,2,NA
10065,2016,KLYUTF16_0002,upper,Porcupine_R,7.12042e-4,36,KLYUTF16,2,NA
10066,2016,KLYUTF16_0002,upper,Stewart_R,3.21464e-4,36,KLYUTF16,2,NA
10067,2016,KLYUTF16_0002,upper,Mayo_R,0.001513379,36,KLYUTF16,2,NA
10068,2016,KLYUTF16_0002,upper,Pelly_R,0.001176923,36,KLYUTF16,2,NA
10069,2016,KLYUTF16_0002,upper,Blind_CK,0.145715536,36,KLYUTF16,2,NA
10070,2016,KLYUTF16_0002,upper,Tincup_Creek,4.53e-5,36,KLYUTF16,2,NA
10071,2016,KLYUTF16_0002,upper,Yukon_R_Mainstem,0.001556011,36,KLYUTF16,2,NA
10072,2016,KLYUTF16_0002,upper,Tatchun_CK,0.001213859,36,KLYUTF16,2,NA
10073,2016,KLYUTF16_0002,upper,Nordenskiold_R,2.91045e-4,36,KLYUTF16,2,NA
10074,2016,KLYUTF16_0002,upper,Little_Salmon_R,3.29361e-4,36,KLYUTF16,2,NA
10075,2016,KLYUTF16_0002,upper,Big_Salmon_R,3.06931e-4,36,KLYUTF16,2,NA
10076,2016,KLYUTF16_0002,upper,Nisutlin_R,8.36799e-4,36,KLYUTF16,2,NA
10077,2016,KLYUTF16_0002,upper,Teslin_R,0.178122804,36,KLYUTF16,2,NA
10078,2016,KLYUTF16_0002,upper,Morley_R,0.016352133,36,KLYUTF16,2,NA
10079,2016,KLYUTF16_0002,upper,Takhini_R,9.43738e-4,36,KLYUTF16,2,NA
10080,2016,KLYUTF16_0002,upper,Whitehorse,4.19094e-4,36,KLYUTF16,2,NA
10081,2016,KLYUTF16_0003,lower,Andreafsky_R,7.86e-8,0,KLYUTF16,3,NA
10082,2016,KLYUTF16_0003,lower,Anvik_R,1.26e-5,0,KLYUTF16,3,NA
10083,2016,KLYUTF16_0003,lower,Nulato_R,7.49e-7,0,KLYUTF16,3,NA
10084,2016,KLYUTF16_0003,lower,Gisasa_R,4.41e-5,0,KLYUTF16,3,NA
10085,2016,KLYUTF16_0003,lower,Kateel_R,2.42446e-4,0,KLYUTF16,3,NA
10086,2016,KLYUTF16_0003,lower,Tozitna_R,3.63e-5,0,KLYUTF16,3,NA
10087,2016,KLYUTF16_0003,middle,S_Fk_Koyukuk_R,1.11e-5,0,KLYUTF16,3,NA
10088,2016,KLYUTF16_0003,middle,Henshaw_Creek,1.26692e-4,0,KLYUTF16,3,NA
10089,2016,KLYUTF16_0003,middle,Kantishna_R,2.1e-5,0,KLYUTF16,3,NA
10090,2016,KLYUTF16_0003,middle,Chatanika_R,6.8519e-4,0,KLYUTF16,3,NA
10091,2016,KLYUTF16_0003,middle,Chena_R,2.16e-5,0,KLYUTF16,3,NA
10092,2016,KLYUTF16_0003,middle,Salcha_R,1.32129e-4,0,KLYUTF16,3,NA
10093,2016,KLYUTF16_0003,middle,Goodpaster_R,2.44e-5,0,KLYUTF16,3,NA
10094,2016,KLYUTF16_0003,middle,Beaver_Ck,0.014215569,0,KLYUTF16,3,NA
10095,2016,KLYUTF16_0003,middle,Chandalar_R,3.09e-5,0,KLYUTF16,3,NA
10096,2016,KLYUTF16_0003,middle,Sheenjek_R,5.6e-6,0,KLYUTF16,3,NA
10097,2016,KLYUTF16_0003,middle,Coleen_R,6.02e-6,0,KLYUTF16,3,NA
10098,2016,KLYUTF16_0003,upper,Kandik_R,1.08e-6,0,KLYUTF16,3,NA
10099,2016,KLYUTF16_0003,upper,Chandindu_R,3.01e-5,0,KLYUTF16,3,NA
10100,2016,KLYUTF16_0003,upper,Klondike_R,6.08e-6,0,KLYUTF16,3,NA
10101,2016,KLYUTF16_0003,upper,Porcupine_R,3.8434e-4,0,KLYUTF16,3,NA
10102,2016,KLYUTF16_0003,upper,Stewart_R,5.04e-5,0,KLYUTF16,3,NA
10103,2016,KLYUTF16_0003,upper,Mayo_R,7.64671e-4,0,KLYUTF16,3,NA
10104,2016,KLYUTF16_0003,upper,Pelly_R,2.10954e-4,0,KLYUTF16,3,NA
10105,2016,KLYUTF16_0003,upper,Blind_CK,0.084887571,0,KLYUTF16,3,NA
10106,2016,KLYUTF16_0003,upper,Tincup_Creek,7.97e-5,0,KLYUTF16,3,NA
10107,2016,KLYUTF16_0003,upper,Yukon_R_Mainstem,0.011307924,0,KLYUTF16,3,NA
10108,2016,KLYUTF16_0003,upper,Tatchun_CK,0.003514786,0,KLYUTF16,3,NA
10109,2016,KLYUTF16_0003,upper,Nordenskiold_R,1.42294e-4,0,KLYUTF16,3,NA
10110,2016,KLYUTF16_0003,upper,Little_Salmon_R,0.002364776,0,KLYUTF16,3,NA
10111,2016,KLYUTF16_0003,upper,Big_Salmon_R,0.002365879,0,KLYUTF16,3,NA
10112,2016,KLYUTF16_0003,upper,Nisutlin_R,7.99704e-4,0,KLYUTF16,3,NA
10113,2016,KLYUTF16_0003,upper,Teslin_R,0.842955617,0,KLYUTF16,3,NA
10114,2016,KLYUTF16_0003,upper,Morley_R,0.034470881,0,KLYUTF16,3,NA
10115,2016,KLYUTF16_0003,upper,Takhini_R,7.22e-6,0,KLYUTF16,3,NA
10116,2016,KLYUTF16_0003,upper,Whitehorse,3.95e-5,0,KLYUTF16,3,NA
10117,2016,KLYUTF16_0004,lower,Andreafsky_R,7.55e-5,1,KLYUTF16,4,NA
10118,2016,KLYUTF16_0004,lower,Anvik_R,9.91158e-4,1,KLYUTF16,4,NA
10119,2016,KLYUTF16_0004,lower,Nulato_R,7.75e-5,1,KLYUTF16,4,NA
10120,2016,KLYUTF16_0004,lower,Gisasa_R,0.002098016,1,KLYUTF16,4,NA
10121,2016,KLYUTF16_0004,lower,Kateel_R,0.004810589,1,KLYUTF16,4,NA
10122,2016,KLYUTF16_0004,lower,Tozitna_R,0.005502255,1,KLYUTF16,4,NA
10123,2016,KLYUTF16_0004,middle,S_Fk_Koyukuk_R,3.47754e-4,1,KLYUTF16,4,NA
10124,2016,KLYUTF16_0004,middle,Henshaw_Creek,0.005167683,1,KLYUTF16,4,NA
10125,2016,KLYUTF16_0004,middle,Kantishna_R,0.001927947,1,KLYUTF16,4,NA
10126,2016,KLYUTF16_0004,middle,Chatanika_R,0.155545832,1,KLYUTF16,4,NA
10127,2016,KLYUTF16_0004,middle,Chena_R,0.003469219,1,KLYUTF16,4,NA
10128,2016,KLYUTF16_0004,middle,Salcha_R,0.041558166,1,KLYUTF16,4,NA
10129,2016,KLYUTF16_0004,middle,Goodpaster_R,9.74028e-4,1,KLYUTF16,4,NA
10130,2016,KLYUTF16_0004,middle,Beaver_Ck,0.108549886,1,KLYUTF16,4,NA
10131,2016,KLYUTF16_0004,middle,Chandalar_R,3.00148e-4,1,KLYUTF16,4,NA
10132,2016,KLYUTF16_0004,middle,Sheenjek_R,2.88455e-4,1,KLYUTF16,4,NA
10133,2016,KLYUTF16_0004,middle,Coleen_R,1.81e-5,1,KLYUTF16,4,NA
10134,2016,KLYUTF16_0004,upper,Kandik_R,1.00863e-4,1,KLYUTF16,4,NA
10135,2016,KLYUTF16_0004,upper,Chandindu_R,0.001507891,1,KLYUTF16,4,NA
10136,2016,KLYUTF16_0004,upper,Klondike_R,3.90425e-4,1,KLYUTF16,4,NA
10137,2016,KLYUTF16_0004,upper,Porcupine_R,0.001078158,1,KLYUTF16,4,NA
10138,2016,KLYUTF16_0004,upper,Stewart_R,5.1727e-4,1,KLYUTF16,4,NA
10139,2016,KLYUTF16_0004,upper,Mayo_R,0.001239867,1,KLYUTF16,4,NA
10140,2016,KLYUTF16_0004,upper,Pelly_R,0.001161553,1,KLYUTF16,4,NA
10141,2016,KLYUTF16_0004,upper,Blind_CK,0.186720356,1,KLYUTF16,4,NA
10142,2016,KLYUTF16_0004,upper,Tincup_Creek,1.69e-7,1,KLYUTF16,4,NA
10143,2016,KLYUTF16_0004,upper,Yukon_R_Mainstem,0.001113836,1,KLYUTF16,4,NA
10144,2016,KLYUTF16_0004,upper,Tatchun_CK,0.004013452,1,KLYUTF16,4,NA
10145,2016,KLYUTF16_0004,upper,Nordenskiold_R,2.35254e-4,1,KLYUTF16,4,NA
10146,2016,KLYUTF16_0004,upper,Little_Salmon_R,7.69011e-4,1,KLYUTF16,4,NA
10147,2016,KLYUTF16_0004,upper,Big_Salmon_R,2.70269e-4,1,KLYUTF16,4,NA
10148,2016,KLYUTF16_0004,upper,Nisutlin_R,4.46862e-4,1,KLYUTF16,4,NA
10149,2016,KLYUTF16_0004,upper,Teslin_R,0.459356046,1,KLYUTF16,4,NA
10150,2016,KLYUTF16_0004,upper,Morley_R,0.009355157,1,KLYUTF16,4,NA
10151,2016,KLYUTF16_0004,upper,Takhini_R,4.01e-6,1,KLYUTF16,4,NA
10152,2016,KLYUTF16_0004,upper,Whitehorse,1.74e-5,1,KLYUTF16,4,NA
10153,2016,KLYUTF16_0005,lower,Andreafsky_R,1.5514e-4,0,KLYUTF16,5,NA
10154,2016,KLYUTF16_0005,lower,Anvik_R,0.00630793,0,KLYUTF16,5,NA
10155,2016,KLYUTF16_0005,lower,Nulato_R,6e-5,0,KLYUTF16,5,NA
10156,2016,KLYUTF16_0005,lower,Gisasa_R,0.016690886,0,KLYUTF16,5,NA
10157,2016,KLYUTF16_0005,lower,Kateel_R,0.030067717,0,KLYUTF16,5,NA
10158,2016,KLYUTF16_0005,lower,Tozitna_R,1.61085e-4,0,KLYUTF16,5,NA
10159,2016,KLYUTF16_0005,middle,S_Fk_Koyukuk_R,9.83e-7,0,KLYUTF16,5,NA
10160,2016,KLYUTF16_0005,middle,Henshaw_Creek,2.42e-6,0,KLYUTF16,5,NA
10161,2016,KLYUTF16_0005,middle,Kantishna_R,1.09364e-4,0,KLYUTF16,5,NA
10162,2016,KLYUTF16_0005,middle,Chatanika_R,6.17e-5,0,KLYUTF16,5,NA
10163,2016,KLYUTF16_0005,middle,Chena_R,2.08e-6,0,KLYUTF16,5,NA
10164,2016,KLYUTF16_0005,middle,Salcha_R,3.73e-5,0,KLYUTF16,5,NA
10165,2016,KLYUTF16_0005,middle,Goodpaster_R,7.33e-7,0,KLYUTF16,5,NA
10166,2016,KLYUTF16_0005,middle,Beaver_Ck,0.002499081,0,KLYUTF16,5,NA
10167,2016,KLYUTF16_0005,middle,Chandalar_R,1.98e-7,0,KLYUTF16,5,NA
10168,2016,KLYUTF16_0005,middle,Sheenjek_R,2.58e-7,0,KLYUTF16,5,NA
10169,2016,KLYUTF16_0005,middle,Coleen_R,2.24e-8,0,KLYUTF16,5,NA
10170,2016,KLYUTF16_0005,upper,Kandik_R,1.74e-8,0,KLYUTF16,5,NA
10171,2016,KLYUTF16_0005,upper,Chandindu_R,4.49e-8,0,KLYUTF16,5,NA
10172,2016,KLYUTF16_0005,upper,Klondike_R,7.1e-8,0,KLYUTF16,5,NA
10173,2016,KLYUTF16_0005,upper,Porcupine_R,8.64e-5,0,KLYUTF16,5,NA
10174,2016,KLYUTF16_0005,upper,Stewart_R,4.2336e-4,0,KLYUTF16,5,NA
10175,2016,KLYUTF16_0005,upper,Mayo_R,9.84398e-4,0,KLYUTF16,5,NA
10176,2016,KLYUTF16_0005,upper,Pelly_R,2.11815e-4,0,KLYUTF16,5,NA
10177,2016,KLYUTF16_0005,upper,Blind_CK,0.049907217,0,KLYUTF16,5,NA
10178,2016,KLYUTF16_0005,upper,Tincup_Creek,2.89e-7,0,KLYUTF16,5,NA
10179,2016,KLYUTF16_0005,upper,Yukon_R_Mainstem,0.002351841,0,KLYUTF16,5,NA
10180,2016,KLYUTF16_0005,upper,Tatchun_CK,2.23031e-4,0,KLYUTF16,5,NA
10181,2016,KLYUTF16_0005,upper,Nordenskiold_R,4.29e-5,0,KLYUTF16,5,NA
10182,2016,KLYUTF16_0005,upper,Little_Salmon_R,7.26781e-4,0,KLYUTF16,5,NA
10183,2016,KLYUTF16_0005,upper,Big_Salmon_R,0.001953388,0,KLYUTF16,5,NA
10184,2016,KLYUTF16_0005,upper,Nisutlin_R,0.001341375,0,KLYUTF16,5,NA
10185,2016,KLYUTF16_0005,upper,Teslin_R,0.789739978,0,KLYUTF16,5,NA
10186,2016,KLYUTF16_0005,upper,Morley_R,0.095771445,0,KLYUTF16,5,NA
10187,2016,KLYUTF16_0005,upper,Takhini_R,8.8e-6,0,KLYUTF16,5,NA
10188,2016,KLYUTF16_0005,upper,Whitehorse,7e-5,0,KLYUTF16,5,NA
10189,2016,KLYUTF16_0006,lower,Andreafsky_R,4.14776e-4,1,KLYUTF16,6,NA
10190,2016,KLYUTF16_0006,lower,Anvik_R,0.002556811,1,KLYUTF16,6,NA
10191,2016,KLYUTF16_0006,lower,Nulato_R,5.83588e-4,1,KLYUTF16,6,NA
10192,2016,KLYUTF16_0006,lower,Gisasa_R,0.006879707,1,KLYUTF16,6,NA
10193,2016,KLYUTF16_0006,lower,Kateel_R,0.005802197,1,KLYUTF16,6,NA
10194,2016,KLYUTF16_0006,lower,Tozitna_R,0.011518266,1,KLYUTF16,6,NA
10195,2016,KLYUTF16_0006,middle,S_Fk_Koyukuk_R,0.003232308,1,KLYUTF16,6,NA
10196,2016,KLYUTF16_0006,middle,Henshaw_Creek,8.49268e-4,1,KLYUTF16,6,NA
10197,2016,KLYUTF16_0006,middle,Kantishna_R,4.71134e-4,1,KLYUTF16,6,NA
10198,2016,KLYUTF16_0006,middle,Chatanika_R,0.071878561999999993,1,KLYUTF16,6,NA
10199,2016,KLYUTF16_0006,middle,Chena_R,0.008475892,1,KLYUTF16,6,NA
10200,2016,KLYUTF16_0006,middle,Salcha_R,0.055968527,1,KLYUTF16,6,NA
10201,2016,KLYUTF16_0006,middle,Goodpaster_R,0.00342295,1,KLYUTF16,6,NA
10202,2016,KLYUTF16_0006,middle,Beaver_Ck,0.725429415,1,KLYUTF16,6,NA
10203,2016,KLYUTF16_0006,middle,Chandalar_R,0.002013068,1,KLYUTF16,6,NA
10204,2016,KLYUTF16_0006,middle,Sheenjek_R,6.50217e-4,1,KLYUTF16,6,NA
10205,2016,KLYUTF16_0006,middle,Coleen_R,2.61758e-4,1,KLYUTF16,6,NA
10206,2016,KLYUTF16_0006,upper,Kandik_R,1.58477e-4,1,KLYUTF16,6,NA
10207,2016,KLYUTF16_0006,upper,Chandindu_R,9.41e-5,1,KLYUTF16,6,NA
10208,2016,KLYUTF16_0006,upper,Klondike_R,3.91e-5,1,KLYUTF16,6,NA
10209,2016,KLYUTF16_0006,upper,Porcupine_R,1.97404e-4,1,KLYUTF16,6,NA
10210,2016,KLYUTF16_0006,upper,Stewart_R,1.78632e-4,1,KLYUTF16,6,NA
10211,2016,KLYUTF16_0006,upper,Mayo_R,6.40408e-4,1,KLYUTF16,6,NA
10212,2016,KLYUTF16_0006,upper,Pelly_R,4.68545e-4,1,KLYUTF16,6,NA
10213,2016,KLYUTF16_0006,upper,Blind_CK,0.065406521,1,KLYUTF16,6,NA
10214,2016,KLYUTF16_0006,upper,Tincup_Creek,1.47e-6,1,KLYUTF16,6,NA
10215,2016,KLYUTF16_0006,upper,Yukon_R_Mainstem,2.70692e-4,1,KLYUTF16,6,NA
10216,2016,KLYUTF16_0006,upper,Tatchun_CK,3.5365e-4,1,KLYUTF16,6,NA
10217,2016,KLYUTF16_0006,upper,Nordenskiold_R,1.46999e-4,1,KLYUTF16,6,NA
10218,2016,KLYUTF16_0006,upper,Little_Salmon_R,7.06e-5,1,KLYUTF16,6,NA
10219,2016,KLYUTF16_0006,upper,Big_Salmon_R,2.83e-5,1,KLYUTF16,6,NA
10220,2016,KLYUTF16_0006,upper,Nisutlin_R,1.45289e-4,1,KLYUTF16,6,NA
10221,2016,KLYUTF16_0006,upper,Teslin_R,0.029722605,1,KLYUTF16,6,NA
10222,2016,KLYUTF16_0006,upper,Morley_R,0.00124961,1,KLYUTF16,6,NA
10223,2016,KLYUTF16_0006,upper,Takhini_R,1.69e-5,1,KLYUTF16,6,NA
10224,2016,KLYUTF16_0006,upper,Whitehorse,4.02322e-4,1,KLYUTF16,6,NA
10225,2016,KLYUTF16_0007,lower,Andreafsky_R,2.89e-7,1,KLYUTF16,7,NA
10226,2016,KLYUTF16_0007,lower,Anvik_R,4.05974e-4,1,KLYUTF16,7,NA
10227,2016,KLYUTF16_0007,lower,Nulato_R,1.4e-6,1,KLYUTF16,7,NA
10228,2016,KLYUTF16_0007,lower,Gisasa_R,1.66569e-4,1,KLYUTF16,7,NA
10229,2016,KLYUTF16_0007,lower,Kateel_R,1.49725e-4,1,KLYUTF16,7,NA
10230,2016,KLYUTF16_0007,lower,Tozitna_R,7.32979e-4,1,KLYUTF16,7,NA
10231,2016,KLYUTF16_0007,middle,S_Fk_Koyukuk_R,8.43e-7,1,KLYUTF16,7,NA
10232,2016,KLYUTF16_0007,middle,Henshaw_Creek,6.91e-7,1,KLYUTF16,7,NA
10233,2016,KLYUTF16_0007,middle,Kantishna_R,7.04171e-4,1,KLYUTF16,7,NA
10234,2016,KLYUTF16_0007,middle,Chatanika_R,2.84732e-4,1,KLYUTF16,7,NA
10235,2016,KLYUTF16_0007,middle,Chena_R,1.38822e-4,1,KLYUTF16,7,NA
10236,2016,KLYUTF16_0007,middle,Salcha_R,0.001235964,1,KLYUTF16,7,NA
10237,2016,KLYUTF16_0007,middle,Goodpaster_R,1.75431e-4,1,KLYUTF16,7,NA
10238,2016,KLYUTF16_0007,middle,Beaver_Ck,0.968975064,1,KLYUTF16,7,NA
10239,2016,KLYUTF16_0007,middle,Chandalar_R,0.012781212,1,KLYUTF16,7,NA
10240,2016,KLYUTF16_0007,middle,Sheenjek_R,0.009706548,1,KLYUTF16,7,NA
10241,2016,KLYUTF16_0007,middle,Coleen_R,5.60107e-4,1,KLYUTF16,7,NA
10242,2016,KLYUTF16_0007,upper,Kandik_R,1.47e-5,1,KLYUTF16,7,NA
10243,2016,KLYUTF16_0007,upper,Chandindu_R,4.5e-5,1,KLYUTF16,7,NA
10244,2016,KLYUTF16_0007,upper,Klondike_R,6.92e-7,1,KLYUTF16,7,NA
10245,2016,KLYUTF16_0007,upper,Porcupine_R,5.7e-5,1,KLYUTF16,7,NA
10246,2016,KLYUTF16_0007,upper,Stewart_R,3.62e-6,1,KLYUTF16,7,NA
10247,2016,KLYUTF16_0007,upper,Mayo_R,8.89e-5,1,KLYUTF16,7,NA
