number,year,indiv,repunit,collection,PofZ,n_miss_loci,TF_YEAR_ID,FishID,QC_or_RR
22031,2017,KLYUTF17_0073,upper,Takhini_R,1.0756e-4,0,KLYUTF17,73,NA
22032,2017,KLYUTF17_0073,upper,Whitehorse,2.79793e-4,0,KLYUTF17,73,NA
22033,2017,KLYUTF17_0075,lower,Andreafsky_R,2.67e-7,0,KLYUTF17,75,NA
22034,2017,KLYUTF17_0075,lower,Anvik_R,1.28e-6,0,KLYUTF17,75,NA
22035,2017,KLYUTF17_0075,lower,Nulato_R,7.13e-6,0,KLYUTF17,75,NA
22036,2017,KLYUTF17_0075,lower,Gisasa_R,5.61095e-4,0,KLYUTF17,75,NA
22037,2017,KLYUTF17_0075,lower,Kateel_R,9.99e-5,0,KLYUTF17,75,NA
22038,2017,KLYUTF17_0075,lower,Tozitna_R,0.002731919,0,KLYUTF17,75,NA
22039,2017,KLYUTF17_0075,middle,S_Fk_Koyukuk_R,9.35e-6,0,KLYUTF17,75,NA
22040,2017,KLYUTF17_0075,middle,Henshaw_Creek,5.37e-5,0,KLYUTF17,75,NA
22041,2017,KLYUTF17_0075,middle,Kantishna_R,2.40151e-4,0,KLYUTF17,75,NA
22042,2017,KLYUTF17_0075,middle,Chatanika_R,1.12e-5,0,KLYUTF17,75,NA
22043,2017,KLYUTF17_0075,middle,Chena_R,1.94712e-4,0,KLYUTF17,75,NA
22044,2017,KLYUTF17_0075,middle,Salcha_R,0.01604378,0,KLYUTF17,75,NA
22045,2017,KLYUTF17_0075,middle,Goodpaster_R,2.67e-5,0,KLYUTF17,75,NA
22046,2017,KLYUTF17_0075,middle,Beaver_Ck,0.036253571,0,KLYUTF17,75,NA
22047,2017,KLYUTF17_0075,middle,Chandalar_R,9.1e-5,0,KLYUTF17,75,NA
22048,2017,KLYUTF17_0075,middle,Sheenjek_R,3.24e-5,0,KLYUTF17,75,NA
22049,2017,KLYUTF17_0075,middle,Coleen_R,1.18e-5,0,KLYUTF17,75,NA
22050,2017,KLYUTF17_0075,upper,Kandik_R,1.46e-5,0,KLYUTF17,75,NA
22051,2017,KLYUTF17_0075,upper,Chandindu_R,1.2e-5,0,KLYUTF17,75,NA
22052,2017,KLYUTF17_0075,upper,Klondike_R,2.16e-5,0,KLYUTF17,75,NA
22053,2017,KLYUTF17_0075,upper,Porcupine_R,3.52493e-4,0,KLYUTF17,75,NA
22054,2017,KLYUTF17_0075,upper,Stewart_R,0.064175892,0,KLYUTF17,75,NA
22055,2017,KLYUTF17_0075,upper,Mayo_R,3.50265e-4,0,KLYUTF17,75,NA
22056,2017,KLYUTF17_0075,upper,Pelly_R,4.8156e-4,0,KLYUTF17,75,NA
22057,2017,KLYUTF17_0075,upper,Blind_CK,2.5506e-4,0,KLYUTF17,75,NA
22058,2017,KLYUTF17_0075,upper,Tincup_Creek,1.68e-5,0,KLYUTF17,75,NA
22059,2017,KLYUTF17_0075,upper,Yukon_R_Mainstem,0.019754482,0,KLYUTF17,75,NA
22060,2017,KLYUTF17_0075,upper,Tatchun_CK,0.002660465,0,KLYUTF17,75,NA
22061,2017,KLYUTF17_0075,upper,Nordenskiold_R,2.3869e-4,0,KLYUTF17,75,NA
22062,2017,KLYUTF17_0075,upper,Little_Salmon_R,0.003180096,0,KLYUTF17,75,NA
22063,2017,KLYUTF17_0075,upper,Big_Salmon_R,0.001272383,0,KLYUTF17,75,NA
22064,2017,KLYUTF17_0075,upper,Nisutlin_R,0.0019762,0,KLYUTF17,75,NA
22065,2017,KLYUTF17_0075,upper,Teslin_R,0.839499979,0,KLYUTF17,75,NA
22066,2017,KLYUTF17_0075,upper,Morley_R,0.003208187,0,KLYUTF17,75,NA
22067,2017,KLYUTF17_0075,upper,Takhini_R,2.95e-5,0,KLYUTF17,75,NA
22068,2017,KLYUTF17_0075,upper,Whitehorse,0.006129857,0,KLYUTF17,75,NA
22069,2017,KLYUTF17_0077,lower,Andreafsky_R,2.75e-6,0,KLYUTF17,77,NA
22070,2017,KLYUTF17_0077,lower,Anvik_R,2.22e-6,0,KLYUTF17,77,NA
22071,2017,KLYUTF17_0077,lower,Nulato_R,6.15e-7,0,KLYUTF17,77,NA
22072,2017,KLYUTF17_0077,lower,Gisasa_R,0.006695249,0,KLYUTF17,77,NA
22073,2017,KLYUTF17_0077,lower,Kateel_R,0.001051898,0,KLYUTF17,77,NA
22074,2017,KLYUTF17_0077,lower,Tozitna_R,0.001317817,0,KLYUTF17,77,NA
22075,2017,KLYUTF17_0077,middle,S_Fk_Koyukuk_R,3e-5,0,KLYUTF17,77,NA
22076,2017,KLYUTF17_0077,middle,Henshaw_Creek,1.32e-5,0,KLYUTF17,77,NA
22077,2017,KLYUTF17_0077,middle,Kantishna_R,0.086014686,0,KLYUTF17,77,NA
22078,2017,KLYUTF17_0077,middle,Chatanika_R,3.72287e-4,0,KLYUTF17,77,NA
22079,2017,KLYUTF17_0077,middle,Chena_R,0.001043567,0,KLYUTF17,77,NA
22080,2017,KLYUTF17_0077,middle,Salcha_R,0.397677404,0,KLYUTF17,77,NA
22081,2017,KLYUTF17_0077,middle,Goodpaster_R,1.17131e-4,0,KLYUTF17,77,NA
22082,2017,KLYUTF17_0077,middle,Beaver_Ck,0.030237229,0,KLYUTF17,77,NA
22083,2017,KLYUTF17_0077,middle,Chandalar_R,2.51e-5,0,KLYUTF17,77,NA
22084,2017,KLYUTF17_0077,middle,Sheenjek_R,6.84e-5,0,KLYUTF17,77,NA
22085,2017,KLYUTF17_0077,middle,Coleen_R,3.69e-5,0,KLYUTF17,77,NA
22086,2017,KLYUTF17_0077,upper,Kandik_R,1.28e-6,0,KLYUTF17,77,NA
22087,2017,KLYUTF17_0077,upper,Chandindu_R,3.54e-7,0,KLYUTF17,77,NA
22088,2017,KLYUTF17_0077,upper,Klondike_R,3.31e-6,0,KLYUTF17,77,NA
22089,2017,KLYUTF17_0077,upper,Porcupine_R,0.001235688,0,KLYUTF17,77,NA
22090,2017,KLYUTF17_0077,upper,Stewart_R,0.135570444,0,KLYUTF17,77,NA
22091,2017,KLYUTF17_0077,upper,Mayo_R,6.9489e-4,0,KLYUTF17,77,NA
22092,2017,KLYUTF17_0077,upper,Pelly_R,2.33989e-4,0,KLYUTF17,77,NA
22093,2017,KLYUTF17_0077,upper,Blind_CK,1.21673e-4,0,KLYUTF17,77,NA
22094,2017,KLYUTF17_0077,upper,Tincup_Creek,1.59e-6,0,KLYUTF17,77,NA
22095,2017,KLYUTF17_0077,upper,Yukon_R_Mainstem,0.013703105,0,KLYUTF17,77,NA
22096,2017,KLYUTF17_0077,upper,Tatchun_CK,0.002122482,0,KLYUTF17,77,NA
22097,2017,KLYUTF17_0077,upper,Nordenskiold_R,2.65278e-4,0,KLYUTF17,77,NA
22098,2017,KLYUTF17_0077,upper,Little_Salmon_R,0.00120385,0,KLYUTF17,77,NA
22099,2017,KLYUTF17_0077,upper,Big_Salmon_R,2.56123e-4,0,KLYUTF17,77,NA
22100,2017,KLYUTF17_0077,upper,Nisutlin_R,1.02548e-4,0,KLYUTF17,77,NA
22101,2017,KLYUTF17_0077,upper,Teslin_R,0.293303893,0,KLYUTF17,77,NA
22102,2017,KLYUTF17_0077,upper,Morley_R,2.448e-4,0,KLYUTF17,77,NA
22103,2017,KLYUTF17_0077,upper,Takhini_R,1.92e-5,0,KLYUTF17,77,NA
22104,2017,KLYUTF17_0077,upper,Whitehorse,0.026209092,0,KLYUTF17,77,NA
22105,2017,KLYUTF17_0078,lower,Andreafsky_R,9.19e-8,0,KLYUTF17,78,NA
22106,2017,KLYUTF17_0078,lower,Anvik_R,2.94e-7,0,KLYUTF17,78,NA
22107,2017,KLYUTF17_0078,lower,Nulato_R,2.21e-7,0,KLYUTF17,78,NA
22108,2017,KLYUTF17_0078,lower,Gisasa_R,3.11176e-4,0,KLYUTF17,78,NA
22109,2017,KLYUTF17_0078,lower,Kateel_R,1.02714e-4,0,KLYUTF17,78,NA
22110,2017,KLYUTF17_0078,lower,Tozitna_R,6.15333e-4,0,KLYUTF17,78,NA
22111,2017,KLYUTF17_0078,middle,S_Fk_Koyukuk_R,3.8925e-4,0,KLYUTF17,78,NA
22112,2017,KLYUTF17_0078,middle,Henshaw_Creek,4.14e-5,0,KLYUTF17,78,NA
22113,2017,KLYUTF17_0078,middle,Kantishna_R,0.003947994,0,KLYUTF17,78,NA
22114,2017,KLYUTF17_0078,middle,Chatanika_R,7.73355e-4,0,KLYUTF17,78,NA
22115,2017,KLYUTF17_0078,middle,Chena_R,0.004552699,0,KLYUTF17,78,NA
22116,2017,KLYUTF17_0078,middle,Salcha_R,0.985312206,0,KLYUTF17,78,NA
22117,2017,KLYUTF17_0078,middle,Goodpaster_R,2.0357e-4,0,KLYUTF17,78,NA
22118,2017,KLYUTF17_0078,middle,Beaver_Ck,0.001965763,0,KLYUTF17,78,NA
22119,2017,KLYUTF17_0078,middle,Chandalar_R,1.5e-6,0,KLYUTF17,78,NA
22120,2017,KLYUTF17_0078,middle,Sheenjek_R,2.23e-6,0,KLYUTF17,78,NA
22121,2017,KLYUTF17_0078,middle,Coleen_R,9.13e-8,0,KLYUTF17,78,NA
22122,2017,KLYUTF17_0078,upper,Kandik_R,1.94e-7,0,KLYUTF17,78,NA
22123,2017,KLYUTF17_0078,upper,Chandindu_R,7.55e-8,0,KLYUTF17,78,NA
22124,2017,KLYUTF17_0078,upper,Klondike_R,2.81e-7,0,KLYUTF17,78,NA
22125,2017,KLYUTF17_0078,upper,Porcupine_R,4.97e-6,0,KLYUTF17,78,NA
22126,2017,KLYUTF17_0078,upper,Stewart_R,0.001690492,0,KLYUTF17,78,NA
22127,2017,KLYUTF17_0078,upper,Mayo_R,4.05e-6,0,KLYUTF17,78,NA
22128,2017,KLYUTF17_0078,upper,Pelly_R,3.13e-6,0,KLYUTF17,78,NA
22129,2017,KLYUTF17_0078,upper,Blind_CK,2.67e-6,0,KLYUTF17,78,NA
22130,2017,KLYUTF17_0078,upper,Tincup_Creek,1.04e-10,0,KLYUTF17,78,NA
22131,2017,KLYUTF17_0078,upper,Yukon_R_Mainstem,2e-6,0,KLYUTF17,78,NA
22132,2017,KLYUTF17_0078,upper,Tatchun_CK,3.78e-6,0,KLYUTF17,78,NA
22133,2017,KLYUTF17_0078,upper,Nordenskiold_R,3.69e-7,0,KLYUTF17,78,NA
22134,2017,KLYUTF17_0078,upper,Little_Salmon_R,3.16e-7,0,KLYUTF17,78,NA
22135,2017,KLYUTF17_0078,upper,Big_Salmon_R,1.47e-7,0,KLYUTF17,78,NA
22136,2017,KLYUTF17_0078,upper,Nisutlin_R,6.97e-7,0,KLYUTF17,78,NA
22137,2017,KLYUTF17_0078,upper,Teslin_R,5.93e-5,0,KLYUTF17,78,NA
22138,2017,KLYUTF17_0078,upper,Morley_R,1.51e-6,0,KLYUTF17,78,NA
22139,2017,KLYUTF17_0078,upper,Takhini_R,4.74e-9,0,KLYUTF17,78,NA
22140,2017,KLYUTF17_0078,upper,Whitehorse,6.04e-6,0,KLYUTF17,78,NA
22141,2017,KLYUTF17_0079,lower,Andreafsky_R,9.67e-7,0,KLYUTF17,79,NA
22142,2017,KLYUTF17_0079,lower,Anvik_R,4.53e-6,0,KLYUTF17,79,NA
22143,2017,KLYUTF17_0079,lower,Nulato_R,2.2e-6,0,KLYUTF17,79,NA
22144,2017,KLYUTF17_0079,lower,Gisasa_R,0.006855543,0,KLYUTF17,79,NA
22145,2017,KLYUTF17_0079,lower,Kateel_R,1.77909e-4,0,KLYUTF17,79,NA
22146,2017,KLYUTF17_0079,lower,Tozitna_R,0.020566928,0,KLYUTF17,79,NA
22147,2017,KLYUTF17_0079,middle,S_Fk_Koyukuk_R,4.23e-5,0,KLYUTF17,79,NA
22148,2017,KLYUTF17_0079,middle,Henshaw_Creek,1.31e-5,0,KLYUTF17,79,NA
22149,2017,KLYUTF17_0079,middle,Kantishna_R,5.33036e-4,0,KLYUTF17,79,NA
22150,2017,KLYUTF17_0079,middle,Chatanika_R,8.02e-6,0,KLYUTF17,79,NA
22151,2017,KLYUTF17_0079,middle,Chena_R,2.73e-6,0,KLYUTF17,79,NA
22152,2017,KLYUTF17_0079,middle,Salcha_R,0.001952365,0,KLYUTF17,79,NA
22153,2017,KLYUTF17_0079,middle,Goodpaster_R,2.98e-6,0,KLYUTF17,79,NA
22154,2017,KLYUTF17_0079,middle,Beaver_Ck,0.003277329,0,KLYUTF17,79,NA
22155,2017,KLYUTF17_0079,middle,Chandalar_R,1.59e-5,0,KLYUTF17,79,NA
22156,2017,KLYUTF17_0079,middle,Sheenjek_R,1.74e-5,0,KLYUTF17,79,NA
22157,2017,KLYUTF17_0079,middle,Coleen_R,5.44e-6,0,KLYUTF17,79,NA
22158,2017,KLYUTF17_0079,upper,Kandik_R,4.8e-6,0,KLYUTF17,79,NA
22159,2017,KLYUTF17_0079,upper,Chandindu_R,1.08e-6,0,KLYUTF17,79,NA
22160,2017,KLYUTF17_0079,upper,Klondike_R,1.48e-6,0,KLYUTF17,79,NA
22161,2017,KLYUTF17_0079,upper,Porcupine_R,6.1532e-4,0,KLYUTF17,79,NA
22162,2017,KLYUTF17_0079,upper,Stewart_R,0.378525025,0,KLYUTF17,79,NA
22163,2017,KLYUTF17_0079,upper,Mayo_R,0.001386102,0,KLYUTF17,79,NA
22164,2017,KLYUTF17_0079,upper,Pelly_R,4.3073e-4,0,KLYUTF17,79,NA
22165,2017,KLYUTF17_0079,upper,Blind_CK,6.79687e-4,0,KLYUTF17,79,NA
22166,2017,KLYUTF17_0079,upper,Tincup_Creek,3.01e-5,0,KLYUTF17,79,NA
22167,2017,KLYUTF17_0079,upper,Yukon_R_Mainstem,0.011087589,0,KLYUTF17,79,NA
22168,2017,KLYUTF17_0079,upper,Tatchun_CK,0.005533261,0,KLYUTF17,79,NA
22169,2017,KLYUTF17_0079,upper,Nordenskiold_R,8.19174e-4,0,KLYUTF17,79,NA
22170,2017,KLYUTF17_0079,upper,Little_Salmon_R,0.002431532,0,KLYUTF17,79,NA
22171,2017,KLYUTF17_0079,upper,Big_Salmon_R,9.08e-5,0,KLYUTF17,79,NA
22172,2017,KLYUTF17_0079,upper,Nisutlin_R,0.084519651,0,KLYUTF17,79,NA
22173,2017,KLYUTF17_0079,upper,Teslin_R,0.392605922,0,KLYUTF17,79,NA
22174,2017,KLYUTF17_0079,upper,Morley_R,0.084584814,0,KLYUTF17,79,NA
22175,2017,KLYUTF17_0079,upper,Takhini_R,4.46e-5,0,KLYUTF17,79,NA
22176,2017,KLYUTF17_0079,upper,Whitehorse,0.003129603,0,KLYUTF17,79,NA
22177,2017,KLYUTF17_0080,lower,Andreafsky_R,1.9e-8,0,KLYUTF17,80,NA
22178,2017,KLYUTF17_0080,lower,Anvik_R,8.34e-8,0,KLYUTF17,80,NA
22179,2017,KLYUTF17_0080,lower,Nulato_R,2.08e-8,0,KLYUTF17,80,NA
22180,2017,KLYUTF17_0080,lower,Gisasa_R,2.74011e-4,0,KLYUTF17,80,NA
22181,2017,KLYUTF17_0080,lower,Kateel_R,9.15e-6,0,KLYUTF17,80,NA
22182,2017,KLYUTF17_0080,lower,Tozitna_R,0.00282567,0,KLYUTF17,80,NA
22183,2017,KLYUTF17_0080,middle,S_Fk_Koyukuk_R,1.84e-5,0,KLYUTF17,80,NA
22184,2017,KLYUTF17_0080,middle,Henshaw_Creek,5.86e-5,0,KLYUTF17,80,NA
22185,2017,KLYUTF17_0080,middle,Kantishna_R,0.020132141,0,KLYUTF17,80,NA
22186,2017,KLYUTF17_0080,middle,Chatanika_R,5.2961e-4,0,KLYUTF17,80,NA
22187,2017,KLYUTF17_0080,middle,Chena_R,0.002485551,0,KLYUTF17,80,NA
22188,2017,KLYUTF17_0080,middle,Salcha_R,0.921009005,0,KLYUTF17,80,NA
22189,2017,KLYUTF17_0080,middle,Goodpaster_R,1.85437e-4,0,KLYUTF17,80,NA
22190,2017,KLYUTF17_0080,middle,Beaver_Ck,0.040837962,0,KLYUTF17,80,NA
22191,2017,KLYUTF17_0080,middle,Chandalar_R,4.25213e-4,0,KLYUTF17,80,NA
22192,2017,KLYUTF17_0080,middle,Sheenjek_R,6.45347e-4,0,KLYUTF17,80,NA
22193,2017,KLYUTF17_0080,middle,Coleen_R,2.68e-6,0,KLYUTF17,80,NA
22194,2017,KLYUTF17_0080,upper,Kandik_R,1.26e-5,0,KLYUTF17,80,NA
22195,2017,KLYUTF17_0080,upper,Chandindu_R,1.31e-5,0,KLYUTF17,80,NA
22196,2017,KLYUTF17_0080,upper,Klondike_R,6.95e-6,0,KLYUTF17,80,NA
22197,2017,KLYUTF17_0080,upper,Porcupine_R,6.81e-5,0,KLYUTF17,80,NA
22198,2017,KLYUTF17_0080,upper,Stewart_R,0.004715621,0,KLYUTF17,80,NA
22199,2017,KLYUTF17_0080,upper,Mayo_R,7.39e-5,0,KLYUTF17,80,NA
22200,2017,KLYUTF17_0080,upper,Pelly_R,2.39e-5,0,KLYUTF17,80,NA
22201,2017,KLYUTF17_0080,upper,Blind_CK,5.68e-6,0,KLYUTF17,80,NA
22202,2017,KLYUTF17_0080,upper,Tincup_Creek,3.9e-9,0,KLYUTF17,80,NA
22203,2017,KLYUTF17_0080,upper,Yukon_R_Mainstem,4.73e-5,0,KLYUTF17,80,NA
22204,2017,KLYUTF17_0080,upper,Tatchun_CK,4.82e-6,0,KLYUTF17,80,NA
22205,2017,KLYUTF17_0080,upper,Nordenskiold_R,1.04e-5,0,KLYUTF17,80,NA
22206,2017,KLYUTF17_0080,upper,Little_Salmon_R,8.75e-6,0,KLYUTF17,80,NA
22207,2017,KLYUTF17_0080,upper,Big_Salmon_R,3.21e-6,0,KLYUTF17,80,NA
22208,2017,KLYUTF17_0080,upper,Nisutlin_R,3.03e-5,0,KLYUTF17,80,NA
22209,2017,KLYUTF17_0080,upper,Teslin_R,0.005043815,0,KLYUTF17,80,NA
22210,2017,KLYUTF17_0080,upper,Morley_R,4.87715e-4,0,KLYUTF17,80,NA
22211,2017,KLYUTF17_0080,upper,Takhini_R,7.79e-8,0,KLYUTF17,80,NA
22212,2017,KLYUTF17_0080,upper,Whitehorse,4.77e-6,0,KLYUTF17,80,NA
22213,2017,KLYUTF17_0083,lower,Andreafsky_R,2.24e-5,1,KLYUTF17,83,NA
22214,2017,KLYUTF17_0083,lower,Anvik_R,5.17e-5,1,KLYUTF17,83,NA
22215,2017,KLYUTF17_0083,lower,Nulato_R,3.3e-6,1,KLYUTF17,83,NA
22216,2017,KLYUTF17_0083,lower,Gisasa_R,0.035569092,1,KLYUTF17,83,NA
22217,2017,KLYUTF17_0083,lower,Kateel_R,0.001170809,1,KLYUTF17,83,NA
22218,2017,KLYUTF17_0083,lower,Tozitna_R,0.011069487,1,KLYUTF17,83,NA
22219,2017,KLYUTF17_0083,middle,S_Fk_Koyukuk_R,2.87493e-4,1,KLYUTF17,83,NA
22220,2017,KLYUTF17_0083,middle,Henshaw_Creek,9.14e-5,1,KLYUTF17,83,NA
22221,2017,KLYUTF17_0083,middle,Kantishna_R,0.385910407,1,KLYUTF17,83,NA
22222,2017,KLYUTF17_0083,middle,Chatanika_R,2.63e-5,1,KLYUTF17,83,NA
22223,2017,KLYUTF17_0083,middle,Chena_R,8.25144e-4,1,KLYUTF17,83,NA
22224,2017,KLYUTF17_0083,middle,Salcha_R,0.125996144,1,KLYUTF17,83,NA
22225,2017,KLYUTF17_0083,middle,Goodpaster_R,1.65122e-4,1,KLYUTF17,83,NA
22226,2017,KLYUTF17_0083,middle,Beaver_Ck,0.416581749,1,KLYUTF17,83,NA
22227,2017,KLYUTF17_0083,middle,Chandalar_R,1.39142e-4,1,KLYUTF17,83,NA
22228,2017,KLYUTF17_0083,middle,Sheenjek_R,9.99411e-4,1,KLYUTF17,83,NA
22229,2017,KLYUTF17_0083,middle,Coleen_R,0.001371569,1,KLYUTF17,83,NA
22230,2017,KLYUTF17_0083,upper,Kandik_R,1.66e-6,1,KLYUTF17,83,NA
22231,2017,KLYUTF17_0083,upper,Chandindu_R,1.44e-7,1,KLYUTF17,83,NA
22232,2017,KLYUTF17_0083,upper,Klondike_R,2.4e-6,1,KLYUTF17,83,NA
22233,2017,KLYUTF17_0083,upper,Porcupine_R,2.01233e-4,1,KLYUTF17,83,NA
22234,2017,KLYUTF17_0083,upper,Stewart_R,0.017903395,1,KLYUTF17,83,NA
22235,2017,KLYUTF17_0083,upper,Mayo_R,1.92304e-4,1,KLYUTF17,83,NA
22236,2017,KLYUTF17_0083,upper,Pelly_R,7.63e-5,1,KLYUTF17,83,NA
22237,2017,KLYUTF17_0083,upper,Blind_CK,1.34714e-4,1,KLYUTF17,83,NA
22238,2017,KLYUTF17_0083,upper,Tincup_Creek,2.23706e-4,1,KLYUTF17,83,NA
22239,2017,KLYUTF17_0083,upper,Yukon_R_Mainstem,8.32e-5,1,KLYUTF17,83,NA
22240,2017,KLYUTF17_0083,upper,Tatchun_CK,2.16e-6,1,KLYUTF17,83,NA
22241,2017,KLYUTF17_0083,upper,Nordenskiold_R,7.82e-7,1,KLYUTF17,83,NA
22242,2017,KLYUTF17_0083,upper,Little_Salmon_R,2.52e-5,1,KLYUTF17,83,NA
22243,2017,KLYUTF17_0083,upper,Big_Salmon_R,5.01e-6,1,KLYUTF17,83,NA
22244,2017,KLYUTF17_0083,upper,Nisutlin_R,1.44e-7,1,KLYUTF17,83,NA
22245,2017,KLYUTF17_0083,upper,Teslin_R,6.43089e-4,1,KLYUTF17,83,NA
22246,2017,KLYUTF17_0083,upper,Morley_R,7.06e-6,1,KLYUTF17,83,NA
22247,2017,KLYUTF17_0083,upper,Takhini_R,7.9e-7,1,KLYUTF17,83,NA
22248,2017,KLYUTF17_0083,upper,Whitehorse,2.16145e-4,1,KLYUTF17,83,NA
22249,2017,KLYUTF17_0084,lower,Andreafsky_R,1.06e-6,0,KLYUTF17,84,NA
22250,2017,KLYUTF17_0084,lower,Anvik_R,5.16e-6,0,KLYUTF17,84,NA
22251,2017,KLYUTF17_0084,lower,Nulato_R,2.35e-6,0,KLYUTF17,84,NA
22252,2017,KLYUTF17_0084,lower,Gisasa_R,0.005886167,0,KLYUTF17,84,NA
22253,2017,KLYUTF17_0084,lower,Kateel_R,1.49379e-4,0,KLYUTF17,84,NA
22254,2017,KLYUTF17_0084,lower,Tozitna_R,0.009693828,0,KLYUTF17,84,NA
22255,2017,KLYUTF17_0084,middle,S_Fk_Koyukuk_R,0.010932877,0,KLYUTF17,84,NA
22256,2017,KLYUTF17_0084,middle,Henshaw_Creek,9.02158e-4,0,KLYUTF17,84,NA
22257,2017,KLYUTF17_0084,middle,Kantishna_R,0.013052498,0,KLYUTF17,84,NA
22258,2017,KLYUTF17_0084,middle,Chatanika_R,7.91791e-4,0,KLYUTF17,84,NA
22259,2017,KLYUTF17_0084,middle,Chena_R,0.004371555,0,KLYUTF17,84,NA
22260,2017,KLYUTF17_0084,middle,Salcha_R,0.290706201,0,KLYUTF17,84,NA
22261,2017,KLYUTF17_0084,middle,Goodpaster_R,5.99829e-4,0,KLYUTF17,84,NA
22262,2017,KLYUTF17_0084,middle,Beaver_Ck,0.554567338,0,KLYUTF17,84,NA
22263,2017,KLYUTF17_0084,middle,Chandalar_R,0.001878269,0,KLYUTF17,84,NA
22264,2017,KLYUTF17_0084,middle,Sheenjek_R,0.009911155,0,KLYUTF17,84,NA
22265,2017,KLYUTF17_0084,middle,Coleen_R,9.60931e-4,0,KLYUTF17,84,NA
22266,2017,KLYUTF17_0084,upper,Kandik_R,1.84302e-4,0,KLYUTF17,84,NA
22267,2017,KLYUTF17_0084,upper,Chandindu_R,1.50808e-4,0,KLYUTF17,84,NA
22268,2017,KLYUTF17_0084,upper,Klondike_R,2.95154e-4,0,KLYUTF17,84,NA
22269,2017,KLYUTF17_0084,upper,Porcupine_R,8.63778e-4,0,KLYUTF17,84,NA
22270,2017,KLYUTF17_0084,upper,Stewart_R,0.089413723,0,KLYUTF17,84,NA
22271,2017,KLYUTF17_0084,upper,Mayo_R,0.001062579,0,KLYUTF17,84,NA
22272,2017,KLYUTF17_0084,upper,Pelly_R,9.76e-5,0,KLYUTF17,84,NA
22273,2017,KLYUTF17_0084,upper,Blind_CK,9.27295e-4,0,KLYUTF17,84,NA
22274,2017,KLYUTF17_0084,upper,Tincup_Creek,1.1e-5,0,KLYUTF17,84,NA
22275,2017,KLYUTF17_0084,upper,Yukon_R_Mainstem,1.35218e-4,0,KLYUTF17,84,NA
22276,2017,KLYUTF17_0084,upper,Tatchun_CK,2.05318e-4,0,KLYUTF17,84,NA
22277,2017,KLYUTF17_0084,upper,Nordenskiold_R,2.72e-5,0,KLYUTF17,84,NA
22278,2017,KLYUTF17_0084,upper,Little_Salmon_R,7.33e-5,0,KLYUTF17,84,NA
22279,2017,KLYUTF17_0084,upper,Big_Salmon_R,1.81e-5,0,KLYUTF17,84,NA
22280,2017,KLYUTF17_0084,upper,Nisutlin_R,1.07e-5,0,KLYUTF17,84,NA
22281,2017,KLYUTF17_0084,upper,Teslin_R,0.00206116,0,KLYUTF17,84,NA
22282,2017,KLYUTF17_0084,upper,Morley_R,1.29e-5,0,KLYUTF17,84,NA
22283,2017,KLYUTF17_0084,upper,Takhini_R,1.4e-7,0,KLYUTF17,84,NA
22284,2017,KLYUTF17_0084,upper,Whitehorse,3.71e-5,0,KLYUTF17,84,NA
22285,2017,KLYUTF17_0084qc,lower,Andreafsky_R,1.67e-6,1,KLYUTF17,84,qc
22286,2017,KLYUTF17_0084qc,lower,Anvik_R,7.51e-6,1,KLYUTF17,84,qc
22287,2017,KLYUTF17_0084qc,lower,Nulato_R,3.35e-6,1,KLYUTF17,84,qc
22288,2017,KLYUTF17_0084qc,lower,Gisasa_R,0.008727543,1,KLYUTF17,84,qc
22289,2017,KLYUTF17_0084qc,lower,Kateel_R,2.01947e-4,1,KLYUTF17,84,qc
22290,2017,KLYUTF17_0084qc,lower,Tozitna_R,0.014485439,1,KLYUTF17,84,qc
22291,2017,KLYUTF17_0084qc,middle,S_Fk_Koyukuk_R,0.01028452,1,KLYUTF17,84,qc
22292,2017,KLYUTF17_0084qc,middle,Henshaw_Creek,8.34946e-4,1,KLYUTF17,84,qc
22293,2017,KLYUTF17_0084qc,middle,Kantishna_R,0.01964136,1,KLYUTF17,84,qc
22294,2017,KLYUTF17_0084qc,middle,Chatanika_R,7.23631e-4,1,KLYUTF17,84,qc
22295,2017,KLYUTF17_0084qc,middle,Chena_R,0.00401096,1,KLYUTF17,84,qc
22296,2017,KLYUTF17_0084qc,middle,Salcha_R,0.264421269,1,KLYUTF17,84,qc
22297,2017,KLYUTF17_0084qc,middle,Goodpaster_R,5.4943e-4,1,KLYUTF17,84,qc
22298,2017,KLYUTF17_0084qc,middle,Beaver_Ck,0.555279338,1,KLYUTF17,84,qc
22299,2017,KLYUTF17_0084qc,middle,Chandalar_R,0.001811988,1,KLYUTF17,84,qc
22300,2017,KLYUTF17_0084qc,middle,Sheenjek_R,0.010232448,1,KLYUTF17,84,qc
22301,2017,KLYUTF17_0084qc,middle,Coleen_R,9.82e-4,1,KLYUTF17,84,qc
22302,2017,KLYUTF17_0084qc,upper,Kandik_R,2.16967e-4,1,KLYUTF17,84,qc
22303,2017,KLYUTF17_0084qc,upper,Chandindu_R,1.46752e-4,1,KLYUTF17,84,qc
22304,2017,KLYUTF17_0084qc,upper,Klondike_R,2.88373e-4,1,KLYUTF17,84,qc
22305,2017,KLYUTF17_0084qc,upper,Porcupine_R,8.46099e-4,1,KLYUTF17,84,qc
22306,2017,KLYUTF17_0084qc,upper,Stewart_R,0.101315808,1,KLYUTF17,84,qc
22307,2017,KLYUTF17_0084qc,upper,Mayo_R,0.001338894,1,KLYUTF17,84,qc
