"","fish.id","natal_iso","UY_gen","MY_gen","LY_gen","max_gen"
"1","2019_yk_145",0.71225677,0.0117,0.9766,0.0117,"MY"
"2","2019_yk_147",0.717369804,1,0,0,"UY"
"3","2019_yk_149",0.709552833,0.2,0.2,0.2,"Equal"
"4","2019_yk_152",0.709844179,1,0,0,"UY"
"5","2019_yk_153",0.706888974,1,0,0,"UY"
"6","2019_yk_160",0.70784879,0,0,1,"LY"
"7","2019_yk_161",0.714474741,0.2,0.2,0.2,"Equal"
"8","2019_yk_165",0.713345605,1,0,0,"UY"
"9","2019_yk_168",0.707165458,1,0,0,"UY"
"10","2019_yk_170",0.722512663,1,0,0,"UY"
"11","2019_yk_172",0.721509847,0.00314999999999999,0.9937,0.00314999999999999,"MY"
"12","2019_yk_174",0.723966017,1,0,0,"UY"
"13","2019_yk_175",0.714051757,0.06855,0.8629,0.06855,"MY"
"14","2019_yk_176",0.709895154,1,0,0,"UY"
"15","2019_yk_181",0.711513281,1,0,0,"UY"
"16","2019_yk_183",0.712616705,1,0,0,"UY"
"17","2019_yk_185",0.709634032,1,0,0,"UY"
"18","2019_yk_186",0.714629764,0,1,0,"MY"
"19","2019_yk_187",0.705291071,1,0,0,"UY"
"20","2019_yk_188",0.715588228,1,0,0,"UY"
"21","2019_yk_192",0.709776118,4.99999999999945e-05,0.9999,4.99999999999945e-05,"MY"
"22","2019_yk_195",0.718583874,1,0,0,"UY"
"23","2019_yk_196",0.718057146,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"24","2019_yk_199",0.717155181,1,0,0,"UY"
"25","2019_yk_200",0.734734517,0,0,1,"LY"
"26","2019_yk_348",0.707537322,0,0,1,"LY"
"27","2019_yk_349",0.717966629,0.00619999999999998,0.9876,0.00619999999999998,"MY"
"28","2019_yk_351_redo",0.709963177,1,0,0,"UY"
"29","2019_yk_352",0.707018307,1,0,0,"UY"
"30","2019_yk_354",0.713548911,1,0,0,"UY"
"31","2019_yk_355",0.71780994,1,0,0,"UY"
"32","2019_yk_357",0.715754228,0.00180000000000002,0.9964,0.00180000000000002,"MY"
"33","2019_yk_358",0.721700765,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"34","2019_yk_360",0.707030663,1,0,0,"UY"
"35","2019_yk_363_redo",0.705366362,1,0,0,"UY"
"36","2019_yk_365",0.707260601,0.09625,0.8075,0.09625,"MY"
"37","2019_yk_368",0.722207349,0.00245000000000001,0.9951,0.00245000000000001,"MY"
"38","2019_yk_374",0.711923125,0.00180000000000002,0.9964,0.00180000000000002,"MY"
"39","2019_yk_376",0.707166622,1,0,0,"UY"
"40","2019_yk_377_redo",0.711267534,0.2244,0.2244,0.5512,"LY"
"41","2019_yk_379",0.707646097,1,0,0,"UY"
"42","2019_yk_380",0.710121652,0,1,0,"MY"
"43","2019_yk_381",0.70810763,0,1,0,"MY"
"44","2019_yk_382_redo",0.715909096,0,1,0,"MY"
"45","2019_yk_383",0.715842223,1,0,0,"UY"
"46","2019_yk_384",0.711207593,1,0,0,"UY"
"47","2019_yk_385",0.711222045,1,0,0,"UY"
"48","2019_yk_387",0.716727269,0.10525,0.7895,0.10525,"MY"
"49","2019_yk_388",0.712517856,1,0,0,"UY"
"50","2019_yk_388a",0.712935472,1,0,0,"UY"
"51","2019_yk_392",0.70561321,1,0,0,"UY"
"52","2019_yk_395",0.714022795,1,0,0,"UY"
"53","2019_yk_402",0.714572221,1,0,0,"UY"
"54","2019_yk_406",0.71077588,1,0,0,"UY"
"55","2019_yk_407",0.706099664,1,0,0,"UY"
"56","2019_yk_408",0.711595772,0.2,0.2,0.2,"Equal"
"57","2019_yk_409",0.711371586,1,0,0,"UY"
"58","2019_yk_410",0.721497613,1,0,0,"UY"
"59","2019_yk_415",0.716360738,1,0,0,"UY"
"60","2019_yk_417",0.711531882,1,0,0,"UY"
"61","2019_yk_418",0.73538594,0,0,1,"LY"
"62","2019_yk_419",0.724786859,1,0,0,"UY"
"63","2019_yk_420",0.724794381,1,0,0,"UY"
"64","2019_yk_421",0.717218566,0.2,0.2,0.2,"Equal"
"65","2019_yk_423",0.71017725,0.17015,0.17015,0.6597,"LY"
"66","2019_yk_425",0.715776571,0,0,1,"LY"
"67","2019_yk_427",0.716205281,1,0,0,"UY"
"68","2019_yk_428",0.715963014,0.0202,0.9596,0.0202,"MY"
"69","2019_yk_431",0.711245345,0,1,0,"MY"
"70","2019_yk_433",0.71634473,0,1,0,"MY"
"71","2019_yk_435",0.722863518,1,0,0,"UY"
"72","2019_yk_437",0.725141247,1,0,0,"UY"
"73","2019_yk_440",0.712785494,0.0101,0.9798,0.0101,"MY"
"74","2019_yk_441",0.718628424,1,0,0,"UY"
"75","2019_yk_444",0.711247541,1,0,0,"UY"
"76","2019_yk_446",0.710220867,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"77","2019_yk_448",0.711269815,0,0,1,"LY"
"78","2019_yk_449",0.71990672,0,0,1,"LY"
"79","2019_yk_450",0.711249179,1,0,0,"UY"
"80","2019_yk_453",0.7055109,1,0,0,"UY"
"81","2019_yk_454",0.712051637,0,0,1,"LY"
"82","2019_yk_455",0.705802487,0,0,1,"LY"
"83","2019_yk_458",0.707211402,0.2486,0.5028,0.2486,"MY"
"84","2019_yk_459",0.707743315,0.0161,0.9678,0.0161,"MY"
"85","2019_yk_461",0.707882518,4.99999999999945e-05,0.9999,4.99999999999945e-05,"MY"
"86","2019_yk_462",0.707754413,1,0,0,"UY"
"87","2019_yk_463",0.7071407,1,0,0,"UY"
"88","2019_yk_466",0.706908246,1,0,0,"UY"
"89","2019_yk_468",0.70559442,1,0,0,"UY"
"90","2019_yk_469",0.711095894,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"91","2019_yk_470",0.705529118,1,0,0,"UY"
"92","2019_yk_473",0.706956564,1,0,0,"UY"
"93","2019_yk_475",0.704587471,1,0,0,"UY"
"94","2019_yk_477",0.707225778,0.2,0.2,0.2,"Equal"
"95","2019_yk_481",0.706720365,0.2,0.2,0.2,"Equal"
"96","2019_yk_482",0.707325728,0.2,0.2,0.2,"Equal"
"97","2019_yk_487",0.707000789,0.2,0.2,0.2,"Equal"
"98","2019_yk_488",0.707340155,0.2,0.2,0.2,"Equal"
"99","2019_yk_490",0.713158742,0.2,0.2,0.2,"Equal"
"100","2019_yk_491",0.716941628,0.2,0.2,0.2,"Equal"
"101","2019_yk_492",0.70750871,0.04505,0.9099,0.04505,"MY"
"102","2019_yk_493",0.715595084,1,0,0,"UY"
"103","2019_yk_499",0.705852667,1,0,0,"UY"
"104","2019_yk_500",0.710482921,0.000249999999999972,0.9995,0.000249999999999972,"MY"
