"","fish.id","natal_iso","UY_gen","MY_gen","LY_gen","max_gen"
"1","2019_yk_003",0.707373052,0.0117,0.9766,0.0117,"MY"
"2","2019_yk_004",0.724117883,1,0,0,"UY"
"3","2019_yk_005",0.715612094,0.2,0.2,0.2,"Equal"
"4","2019_yk_007",0.714470421,1,0,0,"UY"
"5","2019_yk_009",0.710039213,1,0,0,"UY"
"6","2019_yk_013",0.714003221,0,0,1,"LY"
"7","2019_yk_016",0.715732162,0.2,0.2,0.2,"Equal"
"8","2019_yk_018",0.706830252,1,0,0,"UY"
"9","2019_yk_019",0.715889086,1,0,0,"UY"
"10","2019_yk_020",0.724439729,1,0,0,"UY"
"11","2019_yk_025",0.709910309,0.00314999999999999,0.9937,0.00314999999999999,"MY"
"12","2019_yk_027",0.720292556,1,0,0,"UY"
"13","2019_yk_028a",0.711238156,0.06855,0.8629,0.06855,"MY"
"14","2019_yk_029",0.716662934,1,0,0,"UY"
"15","2019_yk_030",0.716379388,1,0,0,"UY"
"16","2019_yk_035a",0.709347039,1,0,0,"UY"
"17","2019_yk_036",0.712461613,1,0,0,"UY"
"18","2019_yk_041",0.710172869,0,1,0,"MY"
"19","2019_yk_042",0.718747441,1,0,0,"UY"
"20","2019_yk_043",0.735038423,1,0,0,"UY"
"21","2019_yk_047",0.709547521,4.99999999999945e-05,0.9999,4.99999999999945e-05,"MY"
"22","2019_yk_051",0.716907799,1,0,0,"UY"
"23","2019_yk_052",0.711813474,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"24","2019_yk_053",0.715449827,1,0,0,"UY"
"25","2019_yk_055",0.714795185,0,0,1,"LY"
"26","2019_yk_057",0.724604569,0,0,1,"LY"
"27","2019_yk_060",0.711571297,0.00619999999999998,0.9876,0.00619999999999998,"MY"
"28","2019_yk_061",0.716259184,1,0,0,"UY"
"29","2019_yk_064",0.716650749,1,0,0,"UY"
"30","2019_yk_066",0.72261898,1,0,0,"UY"
"31","2019_yk_069",0.722688354,1,0,0,"UY"
"32","2019_yk_070",0.715053065,0.00180000000000002,0.9964,0.00180000000000002,"MY"
"33","2019_yk_071",0.712343031,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"34","2019_yk_075",0.715999341,1,0,0,"UY"
"35","2019_yk_076a",0.711200293,1,0,0,"UY"
"36","2019_yk_081",0.725932062,0.09625,0.8075,0.09625,"MY"
"37","2019_yk_081a",0.725389401,0.00245000000000001,0.9951,0.00245000000000001,"MY"
"38","2019_yk_082",0.714559426,0.00180000000000002,0.9964,0.00180000000000002,"MY"
"39","2019_yk_085",0.713946302,1,0,0,"UY"
"40","2019_yk_087",0.726314917,0.2244,0.2244,0.5512,"LY"
"41","2019_yk_088",0.715285155,1,0,0,"UY"
"42","2019_yk_090",0.716369682,0,1,0,"MY"
"43","2019_yk_092",0.710382555,0,1,0,"MY"
"44","2019_yk_102",0.716053852,0,1,0,"MY"
"45","2019_yk_104",0.717409464,1,0,0,"UY"
"46","2019_yk_108",0.72073926,1,0,0,"UY"
"47","2019_yk_114",0.721536812,1,0,0,"UY"
"48","2019_yk_115",0.709821342,0.10525,0.7895,0.10525,"MY"
"49","2019_yk_116",0.713450593,1,0,0,"UY"
"50","2019_yk_119",0.705687584,1,0,0,"UY"
"51","2019_yk_123",0.714036985,1,0,0,"UY"
"52","2019_yk_128",0.716329288,1,0,0,"UY"
"53","2019_yk_129",0.707276196,1,0,0,"UY"
"54","2019_yk_132",0.708963139,1,0,0,"UY"
"55","2019_yk_133",0.713223544,1,0,0,"UY"
"56","2019_yk_136",0.709924417,0.2,0.2,0.2,"Equal"
"57","2019_yk_138",0.721164764,1,0,0,"UY"
"58","2019_yk_139",0.715631511,1,0,0,"UY"
"59","2019_yk_140",0.711149445,1,0,0,"UY"
"60","2019_yk_141",0.715890853,1,0,0,"UY"
"61","2019_yk_201",0.720304968,0,0,1,"LY"
"62","2019_yk_206",0.715362507,1,0,0,"UY"
"63","2019_yk_208",0.719120733,1,0,0,"UY"
"64","2019_yk_209",0.712432578,0.2,0.2,0.2,"Equal"
"65","2019_yk_216",0.706946777,0.17015,0.17015,0.6597,"LY"
"66","2019_yk_220",0.717059037,0,0,1,"LY"
"67","2019_yk_222",0.712406659,1,0,0,"UY"
"68","2019_yk_223",0.717151332,0.0202,0.9596,0.0202,"MY"
"69","2019_yk_224",0.713728634,0,1,0,"MY"
"70","2019_yk_225",0.722999014,0,1,0,"MY"
"71","2019_yk_227_redo",0.718315563,1,0,0,"UY"
"72","2019_yk_230",0.718333885,1,0,0,"UY"
"73","2019_yk_231",0.711531378,0.0101,0.9798,0.0101,"MY"
"74","2019_yk_234",0.715475153,1,0,0,"UY"
"75","2019_yk_236",0.714710797,1,0,0,"UY"
"76","2019_yk_239_redo",0.721703867,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"77","2019_yk_242",0.706505306,0,0,1,"LY"
"78","2019_yk_243",0.715248102,0,0,1,"LY"
"79","2019_yk_244",0.707111042,1,0,0,"UY"
"80","2019_yk_249",0.71888087,1,0,0,"UY"
"81","2019_yk_251",0.711536638,0,0,1,"LY"
"82","2019_yk_253",0.721898746,0,0,1,"LY"
"83","2019_yk_254",0.71899718,0.2486,0.5028,0.2486,"MY"
"84","2019_yk_256",0.705933802,0.0161,0.9678,0.0161,"MY"
"85","2019_yk_257",0.711047062,4.99999999999945e-05,0.9999,4.99999999999945e-05,"MY"
"86","2019_yk_260",0.716264986,1,0,0,"UY"
"87","2019_yk_261",0.716659162,1,0,0,"UY"
"88","2019_yk_262",0.722940235,1,0,0,"UY"
"89","2019_yk_266",0.715003069,1,0,0,"UY"
"90","2019_yk_268",0.715795232,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"91","2019_yk_272",0.70694991,1,0,0,"UY"
"92","2019_yk_273",0.723495116,1,0,0,"UY"
"93","2019_yk_275",0.70628255,1,0,0,"UY"
"94","2019_yk_277",0.71516075,0.2,0.2,0.2,"Equal"
"95","2019_yk_279",0.715823957,0.2,0.2,0.2,"Equal"
"96","2019_yk_280",0.717358621,0.2,0.2,0.2,"Equal"
"97","2019_yk_283",0.720153416,0.2,0.2,0.2,"Equal"
"98","2019_yk_284",0.711271347,0.2,0.2,0.2,"Equal"
"99","2019_yk_285_redo",0.711652441,0.2,0.2,0.2,"Equal"
"100","2019_yk_286",0.720957725,0.2,0.2,0.2,"Equal"
"101","2019_yk_287",0.719847046,0.04505,0.9099,0.04505,"MY"
"102","2019_yk_288",0.716676861,1,0,0,"UY"
"103","2019_yk_289",0.712547854,1,0,0,"UY"
"104","2019_yk_290",0.707495338,0.000249999999999972,0.9995,0.000249999999999972,"MY"
"105","2019_yk_291",0.711057825,0.0378,0.9244,0.0378,"MY"
"106","2019_yk_292",0.716951495,0,0,1,"LY"
"107","2019_yk_293",0.714641786,1,0,0,"UY"
"108","2019_yk_295_redo",0.707733058,0.003,0.994,0.003,"MY"
"109","2019_yk_296",0.714544162,0.000350000000000017,0.9993,0.000350000000000017,"MY"
"110","2019_yk_297",0.707378627,1,0,0,"UY"
"111","2019_yk_298",0.715198726,1,0,0,"UY"
"112","2019_yk_300",0.72437218,0.000400000000000011,0.000400000000000011,0.9992,"LY"
"113","2019_yk_301",0.722690504,1,0,0,"UY"
"114","2019_yk_302",0.710884636,0.2,0.2,0.2,"Equal"
"115","2019_yk_303",0.722551586,1,0,0,"UY"
"116","2019_yk_307",0.71072187,1,0,0,"UY"
"117","2019_yk_308",0.714300732,1,0,0,"UY"
"118","2019_yk_311",0.734340137,0.9999,4.99999999999945e-05,4.99999999999945e-05,"UY"
"119","2019_yk_313",0.724882847,0.2,0.2,0.2,"Equal"
"120","2019_yk_314",0.714639686,1,0,0,"UY"
"121","2019_yk_318",0.713923435,1,0,0,"UY"
"122","2019_yk_319",0.720315355,0,0,1,"LY"
"123","2019_yk_328",0.711014911,0.001,0.998,0.001,"MY"
"124","2019_yk_330",0.724867661,1,0,0,"UY"
"125","2019_yk_332",0.707613376,4.99999999999945e-05,0.9999,4.99999999999945e-05,"MY"
"126","2019_yk_333",0.706058202,1,0,0,"UY"
"127","2019_yk_334",0.710286658,0,0,1,"LY"
"128","2019_yk_340",0.715190812,1,0,0,"UY"
"129","2019_yk_342",0.706882093,0.000199999999999978,0.9996,0.000199999999999978,"MY"
"130","2019_yk_344",0.716343071,1,0,0,"UY"
"131","2019_yk_345",0.714724395,1,0,0,"UY"
"132","2019_yk_346",0.720047768,0.11495,0.7701,0.11495,"MY"
