"","fish.id","natal_iso","UY_gen","MY_gen","LY_gen","max_gen"
"1","2017_yk_001",0.72731641,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"2","2017_yk_002",0.7244567,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"3","2017_yk_003",0.71375692,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"4","2017_yk_005",0.71277333,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"5","2017_yk_006",0.72232785,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"6","2017_yk_007",0.71621541,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"7","2017_yk_008",0.72154551,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"8","2017_yk_011",0.7164715,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"9","2017_yk_012",0.71210872,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"10","2017_yk_014",0.70654604,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"11","2017_yk_015",0.72382452,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"12","2017_yk_016",0.72496454,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"13","2017_yk_018",0.71585317,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"14","2017_yk_019",0.71434916,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"15","2017_yk_022",0.71247727,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"16","2017_yk_023",0.72223917,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"17","2017_yk_024",0.71744959,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"18","2017_yk_025",0.73177089,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"19","2017_yk_027",0.70772695,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"20","2017_yk_029",0.72203664,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"21","2017_yk_030",0.73182287,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"22","2017_yk_033",0.7232393,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"23","2017_yk_034",0.73402287,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"24","2017_yk_035",0.72351753,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"25","2017_yk_036",0.71867135,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"26","2017_yk_038",0.73938416,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"27","2017_yk_039",0.7143586,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"28","2017_yk_041",0.71609667,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"29","2017_yk_042",0.71568593,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"30","2017_yk_043",0.71722003,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"31","2017_yk_044",0.71762259,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"32","2017_yk_045",0.72151887,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"33","2017_yk_047",0.71203194,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"34","2017_yk_049",0.72190247,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"35","2017_yk_050",0.72317018,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"36","2017_yk_052",0.71202646,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"37","2017_yk_053",0.72426979,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"38","2017_yk_055",0.72576766,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"39","2017_yk_056",0.72447115,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"40","2017_yk_057",0.70593769,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"41","2017_yk_058",0.71211885,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"42","2017_yk_059",0.71412499,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"43","2017_yk_101",0.71430016,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"44","2017_yk_102",0.71672944,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"45","2017_yk_103",0.70618303,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"46","2017_yk_104",0.72255468,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"47","2017_yk_105",0.71173701,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"48","2017_yk_108",0.71600865,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"49","2017_yk_109",0.70770326,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"50","2017_yk_110",0.7219524,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"51","2017_yk_112",0.7231777,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"52","2017_yk_114",0.72405633,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"53","2017_yk_115",0.7217364,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"54","2017_yk_116",0.70705514,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"55","2017_yk_117",0.71254506,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"56","2017_yk_118",0.72310833,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
