"","fish.id","natal_iso","UY_gen","MY_gen","LY_gen","max_gen"
"1","2021_yk_208",0.714706777,1,0,0,"UY"
"2","2021_yk_210",0.709261974,1,0,0,"UY"
"3","2021_yk_211",0.710229679,0,0,1,"LY"
"4","2021_yk_213",0.715103168,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"5","2021_yk_214",0.707145253,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"6","2021_yk_215",0.707386647,0.23645,0.5271,0.23645,"MY"
"7","2021_yk_216",0.716018689,0.00590000000000002,0.9882,0.00590000000000002,"MY"
"8","2021_yk_217",0.714503038,0.00590000000000002,0.9882,0.00590000000000002,"MY"
"9","2021_yk_220",0.707775596,0.005,0.99,0.005,"MY"
"10","2021_yk_313",0.706683632,1,0,0,"UY"
"11","2021_yk_314",0.712620409,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"12","2021_yk_316",0.719385713,1,0,0,"UY"
"13","2021_yk_318",0.707009839,0.07515,0.8497,0.07515,"MY"
"14","2021_yk_324",0.71067835,0.9841,0.00795000000000001,0.00795000000000001,"UY"
"15","2021_yk_325",0.722068553,0.0025,0.995,0.0025,"MY"
"16","2021_yk_326",0.723873204,0.5258,0.2371,0.2371,"UY"
"17","2021_yk_327",0.710112537,0.5258,0.2371,0.2371,"UY"
"18","2021_yk_329",0.706912505,0.000900000000000012,0.9982,0.000900000000000012,"MY"
"19","2021_yk_330",0.707959153,1,0,0,"UY"
"20","2021_yk_332",0.708566416,1,0,0,"UY"
"21","2021_yk_333",0.707172627,0.0648,0.8704,0.0648,"MY"
"22","2021_yk_335",0.710974551,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"23","2021_yk_336",0.722473871,1,0,0,"UY"
"24","2021_yk_341",0.709511041,1,0,0,"UY"
"25","2021_yk_348",0.709862843,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"26","2021_yk_350",0.718515896,0.0252,0.9496,0.0252,"MY"
"27","2021_yk_351",0.710322462,1,0,0,"UY"
"28","2021_yk_353",0.712329788,1,0,0,"UY"
"29","2021_yk_354_R1",0.711917809,1,0,0,"UY"
"30","2021_yk_357",0.710121966,1,0,0,"UY"
"31","2021_yk_358a",0.715233622,0.9999,4.99999999999945e-05,4.99999999999945e-05,"UY"
"32","2021_yk_364",0.710768255,9.9999999999989e-05,0.9998,9.9999999999989e-05,"MY"
"33","2021_yk_367",0.708995031,1,0,0,"UY"
"34","2021_yk_368",0.736586091,0.00209999999999999,0.9958,0.00209999999999999,"MY"
"35","2021_yk_370",0.711449177,0.9873,0.00635000000000002,0.00635000000000002,"UY"
"36","2021_yk_371",0.709017425,0,1,0,"MY"
"37","2021_yk_372",0.713871882,1,0,0,"UY"
"38","2021_yk_373",0.712152045,1,0,0,"UY"
"39","2021_yk_374",0.713281348,0.9987,0.000649999999999984,0.000649999999999984,"UY"
"40","2021_yk_378",0.71568101,0.00635000000000002,0.9873,0.00635000000000002,"MY"
"41","2021_yk_380",0.718081565,4.99999999999945e-05,0.9999,4.99999999999945e-05,"MY"
"42","2021_yk_382_R1",0.707663743,0.000699999999999978,0.9986,0.000699999999999978,"MY"
"43","2021_yk_385",0.714083472,0.000350000000000017,0.9993,0.000350000000000017,"MY"
"44","2021_yk_386",0.711439182,0.000350000000000017,0.9993,0.000350000000000017,"MY"
"45","2021_yk_391",0.709691101,0.9999,4.99999999999945e-05,4.99999999999945e-05,"UY"
"46","2021_yk_392",0.722031891,1,0,0,"UY"
"47","2021_yk_394",0.707069445,5e-04,0.999,5e-04,"MY"
"48","2021_yk_395",0.713630518,0.9999,4.99999999999945e-05,4.99999999999945e-05,"UY"
"49","2021_yk_396",0.724408132,0.9951,0.00245000000000001,0.00245000000000001,"UY"
"50","2021_yk_398",0.722520082,0.04035,0.9193,0.04035,"MY"
"51","2021_yk_400",0.70759577,0.9982,0.000900000000000012,0.000900000000000012,"UY"
"52","2021_yk_404",0.70734645,0.9982,0.000900000000000012,0.000900000000000012,"UY"
"53","2021_yk_405",0.708532909,0.9516,0.0242,0.0242,"UY"
"54","2021_yk_406",0.709282663,1,0,0,"UY"
"55","2021_yk_408_R1",0.712031226,0.203,0.594,0.203,"MY"
"56","2021_yk_409",0.727517376,4.99999999999945e-05,0.9999,4.99999999999945e-05,"MY"
"57","2021_yk_410",0.716628447,0.1491,0.7018,0.1491,"MY"
"58","2021_yk_413",0.708003167,1,0,0,"UY"
"59","2021_yk_414",0.713434568,1,0,0,"UY"
"60","2021_yk_415",0.707200795,0.998,0.001,0.001,"UY"
"61","2021_yk_416",0.707835949,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"62","2021_yk_418",0.709465651,1,0,0,"UY"
"63","2021_yk_419",0.707568531,0.00119999999999998,0.9976,0.00119999999999998,"MY"
"64","2021_yk_421",0.712683776,1,0,0,"UY"
"65","2021_yk_425",0.713214712,1,0,0,"UY"
"66","2021_yk_428",0.707847942,1,0,0,"UY"
"67","2021_yk_431_R1",0.70691989,1,0,0,"UY"
"68","2021_yk_432",0.709041442,1,0,0,"UY"
"69","2021_yk_437_R1",0.70646608,0.00264999999999999,0.9947,0.00264999999999999,"MY"
"70","2021_yk_438",0.7090264,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"71","2021_yk_439",0.736601502,1,0,0,"UY"
"72","2021_yk_440_R1",0.715206079,1,0,0,"UY"
"73","2021_yk_443",0.710862558,0.0647,0.0647,0.8706,"LY"
"74","2021_yk_448_R1",0.708691051,0.0129,0.9742,0.0129,"MY"
"75","2021_yk_450",0.711211845,0.0129,0.9742,0.0129,"MY"
"76","2021_yk_451",0.71014587,0.000599999999999989,0.9988,0.000599999999999989,"MY"
"77","2021_yk_452",0.710989655,0.000900000000000012,0.9982,0.000900000000000012,"MY"
"78","2021_yk_455",0.706707336,0.000900000000000012,0.9982,0.000900000000000012,"MY"
"79","2021_yk_456_R1",0.707971145,1,0,0,"UY"
"80","2021_yk_463",0.71046968,0.0168,0.9664,0.0168,"MY"
"81","2021_yk_464",0.716630973,0.9995,0.000249999999999972,0.000249999999999972,"UY"
"82","2021_yk_465",0.711707934,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"83","2021_yk_466",0.710669748,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"84","2021_yk_468",0.706257611,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"85","2021_yk_469_R1",0.710478801,1,0,0,"UY"
"86","2021_yk_469a",0.710236672,0,1,0,"MY"
"87","2021_yk_472",0.709916492,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"88","2021_yk_473",0.707523073,1,0,0,"UY"
"89","2021_yk_474",0.706918343,0.14015,0.7197,0.14015,"MY"
"90","2021_yk_476",0.708546487,0,1,0,"MY"
"91","2021_yk_476a",0.709005681,1,0,0,"UY"
"92","2021_yk_477",0.707672864,1,0,0,"UY"
"93","2021_yk_478",0.721544804,1,0,0,"UY"
"94","2021_yk_479",0.707346015,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"95","2021_yk_480",0.706546394,1,0,0,"UY"
"96","2021_yk_482",0.710700005,1,0,0,"UY"
"97","2021_yk_485",0.718340408,1,0,0,"UY"
"98","2021_yk_487_R1",0.710015321,1,0,0,"UY"
"99","2021_yk_488",0.713360744,1,0,0,"UY"
"100","2021_yk_489",0.710103491,1,0,0,"UY"
"101","2021_yk_490",0.707286995,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"102","2021_yk_495",0.707107905,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"103","2021_yk_496",0.707378878,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"104","2021_yk_497",0.710015273,0.000199999999999978,0.9996,0.000199999999999978,"MY"
"105","2021_yk_499",0.714650719,0,1,0,"MY"
"106","2021_yk_503",0.713296649,0,0,1,"LY"
"107","2021_yk_506",0.707657578,1,0,0,"UY"
"108","2021_yk_507",0.710264795,9.9999999999989e-05,0.9998,9.9999999999989e-05,"MY"
"109","2021_yk_508",0.715808812,1,0,0,"UY"
"110","2021_yk_509",0.707013368,1,0,0,"UY"
"111","2021_yk_510",0.710117989,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"112","2021_yk_511_R1",0.709566221,1,0,0,"UY"
"113","2021_yk_514_R1",0.707080533,0.1301,0.7398,0.1301,"MY"
"114","2021_yk_515",0.709720012,1,0,0,"UY"
"115","2021_yk_518_R1",0.711485196,1,0,0,"UY"
"116","2021_yk_521",0.7060032,1,0,0,"UY"
"117","2021_yk_522",0.706992009,1,0,0,"UY"
"118","2021_yk_523",0.707007055,1,0,0,"UY"
"119","2021_yk_525_R1",0.707220197,1,0,0,"UY"
