"","natal_iso","UY_gen","MY_gen","LY_gen","max_gen"
"87",0.70965366,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"88",0.721719506,1,0,0,"UY"
"89",0.722712297,0.14015,0.7197,0.14015,"MY"
"90",0.723197412,0,1,0,"MY"
"91",0.707145847,1,0,0,"UY"
"92",0.72252955,1,0,0,"UY"
"93",0.714574872,1,0,0,"UY"
"94",0.715767346,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"95",0.722967494,1,0,0,"UY"
"96",0.709404467,1,0,0,"UY"
"97",0.714021914,1,0,0,"UY"
"98",0.722518574,1,0,0,"UY"
"99",0.71465473,1,0,0,"UY"
"100",0.721265778,1,0,0,"UY"
"101",0.717878408,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"102",0.723943936,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"103",0.714068764,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"104",0.710029512,0.000199999999999978,0.9996,0.000199999999999978,"MY"
"105",0.712193224,0,1,0,"MY"
"106",0.706564989,0,0,1,"LY"
"107",0.710110266,1,0,0,"UY"
"108",0.714545871,9.9999999999989e-05,0.9998,9.9999999999989e-05,"MY"
"109",0.719893785,1,0,0,"UY"
"110",0.715158155,1,0,0,"UY"
"111",0.728367006,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"112",0.731739006,1,0,0,"UY"
"113",0.709981397,0.1301,0.7398,0.1301,"MY"
"114",0.722423481,1,0,0,"UY"
"115",0.712048498,1,0,0,"UY"
"116",0.718597373,1,0,0,"UY"
"117",0.70952559,1,0,0,"UY"
"118",0.713907505,1,0,0,"UY"
"119",0.715850799,1,0,0,"UY"
"120",0.714706777,0.0159,0.9682,0.0159,"MY"
"121",0.709261974,0,1,0,"MY"
"122",0.710229679,0,1,0,"MY"
"123",0.715103168,0,0,1,"LY"
"124",0.707145253,0.000950000000000006,0.9981,0.000950000000000006,"MY"
"125",0.707386647,0.000950000000000006,0.9981,0.000950000000000006,"MY"
"126",0.716018689,1,0,0,"UY"
"127",0.714503038,1,0,0,"UY"
"128",0.707775596,0.000149999999999983,0.9997,0.000149999999999983,"MY"
"129",0.722786036,0.000149999999999983,0.9997,0.000149999999999983,"MY"
"130",0.709288427,1,0,0,"UY"
"131",0.721157665,1,0,0,"UY"
"132",0.722685369,0,1,0,"MY"
"133",0.714528357,0,1,0,"MY"
"134",0.720606474,0.000149999999999983,0.9997,0.000149999999999983,"MY"
"135",0.708653008,0.000149999999999983,0.9997,0.000149999999999983,"MY"
"136",0.709680377,1,0,0,"UY"
"137",0.733992588,1,0,0,"UY"
"138",0.706683632,0.01245,0.9751,0.01245,"MY"
"139",0.712620409,0.01245,0.9751,0.01245,"MY"
"140",0.719385713,1,0,0,"UY"
"141",0.707009839,1,0,0,"UY"
"142",0.71067835,1,0,0,"UY"
"143",0.722068553,1,0,0,"UY"
"144",0.723873204,1,0,0,"UY"
"145",0.710112537,0.9982,0.000900000000000012,0.000900000000000012,"UY"
"146",0.706912505,0,0,1,"LY"
"147",0.707959153,0,0,1,"LY"
"148",0.708566416,0,0,1,"LY"
"149",0.707172627,1,0,0,"UY"
"150",0.710974551,1,0,0,"UY"
"151",0.722473871,0,0,1,"LY"
"152",0.709511041,0.00119999999999998,0.9976,0.00119999999999998,"MY"
"153",0.709862843,0.01365,0.9727,0.01365,"MY"
"154",0.718515896,0.01365,0.9727,0.01365,"MY"
"155",0.710322462,0.00419999999999998,0.9916,0.00419999999999998,"MY"
"156",0.712329788,0.000199999999999978,0.9996,0.000199999999999978,"MY"
"157",0.711917809,1,0,0,"UY"
"158",0.710121966,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"159",0.715233622,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"160",0.710768255,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"161",0.708995031,1,0,0,"UY"
"162",0.736586091,0,1,0,"MY"
"163",0.711449177,1,0,0,"UY"
"164",0.709017425,0.0639,0.8722,0.0639,"MY"
"165",0.713871882,1,0,0,"UY"
"166",0.712152045,1,0,0,"UY"
"167",0.713281348,1,0,0,"UY"
"168",0.71568101,0.00335000000000002,0.9933,0.00335000000000002,"MY"
"169",0.718081565,0.00335000000000002,0.9933,0.00335000000000002,"MY"
"170",0.707663743,0.00235000000000002,0.9953,0.00235000000000002,"MY"
"171",0.714083472,1,0,0,"UY"
"172",0.711439182,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"173",0.709691101,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"174",0.722031891,0,0,1,"LY"
"175",0.707069445,0,0,1,"LY"
"176",0.713630518,1,0,0,"UY"
"177",0.724408132,0,0,1,"LY"
"178",0.722520082,0,0,1,"LY"
"179",0.70759577,1,0,0,"UY"
"180",0.70734645,0,1,0,"MY"
"181",0.708532909,1,0,0,"UY"
"182",0.709282663,0.0015,0.997,0.0015,"MY"
"183",0.712031226,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"184",0.727517376,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"185",0.716628447,1,0,0,"UY"
"186",0.708003167,0.20175,0.5965,0.20175,"MY"
"187",0.713434568,0.20175,0.5965,0.20175,"MY"
"188",0.707200795,0.20175,0.5965,0.20175,"MY"
"189",0.707835949,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"190",0.709465651,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"191",0.707568531,1,0,0,"UY"
"192",0.712683776,1,0,0,"UY"
"193",0.713214712,1,0,0,"UY"
"194",0.707847942,0,1,0,"MY"
"195",0.70691989,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"196",0.709041442,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"197",0.70646608,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"198",0.7090264,1,0,0,"UY"
"199",0.736601502,1,0,0,"UY"
"200",0.715206079,0,1,0,"MY"
"201",0.710862558,0.0881,0.8238,0.0881,"MY"
"202",0.708691051,0.0881,0.8238,0.0881,"MY"
"203",0.711211845,0.0714,0.8572,0.0714,"MY"
"204",0.71014587,0.5443,0.22785,0.22785,"UY"
"205",0.710989655,0.5443,0.22785,0.22785,"UY"
"206",0.706707336,1,0,0,"UY"
"207",0.707971145,0.15075,0.6985,0.15075,"MY"
"208",0.71046968,0.15075,0.6985,0.15075,"MY"
"209",0.716630973,0.15075,0.6985,0.15075,"MY"
"210",0.711707934,0,0,1,"LY"
"211",0.710669748,1,0,0,"UY"
"212",0.706257611,1,0,0,"UY"
"213",0.710478801,1,0,0,"UY"
"214",0.710236672,1,0,0,"UY"
"215",0.709916492,0.00169999999999998,0.9966,0.00169999999999998,"MY"
"216",0.707523073,0,0,1,"LY"
"217",0.706918343,1,0,0,"UY"
"218",0.708546487,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"219",0.709005681,0.06115,0.8777,0.06115,"MY"
"220",0.707672864,0,0,1,"LY"
"221",0.721544804,0,0,1,"LY"
"222",0.707346015,0,0,1,"LY"
"223",0.706546394,1,0,0,"UY"
"224",0.710700005,1,0,0,"UY"
"225",0.718340408,1,0,0,"UY"
"226",0.710015321,1,0,0,"UY"
"227",0.713360744,1,0,0,"UY"
"228",0.710103491,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"229",0.707286995,0.9997,0.000149999999999983,0.000149999999999983,"UY"
"230",0.707107905,0,0,1,"LY"
"231",0.707378878,0,0,1,"LY"
"232",0.710015273,1,0,0,"UY"
"233",0.714650719,0,0,1,"LY"
"234",0.713296649,1,0,0,"UY"
"235",0.707657578,1,0,0,"UY"
"236",0.710264795,0,0,1,"LY"
"237",0.715808812,0.00814999999999999,0.9837,0.00814999999999999,"MY"
"238",0.707013368,1,0,0,"UY"
"239",0.710117989,1,0,0,"UY"
"240",0.709566221,0,0,1,"LY"
"241",0.707080533,0,0,1,"LY"
"242",0.709720012,0,0,1,"LY"
"243",0.711485196,0,0,1,"LY"
"244",0.7060032,1,0,0,"UY"
"245",0.706992009,1,0,0,"UY"
"246",0.707007055,1,0,0,"UY"
"247",0.707220197,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"248",0.707053322,0.23525,0.5295,0.23525,"MY"
"249",0.708542267,0.000350000000000017,0.9993,0.000350000000000017,"MY"
"250",0.707505299,0.000350000000000017,0.9993,0.000350000000000017,"MY"
"251",0.708460878,1,0,0,"UY"
"252",0.707586675,1,0,0,"UY"
"253",0.710319918,1,0,0,"UY"
"254",0.706182339,1,0,0,"UY"
