"","natal_iso","UY_gen","MY_gen","LY_gen","max_gen"
"1",0.7179634,1,0,0,"UY"
"2",0.706909409,1,0,0,"UY"
"3",0.723626722,0,0,1,"LY"
"4",0.718735467,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"5",0.716221772,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"6",0.72208253,0.23645,0.5271,0.23645,"MY"
"7",0.724159434,0.00590000000000002,0.9882,0.00590000000000002,"MY"
"8",0.71772623,0.00590000000000002,0.9882,0.00590000000000002,"MY"
"9",0.714412901,0.005,0.99,0.005,"MY"
"10",0.720711263,1,0,0,"UY"
"11",0.721242314,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"12",0.720750468,1,0,0,"UY"
"13",0.720634669,0.07515,0.8497,0.07515,"MY"
"14",0.710770827,0.9841,0.00795000000000001,0.00795000000000001,"UY"
"15",0.722133036,0.0025,0.995,0.0025,"MY"
"16",0.713624547,0.5258,0.2371,0.2371,"UY"
"17",0.716867674,0.5258,0.2371,0.2371,"UY"
"18",0.710759101,0.000900000000000012,0.9982,0.000900000000000012,"MY"
"19",0.715502592,1,0,0,"UY"
"20",0.727639235,1,0,0,"UY"
"21",0.718464123,0.0648,0.8704,0.0648,"MY"
"22",0.714305477,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"23",0.718998983,1,0,0,"UY"
"24",0.715205507,1,0,0,"UY"
"25",0.716782487,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"26",0.716339632,0.0252,0.9496,0.0252,"MY"
"27",0.71849856,1,0,0,"UY"
"28",0.715786423,1,0,0,"UY"
"29",0.721791828,1,0,0,"UY"
"30",0.724686788,1,0,0,"UY"
"31",0.719898583,0.9999,4.99999999999945e-05,4.99999999999945e-05,"UY"
"32",0.716687658,9.9999999999989e-05,0.9998,9.9999999999989e-05,"MY"
"33",0.71885855,1,0,0,"UY"
"34",0.720173416,0.00209999999999999,0.9958,0.00209999999999999,"MY"
"35",0.706312077,0.9873,0.00635000000000002,0.00635000000000002,"UY"
"36",0.725411209,0,1,0,"MY"
"37",0.73932047,1,0,0,"UY"
"38",0.723644401,1,0,0,"UY"
"39",0.718715447,0.9987,0.000649999999999984,0.000649999999999984,"UY"
"40",0.722184198,0.00635000000000002,0.9873,0.00635000000000002,"MY"
"41",0.712309984,4.99999999999945e-05,0.9999,4.99999999999945e-05,"MY"
"42",0.734031827,0.000699999999999978,0.9986,0.000699999999999978,"MY"
"43",0.71779551,0.000350000000000017,0.9993,0.000350000000000017,"MY"
"44",0.725461798,0.000350000000000017,0.9993,0.000350000000000017,"MY"
"45",0.722789818,0.9999,4.99999999999945e-05,4.99999999999945e-05,"UY"
"46",0.717966438,1,0,0,"UY"
"47",0.709924798,5e-04,0.999,5e-04,"MY"
"48",0.714435067,0.9999,4.99999999999945e-05,4.99999999999945e-05,"UY"
"49",0.724038245,0.9951,0.00245000000000001,0.00245000000000001,"UY"
"50",0.712253529,0.04035,0.9193,0.04035,"MY"
"51",0.721120354,0.9982,0.000900000000000012,0.000900000000000012,"UY"
"52",0.726948658,0.9982,0.000900000000000012,0.000900000000000012,"UY"
"53",0.712714577,0.9516,0.0242,0.0242,"UY"
"54",0.715474229,1,0,0,"UY"
"55",0.72562246,0.203,0.594,0.203,"MY"
"56",0.716186128,4.99999999999945e-05,0.9999,4.99999999999945e-05,"MY"
"57",0.706530969,0.1491,0.7018,0.1491,"MY"
"58",0.715321597,1,0,0,"UY"
"59",0.715881312,1,0,0,"UY"
"60",0.706444387,0.998,0.001,0.001,"UY"
"61",0.731004465,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"62",0.717535851,1,0,0,"UY"
"63",0.715397687,0.00119999999999998,0.9976,0.00119999999999998,"MY"
"64",0.712099132,1,0,0,"UY"
"65",0.723585144,1,0,0,"UY"
"66",0.713315829,1,0,0,"UY"
"67",0.711551953,1,0,0,"UY"
"68",0.710711845,1,0,0,"UY"
"69",0.714692931,0.00264999999999999,0.9947,0.00264999999999999,"MY"
"70",0.722940914,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"71",0.716075997,1,0,0,"UY"
"72",0.71802099,1,0,0,"UY"
"73",0.721716325,0.0647,0.0647,0.8706,"LY"
"74",0.708835993,0.0129,0.9742,0.0129,"MY"
"75",0.720851614,0.0129,0.9742,0.0129,"MY"
"76",0.74075127,0.000599999999999989,0.9988,0.000599999999999989,"MY"
"77",0.718969432,0.000900000000000012,0.9982,0.000900000000000012,"MY"
"78",0.719240525,0.000900000000000012,0.9982,0.000900000000000012,"MY"
"79",0.709472149,1,0,0,"UY"
"80",0.718440673,0.0168,0.9664,0.0168,"MY"
"81",0.705939169,0.9995,0.000249999999999972,0.000249999999999972,"UY"
"82",0.721112672,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"83",0.709768323,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"84",0.715732505,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"85",0.71936432,1,0,0,"UY"
"86",0.706693479,0,1,0,"MY"
