"","fish.id","natal_iso","UY_gen","MY_gen","LY_gen","max_gen"
"1","2021_yk_001",0.7179634,1,0,0,"UY"
"2","2021_yk_003",0.706909409,1,0,0,"UY"
"3","2021_yk_007",0.723626722,0,0,1,"LY"
"4","2021_yk_008",0.718735467,0.000400000000000011,0.9992,0.000400000000000011,"MY"
"5","2021_yk_009_R1",0.716221772,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"6","2021_yk_011",0.72208253,0.23645,0.5271,0.23645,"MY"
"7","2021_yk_015_R1",0.724159434,0.00590000000000002,0.9882,0.00590000000000002,"MY"
"8","2021_yk_016",0.71772623,0.00590000000000002,0.9882,0.00590000000000002,"MY"
"9","2021_yk_017",0.714412901,0.005,0.99,0.005,"MY"
"10","2021_yk_018",0.720711263,1,0,0,"UY"
"11","2021_yk_020",0.721242314,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"12","2021_yk_023",0.720750468,1,0,0,"UY"
"13","2021_yk_024_R1",0.720634669,0.07515,0.8497,0.07515,"MY"
"14","2021_yk_025",0.710770827,0.9841,0.00795000000000001,0.00795000000000001,"UY"
"15","2021_yk_026",0.722133036,0.0025,0.995,0.0025,"MY"
"16","2021_yk_027",0.713624547,0.5258,0.2371,0.2371,"UY"
"17","2021_yk_028",0.716867674,0.5258,0.2371,0.2371,"UY"
"18","2021_yk_029",0.710759101,0.000900000000000012,0.9982,0.000900000000000012,"MY"
"19","2021_yk_031",0.715502592,1,0,0,"UY"
"20","2021_yk_033",0.727639235,1,0,0,"UY"
"21","2021_yk_036",0.718464123,0.0648,0.8704,0.0648,"MY"
"22","2021_yk_037",0.714305477,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"23","2021_yk_038",0.718998983,1,0,0,"UY"
"24","2021_yk_039",0.715205507,1,0,0,"UY"
"25","2021_yk_040",0.716782487,0.333333333333333,0.333333333333333,0.333333333333333,"Equal"
"26","2021_yk_043",0.716339632,0.0252,0.9496,0.0252,"MY"
"27","2021_yk_046",0.71849856,1,0,0,"UY"
"28","2021_yk_048",0.715786423,1,0,0,"UY"
"29","2021_yk_049",0.721791828,1,0,0,"UY"
"30","2021_yk_050",0.724686788,1,0,0,"UY"
