focal_reach,stream_order,Year_2015,Year_2016,Year_2018,Year_2021
5139,3,0,0,0,0
5150,3,0,0,0,0
5152,3,0,0,0,0
5157,3,0,0,0,0
5169,3,0,0,0,0
5179,3,0,0,0,0
5184,3,0,0,0,0
5185,3,0,0,0,0
5186,3,0,0,0,0
5189,3,0,0,0,0
5190,3,0,0,0,0
5192,3,0,0,0,0
5193,3,0,0,0,0
5195,3,0,0,0,0
5197,3,0,0,0,0
5203,3,0,0,0,0
5204,3,0,0,0,0
5205,3,0,0,0,0
5210,3,0,0,0,0
5222,3,0,0,0,0
5226,3,0,0,0,0
5229,3,0,0,0,0
5231,3,0,0,0,0
5232,3,0,0,0,0
5235,3,0,0,0,0
5238,3,0,0,0,0
5240,3,0,0,0,0
5247,3,0,0,0,0
5248,3,0,0,0,0
5252,3,0,0,0,0
5260,3,0,0,0,0
5261,3,0,0,0,0
5264,3,0,0,0,0
5267,3,0,0,0,0
5271,3,0,0,0,0
5274,3,0,0,0,0
5280,3,0,0,0,0
5283,3,0,0,0,0
5286,3,0,0,0,0
5288,3,0,0,0,0
5290,3,0,0,0,0
5291,3,0,0,0,0
5296,3,0,0,0,0
5302,3,0,0,0,0
5304,3,0,0,0,0
5312,3,0,0,0,0
5313,3,0,0,0,0
5314,3,0,0,0,0
5318,3,0,0,0,0
5320,3,0,0,0,0
5326,3,0,0,0,0
5331,3,0,0,0,0
5334,3,0,0,0,0
5335,3,0,0,0,0
5339,3,0,0,0,0
5343,3,0,0,0,0
5350,3,0,0,0,0
5352,3,0,0,0,0
5353,3,0,0,0,0
5358,3,0,0,0,0
5363,3,0,0,0,0
5367,3,0,0,0,0
5373,3,0,0,0,0
5374,3,0,0,0,0
5382,3,0,0,0,0
5387,3,0,0,0,0
5391,3,0,0,0,0
5394,3,0,0,0,0
5395,3,0,0,0,0
5396,3,0,0,0,0
5409,3,0,0,0,0
5412,3,0,0,0,0
5414,3,0,0,0,0
5416,3,0,0,0,0
5421,3,0,0,0,0
5424,3,0,0,0,0
5426,3,0,0,0,0
5435,3,0,0,0,0
5436,3,0,0,0,0
5438,3,0,0,0,0
5444,3,0,0,0,0
5446,3,0,0,0,0
5448,3,0,0,0,0
5450,3,0,0,0,0
5456,3,0,0,0,0
5457,3,0,0,0,0
5458,3,0,0,0,0
5459,3,0,0,0,0
5462,3,0,0,0,0
5465,3,0,0,0,0
5468,3,0,0,0,0
5470,3,0,0,0,0
5471,3,0,0,0,0
5474,3,0,0,0,0
5476,3,0,0,0,0
5479,3,0,0,0,0
5482,3,0,0,0,0
5487,3,0,0,0,0
5491,3,0,0,0,0
5494,3,0,0,0,0
5507,3,0,0,0,0
5512,3,0,0,0,0
5513,3,0,0,0,0
5515,3,0,0,0,0
5520,3,0,0,0,0
5522,3,0,0,0,0
5524,3,0,0,0,0
5526,3,0,0,0,0
5532,3,0,0,0,0
5534,3,0,0,0,0
5543,3,0,0,0,0
5550,3,0,0,0,0
5555,3,0,0,0,0
5557,3,0,0,0,0
5559,3,0,0,0,0
5564,3,0,0,0,0
5568,3,0,0,0,0
5572,3,0,0,0,0
5578,3,0,0,0,0
5579,3,0,0,0,0
5580,3,0,0,0,0
5592,3,0,0,0,0
5593,3,0,0,0,0
5594,3,0,0,0,0
5596,3,0,0,0,0
5602,3,0,0,0,0
5603,3,0,0,0,0
5606,3,0,0,0,0
5609,3,0,0,0,0
5613,3,0,0,0,0
5614,3,0,0,0,0
5616,3,0,0,0,0
5620,3,0,0,0,0
5625,3,0,0,0,0
5626,3,0,0,0,0
5630,3,0,0,0,0
5637,3,0,0,0,0
5640,3,0,0,0,0
5643,3,0,0,0,0
5647,3,0,0,0,0
5652,3,0,0,0,0
5661,3,0,0,0,0
5663,3,0,0,0,0
5664,3,0,0,0,0
5665,3,0,0,0,0
5669,3,0,0,0,0
5670,3,0,0,0,0
5672,3,0,0,0,0
5676,3,0,0,0,0
5683,3,0,0,0,0
5684,3,0,0,0,0
5686,3,0,0,0,0
5687,3,0,0,0,0
5690,3,0,0,0,0
5692,3,0,0,0,0
5699,3,0,0,0,0
5702,3,0,0,0,0
5704,3,0,0,0,0
5707,3,0,0,0,0
5710,3,0,0,0,0
5712,3,0,0,0,0
5714,3,0,0,0,0
5715,3,0,0,0,0
5727,3,0,0,0,0
5736,3,0,0,0,0
5741,3,0,0,0,0
5742,3,0,0,0,0
5743,3,0,0,0,0
5746,3,0,0,0,0
5752,3,0,0,0,0
5754,3,0,0,0,0
5755,3,0,0,0,0
5757,3,0,0,0,0
5758,3,0,0,0,0
5760,3,0,0,0,0
5764,3,0,0,0,0
5768,3,0,0,0,0
5770,3,0,0,0,0
5771,3,0,0,0,0
5773,3,0,0,0,0
5774,3,0,0,0,0
5781,3,0,0,0,0
5783,3,0,0,0,0
5788,3,0,0,0,0
5790,3,0,0,0,0
5794,3,0,0,0,0
5799,3,0,0,0,0
5800,3,0,0,0,0
5802,3,0,0,0,0
5803,3,0,0,0,0
5805,3,0,0,0,0
5806,3,0,0,0,0
5807,3,0,0,0,0
5812,3,0,0,0,0
5814,3,0,0,0,0
5815,3,0,0,0,0
5821,3,0,0,0,0
5828,3,0,0,0,0
5829,3,0,0,0,0
5831,3,0,0,0,0
5835,3,0,0,0,0
5839,3,0,0,0,0
5842,3,0,0,0,0
5843,3,0,0,0,0
5847,3,0,0,0,0
5853,3,0,0,0,0
5858,3,0,0,0,0
5862,3,0,0,0,0
5866,3,0,0,0,0
5867,3,0,0,0,0
5871,3,0,0,0,0
5875,3,0,0,0,0
5878,3,0,0,0,0
5879,3,0,0,0,0
5882,3,0,0,0,0
5883,3,0,0,0,0
5891,3,0,0,0,0
5900,3,0,0,0,0
5906,3,0,0,0,0
5909,3,0,0,0,0
5915,3,0,0,0,0
5916,3,0,0,0,0
5921,3,0,0,0,0
5926,3,0,0,0,0
5930,3,0,0,0,0
5933,3,0,0,0,0
5934,3,0,0,0,0
5935,3,0,0,0,0
5937,3,0,0,0,0
5941,3,0,0,0,0
5942,3,0,0,0,0
5943,3,0,0,0,0
5946,3,0,0,0,0
5950,3,0,0,0,0
5956,3,0,0,0,0
5960,3,0,0,0,0
5962,3,0,0,0,0
5964,3,0,0,0,0
5965,3,0,0,0,0
5967,3,0,0,0,0
5971,3,0,0,0,0
5976,3,0,0,0,0
5980,3,0,0,0,0
5990,3,0,0,0,0
5991,3,0,0,0,0
6004,3,0,0,0,0
6005,3,0,0,0,0
6013,3,0,0,0,0
6014,3,0,0,0,0
6015,3,0,0,0,0
6016,3,0,0,0,0
6027,3,0,0,0,0
6029,3,0,0,0,0
6035,3,0,0,0,0
6036,3,0,0,0,0
6037,3,0,0,0,0
6040,3,0,0,0,0
6044,3,0,0,0,0
6045,3,0,0,0,0
6046,3,0,0,0,0
6060,3,0,0,0,0
6063,3,0,0,0,0
6065,3,0,0,0,0
6066,3,0,0,0,0
6068,3,0,0,0,0
6069,3,0,0,0,0
6070,3,0,0,0,0
6075,3,0,0,0,0
6078,3,0,0,0,0
6079,3,0,0,0,0
6084,3,0,0,0,0
6086,3,0,0,0,0
6088,3,0,0,0,0
6095,3,0,0,0,0
6098,3,0,0,0,0
6101,3,0,0,0,0
6109,3,0,0,0,0
6111,3,0,0,0,0
6116,3,0,0,0,0
6118,3,0,0,0,0
6123,3,0,0,0,0
6124,3,0,0,0,0
6127,3,0,0,0,0
6128,3,0,0,0,0
6132,3,0,0,0,0
6137,3,0,0,0,0
6140,3,0,0,0,0
6141,3,0,0,0,0
6147,3,0,0,0,0
6149,3,0,0,0,0
6155,3,0,0,0,0
6157,3,0,0,0,0
6159,3,0,0,0,0
6162,3,0,0,0,0
6163,3,0,0,0,0
6171,3,0,0,0,0
6174,3,0,0,0,0
6175,3,0,0,0,0
6176,3,0,0,0,0
6177,3,0,0,0,0
6182,3,0,0,0,0
6183,3,0,0,0,0
6188,3,0,0,0,0
6194,3,0,0,0,0
6197,3,0,0,0,0
6199,3,0,0,0,0
6200,3,0,0,0,0
6202,3,0,0,0,0
6207,3,0,0,0,0
6210,3,0,0,0,0
6211,3,0,0,0,0
6214,3,0,0,0,0
6217,3,0,0,0,0
6223,3,0,0,0,0
6227,3,0,0,0,0
6229,3,0,0,0,0
6236,3,0,0,0,0
6237,3,0,0,0,0
6240,3,0,0,0,0
6247,3,0,0,0,0
6248,3,0,0,0,0
6249,3,0,0,0,0
6252,3,0,0,0,0
6257,3,0,0,0,0
6260,3,0,0,0,0
6261,3,0,0,0,0
6271,3,0,0,0,0
6273,3,0,0,0,0
6275,3,0,0,0,0
6279,3,0,0,0,0
6286,3,0,0,0,0
6288,3,0,0,0,0
6291,3,0,0,0,0
6295,3,0,0,0,0
6300,3,0,0,0,0
6305,3,0,0,0,0
6309,3,0,0,0,0
6310,3,0,0,0,0
6311,3,0,0,0,0
6315,3,0,0,0,0
6319,3,0,0,0,0
6322,3,0,0,0,0
6329,3,0,0,0,0
6332,3,0,0,0,0
6333,3,0,0,0,0
6335,3,0,0,0,0
6337,3,0,0,0,0
6338,3,0,0,0,0
6343,3,0,0,0,0
6351,3,0,0,0,0
6353,3,0,0,0,0
6354,3,0,0,0,0
6357,3,0,0,0,0
6359,3,0,0,0,0
6360,3,0,0,0,0
6361,3,0,0,0,0
6363,3,0,0,0,0
6364,3,0,0,0,0
6369,3,0,0,0,0
6372,3,0,0,0,0
6387,3,0,0,0,0
6389,3,0,0,0,0
6393,3,0,0,0,0
6396,3,0,0,0,0
6399,3,0,0,0,0
6400,3,0,0,0,0
6408,3,0,0,0,0
6410,3,0,0,0,0
6415,3,0,0,0,0
6419,3,0,0,0,0
6424,3,0,0,0,0
6428,3,0,0,0,0
6430,3,0,0,0,0
6433,3,0,0,0,0
6436,3,0,0,0,0
6441,3,0,0,0,0
6443,3,0,0,0,0
6449,3,0,0,0,0
6450,3,0,0,0,0
6453,3,0,0,0,0
6454,3,0,0,0,0
6456,3,0,0,0,0
6458,3,0,0,0,0
6459,3,0,0,0,0
6463,3,0,0,0,0
6466,3,0,0,0,0
6476,3,0,0,0,0
6477,3,0,0,0,0
6480,3,0,0,0,0
6485,3,0,0,0,0
6488,3,0,0,0,0
6493,3,0,0,0,0
6499,3,0,0,0,0
6500,3,0,0,0,0
6501,3,0,0,0,0
6505,3,0,0,0,0
6507,3,0,0,0,0
6509,3,0,0,0,0
6511,3,0,0,0,0
6516,3,0,0,0,0
6528,3,0,0,0,0
6531,3,0,0,0,0
6532,3,0,0,0,0
6545,3,0,0,0,0
6550,3,0,0,0,0
6551,3,0,0,0,0
6552,3,0,0,0,0
6555,3,0,0,0,0
6556,3,0,0,0,0
6562,3,0,0,0,0
6563,3,0,0,0,0
6565,3,0,0,0,0
6566,3,0,0,0,0
6567,3,0,0,0,0
6570,3,0,0,0,0
6575,3,0,0,0,0
6577,3,0,0,0,0
6582,3,0,0,0,0
6583,3,0,0,0,0
6588,3,0,0,0,0
6589,3,0,0,0,0
6593,3,0,0,0,0
6594,3,0,0,0,0
6596,3,0,0,0,0
6603,3,0,0,0,0
6608,3,0,0,0,0
6609,3,0,0,0,0
6617,3,0,0,0,0
6621,3,0,0,0,0
6624,3,0,0,0,0
6626,3,0,0,0,0
6628,3,0,0,0,0
6630,3,0,0,0,0
6634,3,0,0,0,0
6639,3,0,0,0,0
6640,3,0,0,0,0
6644,3,0,0,0,0
6647,3,0,0,0,0
6648,3,0,0,0,0
6652,3,0,0,0,0
6657,3,0,0,0,0
6671,3,0,0,0,0
6674,3,0,0,0,0
6675,3,0,0,0,0
6677,3,0,0,0,0
6678,3,0,0,0,0
6681,3,0,0,0,0
6683,3,0,0,0,0
6689,3,0,0,0,0
6697,3,0,0,0,0
6699,3,0,0,0,0
6700,3,0,0,0,0
6701,3,0,0,0,0
6705,3,0,0,0,0
6708,3,0,0,0,0
6711,3,0,0,0,0
6716,3,0,0,0,0
6722,3,0,0,0,0
6732,3,0,0,0,0
6734,3,0,0,0,0
6737,3,0,0,0,0
6739,3,0,0,0,0
6740,3,0,0,0,0
6745,3,0,0,0,0
6746,3,0,0,0,0
6747,3,0,0,0,0
6753,3,0,0,0,0
6756,3,0,0,0,0
6762,3,0,0,0,0
6763,3,0,0,0,0
6764,3,0,0,0,0
6765,3,0,0,0,0
6769,3,0,0,0,0
6770,3,0,0,0,0
6771,3,0,0,0,0
6773,3,0,0,0,0
6777,3,0,0,0,0
6783,3,0,0,0,0
6786,3,0,0,0,0
6789,3,0,0,0,0
6790,3,0,0,0,0
6792,3,0,0,0,0
6793,3,0,0,0,0
6797,3,0,0,0,0
6799,3,0,0,0,0
6803,3,0,0,0,0
6807,3,0,0,0,0
6813,3,0,0,0,0
6814,3,0,0,0,0
6816,3,0,0,0,0
6823,3,0,0,0,0
6825,3,0,0,0,0
6828,3,0,0,0,0
6833,3,0,0,0,0
6834,3,0,0,0,0
6846,3,0,0,0,0
6847,3,0,0,0,0
6848,3,0,0,0,0
6854,3,0,0,0,0
6856,3,0,0,0,0
6861,3,0,0,0,0
6862,3,0,0,0,0
6874,3,0,0,0,0
6884,3,0,0,0,0
6886,3,0,0,0,0
6891,3,0,0,0,0
6893,3,0,0,0,0
6895,3,0,0,0,0
6899,3,0,0,0,0
6901,3,0,0,0,0
6905,3,0,0,0,0
6906,3,0,0,0,0
6918,3,0,0,0,0
6919,3,0,0,0,0
6929,3,0,0,0,0
6948,3,0,0,0,0
6950,3,0,0,0,0
6953,3,0,0,0,0
6954,3,0,0,0,0
6961,3,0,0,0,0
6966,3,0,0,0,0
6979,3,0,0,0,0
6983,3,0,0,0,0
6994,3,0,0,0,0
6996,3,0,0,0,0
6998,3,0,0,0,0
7004,3,0,0,0,0
7013,3,0,0,0,0
7016,3,0,0,0,0
7019,3,0,0,0,0
7023,3,0,0,0,0
7024,3,0,0,0,0
7025,3,0,0,0,0
7029,3,0,0,0,0
7036,3,0,0,0,0
7037,3,0,0,0,0
7038,3,0,0,0,0
7040,3,0,0,0,0
7043,3,0,0,0,0
7045,3,0,0,0,0
7046,3,0,0,0,0
7048,3,0,0,0,0
7049,3,0,0,0,0
7054,3,0,0,0,0
7064,3,0,0,0,0
7067,3,0,0,0,0
7069,3,0,0,0,0
7073,3,0,0,0,0
7075,3,0,0,0,0
7102,3,0,0,0,0
7103,3,0,0,0,0
7106,3,0,0,0,0
7110,3,0,0,0,0
7115,3,0,0,0,0
7122,3,0,0,0,0
7123,3,0,0,0,0
7162,3,0,0,0,0
7168,3,0,0,0,0
7170,3,0,0,0,0
7175,3,0,0,0,0
7186,3,0,0,0,0
7187,3,0,0,0,0
7188,3,0,0,0,0
7196,3,0,0,0,0
7198,3,0,0,0,0
7200,3,0,0,0,0
7209,3,0,0,0,0
7212,3,0,0,0,0
7214,3,0,0,0,0
7218,3,0,0,0,0
7222,3,0,0,0,0
7223,3,0,0,0,0
7233,3,0,0,0,0
7236,3,0,0,0,0
7240,3,0,0,0,0
7242,3,0,0,0,0
7244,3,0,0,0,0
7245,3,0,0,0,0
7246,3,0,0,0,0
7249,3,0,0,0,0
7250,3,0,0,0,0
7252,3,0,0,0,0
7253,3,0,0,0,0
7257,3,0,0,0,0
7260,3,0,0,0,0
7264,3,0,0,0,0
7269,3,0,0,0,0
7272,3,0,0,0,0
7273,3,0,0,0,0
7293,3,0,0,0,0
7295,3,0,0,0,0
7308,3,0,0,0,0
7316,3,0,0,0,0
7322,3,0,0,0,0
7332,3,0,0,0,0
7333,3,0,0,0,0
7334,3,0,0,0,0
7339,3,0,0,0,0
7340,3,0,0,0,0
7347,3,0,0,0,0
7356,3,0,0,0,0
7358,3,0,0,0,0
7360,3,0,0,0,0
7364,3,0,0,0,0
7372,3,0,0,0,0
7375,3,0,0,0,0
7379,3,0,0,0,0
7382,3,0,0,0,0
7384,3,0,0,0,0
7391,3,0,0,0,0
7393,3,0,0,0,0
7398,3,0,0,0,0
7400,3,0,0,0,0
7408,3,0,0,0,0
7410,3,0,0,0,0
7418,3,0,0,0,0
7420,3,0,0,0,0
7429,3,0,0,0,0
7439,3,0,0,0,0
7440,3,0,0,0,0
7444,3,0,0,0,0
7445,3,0,0,0,0
7455,3,0,0,0,0
7457,3,0,0,0,0
7462,3,0,0,0,0
7464,3,0,0,0,0
7467,3,0,0,0,0
7474,3,0,0,0,0
7479,3,0,0,0,0
7480,3,0,0,0,0
7486,3,0,0,0,0
7487,3,0,0,0,0
7489,3,0,0,0,0
7492,3,0,0,0,0
7493,3,0,0,0,0
7496,3,0,0,0,0
7497,3,0,0,0,0
7499,3,0,0,0,0
7503,3,0,0,0,0
7510,3,0,0,0,0
7517,3,0,0,0,0
7534,3,0,0,0,0
7538,3,0,0,0,0
7543,3,0,0,0,0
7549,3,0,0,0,0
7553,3,0,0,0,0
7554,3,0,0,0,0
7561,3,0,0,0,0
7562,3,0,0,0,0
7564,3,0,0,0,0
7567,3,0,0,0,0
7569,3,0,0,0,0
7571,3,0,0,0,0
7572,3,0,0,0,0
7573,3,0,0,0,0
7575,3,0,0,0,0
7576,3,0,0,0,0
7577,3,0,0,0,0
7581,3,0,0,0,0
7591,3,0,0,0,0
7597,3,0,0,0,0
7601,3,0,0,0,0
7606,3,0,0,0,0
7618,3,0,0,0,0
7621,3,0,0,0,0
7627,3,0,0,0,0
7639,3,0,0,0,0
7642,3,0,0,0,0
7646,3,0,0,0,0
7652,3,0,0,0,0
7659,3,0,0,0,0
7660,3,0,0,0,0
7661,3,0,0,0,0
7662,3,0,0,0,0
7664,3,0,0,0,0
7668,3,0,0,0,0
7673,3,0,0,0,0
7675,3,0,0,0,0
7677,3,0,0,0,0
7679,3,0,0,0,0
7689,3,0,0,0,0
7691,3,0,0,0,0
7694,3,0,0,0,0
7695,3,0,0,0,0
7698,3,0,0,0,0
7700,3,0,0,0,0
7705,3,0,0,0,0
7707,3,0,0,0,0
7708,3,0,0,0,0
7709,3,0,0,0,0
7711,3,0,0,0,0
7715,3,0,0,0,0
7721,3,0,0,0,0
7723,3,0,0,0,0
7724,3,0,0,0,0
7726,3,0,0,0,0
7730,3,0,0,0,0
7731,3,0,0,0,0
7738,3,0,0,0,0
7741,3,0,0,0,0
7747,3,0,0,0,0
7750,3,0,0,0,0
7755,3,0,0,0,0
7758,3,0,0,0,0
7760,3,0,0,0,0
7763,3,0,0,0,0
7764,3,0,0,0,0
7773,3,0,0,0,0
7777,3,0,0,0,0
7782,3,0,0,0,0
7793,3,0,0,0,0
7796,3,0,0,0,0
7799,3,0,0,0,0
7810,3,0,0,0,0
7812,3,0,0,0,0
7830,3,0,0,0,0
7836,3,0,0,0,0
7838,3,0,0,0,0
7839,3,0,0,0,0
7840,3,0,0,0,0
7841,3,0,0,0,0
7844,3,0,0,0,0
7850,3,0,0,0,0
7852,3,0,0,0,0
7861,3,0,0,0,0
7862,3,0,0,0,0
7863,3,0,0,0,0
7876,3,0,0,0,0
7885,3,0,0,0,0
7886,3,0,0,0,0
7887,3,0,0,0,0
7889,3,0,0,0,0
7893,3,0,0,0,0
7899,3,0,0,0,0
7906,3,0,0,0,0
7923,3,0,0,0,0
7929,3,0,0,0,0
7932,3,0,0,0,0
7943,3,0,0,0,0
7944,3,0,0,0,0
7945,3,0,0,0,0
7947,3,0,0,0,0
7949,3,0,0,0,0
7951,3,0,0,0,0
7954,3,0,0,0,0
7958,3,0,0,0,0
7963,3,0,0,0,0
7966,3,0,0,0,0
7973,3,0,0,0,0
7981,3,0,0,0,0
7987,3,0,0,0,0
7989,3,0,0,0,0
7993,3,0,0,0,0
8004,3,0,0,0,0
8006,3,0,0,0,0
8013,3,0,0,0,0
8014,3,0,0,0,0
8022,3,0,0,0,0
8029,3,0,0,0,0
8032,3,0,0,0,0
8037,3,0,0,0,0
8038,3,0,0,0,0
8044,3,0,0,0,0
8048,3,0,0,0,0
8053,3,0,0,0,0
8058,3,0,0,0,0
8060,3,0,0,0,0
8063,3,0,0,0,0
8067,3,0,0,0,0
8075,3,0,0,0,0
8079,3,0,0,0,0
8081,3,0,0,0,0
8082,3,0,0,0,0
8088,3,0,0,0,0
8089,3,0,0,0,0
8090,3,0,0,0,0
8108,3,0,0,0,0
8122,3,0,0,0,0
8124,3,0,0,0,0
8127,3,0,0,0,0
8131,3,0,0,0,0
8135,3,0,0,0,0
8139,3,0,0,0,0
8142,3,0,0,0,0
8148,3,0,0,0,0
8153,3,0,0,0,0
8157,3,0,0,0,0
8161,3,0,0,0,0
8163,3,0,0,0,0
8165,3,0,0,0,0
8167,3,0,0,0,0
8175,3,0,0,0,0
8176,3,0,0,0,0
8178,3,0,0,0,0
8181,3,0,0,0,0
8183,3,0,0,0,0
8204,3,0,0,0,0
8206,3,0,0,0,0
8214,3,0,0,0,0
8223,3,0,0,0,0
8225,3,0,0,0,0
8233,3,0,0,0,0
8246,3,0,0,0,0
8255,3,0,0,0,0
8260,3,0,0,0,0
8268,3,0,0,0,0
8271,3,0,0,0,0
8279,3,0,0,0,0
8282,3,0,0,0,0
8283,3,0,0,0,0
8289,3,0,0,0,0
8292,3,0,0,0,0
8303,3,0,0,0,0
8304,3,0,0,0,0
8306,3,0,0,0,0
8308,3,0,0,0,0
8315,3,0,0,0,0
8333,3,0,0,0,0
8340,3,0,0,0,0
8341,3,0,0,0,0
8347,3,0,0,0,0
8350,3,0,0,0,0
8352,3,0,0,0,0
8356,3,0,0,0,0
8358,3,0,0,0,0
8360,3,0,0,0,0
8362,3,0,0,0,0
8364,3,0,0,0,0
8367,3,0,0,0,0
8371,3,0,0,0,0
8376,3,0,0,0,0
8386,3,0,0,0,0
8392,3,0,0,0,0
8397,3,0,0,0,0
8399,3,0,0,0,0
8402,3,0,0,0,0
8413,3,0,0,0,0
8414,3,0,0,0,0
8418,3,0,0,0,0
8425,3,0,0,0,0
8438,3,0,0,0,0
8441,3,0,0,0,0
8444,3,0,0,0,0
8445,3,0,0,0,0
8451,3,0,0,0,0
8456,3,0,0,0,0
8459,3,0,0,0,0
8465,3,0,0,0,0
8466,3,0,0,0,0
8469,3,0,0,0,0
8474,3,0,0,0,0
8477,3,0,0,0,0
8478,3,0,0,0,0
8479,3,0,0,0,0
8484,3,0,0,0,0
8511,3,0,0,0,0
8516,3,0,0,0,0
8517,3,0,0,0,0
8518,3,0,0,0,0
8520,3,0,0,0,0
8522,3,0,0,0,0
8525,3,0,0,0,0
8529,3,0,0,0,0
8530,3,0,0,0,0
8533,3,0,0,0,0
8538,3,0,0,0,0
8539,3,0,0,0,0
8542,3,0,0,0,0
8544,3,0,0,0,0
8550,3,0,0,0,0
8553,3,0,0,0,0
8563,3,0,0,0,0
8565,3,0,0,0,0
8569,3,0,0,0,0
8576,3,0,0,0,0
8581,3,0,0,0,0
8590,3,0,0,0,0
8592,3,0,0,0,0
8595,3,0,0,0,0
8607,3,0,0,0,0
8608,3,0,0,0,0
8625,3,0,0,0,0
8629,3,0,0,0,0
8631,3,0,0,0,0
8633,3,0,0,0,0
8635,3,0,0,0,0
8639,3,0,0,0,0
8642,3,0,0,0,0
8655,3,0,0,0,0
8659,3,0,0,0,0
8666,3,0,0,0,0
8671,3,0,0,0,0
8672,3,0,0,0,0
8681,3,0,0,0,0
8682,3,0,0,0,0
8692,3,0,0,0,0
8699,3,0,0,0,0
8705,3,0,0,0,0
8710,3,0,0,0,0
8716,3,0,0,0,0
8726,3,0,0,0,0
8736,3,0,0,0,0
8748,3,0,0,0,0
8758,3,0,0,0,0
8759,3,0,0,0,0
8760,3,0,0,0,0
8763,3,0,0,0,0
8770,3,0,0,0,0
8772,3,0,0,0,0
8777,3,0,0,0,0
8789,3,0,0,0,0
8798,3,0,0,0,0
8801,3,0,0,0,0
8813,3,0,0,0,0
8819,3,0,0,0,0
8826,3,0,0,0,0
8836,3,0,0,0,0
8839,3,0,0,0,0
8841,3,0,0,0,0
8843,3,0,0,0,0
8844,3,0,0,0,0
8847,3,0,0,0,0
8852,3,0,0,0,0
8857,3,0,0,0,0
8859,3,0,0,0,0
8862,3,0,0,0,0
8866,3,0,0,0,0
8872,3,0,0,0,0
8873,3,0,0,0,0
8877,3,0,0,0,0
8882,3,0,0,0,0
8886,3,0,0,0,0
8889,3,0,0,0,0
8899,3,0,0,0,0
8900,3,0,0,0,0
8906,3,0,0,0,0
8907,3,0,0,0,0
8916,3,0,0,0,0
8917,3,0,0,0,0
8928,3,0,0,0,0
8947,3,0,0,0,0
8949,3,0,0,0,0
8951,3,0,0,0,0
8952,3,0,0,0,0
8957,3,0,0,0,0
8960,3,0,0,0,0
8962,3,0,0,0,0
8964,3,0,0,0,0
8968,3,0,0,0,0
8975,3,0,0,0,0
8986,3,0,0,0,0
9000,3,0,0,0,0
9003,3,0,0,0,0
9007,3,0,0,0,0
9018,3,0,0,0,0
9019,3,0,0,0,0
9022,3,0,0,0,0
9029,3,0,0,0,0
9030,3,0,0,0,0
9032,3,0,0,0,0
9046,3,0,0,0,0
9050,3,0,0,0,0
9051,3,0,0,0,0
9052,3,0,0,0,0
9055,3,0,0,0,0
9057,3,0,0,0,0
9059,3,0,0,0,0
9075,3,0,0,0,0
9080,3,0,0,0,0
9084,3,0,0,0,0
9087,3,0,0,0,0
9095,3,0,0,0,0
9096,3,0,0,0,0
9100,3,0,0,0,0
9107,3,0,0,0,0
9109,3,0,0,0,0
9110,3,0,0,0,0
9113,3,0,0,0,0
9114,3,0,0,0,0
9116,3,0,0,0,0
9130,3,0,0,0,0
9145,3,0,0,0,0
9149,3,0,0,0,0
9153,3,0,0,0,0
9169,3,0,0,0,0
9185,3,0,0,0,0
9186,3,0,0,0,0
9200,3,0,0,0,0
9203,3,0,0,0,0
9206,3,0,0,0,0
9218,3,0,0,0,0
9219,3,0,0,0,0
9222,3,0,0,0,0
9225,3,0,0,0,0
9228,3,0,0,0,0
9233,3,0,0,0,0
9248,3,0,0,0,0
9262,3,0,0,0,0
9268,3,0,0,0,0
9282,3,0,0,0,0
9315,3,0,0,0,0
9319,3,0,0,0,0
9323,3,0,0,0,0
9328,3,0,0,0,0
9332,3,0,0,0,0
9354,3,0,0,0,0
9368,3,0,0,0,0
9390,3,0,0,0,0
9397,3,0,0,0,0
9406,3,0,0,0,0
9407,3,0,0,0,0
9416,3,0,0,0,0
9421,3,0,0,0,0
9427,3,0,0,0,0
9446,3,0,0,0,0
9450,3,0,0,0,0
9455,3,0,0,0,0
9459,3,0,0,0,0
9460,3,0,0,0,0
9494,3,0,0,0,0
9501,3,0,0,0,0
9504,3,0,0,0,0
9508,3,0,0,0,0
9510,3,0,0,0,0
9511,3,0,0,0,0
9523,3,0,0,0,0
9525,3,0,0,0,0
9540,3,0,0,0,0
9542,3,0,0,0,0
9553,3,0,0,0,0
9557,3,0,0,0,0
9564,3,0,0,0,0
9566,3,0,0,0,0
9569,3,0,0,0,0
9590,3,0,0,0,0
9596,3,0,0,0,0
9609,3,0,0,0,0
9628,3,0,0,0,0
9632,3,0,0,0,0
9637,3,0,0,0,0
9641,3,0,0,0,0
9643,3,0,0,0,0
9644,3,0,0,0,0
9647,3,0,0,0,0
9649,3,0,0,0,0
9664,3,0,0,0,0
9668,3,0,0,0,0
9674,3,0,0,0,0
9687,3,0,0,0,0
9690,3,0,0,0,0
9718,3,0,0,0,0
9719,3,0,0,0,0
9720,3,0,0,0,0
9729,3,0,0,0,0
9731,3,0,0,0,0
9732,3,0,0,0,0
9746,3,0,0,0,0
9752,3,0,0,0,0
9765,3,0,0,0,0
9767,3,0,0,0,0
9786,3,0,0,0,0
9787,3,0,0,0,0
9790,3,0,0,0,0
9791,3,0,0,0,0
9794,3,0,0,0,0
9803,3,0,0,0,0
9804,3,0,0,0,0
9814,3,0,0,0,0
9818,3,0,0,0,0
9826,3,0,0,0,0
9838,3,0,0,0,0
9840,3,0,0,0,0
9845,3,0,0,0,0
9850,3,0,0,0,0
