stream_order,n_groups,mean_cv,median_cv,sd_cv,min_cv,max_cv
4,62,0.4621106974762707,0.40033948057181173,0.17113512462257477,0.14230775427927952,0.9693941698630807
5,95,0.4746556941243237,0.4155433401128435,0.15694383790619396,0.21813573615511928,0.9693695319341427
6,61,0.43662417219007266,0.38685761494463655,0.13259273740638952,0.3291913119313568,0.9054612549565161
7,14,0.35750879949675235,0.36452248068574605,0.032933789226395296,0.28762157663229515,0.40928358621187605
8,4,0.2926450371276656,0.3117654528577472,0.08612398002632482,0.1732430353217919,0.373806207473376
