stream_order,n_groups,mean_cv,median_cv,sd_cv,min_cv,max_cv
4,62,0.5292132014485047,0.5027581086018754,0.19254928578651542,0.15120008958534153,1.2655066516168056
5,94,0.5396234631017469,0.5119647848841089,0.21617765830972677,0.07082038228957387,1.325446000283215
6,61,0.4958621923427249,0.4864877837339973,0.13687602691416087,0.2288243055659066,0.9529915087939738
7,14,0.4400952370200478,0.4258842907020079,0.11680201358793527,0.2888327669124983,0.6540840037717389
8,4,0.2711417909487412,0.28720353829027795,0.06364375182350532,0.18678040082295394,0.323379686391455
