"Location","Q1","Q2","Q3","Q4","Total"
157,0,0,0,0,0
158,3.89820679749901e-05,5.50572218557266e-05,6.4398690207321e-05,7.99645756567211e-05,5.73022127750321e-05
159,0,0,0,0,0
160,5.05884104498921e-05,1.56948957911313e-05,6.35622218546187e-05,3.99118007634859e-05,2.54381925471723e-05
161,0,0,0,0,0
162,3.88090700824604e-05,5.48203123742293e-05,6.41226002071543e-05,7.96230909453502e-05,5.70535503770901e-05
163,0,0,0,0,0
164,6.76640433268494e-05,9.71217504353752e-05,8.76574648390453e-05,8.37528831086766e-05,7.57028099356222e-05
165,2.44238330074902e-05,4.59470488662211e-05,6.25224359349889e-05,5.22796054385661e-05,5.00062665218082e-05
166,0,0,0,0,0
167,0,0,0,0,0
168,3.65482072384411e-05,7.4052963591112e-06,4.07663524316778e-05,5.08517813548639e-05,1.96986418578182e-05
169,2.69790836462304e-05,4.67724336230617e-05,6.56380790661593e-05,4.02987280138185e-05,2.69769838796637e-05
170,5.03381875601409e-05,1.56386210549662e-05,6.32847694616111e-05,3.97174111369228e-05,2.53119273308657e-05
171,5.10082373851502e-05,1.57818286480957e-05,6.4015371071128e-05,5.28204194941574e-05,2.56505245256912e-05
172,0,0,0,0,0
173,4.94917128048298e-05,7.6206004187974e-06,4.17047439755552e-05,6.44076754524019e-05,2.01090343360201e-05
174,0,0,0,0,0
175,5.0371507486925e-05,5.6075958072375e-05,7.59171496712246e-05,6.84060208760199e-05,6.2917347383434e-05
176,3.93376039314028e-05,4.72507325463902e-05,7.64403277146681e-05,4.07220973257447e-05,3.21382367551315e-05
177,5.16247473039827e-05,2.36776374364326e-05,7.503289544641e-05,3.98974320253807e-05,3.08507418774088e-05
178,3.7960982789207e-05,4.66861285966943e-05,6.34102140751238e-05,6.59692921780824e-05,5.13914827382523e-05
179,2.41287088506851e-05,3.75104646544566e-05,5.11601401797326e-05,2.58504563120353e-05,3.44524242153306e-05
180,2.44479333542979e-05,4.5679226339046e-05,6.23734138261919e-05,5.18430458801757e-05,4.9753725434135e-05
181,3.78233474172267e-05,4.65627947004767e-05,6.32515265981437e-05,6.58105607330518e-05,5.12534998490995e-05
182,3.83202837723803e-05,5.57912007153394e-05,7.55088469360521e-05,6.80688699009002e-05,5.77936606273326e-05
183,5.19864628974214e-05,2.37445258792637e-05,7.55716303249167e-05,4.03066233697223e-05,3.10340970308012e-05
184,0,0,0,0,0
185,6.41391541373677e-05,1.62195300055923e-05,6.53501597136842e-05,5.35293676353375e-05,3.10135666154579e-05
186,5.07279947483746e-05,1.57195548341859e-05,6.37058921501195e-05,4.00190398257245e-05,2.55090792524119e-05
187,5.15550317520826e-05,1.58740298841172e-05,6.45708926078989e-05,6.59730257681626e-05,2.59284580051326e-05
188,0,0,0,0,0
189,3.86040749664785e-05,5.45005164470593e-05,6.37098492676126e-05,7.91492279726579e-05,5.67094604632916e-05
190,3.91914790563544e-05,6.30796541559899e-05,6.53263772673317e-05,8.0856656139447e-05,5.7945904236626e-05
191,3.80983019475901e-05,4.85059843386487e-05,6.60380545322718e-05,6.77634677742366e-05,6.25805537555177e-05
192,1.22302616407138e-05,3.00418906327608e-05,4.10070921950052e-05,2.57660081876368e-05,1.9916965540501e-05
193,5.05269634919417e-05,1.51509844790903e-05,6.26196041273207e-05,6.54476057924078e-05,2.54428997038928e-05
194,3.89649508735569e-05,2.39193725296303e-05,4.41465951380598e-05,2.7038321248088e-05,2.62892699194883e-05
195,7.18928920407673e-05,2.65819579098569e-05,8.51062151593151e-05,8.43116835553116e-05,4.51495702545628e-05
196,5.20215940828375e-05,1.56610155475386e-05,6.45643382935199e-05,6.71861038901944e-05,2.61854228803861e-05
197,3.78564650537387e-05,5.52237327734333e-05,6.48957201048042e-05,6.73554949507002e-05,5.71951393441371e-05
198,6.68803806069731e-05,1.67867424447334e-05,6.83370574115918e-05,6.97622531678014e-05,3.24011139896787e-05
199,0,0,0,0,0
200,0,0,0,0,0
201,5.06619561664318e-05,5.64365043620442e-05,7.64081069922475e-05,6.88460405593748e-05,6.33217063713792e-05
202,5.15576324602956e-05,7.86964188433491e-06,4.36627346858696e-05,6.77343073903052e-05,3.10844472650755e-05
203,3.78624789203401e-05,7.51593056886016e-06,4.20654391011724e-05,5.33339074877102e-05,2.54835686019179e-05
204,3.71052730168954e-05,7.32491834884162e-06,4.11728651945344e-05,5.24715253487475e-05,2.50477210547259e-05
205,5.23399152802924e-05,8.03581813438571e-06,5.4306152398997e-05,6.83189758414226e-05,3.13970391153541e-05
206,3.71735007671964e-05,7.34968732357953e-06,4.12618357631061e-05,5.25155929903314e-05,2.50757525032705e-05
207,3.85069812075357e-05,5.61012286843729e-05,7.59275318806976e-05,6.84490217790385e-05,5.81123255651407e-05
208,5.03371208261815e-05,4.88781052421251e-05,6.64431017952704e-05,6.84607185645367e-05,6.3119115882932e-05
209,0,0,0,0,0
210,6.46376949155725e-05,1.62962823851114e-05,6.59068241483794e-05,6.67527831336559e-05,3.12765428633231e-05
211,2.58960717518258e-05,5.52556715305583e-05,8.58364075020954e-05,5.39788672250051e-05,5.2054251058446e-05
212,6.80520520842793e-05,9.7766900750625e-05,8.894165179209e-05,9.73172056175328e-05,8.13294838852466e-05
213,6.4078672039281e-05,1.62151264613647e-05,6.52799902736498e-05,5.34269408925715e-05,3.09796801220666e-05
214,3.85129105142805e-05,5.58290555049574e-05,7.5510847767963e-05,6.81400809564375e-05,5.78538696475485e-05
215,5.12123355436315e-05,5.72624654738388e-05,6.77945182989809e-05,6.97864467050886e-05,6.43280918112334e-05
216,6.54897920807896e-05,1.66078382014715e-05,7.69339847679198e-05,5.45429070438958e-05,3.64891819521773e-05
217,6.7964156804459e-05,0.000105128228749932,8.98263214261431e-05,9.82394810701113e-05,8.18251790630216e-05
218,0,0,0,0,0
219,2.5056853202537e-05,4.63053685651683e-05,6.34190628314407e-05,5.24277416610006e-05,5.05050071509536e-05
220,3.91284941674875e-05,5.64119957891134e-05,7.62215232325193e-05,8.14625594772829e-05,6.33275664932461e-05
221,1.20521010070815e-05,0,0,2.55560556858986e-05,1.46276542313116e-05
222,7.84228275666124e-05,3.64758545906069e-05,0.000103230793973207,9.09095229112264e-05,4.87058833247053e-05
223,3.9183176582964e-05,4.99859138178086e-05,6.81351196431843e-05,6.96066407011261e-05,6.43311966432881e-05
224,5.26915082067321e-05,6.61952372608606e-05,7.96094751191781e-05,8.45085005790279e-05,7.08497295960025e-05
225,4.04688920122273e-05,2.47984427733912e-05,6.61449928522648e-05,2.79645889051039e-05,2.72236624388613e-05
226,0,0,0,0,0
227,6.84880298821227e-05,2.6441085639159e-05,9.18139185357377e-05,5.6480354842201e-05,4.39921145119811e-05
228,3.99170739749537e-05,5.7244693316977e-05,9.0315234998375e-05,6.82161907970923e-05,5.87499850496397e-05
229,5.51661349108243e-05,3.34778599847459e-05,0.000100341940865402,5.53831587863975e-05,3.8526730829966e-05
230,3.9598601707868e-05,5.78520524755364e-05,9.06469357348412e-05,6.87873751218857e-05,5.93754801163918e-05
231,6.87002838894263e-05,8.57848378497688e-05,0.000104439992175828,9.0866588853427e-05,8.52589741113491e-05
232,7.0448618230747e-05,0.000108190709356902,7.79560990903404e-05,8.51861271553863e-05,7.73571278362666e-05
233,0,0,0,2.54659875877508e-05,4.9699624168262e-06
234,5.07741810483061e-05,5.67046402262586e-05,6.70589190836075e-05,6.91109609366073e-05,6.36973302510011e-05
235,3.88767602184682e-05,5.64021620769438e-05,7.62792978583752e-05,6.88457323326446e-05,5.84454024403261e-05
236,7.6234682401898e-05,3.66269073158879e-05,0.000101128902063444,7.51103258305512e-05,4.83227558703251e-05
237,1.23702476325999e-05,1.48645604889289e-05,2.03416226535216e-05,1.27792891782383e-05,1.49222982374788e-05
238,5.02754937762154e-05,5.5993490037775e-05,6.59100265384942e-05,6.82875307836704e-05,6.28466664680411e-05
239,3.80846444811935e-05,1.57585707223774e-05,5.27905100095221e-05,2.62289906936832e-05,2.5165203396074e-05
240,2.66381183092124e-05,4.65026069992049e-05,6.52270186336082e-05,4.0047984847209e-05,2.67780021982336e-05
241,5.22609158625022e-05,2.40779871094978e-05,7.59236995307778e-05,4.02136053996932e-05,3.12481540246727e-05
242,0,0,0,0,0
243,1.25941590521044e-05,1.51209683181331e-05,5.08148513401895e-05,1.30326260249695e-05,1.52059804805246e-05
244,0,0,0,0,0
245,2.6606669704485e-05,3.94499922389049e-05,6.55378039135602e-05,4.0217414383701e-05,2.68878329875727e-05
246,0,0,0,0,0
247,3.85504475792234e-05,5.66282748841459e-05,8.77983524868459e-05,5.5431626425512e-05,5.82704167944158e-05
248,3.98554399187613e-05,4.75938342770187e-05,7.71084225075731e-05,4.10332750729739e-05,3.24491716444912e-05
249,0,0,0,0,0
250,3.84361785774265e-05,4.89650933918064e-05,6.66899885538507e-05,6.8333390297706e-05,6.31235322160713e-05
251,3.85525737114831e-05,5.42685394280895e-05,6.32734787893297e-05,6.63942708253468e-05,5.16674170150011e-05
252,4.07296353963031e-05,4.81093211897996e-05,7.81535731177447e-05,4.15060362112379e-05,3.29436797453351e-05
253,6.5110567379938e-05,1.66152231428604e-05,7.67239044262799e-05,4.13017933188064e-05,3.63891901950664e-05
254,4.20876649348242e-05,6.06403411144889e-05,9.56812287268371e-05,7.19612818741999e-05,6.21574326758519e-05
255,3.68358770424675e-05,0,4.09174134348638e-05,5.19202065010826e-05,2.48108055039733e-05
256,3.91329613345516e-05,6.32817032645637e-05,6.55962000977978e-05,8.10341859041411e-05,5.8071499413595e-05
257,2.58020291981946e-05,5.47303655891676e-05,8.56363939695319e-05,5.30124003882487e-05,5.1422303293185e-05
258,2.54904545747375e-05,1.56906797691312e-05,3.24077222029018e-05,2.60881674346549e-05,2.06402342443823e-05
259,0,0,0,0,0
260,3.91224306476603e-05,5.64732908449945e-05,7.63166867557251e-05,8.15061936140643e-05,6.33754441854518e-05
261,3.84694884311408e-05,4.7439992260458e-05,8.63061466008954e-05,4.04842566034426e-05,4.66349237289881e-05
262,0,0,0,0,0
263,3.88882425804954e-05,5.65700324215385e-05,7.65317728794443e-05,6.90385378909916e-05,6.34356438311397e-05
264,5.06958112204882e-05,7.76647914434401e-06,4.28435981660737e-05,6.63405318735832e-05,3.04813274066738e-05
265,3.91506952531428e-05,5.67096883149923e-05,7.6668708563664e-05,6.92360585326845e-05,5.87727636824089e-05
266,5.10842472869502e-05,1.57303185805754e-05,6.39865814347085e-05,5.29527358883423e-05,2.56935233177695e-05
267,4.24481207779956e-05,6.82482581429588e-05,9.62095068984662e-05,7.2210742705828e-05,6.23544657155646e-05
268,3.80622849277777e-05,5.57756145841952e-05,8.62798397316028e-05,5.47526245635104e-05,5.75286835968044e-05
269,0,0,0,0,0
270,5.09111665981245e-05,5.68432768269825e-05,6.71477634784402e-05,6.92956772771635e-05,6.38340017408187e-05
271,0,0,0,0,0
272,0,0,0,0,0
273,3.87206066459781e-05,5.54747573892195e-05,6.50887974958208e-05,8.0342306220625e-05,5.75658685673099e-05
274,5.08954371714668e-05,4.95967051931994e-05,6.74715243233233e-05,6.93366677875128e-05,6.39614149554521e-05
275,0,0,0,0,0
276,3.85324703068511e-05,4.90846643613062e-05,6.69023906233621e-05,6.8400395321473e-05,6.3230768777394e-05
277,6.55108411648526e-05,1.67561452363938e-05,7.72673194172483e-05,4.15014847632273e-05,3.66346854764856e-05
278,6.55095521448293e-05,1.67557247350687e-05,7.72656422193037e-05,4.15007744223444e-05,3.66339270500846e-05
279,3.86104872767205e-05,5.62112168477246e-05,7.60652579662758e-05,6.85893640380817e-05,5.82300681513744e-05
280,3.93760991685534e-05,6.36097318527848e-05,6.5935308374009e-05,8.14742068650112e-05,5.83926983246888e-05
281,0,0,0,0,0
282,0,0,0,0,0
283,3.86390858143073e-05,4.92099028162741e-05,6.71548492771555e-05,6.84132220684657e-05,5.85289580754843e-05
284,5.2066628181467e-05,7.98766746693816e-06,5.40088595315347e-05,6.80218241179056e-05,3.12558277276809e-05
285,5.42627288481812e-05,1.63898124070402e-05,6.74189116311751e-05,6.98430018537945e-05,3.21950738961164e-05
286,3.93595449866731e-05,5.70655693662453e-05,7.71504304850422e-05,6.96720157563427e-05,5.91379713876308e-05
287,3.84854239892666e-05,4.90204017285368e-05,6.68118396256439e-05,6.831935900953e-05,6.31543027280197e-05
288,3.87731187780478e-05,4.94447309083633e-05,6.72946049038543e-05,6.90740878605203e-05,6.37510128245318e-05
289,3.87929776775696e-05,4.94289631951268e-05,6.74322243344577e-05,6.87489893771191e-05,5.87830283174857e-05
290,6.55852766486166e-05,1.66861694111939e-05,7.71604774146389e-05,5.43924279335535e-05,3.65899457445535e-05
291,0,0,0,0,0
292,6.59469995264398e-05,2.44723820144956e-05,7.79836079007643e-05,4.16055144864629e-05,3.69555497544834e-05
293,5.08643818926624e-05,1.56831670956665e-05,6.37465759321418e-05,5.27146362684552e-05,2.55824344105202e-05
294,5.43905258465644e-05,1.64387362882231e-05,6.75937162863703e-05,6.99806416151615e-05,3.22606036563604e-05
295,0,0,0,0,0
296,5.04845580958833e-05,1.58970135956965e-05,7.34227386246056e-05,3.92401403049478e-05,2.53283721703397e-05
297,3.97009743079737e-05,6.40823912026528e-05,6.64317095157648e-05,8.20968646201887e-05,6.3686401589186e-05
