"Location","Q1","Q2","Q3","Q4","Total"
1,8.73879686354985e-06,7.90276633222183e-06,0,0,3.89940578716544e-06
2,0,0,0,0,0
3,0,0,0,0,0
4,0,0,0,0,0
5,2.69469336388146e-05,4.84193653755232e-05,4.4343678984268e-05,3.60697299294176e-05,3.99284351317553e-05
6,4.33051184748311e-06,3.90426521203475e-06,0,0,1.92939812157278e-06
7,0,0,0,0,0
8,3.03400968390303e-05,7.7910987109796e-06,0,5.02248425633225e-06,9.65654791285875e-06
9,0,0,0,0,0
10,5.36309226767633e-05,4.88629232583307e-05,5.04156654584816e-05,5.6827353720631e-05,5.30427279230376e-05
11,1.78201683686822e-05,1.61883866435938e-05,2.04965987606703e-05,5.17090841776539e-06,1.58963579913576e-05
12,3.02726800275933e-05,1.56151487021417e-05,1.99325426595359e-05,2.48697934886001e-05,2.3117290885649e-05
13,0,0,0,0,0
14,0,0,0,0,0
15,5.36582279303429e-05,4.88780398168034e-05,5.32492707012479e-05,5.68376939948333e-05,5.40139360084832e-05
16,5.39361967270436e-05,4.91220236138035e-05,5.63378806893337e-05,5.71079602433419e-05,5.52391573532152e-05
17,0,0,0,0,0
18,2.6347293989162e-05,3.89829176014694e-06,5.80614998026418e-06,5.00733271703289e-06,9.76412325345063e-06
19,3.51131956847244e-05,1.17771264264433e-05,5.72276739927324e-06,5.07080595448214e-06,1.36477684572818e-05
20,1.30250793069242e-05,1.55360719974542e-05,2.57259654785559e-05,1.4933346558772e-05,1.83237895353252e-05
21,5.39086286157336e-05,4.90899187968594e-05,5.62950900184727e-05,5.21232477098866e-05,5.42460406010231e-05
22,1.77577232756981e-05,3.59679046521069e-05,2.63306873143645e-05,1.03140883700876e-05,2.37363357522842e-05
23,5.51237064052086e-05,6.66603113426417e-05,5.82636634199091e-05,6.36964974309873e-05,6.07883910058031e-05
24,3.10034387214792e-05,7.93879836528785e-06,8.88449249798818e-06,5.02311402654136e-06,1.28429244180304e-05
25,5.06519683032909e-05,4.89670633019713e-05,7.19863599534779e-05,0.000105367817917036,6.91063051584972e-05
26,5.06567749343488e-05,4.90673643818229e-05,6.93586418899694e-05,0.000105683931906887,6.83044384997728e-05
27,5.04129544196003e-05,4.06135210751909e-05,5.96348572176299e-05,9.36027081104169e-05,6.05392724142335e-05
