"","normalized","rescaled","raw"
"1",0.812807881773399,6.84755840967324e-05,165
"2",0.70935960591133,5.97605097571482e-05,144
"3",0.80295566502463,6.76455770167719e-05,163
"4",0.738916256157635,6.22505309970294e-05,150
"5",0.980295566502463,8.2585704456059e-05,199
"6",0.80295566502463,6.76455770167719e-05,163
"7",0.719211822660099,6.05905168371086e-05,146
"8",0.80295566502463,6.76455770167719e-05,163
"9",0.896551724137931,7.55306442763957e-05,182
"10",0.935960591133005,7.88506725962372e-05,190
"11",0.886699507389163,7.47006371964353e-05,180
"12",0.901477832512315,7.59456478163759e-05,183
"13",0.655172413793103,5.51954708173661e-05,133
"14",0.596059113300493,5.02154283376037e-05,121
"15",0.935960591133005,7.88506725962372e-05,190
"16",0.935960591133005,7.88506725962372e-05,190
"17",0.576354679802956,4.85554141776829e-05,117
"18",0.866995073891626,7.30406230365145e-05,176
"19",0.80295566502463,6.76455770167719e-05,163
"20",0.990147783251232,8.34157115360194e-05,201
"21",0.931034482758621,7.84356690562571e-05,189
"22",0.906403940886699,7.63606513563561e-05,184
"23",0.96551724137931,8.13406938361184e-05,196
"24",0.87192118226601,7.34556265764947e-05,177
"25",0.906403940886699,7.63606513563561e-05,184
"26",0.906403940886699,7.63606513563561e-05,184
"27",0.901477832512315,7.59456478163759e-05,183
"28",0.842364532019705,7.09656053366135e-05,171
"29",0.906403940886699,7.63606513563561e-05,184
"30",0.733990147783251,6.18355274570492e-05,149
"31",0.940886699507389,7.92656761362174e-05,191
"32",0.906403940886699,7.63606513563561e-05,184
"33",0.620689655172414,5.22904460375047e-05,126
"34",0.778325123152709,6.5570559316871e-05,158
"35",0.931034482758621,7.84356690562571e-05,189
"36",0.80295566502463,6.76455770167719e-05,163
"37",0.827586206896552,6.97205947166729e-05,168
"38",0.901477832512315,7.59456478163759e-05,183
"39",0.891625615763547,7.51156407364155e-05,181
"40",0.842364532019705,7.09656053366135e-05,171
"41",0.793103448275862,6.68155699368116e-05,161
"42",0.87192118226601,7.34556265764947e-05,177
"43",0.901477832512315,7.59456478163759e-05,183
"44",0.80295566502463,6.76455770167719e-05,163
"45",0.61576354679803,5.18754424975245e-05,125
"46",0.80295566502463,6.76455770167719e-05,163
"47",0.566502463054187,4.77254070977225e-05,115
"48",0.571428571428571,4.81404106377027e-05,116
"49",0.901477832512315,7.59456478163759e-05,183
"50",0.906403940886699,7.63606513563561e-05,184
"51",0.901477832512315,7.59456478163759e-05,183
"52",0.788177339901478,6.64005663968314e-05,160
"53",0.901477832512315,7.59456478163759e-05,183
"54",0.694581280788177,5.85154991372076e-05,141
"55",0.80295566502463,6.76455770167719e-05,163
"56",0.541871921182266,4.56503893978216e-05,110
"57",0.80295566502463,6.76455770167719e-05,163
"58",0.660098522167488,5.56104743573463e-05,134
"59",0.926108374384236,7.80206655162769e-05,188
"60",0.921182266009852,7.76056619762967e-05,187
"61",0.812807881773399,6.84755840967324e-05,165
"62",0.576354679802956,4.85554141776829e-05,117
"63",0.80295566502463,6.76455770167719e-05,163
"64",0.926108374384236,7.80206655162769e-05,188
"65",0.921182266009852,7.76056619762967e-05,187
"66",0.876847290640394,7.38706301164749e-05,178
"67",0.80295566502463,6.76455770167719e-05,163
"68",0.807881773399015,6.80605805567521e-05,164
"69",0.807881773399015,6.80605805567521e-05,164
"70",0.970443349753695,8.17556973760986e-05,197
"71",0.807881773399015,6.80605805567521e-05,164
"72",0.911330049261084,7.67756548963363e-05,185
"73",0.891625615763547,7.51156407364155e-05,181
"74",0.911330049261084,7.67756548963363e-05,185
"75",0.896551724137931,7.55306442763957e-05,182
"76",0.921182266009852,7.76056619762967e-05,187
"77",0.822660098522167,6.93055911766927e-05,167
"78",0.921182266009852,7.76056619762967e-05,187
"79",0.896551724137931,7.55306442763957e-05,182
"80",0.901477832512315,7.59456478163759e-05,183
"81",0.891625615763547,7.51156407364155e-05,181
"82",0.896551724137931,7.55306442763957e-05,182
"83",0.901477832512315,7.59456478163759e-05,183
"84",0.87192118226601,7.34556265764947e-05,177
"85",0.881773399014778,7.42856336564551e-05,179
"86",0.955665024630542,8.0510686756158e-05,194
"87",0.926108374384236,7.80206655162769e-05,188
"88",0.798029556650246,6.72305734767918e-05,162
"89",0.876847290640394,7.38706301164749e-05,178
"90",0.985221674876847,8.30007079960392e-05,200
"91",0.921182266009852,7.76056619762967e-05,187
"92",0.886699507389163,7.47006371964353e-05,180
"93",0.896551724137931,7.55306442763957e-05,182
"94",0.852216748768473,7.17956124165739e-05,173
"95",0.891625615763547,7.51156407364155e-05,181
"96",0.901477832512315,7.59456478163759e-05,183
"97",0.906403940886699,7.63606513563561e-05,184
"98",0.96551724137931,8.13406938361184e-05,196
"99",0.921182266009852,7.76056619762967e-05,187
"100",0.955665024630542,8.0510686756158e-05,194
"101",0.699507389162562,5.89305026771878e-05,142
"102",0.886699507389163,7.47006371964353e-05,180
"103",0.842364532019705,7.09656053366135e-05,171
"104",0.896551724137931,7.55306442763957e-05,182
"105",0.773399014778325,6.51555557768908e-05,157
"106",0.842364532019705,7.09656053366135e-05,171
"107",0.926108374384236,7.80206655162769e-05,188
"108",0.906403940886699,7.63606513563561e-05,184
"109",0.896551724137931,7.55306442763957e-05,182
"110",0.926108374384236,7.80206655162769e-05,188
"111",0.566502463054187,4.77254070977225e-05,115
"112",0.921182266009852,7.76056619762967e-05,187
"113",0.906403940886699,7.63606513563561e-05,184
"114",0.906403940886699,7.63606513563561e-05,184
"115",0.906403940886699,7.63606513563561e-05,184
"116",0.847290640394089,7.13806088765937e-05,172
