"","normalized","rescaled","raw"
"1",0.701492537313433,5.57049580968342e-05,47
"2",0.402985074626866,3.20007206088196e-05,27
"3",0.686567164179104,5.45197462224335e-05,46
"4",0.611940298507463,4.85936868504298e-05,41
"5",1,7.94091955848487e-05,67
"6",0.686567164179104,5.45197462224335e-05,46
"7",0.611940298507463,4.85936868504298e-05,41
"8",0.656716417910448,5.2149322473632e-05,44
"9",0.985074626865671,7.8223983710448e-05,66
"10",1,7.94091955848487e-05,67
"11",0.761194029850746,6.04458055944371e-05,51
"12",1,7.94091955848487e-05,67
"13",0.582089552238806,4.62232631016284e-05,39
"14",0.552238805970149,4.38528393528269e-05,37
"15",1,7.94091955848487e-05,67
"16",1,7.94091955848487e-05,67
"17",0.552238805970149,4.38528393528269e-05,37
"18",0.731343283582089,5.80753818456356e-05,49
"19",0.656716417910448,5.2149322473632e-05,44
"20",1,7.94091955848487e-05,67
"21",1,7.94091955848487e-05,67
"22",0.940298507462687,7.46683480872458e-05,63
"23",1,7.94091955848487e-05,67
"24",0.731343283582089,5.80753818456356e-05,49
"25",0.492537313432836,3.9111991855224e-05,33
"26",0.492537313432836,3.9111991855224e-05,33
"27",0.537313432835821,4.26676274784262e-05,36
"28",0.462686567164179,3.67415681064225e-05,31
"29",0.522388059701492,4.14824156040255e-05,35
"30",0.462686567164179,3.67415681064225e-05,31
"31",1,7.94091955848487e-05,67
"32",1,7.94091955848487e-05,67
"33",0.388059701492537,3.08155087344189e-05,26
"34",0.432835820895522,3.43711443576211e-05,29
"35",1,7.94091955848487e-05,67
"36",0.656716417910448,5.2149322473632e-05,44
"37",0.716417910447761,5.68901699712349e-05,48
"38",0.91044776119403,7.22979243384444e-05,61
"39",0.611940298507463,4.85936868504298e-05,41
"40",0.552238805970149,4.38528393528269e-05,37
"41",0.611940298507463,4.85936868504298e-05,41
"42",0.671641791044776,5.33345343480327e-05,45
"43",1,7.94091955848487e-05,67
"44",0.656716417910448,5.2149322473632e-05,44
"45",0.343283582089552,2.72598731112167e-05,23
"46",0.656716417910448,5.2149322473632e-05,44
"47",0.552238805970149,4.38528393528269e-05,37
"48",0.283582089552239,2.25190256136138e-05,19
"49",0.985074626865671,7.8223983710448e-05,66
"50",0.985074626865671,7.8223983710448e-05,66
"51",1,7.94091955848487e-05,67
"52",0.462686567164179,3.67415681064225e-05,31
"53",0.970149253731343,7.70387718360473e-05,65
