"","basin_assign_rescale"
"409",7.85024295048183e-05
"410",6.51279415151085e-05
"411",6.33834430816681e-05
"412",8.83879206276473e-05
"413",8.14099268938857e-05
"414",6.33834430816681e-05
"415",8.3154425327326e-05
"416",6.4546442037295e-05
"417",8.37359248051395e-05
"418",7.09429362932432e-05
"419",9.07139185389011e-05
"420",9.01324190610877e-05
"421",8.83879206276473e-05
"422",7.67579310713779e-05
"423",8.72249216720203e-05
"424",8.37359248051395e-05
"425",8.25729258495126e-05
"426",9.07139185389011e-05
"427",8.60619227163934e-05
"428",6.22204441260412e-05
"429",5.81499477813469e-05
"430",6.5709440992922e-05
"431",6.91984378598028e-05
"432",8.89694201054607e-05
"433",8.25729258495126e-05
"434",5.93129467369738e-05
"435",7.90839289826318e-05
"436",6.22204441260412e-05
"437",7.26874347266836e-05
"438",7.96654284604452e-05
"439",8.60619227163934e-05
"440",6.51279415151085e-05
"441",8.72249216720203e-05
"442",8.89694201054607e-05
"443",6.33834430816681e-05
"444",9.01324190610877e-05
"445",8.66434221942069e-05
"446",8.60619227163934e-05
"447",7.79209300270048e-05
"448",8.89694201054607e-05
"449",8.3154425327326e-05
"450",7.96654284604452e-05
"451",7.67579310713779e-05
"452",7.15244357710567e-05
"453",8.3154425327326e-05
"454",7.90839289826318e-05
"455",6.4546442037295e-05
"456",8.4317424282953e-05
"457",5.98944462147873e-05
"458",7.38504336823106e-05
"459",6.97799373376163e-05
"460",8.89694201054607e-05
"461",8.66434221942069e-05
"462",8.72249216720203e-05
"463",7.26874347266836e-05
"464",9.01324190610877e-05
"465",8.37359248051395e-05
"466",8.25729258495126e-05
"467",8.78064211498338e-05
"468",8.60619227163934e-05
"469",8.95509195832742e-05
"470",7.85024295048183e-05
"471",8.89694201054607e-05
"472",8.60619227163934e-05
"473",9.01324190610877e-05
"474",8.37359248051395e-05
"475",8.3154425327326e-05
"476",8.60619227163934e-05
"477",6.62909404707355e-05
"478",8.37359248051395e-05
"479",8.72249216720203e-05
"480",7.38504336823106e-05
"481",8.02469279382587e-05
"482",8.72249216720203e-05
"483",8.37359248051395e-05
"484",6.4546442037295e-05
"485",8.66434221942069e-05
"486",6.5709440992922e-05
"487",8.95509195832742e-05
"488",8.66434221942069e-05
"489",8.60619227163934e-05
"490",7.5594932115751e-05
"491",7.90839289826318e-05
"492",6.22204441260412e-05
"493",8.83879206276473e-05
"494",7.5594932115751e-05
"495",8.4317424282953e-05
"496",8.83879206276473e-05
"497",8.95509195832742e-05
"498",5.93129467369738e-05
"499",8.60619227163934e-05
"500",8.60619227163934e-05
"501",8.3154425327326e-05
"502",9.12954180167146e-05
"503",7.5594932115751e-05
"504",6.33834430816681e-05
"505",8.37359248051395e-05
"506",8.72249216720203e-05
"507",9.01324190610877e-05
"508",8.02469279382587e-05
"509",6.39649425594816e-05
"510",8.60619227163934e-05
"511",8.02469279382587e-05
"512",7.96654284604452e-05
"513",8.4317424282953e-05
"514",8.48989237607665e-05
"515",8.4317424282953e-05
"516",8.4317424282953e-05
"517",8.83879206276473e-05
"518",8.37359248051395e-05
"519",8.3154425327326e-05
"520",8.66434221942069e-05
"521",8.95509195832742e-05
"522",8.3154425327326e-05
"523",8.95509195832742e-05
"524",6.22204441260412e-05
"525",8.54804232385799e-05
"526",7.50134326379375e-05
"527",6.04759456926008e-05
"528",8.54804232385799e-05
"529",8.60619227163934e-05
"530",8.95509195832742e-05
"531",6.4546442037295e-05
"532",8.37359248051395e-05
"533",8.3154425327326e-05
"534",7.4431933160124e-05
"535",0
"536",8.72249216720203e-05
"537",8.72249216720203e-05
"538",7.90839289826318e-05
"539",8.19914263716991e-05
"540",6.4546442037295e-05
"541",8.54804232385799e-05
"542",6.62909404707355e-05
"543",9.07139185389011e-05
"544",8.66434221942069e-05
"545",7.85024295048183e-05
"546",8.25729258495126e-05
"547",8.66434221942069e-05
"548",8.89694201054607e-05
"549",6.91984378598028e-05
"550",7.79209300270048e-05
"551",8.83879206276473e-05
"552",8.08284274160722e-05
"553",9.01324190610877e-05
"554",5.00089550919583e-05
"555",8.72249216720203e-05
"556",8.60619227163934e-05
"557",8.95509195832742e-05
"558",7.5594932115751e-05
"559",7.38504336823106e-05
"560",7.96654284604452e-05
"561",8.48989237607665e-05
"562",6.86169383819893e-05
"563",9.01324190610877e-05
"564",8.72249216720203e-05
"565",8.37359248051395e-05
"566",8.3154425327326e-05
"567",7.26874347266836e-05
"568",5.98944462147873e-05
"569",6.28019436038547e-05
"570",8.08284274160722e-05
"571",8.95509195832742e-05
"572",5.87314472591604e-05
"573",7.96654284604452e-05
"574",8.89694201054607e-05
"575",7.79209300270048e-05
"576",6.68724399485489e-05
"577",9.07139185389011e-05
"578",8.37359248051395e-05
"579",8.4317424282953e-05
"580",8.66434221942069e-05
"581",4.88459561363314e-05
"582",5.00089550919583e-05
"583",6.91984378598028e-05
"584",5.93129467369738e-05
"585",8.60619227163934e-05
"586",8.25729258495126e-05
"587",8.60619227163934e-05
"588",8.25729258495126e-05
"589",8.4317424282953e-05
"590",6.39649425594816e-05
"591",4.94274556141449e-05
"592",8.08284274160722e-05
"593",8.60619227163934e-05
"594",8.60619227163934e-05
"595",7.79209300270048e-05
"596",4.88459561363314e-05
"597",4.88459561363314e-05
"598",8.19914263716991e-05
"599",4.82644566585179e-05
"600",8.4317424282953e-05
"601",7.4431933160124e-05
"602",8.48989237607665e-05
"603",8.37359248051395e-05
"604",9.07139185389011e-05
"605",9.07139185389011e-05
"606",8.37359248051395e-05
"607",8.4317424282953e-05
"608",9.01324190610877e-05
"609",7.21059352488701e-05
"610",5.98944462147873e-05
"611",7.73394305491914e-05
"612",5.00089550919583e-05
"613",8.89694201054607e-05
"614",9.01324190610877e-05
"615",8.66434221942069e-05
"616",8.48989237607665e-05
"617",7.5594932115751e-05
"618",8.60619227163934e-05
"619",5.93129467369738e-05
"620",6.5709440992922e-05
"621",7.67579310713779e-05
"622",7.96654284604452e-05
"623",8.60619227163934e-05
"624",6.16389446482277e-05
"625",8.89694201054607e-05
"626",6.33834430816681e-05
"627",8.08284274160722e-05
"628",8.14099268938857e-05
"629",8.89694201054607e-05
"630",6.33834430816681e-05
"631",8.3154425327326e-05
"632",6.86169383819893e-05
"633",8.25729258495126e-05
"634",7.5594932115751e-05
"635",8.25729258495126e-05
"636",7.73394305491914e-05
"637",5.05904545697718e-05
"638",5.5823949870093e-05
"639",7.73394305491914e-05
"640",5.00089550919583e-05
"641",8.3154425327326e-05
"642",7.90839289826318e-05
"643",9.07139185389011e-05
"644",7.90839289826318e-05
"645",3.48899686688081e-05
"646",8.08284274160722e-05
"647",8.60619227163934e-05
"648",5.00089550919583e-05
"649",8.72249216720203e-05
"650",7.61764315935644e-05
"651",6.51279415151085e-05
"652",8.48989237607665e-05
"653",8.48989237607665e-05
"654",7.90839289826318e-05
"655",8.72249216720203e-05
"656",4.88459561363314e-05
"657",0
"658",8.78064211498338e-05
"659",4.88459561363314e-05
"660",4.88459561363314e-05
"661",3.31454702353677e-05
"662",0
"663",7.5594932115751e-05
"664",9.01324190610877e-05
"665",5.98944462147873e-05
"666",7.5594932115751e-05
"667",8.72249216720203e-05
"668",9.07139185389011e-05
"669",7.26874347266836e-05
"670",6.51279415151085e-05
"671",4.82644566585179e-05
"672",4.7101457702891e-05
"673",8.25729258495126e-05
"674",6.33834430816681e-05
"675",7.96654284604452e-05
"676",5.29164524810257e-05
"677",8.60619227163934e-05
"678",8.60619227163934e-05
"679",6.33834430816681e-05
"680",5.00089550919583e-05
"681",8.37359248051395e-05
"682",9.01324190610877e-05
"683",4.94274556141449e-05
"684",7.90839289826318e-05
"685",6.22204441260412e-05
"686",7.96654284604452e-05
"687",8.83879206276473e-05
"688",7.32689342044971e-05
"689",6.86169383819893e-05
"690",6.97799373376163e-05
"691",8.19914263716991e-05
"692",8.3154425327326e-05
"693",9.01324190610877e-05
"694",7.26874347266836e-05
"695",6.22204441260412e-05
"696",5.00089550919583e-05
"697",7.26874347266836e-05
"698",8.48989237607665e-05
"699",4.88459561363314e-05
"700",6.74539394263624e-05
"701",8.37359248051395e-05
"702",5.75684483035334e-05
"703",8.48989237607665e-05
"704",4.88459561363314e-05
"705",5.52424503922795e-05
"706",8.14099268938857e-05
"707",8.3154425327326e-05
"708",8.60619227163934e-05
"709",8.3154425327326e-05
"710",6.62909404707355e-05
"711",7.09429362932432e-05
"712",7.21059352488701e-05
"713",6.33834430816681e-05
"714",7.5594932115751e-05
"715",8.37359248051395e-05
"716",0
"717",8.25729258495126e-05
"718",8.3154425327326e-05
"719",4.82644566585179e-05
"720",7.79209300270048e-05
"721",6.62909404707355e-05
"722",8.4317424282953e-05
"723",6.33834430816681e-05
"724",5.40794514366526e-05
"725",8.72249216720203e-05
"726",8.14099268938857e-05
"727",8.3154425327326e-05
"728",8.25729258495126e-05
"729",7.90839289826318e-05
"730",8.3154425327326e-05
"731",5.98944462147873e-05
"732",7.73394305491914e-05
"733",6.51279415151085e-05
"734",8.25729258495126e-05
"735",8.25729258495126e-05
"736",5.34979519588391e-05
"737",4.12864629247563e-05
"738",8.3154425327326e-05
"739",8.25729258495126e-05
"740",4.82644566585179e-05
"741",7.15244357710567e-05
"742",6.33834430816681e-05
"743",6.33834430816681e-05
"744",4.7101457702891e-05
"745",7.96654284604452e-05
"746",4.82644566585179e-05
"747",6.97799373376163e-05
"748",7.79209300270048e-05
"749",7.90839289826318e-05
"750",8.3154425327326e-05
"751",6.5709440992922e-05
"752",4.94274556141449e-05
"753",5.29164524810257e-05
"754",7.79209300270048e-05
"755",4.82644566585179e-05
"756",8.14099268938857e-05
"757",8.25729258495126e-05
"758",5.34979519588391e-05
"759",5.698694882572e-05
"760",7.73394305491914e-05
"761",7.15244357710567e-05
"762",9.01324190610877e-05
"763",8.3154425327326e-05
"764",6.22204441260412e-05
"765",7.15244357710567e-05
"766",7.73394305491914e-05
"767",8.4317424282953e-05
"768",8.37359248051395e-05
"769",7.03614368154297e-05
"770",4.82644566585179e-05
"771",8.72249216720203e-05
"772",8.4317424282953e-05
"773",8.4317424282953e-05
"774",8.48989237607665e-05
"775",4.88459561363314e-05
"776",6.33834430816681e-05
"777",8.89694201054607e-05
"778",9.01324190610877e-05
"779",8.48989237607665e-05
"780",6.62909404707355e-05
"781",7.32689342044971e-05
"782",7.21059352488701e-05
"783",8.4317424282953e-05
"784",8.19914263716991e-05
"785",8.89694201054607e-05
"786",4.76829571807045e-05
"787",4.7101457702891e-05
"788",4.18679624025698e-05
"789",7.96654284604452e-05
"790",8.3154425327326e-05
"791",5.00089550919583e-05
"792",8.4317424282953e-05
"793",6.74539394263624e-05
"794",8.37359248051395e-05
"795",4.76829571807045e-05
"796",7.90839289826318e-05
"797",8.60619227163934e-05
"798",4.88459561363314e-05
"799",7.90839289826318e-05
"800",8.4317424282953e-05
"801",8.54804232385799e-05
"802",7.15244357710567e-05
"803",7.73394305491914e-05
"804",5.46609509144661e-05
"805",7.79209300270048e-05
"806",8.83879206276473e-05
"807",8.4317424282953e-05
"808",8.66434221942069e-05
"809",8.48989237607665e-05
"810",8.66434221942069e-05
"811",8.37359248051395e-05
"812",5.5823949870093e-05
"813",6.74539394263624e-05
"814",6.62909404707355e-05
"815",8.08284274160722e-05
"816",8.3154425327326e-05
"817",8.60619227163934e-05
"818",8.19914263716991e-05
"819",7.90839289826318e-05
"820",7.26874347266836e-05
"821",8.54804232385799e-05
"822",6.68724399485489e-05
"823",6.80354389041759e-05
"824",5.75684483035334e-05
"825",7.79209300270048e-05
"826",4.12864629247563e-05
"827",8.37359248051395e-05
"828",8.48989237607665e-05
"829",9.01324190610877e-05
"830",8.25729258495126e-05
"831",7.09429362932432e-05
"832",8.25729258495126e-05
"833",8.60619227163934e-05
"834",5.40794514366526e-05
"835",8.72249216720203e-05
"836",8.3154425327326e-05
"837",5.75684483035334e-05
"838",9.01324190610877e-05
"839",8.25729258495126e-05
"840",7.09429362932432e-05
"841",8.4317424282953e-05
"842",5.93129467369738e-05
"843",7.5594932115751e-05
"844",8.48989237607665e-05
"845",4.82644566585179e-05
"846",6.16389446482277e-05
"847",8.72249216720203e-05
"848",8.48989237607665e-05
"849",8.83879206276473e-05
"850",7.90839289826318e-05
"851",6.51279415151085e-05
"852",8.83879206276473e-05
"853",6.4546442037295e-05
"854",4.82644566585179e-05
"855",4.76829571807045e-05
"856",8.78064211498338e-05
"857",8.3154425327326e-05
"858",7.5594932115751e-05
"859",4.88459561363314e-05
"860",8.66434221942069e-05
"861",6.33834430816681e-05
"862",4.65199582250775e-05
"863",4.07049634469428e-05
"864",5.98944462147873e-05
"865",9.01324190610877e-05
"866",7.38504336823106e-05
"867",8.66434221942069e-05
"868",7.79209300270048e-05
"869",6.4546442037295e-05
"870",8.37359248051395e-05
"871",9.01324190610877e-05
"872",3.43084691909947e-05
"873",7.96654284604452e-05
"874",8.48989237607665e-05
"875",4.76829571807045e-05
"876",8.37359248051395e-05
"877",8.37359248051395e-05
"878",8.89694201054607e-05
"879",8.48989237607665e-05
"880",7.96654284604452e-05
"881",4.7101457702891e-05
"882",8.02469279382587e-05
"883",8.83879206276473e-05
"884",6.51279415151085e-05
"885",8.60619227163934e-05
"886",8.4317424282953e-05
"887",7.90839289826318e-05
"888",8.14099268938857e-05
"889",7.79209300270048e-05
"890",4.12864629247563e-05
"891",7.32689342044971e-05
"892",7.32689342044971e-05
"893",6.28019436038547e-05
"894",8.72249216720203e-05
"895",3.89604650135024e-05
"896",8.78064211498338e-05
"897",8.25729258495126e-05
"898",8.60619227163934e-05
"899",7.61764315935644e-05
"900",7.15244357710567e-05
"901",7.79209300270048e-05
"902",7.79209300270048e-05
"903",6.39649425594816e-05
"904",8.48989237607665e-05
"905",4.88459561363314e-05
"906",8.08284274160722e-05
"907",8.54804232385799e-05
"908",7.96654284604452e-05
"909",7.50134326379375e-05
"910",8.60619227163934e-05
"911",8.48989237607665e-05
"912",5.29164524810257e-05
"913",8.37359248051395e-05
"914",7.09429362932432e-05
"915",7.32689342044971e-05
"916",8.78064211498338e-05
"917",7.26874347266836e-05
"918",8.08284274160722e-05
"919",8.95509195832742e-05
"920",3.83789655356889e-05
"921",6.62909404707355e-05
"922",4.65199582250775e-05
"923",8.37359248051395e-05
"924",3.14009718019273e-05
"925",5.87314472591604e-05
"926",4.5938458747264e-05
"927",4.5938458747264e-05
"928",8.95509195832742e-05
"929",4.7101457702891e-05
"930",4.5938458747264e-05
"931",7.03614368154297e-05
"932",8.83879206276473e-05
"933",7.50134326379375e-05
"934",8.66434221942069e-05
"935",8.25729258495126e-05
"936",7.50134326379375e-05
"937",8.08284274160722e-05
"938",8.60619227163934e-05
"939",0
"940",5.93129467369738e-05
"941",0
"942",8.48989237607665e-05
"943",8.89694201054607e-05
"944",3.83789655356889e-05
"945",6.39649425594816e-05
"946",4.24494618803832e-05
"947",8.4317424282953e-05
"948",0
"949",4.5938458747264e-05
"950",8.89694201054607e-05
"951",7.79209300270048e-05
"952",8.89694201054607e-05
"953",3.83789655356889e-05
"954",7.90839289826318e-05
"955",7.21059352488701e-05
"956",3.83789655356889e-05
"957",7.61764315935644e-05
"958",8.4317424282953e-05
"959",7.5594932115751e-05
"960",8.25729258495126e-05
"961",4.01234639691294e-05
"962",3.83789655356889e-05
"963",7.79209300270048e-05
"964",0
"965",7.79209300270048e-05
"966",4.76829571807045e-05
"967",6.28019436038547e-05
"968",8.02469279382587e-05
"969",4.82644566585179e-05
"970",3.25639707575543e-05
"971",8.4317424282953e-05
"972",8.48989237607665e-05
"973",4.01234639691294e-05
"974",7.5594932115751e-05
"975",4.5938458747264e-05
"976",6.22204441260412e-05
"977",4.5938458747264e-05
"978",3.02379728463004e-05
"979",7.09429362932432e-05
"980",7.26874347266836e-05
"981",8.60619227163934e-05
"982",4.7101457702891e-05
"983",6.74539394263624e-05
"984",4.88459561363314e-05
"985",0
"986",8.37359248051395e-05
"987",4.65199582250775e-05
"988",7.21059352488701e-05
"989",9.01324190610877e-05
"990",0
"991",7.5594932115751e-05
"992",3.95419644913159e-05
"993",7.79209300270048e-05
"994",7.67579310713779e-05
"995",7.5594932115751e-05
"996",7.79209300270048e-05
"997",9.01324190610877e-05
"998",8.83879206276473e-05
"999",3.95419644913159e-05
"1000",8.19914263716991e-05
"1001",6.51279415151085e-05
"1002",7.79209300270048e-05
"1003",7.21059352488701e-05
"1004",4.5938458747264e-05
