"","basin_assign_rescale"
"350",5.32144668223451e-05
"351",1.5651313771278e-05
"352",3.13026275425559e-05
"353",3.13026275425559e-05
"354",0
"355",3.75631530510671e-05
"356",6.26052550851118e-05
"357",0
"358",5.94749923308563e-05
"359",4.06934158053227e-05
"360",6.26052550851118e-05
"361",0
"362",4.06934158053227e-05
"363",5.94749923308563e-05
"364",2.81723647883003e-05
"365",3.13026275425559e-05
"366",0
"367",2.50421020340447e-05
"368",2.50421020340447e-05
"369",3.44328902968115e-05
"370",5.63447295766007e-05
"371",3.75631530510671e-05
"372",3.75631530510671e-05
"373",0
"374",2.81723647883003e-05
"375",2.81723647883003e-05
"376",5.94749923308563e-05
"377",1.87815765255336e-05
"378",5.32144668223451e-05
"379",3.75631530510671e-05
"380",3.13026275425559e-05
"381",3.44328902968115e-05
"382",3.75631530510671e-05
"383",5.63447295766007e-05
"384",2.50421020340447e-05
"385",3.75631530510671e-05
"386",5.63447295766007e-05
"387",6.26052550851118e-05
"388",5.63447295766007e-05
"389",3.75631530510671e-05
"390",3.44328902968115e-05
"391",5.63447295766007e-05
"392",4.38236785595783e-05
"393",5.94749923308563e-05
"394",2.50421020340447e-05
"395",5.94749923308563e-05
"396",2.81723647883003e-05
"397",5.63447295766007e-05
"398",6.26052550851118e-05
"399",5.63447295766007e-05
"400",6.26052550851118e-06
"401",3.75631530510671e-05
"402",4.06934158053227e-05
"403",4.38236785595783e-05
"404",2.50421020340447e-05
"405",3.13026275425559e-05
"406",3.75631530510671e-05
"407",5.94749923308563e-05
"408",3.13026275425559e-05
"409",3.13026275425559e-05
"410",5.94749923308563e-05
"411",6.26052550851118e-05
"412",4.69539413138339e-05
"413",5.63447295766007e-05
"414",6.26052550851118e-05
"415",5.63447295766007e-05
"416",5.94749923308563e-05
"417",3.75631530510671e-05
"418",2.81723647883003e-05
"419",4.06934158053227e-05
"420",4.06934158053227e-05
"421",3.75631530510671e-05
"422",3.13026275425559e-05
"423",4.06934158053227e-05
"424",5.94749923308563e-05
"425",5.63447295766007e-05
"426",3.75631530510671e-05
"427",4.38236785595783e-05
"428",2.81723647883003e-05
"429",1.5651313771278e-05
"430",5.94749923308563e-05
"431",0
"432",3.44328902968115e-05
"433",4.06934158053227e-05
"434",2.19118392797891e-05
"435",3.13026275425559e-05
"436",2.81723647883003e-05
"437",5.63447295766007e-05
"438",3.75631530510671e-05
"439",4.38236785595783e-05
"440",5.94749923308563e-05
"441",3.75631530510671e-05
"442",2.50421020340447e-05
"443",5.94749923308563e-05
"444",3.44328902968115e-05
"445",3.75631530510671e-05
"446",4.06934158053227e-05
"447",3.13026275425559e-05
"448",3.44328902968115e-05
"449",3.13026275425559e-05
"450",3.13026275425559e-05
"451",3.13026275425559e-05
"452",5.63447295766007e-05
"453",5.63447295766007e-05
"454",3.13026275425559e-05
"455",6.26052550851118e-05
"456",4.38236785595783e-05
"457",2.50421020340447e-05
"458",0
"459",5.94749923308563e-05
"460",4.69539413138339e-05
"461",3.75631530510671e-05
"462",4.06934158053227e-05
"463",5.63447295766007e-05
"464",3.13026275425559e-05
"465",3.75631530510671e-05
"466",3.75631530510671e-05
"467",3.13026275425559e-05
"468",4.38236785595783e-05
"469",3.44328902968115e-05
"470",3.13026275425559e-05
"471",3.44328902968115e-05
"472",4.38236785595783e-05
"473",3.44328902968115e-05
"474",5.94749923308563e-05
"475",5.94749923308563e-05
"476",4.38236785595783e-05
"477",5.94749923308563e-05
"478",3.75631530510671e-05
"479",2.81723647883003e-05
"480",5.63447295766007e-05
"481",3.13026275425559e-05
"482",4.06934158053227e-05
"483",3.75631530510671e-05
"484",5.94749923308563e-05
"485",4.06934158053227e-05
"486",0
"487",4.06934158053227e-05
"488",4.06934158053227e-05
"489",4.06934158053227e-05
"490",2.81723647883003e-05
"491",3.13026275425559e-05
"492",2.81723647883003e-05
"493",2.81723647883003e-05
"494",2.50421020340447e-05
"495",5.63447295766007e-05
"496",4.06934158053227e-05
"497",4.69539413138339e-05
"498",2.19118392797891e-05
"499",4.38236785595783e-05
"500",4.38236785595783e-05
"501",3.13026275425559e-05
"502",4.06934158053227e-05
"503",5.63447295766007e-05
"504",5.94749923308563e-05
"505",5.63447295766007e-05
"506",2.81723647883003e-05
"507",3.44328902968115e-05
"508",3.75631530510671e-05
"509",2.50421020340447e-05
"510",4.38236785595783e-05
"511",3.75631530510671e-05
"512",3.75631530510671e-05
"513",5.63447295766007e-05
"514",5.32144668223451e-05
"515",5.63447295766007e-05
"516",5.63447295766007e-05
"517",4.06934158053227e-05
"518",5.94749923308563e-05
"519",5.63447295766007e-05
"520",4.69539413138339e-05
"521",2.50421020340447e-05
"522",5.94749923308563e-05
"523",3.75631530510671e-05
"524",2.81723647883003e-05
"525",5.32144668223451e-05
"526",3.13026275425559e-05
"527",2.50421020340447e-05
"528",2.81723647883003e-05
"529",4.38236785595783e-05
"530",3.44328902968115e-05
"531",2.81723647883003e-05
"532",3.75631530510671e-05
"533",5.63447295766007e-05
"534",3.13026275425559e-05
"535",0
"536",4.06934158053227e-05
"537",4.06934158053227e-05
"538",3.75631530510671e-05
"539",3.75631530510671e-05
"540",5.94749923308563e-05
"541",4.38236785595783e-05
"542",2.81723647883003e-05
"543",4.06934158053227e-05
"544",5.00842040680895e-05
"545",5.63447295766007e-05
"546",3.75631530510671e-05
"547",4.38236785595783e-05
"548",4.06934158053227e-05
"549",2.81723647883003e-05
"550",3.13026275425559e-05
"551",3.44328902968115e-05
"552",3.75631530510671e-05
"553",3.75631530510671e-05
"554",6.26052550851118e-05
"555",4.69539413138339e-05
"556",4.06934158053227e-05
"557",3.75631530510671e-05
"558",3.13026275425559e-05
"559",0
"560",3.75631530510671e-05
"561",5.32144668223451e-05
"562",5.94749923308563e-05
"563",3.75631530510671e-05
"564",4.06934158053227e-05
"565",5.94749923308563e-05
"566",5.94749923308563e-05
"567",2.81723647883003e-05
"568",6.26052550851118e-05
"569",2.81723647883003e-05
"570",5.63447295766007e-05
"571",4.38236785595783e-05
"572",2.19118392797891e-05
"573",3.75631530510671e-05
"574",3.75631530510671e-05
"575",3.13026275425559e-05
"576",5.94749923308563e-05
"577",3.44328902968115e-05
"578",5.63447295766007e-05
"579",5.63447295766007e-05
"580",4.06934158053227e-05
"581",6.57355178393674e-05
"582",6.26052550851118e-05
"583",2.81723647883003e-05
"584",6.26052550851118e-05
"585",4.38236785595783e-05
"586",5.94749923308563e-05
"587",4.38236785595783e-05
"588",5.94749923308563e-05
"589",5.63447295766007e-05
"590",2.81723647883003e-05
"591",6.57355178393674e-05
"592",3.75631530510671e-05
"593",4.69539413138339e-05
"594",4.38236785595783e-05
"595",3.13026275425559e-05
"596",6.57355178393674e-05
"597",7.51263061021342e-05
"598",5.63447295766007e-05
"599",9.07776198734122e-05
"600",5.63447295766007e-05
"601",2.81723647883003e-05
"602",5.32144668223451e-05
"603",4.38236785595783e-05
"604",4.06934158053227e-05
"605",4.06934158053227e-05
"606",5.63447295766007e-05
"607",5.32144668223451e-05
"608",4.06934158053227e-05
"609",5.63447295766007e-05
"610",2.50421020340447e-05
"611",3.13026275425559e-05
"612",8.4517094364901e-05
"613",3.75631530510671e-05
"614",3.75631530510671e-05
"615",4.69539413138339e-05
"616",4.38236785595783e-05
"617",5.63447295766007e-05
"618",4.69539413138339e-05
"619",6.26052550851118e-05
"620",5.94749923308563e-05
"621",3.13026275425559e-05
"622",3.75631530510671e-05
"623",4.06934158053227e-05
"624",6.26052550851118e-05
"625",3.75631530510671e-05
"626",2.81723647883003e-05
"627",3.75631530510671e-05
"628",3.75631530510671e-05
"629",4.38236785595783e-05
"630",2.81723647883003e-05
"631",5.63447295766007e-05
"632",5.94749923308563e-05
"633",5.94749923308563e-05
"634",3.13026275425559e-05
"635",5.94749923308563e-05
"636",5.63447295766007e-05
"637",6.57355178393674e-05
"638",6.26052550851118e-05
"639",3.13026275425559e-05
"640",6.26052550851118e-05
"641",5.63447295766007e-05
"642",5.63447295766007e-05
"643",4.06934158053227e-05
"644",3.13026275425559e-05
"645",5.63447295766007e-05
"646",5.63447295766007e-05
"647",4.69539413138339e-05
"648",6.57355178393674e-05
"649",4.06934158053227e-05
"650",3.13026275425559e-05
"651",2.81723647883003e-05
"652",5.63447295766007e-05
"653",4.69539413138339e-05
"654",3.13026275425559e-05
"655",4.69539413138339e-05
"656",6.57355178393674e-05
"657",0
"658",3.75631530510671e-05
"659",6.57355178393674e-05
"660",8.13868316106454e-05
"661",6.26052550851118e-05
"662",0
"663",3.13026275425559e-05
"664",4.06934158053227e-05
"665",6.26052550851118e-05
"666",3.13026275425559e-05
"667",4.06934158053227e-05
"668",4.06934158053227e-05
"669",3.13026275425559e-05
"670",5.94749923308563e-05
"671",8.4517094364901e-05
"672",9.70381453819234e-05
"673",5.94749923308563e-05
"674",5.94749923308563e-05
"675",3.75631530510671e-05
"676",6.57355178393674e-05
"677",4.69539413138339e-05
"678",5.00842040680895e-05
"679",5.94749923308563e-05
"680",6.57355178393674e-05
"681",4.38236785595783e-05
"682",4.06934158053227e-05
"683",6.57355178393674e-05
"684",3.13026275425559e-05
"685",6.26052550851118e-05
"686",3.75631530510671e-05
"687",4.06934158053227e-05
"688",3.13026275425559e-05
"689",5.94749923308563e-05
"690",5.94749923308563e-05
"691",3.75631530510671e-05
"692",5.63447295766007e-05
"693",3.75631530510671e-05
"694",3.13026275425559e-05
"695",6.26052550851118e-05
"696",6.57355178393674e-05
"697",3.13026275425559e-05
"698",5.94749923308563e-05
"699",6.57355178393674e-05
"700",2.81723647883003e-05
"701",5.63447295766007e-05
"702",6.26052550851118e-05
"703",4.38236785595783e-05
"704",6.57355178393674e-05
"705",6.26052550851118e-05
"706",3.75631530510671e-05
"707",5.94749923308563e-05
"708",4.38236785595783e-05
"709",5.94749923308563e-05
"710",2.81723647883003e-05
"711",2.81723647883003e-05
"712",3.13026275425559e-05
"713",6.26052550851118e-05
"714",3.13026275425559e-05
"715",5.63447295766007e-05
"716",0
"717",5.94749923308563e-05
"718",5.94749923308563e-05
"719",8.4517094364901e-05
"720",3.75631530510671e-05
"721",2.81723647883003e-05
"722",5.94749923308563e-05
"723",5.94749923308563e-05
"724",6.57355178393674e-05
"725",4.06934158053227e-05
"726",3.75631530510671e-05
"727",5.94749923308563e-05
"728",5.94749923308563e-05
"729",3.13026275425559e-05
"730",5.94749923308563e-05
"731",6.26052550851118e-05
"732",3.13026275425559e-05
"733",2.81723647883003e-05
"734",5.94749923308563e-05
"735",5.94749923308563e-05
"736",6.57355178393674e-05
"737",9.70381453819234e-05
"738",5.94749923308563e-05
"739",3.75631530510671e-05
"740",8.4517094364901e-05
"741",3.13026275425559e-05
"742",6.26052550851118e-05
"743",5.94749923308563e-05
"744",9.70381453819234e-05
"745",3.75631530510671e-05
"746",8.4517094364901e-05
"747",5.63447295766007e-05
"748",3.75631530510671e-05
"749",3.13026275425559e-05
"750",5.94749923308563e-05
"751",5.94749923308563e-05
"752",6.57355178393674e-05
"753",6.57355178393674e-05
"754",3.44328902968115e-05
"755",9.39078826276678e-05
"756",3.75631530510671e-05
"757",3.75631530510671e-05
"758",6.57355178393674e-05
"759",0
"760",5.63447295766007e-05
"761",5.63447295766007e-05
"762",3.75631530510671e-05
"763",5.94749923308563e-05
"764",6.26052550851118e-05
"765",2.81723647883003e-05
"766",5.63447295766007e-05
"767",5.63447295766007e-05
"768",5.94749923308563e-05
"769",2.81723647883003e-05
"770",8.4517094364901e-05
"771",4.69539413138339e-05
"772",5.63447295766007e-05
"773",5.63447295766007e-05
"774",4.38236785595783e-05
"775",8.76473571191566e-05
"776",6.26052550851118e-05
"777",4.06934158053227e-05
"778",3.75631530510671e-05
"779",4.38236785595783e-05
"780",2.81723647883003e-05
"781",5.63447295766007e-05
"782",3.13026275425559e-05
"783",5.63447295766007e-05
"784",5.94749923308563e-05
"785",4.38236785595783e-05
"786",9.39078826276678e-05
"787",9.70381453819234e-05
"788",9.07776198734122e-05
"789",3.75631530510671e-05
"790",5.94749923308563e-05
"791",8.4517094364901e-05
"792",5.63447295766007e-05
"793",5.94749923308563e-05
"794",5.94749923308563e-05
"795",9.07776198734122e-05
"796",3.13026275425559e-05
"797",4.38236785595783e-05
"798",8.76473571191566e-05
"799",3.13026275425559e-05
"800",5.63447295766007e-05
"801",5.63447295766007e-05
"802",3.13026275425559e-05
"803",5.94749923308563e-05
"804",6.57355178393674e-05
"805",3.13026275425559e-05
"806",4.06934158053227e-05
"807",5.63447295766007e-05
"808",4.06934158053227e-05
"809",5.63447295766007e-05
"810",4.06934158053227e-05
"811",5.63447295766007e-05
"812",6.26052550851118e-05
"813",5.94749923308563e-05
"814",2.81723647883003e-05
"815",3.75631530510671e-05
"816",5.94749923308563e-05
"817",4.38236785595783e-05
"818",3.75631530510671e-05
"819",5.63447295766007e-05
"820",3.13026275425559e-05
"821",4.38236785595783e-05
"822",5.94749923308563e-05
"823",5.94749923308563e-05
"824",6.26052550851118e-05
"825",3.13026275425559e-05
"826",9.39078826276678e-05
"827",5.94749923308563e-05
"828",4.38236785595783e-05
"829",3.75631530510671e-05
"830",5.94749923308563e-05
"831",2.81723647883003e-05
"832",5.63447295766007e-05
"833",4.06934158053227e-05
"834",6.26052550851118e-05
"835",4.06934158053227e-05
"836",5.94749923308563e-05
"837",6.26052550851118e-05
"838",4.06934158053227e-05
"839",3.75631530510671e-05
"840",2.81723647883003e-05
"841",5.63447295766007e-05
"842",6.26052550851118e-05
"843",3.13026275425559e-05
"844",4.38236785595783e-05
"845",6.57355178393674e-05
"846",6.26052550851118e-05
"847",4.06934158053227e-05
"848",4.69539413138339e-05
"849",4.69539413138339e-05
"850",3.13026275425559e-05
"851",5.94749923308563e-05
"852",4.06934158053227e-05
"853",5.94749923308563e-05
"854",6.57355178393674e-05
"855",6.57355178393674e-05
"856",4.06934158053227e-05
"857",5.94749923308563e-05
"858",3.13026275425559e-05
"859",9.07776198734122e-05
"860",3.75631530510671e-05
"861",5.94749923308563e-05
"862",9.70381453819234e-05
"863",9.39078826276678e-05
"864",2.50421020340447e-05
"865",3.44328902968115e-05
"866",2.81723647883003e-05
"867",4.06934158053227e-05
"868",3.13026275425559e-05
"869",5.94749923308563e-05
"870",5.32144668223451e-05
"871",3.44328902968115e-05
"872",5.63447295766007e-05
"873",3.44328902968115e-05
"874",5.63447295766007e-05
"875",6.57355178393674e-05
"876",5.94749923308563e-05
"877",5.94749923308563e-05
"878",3.75631530510671e-05
"879",4.69539413138339e-05
"880",3.75631530510671e-05
"881",6.57355178393674e-05
"882",3.75631530510671e-05
"883",4.38236785595783e-05
"884",2.81723647883003e-05
"885",4.38236785595783e-05
"886",4.38236785595783e-05
"887",3.13026275425559e-05
"888",3.75631530510671e-05
"889",3.13026275425559e-05
"890",9.07776198734122e-05
"891",3.13026275425559e-05
"892",3.13026275425559e-05
"893",2.81723647883003e-05
"894",4.06934158053227e-05
"895",8.4517094364901e-05
"896",4.06934158053227e-05
"897",5.94749923308563e-05
"898",5.63447295766007e-05
"899",3.13026275425559e-05
"900",2.81723647883003e-05
"901",3.13026275425559e-05
"902",3.75631530510671e-05
"903",5.94749923308563e-05
"904",4.38236785595783e-05
"905",6.57355178393674e-05
"906",3.13026275425559e-05
"907",4.69539413138339e-05
"908",3.44328902968115e-05
"909",5.63447295766007e-05
"910",4.06934158053227e-05
"911",4.69539413138339e-05
"912",6.26052550851118e-05
"913",5.63447295766007e-05
"914",2.81723647883003e-05
"915",3.13026275425559e-05
"916",4.06934158053227e-05
"917",2.81723647883003e-05
"918",5.63447295766007e-05
"919",3.75631530510671e-05
"920",9.39078826276678e-05
"921",5.94749923308563e-05
"922",6.57355178393674e-05
"923",5.94749923308563e-05
"924",4.38236785595783e-05
"925",2.19118392797891e-05
"926",5.94749923308563e-05
"927",5.94749923308563e-05
"928",3.75631530510671e-05
"929",9.39078826276678e-05
"930",5.94749923308563e-05
"931",2.81723647883003e-05
"932",3.75631530510671e-05
"933",3.13026275425559e-05
"934",3.44328902968115e-05
"935",3.75631530510671e-05
"936",3.13026275425559e-05
"937",3.75631530510671e-05
"938",4.38236785595783e-05
"939",0
"940",2.50421020340447e-05
"941",0
"942",4.38236785595783e-05
"943",4.06934158053227e-05
"944",9.39078826276678e-05
"945",2.81723647883003e-05
"946",9.70381453819234e-05
"947",5.63447295766007e-05
"948",0
"949",5.94749923308563e-05
"950",4.38236785595783e-05
"951",3.13026275425559e-05
"952",4.06934158053227e-05
"953",9.39078826276678e-05
"954",3.13026275425559e-05
"955",2.81723647883003e-05
"956",9.39078826276678e-05
"957",3.13026275425559e-05
"958",5.00842040680895e-05
"959",3.13026275425559e-05
"960",3.75631530510671e-05
"961",9.70381453819234e-05
"962",9.39078826276678e-05
"963",3.75631530510671e-05
"964",0
"965",3.75631530510671e-05
"966",6.57355178393674e-05
"967",2.81723647883003e-05
"968",5.63447295766007e-05
"969",8.4517094364901e-05
"970",4.38236785595783e-05
"971",5.32144668223451e-05
"972",5.32144668223451e-05
"973",9.70381453819234e-05
"974",3.13026275425559e-05
"975",5.94749923308563e-05
"976",2.81723647883003e-05
"977",6.57355178393674e-05
"978",3.44328902968115e-05
"979",2.81723647883003e-05
"980",2.81723647883003e-05
"981",4.06934158053227e-05
"982",9.07776198734122e-05
"983",2.81723647883003e-05
"984",9.07776198734122e-05
"985",0
"986",3.75631530510671e-05
"987",9.39078826276678e-05
"988",3.13026275425559e-05
"989",4.06934158053227e-05
"990",0
"991",3.13026275425559e-05
"992",8.76473571191566e-05
"993",3.13026275425559e-05
"994",3.13026275425559e-05
"995",3.13026275425559e-05
"996",3.75631530510671e-05
"997",3.75631530510671e-05
"998",4.06934158053227e-05
"999",8.76473571191566e-05
"1000",4.69539413138339e-05
"1001",2.81723647883003e-05
"1002",3.13026275425559e-05
"1003",2.81723647883003e-05
"1004",5.94749923308563e-05
"1005",4.06934158053227e-05
"1006",0
"1007",6.57355178393674e-05
"1008",6.26052550851118e-05
"1009",2.50421020340447e-05
"1010",2.81723647883003e-05
"1011",3.75631530510671e-05
"1012",2.81723647883003e-05
"1013",6.57355178393674e-05
"1014",6.57355178393674e-05
"1015",4.06934158053227e-05
"1016",6.26052550851118e-05
"1017",9.70381453819234e-05
"1018",5.94749923308563e-05
"1019",6.57355178393674e-05
"1020",2.81723647883003e-05
"1021",0
"1022",4.38236785595783e-05
"1023",0
"1024",3.13026275425559e-05
"1025",3.75631530510671e-05
"1026",0
"1027",9.70381453819234e-05
