"","basin_assign_rescale"
"1",3.71916809648018e-06
"2",0
"3",0
"4",0
"5",3.34725128683216e-05
"6",3.71916809648018e-06
"7",0
"8",6.19861349413363e-06
"9",0
"10",4.0910849061282e-05
"11",1.98355631812276e-05
"12",1.98355631812276e-05
"13",0
"14",0
"15",4.33902944589354e-05
"16",4.46300171577622e-05
"17",0
"18",7.43833619296036e-06
"19",8.67805889178708e-06
"20",1.61163950847474e-05
"21",4.46300171577622e-05
"22",2.35547312777078e-05
"23",4.58697398565889e-05
"24",1.48766723859207e-05
"25",9.91778159061381e-05
"26",9.91778159061381e-05
"27",9.17394797131778e-05
"28",8.43011435202174e-05
"29",9.79380932073114e-05
"30",0
"31",4.46300171577622e-05
"32",3.96711263624552e-05
"33",0
"34",9.29792024120045e-05
"35",4.58697398565889e-05
"36",8.67805889178708e-06
"37",7.43833619296036e-06
"38",1.98355631812276e-05
"39",6.07464122425096e-05
"40",0
"41",0
"42",4.46300171577622e-05
"43",3.22327901694949e-05
"44",8.67805889178708e-06
"45",0
"46",8.67805889178708e-06
"47",0
"48",0
"49",3.34725128683216e-05
"50",3.47122355671483e-05
"51",3.59519582659751e-05
"52",0
"53",3.84314036636285e-05
"54",0
"55",9.91778159061381e-06
"56",0
"57",8.67805889178708e-06
"58",0
"59",4.33902944589354e-05
"60",4.33902944589354e-05
"61",8.30614208213907e-05
"62",0
"63",8.67805889178708e-06
"64",4.46300171577622e-05
"65",4.33902944589354e-05
"66",7.93422527249105e-05
"67",8.67805889178708e-06
"68",9.91778159061381e-06
"69",1.11575042894405e-05
"70",4.33902944589354e-05
"71",0
"72",3.71916809648018e-05
"73",2.35547312777078e-05
"74",3.84314036636285e-05
"75",2.60341766753613e-05
"76",4.21505717601087e-05
"77",0
"78",4.58697398565889e-05
"79",2.23150085788811e-05
"80",2.7273899374188e-05
"81",8.05819754237372e-05
"82",6.818474843547e-05
"83",3.34725128683216e-05
"84",1.73561177835742e-05
"85",5.08286306518958e-05
"86",4.46300171577622e-05
"87",4.71094625554156e-05
"88",5.33080760495492e-05
"89",1.98355631812276e-05
"90",3.09930674706682e-05
"91",4.71094625554156e-05
"92",7.06641938331234e-05
"93",2.23150085788811e-05
"94",6.818474843547e-05
"95",7.6862807327257e-05
"96",9.0499757014351e-05
"97",6.69450257366432e-05
"98",4.21505717601087e-05
"99",3.96711263624552e-05
"100",4.71094625554156e-05
"101",9.54586478096579e-05
"102",8.67805889178709e-05
"103",8.43011435202174e-05
"104",3.34725128683216e-05
"105",0
"106",7.93422527249105e-05
"107",4.21505717601087e-05
"108",9.66983705084847e-05
"109",3.96711263624552e-05
"110",4.71094625554156e-05
"111",0
"112",4.0910849061282e-05
"113",9.91778159061381e-05
"114",0.000101657261303792
"115",4.21505717601087e-05
"116",7.6862807327257e-05
"117",8.55408662190441e-05
"118",0
"119",0
"120",0
"121",4.33902944589354e-05
"122",4.71094625554156e-05
"123",8.92600343155243e-05
"124",0.000101657261303792
"125",6.69450257366432e-05
"126",0
"127",0
"128",8.05819754237372e-05
"129",8.30614208213907e-05
"130",4.71094625554156e-05
"131",6.07464122425096e-05
"132",5.20683533507225e-05
"133",3.96711263624552e-05
"134",4.58697398565889e-05
"135",0
"136",7.31436392307769e-05
"137",7.06641938331234e-05
"138",6.07464122425096e-05
"139",5.20683533507225e-05
"140",4.71094625554156e-05
"141",3.84314036636285e-05
"142",4.46300171577622e-05
"143",5.20683533507225e-05
"144",4.0910849061282e-05
"145",9.17394797131778e-05
"146",0
"147",4.95889079530691e-05
"148",0
"149",0
"150",4.58697398565889e-05
"151",5.20683533507225e-05
"152",6.69450257366432e-05
"153",5.70272441460294e-05
"154",3.96711263624552e-05
"155",7.81025300260838e-05
"156",9.17394797131778e-05
"157",0
"158",4.0910849061282e-05
"159",0
"160",8.43011435202174e-05
"161",0
"162",3.96711263624552e-05
"163",0
"164",5.33080760495492e-05
"165",3.96711263624552e-05
"166",0
"167",0
"168",8.1821698122564e-05
"169",5.95066895436829e-05
"170",8.30614208213907e-05
"171",8.55408662190441e-05
"172",0
"173",9.17394797131778e-05
"174",0
"175",4.71094625554156e-05
"176",6.44655803389898e-05
"177",9.91778159061381e-05
"178",3.59519582659751e-05
"179",3.84314036636285e-05
"180",4.0910849061282e-05
"181",3.59519582659751e-05
"182",4.58697398565889e-05
"183",9.91778159061381e-05
"184",0
"185",9.17394797131778e-05
"186",8.43011435202174e-05
"187",9.0499757014351e-05
"188",0
"189",3.96711263624552e-05
"190",4.83491852542423e-05
"191",5.20683533507225e-05
"192",3.71916809648018e-05
"193",9.66983705084847e-05
"194",7.06641938331234e-05
"195",0.000114054488292059
"196",0.000100417538604965
"197",4.58697398565889e-05
"198",0.000107855874797925
"199",0
"200",0
"201",5.08286306518958e-05
"202",9.79380932073114e-05
"203",9.42189251108312e-05
"204",9.0499757014351e-05
"205",9.79380932073114e-05
"206",9.17394797131778e-05
"207",4.58697398565889e-05
"208",5.08286306518958e-05
"209",0
"210",9.54586478096579e-05
"211",5.20683533507225e-05
"212",5.33080760495492e-05
"213",9.29792024120045e-05
"214",4.58697398565889e-05
"215",5.33080760495492e-05
"216",9.66983705084847e-05
"217",5.20683533507225e-05
"218",0
"219",4.71094625554156e-05
"220",4.95889079530691e-05
"221",3.34725128683216e-05
"222",0.000125211992581499
"223",5.20683533507225e-05
"224",5.57875214472027e-05
"225",8.05819754237372e-05
"226",0
"227",0.000111575042894405
"228",5.33080760495492e-05
"229",0.000106616152099098
"230",5.57875214472027e-05
"231",5.95066895436829e-05
"232",4.95889079530691e-05
"233",2.60341766753613e-05
"234",5.20683533507225e-05
"235",4.83491852542423e-05
"236",0.000117773656388539
"237",2.97533447718414e-05
"238",5.08286306518958e-05
"239",6.94244711342967e-05
"240",4.83491852542423e-05
"241",9.91778159061381e-05
"242",0
"243",3.71916809648018e-05
"244",0
"245",4.83491852542423e-05
"246",0
"247",5.20683533507225e-05
"248",7.06641938331234e-05
"249",0
"250",5.20683533507225e-05
"251",4.0910849061282e-05
"252",7.81025300260838e-05
"253",9.54586478096579e-05
"254",5.95066895436829e-05
"255",8.80203116166976e-05
"256",4.95889079530691e-05
"257",4.95889079530691e-05
"258",3.71916809648018e-05
"259",0
"260",4.95889079530691e-05
"261",5.08286306518958e-05
"262",0
"263",4.58697398565889e-05
"264",9.54586478096579e-05
"265",4.83491852542423e-05
"266",8.67805889178709e-05
"267",6.69450257366432e-05
"268",5.20683533507225e-05
"269",0
"270",5.20683533507225e-05
"271",0
"272",0
"273",4.83491852542423e-05
"274",5.33080760495492e-05
"275",0
"276",5.20683533507225e-05
"277",9.79380932073114e-05
"278",9.79380932073114e-05
"279",4.58697398565889e-05
"280",5.08286306518958e-05
"281",0
"282",0
"283",5.33080760495492e-05
"284",9.66983705084847e-05
"285",0.000102896984002618
"286",4.95889079530691e-05
"287",5.20683533507225e-05
"288",5.20683533507225e-05
"289",5.33080760495492e-05
"290",9.66983705084847e-05
"291",0
"292",0.000102896984002618
"293",8.55408662190441e-05
"294",0.000102896984002618
