"","basin_assign_rescale"
"334",4.90342357033681e-05
"335",6.44449954958552e-05
"336",6.58459736588086e-05
"337",6.02420610069951e-05
"338",5.32371701922282e-05
"339",6.16430391699485e-05
"340",6.30440173329018e-05
"341",6.44449954958552e-05
"342",4.90342357033681e-05
"343",5.18361920292748e-05
"344",6.58459736588086e-05
"345",6.30440173329018e-05
"346",4.76332575404147e-05
"347",6.16430391699485e-05
"348",6.30440173329018e-05
"349",4.62322793774613e-05
"350",5.88410828440417e-05
"351",1.54107597924871e-05
"352",5.6039126518135e-05
"353",3.78264103997411e-05
"354",1.26088034665804e-05
"355",4.90342357033681e-05
"356",7.00489081476687e-05
"357",0
"358",6.58459736588086e-05
"359",6.16430391699485e-05
"360",7.00489081476687e-05
"361",1.40097816295337e-05
"362",6.30440173329018e-05
"363",5.88410828440417e-05
"364",2.66185850961141e-05
"365",3.92273885626945e-05
"366",1.68117379554405e-05
"367",1.68117379554405e-05
"368",1.68117379554405e-05
"369",4.62322793774613e-05
"370",6.44449954958552e-05
"371",5.88410828440417e-05
"372",4.76332575404147e-05
"373",2.38166287702074e-05
"374",3.22224977479276e-05
"375",2.52176069331607e-05
"376",6.58459736588086e-05
"377",1.54107597924871e-05
"378",6.44449954958552e-05
"379",6.30440173329018e-05
"380",4.62322793774613e-05
"381",6.30440173329018e-05
"382",4.62322793774613e-05
"383",6.44449954958552e-05
"384",1.68117379554405e-05
"385",4.90342357033681e-05
"386",6.44449954958552e-05
"387",6.58459736588086e-05
"388",6.30440173329018e-05
"389",4.76332575404147e-05
"390",4.62322793774613e-05
"391",6.30440173329018e-05
"392",5.6039126518135e-05
"393",6.44449954958552e-05
"394",1.68117379554405e-05
"395",6.58459736588086e-05
"396",3.08215195849742e-05
"397",6.30440173329018e-05
"398",6.86479299847153e-05
"399",6.30440173329018e-05
"400",1.54107597924871e-05
"401",6.02420610069951e-05
"402",6.30440173329018e-05
"403",5.74401046810883e-05
"404",1.68117379554405e-05
"405",3.64254322367877e-05
"406",5.04352138663215e-05
"407",5.88410828440417e-05
"408",3.92273885626945e-05
"409",4.06283667256478e-05
"410",6.58459736588086e-05
"411",6.7246951821762e-05
"412",6.30440173329018e-05
"413",6.30440173329018e-05
"414",6.7246951821762e-05
"415",6.02420610069951e-05
"416",6.58459736588086e-05
"417",5.18361920292748e-05
"418",3.08215195849742e-05
"419",6.16430391699485e-05
"420",6.02420610069951e-05
"421",6.30440173329018e-05
"422",3.92273885626945e-05
"423",6.30440173329018e-05
"424",6.02420610069951e-05
"425",6.30440173329018e-05
"426",6.30440173329018e-05
"427",5.88410828440417e-05
"428",1.68117379554405e-05
"429",1.54107597924871e-05
"430",6.58459736588086e-05
"431",1.68117379554405e-05
"432",6.16430391699485e-05
"433",5.32371701922282e-05
"434",1.54107597924871e-05
"435",4.06283667256478e-05
"436",1.68117379554405e-05
"437",6.44449954958552e-05
"438",4.62322793774613e-05
"439",5.74401046810883e-05
"440",6.58459736588086e-05
"441",6.02420610069951e-05
"442",6.02420610069951e-05
"443",6.58459736588086e-05
"444",6.16430391699485e-05
"445",5.88410828440417e-05
"446",6.30440173329018e-05
"447",3.92273885626945e-05
"448",6.30440173329018e-05
"449",4.34303230515546e-05
"450",4.34303230515546e-05
"451",3.78264103997411e-05
"452",6.44449954958552e-05
"453",6.02420610069951e-05
"454",4.06283667256478e-05
"455",6.58459736588086e-05
"456",5.6039126518135e-05
"457",1.68117379554405e-05
"458",1.96136942813472e-05
"459",6.44449954958552e-05
"460",6.30440173329018e-05
"461",5.88410828440417e-05
"462",6.30440173329018e-05
"463",6.44449954958552e-05
"464",5.88410828440417e-05
"465",5.46381483551816e-05
"466",4.90342357033681e-05
"467",5.88410828440417e-05
"468",5.74401046810883e-05
"469",6.02420610069951e-05
"470",4.20293448886012e-05
"471",5.88410828440417e-05
"472",5.74401046810883e-05
"473",6.02420610069951e-05
"474",6.02420610069951e-05
"475",6.02420610069951e-05
"476",5.74401046810883e-05
"477",6.44449954958552e-05
"478",5.18361920292748e-05
"479",5.6039126518135e-05
"480",6.44449954958552e-05
"481",4.62322793774613e-05
"482",6.30440173329018e-05
"483",5.18361920292748e-05
"484",6.58459736588086e-05
"485",6.30440173329018e-05
"486",1.68117379554405e-05
"487",6.16430391699485e-05
"488",5.88410828440417e-05
"489",6.30440173329018e-05
"490",2.94205414220209e-05
"491",4.06283667256478e-05
"492",1.68117379554405e-05
"493",5.74401046810883e-05
"494",2.80195632590675e-05
"495",6.16430391699485e-05
"496",6.30440173329018e-05
"497",6.16430391699485e-05
"498",1.54107597924871e-05
"499",5.74401046810883e-05
"500",5.74401046810883e-05
"501",4.4831301214508e-05
"502",6.30440173329018e-05
"503",6.44449954958552e-05
"504",6.58459736588086e-05
"505",6.16430391699485e-05
"506",5.6039126518135e-05
"507",6.02420610069951e-05
"508",4.90342357033681e-05
"509",1.96136942813472e-05
"510",5.74401046810883e-05
"511",4.90342357033681e-05
"512",4.76332575404147e-05
"513",5.88410828440417e-05
"514",6.02420610069951e-05
"515",6.02420610069951e-05
"516",6.16430391699485e-05
"517",6.30440173329018e-05
"518",6.02420610069951e-05
"519",6.16430391699485e-05
"520",6.30440173329018e-05
"521",5.74401046810883e-05
"522",5.88410828440417e-05
"523",6.16430391699485e-05
"524",2.2415650607254e-05
"525",6.44449954958552e-05
"526",3.64254322367877e-05
"527",1.68117379554405e-05
"528",5.46381483551816e-05
"529",5.74401046810883e-05
"530",6.16430391699485e-05
"531",2.2415650607254e-05
"532",5.18361920292748e-05
"533",6.16430391699485e-05
"534",3.64254322367877e-05
"535",0
"536",6.30440173329018e-05
"537",6.16430391699485e-05
"538",4.4831301214508e-05
"539",4.90342357033681e-05
"540",6.58459736588086e-05
"541",6.02420610069951e-05
"542",2.38166287702074e-05
"543",6.16430391699485e-05
"544",6.58459736588086e-05
"545",6.30440173329018e-05
"546",4.90342357033681e-05
"547",6.02420610069951e-05
"548",6.30440173329018e-05
"549",2.52176069331607e-05
"550",4.06283667256478e-05
"551",6.16430391699485e-05
"552",4.62322793774613e-05
"553",6.30440173329018e-05
"554",7.42518426365288e-05
"555",6.44449954958552e-05
"556",6.30440173329018e-05
"557",6.30440173329018e-05
"558",3.78264103997411e-05
"559",2.10146724443006e-05
"560",4.62322793774613e-05
"561",6.44449954958552e-05
"562",6.44449954958552e-05
"563",6.16430391699485e-05
"564",6.30440173329018e-05
"565",5.88410828440417e-05
"566",6.16430391699485e-05
"567",3.3623475910881e-05
"568",6.7246951821762e-05
"569",2.2415650607254e-05
"570",6.30440173329018e-05
"571",6.16430391699485e-05
"572",1.54107597924871e-05
"573",4.4831301214508e-05
"574",6.30440173329018e-05
"575",4.20293448886012e-05
"576",6.58459736588086e-05
"577",6.30440173329018e-05
"578",6.44449954958552e-05
"579",6.16430391699485e-05
"580",5.88410828440417e-05
"581",7.42518426365288e-05
"582",7.42518426365288e-05
"583",2.2415650607254e-05
"584",6.7246951821762e-05
"585",6.02420610069951e-05
"586",6.02420610069951e-05
"587",5.6039126518135e-05
"588",6.02420610069951e-05
"589",6.58459736588086e-05
"590",2.2415650607254e-05
"591",7.14498863106221e-05
"592",4.62322793774613e-05
"593",6.02420610069951e-05
"594",5.74401046810883e-05
"595",4.06283667256478e-05
"596",7.42518426365288e-05
"597",7.42518426365288e-05
"598",6.30440173329018e-05
"599",7.84547771253889e-05
"600",5.88410828440417e-05
"601",3.3623475910881e-05
"602",6.02420610069951e-05
"603",5.46381483551816e-05
"604",6.16430391699485e-05
"605",6.16430391699485e-05
"606",6.16430391699485e-05
"607",6.44449954958552e-05
"608",6.30440173329018e-05
"609",6.44449954958552e-05
"610",1.68117379554405e-05
"611",3.92273885626945e-05
"612",7.84547771253889e-05
"613",6.30440173329018e-05
"614",6.16430391699485e-05
"615",6.30440173329018e-05
"616",6.02420610069951e-05
"617",6.44449954958552e-05
"618",6.02420610069951e-05
"619",6.7246951821762e-05
"620",6.58459736588086e-05
"621",3.78264103997411e-05
"622",4.4831301214508e-05
"623",6.30440173329018e-05
"624",6.44449954958552e-05
"625",6.30440173329018e-05
"626",2.2415650607254e-05
"627",4.62322793774613e-05
"628",4.90342357033681e-05
"629",6.16430391699485e-05
"630",2.2415650607254e-05
"631",6.30440173329018e-05
"632",6.44449954958552e-05
"633",6.16430391699485e-05
"634",3.78264103997411e-05
"635",6.02420610069951e-05
"636",6.58459736588086e-05
"637",7.14498863106221e-05
"638",7.00489081476687e-05
"639",3.92273885626945e-05
"640",7.42518426365288e-05
"641",6.16430391699485e-05
"642",6.44449954958552e-05
"643",6.16430391699485e-05
"644",4.06283667256478e-05
"645",5.6039126518135e-05
"646",6.16430391699485e-05
"647",5.88410828440417e-05
"648",7.42518426365288e-05
"649",6.30440173329018e-05
"650",3.92273885626945e-05
"651",2.10146724443006e-05
"652",6.58459736588086e-05
"653",6.02420610069951e-05
"654",4.20293448886012e-05
"655",6.30440173329018e-05
"656",7.28508644735755e-05
"657",0
"658",6.30440173329018e-05
"659",7.42518426365288e-05
"660",7.70537989624356e-05
"661",5.74401046810883e-05
"662",0
"663",3.78264103997411e-05
"664",6.16430391699485e-05
"665",6.7246951821762e-05
"666",3.78264103997411e-05
"667",6.30440173329018e-05
"668",6.16430391699485e-05
"669",3.50244540738343e-05
"670",6.58459736588086e-05
"671",7.84547771253889e-05
"672",7.70537989624356e-05
"673",6.02420610069951e-05
"674",6.58459736588086e-05
"675",4.62322793774613e-05
"676",7.14498863106221e-05
"677",5.88410828440417e-05
"678",6.58459736588086e-05
"679",6.58459736588086e-05
"680",7.42518426365288e-05
"681",5.46381483551816e-05
"682",6.16430391699485e-05
"683",7.14498863106221e-05
"684",4.06283667256478e-05
"685",6.7246951821762e-05
"686",4.62322793774613e-05
"687",6.30440173329018e-05
"688",3.64254322367877e-05
"689",6.44449954958552e-05
"690",6.44449954958552e-05
"691",4.90342357033681e-05
"692",6.16430391699485e-05
"693",6.30440173329018e-05
"694",3.64254322367877e-05
"695",6.7246951821762e-05
"696",7.14498863106221e-05
"697",3.64254322367877e-05
"698",6.44449954958552e-05
"699",7.56528207994822e-05
"700",2.52176069331607e-05
"701",6.30440173329018e-05
"702",6.86479299847153e-05
"703",6.02420610069951e-05
"704",7.42518426365288e-05
"705",7.00489081476687e-05
"706",4.90342357033681e-05
"707",6.02420610069951e-05
"708",5.88410828440417e-05
"709",6.16430391699485e-05
"710",2.38166287702074e-05
"711",3.08215195849742e-05
"712",3.3623475910881e-05
"713",6.58459736588086e-05
"714",3.92273885626945e-05
"715",6.16430391699485e-05
"716",0
"717",6.16430391699485e-05
"718",6.02420610069951e-05
"719",7.70537989624356e-05
"720",4.20293448886012e-05
"721",2.52176069331607e-05
"722",6.44449954958552e-05
"723",6.44449954958552e-05
"724",7.00489081476687e-05
"725",6.30440173329018e-05
"726",4.90342357033681e-05
"727",6.16430391699485e-05
"728",6.02420610069951e-05
"729",3.92273885626945e-05
"730",6.16430391699485e-05
"731",6.86479299847153e-05
"732",3.92273885626945e-05
"733",2.10146724443006e-05
"734",6.02420610069951e-05
"735",6.16430391699485e-05
"736",7.00489081476687e-05
"737",6.7246951821762e-05
"738",6.16430391699485e-05
"739",5.18361920292748e-05
"740",7.70537989624356e-05
"741",3.08215195849742e-05
"742",6.58459736588086e-05
"743",6.58459736588086e-05
"744",7.70537989624356e-05
"745",4.62322793774613e-05
"746",7.70537989624356e-05
"747",6.44449954958552e-05
"748",4.20293448886012e-05
"749",4.06283667256478e-05
"750",6.16430391699485e-05
"751",6.44449954958552e-05
"752",7.14498863106221e-05
"753",7.00489081476687e-05
"754",4.20293448886012e-05
"755",6.86479299847153e-05
"756",4.76332575404147e-05
"757",5.18361920292748e-05
"758",7.00489081476687e-05
"759",1.40097816295337e-05
"760",6.30440173329018e-05
"761",6.30440173329018e-05
"762",6.30440173329018e-05
"763",6.16430391699485e-05
"764",6.58459736588086e-05
"765",3.08215195849742e-05
"766",6.44449954958552e-05
"767",6.30440173329018e-05
"768",6.02420610069951e-05
"769",2.66185850961141e-05
"770",7.42518426365288e-05
"771",6.16430391699485e-05
"772",6.16430391699485e-05
"773",6.30440173329018e-05
"774",6.02420610069951e-05
"775",7.84547771253889e-05
"776",6.58459736588086e-05
"777",6.30440173329018e-05
"778",6.30440173329018e-05
"779",6.16430391699485e-05
"780",2.10146724443006e-05
"781",6.30440173329018e-05
"782",3.50244540738343e-05
"783",6.16430391699485e-05
"784",6.16430391699485e-05
"785",6.30440173329018e-05
"786",7.14498863106221e-05
"787",7.70537989624356e-05
"788",6.7246951821762e-05
"789",4.4831301214508e-05
"790",5.88410828440417e-05
"791",7.84547771253889e-05
"792",6.30440173329018e-05
"793",6.44449954958552e-05
"794",6.16430391699485e-05
"795",7.70537989624356e-05
"796",4.06283667256478e-05
"797",5.6039126518135e-05
"798",7.84547771253889e-05
"799",4.06283667256478e-05
"800",6.30440173329018e-05
"801",6.44449954958552e-05
"802",3.22224977479276e-05
"803",6.30440173329018e-05
"804",6.86479299847153e-05
"805",4.06283667256478e-05
"806",6.30440173329018e-05
"807",6.16430391699485e-05
"808",6.30440173329018e-05
"809",6.02420610069951e-05
"810",6.30440173329018e-05
"811",6.16430391699485e-05
"812",6.86479299847153e-05
"813",6.44449954958552e-05
"814",2.38166287702074e-05
"815",5.04352138663215e-05
"816",6.02420610069951e-05
"817",5.74401046810883e-05
"818",4.90342357033681e-05
"819",6.44449954958552e-05
"820",3.50244540738343e-05
"821",5.88410828440417e-05
"822",6.44449954958552e-05
"823",6.44449954958552e-05
"824",6.7246951821762e-05
"825",3.92273885626945e-05
"826",6.58459736588086e-05
"827",6.16430391699485e-05
"828",6.16430391699485e-05
"829",6.30440173329018e-05
"830",6.02420610069951e-05
"831",3.08215195849742e-05
"832",6.30440173329018e-05
"833",6.30440173329018e-05
"834",6.86479299847153e-05
"835",6.30440173329018e-05
"836",6.02420610069951e-05
"837",6.7246951821762e-05
"838",6.30440173329018e-05
"839",5.04352138663215e-05
"840",3.08215195849742e-05
"841",6.44449954958552e-05
"842",6.7246951821762e-05
"843",3.78264103997411e-05
"844",6.02420610069951e-05
"845",7.14498863106221e-05
"846",6.58459736588086e-05
"847",6.30440173329018e-05
"848",6.02420610069951e-05
"849",6.16430391699485e-05
"850",4.06283667256478e-05
"851",6.44449954958552e-05
"852",6.30440173329018e-05
"853",6.44449954958552e-05
"854",7.14498863106221e-05
"855",6.86479299847153e-05
"856",6.30440173329018e-05
"857",6.16430391699485e-05
"858",3.78264103997411e-05
"859",7.84547771253889e-05
"860",5.88410828440417e-05
"861",6.58459736588086e-05
"862",7.00489081476687e-05
"863",6.7246951821762e-05
"864",1.68117379554405e-05
"865",6.16430391699485e-05
"866",3.08215195849742e-05
"867",6.30440173329018e-05
"868",4.06283667256478e-05
"869",6.44449954958552e-05
"870",5.88410828440417e-05
"871",6.16430391699485e-05
"872",5.46381483551816e-05
"873",4.34303230515546e-05
"874",6.44449954958552e-05
"875",7.00489081476687e-05
"876",6.02420610069951e-05
"877",6.02420610069951e-05
"878",6.30440173329018e-05
"879",6.02420610069951e-05
"880",4.34303230515546e-05
"881",7.00489081476687e-05
"882",4.62322793774613e-05
"883",6.16430391699485e-05
"884",2.2415650607254e-05
"885",5.74401046810883e-05
"886",5.6039126518135e-05
"887",4.06283667256478e-05
"888",4.90342357033681e-05
"889",3.92273885626945e-05
"890",6.7246951821762e-05
"891",3.64254322367877e-05
"892",3.50244540738343e-05
"893",2.2415650607254e-05
"894",6.30440173329018e-05
"895",6.16430391699485e-05
"896",6.16430391699485e-05
"897",6.02420610069951e-05
"898",6.58459736588086e-05
"899",3.78264103997411e-05
"900",3.08215195849742e-05
"901",3.92273885626945e-05
"902",5.04352138663215e-05
"903",6.44449954958552e-05
"904",6.16430391699485e-05
"905",7.42518426365288e-05
"906",4.62322793774613e-05
"907",6.02420610069951e-05
"908",4.34303230515546e-05
"909",6.30440173329018e-05
"910",6.30440173329018e-05
"911",6.02420610069951e-05
"912",6.7246951821762e-05
"913",6.16430391699485e-05
"914",3.08215195849742e-05
"915",3.50244540738343e-05
"916",6.16430391699485e-05
"917",3.3623475910881e-05
"918",6.30440173329018e-05
"919",6.30440173329018e-05
"920",6.16430391699485e-05
"921",6.44449954958552e-05
"922",7.00489081476687e-05
"923",5.88410828440417e-05
"924",5.6039126518135e-05
"925",1.54107597924871e-05
"926",6.44449954958552e-05
"927",6.44449954958552e-05
"928",6.16430391699485e-05
"929",7.28508644735755e-05
"930",6.44449954958552e-05
"931",2.38166287702074e-05
"932",6.30440173329018e-05
"933",3.64254322367877e-05
"934",5.88410828440417e-05
"935",6.02420610069951e-05
"936",3.64254322367877e-05
"937",4.62322793774613e-05
"938",6.02420610069951e-05
"939",0
"940",1.68117379554405e-05
"941",0
"942",6.02420610069951e-05
"943",6.16430391699485e-05
"944",6.16430391699485e-05
"945",2.2415650607254e-05
"946",6.58459736588086e-05
"947",6.30440173329018e-05
"948",0
"949",6.44449954958552e-05
"950",6.30440173329018e-05
"951",4.06283667256478e-05
"952",6.16430391699485e-05
"953",6.02420610069951e-05
"954",4.06283667256478e-05
"955",3.22224977479276e-05
"956",6.02420610069951e-05
"957",3.92273885626945e-05
"958",5.88410828440417e-05
"959",3.78264103997411e-05
"960",5.04352138663215e-05
"961",6.30440173329018e-05
"962",6.16430391699485e-05
"963",4.20293448886012e-05
"964",0
"965",4.76332575404147e-05
"966",7.14498863106221e-05
"967",2.2415650607254e-05
"968",6.02420610069951e-05
"969",7.42518426365288e-05
"970",5.74401046810883e-05
"971",5.88410828440417e-05
"972",6.02420610069951e-05
"973",6.30440173329018e-05
"974",3.78264103997411e-05
"975",6.44449954958552e-05
"976",1.68117379554405e-05
"977",7.00489081476687e-05
"978",5.46381483551816e-05
"979",3.08215195849742e-05
"980",3.3623475910881e-05
"981",6.30440173329018e-05
"982",7.56528207994822e-05
"983",2.38166287702074e-05
"984",7.84547771253889e-05
"985",0
"986",5.18361920292748e-05
"987",7.42518426365288e-05
"988",3.3623475910881e-05
"989",6.16430391699485e-05
"990",0
"991",4.34303230515546e-05
"992",6.16430391699485e-05
"993",3.92273885626945e-05
"994",3.92273885626945e-05
"995",3.78264103997411e-05
"996",4.76332575404147e-05
"997",6.30440173329018e-05
"998",6.30440173329018e-05
"999",6.16430391699485e-05
"1000",6.16430391699485e-05
"1001",2.2415650607254e-05
"1002",3.92273885626945e-05
"1003",3.3623475910881e-05
"1004",6.44449954958552e-05
"1005",6.30440173329018e-05
"1006",0
"1007",7.00489081476687e-05
"1008",6.44449954958552e-05
