FishID,natal_iso,
2020_kk_105,0.706700701,
2020_kk_106_redo,0.706586918,
2020_kk_109,0.706283854,
2020_kk_115_redo,0.707274309,
2020_kk_117,0.708011384,
2020_kk_117a,0.707807392,
2020_kk_119,0.707949223,
2020_kk_120,0.709038085,
2020_kk_121,0.709169403,
2020_kk_126,0.707880515,
2020_kk_127,0.708776745,
2020_kk_128,0.707798739,
2020_kk_129_redo,0.708108525,
2020_kk_130_redo,0.710339894,
2020_kk_131_redo,0.710120172,
2020_kk_133,0.707774642,
2020_kk_136,0.708034677,
2020_kk_138,0.707870299,
2020_kk_139,0.707867753,
2020_kk_140_redo,0.707828619,
2020_kk_143,0.705500123,
2020_kk_144,0.704510154,
2020_kk_145_redo,0.707863864,
2020_kk_146_redo,0.70914629,
2020_kk_146,0.709342874,
2020_kk_148,0.70877946,
2020_kk_150,0.709137657,
2020_kk_152,0.704701928,
2020_kk_153,0.708866447,
2020_kk_154_redo,0.707117352,
2020_kk_154,0.707285791,
2020_kk_155,0.708205203,
2020_kk_156,0.709728391,
2020_kk_157,0.706102587,
2020_kk_158,0.705638474,
2020_kk_166_redo,0.707674376,
2020_kk_167_redo,0.70916457,
2020_kk_169,0.707772103,
2020_kk_172,0.70633495,
2020_kk_173,0.706172872,
2020_kk_174_redo,0.707189536,
2020_kk_175_redo,0.708912432,
2020_kk_176,0.707617631,
2020_kk_178,0.707809222,
2020_kk_184,0.705711412,
2020_kk_186_redo,0.705987374,
2020_kk_187,0.70832293,
2020_kk_188,0.707907056,
2020_kk_190,0.708166984,
2020_kk_191_redo,0.706047355,
2020_kk_191,0.70599674,
2020_kk_193,0.709187023,
2020_kk_196_redo,0.705801192,
2020_kk_001_redo,0.709412841,
2020_kk_201,0.709354111,
2020_kk_203,0.709461957,
2020_kk_204,0.708597567,
2020_kk_205,0.707464051,
2020_kk_207_redo,0.710887306,
2020_kk_209,0.707370553,
2020_kk_210,0.708872633,
2020_kk_212_redo,0.704964891,
2020_kk_212,0.704751328,
2020_kk_218,0.706328712,
2020_kk_219,0.70621984,
2020_kk_226_redo,0.709103731,
2020_kk_233,0.708278128,
2020_kk_233a,0.708959024,
2020_kk_234,0.708544907,
2020_kk_234a,0.708271815,
2020_kk_236,0.708423999,
2020_kk_237_redo,0.707757479,
2020_kk_237,0.705037857,
2020_kk_237a,0.706621931,
2020_kk_238_redo,0.709005861,
2020_kk_238,0.70698089,
2020_kk_239_redo,0.704686142,
2020_kk_239,0.705613422,
2020_kk_239a,0.704922545,
2020_kk_241_sld18,0.708653888,
2020_kk_241_sld18a,0.708897482,
2020_kk_241_sld19,0.707749822,
2020_kk_241a_sld19,0.708559819,
2020_kk_242_sld18,0.70575417,
2020_kk_242_sld19,0.707803169,
2020_kk_244,0.705903674,
2020_kk_245,0.70866905,
2020_kk_246,0.707793569,
2020_kk_247_redo,0.710866874,
2020_kk_248,0.707737595,
2020_kk_249,0.709713485,
2020_kk_250_redo,0.704988769,
2020_kk_250,0.705206027,
2020_kk_251_sld20,0.708384676,
2020_kk_251_sld32,0.7090691,
2020_kk_253_sld20,0.705890016,
2020_kk_253_sld32,0.705671882,
2020_kk_255,0.705911607,
2020_kk_256_redo,0.708346383,
2020_kk_257,0.707684479,
2020_kk_258,0.708320498,
2020_kk_259,0.705715438,
2020_kk_261,0.708449172,
2020_kk_262,0.705970091,
2020_kk_263,0.704721965,
2020_kk_264,0.708971208,
2020_kk_266,0.70840656,
2020_kk_267_redo,0.705403518,
2020_kk_271,0.709484887,
2020_kk_272,0.707290276,
2020_kk_274,0.705969827,
2020_kk_275,0.705363955,
2020_kk_276,0.709342021,
2020_kk_277,0.709042166,
2020_kk_279,0.708040852,
2020_kk_281,0.709208653,
2020_kk_282,0.705827588,
2020_kk_283,0.709254024,
2020_kk_284,0.708485611,
2020_kk_285,0.709459857,
2020_kk_287_redo,0.705252641,
2020_kk_287,0.704520605,
2020_kk_289,0.707833745,
2020_kk_290,0.705739152,
2020_kk_293,0.707749493,
2020_kk_296,0.708834664,
2020_kk_298,0.707207053,
2020_kk_299,0.708491144,
2020_kk_302,0.710055723,
2020_kk_303,0.70777575,
2020_kk_305_redo,0.708234076,
2020_kk_306,0.707655344,
2020_kk_307,0.705963664,
2020_kk_308,0.708520614,
2020_kk_309,0.708792578,
2020_kk_310,0.708408647,
2020_kk_311_redo,0.708578481,
2020_kk_311,0.707509128,
2020_kk_312,0.705852071,
2020_kk_313,0.705751716,
2020_kk_314,0.705529843,
2020_kk_315_redo,0.70849649,
2020_kk_316,0.709292646,
2020_kk_318_redo,0.70597482,
2020_kk_318,0.706003356,
2020_kk_319,0.709089306,
2020_kk_320_redo_a,0.706155403,
2020_kk_320_redo,0.705876016,
2020_kk_321,0.706055223,
2020_kk_322,0.705434023,
2020_kk_323,0.709060506,
2020_kk_324,0.708931091,
2020_kk_325,0.708719943,
2020_kk_326,0.707647241,
2020_kk_327,0.707613946,
2020_kk_329,0.706412704,
2020_kk_330,0.705647705,
2020_kk_331,0.705580779,
2020_kk_332,0.704871664,
2020_kk_333,0.707075336,
2020_kk_335,0.707331063,
2020_kk_336,0.709120439,
2020_kk_337,0.70557807,
2020_kk_338,0.705437686,
2020_kk_339,0.709214922,
2020_kk_340,0.705957987,
2020_kk_341,0.706720675,
2020_kk_342,0.705796493,
2020_kk_343,0.704978155,
2020_kk_344,0.705853156,
2020_kk_345,0.709179632,
