FishID,natal_iso,
2020_kk_001_redo,0.709412841,
2020_kk_002,0.709683631,
2020_kk_003,0.709633833,
2020_kk_004,0.707759151,
2020_kk_005_redo,0.70997176,
2020_kk_006,0.70942548,
2020_kk_007,0.709688308,
2020_kk_008_redo,0.70970059,
2020_kk_009,0.710284641,
2020_kk_010,0.709714224,
2020_kk_011_redo,0.709471641,
2020_kk_012,0.709438356,
2020_kk_013,0.709551277,
2020_kk_014_redo,0.706186729,
2020_kk_015,0.706868875,
2020_kk_016,0.706121835,
2020_kk_017,0.708984295,
2020_kk_018_redo,0.708984018,
2020_kk_019,0.705742894,
2020_kk_020_redo,0.705920764,
2020_kk_021_redo,0.709548698,
2020_kk_022,0.709694194,
2020_kk_023,0.70945749,
2020_kk_024,0.709953373,
2020_kk_025,0.709755553,
2020_kk_026,0.709598913,
2020_kk_027,0.708668522,
2020_kk_028,0.708831332,
2020_kk_029,0.709304466,
2020_kk_030,0.709612057,
2020_kk_031,0.705716207,
2020_kk_032,0.710233861,
2020_kk_033,0.706491079,
2020_kk_034_redo,0.705572076,
2020_kk_034,0.705582811,
2020_kk_035,0.711068663,
2020_kk_036,0.706436621,
2020_kk_037,0.709742501,
2020_kk_038,0.70911428,
2020_kk_039_redo,0.705761013,
2020_kk_040,0.7097871,
2020_kk_041,0.706079154,
2020_kk_042,0.708035093,
2020_kk_043,0.706082003,
2020_kk_044_redo,0.708468167,
2020_kk_045,0.709323881,
2020_kk_046,0.709815658,
2020_kk_047,0.705114599,
2020_kk_048,0.708833707,
2020_kk_049,0.709899164,
2020_kk_050,0.710517441,
2020_kk_053_redo,0.705898939,
2020_kk_054,0.704774072,
2020_kk_056,0.708796615,
2020_kk_058_redo,0.710236882,
2020_kk_061_sld6,0.709639666,
2020_kk_061,0.706299053,
2020_kk_062,0.709308,
2020_kk_063_redo,0.709035715,
2020_kk_065,0.708979926,
2020_kk_066,0.709426911,
2020_kk_067_redo,0.705289924,
2020_kk_068_redo,0.708862465,
2020_kk_070,0.709231234,
2020_kk_071_redo,0.706091719,
2020_kk_073,0.709566849,
2020_kk_074,0.709140613,
2020_kk_075,0.707213739,
2020_kk_076,0.707943329,
2020_kk_077,0.71143673,
2020_kk_078_redo,0.706630618,
2020_kk_079,0.709667857,
2020_kk_080_redo,0.70585671,
2020_kk_083_redo_a,0.709328955,
2020_kk_083_redo,0.708890744,
2020_kk_084,0.709536007,
2020_kk_086,0.708956823,
2020_kk_088,0.708829763,
2020_kk_089,0.709262677,
2020_kk_090,0.709174164,
2020_kk_091,0.707512706,
2020_kk_097,0.709203427,
2020_kk_100,0.707796671,
2020_kk_101,0.709580453,
2020_kk_104,0.706328081,
