FishID,natal_iso,
2019_kk_143,0.707752008,
2019_kk_144,0.709303071,
2019_kk_147,0.706370635,
2019_kk_148,0.70958767,
2019_kk_149_sld25,0.709107399,
2019_kk_149,0.705699061,
2019_kk_152_sld26,0.705458074,
2019_kk_152,0.705625858,
2019_kk_155,0.705753878,
2019_kk_159,0.708970359,
2019_kk_161_sld29,0.708633928,
2019_kk_161,0.704619779,
2019_kk_163,0.707060983,
2019_kk_167,0.709154996,
2019_kk_170,0.709107176,
2019_kk_171,0.706022009,
2019_kk_173,0.706693357,
2019_kk_176,0.70936835,
2019_kk_177,0.708106854,
2019_kk_180,0.708682114,
2019_kk_182,0.705166243,
2019_kk_183,0.707388155,
2019_kk_183a,0.707359109,
2019_kk_184,0.707976268,
2019_kk_186,0.707183928,
2019_kk_188,0.704536144,
2019_kk_190,0.707636011,
2019_kk_191,0.708269983,
2019_kk_192,0.710296047,
2019_kk_194,0.706280384,
2019_kk_196,0.709820008,
2019_kk_197,0.706035276,
2019_kk_199,0.709135211,
2019_kk_200,0.707018647,
2019_kk_205,0.7091608,
2019_kk_207,0.705050367,
2019_kk_209,0.70553203,
2019_kk_211,0.708361338,
2019_kk_212,0.709096695,
2019_kk_213,0.707447193,
2019_kk_215,0.707779824,
2019_kk_218,0.705931323,
2019_kk_222,NA,
2019_kk_229,0.706451062,
2019_kk_232,0.708458231,
2019_kk_236,0.705865306,
2019_kk_239,0.705591003,
2019_kk_242,0.705827917,
2019_kk_248,0.706103077,
2019_kk_253,0.705933812,
2019_kk_254,0.709406793,
2019_kk_255,0.707972172,
2019_kk_261,0.70548543,
2019_kk_263,0.709534712,
2019_kk_264,0.705985019,
2019_kk_268_left,0.706329667,
2019_kk_268_right,0.707984467,
2019_kk_268,0.70744988,
2019_kk_281,0.709137952,
2019_kk_282,0.706515837,
2019_kk_294,0.70989723,
2019_kk_296,0.706734367,
2019_kk_304,0.70941022,
2019_kk_308,0.708073003,
2019_kk_309,0.705855964,
2019_kk_312,0.708752317,
2019_kk_314,0.707684031,
2019_kk_321,0.708672073,
2019_kk_324,0.705866625,
2019_kk_325,0.709141628,
2019_kk_329,0.707949453,
2019_kk_330,0.706399561,
2019_kk_332,0.707866059,
2019_kk_344,0.704938211,
2019_kk_345,0.708308476,
2019_kk_346,0.705898275,
2019_kk_351,0.707959015,
2019_kk_352,0.706765857,
2019_kk_354,0.707678809,
2019_kk_357,0.708608265,
2019_kk_359,0.708732674,
2019_kk_360,0.707795454,
2019_kk_362,0.709150868,
2019_kk_365,0.70677248,
2019_kk_367,0.705951289,
2019_kk_370,0.709198134,
2019_kk_372,0.711301779,
2019_kk_373,0.707651537,
2019_kk_375,0.70859744,
2019_kk_378,0.709303794,
2019_kk_380,0.707645988,
2019_kk_381,0.7065077,
2019_kk_382,0.704654866,
2019_kk_384,0.705984573,
2019_kk_391_sld32,0.707876796,
2019_kk_391,0.707026738,
2019_kk_393,0.706502908,
2019_kk_394,0.708456466,
2019_kk_396,0.705721621,
2019_kk_398,0.709342225,
2019_kk_400,0.708976134,
2019_kk_404,0.708479215,
2019_kk_405,0.70590058,
2019_kk_419,0.705764779,
2019_kk_423,0.705869255,
2019_kk_425,0.705600963,
2019_kk_429,0.70573766,
2019_kk_430,0.705840002,
2019_kk_432,0.706083022,
2019_kk_437,0.709761725,
2019_kk_440,0.707488893,
2019_kk_441,0.707922908,
2019_kk_446,0.707860461,
2019_kk_447,0.704908918,
2019_kk_448,0.708101178,
2019_kk_453,0.706840294,
2019_kk_454,0.706272766,
2019_kk_455,0.706096156,
2019_kk_456,0.707962422,
2019_kk_457,0.706108183,
2019_kk_459,0.707008183,
2019_kk_460,0.706492077,
2019_kk_461,0.705932576,
2019_kk_462,0.705989494,
2019_kk_464,0.706066275,
2019_kk_466,0.709748708,
2019_kk_467,0.709219666,
2019_kk_470,0.707183767,
2019_kk_471,0.706006992,
2019_kk_474,0.709101775,
2019_kk_476,0.70576487,
2019_kk_478,0.707887561,
2019_kk_479,0.704449172,
2019_kk_480,0.707879188,
2019_kk_481,0.705523794,
2019_kk_482,0.708812553,
2019_kk_484,0.708076056,
2019_kk_486,0.708112132,
2019_kk_487,0.708405078,
2019_kk_488,0.708494922,
2019_kk_489,0.707302725,
2019_kk_490,0.704610309,
2019_kk_491,0.705106707,
2019_kk_493,0.705589553,
2019_kk_494,0.705476031,
2019_kk_496,0.705821265,
2019_kk_497,0.705950687,
2019_kk_498,0.707376881,
2019_kk_500,0.708157017,
2019_kk_500a,0.707807967,
