FishID,natal_iso,natal_isose
2010_yukon_chin_yk001,0.716378805,0.000197571
2010_yukon_chin_yk002,0.710143821,0.000387381
2010_yukon_chin_yk003,0.71598062,0.000203091
2010_yukon_chin_yk004,0.722509137,0.000177672
2010_yukon_chin_yk006,0.710485231,0.000351582
2010_yukon_chin_yk007,0.715540206,0.000160167
2010_yukon_chin_yk008_redo,0.722224367,0.000125717
2010_yukon_chin_yk009,0.724174622,0.00012587
2010_yukon_chin_yk010,0.724312888,0.000161722
2010_yukon_chin_yk011,0.716113523,0.000128778
2010_yukon_chin_yk012,0.716291158,0.000200291
2010_yukon_chin_yk013,0.724487839,0.000110647
2010_yukon_chin_yk014,0.72221877,0.000191294
2010_yukon_chin_yk016,0.724589571,0.000174099
2010_yukon_chin_yk017a,0.713635809,0.000155399
2010_yukon_chin_yk018_redo,0.716892487,0.000131212
2010_yukon_chin_yk019,0.726311623,0.000140387
2010_yukon_chin_yk020,0.725124551,0.000151693
2010_yukon_chin_yk021,0.713618439,0.000162272
2010_yukon_chin_yk022,0.719072009,0.00013881
2010_yukon_chin_yk023,0.713276509,0.000189688
2010_yukon_chin_yk024_0516,0.721953313,0.000122299
2010_yukon_chin_yk026_0516,0.71072886,0.000247358
2010_yukon_chin_yk027_0516,0.721924387,0.000103382
2010_yukon_chin_yk028,0.729908687,0.000178524
2010_yukon_chin_yk029_1_0519,0.710682963,0.000238903
2010_yukon_chin_yk030,0.723230951,9.32838554636673e-05
2010_yukon_chin_yk031,0.723955541,0.000117518
2010_yukon_chin_yk032,0.715924009,0.000164125
2010_yukon_chin_yk033,0.708114432,7.62411027421481e-05
2010_yukon_chin_yk034b,0.707042587,5.43961384534935e-05
2010_yukon_chin_yk035,0.715693935,0.000168358
2010_yukon_chin_yk036,0.716323547,0.000166098
2010_yukon_chin_yk037,0.711139372,0.000167353
2010_yukon_chin_yk038,0.70735032,6.42864307019024e-05
2010_yukon_chin_yk039,0.715512066,0.000109829
2010_yukon_chin_yk040,0.718141456,0.000112021
2010_yukon_chin_yk041,0.714252461,0.000153216
2010_yukon_chin_yk042,0.722766773,9.25277794136241e-05
2010_yukon_chin_yk043,0.709246885,0.000239924
2010_yukon_chin_yk044,0.716088527,7.98766252947269e-05
2010_yukon_chin_yk045,0.716001297,0.0001347
2010_yukon_chin_yk046,0.708135518,0.000106859
2010_yukon_chin_yk047,0.716052825,0.000133465
2010_yukon_chin_yk048,0.722341817,0.000113979
2010_yukon_chin_yk049,0.724337585,0.000143831
2010_yukon_chin_yk051,0.713819712,0.000170151
2010_yukon_chin_yk052,0.718055756,0.000125681
2010_yukon_chin_yk053,0.717466485,0.000127996
2010_yukon_chin_yk054_redo,0.705170833,9.27091448935883e-05
2010_yukon_chin_yk055,0.707620928,5.71293826002772e-05
2010_yukon_chin_yk056,0.716703878,0.000114426
2010_yukon_chin_yk057,0.722197979,0.000122579
2010_yukon_chin_yk058,0.714062356,0.000119878
2010_yukon_chin_yk059,0.716103051,0.000188616
2010_yukon_chin_yk060,0.720134146,0.000137136
2010_yukon_chin_yk061,0.709760565,0.000142656
2010_yukon_chin_yk062,0.721766808,0.000108496
2010_yukon_chin_yk063,0.714076707,0.000154021
2010_yukon_chin_yk064,0.724617089,0.00011778
2010_yukon_chin_yk065,0.70693471,5.50387100891973e-05
2010_yukon_chin_yk066,0.725842591,0.000145698
2010_yukon_chin_yk067,0.71856943,0.000115863
2010_yukon_chin_yk068,0.711060772,0.000109073
2010_yukon_chin_yk069,0.715705656,0.000178487
2010_yukon_chin_yk070,0.705045096,0.00017694
2010_yukon_chin_yk071,0.706438336,7.63642066061081e-05
2010_yukon_chin_yk072,0.706318547,9.54343729564285e-05
2010_yukon_chin_yk073,0.734656078,9.79345516783815e-05
2010_yukon_chin_yk074,0.718589613,0.000116921
2010_yukon_chin_yk075,0.716765805,0.000112509
2010_yukon_chin_yk076,0.724502464,8.86179498736961e-05
2010_yukon_chin_yk077,0.714504032,0.000152347
2010_yukon_chin_yk078,0.721925849,0.000176875
2010_yukon_chin_yk079,0.706974738,7.91263755598663e-05
2010_yukon_chin_yk080,0.715512712,0.000165939
2010_yukon_chin_yk081,0.710615629,0.000282068
2010_yukon_chin_yk082a,0.714437407,0.000414804
2010_yukon_chin_yk083,0.705557554,0.000138654
2010_yukon_chin_yk084,0.718245456,0.000170724
2010_yukon_chin_yk085_redo,0.707139424,0.000110688
2010_yukon_chin_yk086a,0.715091532,0.000301506
2010_yukon_chin_yk089,0.71467232,0.000128828
2010_yukon_chin_yk090_1,0.722107083,0.00011389
2010_yukon_chin_yk091,0.714665912,0.000101764
2010_yukon_chin_yk092,0.719446362,0.000118964
2010_yukon_chin_yk093,0.711001907,0.00011377
2010_yukon_chin_yk094_redo,0.717856524,0.000173401
2010_yukon_chin_yk095,0.712892065,0.000129419
2010_yukon_chin_yk096,0.723079932,0.000126377
2010_yukon_chin_yk097,0.724613495,0.000114558
2010_yukon_chin_yk098,0.722922302,8.83509045798114e-05
2010_yukon_chin_yk099,0.706667574,9.77241325237228e-05
2010_yukon_chin_yk100,0.714769513,0.000157468
2010_yukon_chin_yk101,0.711828021,0.000127267
2010_yukon_chin_yk102,0.722002049,9.57839535822912e-05
2010_yukon_chin_yk103,0.714942779,0.000138815
2010_yukon_chin_yk104,0.707868877,6.53424676885092e-05
2010_yukon_chin_yk105,0.714090092,0.000202972
2010_yukon_chin_yk106,0.722335003,0.000106513
2010_yukon_chin_yk107_redo,0.721801617,0.000185614
2010_yukon_chin_yk108,0.712118221,0.000103542
2010_yukon_chin_yk109,0.7227509,7.95675016431315e-05
2010_yukon_chin_yk110,0.71560538,0.000179338
2010_yukon_chin_yk111a,0.722656178,9.26296257433099e-05
2010_yukon_chin_yk112,0.707282494,5.12193138806214e-05
2010_yukon_chin_yk113,0.713989883,0.000165246
