FishID,natal_iso,natal_isose
2018-yk-359,0.728439836,0.000122562
2018-yk-361,0.707724345,0.000135937
2018-yk-362,0.705579587,0.000227727
2018-yk-363,0.710872415,0.000393992
2018-yk-365,0.717019023,0.000187123
2018-yk-372,0.710703667,0.000273155
2018-yk-376,0.709947172,0.000150594
2018-yk-377,0.706602315,0.000164769
2018-yk-381,0.708162643,0.000181195
2018-yk-382,0.723488113,0.000150124
2018-yk-387,0.713683459,0.000155598
2018-yk-388,0.707341178,0.000113104
2018-yk-391,0.711153957,0.000261442
2018-yk-392,0.715850877,0.00024979
2018-yk-393_redo,0.715766112,0.000253321
2018-yk-394,0.706880652,0.000161353
2018-yk-395,0.728996247,0.00034401
2018-yk-397,0.712223011,0.000179736
2018-yk-398_redo,0.710748183,0.000213312
2018-yk-399,0.706700936,0.000157469
2018-yk-400,0.721847466,0.000205132
2018-yk-401_redo,0.709893207,0.000334627
2018-yk-404,0.714055951,0.000205311
2018-yk-408,0.707201723,0.00010375
2018-yk-413,0.707488601,0.000141863
2018-yk-414,0.706476576,0.000122145
2018-yk-415,0.70781463,0.000112815
2018-yk-416_redo,0.706315889,0.000224566
2018-yk-418,0.707357523,0.000102533
2018-yk-420_redo,0.70698984,0.00013414
2018-yk-423,0.707395404,0.000141273
2018-yk-426,0.707638116,0.000109145
2018-yk-427,0.706276094,9.7829387113331e-05
2018-yk-430,0.715474356,0.00026803
2018-yk-431,0.715101568,0.000184357
2018-yk-432,0.706832056,0.000102747
2018-yk-434,0.711444562,0.00030504
2018-yk-438,0.711924325,0.000206309
2018-yk-443,0.711808671,0.000347898
2018-yk-446,0.714538847,0.000220288
2018-yk-450,0.709972017,0.000252649
2018-yk-451,0.711921911,0.000222703
2018-yk-452,0.715365757,0.000253929
2018-yk-453,0.716426506,0.000244309
2018-yk-454-405,0.712187729,0.000192146
2018-yk-455,0.706976572,0.000174721
2018-yk-457_redo,0.710706161,0.000277963
2018-yk-459,0.707299064,0.000163204
2018-yk-461_redo,0.70697295,0.000145152
2018-yk-464,0.706981857,0.000130786
2018-yk-465,0.716433642,0.000221755
2018-yk-471,0.707259862,0.000138351
2018-yk-473,0.707416418,0.000110341
2018-yk-474,0.707713452,0.000140962
2018-yk-475_redo,0.707444372,0.00014271
2018-yk-477,0.710655955,0.000168601
2018-yk-478,0.706659959,0.000112527
2018-yk-479,0.706713031,0.00014678
2018-yk-487_redo,0.706651203,0.000134424
2018-yk-488,0.706581054,0.000168122
2018-yk-490,0.707393964,9.03999579503258e-05
2018-yk-495,0.707436935,0.000187087
2018-yk-499,0.721409143,0.000154904
2018-yk-500,0.710714555,0.000296627
yuk_2018-1-1,0.70924238,6.96542334498202e-05
yuk_2018-1-3,0.710338923,0.000142819
yuk_2018-10-1,0.707627221,0.000204724
yuk_2018-10-2,0.717105584,0.000153384
yuk_2018-10-3,0.714807127,0.00020866
yuk_2018-10-4,0.712951342,0.000280028
yuk_2018-10-5,0.711721316,0.000219575
yuk_2018-10-6,0.7235379,0.000175651
yuk_2018-10-7,0.713874197,0.000177605
yuk_2018-10-8,0.72348379,0.000148628
yuk_2018-11-1,0.714501504,0.000230213
yuk_2018-11-2,0.724636069,0.000147699
yuk_2018-11-3,0.725511434,0.000187117
yuk_2018-11-5,0.710422864,0.000165292
yuk_2018-11-6,0.707075542,8.28182452790286e-05
yuk_2018-11-7,0.711538491,0.000203745
yuk_2018-11-8,0.715705962,0.000201994
yuk_2018-12-1,0.711686608,0.00023604
yuk_2018-12-2,0.711592634,0.000174545
yuk_2018-12-3,0.723752086,0.00018354
yuk_2018-12-4,0.709751396,0.000179702
yuk_2018-12-5,0.715769923,0.000225022
yuk_2018-12-6,0.706904917,7.56101734635805e-05
yuk_2018-12-7,0.706817174,0.000108893
yuk_2018-12-8,0.717638333,0.000141889
yuk_2018-13-1,0.710657907,0.000203592
yuk_2018-13-2,0.721686565,0.000181118
yuk_2018-13-3,0.719502783,0.000325727
yuk_2018-13-4,0.722201023,0.000262383
yuk_2018-13-5,0.707352548,0.000122658
yuk_2018-13-6,0.711265505,0.000251446
yuk_2018-13-7,0.722645689,0.000236818
yuk_2018-13-8,0.717399596,0.000242728
yuk_2018-14-1,0.724029382,0.0001994
yuk_2018-14-2,0.714204637,0.000304197
yuk_2018-14-3,0.709798976,0.000265227
yuk_2018-14-4,0.722532132,0.000260575
yuk_2018-14-5,0.706797839,0.000134366
yuk_2018-14-6,0.70834498,0.000168991
yuk_2018-14-7,0.722088071,0.000229467
yuk_2018-15-1,0.712355822,0.000189936
yuk_2018-15-2,0.707619078,0.000648978
yuk_2018-15-3,0.712707587,0.000149944
yuk_2018-15-4,0.707767798,0.000106618
yuk_2018-15-5,0.707254166,0.000133786
yuk_2018-15-6,0.706187258,9.09700901619574e-05
yuk_2018-15-7,0.725280481,0.000127588
yuk_2018-15-8,0.710110756,0.000163427
yuk_2018-16-1,0.7112912,0.000203691
yuk_2018-16-2,0.706990505,0.000158315
yuk_2018-16-3,0.710228966,0.000211683
yuk_2018-16-4,0.707079589,0.000162778
yuk_2018-16-6,0.711681761,0.000235758
yuk_2018-16-7,0.707305393,0.000181181
yuk_2018-16-8,0.709060547,0.00020772
yuk_2018-17-1,0.715560988,0.00022098
yuk_2018-17-3,0.711930549,0.000175977
yuk_2018-17-4,0.707354032,8.26146688677611e-05
yuk_2018-17-5,0.713527714,0.000220837
yuk_2018-17-6,0.707950395,0.000116188
yuk_2018-17-7,0.710925471,0.000177716
yuk_2018-17-8,0.711228846,0.000205391
yuk_2018-18-1,0.706965988,8.71516535490514e-05
yuk_2018-18-2,0.71114902,0.000208821
yuk_2018-18-3,0.715154489,0.000264257
yuk_2018-18-4,0.716653639,0.000219384
yuk_2018-18-5,0.713599272,0.000157216
yuk_2018-18-6,0.721986231,0.000126109
yuk_2018-18-7,0.715948221,0.000155545
yuk_2018-19-1,0.710141738,0.000183965
yuk_2018-19-2,0.711307001,0.000282641
yuk_2018-19-3,0.712928155,0.000266473
yuk_2018-19-4,0.710252111,0.000196407
yuk_2018-2-2,0.71665573,0.000191141
yuk_2018-2-4,0.721612987,0.000161136
yuk_2018-2-6,0.715284659,0.000142491
yuk_2018-2-7,0.71081448,0.000170118
yuk_2018-2-8,0.731465241,0.000157523
yuk_2018-3-1,0.709658427,0.000367237
yuk_2018-3-2,0.706120578,5.71786404270529e-05
yuk_2018-3-3,0.71009483,0.000173247
yuk_2018-3-4,0.717213902,8.5015524553433e-05
yuk_2018-3-8,0.710306492,0.000120781
yuk_2018-4-3,0.71155645,9.784940617707e-05
yuk_2018-4-7,0.712983362,0.000123077
yuk_2018-5-4,0.71065899,0.000183727
yuk_2018-5-5,0.722897478,8.98549890811767e-05
yuk_2018-5-6,0.713778684,9.29569931781463e-05
yuk_2018-6-1,0.722464528,9.23637603841789e-05
yuk_2018-6-3,0.713966025,9.17759274301613e-05
yuk_2018-6-4,0.722707758,9.62608866096244e-05
yuk_2018-6-5,0.711847017,0.000143992
yuk_2018-6-6,0.718705091,0.000119517
yuk_2018-6-7,0.710006459,0.000119297
yuk_2018-6-8,0.718297207,0.000118399
yuk_2018-7-1,0.723939577,0.000112108
yuk_2018-7-2,0.724445413,9.0359873763065e-05
yuk_2018-7-3,0.721497966,0.000108443
yuk_2018-7-4,0.713617504,9.73806093384323e-05
yuk_2018-7-5,0.721828789,9.0511921931794e-05
yuk_2018-7-6,0.718899923,7.50632508963587e-05
yuk_2018-7-7,0.719944636,0.000114392
yuk_2018-7-8,0.723210168,0.00010778
yuk_2018-8-1,0.721733967,0.000162014
yuk_2018-8-2,0.712345387,0.00026503
yuk_2018-8-3,0.714184444,0.000278457
yuk_2018-8-5,0.723128741,8.92538107170821e-05
yuk_2018-8-6,0.706283813,5.67802724408553e-05
yuk_2018-8-7,0.718840716,0.000119137
yuk_2018-8-8,0.70569997,6.81083015726577e-05
yuk_2018-9-1,0.72278604,9.91044644077966e-05
yuk_2018-9-2,0.721995343,8.26134023257198e-05
yuk_2018-9-3,0.719738746,9.3247755573041e-05
yuk_2018-9-4,0.707141098,6.407066163371e-05
yuk_2018-9-5,0.715138387,0.000147351
yuk_2018-9-6,0.706374412,8.61653177543693e-05
yuk_2018-9-7,0.724893336,0.000123587
yuk_2018-9-8,0.711326119,0.000154652
