FishID,natal_iso,natal_isose
2017_kusko_king_kk084,0.708965999,0.000132305
2017_kusko_king_kk085redo,0.705759733,0.000100994
2017_kusko_king_kk086,0.709686328,0.000124146
2017_kusko_king_kk087,0.705872859,0.000108726
2017_kusko_king_kk088redo,0.710043016,0.000125046
2017_kusko_king_kk089redo,0.709159356,0.000113099
2017_kusko_king_kk090,0.709810298,0.000114188
2017_kusko_king_kk091,0.708047637,0.000118061
2017_kusko_king_kk092,0.707607658,9.48482138797736e-05
2017_kusko_king_kk093,0.706661172,0.000124994
2017_kusko_king_kk094,0.709416442,0.000126382
2017_kusko_king_kk095,0.70699614,8.94378452753016e-05
2017_kusko_king_kk096,0.708531726,9.77933661275496e-05
2017_kusko_king_kk097,0.706879515,0.00010423
2017_kusko_king_kk098redo,0.708193621,0.000116182
2017_kusko_king_kk099,0.708794794,0.000258963
2017_kusko_king_kk100,0.70643955,6.79915110059606e-05
2017_kusko_king_kk101,0.706403959,8.42377713444411e-05
2017_kusko_king_kk102redoa,0.709119606,0.000108292
2017_kusko_king_kk103,0.708997629,0.000199946
2017_kusko_king_kk104redo,0.705666849,9.79994293182223e-05
2017_kusko_king_kk105,0.708175053,9.72449462037525e-05
2017_kusko_king_kk106,0.705716079,0.000113662
2017_kusko_king_kk107,0.709708606,0.000156365
2017_kusko_king_kk108,0.706237164,0.000105318
2017_kusko_king_kk109,0.705797269,0.000249612
2017_kusko_king_kk110redo,0.707481298,0.000124991
2017_kusko_king_kk111,0.707173435,7.21401501667133e-05
2017_kusko_king_kk112,0.707692962,0.000107926
2017_kusko_king_kk113,0.705305829,0.000115508
2017_kusko_king_kk114,0.709146677,0.000112519
2017_kusko_king_kk115,0.709524981,8.43825479231965e-05
2017_kusko_king_kk116redo,0.70544007,8.94445598538728e-05
2017_kusko_king_kk118,0.708673249,0.000148828
2017_kusko_king_kk119,0.707032432,8.15234687381615e-05
2017_kusko_king_kk120redo,0.708185943,8.08355374787382e-05
2017_kusko_king_kk121,0.705883523,6.95442657529954e-05
2017_kusko_king_kk124redoa,0.70699961,5.67504234468214e-05
2017_kusko_king_kk125redo,0.705293485,0.000120317
2017_kusko_king_kk126,0.708117402,0.000107704
2017_kusko_king_kk127,0.710041615,0.000114908
2017_kusko_king_kk128,0.709420354,0.000143534
2017_kusko_king_kk129,0.706035528,9.79964595268431e-05
2017_kusko_king_kk130,0.706040381,8.83914595620271e-05
2017_kusko_king_kk131,0.709307492,9.30774095585641e-05
2017_kusko_king_kk132,0.70499547,0.000113928
2017_kusko_king_kk133,0.707162499,8.33660388722022e-05
2017_kusko_king_kk134redo,0.707770108,0.000122983
2017_kusko_king_kk135,0.708428604,0.000137785
2017_kusko_king_kk136,0.705663415,6.61287454995249e-05
2017_kusko_king_kk137,0.705534071,0.000109208
2017_kusko_king_kk138,0.709247815,9.82363296035735e-05
2017_kusko_king_kk139,0.705637854,7.85469894731735e-05
2017_kusko_king_kk140,0.709530645,0.00011263
2017_kusko_king_kk141,0.709217283,7.14693499852907e-05
2017_kusko_king_kk142redo,0.710335109,0.000140283
2017_kusko_king_kk143,0.707010253,8.49895660932128e-05
2017_kusko_king_kk144,0.709280449,0.000102147
2017_kusko_king_kk145,0.705920456,7.17688932521718e-05
2017_kusko_king_kk146,0.709058767,0.000185156
2017_kusko_king_kk147,0.705598637,7.96860816767456e-05
2017_kusko_king_kk148,0.708412516,0.000144526
2017_kusko_king_kk149,0.706337556,0.00012886
2017_kusko_king_kk150,0.705987306,0.000122963
2017_kusko_king_kk151,0.708725661,0.000137903
2017_kusko_king_kk152,0.707392255,0.000113532
2017_kusko_king_kk153redo,0.709182882,9.52443693609062e-05
2017_kusko_king_kk154redo,0.709137602,0.000107431
2017_kusko_king_kk155,0.705929299,0.000112313
2017_kusko_king_kk156,0.708014919,0.000123145
2017_kusko_king_kk157redo,0.705852848,0.000279468
2017_kusko_king_kk158,0.708726388,9.78672070367079e-05
2017_kusko_king_kk159,0.708023156,0.000108063
2017_kusko_king_kk160,0.709927599,0.000285588
2017_kusko_king_kk161,0.705684374,0.000105837
2017_kusko_king_kk162,0.709345765,0.000143349
2017_kusko_king_kk163,0.705935864,0.000123901
2017_kusko_king_kk164,0.709939488,0.000187846
2017_kusko_king_kk165redo,0.707972661,0.000114736
2017_kusko_king_kk166redo,0.70779283,9.1601565729339e-05
2017_kusko_king_kk167,0.705392697,9.00655468104712e-05
2017_kusko_king_kk168redo,0.706814386,0.000151912
2017_kusko_king_kk169redo,0.705565686,9.22736347159771e-05
2017_kusko_king_kk170,0.709004445,0.000146547
2017_kusko_king_kk171,0.706905497,0.000134016
2017_kusko_king_kk172a,0.70764189,0.000136314
2017_kusko_king_kk173,0.708919833,0.000138483
2017_kusko_king_kk174,0.708196292,0.000204208
2017_kusko_king_kk175,0.708027685,0.000210475
2017_kusko_king_kk176redo,0.706280071,0.000102812
2017_kusko_king_kk177redo,0.710897272,0.000145944
2017_kusko_king_kk178,0.710033286,0.000175622
2017_kusko_king_kk179,0.707600332,0.000125123
2017_kusko_king_kk180,0.705282457,0.000156328
2017_kusko_king_kk182,0.70743708,0.000145879
2017_kusko_king_kk183redo,0.706109519,7.19861076900157e-05
2017_kusko_king_kk184,0.705037339,0.000136677
2017_kusko_king_kk185,0.705802451,0.000112333
2017_kusko_king_kk186redo,0.707061063,8.96197880257734e-05
2017_kusko_king_kk187,0.708137593,0.000161847
2017_kusko_king_kk188,0.706217061,0.000113711
2017_kusko_king_kk189,0.709323862,0.000201624
2017_kusko_king_kk190,0.706711251,0.000175061
2017_kusko_king_kk191,0.70481245,0.000137797
2017_kusko_king_kk192,0.706002422,9.98228718509622e-05
2017_kusko_king_kk193,0.705488187,8.1160772777574e-05
2017_kusko_king_kk194,0.706747309,0.000107678
2017_kusko_king_kk195a,0.706403532,0.000116596
2017_kusko_king_kk196,0.706166479,0.000135808
2017_kusko_king_kk197,0.709770392,0.000254061
2017_kusko_king_kk198redo,0.706588587,0.000153835
2017_kusko_king_kk199,0.707869335,0.000122641
2017_kusko_king_kk200redo,0.70893609,0.000147394
2017_kusko_king_kk201,0.70931664,0.000132712
2017_kusko_king_kk202,0.708337741,0.000237877
2017_kusko_king_kk203,0.705143945,0.000207838
2017_kusko_king_kk204,0.708638205,0.000219744
2017_kusko_king_kk205,0.705830257,0.000121518
2017_kusko_king_kk206,0.709885836,0.000191238
2017_kusko_king_kk207,0.70589984,0.000150351
2017_kusko_king_kk208,0.70953715,9.23363321076593e-05
2017_kusko_king_kk209,0.710356427,0.000224706
2017_kusko_king_kk210,0.706870852,0.000132818
2017_kusko_king_kk211,0.706983092,0.000130419
2017_kusko_king_kk212,0.707863127,0.000126692
2017_kusko_king_kk213,0.705648997,0.000107593
2017_kusko_king_kk214redo,0.708688026,9.82894614659738e-05
2017_kusko_king_kk216,0.705368792,0.000185559
2017_kusko_king_kk217,0.709459357,9.13129036721234e-05
2017_kusko_king_kk218,0.705880164,6.9447319479898e-05
2017_kusko_king_kk219,0.705809884,9.87540542493758e-05
2017_kusko_king_kk220,0.709086502,0.000199824
2017_kusko_king_kk221,0.708554906,0.000128056
2017_kusko_king_kk222,0.705298162,0.000152475
2017_kusko_king_kk223redo,0.705830649,8.80013417162654e-05
2017_kusko_king_kk225redo,0.705991032,9.90460678726362e-05
2017_kusko_king_kk226redo,0.708547142,0.000109612
2017_kusko_king_kk227,0.708118171,0.000277858
2017_kusko_king_kk229,0.707541932,9.05391668554175e-05
2017_kusko_king_kk230,0.709723625,0.000178677
2017_kusko_king_kk231,0.705896196,8.2401708092553e-05
2017_kusko_king_kk232,0.705784226,7.12653342135251e-05
2017_kusko_king_kk233,0.707731069,0.000147195
2017_kusko_king_kk234,0.707026574,7.4140266615447e-05
2017_kusko_king_kk235,0.709507592,0.000144184
2017_kusko_king_kk236,0.705201047,7.9271855003903e-05
2017_kusko_king_kk237,0.705546713,8.12318871051212e-05
2017_kusko_king_kk238,0.705993771,6.86529266586771e-05
2017_kusko_king_kk239redo,0.708532081,0.000167867
2017_kusko_king_kk240redo,0.705130175,0.000102676
2017_kusko_king_kk241,0.708603937,0.000142027
2017_kusko_king_kk242,0.706041775,6.51857848143798e-05
2017_kusko_king_kk243redo,0.706969863,5.04140004357854e-05
2017_kusko_king_kk244,0.708105587,9.39356519743935e-05
2017_kusko_king_kk245,0.710449188,0.000152326
2017_kusko_king_kk246,0.705002047,9.85452722648671e-05
2017_kusko_king_kk247,0.705848824,9.09352674655769e-05
2017_kusko_king_kk248,0.706705119,6.07968188672616e-05
2017_kusko_king_kk249redo,0.705500923,7.76943175894553e-05
2017_kusko_king_kk251,0.707170653,0.000127367
2017_kusko_king_kk252,0.705995091,0.000122708
2017_kusko_king_kk253,0.706033396,0.000186693
2017_kusko_king_kk254,0.707656564,0.000108444
2017_kusko_king_kk255,0.705563484,0.000177182
2017_kusko_king_kk256,0.705923053,7.85950085867447e-05
2017_kusko_king_kk257redo,0.709622851,0.000185854
2017_kusko_king_kk258redo,0.706054235,9.84730827467314e-05
2017_kusko_king_kk259redo,0.705725962,0.000100328
2017_kusko_king_kk260redo,0.708355046,0.000117237
2017_kusko_king_kk261,0.70610707,8.34985909084603e-05
2017_kusko_king_kk262redo,0.706997476,8.50320088085867e-05
2017_kusko_king_kk263redo,0.709907572,0.000143798
2017_kusko_king_kk264redo,0.708427394,8.81241880265069e-05
2017_kusko_king_kk266,0.70581666,8.10692520082829e-05
2017_kusko_king_kk267redo,0.707978162,0.000131602
2017_kusko_king_kk268,0.707133359,7.48511040758788e-05
2017_kusko_king_kk269redo,0.71031842,0.000148323
2017_kusko_king_kk270redo,0.705844911,0.000100259
2017_kusko_king_kk271redo,0.705266828,9.7392341210247e-05
2017_kusko_king_kk272redo,0.708421502,0.000143007
