FishID,natal_iso,natal_isose
2016_yukon_chin_yk173 ,0.70671934,8.80E-05
2016_yukon_chin_yk174 ,0.724491286,0.00010253
2016_yukon_chin_yk175 ,0.711434215,0.000152969
2016_yukon_chin_yk176 ,0.707001724,6.66E-05
2016_yukon_chin_yk177_redo ,0.707933861,0.000176761
2016_yukon_chin_yk178 ,0.711455431,0.000157479
2016_yukon_chin_yk179 ,0.714575415,0.000144415
2016_yukon_chin_yk180_redo ,0.71103125,0.000144103
2016_yukon_chin_yk181 ,0.733611907,0.000104319
2016_yukon_chin_yk182 ,0.710561993,0.000175999
2016_yukon_chin_yk183_redo ,0.711852239,0.000155988
2016_yukon_chin_yk184 ,0.713755407,0.000136196
2016_yukon_chin_yk185_redo ,0.709356299,0.000140259
2016_yukon_chin_yk186 ,0.715710125,0.000179275
2016_yukon_chin_yk187 ,0.711845652,0.000135168
2016_yukon_chin_yk188_redo ,0.74004432,0.000141879
2016_yukon_chin_yk189a ,0.711475197,0.000177466
2016_yukon_chin_yk190_redo ,0.7097702,0.000151312
2016_yukon_chin_yk191 ,0.714515128,0.000176212
2016_yukon_chin_yk192 ,0.716032262,0.00024506
2016_yukon_chin_yk194 ,0.707231208,0.000130621
2016_yukon_chin_yk195_redo ,0.713760011,0.00027651
2016_yukon_chin_yk196 ,0.722895591,0.000174875
2016_yukon_chin_yk197 ,0.708102969,4.51E-05
2016_yukon_chin_yk198 ,0.710961038,0.000146063
2016_yukon_chin_yk199 ,0.711005679,0.000227672
2016_yukon_chin_yk200 ,0.714024695,0.000153233
2016_yukon_chin_yk201 ,0.723141812,0.000209847
2016_yukon_chin_yk202 ,0.711360972,0.000136277
2016_yukon_chin_yk203 ,0.710028404,0.000126949
2016_yukon_chin_yk204 ,0.711386313,0.000276301
2016_yukon_chin_yk205_redo ,0.717821882,0.000406323
2016_yukon_chin_yk206_redo ,0.707098013,0.000141259
2016_yukon_chin_yk207 ,0.731957199,0.000104585
2016_yukon_chin_yk208 ,0.710508422,0.000193228
2016_yukon_chin_yk210 ,0.710731136,0.000187278
2016_yukon_chin_yk211 ,0.707670792,6.93E-05
2016_yukon_chin_yk212 ,0.712991249,0.000183607
2016_yukon_chin_yk213 ,0.711681227,0.000177175
2016_yukon_chin_yk214_redo ,0.707270755,0.000126992
2016_yukon_chin_yk215 ,0.706837919,9.04E-05
2016_yukon_chin_yk216_redo ,0.706277872,9.89E-05
2016_yukon_chin_yk217 ,0.723376072,0.000121383
2016_yukon_chin_yk218 ,0.705017483,7.03E-05
2016_yukon_chin_yk219 ,0.707938277,7.32E-05
2016_yukon_chin_yk220_redo ,0.737075651,0.000120393
2016_yukon_chin_yk221 ,0.707224963,0.00010943
2016_yukon_chin_yk222 ,0.71240735,0.00014846
2016_yukon_chin_yk223_redo ,0.707430819,7.31E-05
2016_yukon_chin_yk224 ,0.70655518,9.77E-05
2016_yukon_chin_yk225 ,0.707789729,8.11E-05
2016_yukon_chin_yk226 ,0.706301491,0.000161956
2016_yukon_chin_yk227_redo ,0.711453136,0.000165367
2016_yukon_chin_yk228 ,0.708046345,7.10E-05
2016_yukon_chin_yk229 ,0.707125663,0.000161445
2016_yukon_chin_yk230 ,0.707713953,0.000294247
2016_yukon_chin_yk231_a ,0.710205398,0.000147755
2016_yukon_chin_yk232 ,0.707348032,7.95E-05
2016_yukon_chin_yk233_redo ,0.712909516,0.000265604
2016_yukon_chin_yk234 ,0.70743854,6.54E-05
2016_yukon_chin_yk235_redo ,0.71309231,0.000182941
2016_yukon_chin_yk236_redo ,0.707328654,8.47E-05
2016_yukon_chin_yk237 ,0.710356341,0.000164638
2016_yukon_chin_yk238 ,0.713589276,0.0001764
2016_yukon_chin_yk239_redo ,0.706694532,0.000102656
2016_yukon_chin_yk240 ,0.709977634,0.000164079
2016_yukon_chin_yk242 ,0.712094957,0.000217949
2016_yukon_chin_yk243 ,0.722461565,0.000132081
2016_yukon_chin_yk244_redo ,0.709338875,0.000322405
2016_yukon_chin_yk245_redo ,0.707635631,0.000113218
2016_yukon_chin_yk246_redo ,0.70711939,0.000113282
2016_yukon_chin_yk247 ,0.710119619,0.000219014
2016_yukon_chin_yk248 ,0.711661756,0.000142722
2016_yukon_chin_yk249_redo ,0.705961471,0.000110991
2016_yukon_chin_yk250 ,0.70633431,8.11E-05
