FishID,natal_iso,natal_isose
2015_yokon_chin_yk010.exp,0.716820435,0.00015096
2015_yokon_chin_yk035.exp,0.729712111,6.02E-05
2015_yokon_chin_yk040.exp,0.721179484,9.42E-05
2015_yokon_chin_yk048.exp,0.713690328,8.14E-05
2015_yokon_chin_yk051a.exp,0.724726135,9.67E-05
2015_yokon_chin_yk052b.exp,0.712378587,0.000135584
2015_yokon_chin_yk056a.exp,0.709209659,6.15E-05
2015_yokon_chin_yk062a.exp,0.714935434,7.89E-05
2015_yokon_chin_yk065a.exp,0.713019251,6.71E-05
2015_yokon_chin_yk066.exp,0.724363019,6.61E-05
2015_yokon_chin_yk068b.exp,0.712053196,0.000163341
2015_yokon_chin_yk069.exp,0.714204652,8.89E-05
2015_yokon_chin_yk077.exp,0.707894433,3.28E-05
2015_yokon_chin_yk080.exp,0.724116696,7.37E-05
2015_yokon_chin_yk082.exp,0.709068463,8.21E-05
2015_yokon_chin_yk084.exp,0.716577884,7.05E-05
2015_yokon_chin_yk091.exp,0.709918969,6.60E-05
2015_yokon_chin_yk092.exp,0.70925098,0.000157392
2015_yokon_chin_yk097.exp,0.707177391,3.81E-05
2015_yokon_chin_yk098.exp,0.715568917,0.00011536
2015_yokon_chin_yk099.exp,0.724742936,7.06E-05
2015_yokon_chin_yk100.exp,0.716089511,7.83E-05
2015_yokon_chin_yk101.exp,0.710739921,8.74E-05
2015_yokon_chin_yk102a.exp,0.711152921,8.03E-05
2015_yokon_chin_yk109.exp,0.720404584,0.000158682
2015_yokon_chin_yk111.exp,0.716763886,0.000126897
2015_yokon_chin_yk113.exp,0.723322966,8.72E-05
2015_yokon_chin_yk114.exp,0.722618586,9.67E-05
2015_yokon_chin_yk116.exp,0.716945122,0.000106195
2015_yokon_chin_yk117.exp,0.716509206,7.40E-05
2015_yokon_chin_yk119.exp,0.719107685,0.000134072
2015_yokon_chin_yk124.exp,0.705016573,4.83E-05
2015_yokon_chin_yk128.exp,0.722543823,4.83E-05
2015_yokon_chin_yk129.exp,0.711993882,9.08E-05
2015_yokon_chin_yk137.exp,0.711760396,0.000130636
2015_yokon_chin_yk139.exp,0.721435875,0.000125705
2015_yokon_chin_yk144.exp,0.722742247,5.91E-05
2015_yokon_chin_yk148.exp,0.714704155,9.61E-05
