GroupID,PropProd,StrLeng,Prop_StrLeng,TotalRun
1,0.23639140053866342,20760.831860100003,0.132402101737994,51.887912418236624
2,0.5023206040784868,75555.0007678,0.48185164091128496,110.25937259522784
3,0.1184157368218531,20028.7974406,0.12773355587530977,25.992254232396753
4,0.06736244709503648,22837.31705893,0.14564487574654972,14.786057137360508
5,0.0014188149288187765,1175.7141508,0.007498111138224448,0.31142987687572143
