"","normalized","rescaled","raw"
"1",1,5.8799317927912e-05,260
"2",1,5.8799317927912e-05,260
"3",1,5.8799317927912e-05,260
"4",1,5.8799317927912e-05,260
"5",1,5.8799317927912e-05,260
"6",1,5.8799317927912e-05,260
"7",1,5.8799317927912e-05,260
"8",1,5.8799317927912e-05,260
"9",1,5.8799317927912e-05,260
"10",1,5.8799317927912e-05,260
"11",1,5.8799317927912e-05,260
"12",1,5.8799317927912e-05,260
"13",1,5.8799317927912e-05,260
"14",1,5.8799317927912e-05,260
"15",1,5.8799317927912e-05,260
"16",1,5.8799317927912e-05,260
"17",1,5.8799317927912e-05,260
"18",1,5.8799317927912e-05,260
"19",1,5.8799317927912e-05,260
"20",1,5.8799317927912e-05,260
"21",1,5.8799317927912e-05,260
"22",1,5.8799317927912e-05,260
"23",1,5.8799317927912e-05,260
"24",1,5.8799317927912e-05,260
"25",1,5.8799317927912e-05,260
"26",1,5.8799317927912e-05,260
"27",1,5.8799317927912e-05,260
"28",1,5.8799317927912e-05,260
"29",1,5.8799317927912e-05,260
"30",1,5.8799317927912e-05,260
"31",1,5.8799317927912e-05,260
"32",1,5.8799317927912e-05,260
"33",1,5.8799317927912e-05,260
"34",1,5.8799317927912e-05,260
"35",1,5.8799317927912e-05,260
"36",1,5.8799317927912e-05,260
"37",1,5.8799317927912e-05,260
"38",1,5.8799317927912e-05,260
"39",1,5.8799317927912e-05,260
"40",1,5.8799317927912e-05,260
"41",1,5.8799317927912e-05,260
"42",1,5.8799317927912e-05,260
"43",1,5.8799317927912e-05,260
"44",1,5.8799317927912e-05,260
"45",1,5.8799317927912e-05,260
"46",1,5.8799317927912e-05,260
"47",1,5.8799317927912e-05,260
"48",1,5.8799317927912e-05,260
"49",1,5.8799317927912e-05,260
"50",1,5.8799317927912e-05,260
"51",1,5.8799317927912e-05,260
"52",1,5.8799317927912e-05,260
"53",1,5.8799317927912e-05,260
"54",1,5.8799317927912e-05,260
"55",1,5.8799317927912e-05,260
"56",1,5.8799317927912e-05,260
"57",1,5.8799317927912e-05,260
"58",1,5.8799317927912e-05,260
"59",1,5.8799317927912e-05,260
"60",1,5.8799317927912e-05,260
"61",1,5.8799317927912e-05,260
"62",1,5.8799317927912e-05,260
"63",1,5.8799317927912e-05,260
"64",1,5.8799317927912e-05,260
"65",1,5.8799317927912e-05,260
"66",1,5.8799317927912e-05,260
"67",1,5.8799317927912e-05,260
"68",1,5.8799317927912e-05,260
"69",1,5.8799317927912e-05,260
"70",1,5.8799317927912e-05,260
"71",1,5.8799317927912e-05,260
"72",1,5.8799317927912e-05,260
"73",1,5.8799317927912e-05,260
"74",1,5.8799317927912e-05,260
"75",1,5.8799317927912e-05,260
"76",1,5.8799317927912e-05,260
"77",1,5.8799317927912e-05,260
"78",1,5.8799317927912e-05,260
"79",1,5.8799317927912e-05,260
"80",1,5.8799317927912e-05,260
"81",1,5.8799317927912e-05,260
"82",1,5.8799317927912e-05,260
"83",1,5.8799317927912e-05,260
"84",1,5.8799317927912e-05,260
"85",1,5.8799317927912e-05,260
"86",1,5.8799317927912e-05,260
"87",1,5.8799317927912e-05,260
"88",1,5.8799317927912e-05,260
"89",1,5.8799317927912e-05,260
"90",1,5.8799317927912e-05,260
"91",1,5.8799317927912e-05,260
"92",1,5.8799317927912e-05,260
"93",1,5.8799317927912e-05,260
"94",1,5.8799317927912e-05,260
"95",1,5.8799317927912e-05,260
"96",1,5.8799317927912e-05,260
"97",1,5.8799317927912e-05,260
"98",1,5.8799317927912e-05,260
"99",1,5.8799317927912e-05,260
"100",1,5.8799317927912e-05,260
"101",1,5.8799317927912e-05,260
"102",1,5.8799317927912e-05,260
"103",1,5.8799317927912e-05,260
"104",1,5.8799317927912e-05,260
"105",1,5.8799317927912e-05,260
"106",1,5.8799317927912e-05,260
"107",1,5.8799317927912e-05,260
"108",1,5.8799317927912e-05,260
"109",1,5.8799317927912e-05,260
"110",1,5.8799317927912e-05,260
"111",1,5.8799317927912e-05,260
"112",1,5.8799317927912e-05,260
"113",1,5.8799317927912e-05,260
"114",1,5.8799317927912e-05,260
"115",1,5.8799317927912e-05,260
"116",1,5.8799317927912e-05,260
"117",1,5.8799317927912e-05,260
"118",1,5.8799317927912e-05,260
"119",1,5.8799317927912e-05,260
"120",1,5.8799317927912e-05,260
"121",1,5.8799317927912e-05,260
"122",1,5.8799317927912e-05,260
"123",1,5.8799317927912e-05,260
"124",1,5.8799317927912e-05,260
"125",1,5.8799317927912e-05,260
"126",1,5.8799317927912e-05,260
"127",1,5.8799317927912e-05,260
"128",1,5.8799317927912e-05,260
"129",1,5.8799317927912e-05,260
"130",1,5.8799317927912e-05,260
"131",1,5.8799317927912e-05,260
"132",1,5.8799317927912e-05,260
"133",1,5.8799317927912e-05,260
"134",1,5.8799317927912e-05,260
"135",1,5.8799317927912e-05,260
"136",1,5.8799317927912e-05,260
"137",1,5.8799317927912e-05,260
"138",1,5.8799317927912e-05,260
"139",1,5.8799317927912e-05,260
"140",1,5.8799317927912e-05,260
"141",1,5.8799317927912e-05,260
"142",1,5.8799317927912e-05,260
"143",1,5.8799317927912e-05,260
"144",1,5.8799317927912e-05,260
"145",1,5.8799317927912e-05,260
"146",1,5.8799317927912e-05,260
"147",1,5.8799317927912e-05,260
"148",1,5.8799317927912e-05,260
"149",1,5.8799317927912e-05,260
"150",1,5.8799317927912e-05,260
"151",1,5.8799317927912e-05,260
"152",1,5.8799317927912e-05,260
"153",1,5.8799317927912e-05,260
"154",1,5.8799317927912e-05,260
"155",1,5.8799317927912e-05,260
"156",1,5.8799317927912e-05,260
"157",1,5.8799317927912e-05,260
"158",1,5.8799317927912e-05,260
"159",1,5.8799317927912e-05,260
"160",1,5.8799317927912e-05,260
"161",1,5.8799317927912e-05,260
"162",1,5.8799317927912e-05,260
"163",1,5.8799317927912e-05,260
"164",1,5.8799317927912e-05,260
"165",1,5.8799317927912e-05,260
"166",1,5.8799317927912e-05,260
"167",1,5.8799317927912e-05,260
"168",1,5.8799317927912e-05,260
"169",1,5.8799317927912e-05,260
"170",1,5.8799317927912e-05,260
"171",1,5.8799317927912e-05,260
"172",1,5.8799317927912e-05,260
"173",1,5.8799317927912e-05,260
"174",1,5.8799317927912e-05,260
"175",1,5.8799317927912e-05,260
"176",1,5.8799317927912e-05,260
"177",1,5.8799317927912e-05,260
"178",1,5.8799317927912e-05,260
"179",1,5.8799317927912e-05,260
"180",1,5.8799317927912e-05,260
"181",1,5.8799317927912e-05,260
"182",1,5.8799317927912e-05,260
"183",1,5.8799317927912e-05,260
"184",1,5.8799317927912e-05,260
"185",1,5.8799317927912e-05,260
"186",1,5.8799317927912e-05,260
"187",1,5.8799317927912e-05,260
"188",1,5.8799317927912e-05,260
"189",1,5.8799317927912e-05,260
"190",1,5.8799317927912e-05,260
"191",1,5.8799317927912e-05,260
"192",1,5.8799317927912e-05,260
"193",1,5.8799317927912e-05,260
"194",1,5.8799317927912e-05,260
"195",1,5.8799317927912e-05,260
"196",1,5.8799317927912e-05,260
"197",1,5.8799317927912e-05,260
"198",1,5.8799317927912e-05,260
"199",1,5.8799317927912e-05,260
"200",1,5.8799317927912e-05,260
"201",1,5.8799317927912e-05,260
"202",1,5.8799317927912e-05,260
"203",1,5.8799317927912e-05,260
"204",1,5.8799317927912e-05,260
"205",1,5.8799317927912e-05,260
"206",1,5.8799317927912e-05,260
"207",1,5.8799317927912e-05,260
"208",1,5.8799317927912e-05,260
"209",1,5.8799317927912e-05,260
"210",1,5.8799317927912e-05,260
"211",1,5.8799317927912e-05,260
"212",1,5.8799317927912e-05,260
"213",1,5.8799317927912e-05,260
"214",1,5.8799317927912e-05,260
"215",1,5.8799317927912e-05,260
"216",1,5.8799317927912e-05,260
"217",1,5.8799317927912e-05,260
"218",1,5.8799317927912e-05,260
"219",1,5.8799317927912e-05,260
"220",1,5.8799317927912e-05,260
"221",1,5.8799317927912e-05,260
"222",1,5.8799317927912e-05,260
"223",1,5.8799317927912e-05,260
"224",1,5.8799317927912e-05,260
"225",1,5.8799317927912e-05,260
"226",1,5.8799317927912e-05,260
"227",1,5.8799317927912e-05,260
"228",1,5.8799317927912e-05,260
"229",1,5.8799317927912e-05,260
"230",1,5.8799317927912e-05,260
"231",1,5.8799317927912e-05,260
"232",1,5.8799317927912e-05,260
"233",1,5.8799317927912e-05,260
"234",1,5.8799317927912e-05,260
