"basin","reachid","stream_order","observed_cv","n_years"
"Yukon",1241,4,0.255536177828214,4
"Yukon",1247,5,0.288519661586339,4
"Yukon",1249,4,0.448622141457945,4
"Yukon",1252,4,0.279442418700792,4
"Yukon",1261,6,0.260309544841922,4
"Yukon",1289,5,0.315147806344405,4
"Yukon",1290,6,0.263565627036189,4
"Yukon",1313,5,0.340798656973786,4
"Yukon",1318,4,0.457608698394237,4
"Yukon",1323,4,0.460666982719434,4
"Yukon",1336,4,0.304934141309419,4
"Yukon",1345,4,0.454443179739002,4
"Yukon",1347,4,0.280896776544577,4
"Yukon",1360,5,0.459188113173411,4
"Yukon",1361,6,0.437677458763166,4
"Yukon",1364,4,0.314292607583385,4
"Yukon",1368,4,0.307460719423521,4
"Yukon",1387,4,0.413383048695251,4
"Yukon",1397,4,0.485601400924622,4
"Yukon",1413,4,0.309770260338397,4
"Yukon",1414,4,0.292942393657707,4
"Yukon",1420,4,0.462321696167128,4
"Yukon",1421,4,0.311135713350156,4
"Yukon",1426,4,0.275636637139951,4
"Yukon",1445,4,0.279878661948018,4
"Yukon",1459,5,0.305157555098279,4
"Yukon",1471,5,0.461608862821829,4
"Yukon",1477,4,0.276112699662179,4
"Yukon",1484,4,0.418211840982667,4
"Yukon",1485,4,0.350351210956784,4
"Yukon",1490,4,0.267082357526721,4
"Yukon",1495,6,0.312200886460006,4
"Yukon",1497,5,0.303399730007754,4
"Yukon",1503,4,0.472099829846083,4
"Yukon",1506,4,0.310103356098246,4
"Yukon",1512,5,0.467291962451229,4
"Yukon",1516,5,0.43147930146018,4
"Yukon",1521,4,0.448252603146275,4
"Yukon",1535,4,0.458240209100647,4
"Yukon",1546,5,0.275549740813709,4
"Yukon",1553,4,0.2869373147684,4
"Yukon",1554,4,0.292722446592456,4
"Yukon",1557,4,0.287462391208528,4
"Yukon",1565,4,0.305231232129194,4
"Yukon",1571,4,0.458508441346512,4
"Yukon",1572,4,0.275779950566248,4
"Yukon",1578,5,0.408811026652057,4
"Yukon",1588,4,0.444275119605226,4
"Yukon",1589,4,0.453718366305264,4
"Yukon",1601,4,0.397593123454967,4
"Yukon",1604,4,0.276603897548171,4
"Yukon",1613,4,0.45632717851571,4
"Yukon",1614,4,0.42790393852954,4
"Yukon",1623,4,0.3013155321273,4
"Yukon",1628,4,0.494753635900436,4
"Yukon",1659,5,0.28739335943753,4
"Yukon",1661,5,0.455257918347341,4
"Yukon",1666,4,0.287021580629351,4
"Yukon",1673,4,0.401944442243222,4
"Yukon",1682,6,0.408642969797862,4
"Yukon",1685,4,0.314201334176964,4
"Yukon",1689,4,0.423306766528883,4
"Yukon",1693,4,0.494811343395302,4
"Yukon",1694,4,0.463496609305647,4
"Yukon",1700,4,0.457001362078537,4
"Yukon",1702,4,0.430997422364589,4
"Yukon",1715,4,0.441330225601658,4
"Yukon",1717,4,0.258307970396842,4
"Yukon",1718,4,0.300417531248164,4
"Yukon",1725,4,0.287087440207296,4
"Yukon",1728,4,0.302141847876053,4
"Yukon",1749,5,0.410503957120153,4
"Yukon",1751,5,0.275367230424031,4
"Yukon",1754,4,0.420544810280813,4
"Yukon",1772,4,0.473288163598181,4
"Yukon",1784,4,0.455247730027285,4
"Yukon",1788,4,0.53388067194092,4
"Yukon",1789,4,0.464216225156228,4
"Yukon",1792,4,0.544553801550263,4
"Yukon",1795,5,0.305097438786626,4
"Yukon",1808,4,0.472425491314115,4
"Yukon",1814,7,0.444904452550455,4
"Yukon",1815,4,0.45649339327971,4
"Yukon",1821,4,0.461669572638588,4
"Yukon",1840,4,0.501805792411557,4
"Yukon",1847,5,0.440992070055097,4
"Yukon",1855,4,0.442119611205484,4
"Yukon",1858,4,0.439709308273045,4
"Yukon",1864,4,0.343604369972464,4
"Yukon",1868,4,0.268265142062458,4
"Yukon",1871,4,0.310197659490301,4
"Yukon",1881,4,0.533099061780841,4
"Yukon",1885,4,0.287422001510427,4
"Yukon",1901,4,0.267630915228917,4
"Yukon",1908,4,0.287511359747662,4
"Yukon",1918,4,0.43992091235539,4
"Yukon",1926,4,0.297953833321265,4
"Yukon",1936,4,0.524140883723879,4
"Yukon",1962,4,0.541962191937044,4
"Yukon",1963,4,0.321012889075272,4
"Yukon",1969,4,0.48857484942727,4
"Yukon",1974,4,0.29243158685191,4
"Yukon",1985,7,0.447910636947396,4
"Yukon",1991,4,0.311051938245482,4
"Yukon",1995,4,0.467895483685487,4
"Yukon",1996,5,0.282713784863762,4
"Yukon",2000,4,0.25539491530978,4
"Yukon",2009,4,0.501155884742445,4
"Yukon",2048,4,0.489396227157751,4
"Yukon",2050,4,0.305826201653885,4
"Yukon",2060,4,0.309950046077136,4
"Yukon",2064,4,0.467743798558594,4
"Yukon",2065,4,0.309566894884367,4
"Yukon",2071,4,0.48037115424404,4
"Yukon",2075,4,0.437597504690493,4
"Yukon",2080,4,0.271847448413169,4
"Yukon",2081,4,0.429389179944514,4
"Yukon",2084,4,0.438468032351251,4
"Yukon",2090,5,0.514489755968532,4
"Yukon",2101,7,0.473599432931678,4
"Yukon",2115,4,0.439126610077153,4
"Yukon",2117,4,0.374193269927804,4
"Yukon",2125,4,0.43857030502912,4
"Yukon",2138,4,0.464574808907167,4
"Yukon",2140,4,0.464565996066824,4
"Yukon",2142,5,0.443692529886179,4
"Yukon",2145,6,0.465850205350386,4
"Yukon",2148,4,0.276391916014508,4
"Yukon",2167,5,0.414539873750894,4
"Yukon",2177,4,0.478927819363579,4
"Yukon",2190,4,0.425590558951156,4
"Yukon",2191,6,0.476874500026724,4
"Yukon",2196,5,0.377231098013963,4
"Yukon",2199,4,0.541566658427693,4
"Yukon",2206,5,0.308213141208676,4
"Yukon",2210,4,0.466514137748637,4
"Yukon",2212,5,0.462129787202442,4
"Yukon",2217,6,0.487166722324444,4
"Yukon",2220,4,0.458907710751759,4
"Yukon",2223,4,0.288308197322301,4
"Yukon",2224,5,0.272825944453729,4
"Yukon",2241,4,0.466843109750743,4
"Yukon",2244,6,0.417557384392438,4
"Yukon",2246,4,0.438724554405212,4
"Yukon",2248,4,0.265560568117612,4
"Yukon",2252,5,0.436977118962041,4
"Yukon",2276,4,0.289769629099737,4
"Yukon",2284,5,0.461540581892772,4
"Yukon",2290,4,0.286821231754565,4
"Yukon",2311,4,0.49315024586641,4
"Yukon",2322,4,0.277612568049338,4
"Yukon",2337,4,0.440022737174586,4
"Yukon",2339,4,0.271852178071723,4
"Yukon",2340,4,0.461478693027387,4
"Yukon",2376,4,0.471604328611936,4
"Yukon",2378,4,0.42190685752605,4
"Yukon",2381,4,0.450253017182378,4
"Yukon",2393,4,0.461351140273981,4
"Yukon",2394,4,0.298310495191949,4
"Yukon",2397,5,0.461416269203643,4
"Yukon",2399,4,0.287888513831857,4
"Yukon",2404,4,0.455272824033502,4
"Yukon",2425,4,0.303321296983535,4
"Yukon",2435,4,0.439328134427424,4
"Yukon",2440,4,0.461299791787331,4
"Yukon",2459,4,0.457899454327408,4
"Yukon",2461,4,0.467325615337555,4
"Yukon",2466,4,0.440038586354734,4
"Yukon",2468,4,0.489123261014108,4
"Yukon",2478,5,0.46423764636821,4
"Yukon",2482,4,0.466586368097021,4
"Yukon",2483,4,0.309496301711266,4
"Yukon",2491,4,0.317702649642237,4
"Yukon",2493,4,0.440027797399705,4
"Yukon",2495,4,0.466919294613149,4
"Yukon",2499,4,0.329893327439959,4
"Yukon",2526,5,0.301529280550143,4
"Yukon",2528,4,0.290218245592262,4
"Yukon",2531,4,0.460357505122894,4
"Yukon",2543,4,0.4159353225029,4
"Yukon",2547,4,0.520706092415422,4
"Yukon",2548,6,0.467078083131849,4
"Yukon",2556,4,0.443234631093594,4
"Yukon",2559,5,0.278667590660347,4
"Yukon",2570,4,0.439605039678023,4
"Yukon",2574,5,0.292761626147129,4
"Yukon",2576,4,0.347670844940107,4
"Yukon",2580,4,0.389023406365222,4
"Yukon",2589,5,0.467338424751094,4
"Yukon",2590,5,0.274203992393829,4
"Yukon",2591,4,0.47404566601822,4
"Yukon",2593,4,0.302423758789988,4
"Yukon",2599,4,0.584364639092966,4
"Yukon",2603,4,0.461985693879855,4
"Yukon",2621,4,0.440255467300486,4
"Yukon",2634,4,0.482433498484601,4
"Yukon",2636,5,0.46934922787127,4
"Yukon",2637,4,0.277022554623545,4
"Yukon",2640,4,0.467351390443738,4
"Yukon",2679,4,0.288454907319214,4
"Yukon",2681,4,0.506069138112264,4
"Yukon",2685,4,0.46949401638092,4
"Yukon",2688,4,0.287502048323094,4
"Yukon",2700,4,0.469380702416736,4
"Yukon",2716,4,0.308595618745014,4
"Yukon",2720,4,0.300197988698805,4
"Yukon",2730,4,0.443837708623996,4
"Yukon",2737,4,0.662530666819064,4
"Yukon",2769,4,0.542225888826755,4
"Yukon",2779,4,0.441789974018459,4
"Yukon",2781,4,0.452853177334981,4
"Yukon",2786,4,0.465820822649934,4
"Yukon",2797,4,0.467956828508379,4
"Yukon",2802,5,0.439491090131819,4
"Yukon",2817,4,0.327861776605788,4
"Yukon",2821,4,0.461471943728079,4
"Yukon",2831,5,0.307752497412328,4
"Yukon",2833,4,0.466961449716852,4
"Yukon",2839,4,0.438916766679637,4
"Yukon",2844,4,0.438059531490537,4
"Yukon",2847,4,0.470620474908145,4
"Yukon",2859,4,0.425520521060934,4
"Yukon",2860,4,0.438949295367005,4
"Yukon",2861,4,0.254582313038256,4
"Yukon",2862,6,0.278741317183847,4
"Yukon",2872,5,0.290809716027153,4
"Yukon",2876,4,0.303690504274516,4
"Yukon",2881,5,0.445983125051962,4
"Yukon",2884,4,0.461157629050069,4
"Yukon",2893,4,0.438833026588088,4
"Yukon",2900,5,0.466787120818103,4
"Yukon",2918,4,0.462429565081059,4
"Yukon",2919,6,0.453472998513373,4
"Yukon",2920,4,0.467335208702216,4
"Yukon",2931,4,0.361456223039252,4
"Yukon",2936,5,0.290323597688545,4
"Yukon",2943,4,0.437790717339817,4
"Yukon",2958,4,0.315572144686095,4
"Yukon",2960,4,0.439155457742446,4
"Yukon",2965,4,0.466318867352528,4
"Yukon",2968,4,0.341136790753901,4
"Yukon",2971,4,0.463808623754913,4
"Yukon",2973,4,0.439115637440878,4
"Yukon",2978,6,0.440363179302802,4
"Yukon",2980,4,0.454850161117993,4
"Yukon",2981,6,0.330042945411086,4
"Yukon",2983,5,0.462033727745755,4
"Yukon",2990,4,0.43878157330214,4
"Yukon",2991,5,0.271845552706019,4
"Yukon",2999,4,0.308652703690299,4
"Yukon",3006,4,0.467763282646434,4
"Yukon",3008,6,0.455188723229701,4
"Yukon",3013,4,0.438789009265084,4
"Yukon",3017,4,0.446339296708153,4
"Yukon",3022,4,0.383431963017088,4
"Yukon",3030,4,0.418237734646138,4
"Yukon",3033,4,0.292259315639191,4
"Yukon",3038,4,0.466658646733999,4
"Yukon",3041,4,0.439110428653327,4
"Yukon",3049,4,0.455925504030302,4
"Yukon",3054,5,0.438014032126229,4
"Yukon",3066,6,0.279523686418714,4
"Yukon",3068,4,0.437766096551734,4
"Yukon",3085,5,0.463778709992122,4
"Yukon",3086,5,0.438924764968748,4
"Yukon",3096,4,0.453105581013985,4
"Yukon",3099,5,0.439097323406614,4
"Yukon",3108,4,0.289886324046913,4
"Yukon",3128,4,0.438755856110761,4
"Yukon",3138,6,0.28639994262123,4
"Yukon",3154,5,0.480735103793002,4
"Yukon",3158,4,0.457580000340495,4
"Yukon",3163,4,0.294117923956396,4
"Yukon",3171,4,0.290259503275012,4
"Yukon",3176,4,0.436226193202305,4
"Yukon",3197,4,0.438285576018702,4
"Yukon",3202,6,0.458185416849032,4
"Yukon",3207,4,0.307662039875869,4
"Yukon",3218,4,0.285839132250385,4
"Yukon",3236,4,0.290653329981288,4
"Yukon",3242,4,0.286989793192363,4
"Yukon",3249,4,0.283740115197669,4
"Yukon",3253,4,0.319216452400155,4
"Yukon",3258,4,2,4
"Yukon",3279,4,0.446965689759873,4
"Yukon",3283,4,0.301200767546441,4
"Yukon",3286,4,0.466192421270694,4
"Yukon",3288,5,0.452228621646663,4
"Yukon",3297,4,0.464014575092637,4
"Yukon",3307,4,0.312194453659585,4
"Yukon",3326,5,0.450851569642156,4
"Yukon",3375,4,0.454503106441384,4
"Yukon",3376,5,0.438841754258069,4
"Yukon",3394,5,0.452598218608046,4
"Yukon",3404,4,0.467214867638919,4
"Yukon",3411,4,0.270391034728474,4
"Yukon",3413,4,0.438831022705528,4
"Yukon",3420,4,0.403157983050053,4
"Yukon",3433,4,0.285945850707496,4
"Yukon",3435,4,0.454322938211153,4
"Yukon",3439,4,0.341704104238248,4
"Yukon",3463,4,0.265357054846116,4
"Yukon",3466,4,0.462553775874103,4
"Yukon",3473,4,0.450335128989392,4
"Yukon",3478,4,0.529283454019231,4
"Yukon",3485,4,0.467909805516847,4
"Yukon",3490,4,0.27120028709007,4
"Yukon",3500,4,0.479231710867768,4
"Yukon",3541,4,0.423773655000796,4
"Yukon",3543,4,0.417320590111422,4
"Yukon",3544,4,0.309534033699577,4
"Yukon",3546,4,0.438965830330367,4
"Yukon",3547,4,0.286584431228585,4
"Yukon",3550,4,0.272798709757172,4
"Yukon",3556,4,0.265221384839857,4
"Yukon",3567,4,0.471977956768783,4
"Yukon",3569,5,0.327998721927007,4
"Yukon",3593,4,0.276765102021188,4
"Yukon",3594,4,0.449744481802271,4
"Yukon",3597,4,0.468217672161201,4
"Yukon",3598,4,0.270642995078549,4
"Yukon",3608,4,0.412242640032286,4
"Yukon",3622,4,0.290987107427718,4
"Yukon",3639,4,0.438840180692975,4
"Yukon",3641,4,0.439330457050696,4
"Yukon",3643,4,0.448462100028389,4
"Yukon",3647,5,0.270368546332163,4
"Yukon",3652,4,0.322270894216507,4
"Yukon",3654,4,0.279065385007888,4
"Yukon",3656,4,0.299655932725068,4
"Yukon",3665,4,0.44190186819644,4
"Yukon",3668,5,0.285494636253722,4
"Yukon",3688,5,0.310160027483157,4
"Yukon",3690,5,0.453984486345003,4
"Yukon",3707,5,0.473334206773735,4
"Yukon",3711,4,0.459105765413143,4
"Yukon",3716,5,0.458118435003304,4
"Yukon",3721,5,0.30998887023681,4
"Yukon",3759,4,0.52951490708103,4
"Yukon",3768,4,0.438814829923988,4
"Yukon",3774,4,0.455412090195706,4
"Yukon",3781,5,0.446538133040424,4
"Yukon",3783,4,0.268115300999403,4
"Yukon",3797,4,0.29191877362547,4
"Yukon",3799,4,0.278754191226111,4
"Yukon",3803,4,0.310169590604848,4
"Yukon",3813,4,0.527433393594131,4
"Yukon",3845,4,0.318516108765362,4
"Yukon",3850,4,0.272238964154063,4
"Yukon",3851,4,0.286635241496776,4
"Yukon",3867,4,2,4
"Yukon",3870,4,0.463757632198984,4
"Yukon",3872,4,0.270093051477042,4
"Yukon",3881,6,0.484189141390199,4
"Yukon",3882,4,0.463915182668908,4
"Yukon",3889,5,0.265418122937149,4
"Yukon",3900,4,0.460119539143795,4
"Yukon",3907,4,0.301771098907541,4
"Yukon",3914,4,0.466203755343066,4
"Yukon",3921,4,0.412679097327463,4
"Yukon",3922,4,0.311130200886671,4
"Yukon",3923,4,0.289521360142721,4
"Yukon",3928,5,0.456076963721627,4
"Yukon",3930,5,0.265655628262473,4
"Yukon",3943,4,0.439359089573118,4
"Yukon",3945,4,0.289304928907629,4
"Yukon",3947,4,0.266540397724128,4
"Yukon",3954,5,0.463676294305499,4
"Yukon",3968,7,0.300488332151996,4
"Yukon",3977,5,0.340653618354885,4
"Yukon",3984,5,0.2781037728164,4
"Yukon",3985,4,0.282568719688413,4
"Yukon",3988,5,0.267591579294032,4
"Yukon",3999,4,0.26271372477963,4
"Yukon",4001,4,0.270475644695233,4
"Yukon",4002,4,0.437527822625524,4
"Yukon",4011,5,0.311992874025068,4
"Yukon",4014,6,0.454119589883951,4
"Yukon",4027,4,0.277089582100293,4
"Yukon",4038,4,0.267283772917999,4
"Yukon",4040,4,0.2781037728164,4
"Yukon",4054,4,0.438931951143412,4
"Yukon",4070,4,0.463708400928718,4
"Yukon",4074,4,0.461102793382451,4
"Yukon",4086,5,0.337236630867894,4
"Yukon",4099,4,0.462745451528365,4
"Yukon",4114,4,0.439071042234621,4
"Yukon",4117,4,0.325302537204208,4
"Yukon",4122,4,0.327735996809916,4
"Yukon",4125,4,0.465044575034547,4
"Yukon",4128,5,0.455527040660808,4
"Yukon",4138,5,0.271006508157056,4
"Yukon",4142,4,0.313226689833061,4
"Yukon",4149,4,0.435786941676362,4
"Yukon",4152,4,0.289644916190753,4
"Yukon",4156,4,0.463382185782308,4
"Yukon",4158,4,0.287722966716485,4
"Yukon",4177,4,0.39126775475343,4
"Yukon",4180,4,0.46784803895636,4
"Yukon",4194,5,0.286155408148844,4
"Yukon",4196,5,0.41806132853858,4
"Yukon",4197,4,0.547948434100883,4
"Yukon",4200,4,0.517462451975944,4
"Yukon",4210,4,0.286832045245445,4
"Yukon",4213,4,0.456607710447206,4
"Yukon",4214,5,0.289863793423228,4
"Yukon",4223,4,0.292492103049593,4
"Yukon",4224,5,0.529518627040735,4
"Yukon",4227,4,0.285943914593542,4
"Yukon",4236,4,0.313785106403996,4
"Yukon",4241,4,0.439752509616972,4
"Yukon",4250,5,0.276512010403842,4
"Yukon",4272,4,0.458404883447536,4
"Yukon",4278,4,0.298510913686575,4
"Yukon",4282,4,0.463662804005267,4
"Yukon",4285,5,0.273085218304815,4
"Yukon",4293,4,0.466150938721071,4
"Yukon",4298,5,0.457679788979053,4
"Yukon",4303,4,0.462551220712454,4
"Yukon",4306,4,0.290987940947388,4
"Yukon",4315,4,0.280302257372442,4
"Yukon",4323,4,0.479728559004021,4
"Yukon",4324,5,0.453942003756118,4
"Yukon",4339,9,3.73756763996168e-16,4
"Yukon",4342,4,0.529076447530124,4
"Yukon",4343,4,0.377234431257569,4
"Yukon",4366,4,0.309765818328113,4
"Yukon",4367,4,0.26751752725694,4
"Yukon",4374,4,0.454520220642027,4
"Yukon",4381,4,0.300865244888002,4
"Yukon",4385,4,0.458355777669424,4
"Yukon",4397,4,0.458489364368008,4
"Yukon",4399,4,0.473062436260697,4
"Yukon",4407,4,0.528759431202227,4
"Yukon",4408,4,0.454000607163254,4
"Yukon",4410,5,0.297344675303856,4
"Yukon",4435,4,0.463368659471706,4
"Yukon",4455,4,0.257488853361726,4
"Yukon",4477,4,0.453876051906087,4
"Yukon",4481,4,0.310547016609273,4
"Yukon",4498,4,0.271927474011851,4
"Yukon",4501,4,0.440987288091068,4
"Yukon",4512,4,0.481032034527662,4
"Yukon",4516,4,0.287021229982574,4
"Yukon",4523,4,0.52591648680267,4
"Yukon",4530,4,0.439172107511776,4
"Yukon",4536,5,0.462506817139676,4
"Yukon",4547,4,0.466298018582208,4
"Yukon",4550,4,0.46353687414681,4
"Yukon",4553,5,0.296301939570569,4
"Yukon",4556,4,0.317623149536836,4
"Yukon",4557,5,0.290745337688775,4
"Yukon",4569,4,0.26782843880187,4
"Yukon",4571,4,0.460294084633538,4
"Yukon",4573,4,0.459246112046566,4
"Yukon",4583,4,0.353129465332378,4
"Yukon",4592,4,0.495865191000329,4
"Yukon",4620,4,0.266054790472928,4
"Yukon",4624,4,0.285780279808397,4
"Yukon",4628,5,0.284394126435159,4
"Yukon",4630,4,0.457756873178438,4
"Yukon",4631,4,0.441352917463043,4
"Yukon",4632,4,0.437946955198408,4
"Yukon",4634,4,0.261144071617876,4
"Yukon",4645,5,0.293924916988773,4
"Yukon",4648,4,0.296848349033678,4
"Yukon",4655,4,0.292355203839915,4
"Yukon",4657,5,0.444798755793009,4
"Yukon",4659,4,0.287388940673314,4
"Yukon",4689,4,0.277037447230721,4
"Yukon",4695,4,0.29439731260505,4
"Yukon",4701,4,0.439505737210135,4
"Yukon",4713,5,0.280094101610603,4
"Yukon",4720,4,0.457954418319183,4
"Yukon",4721,5,0.450654138957455,4
"Yukon",4732,5,0.298548882983667,4
"Yukon",4733,4,0.52259979279833,4
"Yukon",4737,4,0.343990953571716,4
"Yukon",4739,4,0.449331401923097,4
"Yukon",4759,4,0.305599666635634,4
"Yukon",4769,4,0.277541233516355,4
"Yukon",4773,4,0.286786749399946,4
"Yukon",4774,5,0.478637558164566,4
"Yukon",4783,4,0.48480657975441,4
"Yukon",4792,4,0.285390471689456,4
"Yukon",4805,4,0.269816335455422,4
"Yukon",4806,4,0.275237931313046,4
"Yukon",4810,4,0.291178211755574,4
"Yukon",4823,4,0.457643256093473,4
"Yukon",4825,4,0.476582320741179,4
"Yukon",4833,4,0.269689289641572,4
"Yukon",4837,5,0.301315975742095,4
"Yukon",4861,4,0.280776441200963,4
"Yukon",4864,5,0.294732943974476,4
"Yukon",4865,4,0.39657665285427,4
"Yukon",4869,4,0.278774353154769,4
"Yukon",4870,4,0.382786977307597,4
"Yukon",4876,4,0.457943775224905,4
"Yukon",4877,4,0.294007402403801,4
"Yukon",4884,4,0.45669374285275,4
"Yukon",4901,5,0.297434022259972,4
"Yukon",4903,4,0.288418706696839,4
"Yukon",4904,4,0.441063842832095,4
"Yukon",4905,5,0.365245219732018,4
"Yukon",4913,4,0.4644231390543,4
"Yukon",4916,4,0.446836476951667,4
"Yukon",4917,4,0.320304988749998,4
"Yukon",4919,4,0.298864540398014,4
"Yukon",4932,5,0.256113997843163,4
"Yukon",4933,6,0.455966847823292,4
"Yukon",4940,4,0.2914676545066,4
"Yukon",4982,4,0.457534082196464,4
"Yukon",4995,6,0.255445370585001,4
"Yukon",5006,4,0.39401994581963,4
"Yukon",5008,4,0.356523168994847,4
"Yukon",5009,6,0.276553477115338,4
"Yukon",5012,4,0.293622729939742,4
"Yukon",5025,5,0.378375866456478,4
"Yukon",5028,6,0.327585594143526,4
"Yukon",5033,4,0.288802783910556,4
"Yukon",5039,4,0.292505984818018,4
"Yukon",5042,4,0.232673645171675,4
"Yukon",5046,4,0.324350005924748,4
"Yukon",5062,4,0.456682643314614,4
"Yukon",5073,4,0.460499852540287,4
"Yukon",5085,4,0.288416093016185,4
"Yukon",5091,4,0.283238946137402,4
"Yukon",5094,4,0.456927102679817,4
"Yukon",5096,4,0.284290321082747,4
"Yukon",5098,4,0.309628262146052,4
"Yukon",5112,4,0.364826583111839,4
"Yukon",5128,4,0.463203361723261,4
"Yukon",5132,4,0.462650563689659,4
"Yukon",5134,5,0.463209422755066,4
"Yukon",5148,4,0.459055016351654,4
"Yukon",5151,4,0.496841479837286,4
"Yukon",5155,4,0.531963415748957,4
"Yukon",5167,4,0.458197611669963,4
"Yukon",5172,4,0.445496502720133,4
"Yukon",5178,4,0.456264070560212,4
"Yukon",5182,4,0.315961120975686,4
"Yukon",5198,4,0.463866749245983,4
"Yukon",5202,5,0.476977671525041,4
"Yukon",5207,4,0.441554488711275,4
"Yukon",5208,4,0.29903390672367,4
"Yukon",5225,6,0.265569465746021,4
"Yukon",5230,4,0.225825247290923,4
"Yukon",5236,4,0.460771393429585,4
"Yukon",5273,4,0.462203469771369,4
"Yukon",5275,4,0.261473956537707,4
"Yukon",5277,5,0.480825339989237,4
"Yukon",5285,5,0.458115387457355,4
"Yukon",5299,4,0.263071839178035,4
"Yukon",5306,4,0.404463733910972,4
"Yukon",5310,4,0.52391007751777,4
"Yukon",5321,4,0.262531571456512,4
"Yukon",5322,4,0.274075807385041,4
"Yukon",5333,5,0.28516707038116,4
"Yukon",5338,4,0.389491927465473,4
"Yukon",5342,4,0.34291150853208,4
"Yukon",5346,4,0.329297441320794,4
"Yukon",5356,5,0.416143365336129,4
"Yukon",5359,4,0.458635888551947,4
"Yukon",5361,6,0.398526504840287,4
"Yukon",5362,4,0.435521563843402,4
"Yukon",5366,4,0.451953209200969,4
"Yukon",5397,4,0.256126856268277,4
"Yukon",5398,4,0.497524680927671,4
"Yukon",5400,4,0.459039562563544,4
"Yukon",5402,4,0.367514481476713,4
"Yukon",5408,4,0.314979605257198,4
"Yukon",5428,4,0.294614433198591,4
"Yukon",5430,4,0.462516938806932,4
"Yukon",5434,7,0.293981882570429,4
"Yukon",5440,5,0.459343732116986,4
"Yukon",5454,5,0.264009980864446,4
"Yukon",5478,4,0.311950110405984,4
"Yukon",5485,4,0.298605251024602,4
"Yukon",5488,4,0.308693591045062,4
"Yukon",5498,4,0.412972899231432,4
"Yukon",5502,4,0.276339068901686,4
"Yukon",5505,4,0.521777923370458,4
"Yukon",5506,5,0.267680053557301,4
"Yukon",5519,5,0.272315481399424,4
"Yukon",5523,4,0.528854369478033,4
"Yukon",5530,4,0.260758576700464,4
"Yukon",5531,4,0.301567716941389,4
"Yukon",5541,7,0.277445582113435,4
"Yukon",5542,5,0.446867513373208,4
"Yukon",5548,4,0.258788027178006,4
"Yukon",5556,4,0.360176762738997,4
"Yukon",5563,4,0.465303827548407,4
"Yukon",5570,5,0.241530509071474,4
"Yukon",5573,4,0.287943808427186,4
"Yukon",5586,4,0.256147490117029,4
"Yukon",5587,4,0.312950000858469,4
"Yukon",5599,4,0.457128178531832,4
"Yukon",5605,4,0.465183641007372,4
"Yukon",5611,4,0.440057220874864,4
"Yukon",5618,4,0.409372490474985,4
"Yukon",5619,4,0.217167276613032,4
"Yukon",5632,4,0.306211901269873,4
"Yukon",5634,4,0.347153741409385,4
"Yukon",5642,4,0.469818302337176,4
"Yukon",5644,4,0.444126649415222,4
"Yukon",5651,4,0.307083586706079,4
"Yukon",5656,4,0.275106993275857,4
"Yukon",5659,4,0.542401422000536,4
"Yukon",5662,4,0.441948940331444,4
"Yukon",5679,4,0.284142208342662,4
"Yukon",5685,4,0.357196156635666,4
"Yukon",5694,4,0.319460302246663,4
"Yukon",5696,5,0.467175477286784,4
"Yukon",5700,4,0.275795792493776,4
"Yukon",5728,4,0.282242427934364,4
"Yukon",5729,4,0.291323860136898,4
"Yukon",5732,4,0.267821527480342,4
"Yukon",5733,4,0.508012043622208,4
"Yukon",5745,5,0.312394818004846,4
"Yukon",5777,4,0.456658018612763,4
"Yukon",5778,4,0.322385711214144,4
"Yukon",5779,4,0.335746436851209,4
"Yukon",5786,4,0.270471012512597,4
"Yukon",5791,4,0.279533200904808,4
"Yukon",5792,4,0.289238123372574,4
"Yukon",5795,5,0.323573526980185,4
"Yukon",5798,4,0.213446612350168,4
"Yukon",5808,4,0.463784484180313,4
"Yukon",5809,4,0.361735306707854,4
"Yukon",5810,5,0.3030932723873,4
"Yukon",5817,4,0.28373547849268,4
"Yukon",5818,4,0.274662981865797,4
"Yukon",5823,4,0.529517234191696,4
"Yukon",5826,4,0.436720201051698,4
"Yukon",5838,4,0.299209765898377,4
"Yukon",5845,4,0.260840191614165,4
"Yukon",5856,4,0.310205679903286,4
"Yukon",5861,4,0.309179039110413,4
"Yukon",5865,4,0.47364423126307,4
"Yukon",5872,4,0.413048553276581,4
"Yukon",5890,5,0.284847609518018,4
"Yukon",5892,4,0.366688391413818,4
"Yukon",5897,5,0.470811115676589,4
"Yukon",5903,4,0.462688060370904,4
"Yukon",5907,4,0.247228978091308,4
"Yukon",5914,4,0.515552134429323,4
"Yukon",5920,4,0.25700992712985,4
"Yukon",5929,4,0.447957217531743,4
"Yukon",5938,5,0.458216143869463,4
"Yukon",5944,4,0.463102466242396,4
"Yukon",5957,5,0.516388258337525,4
"Yukon",5959,4,0.271300018467882,4
"Yukon",5973,4,0.459415917103618,4
"Yukon",5975,4,0.320903995442237,4
"Yukon",5979,4,0.462076472187101,4
"Yukon",5985,4,0.423107564420539,4
"Yukon",5993,4,0.310988266017357,4
"Yukon",5996,5,0.255990964351372,4
"Yukon",5997,4,0.319035996282037,4
"Yukon",6003,4,0.322680174310577,4
"Yukon",6007,4,0.35779657180082,4
"Yukon",6019,4,0.457263353390219,4
"Yukon",6021,4,0.28514372838638,4
"Yukon",6030,4,0.515366104423202,4
"Yukon",6039,4,0.277789080219773,4
