basin,stream_order,n_units,n_units_zero_prod,mean_CV,median_CV,sd_CV,mean_unit_reaches,mean_unit_production
Kusko,1,0,2079,NA,NA,NA,1,0
Kusko,2,0,656,NA,NA,NA,5.339939024390244,0
Kusko,3,149,66,0.42512710934897746,0.2608832562835449,0.5142588970117301,23.655813953488373,159.413746075911
Kusko,4,55,20,0.3181295761733634,0.22868283247485646,0.41185369543827605,91.36,712.8913747271357
Kusko,5,17,7,0.2340910145375527,0.22960663880846738,0.08762580510662453,393.5,3480.4416871837816
Kusko,6,7,3,0.21148335717889666,0.21685094546342235,0.020310278566765653,1060.6,8808.869745577407
