"basin","reachid","stream_order","year_earlier","year_later","upstream_length_km","length_bin","mean_catchment_share","pct_change"
"Kuskokwim",1542,3,2017,2018,27.6653561692215,3,4.18733516158982e-05,174.990614110961
"Kuskokwim",1555,5,2017,2018,469.407357130831,7,0.00938570636200858,34.9533849177354
"Kuskokwim",1563,3,2017,2018,24.0606537483902,3,8.56789277471755e-05,63.7066949115849
"Kuskokwim",1570,3,2017,2018,28.8445919407544,3,0.000393482671021401,7.02902071711934
"Kuskokwim",1572,3,2017,2018,28.6008071692101,3,0.000329601660568891,11.1454978655744
"Kuskokwim",1585,4,2017,2018,144.515867411282,5,0.0017110892429935,39.4715399000124
"Kuskokwim",1590,4,2017,2018,148.209116662325,6,0.00185244487209923,44.0054217430117
"Kuskokwim",1591,4,2017,2018,252.407329235782,6,0.00498406666806817,32.6333798815628
"Kuskokwim",1593,3,2017,2018,45.9897089236798,4,0.000703566444434741,22.9803241087994
"Kuskokwim",1615,4,2017,2018,192.497038496435,6,0.0039358861798032,36.9827460627009
"Kuskokwim",1616,3,2017,2018,40.5641385836387,4,6.062732898509e-05,181.452883334753
"Kuskokwim",1628,4,2017,2018,88.939234278176,5,0.000957000951635783,45.3300417258703
"Kuskokwim",1629,3,2017,2018,25.9956785896144,3,0.000169308005312062,64.6412875195434
"Kuskokwim",1631,4,2017,2018,171.299605903456,6,0.00319308496667952,35.2977412341207
"Kuskokwim",1638,4,2017,2018,87.8047668681375,5,0.000859518562586412,39.7801373234241
"Kuskokwim",1643,3,2017,2018,18.2133256196787,2,0.000778911537940633,11.5607412123946
"Kuskokwim",1655,7,2017,2018,49812.5623592115,14,1,1.11022302462516e-14
"Kuskokwim",1669,3,2017,2018,35.6131942912537,3,0.000660164528435415,11.1771904407289
"Kuskokwim",1672,4,2017,2018,98.4953473713801,5,0.00106212769175508,49.4745350077872
"Kuskokwim",1676,3,2017,2018,20.3210774634677,2,0.00117176197509537,11.665646154036
"Kuskokwim",1682,4,2017,2018,189.004224020847,6,0.00373930919024666,35.196260239253
"Kuskokwim",1699,5,2017,2018,477.106904698344,7,0.0096495429438804,35.1294204574663
"Kuskokwim",1714,3,2017,2018,39.9559823520907,4,0.000990619019962743,10.8716010479151
"Kuskokwim",1715,7,2017,2018,49789.9404803444,14,1,1.11022302462516e-14
"Kuskokwim",1756,3,2017,2018,28.1960073804703,3,0.000247959387371081,65.7330261402904
"Kuskokwim",1758,7,2017,2018,49783.0807020256,14,1,1.11022302462516e-14
"Kuskokwim",1760,3,2017,2018,14.0535574565863,2,0.000391436839614587,12.0500998778296
"Kuskokwim",1770,3,2017,2018,67.3851897350695,4,0.00102851930286307,73.2492755754189
"Kuskokwim",1772,5,2017,2018,485.408367785906,7,0.00991563710404052,35.2347591720824
"Kuskokwim",1784,3,2017,2018,13.8219354430336,2,0.000340682059318412,9.97107214047297
"Kuskokwim",1785,3,2017,2018,31.9664724955119,3,0.00032173499364492,67.9763847329845
"Kuskokwim",1789,3,2017,2018,50.8824270978512,4,0.0009640167805429,73.3529246174726
"Kuskokwim",1805,7,2017,2018,49777.6421193938,14,1,1.11022302462516e-14
"Kuskokwim",1809,3,2017,2018,44.188677622357,4,0.00132264873640698,10.979088694254
"Kuskokwim",1814,3,2017,2018,32.2254592989985,3,0.000395519387485838,69.3896812471165
"Kuskokwim",1817,3,2017,2018,33.9485178298577,3,0.000469304855368833,70.3640067723791
"Kuskokwim",1819,3,2017,2018,48.2615904758879,4,0.000894707748778221,73.1137488443795
"Kuskokwim",1827,7,2017,2018,49768.8722863779,14,1,1.11022302462516e-14
"Kuskokwim",1837,3,2017,2018,15.4375784879565,2,0.00035097625200012,13.3379944924014
"Kuskokwim",1848,3,2017,2018,14.93489042696,2,0.000662309382117536,11.3990633946746
