basin,reachid,stream_order,n_upstream_reaches,n_unit_reaches,is_outlet,in_domain,nested,mean_production,sd_production,cv,n_years,prod_2015,prod_2016,prod_2018,prod_2021
Yukon,11496,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11497,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11498,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11505,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11507,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11508,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11509,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11510,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11511,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11514,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11519,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11521,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11523,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11526,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11528,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11535,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11536,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11537,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11538,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11539,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11542,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11546,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11547,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11548,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11552,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11554,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11556,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11557,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11561,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11564,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11565,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11567,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11572,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11573,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11574,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11577,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11581,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11582,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11583,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11584,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11586,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11590,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11591,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11592,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11593,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11595,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11596,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11599,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11603,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11604,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11605,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11606,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11609,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11612,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11613,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11616,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11618,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11619,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11620,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11622,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11624,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11625,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11627,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11628,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11629,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11632,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11633,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11634,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11636,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11637,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11638,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11645,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11648,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11651,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11653,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11655,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11656,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11657,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11658,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11659,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11660,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11661,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11665,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11666,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11667,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11676,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11677,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11679,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11681,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11683,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11685,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11686,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11687,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11689,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11692,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11698,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11700,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11702,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11703,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11705,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11708,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11709,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11710,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11713,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11714,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11715,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11716,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11720,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11721,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11722,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11723,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11724,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11727,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11728,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11732,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11733,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11734,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11736,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11737,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11739,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11742,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11745,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11747,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11749,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11750,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11753,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11755,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11757,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11761,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11767,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11769,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11770,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11771,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11776,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11777,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11780,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11781,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11782,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11783,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11787,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11791,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11793,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11797,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11798,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11801,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11802,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11805,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11806,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11808,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11811,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11816,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11817,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11818,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11819,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11820,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11822,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11824,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11827,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11828,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11830,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11832,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11833,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11834,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11835,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11837,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11839,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11840,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11842,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11846,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11849,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11850,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11851,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11852,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11853,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11855,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11858,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11859,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11860,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11861,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11863,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11864,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11865,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11867,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11870,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11871,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11878,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11879,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11880,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11883,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11886,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11887,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11888,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11889,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11891,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11898,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11900,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11901,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11903,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11909,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11911,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11912,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11915,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11921,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11923,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11924,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11925,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11931,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11933,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11935,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11936,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11937,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11938,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11940,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11941,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11942,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11944,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11945,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11948,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11949,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11951,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11952,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11955,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11958,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11960,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11962,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11963,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11970,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11971,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11972,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11975,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11978,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11979,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11980,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11984,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11985,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11986,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11987,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11991,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,11994,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,11995,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12000,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12001,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12003,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12004,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12005,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12008,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12013,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12014,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12015,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12017,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12019,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12021,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12022,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12023,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12025,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12026,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12028,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12029,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12030,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12031,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12032,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12034,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12035,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12036,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12037,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12038,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12046,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12049,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12050,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12051,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12052,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12053,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12055,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12060,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12063,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12071,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12072,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12073,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12074,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12083,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12084,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12085,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12089,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12090,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12091,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12095,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12096,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12097,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12098,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12101,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12102,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12105,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12106,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12107,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12109,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12110,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12111,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12112,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12113,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12114,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12117,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12118,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12120,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12122,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12123,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12125,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12126,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12127,3,0,1,0,TRUE,TRUE,0,0,NA,4,0,0,0,0
Yukon,12128,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12129,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12130,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12133,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12134,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12136,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12137,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12138,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12139,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12142,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12145,3,0,1,0,FALSE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12148,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12149,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12152,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
Yukon,12153,3,0,1,0,TRUE,FALSE,0,0,NA,4,0,0,0,0
