basin,reachid,stream_order,n_upstream_reaches,n_unit_reaches,is_outlet,in_domain,nested,mean_production,sd_production,cv,n_years,prod_2017,prod_2018,prod_2019,prod_2020,prod_2021,prod_2022
Kusko,3406,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3407,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3409,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3411,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3412,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3414,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3415,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3417,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3418,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3420,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3421,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3422,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3424,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3425,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3427,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3428,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3429,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3431,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3439,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3442,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3443,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3444,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3447,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3449,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3450,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3451,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3453,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3455,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3456,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3457,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3458,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3459,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3461,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3462,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3464,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3467,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3469,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3470,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3471,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3472,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3476,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3478,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3484,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3486,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3489,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3490,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3491,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3494,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3496,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3497,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3500,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3501,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3504,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3505,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3507,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3509,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3511,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3514,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3515,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3516,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3517,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3518,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3519,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3521,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3522,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3523,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3524,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3527,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3528,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3529,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3531,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3533,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3534,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3538,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3539,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3540,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3543,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3544,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3545,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3548,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3549,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3551,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3553,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3554,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3556,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3557,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3560,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3562,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3564,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3567,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3569,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3570,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3572,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3573,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3576,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3577,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3578,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3579,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3580,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3581,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3583,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3584,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3587,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3588,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3590,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3597,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3599,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3600,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3605,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3606,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3608,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3609,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3611,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3612,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3614,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3615,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3616,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3619,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3624,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3625,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3626,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3627,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3629,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3631,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3632,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3638,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3639,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3640,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3641,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3643,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3644,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3646,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3648,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3651,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3652,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3658,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3659,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3660,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3662,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3665,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3666,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3668,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3671,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3672,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3677,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3680,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3681,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3682,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3684,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3687,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3688,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3689,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3693,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3697,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3699,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3703,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3705,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3707,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3708,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3710,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3711,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3713,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3714,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3717,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3718,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3719,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3720,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3721,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3724,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3726,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3727,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3728,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3732,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3735,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3736,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3737,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3738,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3739,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3740,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3742,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3747,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3748,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3749,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3751,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3752,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3753,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3756,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3757,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3759,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3760,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3763,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3767,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3769,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3770,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3775,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3776,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3779,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3780,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3782,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3783,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3784,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3785,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3787,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3791,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3793,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3794,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3795,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3796,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3801,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3803,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3804,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3809,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3810,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3811,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3813,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3814,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3817,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3820,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3822,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3823,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3826,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3827,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3832,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3833,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3834,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3835,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3836,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3837,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3839,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3840,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3841,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3842,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3844,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3845,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3846,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3851,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3852,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3854,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3855,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3856,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3861,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3862,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3863,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3876,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3878,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3879,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3882,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3885,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3886,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3889,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3890,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3891,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3894,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3896,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3899,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3900,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3901,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3903,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3905,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3906,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3908,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3909,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3911,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3913,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3914,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3916,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3917,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3918,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3923,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3924,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3925,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3926,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3927,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3929,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3930,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3934,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3939,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3940,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3941,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3942,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3947,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3948,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3949,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3950,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3952,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3953,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3954,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3955,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3956,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3957,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3958,1,0,1,0,TRUE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3959,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3962,1,0,1,0,FALSE,FALSE,0,0,NA,6,0,0,0,0,0,0
Kusko,3964,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
Kusko,3967,1,0,1,0,TRUE,TRUE,0,0,NA,6,0,0,0,0,0,0
