"basin","stream_order","reachid","absolute_cv","basin_cv","cv_ratio_to_basin","anomaly_pct"
"Kuskokwim",3,10345,0.260994652927411,0.244254784482295,1.0685344546294,6.85344546294027
"Kuskokwim",3,10374,0.245912666353456,0.244254784482295,1.00678751032319,0.67875103231867
"Kuskokwim",3,10432,0.322654804243723,0.244254784482295,1.32097639326738,32.0976393267381
"Kuskokwim",3,10461,0.259418841490025,0.244254784482295,1.0620829476887,6.20829476887041
"Kuskokwim",3,10494,0.212442338736502,0.244254784482295,0.869757123434777,-13.0242876565223
"Kuskokwim",3,10524,0.324519009569923,0.244254784482295,1.32860860948026,32.8608609480263
"Kuskokwim",3,10613,0.279010746764081,0.244254784482295,1.14229388527825,14.2293885278245
"Kuskokwim",3,10619,0.32188060464432,0.244254784482295,1.31780675382288,31.7806753822881
"Kuskokwim",3,10639,0.304076329479725,0.244254784482295,1.24491452695276,24.4914526952761
"Kuskokwim",3,10641,0.242964762131274,0.244254784482295,0.994718538047248,-0.528146195275214
"Kuskokwim",3,10646,0.321217138690477,0.244254784482295,1.31509046740397,31.509046740397
"Kuskokwim",3,10656,0.298607523087428,0.244254784482295,1.22252476536063,22.2524765360629
"Kuskokwim",3,10691,0.186943357008047,0.244254784482295,0.765362109095546,-23.4637890904454
"Kuskokwim",3,10692,0.261616062417309,0.244254784482295,1.07107855828418,7.10785582841786
"Kuskokwim",3,10814,0.17226853631738,0.244254784482295,0.705282136775776,-29.4717863224224
"Kuskokwim",3,10870,0.333511579452853,0.244254784482295,1.36542496049664,36.5424960496643
"Kuskokwim",3,10871,0.294407116867664,0.244254784482295,1.20532794267129,20.5327942671292
"Kuskokwim",3,10886,0.323195994655535,0.244254784482295,1.32319207314836,32.3192073148365
"Kuskokwim",3,10891,0.267975782662405,0.244254784482295,1.09711579746693,9.71157974669279
"Kuskokwim",3,10943,0.297892999033765,0.244254784482295,1.21959944270962,21.9599442709619
"Kuskokwim",3,10969,0.265271215442646,0.244254784482295,1.08604306771266,8.60430677126607
"Kuskokwim",3,11015,0.32052715590382,0.244254784482295,1.31226561880123,31.2265618801232
"Kuskokwim",3,11070,0.207952557618173,0.244254784482295,0.851375575135343,-14.8624424864657
"Kuskokwim",3,11093,0.188708175291367,0.244254784482295,0.77258742624567,-22.741257375433
"Kuskokwim",3,11131,0.324606130323568,0.244254784482295,1.32896528930469,32.8965289304691
"Kuskokwim",3,11153,0.336065867455456,0.244254784482295,1.37588243426944,37.5882434269436
"Kuskokwim",3,11186,0.292668251477609,0.244254784482295,1.1982088788882,19.8208878888199
"Kuskokwim",3,11220,0.313658314943759,0.244254784482295,1.2841439958221,28.4143995822095
"Kuskokwim",3,11290,0.171401666553646,0.244254784482295,0.701733097744377,-29.8266902255623
"Kuskokwim",3,11386,0.29558018256202,0.244254784482295,1.21013057405819,21.0130574058194
"Kuskokwim",3,11459,0.313154588511669,0.244254784482295,1.28208169668164,28.2081696681641
"Kuskokwim",3,11465,0.236216614603395,0.244254784482295,0.96709104431286,-3.29089556871399
"Kuskokwim",3,11479,0.270538582979706,0.244254784482295,1.10760812138489,10.7608121384891
