focal_reach,stream_order,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021
9222,3,0,0,0,0,0
9225,3,0,0,0,0,0
9228,3,0,0,0,0,0
9233,3,0,0,0,0,0
9248,3,0,0,0,0,0
9262,3,0,0,0,0,0
9268,3,0,0,0,0,0
9282,3,0,0,0,0,0
9315,3,0,0,0,0,0
9319,3,0,0,0,0,0
9323,3,0,0,0,0,0
9328,3,0,0,0,0,0
9332,3,0,0,0,0,0
9354,3,0,0,0,0,0
9368,3,0,0,0,0,0
9390,3,0,0,0,0,0
9397,3,0,0,0,0,0
9406,3,30.93215822627124,32.24705960294627,49.2402013553029,29.279016692357107,31.11399195936444
9407,3,0,0,0,0,0
9416,3,0,0,0,0,0
9421,3,0,0,0,0,0
9427,3,0,0,0,0,0
9446,3,0,0,0,0,0
9450,3,0,0,0,0,0
9455,3,0,0,0,0,0
9459,3,0,0,0,0,0
9460,3,0,0,0,0,0
9494,3,0,0,0,0,0
9501,3,0,0,0,0,0
9504,3,0,0,0,0,0
9508,3,0,0,0,0,0
9510,3,0,0,0,0,0
9511,3,0,0,0,0,0
9523,3,0,0,0,0,0
9525,3,0,0,0,0,0
9540,3,0,0,0,0,0
9542,3,0,0,0,0,0
9553,3,0,0,0,0,0
9557,3,0,0,0,0,0
9564,3,0,0,0,0,0
9566,3,0,0,0,0,0
9569,3,0,0,0,0,0
9590,3,0,0,0,0,0
9596,3,0,0,0,0,0
9609,3,0,0,0,0,0
9628,3,0,0,0,0,0
9632,3,0,0,0,0,0
9637,3,0,0,0,0,0
9641,3,0,0,0,0,0
9643,3,0,0,0,0,0
9644,3,0,0,0,0,0
9647,3,0,0,0,0,0
9649,3,0,0,0,0,0
9664,3,0,0,0,0,0
9668,3,0,0,0,0,0
9674,3,0,0,0,0,0
9687,3,0,0,0,0,0
9690,3,0,0,0,0,0
9718,3,0,0,0,0,0
9719,3,0,0,0,0,0
9720,3,0,0,0,0,0
9729,3,0,0,0,0,0
9731,3,0,0,0,0,0
9732,3,0,0,0,0,0
9746,3,0.13110245855162686,0.14516816252480097,0.2195006110390592,0.1481010854579383,0.1251377655750587
9752,3,0,0,0,0,0
9765,3,0,0,0,0,0
9767,3,0,0,0,0,0
9786,3,0,0,0,0,0
9787,3,0,0,0,0,0
9790,3,109.77846965560168,105.8149379149036,198.5302899844764,115.82085410142732,116.83196900538262
9791,3,0,0,0,0,0
9794,3,0,0,0,0,0
9803,3,0,0,0,0,0
9804,3,0,0,0,0,0
9814,3,110.17465918317494,106.74842362899965,199.24502052471504,116.09882373604808,116.88665422169736
9818,3,0,0,0,0,0
9826,3,128.79573471928205,165.7349050096291,233.5581784960649,170.85445504312457,125.03932149493843
9838,3,0,0,0,0,0
9840,3,0,0,0,0,0
9845,3,0,0,0,0,0
9850,3,0,0,0,0,0
9853,3,0,0,0,0,0
9860,3,0,0,0,0,0
9862,3,0,0,0,0,0
9878,3,0,0,0,0,0
9897,3,50.70187555251026,55.2591484107158,79.84489059430477,58.2176779275799,47.68244431199097
9909,3,0,0,0,0,0
9919,3,0,0,0,0,0
9926,3,88.42414276622242,61.06808882705453,128.7712657532964,80.18945670579598,89.99219950783913
9946,3,0,0,0,0,0
9949,3,0,0,0,0,0
9953,3,0,0,0,0,0
9957,3,0,0,0,0,0
9958,3,0,0,0,0,0
9965,3,0,0,0,0,0
9970,3,76.62369904041755,86.07303111162258,126.75215868891202,89.16830701897649,72.7088204598024
9976,3,0,0,0,0,0
9985,3,0,0,0,0,0
9990,3,0,0,0,0,0
9995,3,0,0,0,0,0
9996,3,0,0,0,0,0
10000,3,117.46052345860704,123.5662640281236,210.931659534007,120.0340931168189,117.4471959520488
10005,3,0,0,0,0,0
10006,3,0,0,0,0,0
10030,3,0,0,0,0,0
10041,3,0,0,0,0,0
10052,3,0,0,0,0,0
10053,3,0,0,0,0,0
10059,3,0,0,0,0,0
10064,3,0,0,0,0,0
10067,3,0,0,0,0,0
10077,3,0,0,0,0,0
10079,3,0.8371724500720801,0.927163988451656,1.4031050495820443,0.9453891147833527,0.7991469269700454
10087,3,0,0,0,0,0
10091,3,0,0,0,0,0
10096,3,0,0,0,0,0
10100,3,0,0,0,0,0
10102,3,0,0,0,0,0
10104,3,0,0,0,0,0
10114,3,0,0,0,0,0
10115,3,0,0,0,0,0
10117,3,0,0,0,0,0
10150,3,0,0,0,0,0
10156,3,0,0,0,0,0
10159,3,0,0,0,0,0
10161,3,0,0,0,0,0
10168,3,0,0,0,0,0
10170,3,0,0,0,0,0
10172,3,0,0,0,0,0
10175,3,25.80147961499263,29.248215314437875,38.103124684970595,22.481172543675395,23.642623776580074
10176,3,81.26953464857407,91.36322645444923,134.15935674030686,94.81220222816371,77.10576706195847
10186,3,61.147399513029214,66.78497847351764,96.52882678207756,70.340088356943,57.54673350902022
10191,3,79.302894593224,89.12288578676346,130.82126141659566,92.51822735867646,75.23579305099561
10198,3,0,0,0,0,0
10203,3,52.57181131176716,58.72484288862571,86.5126046158176,60.899602422969565,49.8660178085236
10210,3,0,0,0,0,0
10212,3,0,0,0,0,0
10222,3,0,0,0,0,0
10254,3,0,0,0,0,0
10261,3,0,0,0,0,0
10270,3,0,0,0,0,0
10287,3,0,0,0,0,0
10291,3,77.086529840751,84.74762111626545,123.36347643016336,88.78051754530013,72.7484102185231
10306,3,0,0,0,0,0
10310,3,0,0,0,0,0
10313,3,52.30739025428869,61.01724236901637,73.67340842520969,43.14320624039189,43.23716571213875
10314,3,0,0,0,0,0
10320,3,0,0,0,0,0
10326,3,0,0,0,0,0
10330,3,114.50025651421812,119.28531217174056,197.2101237807728,119.52418171201298,111.2789869549098
10335,3,0,0,0,0,0
10338,3,0,0,0,0,0
10339,3,0,0,0,0,0
10340,3,0,0,0,0,0
10341,3,0,0,0,0,0
10346,3,0,0,0,0,0
10362,3,0,0,0,0,0
10367,3,0,0,0,0,0
10373,3,0,0,0,0,0
10374,3,56.497900806265704,67.74196886884422,82.18856535879267,48.747895684496655,46.63872869096986
10384,3,0,0,0,0,0
10385,3,0,0,0,0,0
10402,3,0,0,0,0,0
10414,3,0,0,0,0,0
10418,3,0,0,0,0,0
10421,3,0,0,0,0,0
10425,3,0,0,0,0,0
10455,3,0,0,0,0,0
10459,3,0,0,0,0,0
10466,3,0,0,0,0,0
10468,3,0,0,0,0,0
10469,3,0,0,0,0,0
10473,3,0,0,0,0,0
10474,3,0,0,0,0,0
10475,3,0,0,0,0,0
10487,3,0,0,0,0,0
10501,3,0,0,0,0,0
10502,3,0,0,0,0,0
10513,3,0,0,0,0,0
10514,3,0,0,0,0,0
10516,3,0,0,0,0,0
10520,3,0,0,0,0,0
10524,3,0,0,0,0,0
10528,3,0,0,0,0,0
10531,3,0,0,0,0,0
10532,3,0,0,0,0,0
10540,3,0,0,0,0,0
10550,3,0,0,0,0,0
10560,3,0,0,0,0,0
10563,3,0,0,0,0,0
10565,3,0,0,0,0,0
10580,3,0,0,0,0,0
10582,3,0,0,0,0,0
10583,3,0,0,0,0,0
10586,3,0,0,0,0,0
10597,3,0,0,0,0,0
10598,3,0,0,0,0,0
10605,3,0,0,0,0,0
10608,3,231.37293591674228,239.304377266638,306.0454314377972,139.4930680092676,160.7334533571079
10609,3,0,0,0,0,0
10618,3,0,0,0,0,0
10628,3,0,0,0,0,0
10632,3,0,0,0,0,0
10636,3,0,0,0,0,0
10638,3,0,0,0,0,0
10644,3,0,0,0,0,0
10648,3,0,0,0,0,0
10649,3,0,0,0,0,0
10651,3,0,0,0,0,0
10653,3,111.69737461701506,111.16892293809144,196.55645033794912,115.04547909387264,114.14832421656608
10654,3,0,0,0,0,0
10663,3,81.74670317786031,91.53109397945896,122.2302312175828,72.24352416827298,76.19590254512622
10669,3,0,0,0,0,0
10678,3,0,0,0,0,0
10683,3,0,0,0,0,0
10684,3,0,0,0,0,0
10693,3,0,0,0,0,0
10697,3,0,0,0,0,0
10703,3,0,0,0,0,0
10706,3,71.1792061438106,88.29627688594694,107.59764136380508,65.00910353806326,58.42440506564247
10708,3,0,0,0,0,0
10723,3,0,0,0,0,0
10724,3,0,0,0,0,0
10733,3,0,0,0,0,0
10737,3,0,0,0,0,0
10745,3,0,0,0,0,0
10746,3,0,0,0,0,0
10750,3,0,0,0,0,0
10766,3,0,0,0,0,0
10769,3,0,0,0,0,0
10771,3,0,0,0,0,0
10780,3,0,0,0,0,0
10782,3,0,0,0,0,0
10787,3,0,0,0,0,0
10789,3,0,0,0,0,0
10801,3,0,0,0,0,0
10806,3,0,0,0,0,0
10816,3,0,0,0,0,0
10818,3,0,0,0,0,0
10833,3,0,0,0,0,0
10860,3,0,0,0,0,0
10862,3,0,0,0,0,0
10871,3,0,0,0,0,0
10873,3,41.83948936072256,46.420546279826034,69.71619942704649,47.56894663312826,39.86171547947844
10881,3,0,0,0,0,0
10882,3,0,0,0,0,0
10884,3,0,0,0,0,0
10885,3,0,0,0,0,0
10886,3,0,0,0,0,0
10887,3,0,0,0,0,0
10888,3,0,0,0,0,0
10892,3,0,0,0,0,0
10901,3,0,0,0,0,0
10909,3,0,0,0,0,0
10913,3,0,0,0,0,0
10914,3,0,0,0,0,0
10916,3,0,0,0,0,0
10925,3,116.13167223702092,123.21256461093152,201.5974681644532,120.94694809560468,110.27587588318828
10929,3,0,0,0,0,0
10930,3,0,0,0,0,0
10932,3,0,0,0,0,0
10944,3,0,0,0,0,0
10950,3,0,0,0,0,0
10958,3,0,0,0,0,0
10959,3,108.640661536022,103.91160964665858,187.41468011245263,109.76377544607296,113.74670913351753
10960,3,0,0,0,0,0
10969,3,0,0,0,0,0
10973,3,0,0,0,0,0
10974,3,0,0,0,0,0
10997,3,0,0,0,0,0
11001,3,0,0,0,0,0
11002,3,0,0,0,0,0
11026,3,0,0,0,0,0
11032,3,0,0,0,0,0
11035,3,0,0,0,0,0
11046,3,0,0,0,0,0
11054,3,0,0,0,0,0
11057,3,61.00668080163753,67.73162528992162,101.47043257938078,69.52038782556166,58.08255386794474
11058,3,0,0,0,0,0
11074,3,0,0,0,0,0
11078,3,0,0,0,0,0
11086,3,0,0,0,0,0
11094,3,0,0,0,0,0
11095,3,0,0,0,0,0
11096,3,0,0,0,0,0
11099,3,0,0,0,0,0
11102,3,0,0,0,0,0
11105,3,0,0,0,0,0
11108,3,0,0,0,0,0
11116,3,0,0,0,0,0
11118,3,0,0,0,0,0
11123,3,0,0,0,0,0
11126,3,0,0,0,0,0
11132,3,0,0,0,0,0
11139,3,0,0,0,0,0
11148,3,0,0,0,0,0
11155,3,96.68559403160702,109.8175246738208,161.61294418578686,113.42119764909714,91.75778073633734
11161,3,0,0,0,0,0
11173,3,0,0,0,0,0
11179,3,0,0,0,0,0
11194,3,68.62619636190125,83.8231508967571,120.07730299369344,86.15405873277211,64.63931267136054
11218,3,0,0,0,0,0
11219,3,0,0,0,0,0
11223,3,0,0,0,0,0
11235,3,0,0,0,0,0
11237,3,0,0,0,0,0
11252,3,0,0,0,0,0
11260,3,0,0,0,0,0
11262,3,0,0,0,0,0
11281,3,0,0,0,0,0
11282,3,0,0,0,0,0
11293,3,0,0,0,0,0
11304,3,0,0,0,0,0
11318,3,0,0,0,0,0
11332,3,0,0,0,0,0
11333,3,47.15790099718705,57.54228368130181,58.31778623310323,34.17646025244935,36.939711999656005
11334,3,0,0,0,0,0
11357,3,0,0,0,0,0
11359,3,0,0,0,0,0
11361,3,0,0,0,0,0
11368,3,0,0,0,0,0
11376,3,49.87364965677231,59.91958281800182,61.845198627787425,36.01212895598881,38.91111476441887
11379,3,0,0,0,0,0
11398,3,0,0,0,0,0
11408,3,0,0,0,0,0
11410,3,0,0,0,0,0
11411,3,0,0,0,0,0
11412,3,0,0,0,0,0
11414,3,0,0,0,0,0
11419,3,0,0,0,0,0
11426,3,0,0,0,0,0
11429,3,0,0,0,0,0
11436,3,0,0,0,0,0
11440,3,0,0,0,0,0
11444,3,0,0,0,0,0
11450,3,0,0,0,0,0
11458,3,0,0,0,0,0
11463,3,0,0,0,0,0
11464,3,0,0,0,0,0
11476,3,0,0,0,0,0
11477,3,0,0,0,0,0
11488,3,0,0,0,0,0
11492,3,0,0,0,0,0
11497,3,0,0,0,0,0
11507,3,0,0,0,0,0
11510,3,0,0,0,0,0
11511,3,0,0,0,0,0
11519,3,0,0,0,0,0
11526,3,0,0,0,0,0
11536,3,0,0,0,0,0
11548,3,0,0,0,0,0
11554,3,0,0,0,0,0
11564,3,0,0,0,0,0
11584,3,0,0,0,0,0
11590,3,0,0,0,0,0
11591,3,0,0,0,0,0
11596,3,0,0,0,0,0
11605,3,0,0,0,0,0
11618,3,0,0,0,0,0
11622,3,0,0,0,0,0
11625,3,82.68682920808477,83.47333910642621,116.4461376017456,90.692388747846607,75.76621591807091
11633,3,0,0,0,0,0
11648,3,0,0,0,0,0
11656,3,0,0,0,0,0
11659,3,0,0,0,0,0
11681,3,35.285593250559046,39.36595261268104,56.80096415703907,41.42604529125919,33.43681644939657
11689,3,0,0,0,0,0
11692,3,0,0,0,0,0
11709,3,0,0,0,0,0
11713,3,0,0,0,0,0
11714,3,0,0,0,0,0
11720,3,0,0,0,0,0
11721,3,0,0,0,0,0
11723,3,0,0,0,0,0
11732,3,0,0,0,0,0
11736,3,0,0,0,0,0
11742,3,0,0,0,0,0
11750,3,0,0,0,0,0
11770,3,0,0,0,0,0
11776,3,0,0,0,0,0
11780,3,0,0,0,0,0
11781,3,0,0,0,0,0
11793,3,0,0,0,0,0
11797,3,0,0,0,0,0
11798,3,0,0,0,0,0
11816,3,0,0,0,0,0
11818,3,0,0,0,0,0
11819,3,0,0,0,0,0
11832,3,0,0,0,0,0
11833,3,0,0,0,0,0
11835,3,0,0,0,0,0
11840,3,0,0,0,0,0
11849,3,0,0,0,0,0
11855,3,0,0,0,0,0
11858,3,0,0,0,0,0
11860,3,0,0,0,0,0
11861,3,0,0,0,0,0
11871,3,0,0,0,0,0
11879,3,0,0,0,0,0
11880,3,63.57069271896842,73.5875560127295,83.758089500842,48.42029524911688,50.21597783880401
11886,3,0,0,0,0,0
11891,3,0,0,0,0,0
11901,3,0,0,0,0,0
11909,3,98.5860201092389,117.30153997937236,166.86851581438967,123.95346385732488,97.06602455798196
11936,3,137.64427447665545,174.0693295914271,246.7259023655436,183.63534755513507,143.76642679677587
11938,3,0,0,0,0,0
11940,3,111.61805153448384,128.37763521593314,155.8676441954514,91.11332839684673,94.43830536146294
11942,3,0,0,0,0,0
11952,3,0,0,0,0,0
11960,3,0,0,0,0,0
11970,3,53.80564258160457,55.2575732798125,108.74080257430948,63.27384147929908,61.7184096033062
11971,3,0,0,0,0,0
11979,3,0,0,0,0,0
11984,3,0,0,0,0,0
11986,3,0,0,0,0,0
11987,3,0,0,0,0,0
11995,3,0,0,0,0,0
12004,3,0,0,0,0,0
12008,3,0,0,0,0,0
12023,3,74.71177714783191,86.37219208200376,102.24230773685764,59.557022387752326,61.57835405373432
12032,3,0,0,0,0,0
12034,3,0,0,0,0,0
12050,3,0,0,0,0,0
12053,3,0,0,0,0,0
12073,3,0,0,0,0,0
12085,3,0,0,0,0,0
12089,3,0,0,0,0,0
12097,3,125.16244816894414,141.5271510865861,205.5276228069901,147.80834413842624,118.89745594266688
12098,3,0,0,0,0,0
12101,3,0,0,0,0,0
12105,3,231.8079309634975,241.7318981505408,312.50737775983185,143.14152940281858,160.61689437676188
12109,3,0,0,0,0,0
12111,3,0,0,0,0,0
12113,3,0,0,0,0,0
12118,3,0,0,0,0,0
12123,3,0,0,0,0,0
12127,3,0,0,0,0,0
12129,3,0,0,0,0,0
12130,3,0,0,0,0,0
12133,3,0,0,0,0,0
12136,3,0,0,0,0,0
12142,3,0,0,0,0,0
12165,3,0,0,0,0,0
12169,3,83.37511618743025,97.59766465346851,118.17723709728556,69.34610633644128,69.23764893777818
12170,3,0,0,0,0,0
12172,3,0,0,0,0,0
12173,3,0,0,0,0,0
12179,3,0,0,0,0,0
12180,3,0,0,0,0,0
12189,3,0,0,0,0,0
12196,3,0,0,0,0,0
12210,3,106.49848846568092,113.44482867924296,164.51717011668225,126.23566027538308,108.87646575470316
12217,3,0,0,0,0,0
12220,3,0,0,0,0,0
12223,3,102.10853591041516,117.5462980394415,170.62385968764147,119.34946047821022,86.5576852519794
12239,3,0,0,0,0,0
12244,3,0,0,0,0,0
12250,3,0,0,0,0,0
12255,3,0,0,0,0,0
12258,3,0,0,0,0,0
12262,3,0,0,0,0,0
12269,3,0,0,0,0,0
12274,3,0,0,0,0,0
12281,3,0,0,0,0,0
12292,3,85.7732405207661,99.56696632958597,140.9685489303681,109.70280757000364,90.47184043615891
12294,3,137.71068091277385,177.11871254103193,250.97184628312792,184.63982798543955,141.41400315745176
12300,3,125.52905537120972,145.7451905337542,174.42567552252322,101.74453151529082,102.25840076045002
12304,3,0,0,0,0,0
12307,3,0,0,0,0,0
12314,3,0,0,0,0,0
12335,3,0,0,0,0,0
12341,3,0,0,0,0,0
12346,3,115.35135235217042,135.64517682719958,195.66007197970632,138.58461093677772,100.13161141873437
12348,3,0,0,0,0,0
12359,3,139.1312731830183,171.1677464805349,243.38831209302225,184.83254039985755,151.6027514076168
12377,3,0,0,0,0,0
12384,3,0,0,0,0,0
12395,3,136.92493638825988,176.27239390025804,249.5415485927844,182.63381549325933,137.27418853995965
12399,3,0,0,0,0,0
12400,3,0,0,0,0,0
12404,3,0,0,0,0,0
12411,3,0,0,0,0,0
12431,3,0,0,0,0,0
12433,3,0,0,0,0,0
12438,3,136.96370861638488,170.27753465708668,241.1387592520015,181.33104008699937,143.7400261401982
12450,3,0,0,0,0,0
12451,3,0,0,0,0,0
12452,3,0,0,0,0,0
12453,3,0,0,0,0,0
12455,3,0,0,0,0,0
12456,3,0,0,0,0,0
12458,3,0,0,0,0,0
12464,3,0,0,0,0,0
12467,3,0,0,0,0,0
12480,3,0,0,0,0,0
12481,3,130.58735279465776,135.78371406882323,176.82844624721565,118.0277128687223,85.09860249880234
12485,3,0,0,0,0,0
12489,3,0,0,0,0,0
12490,3,0,0,0,0,0
12491,3,0,0,0,0,0
12494,3,0,0,0,0,0
12497,3,0,0,0,0,0
12507,3,0,0,0,0,0
12512,3,102.35241864304992,63.007553164612574,112.35489384378276,68.44482904040301,98.78221247371758
12513,3,0,0,0,0,0
12516,3,132.3541449280642,137.9039427351479,180.15475335497916,117.79074584733812,86.72943719310373
12526,3,0,0,0,0,0
12530,3,0,0,0,0,0
12533,3,0,0,0,0,0
12543,3,116.81771207926975,139.31737878485285,200.13669770652072,142.75991320342365,103.0592327969351
12547,3,0,0,0,0,0
12555,3,0,0,0,0,0
12556,3,0,0,0,0,0
12564,3,0,0,0,0,0
12580,3,0,0,0,0,0
12591,3,0,0,0,0,0
12599,3,0,0,0,0,0
12601,3,0,0,0,0,0
12606,3,0,0,0,0,0
12621,3,0,0,0,0,0
12622,3,0,0,0,0,0
12623,3,0,0,0,0,0
12630,3,102.10188817278814,67.79561795169207,115.70116007384772,70.17141429448856,100.81602534405252
12637,3,0,0,0,0,0
12655,3,0,0,0,0,0
12665,3,0,0,0,0,0
12673,3,0,0,0,0,0
12686,3,0,0,0,0,0
12697,3,0,0,0,0,0
12699,3,0,0,0,0,0
12705,3,106.79923227841752,133.5961092136791,189.22710663353715,142.32249508299617,113.2785099104217
12714,3,0,0,0,0,0
12734,3,0,0,0,0,0
12747,3,113.57638353210484,143.6911016717855,203.45121234790793,148.09685401262772,108.3040024223863
12752,3,0,0,0,0,0
12755,3,0,0,0,0,0
12756,3,0,0,0,0,0
12757,3,0,0,0,0,0
12759,3,0,0,0,0,0
12760,3,0,0,0,0,0
12765,3,67.0817161331177,77.59114703933649,91.9163952040738,53.423448637057625,54.013285804874954
12771,3,0,0,0,0,0
12776,3,0,0,0,0,0
12783,3,0,0,0,0,0
12788,3,0,0,0,0,0
12790,3,0,0,0,0,0
12792,3,0,0,0,0,0
12806,3,0,0,0,0,0
12807,3,0,0,0,0,0
12814,3,10.655098600605363,11.087888585265338,17.346560618166624,10.44271657039126,10.639818142388329
12822,3,0,0,0,0,0
12827,3,0,0,0,0,0
12831,3,0,0,0,0,0
12833,3,0,0,0,0,0
12839,3,0,0,0,0,0
12842,3,0,0,0,0,0
12845,3,0,0,0,0,0
12863,3,0,0,0,0,0
12868,3,0,0,0,0,0
12883,3,0,0,0,0,0
12895,3,66.98577766221595,77.4685653045906,91.70224450950832,53.29343980720671,53.97183884557156
12896,3,0,0,0,0,0
12899,3,0,0,0,0,0
12907,3,0,0,0,0,0
12914,3,0,0,0,0,0
12941,3,0,0,0,0,0
12942,3,0,0,0,0,0
12946,3,0,0,0,0,0
12948,3,0,0,0,0,0
12949,3,0,0,0,0,0
12955,3,87.76945080855323,100.51247658449964,125.32874278118206,74.41919027483443,76.49880338428093
12957,3,0,0,0,0,0
12958,3,0,0,0,0,0
12991,3,85.341882906338,96.380377655324,125.80836603565488,76.32898159975596,76.45026996286927
12992,3,0,0,0,0,0
13002,3,0,0,0,0,0
13026,3,0,0,0,0,0
13028,3,0,0,0,0,0
13034,3,0,0,0,0,0
13035,3,85.21185030684794,54.56525940217128,70.71091544883079,67.51572160232276,62.16643445821122
13047,3,0,0,0,0,0
13049,3,0,0,0,0,0
13052,3,0,0,0,0,0
13056,3,0,0,0,0,0
13061,3,0,0,0,0,0
13063,3,52.246515116902714,49.012152033649734,67.53396054102524,54.734100174733776,46.774300671894025
13065,3,0,0,0,0,0
13069,3,0,0,0,0,0
13072,3,0,0,0,0,0
13078,3,52.41663676791136,49.30396005485041,67.97299787897282,55.070189815929226,47.00042988336295
13083,3,0,0,0,0,0
13090,3,0,0,0,0,0
13094,3,46.70153298441983,53.92559839420389,63.04051098326411,36.53938204309073,37.330196069108645
13096,3,0,0,0,0,0
13098,3,0,0,0,0,0
13104,3,0,0,0,0,0
13109,3,87.75645638995042,99.31177487081938,128.87916060790036,77.96288753247714,78.35927240746267
13110,3,0,0,0,0,0
13117,3,85.46225438277997,53.47430428384395,69.84973135754956,66.54121870356174,61.6681241820832
13120,3,66.91498977478986,63.96438875577158,88.46083472114064,71.5818599775243,60.616284670588314
13121,3,0,0,0,0,0
13125,3,0,0,0,0,0
13128,3,0,0,0,0,0
13130,3,133.64528826966148,172.77876814350165,247.1465812773506,183.72618716781156,152.02000866250896
13135,3,25.782448608629675,24.317494567896652,33.47624819375811,26.949960948502618,23.061458481113565
13141,3,0,0,0,0,0
13145,3,0,0,0,0,0
13149,3,0,0,0,0,0
13157,3,55.55966840292777,52.39290920521038,72.2791128100292,58.57259499008445,49.912380706627104
13158,3,0,0,0,0,0
13168,3,0,0,0,0,0
13170,3,0,0,0,0,0
13171,3,0,0,0,0,0
13175,3,0,0,0,0,0
13177,3,0,0,0,0,0
13181,3,0,0,0,0,0
13200,3,0,0,0,0,0
13204,3,0,0,0,0,0
13213,3,67.15263558390978,64.47927175213452,89.22990761471654,72.12643322738919,60.973936076168485
13216,3,0,0,0,0,0
13221,3,0,0,0,0,0
13226,3,0,0,0,0,0
13242,3,0,0,0,0,0
13243,3,99.2343186510284,131.53544436713824,186.3205433915231,138.13644879242435,109.80467293307308
13248,3,0,0,0,0,0
13252,3,0,0,0,0,0
13254,3,0,0,0,0,0
13255,3,41.47109309201393,49.32225168395562,57.20028616662623,33.99197809224968,34.98137911165091
13274,3,0,0,0,0,0
13278,3,102.3924267620042,106.89309313172318,149.2824117265642,118.94973572669936,97.85681749966814
13280,3,0,0,0,0,0
13297,3,0,0,0,0,0
13298,3,0,0,0,0,0
13307,3,0,0,0,0,0
13315,3,0,0,0,0,0
13321,3,0,0,0,0,0
13325,3,0,0,0,0,0
13338,3,0,0,0,0,0
13339,3,0,0,0,0,0
13345,3,0,0,0,0,0
13348,3,0,0,0,0,0
13349,3,0,0,0,0,0
13352,3,108.76356700072,111.26569400975052,158.28571394489595,129.00700378038033,106.39950865292369
13353,3,0,0,0,0,0
13359,3,115.70453568462707,130.99047187368822,168.67768126490463,100.76809666840556,102.80591668612104
13360,3,0,0,0,0,0
13362,3,0,0,0,0,0
13370,3,117.66457912103968,124.8313712943346,180.83315941592633,139.4806286277633,119.7702747168541
13374,3,0,0,0,0,0
13378,3,0,0,0,0,0
13380,3,0,0,0,0,0
13385,3,0,0,0,0,0
13387,3,0,0,0,0,0
13388,3,0,0,0,0,0
13390,3,103.60798325992602,104.61484915838298,146.57020215613616,122.51004448472209,99.82522108171324
13391,3,135.8465239668341,153.0670415079622,217.7482463458233,170.65015118539503,142.39969865267062
13392,3,137.87563330528204,150.74692553831403,219.3557956690246,165.18439769574363,144.67305057815767
13393,3,0,0,0,0,0
13398,3,0,0,0,0,0
13402,3,0,0,0,0,0
13405,3,0,0,0,0,0
13407,3,0,0,0,0,0
13413,3,46.18275486794883,53.38485853670422,65.05605957812834,38.07204550196989,39.03324218589648
13415,3,0,0,0,0,0
13416,3,70.51622218906053,88.9747549174713,107.00535711667132,64.63661101071122,61.28383334817088
13425,3,0,0,0,0,0
13432,3,0,0,0,0,0
13433,3,0,0,0,0,0
13434,3,72.03786711539287,27.972108544128655,42.98945819134927,40.49871857013862,41.35703690759711
13444,3,0,0,0,0,0
13445,3,0,0,0,0,0
13450,3,0,0,0,0,0
13453,3,0,0,0,0,0
13454,3,0,0,0,0,0
13457,3,67.94084075774785,28.949304077047373,42.43130635322818,39.425761645187215,41.339496304406374
13470,3,0,0,0,0,0
13471,3,0,0,0,0,0
13473,3,0,0,0,0,0
13477,3,0,0,0,0,0
13484,3,0,0,0,0,0
13494,3,0,0,0,0,0
13497,3,0,0,0,0,0
13498,3,109.80148076592776,119.71534719809684,175.0709671900881,99.18890012081968,97.79864056695264
13503,3,0,0,0,0,0
13512,3,0,0,0,0,0
13516,3,0,0,0,0,0
13520,3,0,0,0,0,0
13524,3,0,0,0,0,0
13534,3,134.9456325424908,144.95390546850066,206.14769113161697,164.55118053883749,137.24740700394975
13535,3,90.182135880213,84.32485278331268,115.29027652716144,99.11634313599814,82.15780939859877
13540,3,36.06378771379746,37.61140397658006,59.61361649745931,36.28276648072074,35.768624802578344
13543,3,0,0,0,0,0
13550,3,68.64675195471455,76.5013752533851,103.0146791803726,61.83504627323391,62.78853084007037
13556,3,0,0,0,0,0
13557,3,0,0,0,0,0
13559,3,0,0,0,0,0
13560,3,134.2927338665413,140.51636336379133,199.57767808270825,161.32677671751594,133.83258283033967
13561,3,0,0,0,0,0
13564,3,61.679627390594455,30.39309067474249,41.86437002449152,38.035003428044135,40.378036147047126
13565,3,0,0,0,0,0
13569,3,0,0,0,0,0
13571,3,0,0,0,0,0
13573,3,0,0,0,0,0
13574,3,0,0,0,0,0
13575,3,0,0,0,0,0
13577,3,57.483417691896385,31.87853816011261,42.59675328662149,38.40420079721269,39.59844394625984
13579,3,101.59177359077717,93.09217800405038,128.11604053507716,108.0824126324511,91.2932039981292
13584,3,0,0,0,0,0
13585,3,0,0,0,0,0
13586,3,0,0,0,0,0
13587,3,100.14974771155184,106.6427194475842,173.17047488414033,105.3955023777542,94.79622710237663
13588,3,0,0,0,0,0
13591,3,0,0,0,0,0
13594,3,0,0,0,0,0
13597,3,0,0,0,0,0
13599,3,0,0,0,0,0
13606,3,0,0,0,0,0
13608,3,0,0,0,0,0
13609,3,0,0,0,0,0
13611,3,0,0,0,0,0
13614,3,86.59897497676803,77.05061597001172,105.24443992187489,90.8207750123134,76.47182826515174
13621,3,100.6971587503735,90.43939673353482,124.12567433115608,105.65844297473954,89.43609636484983
13624,3,0,0,0,0,0
13629,3,0,0,0,0,0
13631,3,85.74203086467081,75.69494260576641,103.42955119172667,89.20361308546619,75.35909442225118
13632,3,33.49134385415527,65.74245628315991,66.44202226669714,36.70469718903864,37.44296746609162
13633,3,0,0,0,0,0
