reachid,Str_Order,iso_pred,assignment_sum,assignment_rescale,assignment_norm,assignment_individuals,GENLMU
13,4,0.720059246918,0,0,0,0.0,upper
4,4,0.720535547828,0,0,0,0.0,upper
9,4,0.717148487891,30.82009623058288,1.048076055814088e-4,0.72486860161753075,18.740019108378217,upper
16,4,0.72335616682,0,0,0,0.0,upper
18,4,0.711276478328,40.892308997903164,1.390594292990069e-4,0.961760489599271,24.86438219637963,upper
19,4,0.721223032119,0,0,0,0.0,upper
20,4,0.712308600611,0,0,0,0.0,upper
22,5,0.716195141723,34.77064467162911,1.182419414037792e-4,0.8177829294203721,21.142132090761336,upper
71,5,0.711708495547,41.70660500281429,1.4182854506914375e-4,0.9809122015850679,25.359511172543176,upper
93,5,0.708796348579,31.78973303107242,1.0810497722433325e-4,0.7476738279993451,19.329602347619684,upper
94,5,0.708772162191,31.674027116476044,1.0771150473905207e-4,0.7449525002044914,19.259247893361465,upper
121,4,0.708923959919,0,0,0,0.0,upper
122,4,0.708004567242,27.86888745258779,9.477164971422456e-5,0.6554580921894676,16.945550055502206,upper
142,4,0.703817444745,0,0,0,0.0,upper
171,5,0.711290691902,40.92339972567473,1.3916515722111141e-4,0.96249172327857,24.883286771763604,upper
174,4,0.708109544736,0,0,0,0.0,upper
23,4,0.711154435681,40.61358658160133,1.3811159873884556e-4,0.9552051197966391,24.69490630090054,upper
24,4,0.720866047687,15.828633380435514,5.382725452308012e-5,0.37227915377524,9.624528417744816,upper
32,4,0.720916013051,15.66556626245653,5.327272432120881e-5,0.36844392130565623,9.525376199529418,upper
33,4,0.706035345712,17.93392499550574,6.0986562903408126e-5,0.42179424216418393,10.904641393380986,upper
34,4,0.72092235782,0,0,0,0.0,upper
37,5,0.714810983703,39.48821482285529,1.3428463082347378e-4,0.9287371085691908,24.010629129760403,upper
38,5,0.713910457019,41.512854663247175,1.4116967272109236e-4,0.9763553197163614,25.2417021612222,upper
39,5,0.713431774013,42.16220411439811,1.4337786703208863e-4,0.9916275961263815,25.63653613680557,upper
43,4,0.721005008243,15.37854236545012,5.229666353396065e-5,0.3616933060805358,9.3508526265263,upper
45,4,0.720716332555,16.32547505280884,5.551682699050283e-5,0.38396454650030215,9.926630733209867,upper
47,4,0.710861809672,39.861282089705654,1.3555329288951197e-4,0.9375114078448288,24.237470981816298,upper
49,4,0.70763360898,25.972485208153834,8.832269585725689e-5,0.6108559458255272,15.792451310060962,upper
51,4,0.720735241706,16.262044962614485,5.530112500744132e-5,0.3824727120674806,9.888062355830538,upper
55,4,0.72075624787399994,16.19180997135288,5.506228210419121e-5,0.38082083079107176,9.845356289357804,upper
56,4,0.720419955103,17.34499658384085,5.8983837920862145e-5,0.40794302927300696,10.546546155601835,upper
57,4,0.720359726681,17.557928311478758,5.9707938986578375e-5,0.4129510449033974,10.67601832255616,upper
60,5,0.71308192835,42.430796765429015,1.4429125005402025e-4,0.9979447204436096,25.799852674659036,upper
61,5,0.717178756243,30.689713088612066,1.0436422134224533e-4,0.721802074988678,18.660740232878833,upper
62,5,0.713220394193,42.34586333954871,1.4400242327899194e-4,0.9959471415526211,25.748209291976874,upper
