reachid,down_reachid,strahler,n_upstream,is_outlet,component
3894,3922,1,0,0,0
3895,3936,3,7,0,0
3896,3944,1,0,0,0
3897,4460,2,6,0,0
3898,3696,3,25,0,0
3899,3910,1,0,0,0
3900,3709,1,0,0,0
3901,3849,1,0,0,0
3902,4039,2,6,0,0
3903,3892,1,0,0,0
3904,4020,2,2,0,0
3905,3920,1,0,0,0
3906,4134,1,0,0,0
3907,4042,2,6,0,0
3908,4054,1,0,0,0
3909,3904,1,0,0,0
3910,3921,2,4,0,0
3911,3935,1,0,0,0
3912,3910,2,2,0,0
3913,3915,1,0,0,0
3914,3963,1,0,0,0
3915,4029,2,8,0,0
3916,3873,1,0,0,0
3917,3990,1,0,0,0
3918,4052,1,0,0,0
3919,4218,2,4,0,0
3920,4071,2,2,0,0
3921,3745,7,13660,0,0
3922,3932,3,22,0,0
3923,4200,1,0,0,0
3924,3723,1,0,0,0
3925,3987,1,0,0,0
3926,4041,1,0,0,0
3927,3912,1,0,0,0
3928,3960,3,26,0,0
3929,3873,1,0,0,0
3930,3789,1,0,0,0
3931,3951,3,50,0,0
3932,3745,3,24,0,0
3933,3848,2,4,0,0
3934,3991,1,0,0,0
3935,3996,2,2,0,0
3936,3945,3,9,0,0
3937,4080,2,4,0,0
3938,4132,2,4,0,0
3939,4080,1,0,0,0
3940,4133,1,0,0,0
3941,3984,1,0,0,0
3942,3933,1,0,0,0
3943,3946,3,18,0,0
3944,3933,2,2,0,0
3945,3877,3,11,0,0
3946,4010,4,30,0,0
3947,4130,1,0,0,0
3948,3983,1,0,0,0
3949,3991,1,0,0,0
3950,4015,1,0,0,0
3951,4038,3,52,0,0
3952,3963,1,0,0,0
3953,4016,1,0,0,0
3954,3996,1,0,0,0
3955,4128,1,0,0,0
3956,3999,1,0,0,0
3957,3525,1,0,0,0
3958,3977,1,0,0,0
3959,3944,1,0,0,0
3960,4198,3,32,0,0
3961,4134,3,28,0,0
3962,3932,1,0,0,0
3963,3989,2,2,0,0
3964,3968,1,0,0,0
3965,3989,2,4,0,0
3966,3830,5,306,0,0
3967,3994,1,0,0,0
3968,4155,2,2,0,0
3969,4321,4,78,0,0
3970,4157,2,2,0,0
3971,3922,3,20,0,0
3972,4273,2,2,0,0
3973,4153,1,0,0,0
3974,4096,1,0,0,0
3975,4009,1,0,0,0
3976,3971,1,0,0,0
3977,4022,4,110,0,0
3978,4014,1,0,0,0
3979,4001,1,0,0,0
3981,4127,3,21,0,0
3982,4017,1,0,0,0
3983,3990,3,24,0,0
3984,4060,2,1,0,0
3985,4098,2,2,0,0
3986,3945,1,0,0,0
3987,4079,2,4,0,0
3988,3921,7,13654,0,0
3989,4246,3,8,0,0
3990,4224,3,26,0,0
3991,4058,2,2,0,0
3992,4479,2,2,0,0
3993,4029,1,0,0,0
3994,4178,2,2,0,0
3995,3805,6,360,0,0
3996,4001,2,4,0,0
3997,3931,1,0,0,0
3998,3966,3,28,0,0
3999,3987,2,2,0,0
4000,3995,1,0,0,0
4001,4044,2,6,0,0
4002,4382,1,0,0,0
4003,4787,1,0,0,0
4004,4129,1,0,0,0
4005,4094,5,272,0,0
4006,4012,1,0,0,0
4007,4056,1,0,0,0
4008,3971,3,18,0,0
4009,4021,4,34,0,0
4010,4009,4,32,0,0
4011,3999,1,0,0,0
4012,4035,2,6,0,0
4013,4360,1,0,0,0
4014,4128,3,10,0,0
4015,4024,2,2,0,0
4016,4071,2,2,0,0
4017,4561,2,2,0,0
4018,4040,1,0,0,0
4019,3981,1,0,0,0
4020,4396,2,4,0,0
4021,4151,4,44,0,0
4022,4171,4,112,0,0
4023,4172,3,14,0,0
4024,3828,3,8,0,0
4025,4045,1,0,0,0
4026,4233,1,0,0,0
4027,4431,1,0,0,0
4028,3936,1,0,0,0
4029,4157,2,10,0,0
4030,4162,1,0,0,0
4031,4152,1,0,0,0
4032,4010,1,0,0,0
4033,4067,1,0,0,0
4034,4085,1,0,0,0
4035,3988,7,13652,0,0
4036,4252,1,0,0,0
4037,3995,6,358,0,0
4038,4005,3,56,0,0
4039,4021,2,8,0,0
4040,4329,2,10,0,0
4041,3864,5,272,0,0
4042,4562,3,10,0,0
4043,4148,1,0,0,0
4044,4215,2,8,0,0
4045,4382,2,2,0,0
4046,3895,1,0,0,0
4047,4044,1,0,0,0
4048,4095,1,0,0,0
4049,4012,2,4,0,0
4050,4066,3,26,0,0
4051,4049,1,0,0,0
4052,4130,2,8,0,0
4053,4170,1,0,0,0
4054,4085,3,10,0,0
4055,4077,1,0,0,0
4056,4225,2,2,0,0
4057,4216,1,0,0,0
4058,4149,3,6,0,0
4059,4215,1,0,0,0
4060,3698,2,3,0,0
4061,4037,6,356,0,0
4062,4170,1,0,0,0
4063,4213,1,0,0,0
4064,4061,1,0,0,0
4065,4037,1,0,0,0
4066,4138,3,30,0,0
4067,4066,2,2,0,0
4068,4052,2,6,0,0
4069,4124,1,0,0,0
4070,4008,3,16,0,0
4071,4095,3,6,0,0
4072,4068,1,0,0,0
4073,4022,1,0,0,0
4074,4086,1,0,0,0
4075,4070,2,6,0,0
4076,3847,3,42,0,0
4077,4058,2,2,0,0
4078,4067,1,0,0,0
4079,4177,3,14,0,0
4080,4252,2,6,0,0
4081,4008,1,0,0,0
4082,4060,1,0,0,0
4083,4076,3,40,0,0
4084,4235,1,0,0,0
4085,4185,3,12,0,0
4086,4083,3,38,0,0
4087,4265,3,14,0,0
4088,4090,1,0,0,0
4089,4086,3,36,0,0
4090,4096,2,2,0,0
4091,4087,1,0,0,0
4092,4049,2,2,0,0
4093,4020,1,0,0,0
4094,4133,5,276,0,0
4095,4079,3,8,0,0
4096,4119,2,4,0,0
4097,4158,1,0,0,0
4098,4196,2,4,0,0
4099,4076,1,0,0,0
4100,4160,1,0,0,0
4101,4092,1,0,0,0
4102,4132,1,0,0,0
4103,4188,1,0,0,0
4104,4317,1,0,0,0
4105,3988,1,0,0,0
4106,4264,1,0,0,0
4107,4226,1,0,0,0
4108,4135,1,0,0,0
4109,4140,1,0,0,0
4110,4075,2,4,0,0
4111,4089,1,0,0,0
4112,4309,1,0,0,0
4113,4173,1,0,0,0
4114,4218,1,0,0,0
4115,4204,1,0,0,0
4116,4192,1,0,0,0
4117,4297,1,0,0,0
4118,4122,1,0,0,0
4119,4153,2,6,0,0
4120,4563,2,10,0,0
4121,4015,1,0,0,0
4122,4024,2,4,0,0
4123,3965,1,0,0,0
4124,4178,2,2,0,0
4125,4135,1,0,0,0
4126,3998,1,0,0,0
4127,3898,3,23,0,0
4128,4238,3,12,0,0
4129,4254,5,446,0,0
4130,4379,2,10,0,0
4131,4238,1,0,0,0
4132,4251,2,6,0,0
4133,4273,5,278,0,0
4134,4636,3,30,0,0
4135,4217,2,2,0,0
4136,4038,2,2,0,0
4137,4089,3,34,0,0
4138,4300,3,32,0,0
4139,4325,1,0,0,0
4140,4289,2,6,0,0
4141,4119,1,0,0,0
4142,4138,1,0,0,0
4143,4110,2,2,0,0
4144,4150,1,0,0,0
4145,4183,1,0,0,0
4146,4257,1,0,0,0
4147,4148,1,0,0,0
4148,4173,2,2,0,0
4149,4151,4,30,0,0
4150,4181,5,78,0,0
4151,4150,5,76,0,0
4152,4224,4,120,0,0
4153,4183,2,8,0,0
4154,4143,1,0,0,0
4155,4185,3,8,0,0
4156,4172,1,0,0,0
4157,4259,3,14,0,0
4158,4162,5,82,0,0
4159,4523,1,0,0,0
4160,4344,2,2,0,0
4161,4171,1,0,0,0
4162,4192,5,84,0,0
4163,4169,1,0,0,0
4164,4432,1,0,0,0
4165,4160,1,0,0,0
4166,3799,1,0,0,0
4167,4260,1,0,0,0
4168,4353,1,0,0,0
4169,4061,6,354,0,0
4170,4560,2,2,0,0
4171,4318,4,114,0,0
4172,4330,3,16,0,0
4173,4188,2,4,0,0
4174,4136,1,0,0,0
4175,4136,1,0,0,0
4176,4464,1,0,0,0
4177,4217,6,340,0,0
4178,4313,3,6,0,0
4179,4077,1,0,0,0
4180,3830,1,0,0,0
4181,4158,5,80,0,0
4182,4358,1,0,0,0
4183,4244,2,10,0,0
4184,4041,5,270,0,0
4185,4373,4,22,0,0
4186,4206,1,0,0,0
4187,4685,1,0,0,0
4188,4213,2,6,0,0
4189,4216,1,0,0,0
4190,4016,1,0,0,0
4191,4321,1,0,0,0
4192,4254,5,86,0,0
4193,3766,1,0,0,0
4194,4246,1,0,0,0
4195,4092,1,0,0,0
4196,4203,3,16,0,0
4197,4184,1,0,0,0
4198,4263,3,38,0,0
4199,4472,1,0,0,0
4200,4137,3,32,0,0
4201,4110,1,0,0,0
4202,4257,1,0,0,0
4203,4620,4,32,0,0
4204,4211,2,6,0,0
4205,4149,3,22,0,0
4206,4169,6,352,0,0
4207,4300,1,0,0,0
4208,4098,1,0,0,0
4209,4221,1,0,0,0
4210,4291,3,20,0,0
4211,4120,2,8,0,0
4212,4127,1,0,0,0
4213,4297,2,8,0,0
4214,4231,1,0,0,0
4215,4403,2,10,0,0
4216,4223,2,2,0,0
4217,4284,6,344,0,0
4218,4225,2,6,0,0
4219,4404,1,0,0,0
4220,4206,6,350,0,0
4221,3960,2,4,0,0
4222,4270,1,0,0,0
4223,4236,4,112,0,0
4224,4236,4,148,0,0
4225,4514,3,10,0,0
4226,4328,2,8,0,0
4227,4312,1,0,0,0
4228,4232,1,0,0,0
4229,4242,1,0,0,0
4230,4242,1,0,0,0
4231,4374,3,36,0,0
4232,4205,2,12,0,0
4233,4301,2,4,0,0
4234,4259,1,0,0,0
4235,4312,2,2,0,0
4236,4274,5,262,0,0
4237,4313,1,0,0,0
4238,4275,3,14,0,0
4239,4433,1,0,0,0
4240,4270,1,0,0,0
4241,4562,1,0,0,0
4242,4244,2,2,0,0
4243,4328,1,0,0,0
4244,4332,3,14,0,0
4245,4251,1,0,0,0
4246,4196,3,10,0,0
4247,4280,1,0,0,0
4248,4181,1,0,0,0
4249,4075,1,0,0,0
4250,4314,1,0,0,0
4251,4370,2,8,0,0
4252,4597,2,8,0,0
4253,4143,1,0,0,0
4254,4309,6,534,0,0
4255,4440,1,0,0,0
4256,4649,1,0,0,0
4257,4285,2,2,0,0
4258,4449,1,0,0,0
4259,4661,3,16,0,0
4260,4204,2,4,0,0
4261,4348,1,0,0,0
4262,4336,1,0,0,0
4263,4464,3,40,0,0
4264,4376,2,2,0,0
4265,4329,3,16,0,0
4266,4205,2,8,0,0
4267,4403,1,0,0,0
4268,5011,1,0,0,0
4269,4275,1,0,0,0
4270,4499,2,2,0,0
4271,4301,1,0,0,0
4272,4425,1,0,0,0
4273,4455,5,282,0,0
4274,4292,5,264,0,0
4275,4326,3,16,0,0
4276,4400,1,0,0,0
4277,4347,1,0,0,0
4278,4318,1,0,0,0
4279,4211,1,0,0,0
4280,4232,2,10,0,0
4281,4298,1,0,0,0
4282,4463,1,0,0,0
4283,4455,1,0,0,0
4284,4220,6,348,0,0
4285,4310,2,4,0,0
4286,4265,1,0,0,0
4287,4264,1,0,0,0
4288,4220,1,0,0,0
4289,4330,3,32,0,0
4290,4292,1,0,0,0
4291,4295,3,22,0,0
4292,4294,5,266,0,0
4293,4376,1,0,0,0
4294,4184,5,268,0,0
4295,4289,3,24,0,0
4296,4363,2,2,0,0
4297,4344,2,10,0,0
4298,4446,2,2,0,0
4299,4210,2,4,0,0
4300,4428,3,34,0,0
4301,4717,2,6,0,0
4302,4412,1,0,0,0
4303,4364,1,0,0,0
4304,4305,1,0,0,0
4305,4280,2,8,0,0
4306,4451,1,0,0,0
4307,4319,1,0,0,0
4308,4177,6,324,0,0
4309,4731,6,536,0,0
4310,4226,2,6,0,0
4311,4314,1,0,0,0
4312,4426,2,4,0,0
4313,4496,3,8,0,0
4314,4324,2,2,0,0
4315,4422,1,0,0,0
4316,4451,1,0,0,0
4317,4299,2,2,0,0
4318,4642,4,116,0,0
4319,3998,3,26,0,0
4320,4370,1,0,0,0
4321,4672,4,80,0,0
4322,4274,1,0,0,0
4323,4266,2,6,0,0
4324,4366,2,4,0,0
4325,4863,2,2,0,0
4326,4393,3,18,0,0
4327,4298,1,0,0,0
4328,4363,2,10,0,0
4329,4478,3,28,0,0
4330,4415,4,50,0,0
4331,4417,1,0,0,0
4332,4380,3,16,0,0
4333,4434,1,0,0,0
4334,4479,1,0,0,0
4335,4200,3,30,0,0
4336,4355,2,4,0,0
4337,4285,1,0,0,0
4338,4364,1,0,0,0
4339,4481,1,0,0,0
4340,4035,7,13644,0,0
4341,4347,1,0,0,0
4342,4266,1,0,0,0
4343,4430,1,0,0,0
4344,4410,3,14,0,0
4345,4353,1,0,0,0
4346,4319,3,24,0,0
4347,4512,2,2,0,0
4348,4335,3,28,0,0
4349,4669,1,0,0,0
4350,4357,1,0,0,0
4351,4332,1,0,0,0
4352,4460,1,0,0,0
4353,4449,2,2,0,0
4354,4294,1,0,0,0
4355,4346,3,16,0,0
4356,4122,2,2,0,0
4357,4305,2,6,0,0
4358,4336,2,2,0,0
4359,4373,1,0,0,0
4360,4461,2,2,0,0
4361,4235,1,0,0,0
4362,4432,1,0,0,0
4363,4390,3,14,0,0
4364,4529,2,2,0,0
4365,4323,1,0,0,0
4366,4070,3,8,0,0
4367,3828,1,0,0,0
4368,4357,2,4,0,0
4369,4386,1,0,0,0
4370,4495,2,10,0,0
4371,4231,3,34,0,0
4372,4368,1,0,0,0
4373,4396,4,24,0,0
4374,4975,3,40,0,0
4375,4371,3,32,0,0
4376,4495,2,4,0,0
4377,4340,7,13610,0,0
4378,4308,1,0,0,0
4379,4586,2,12,0,0
4380,4386,3,18,0,0
4381,4583,1,0,0,0
4382,4657,2,4,0,0
4383,4634,1,0,0,0
4384,4137,1,0,0,0
4385,4324,1,0,0,0
4386,4413,3,20,0,0
4387,4415,1,0,0,0
4388,4484,1,0,0,0
4389,4408,1,0,0,0
4390,4595,3,16,0,0
4391,4203,3,14,0,0
4392,4360,1,0,0,0
4393,4412,3,20,0,0
4394,4295,1,0,0,0
4395,4561,2,4,0,0
4396,4463,4,30,0,0
4397,4443,1,0,0,0
4398,4335,1,0,0,0
4399,4429,1,0,0,0
4400,4440,2,4,0,0
4401,4681,1,0,0,0
4402,4420,1,0,0,0
4403,4478,2,12,0,0
4404,4395,2,2,0,0
4405,4410,3,26,0,0
4406,4323,2,4,0,0
4407,4611,1,0,0,0
4408,4368,2,2,0,0
4409,4356,1,0,0,0
4410,4430,4,42,0,0
4411,4400,2,2,0,0
4412,4425,3,22,0,0
4413,4405,3,24,0,0
4414,4587,1,0,0,0
4415,4504,4,52,0,0
4416,4393,1,0,0,0
4417,4221,2,2,0,0
4418,4423,1,0,0,0
4419,4223,4,108,0,0
4420,4284,2,2,0,0
4421,4299,1,0,0,0
4422,4346,2,6,0,0
4423,4406,2,2,0,0
4424,4406,1,0,0,0
4425,4472,3,24,0,0
4426,4391,3,8,0,0
4427,4260,2,2,0,0
4428,4476,3,36,0,0
4429,4366,2,2,0,0
4430,4511,4,44,0,0
4431,4636,2,2,0,0
4432,4688,2,2,0,0
4433,4498,2,8,0,0
4434,4625,2,16,0,0
4435,4428,1,0,0,0
4436,4317,1,0,0,0
4437,4411,1,0,0,0
4438,4427,1,0,0,0
4439,4405,1,0,0,0
4440,4549,2,6,0,0
4441,4371,1,0,0,0
4442,4340,3,32,0,0
4443,4426,2,2,0,0
4444,4296,1,0,0,0
4445,4571,1,0,0,0
4446,4419,4,98,0,0
4447,4852,1,0,0,0
4448,4408,1,0,0,0
4449,4709,2,4,0,0
4450,4511,1,0,0,0
4451,4582,2,2,0,0
4452,4358,1,0,0,0
4453,4549,1,0,0,0
4454,4419,2,8,0,0
4455,4481,5,284,0,0
4456,4423,1,0,0,0
4457,4431,1,0,0,0
4458,4499,1,0,0,0
4459,4411,1,0,0,0
4460,4504,2,8,0,0
4461,4470,5,194,0,0
4462,4413,2,2,0,0
4463,4822,4,32,0,0
4464,4669,3,42,0,0
4465,4484,1,0,0,0
4466,4377,7,13606,0,0
4467,4560,1,0,0,0
4468,4420,1,0,0,0
4469,4742,1,0,0,0
4470,4516,5,196,0,0
4471,4498,1,0,0,0
4472,4604,3,26,0,0
4473,4325,1,0,0,0
4474,4429,1,0,0,0
4475,4512,1,0,0,0
4476,4541,3,38,0,0
4477,4640,1,0,0,0
4478,4557,3,42,0,0
4479,4618,2,4,0,0
4480,4308,6,322,0,0
4481,4882,5,286,0,0
4482,4476,1,0,0,0
4483,4442,1,0,0,0
4484,4507,2,2,0,0
4485,4380,1,0,0,0
4486,4537,1,0,0,0
4487,4326,1,0,0,0
4488,4812,1,0,0,0
4489,4524,1,0,0,0
4490,4310,1,0,0,0
4491,4507,1,0,0,0
4492,4422,2,4,0,0
4493,4557,1,0,0,0
4494,4375,1,0,0,0
4495,4550,3,16,0,0
4496,4523,3,10,0,0
4497,4356,1,0,0,0
4498,4603,2,10,0,0
4499,4555,2,4,0,0
4500,4454,1,0,0,0
4501,4427,1,0,0,0
4502,4296,1,0,0,0
4503,4514,1,0,0,0
4504,4601,4,62,0,0
4505,4470,1,0,0,0
4506,4541,1,0,0,0
4507,4524,2,4,0,0
4508,4496,1,0,0,0
4509,4442,3,30,0,0
4510,4462,1,0,0,0
4511,4580,4,46,0,0
4512,4537,2,4,0,0
4513,4480,1,0,0,0
4514,4695,3,12,0,0
4515,4588,1,0,0,0
4516,4480,6,320,0,0
4517,4559,1,0,0,0
4518,4559,1,0,0,0
4519,4390,1,0,0,0
4520,4572,1,0,0,0
4521,4509,1,0,0,0
4522,4466,1,0,0,0
4523,4870,3,12,0,0
4524,4676,2,6,0,0
4525,4550,1,0,0,0
4526,4454,2,6,0,0
4527,4348,3,26,0,0
4528,4377,2,2,0,0
4529,4466,7,13604,0,0
4530,4528,1,0,0,0
4531,4263,1,0,0,0
4532,4583,1,0,0,0
4533,4634,1,0,0,0
4534,4587,1,0,0,0
4535,4572,1,0,0,0
4536,4554,1,0,0,0
4537,5065,2,6,0,0
4538,4404,1,0,0,0
4539,4291,1,0,0,0
4540,4543,1,0,0,0
4541,4690,3,40,0,0
4542,4529,7,13600,0,0
4543,4619,2,2,0,0
4544,4528,1,0,0,0
4545,4554,1,0,0,0
4546,4626,1,0,0,0
4547,4713,1,0,0,0
4548,4681,1,0,0,0
4549,4765,2,8,0,0
4550,4701,3,18,0,0
4551,4462,1,0,0,0
4552,4626,1,0,0,0
4553,4509,3,28,0,0
4554,4591,2,2,0,0
4555,4679,2,6,0,0
4556,4822,1,0,0,0
4557,4656,3,44,0,0
4558,4379,1,0,0,0
4559,4607,2,2,0,0
4560,4661,2,4,0,0
4561,4755,3,8,0,0
4562,4597,3,12,0,0
4563,4579,3,20,0,0
4564,4592,1,0,0,0
4565,4586,1,0,0,0
4566,4527,1,0,0,0
4567,4391,2,4,0,0
4568,4563,2,8,0,0
4569,4613,1,0,0,0
4570,4747,1,0,0,0
4571,4575,4,92,0,0
4572,4656,2,2,0,0
4573,4582,1,0,0,0
4574,4599,1,0,0,0
4575,4446,4,94,0,0
4576,4676,1,0,0,0
4577,4608,1,0,0,0
4578,4645,1,0,0,0
4579,4527,3,24,0,0
4580,4571,4,90,0,0
4581,4790,1,0,0,0
4582,4632,2,4,0,0
4583,4690,2,2,0,0
4584,4588,1,0,0,0
4585,4555,1,0,0,0
4586,4601,2,14,0,0
4587,5075,2,2,0,0
4588,4607,2,2,0,0
4589,4567,1,0,0,0
4590,5125,1,0,0,0
4591,4704,3,14,0,0
4592,4580,3,42,0,0
4593,4604,1,0,0,0
4594,4667,1,0,0,0
4595,3663,3,20,0,0
4596,4649,1,0,0,0
4597,4731,3,22,0,0
4598,4725,1,0,0,0
4599,4542,2,2,0,0
4600,4543,1,0,0,0
4601,4680,4,78,0,0
4602,4657,1,0,0,0
4603,4667,2,12,0,0
4604,4797,3,28,0,0
4605,4720,1,0,0,0
4606,4671,1,0,0,0
4607,4642,3,6,0,0
4608,4542,7,13596,0,0
4609,4575,1,0,0,0
4610,4640,1,0,0,0
4611,4688,2,2,0,0
4612,4618,1,0,0,0
4613,4664,2,2,0,0
4614,4603,1,0,0,0
4615,4632,1,0,0,0
4616,4779,1,0,0,0
4617,4655,1,0,0,0
4618,4942,2,6,0,0
4619,4461,5,190,0,0
4620,4608,7,13594,0,0
4621,4723,1,0,0,0
4622,4591,2,10,0,0
4623,4599,1,0,0,0
4624,4613,1,0,0,0
4625,4638,2,18,0,0
4626,4935,2,2,0,0
4627,4768,1,0,0,0
4628,4670,1,0,0,0
4629,4644,1,0,0,0
4630,4644,1,0,0,0
4631,4746,1,0,0,0
4632,4871,2,6,0,0
4633,4645,1,0,0,0
4634,4904,2,2,0,0
4635,4664,1,0,0,0
4636,4654,3,34,0,0
4637,4611,1,0,0,0
4638,4620,7,13560,0,0
4639,4666,1,0,0,0
4640,4659,2,2,0,0
4641,4862,1,0,0,0
4642,4666,4,124,0,0
4643,4659,1,0,0,0
4644,4595,2,2,0,0
4645,4905,2,2,0,0
4646,4654,1,0,0,0
4647,4961,1,0,0,0
4648,4695,1,0,0,0
4649,4671,2,2,0,0
4650,4443,1,0,0,0
4651,4553,1,0,0,0
4652,4867,1,0,0,0
4653,4625,1,0,0,0
4654,4951,3,36,0,0
4655,4619,5,186,0,0
4656,4914,3,48,0,0
4657,4972,2,6,0,0
4658,4893,1,0,0,0
4659,4876,2,4,0,0
4660,4526,2,4,0,0
4661,4849,3,22,0,0
4662,4579,2,2,0,0
4663,4492,1,0,0,0
4664,4762,2,4,0,0
4665,4675,1,0,0,0
4666,4751,4,126,0,0
4667,4787,2,14,0,0
4668,4971,1,0,0,0
4669,4717,3,44,0,0
4670,4622,2,8,0,0
4671,4685,2,4,0,0
4672,4713,4,90,0,0
4673,4696,1,0,0,0
4674,4697,1,0,0,0
4675,4751,2,2,0,0
4676,5301,2,8,0,0
4677,4839,1,0,0,0
4678,4553,3,26,0,0
4679,4672,2,8,0,0
4680,4757,4,80,0,0
4681,5100,2,2,0,0
4682,4701,1,0,0,0
4683,4516,5,122,0,0
4684,4712,1,0,0,0
4685,4905,2,6,0,0
4686,4638,7,13540,0,0
4687,4675,1,0,0,0
4688,4755,3,6,0,0
4689,4753,1,0,0,0
4690,4784,3,44,0,0
4691,5279,1,0,0,0
4692,4791,1,0,0,0
4693,4680,1,0,0,0
4694,4810,1,0,0,0
4695,4863,3,14,0,0
4696,4567,2,2,0,0
4697,4745,2,6,0,0
4698,4944,1,0,0,0
4699,4709,1,0,0,0
4700,4774,1,0,0,0
4701,4813,3,20,0,0
4702,4417,1,0,0,0
4703,4753,1,0,0,0
4704,4678,3,16,0,0
4705,4857,1,0,0,0
4706,4719,1,0,0,0
4707,4662,1,0,0,0
4708,4719,1,0,0,0
4709,5011,2,6,0,0
4710,4704,1,0,0,0
4711,4774,1,0,0,0
4712,4721,2,4,0,0
4713,4896,4,92,0,0
4714,4622,1,0,0,0
4715,4797,1,0,0,0
4716,4742,1,0,0,0
4717,4783,3,52,0,0
4718,4810,1,0,0,0
4719,4808,2,2,0,0
4720,4728,2,2,0,0
4721,4686,2,6,0,0
4722,4712,2,2,0,0
4723,4906,2,2,0,0
4724,4984,1,0,0,0
4725,4882,2,6,0,0
4726,4723,1,0,0,0
4727,4696,1,0,0,0
4728,4725,2,4,0,0
4729,4728,1,0,0,0
4730,4720,1,0,0,0
4731,4876,6,560,0,0
4732,4952,1,0,0,0
4733,4799,1,0,0,0
4734,4721,1,0,0,0
4735,4765,2,2,0,0
4736,4784,1,0,0,0
4737,4849,1,0,0,0
4738,4722,1,0,0,0
4739,4722,1,0,0,0
4740,4735,1,0,0,0
4741,4762,1,0,0,0
4742,4895,2,2,0,0
4743,4811,1,0,0,0
4744,4969,1,0,0,0
4745,4655,5,184,0,0
4746,4904,2,2,0,0
4747,4568,2,6,0,0
4748,4843,1,0,0,0
4749,4746,1,0,0,0
4750,4735,1,0,0,0
4751,4770,4,130,0,0
4752,4925,1,0,0,0
4753,4844,2,2,0,0
4754,4826,1,0,0,0
4755,4807,4,16,0,0
4756,4922,1,0,0,0
4757,4811,4,82,0,0
4758,4893,1,0,0,0
4759,4803,1,0,0,0
4760,4526,1,0,0,0
4761,4686,7,13532,0,0
4762,4872,2,6,0,0
4763,4789,1,0,0,0
4764,4767,1,0,0,0
4765,5384,3,12,0,0
4766,5095,1,0,0,0
4767,4678,2,8,0,0
4768,4788,2,2,0,0
4769,4779,1,0,0,0
4770,4847,4,132,0,0
4771,4434,2,14,0,0
4772,4679,1,0,0,0
4773,5151,1,0,0,0
4774,5296,2,2,0,0
4775,4807,1,0,0,0
4776,4745,5,176,0,0
4777,4662,1,0,0,0
4778,4768,1,0,0,0
4779,4990,2,2,0,0
4780,4962,2,2,0,0
4781,4912,1,0,0,0
4782,5065,1,0,0,0
4783,5125,3,64,0,0
4784,4930,3,46,0,0
4785,4844,1,0,0,0
4786,4824,1,0,0,0
4787,4852,2,16,0,0
4788,4789,2,4,0,0
4789,5033,2,6,0,0
4790,4989,2,2,0,0
4791,4828,2,2,0,0
4792,5381,1,0,0,0
4793,4770,1,0,0,0
4794,4839,1,0,0,0
4795,4683,1,0,0,0
4796,4568,1,0,0,0
4797,4854,3,30,0,0
4798,4660,2,2,0,0
4799,4592,3,40,0,0
4800,5009,1,0,0,0
4801,4830,1,0,0,0
4802,4798,1,0,0,0
4803,4783,2,10,0,0
4804,5422,1,0,0,0
4805,4955,1,0,0,0
4806,4999,1,0,0,0
4807,4936,4,18,0,0
4808,4799,3,38,0,0
4809,4860,1,0,0,0
4810,4925,2,2,0,0
4811,4891,4,84,0,0
4812,4813,2,2,0,0
4813,4884,3,24,0,0
4814,4817,1,0,0,0
4815,4790,1,0,0,0
4816,4824,1,0,0,0
4817,4970,2,6,0,0
4818,4865,1,0,0,0
4819,4859,1,0,0,0
4820,4935,1,0,0,0
4821,4826,1,0,0,0
4822,4860,4,34,0,0
4823,4845,1,0,0,0
4824,4885,2,2,0,0
4825,5123,1,0,0,0
4826,5033,2,2,0,0
4827,4761,7,13530,0,0
4828,4747,2,4,0,0
4829,4907,1,0,0,0
4830,4697,2,4,0,0
4831,4771,1,0,0,0
4832,4845,1,0,0,0
4833,4840,1,0,0,0
4834,4812,1,0,0,0
4835,4870,1,0,0,0
4836,4776,5,174,0,0
4837,4757,1,0,0,0
4838,4827,1,0,0,0
4839,4859,2,2,0,0
4840,4843,2,10,0,0
4841,4872,1,0,0,0
4842,4862,1,0,0,0
4843,4976,2,12,0,0
4844,4939,2,4,0,0
4845,4943,2,2,0,0
4846,4660,1,0,0,0
4847,4958,4,134,0,0
4848,5006,1,0,0,0
4849,4912,3,24,0,0
4850,4776,1,0,0,0
4851,4936,1,0,0,0
4852,4910,2,18,0,0
4853,4982,1,0,0,0
4854,5332,3,32,0,0
4855,5299,1,0,0,0
4856,4847,1,0,0,0
4857,4871,2,2,0,0
4858,4942,1,0,0,0
4859,5384,2,4,0,0
4860,5038,4,36,0,0
4861,4798,1,0,0,0
4862,4898,2,2,0,0
4863,4944,3,18,0,0
4864,4950,1,0,0,0
4865,4995,2,2,0,0
4866,4940,1,0,0,0
4867,4972,4,100,0,0
4868,4946,1,0,0,0
4869,4854,1,0,0,0
4870,5137,3,14,0,0
4871,4964,3,10,0,0
4872,4840,2,8,0,0
4873,4878,1,0,0,0
4874,5087,1,0,0,0
4875,4971,1,0,0,0
4876,5173,6,566,0,0
4877,4885,1,0,0,0
4878,4927,2,10,0,0
4879,4865,1,0,0,0
4880,5150,1,0,0,0
4881,5016,1,0,0,0
4882,5063,5,294,0,0
4883,4911,1,0,0,0
4884,4889,3,26,0,0
4885,4894,2,4,0,0
4886,4889,1,0,0,0
4887,4984,1,0,0,0
4888,4891,1,0,0,0
4889,5024,3,28,0,0
4890,4898,1,0,0,0
4891,5132,4,86,0,0
