original_reachid,upstream_reachid,reachbase
6299,3091,4
6299,3203,4
6299,2561,4
6299,2620,4
6299,2716,4
6299,2729,4
6299,3041,4
6299,3084,4
6299,3191,4
6299,3276,4
6299,2594,4
6299,2616,4
6299,2706,4
6299,2787,4
6299,3032,4
6299,3039,4
6299,3133,4
6299,3318,4
6299,2630,4
6299,2702,4
6299,2903,4
6299,3028,4
6299,3089,4
6299,3130,4
6299,3389,4
6299,3442,4
6299,2841,4
6299,2895,4
6299,3047,4
6299,3144,4
6299,2762,4
6299,2836,4
6299,3014,4
6299,3022,4
6299,3125,4
6299,3149,4
6299,2898,4
6299,2989,4
6299,3004,4
6299,3052,4
6299,3163,4
6299,3178,4
6299,2738,4
6299,2851,4
6299,2863,4
6299,2984,4
6299,3165,4
6299,3253,4
6299,2666,4
6299,2726,4
6299,2823,4
6299,2855,4
6299,3386,4
6299,3457,4
6299,2618,4
6299,2655,4
6652,6652,4
6652,6468,4
6652,6662,4
6652,6472,4
6652,6526,4
6652,6642,4
6652,6734,4
6652,6274,4
6652,6560,4
6652,6562,4
6652,6581,4
6652,6624,4
6652,6667,4
6652,6760,4
6652,6811,4
6652,6510,4
6652,6594,4
6652,6611,4
6652,6649,4
6652,6593,4
6652,6665,4
6652,6676,4
6652,6688,4
6652,6558,4
6652,6604,4
6652,6401,4
6652,6409,4
6652,6506,4
6652,6597,4
6652,6237,4
6652,6360,4
6652,6571,4
6652,6631,4
6652,6213,4
6652,6254,4
6652,6316,4
6652,6343,4
6652,6565,4
6652,6601,4
6652,6689,4
6652,6955,4
6652,6465,4
6652,6530,4
6652,6580,4
6652,6606,4
6652,6478,4
6652,6578,4
6652,6474,4
6652,6477,4
6652,6540,4
6652,6612,4
6652,6289,4
6652,6413,4
6652,6425,4
6652,6463,4
6652,6523,4
6652,6620,4
6652,6508,4
6652,6568,4
6652,6338,4
6652,6431,4
6652,6263,4
6652,6307,4
6652,6366,4
6652,6553,4
6652,6216,4
6652,6324,4
6652,6335,4
6652,6345,4
6652,6122,4
6652,6157,4
6652,6231,4
6652,6300,4
6652,6353,4
6652,6446,4
6652,6023,4
6652,6120,4
6652,6266,4
6652,6419,4
6652,5944,4
6652,6001,4
6652,6248,4
6652,6287,4
6652,5769,4
6652,5865,4
6652,6214,4
6652,6220,4
6652,6267,4
6652,6308,4
6652,5453,4
6652,5753,4
6652,5797,4
6652,5848,4
6652,6130,4
6652,6143,4
6652,5774,4
6652,5789,4
6652,6121,4
6652,6131,4
6652,6048,4
6652,6053,4
6652,6003,4
6652,6018,4
6652,5868,4
6652,5987,4
6652,5998,4
6652,6034,4
6652,5825,4
6652,5850,4
6652,5897,4
6652,5909,4
6652,5976,4
6652,5983,4
6652,6010,4
6652,6054,4
6652,5840,4
6652,5895,4
6652,5916,4
6652,6020,4
6652,5724,4
6652,5810,4
6652,5786,4
6652,5860,4
6652,5751,4
6652,5768,4
6652,5660,4
6652,5738,4
6652,5594,4
6652,5646,4
6652,5700,4
6652,5713,4
6652,5474,4
6652,5510,4
6652,5531,4
6652,5624,4
6652,5653,4
6652,5706,4
6652,5442,4
6652,5511,4
6652,5519,4
6652,5579,4
6652,5657,4
6652,5716,4
6652,5271,4
6652,5300,4
6652,5405,4
6652,5416,4
6652,5437,4
6652,5450,4
6652,5471,4
6652,5507,4
6652,5514,4
6652,5659,4
6652,5032,4
6652,5066,4
6652,5218,4
6652,5268,4
6652,5283,4
6652,5355,4
6652,5408,4
6652,5432,4
6652,5109,4
6652,5150,4
6652,5160,4
6652,5213,4
6652,5244,4
6652,5257,4
6652,5262,4
6652,5301,4
6652,4676,4
6652,4880,4
6652,5002,4
6652,5078,4
6652,5090,4
6652,5151,4
6652,5158,4
6652,5236,4
6652,5237,4
6652,5250,4
6652,4524,4
6652,4576,4
6652,4773,4
6652,4984,4
6652,4990,4
6652,5000,4
6652,5040,4
6652,5041,4
6652,5048,4
6652,5080,4
6652,5111,4
6652,5186,4
6652,4489,4
6652,4507,4
6652,4724,4
6652,4779,4
6652,4887,4
6652,4946,4
6652,5037,4
6652,5148,4
6652,4484,4
6652,4491,4
6652,4616,4
6652,4769,4
6652,4868,4
6652,4949,4
6652,4388,4
6652,4465,4
5992,5992,4
5992,5908,4
5992,5984,4
5992,5739,4
5992,5911,4
5992,5126,4
5992,5350,4
5992,4936,4
5992,5353,4
5992,4807,4
5992,4851,4
5992,5319,4
5992,5827,4
5992,4755,4
5992,4775,4
5992,5087,4
5992,5430,4
5992,4561,4
5992,4688,4
5992,4874,4
5992,4924,4
5992,5496,4
5992,5759,4
5992,4017,4
5992,4395,4
5992,4432,4
5992,4611,4
5992,5458,4
5992,5679,4
5992,3783,4
5992,3832,4
5992,3982,4
5992,4164,4
5992,4362,4
5992,4404,4
5992,4407,4
5992,4637,4
5992,5229,4
5992,5476,4
5992,4219,4
5992,4538,4
5992,5537,4
5992,5938,4
5992,5524,4
5992,5907,4
5992,5466,4
5992,5644,4
5992,5203,4
5992,5400,4
5992,5842,4
5992,5891,4
5992,5253,4
5992,5415,4
5992,5345,4
5992,5550,4
6019,6019,4
6019,5807,4
6019,5989,4
6019,5864,4
6019,5902,4
6019,5710,4
6019,5802,4
6019,5384,4
6019,5523,4
6019,4765,4
6019,4859,4
6019,5521,4
6019,5522,4
6019,4549,4
6019,4735,4
6019,4819,4
6019,4839,4
6019,5334,4
6019,5485,4
6019,4440,4
6019,4453,4
6019,4677,4
6019,4740,4
6019,4750,4
6019,4794,4
6019,5484,4
6019,5515,4
6019,4255,4
6019,4400,4
6019,5019,4
6019,5469,4
6019,4276,4
6019,4411,4
6019,5230,4
6019,5464,4
6019,4437,4
6019,4459,4
6019,5071,4
6019,5460,4
6019,4956,4
6019,4967,4
6019,5134,4
6019,5481,4
6019,5397,4
6019,5491,4
6019,5376,4
6019,5560,4
6019,5132,4
6019,5310,4
6019,5365,4
6019,5876,4
6019,4891,4
6019,5118,4
6019,5296,4
6019,5530,4
6019,5887,4
6019,5929,4
6019,4774,4
6019,4811,4
6019,4888,4
6019,5255,4
6019,5889,4
6019,6246,4
6019,4700,4
6019,4711,4
6019,4743,4
6019,4757,4
6019,5833,4
6019,5878,4
6019,4680,4
6019,4837,4
6019,5745,4
6019,5818,4
6019,4601,4
6019,4693,4
6019,5625,4
6019,5762,4
6019,4504,4
6019,4586,4
6019,5348,4
6019,5613,4
6019,4379,4
6019,4415,4
6019,4460,4
6019,4565,4
6019,5094,4
6019,5102,4
6019,3897,4
6019,4130,4
6019,4330,4
6019,4352,4
6019,4387,4
6019,4558,4
6019,5016,4
6019,5352,4
6019,3587,4
6019,3858,4
6019,3947,4
6019,4052,4
6019,4172,4
6019,4289,4
6019,4881,4
6019,4999,4
6019,3674,4
6019,3844,4
6019,3918,4
6019,4023,4
6019,4068,4
6019,4140,4
6019,4156,4
6019,4295,4
6019,4806,4
6019,5008,4
6019,3252,4
6019,3414,4
6019,3597,4
6019,3702,4
6019,3746,4
6019,3831,4
6019,4072,4
6019,4109,4
6019,4291,4
6019,4394,4
6019,4962,4
6019,5344,4
6019,3358,4
6019,3423,4
6019,3558,4
6019,3721,4
6019,3736,4
6019,3737,4
6019,4210,4
6019,4539,4
6019,4780,4
6019,5082,4
6019,5226,4
6019,5403,4
6019,3117,4
6019,3164,4
6019,3336,4
6019,3353,4
6019,3491,4
6019,3509,4
6019,3838,4
6019,4299,4
6019,4921,4
6019,4968,4
6019,2911,4
6019,3237,4
6019,3633,4
6019,3891,4
6019,4317,4
6019,4421,4
6019,2824,4
6019,2907,4
6019,3535,4
6019,3622,4
6019,4104,4
6019,4436,4
6019,2737,4
6019,2797,4
6019,2850,4
6019,3067,4
6019,3507,4
6019,3542,4
6019,3579,4
6019,3611,4
6019,3430,4
6019,3512,4
6019,3369,4
6019,3370,4
6019,3383,4
6019,3531,4
6151,6151,4
6151,6229,4
6151,6379,4
6151,6252,4
6151,6439,4
6151,6498,4
6151,7236,4
6151,6321,4
6151,6476,4
6151,6600,4
6151,6810,4
6151,6833,4
6151,6896,4
6151,7178,4
6151,7287,4
6151,6354,4
6151,6532,4
6151,6737,4
6151,6915,4
6151,7099,4
6151,7140,4
6151,7332,4
6151,7474,4
6151,6961,4
6151,7067,4
6151,7091,4
6151,7358,4
6151,7517,4
6151,7552,4
6151,7761,4
6151,8079,4
6151,7272,4
6151,7485,4
6151,7523,4
6151,7931,4
6151,7532,4
6151,7792,4
6268,6268,4
6268,6118,4
6268,6280,4
6268,6012,4
6268,6036,4
6268,5434,4
6268,5969,4
6268,5305,4
6268,5390,4
6268,5526,4
6268,5892,4
6268,5197,4
6268,5204,4
6268,5351,4
6268,5426,4
6268,5439,4
6268,5692,4
6268,5058,4
6268,5125,4
6268,5146,4
6268,5235,4
6268,5666,4
6268,5824,4
6268,4590,4
6268,4783,4
6268,4972,4
6268,5064,4
6268,5321,4
6268,5656,4
6268,4657,4
6268,4717,4
6268,4803,4
6268,4867,4
6268,4301,4
6268,4382,4
6268,4602,4
6268,4652,4
6268,4669,4
6268,4759,4
6268,4896,4
6268,4961,4
6268,4002,4
6268,4045,4
6268,4233,4
6268,4271,4
6268,4349,4
6268,4464,4
6268,4647,4
6268,4713,4
6268,5009,4
6268,5199,4
6268,3490,4
6268,3546,4
6268,4025,4
6268,4026,4
6268,4176,4
6268,4263,4
6268,4547,4
6268,4672,4
6268,4800,4
6268,5015,4
6268,5248,4
6268,5683,4
6268,3095,4
6268,3214,4
6268,4198,4
6268,4321,4
6268,4531,4
6268,4679,4
6268,4955,4
6268,5034,4
6268,5220,4
6268,5596,4
6268,3700,4
6268,3960,4
6268,3969,4
6268,4191,4
6268,4555,4
6268,4772,4
6268,4805,4
6268,4897,4
6268,3588,4
6268,3649,4
6268,3686,4
6268,3809,4
6268,3928,4
6268,4221,4
6268,4499,4
6268,4585,4
6268,2546,4
6268,3049,4
6268,3179,4
6268,3254,4
6268,3501,4
6268,3875,4
6268,4209,4
6268,4270,4
6268,4417,4
6268,4458,4
6268,2753,4
6268,2966,4
6268,3044,4
6268,3059,4
6268,3221,4
6268,3451,4
6268,3709,4
6268,3862,4
6268,4222,4
6268,4240,4
6268,4331,4
6268,4702,4
6268,2391,4
6268,2513,4
6268,2648,4
6268,2865,4
6268,2968,4
6268,2976,4
6268,2991,4
6268,3281,4
6268,3520,4
6268,3900,4
6268,2435,4
6268,2437,4
6268,2723,4
6268,2784,4
6268,2793,4
6268,2832,4
6268,2946,4
6268,3099,4
6268,3301,4
6268,3325,4
6268,2239,4
6268,2321,4
6268,2583,4
6268,2624,4
6268,3280,4
6268,3316,4
6268,3322,4
6268,3557,4
6268,2059,4
6268,2145,4
6268,2498,4
6268,2500,4
6268,2554,4
6268,2694,4
6268,2918,4
6268,3082,4
6268,3198,4
6268,3473,4
6268,1762,4
6268,1859,4
6268,2177,4
6268,2179,4
6268,2293,4
6268,2296,4
6268,2459,4
6268,2499,4
6268,2657,4
6268,2673,4
6268,2801,4
6268,2940,4
6268,3380,4
6268,3555,4
6268,1579,4
6268,1757,4
6268,2226,4
6268,2255,4
6268,2423,4
6268,2595,4
6268,2727,4
6268,2916,4
6268,2938,4
6268,3005,4
6268,3662,4
6268,3719,4
6268,2092,4
6268,2228,4
6268,2758,4
6268,2817,4
6268,2837,4
6268,2959,4
6268,3120,4
6268,3242,4
6268,2112,4
6268,2118,4
6268,2242,4
6268,2759,4
6268,2839,4
6268,2848,4
6268,2860,4
6268,2889,4
6268,3227,4
6268,3266,4
6268,2207,4
6268,2306,4
6268,2556,4
6268,2977,4
6268,3199,4
6268,3403,4
6268,2288,4
6268,2326,4
6998,6998,4
6998,6757,4
6998,6857,4
6998,6838,4
6998,6840,4
6998,6641,4
6998,6813,4
6998,6539,4
6998,6635,4
6998,6660,4
6998,6745,4
6998,6454,4
6998,6521,4
6998,6714,4
6998,6781,4
6998,6235,4
6998,6423,4
6998,6480,4
6998,6514,4
6998,6647,4
6998,6699,4
6998,6127,4
6998,6202,4
6998,6426,4
6998,6443,4
6998,6493,4
6998,6684,4
6998,6105,4
6998,6115,4
6998,6253,4
6998,6365,4
6998,6393,4
6998,6481,4
6998,6670,4
6998,6772,4
6998,5946,4
6998,6092,4
6998,6298,4
6998,6322,4
6998,6323,4
6998,6385,4
6998,6626,4
6998,6650,4
6998,5835,4
6998,5936,4
6998,6123,4
6998,6257,4
6998,6406,4
6998,6534,4
6998,5780,4
6998,5830,4
6998,5883,4
6998,5947,4
6998,6110,4
6998,6111,4
6998,6461,4
6998,6464,4
6998,5698,4
6998,5752,4
6998,5760,4
6998,5826,4
6998,5874,4
6998,5986,4
6998,6377,4
6998,6437,4
6998,5654,4
6998,5658,4
6998,5685,4
6998,5757,4
6998,5949,4
6998,5991,4
6998,6348,4
6998,6415,4
6998,5538,4
6998,5682,4
6998,6255,4
6998,6284,4
6998,5467,4
6998,5479,4
6998,5512,4
6998,5589,4
6998,6224,4
6998,6236,4
6998,5412,4
6998,5413,4
6998,5921,4
6998,5996,4
6998,6189,4
6998,6228,4
6998,5402,4
6998,5404,4
6998,5159,4
6998,5198,4
6998,4932,4
6998,5170,4
6998,4893,4
6998,4908,4
6998,4658,4
6998,4758,4
7003,7003,4
7003,6909,4
7003,6925,4
7003,6888,4
7003,7015,4
7003,6812,4
7003,6885,4
7003,6868,4
7003,6938,4
7003,6761,4
7003,6918,4
7003,6712,4
7003,6891,4
7003,6503,4
7003,6520,4
7003,6790,4
7003,6820,4
7003,6153,4
7003,6346,4
7003,6391,4
7003,6412,4
7003,6727,4
7003,6758,4
7003,6089,4
7003,6176,4
7003,6295,4
7003,6373,4
7003,6490,4
7003,6674,4
7003,6677,4
7003,6692,4
7003,5948,4
7003,6099,4
7003,6245,4
7003,6259,4
7003,6261,4
7003,6351,4
7003,6470,4
7003,6554,4
7003,5990,4
7003,6119,4
7003,6154,4
7003,6167,4
7003,6187,4
7003,6227,4
7003,6238,4
7003,6260,4
7003,6319,4
7003,6342,4
7003,6065,4
7003,6138,4
7003,6197,4
7003,6262,4
7003,6288,4
7003,6356,4
7003,5901,4
7003,6009,4
7003,6024,4
7003,6080,4
7003,6144,4
7003,6186,4
7003,6191,4
7003,6258,4
7003,5782,4
7003,5845,4
7003,6015,4
7003,6025,4
7003,6026,4
7003,6061,4
7003,6070,4
7003,6160,4
7003,6169,4
7003,6256,4
7003,5581,4
7003,5586,4
7003,5629,4
7003,5667,4
7003,5856,4
7003,5879,4
7003,5932,4
7003,5963,4
7003,5997,4
7003,6005,4
7003,5478,4
7003,5569,4
7003,5693,4
7003,5743,4
7003,5775,4
7003,5933,4
7003,5378,4
7003,5525,4
7003,5529,4
7003,5614,4
7003,5717,4
7003,5734,4
7003,5221,4
7003,5422,4
7003,5571,4
7003,5610,4
7003,5681,4
7003,5733,4
7003,4804,4
7003,5157,4
7003,5406,4
7003,5440,4
7003,5597,4
7003,5677,4
7003,4941,4
7003,5022,4
7003,5086,4
7003,5387,4
7003,5486,4
7003,5494,4
7003,4910,4
7003,4975,4
7003,5021,4
7003,5147,4
7003,5266,4
7003,5339,4
7003,4374,4
7003,4852,4
7003,4898,4
7003,4953,4
7003,3870,4
7003,4231,4
7003,4447,4
7003,4787,4
7003,4862,4
7003,4890,4
7003,4892,4
7003,5036,4
7003,3625,4
7003,3846,4
7003,4003,4
7003,4214,4
7003,4371,4
7003,4641,4
7003,4667,4
7003,4842,4
7003,4375,4
7003,4441,4
7003,4594,4
7003,4603,4
7003,3673,4
7003,4494,4
7003,4498,4
7003,4614,4
7003,3547,4
7003,3718,4
7003,4433,4
7003,4471,4
7003,3436,4
7003,3470,4
7003,3869,4
7003,4239,4
7003,3388,4
7003,3424,4
7003,3800,4
7003,3803,4
7003,3114,4
7003,3373,4
7003,3730,4
7003,3801,4
7003,2969,4
7003,3061,4
7003,3231,4
7003,3440,4
7003,3658,4
7003,3713,4
7003,2502,4
7003,2634,4
7003,2939,4
7003,2945,4
7003,2985,4
7003,3487,4
7003,2289,4
7003,2689,4
7003,2899,4
7003,2905,4
7003,3448,4
7003,3615,4
7003,1896,4
7003,2302,4
7003,3420,4
7003,3458,4
7003,2189,4
7003,2195,4
7049,7049,4
7049,6548,4
7049,6978,4
7049,6429,4
7049,6585,4
7049,6039,4
7049,6158,4
7049,5555,4
7049,5587,4
7049,5951,4
7049,6062,4
7049,5057,4
7049,5201,4
7049,5689,4
7049,5737,4
7049,5950,4
7049,6013,4
7049,5025,4
7049,5075,4
7049,5556,4
7049,5636,4
7049,4587,4
7049,4933,4
7049,5011,4
7049,5171,4
7049,5456,4
7049,5576,4
7049,4268,4
7049,4414,4
7049,4534,4
7049,4709,4
7049,5215,4
7049,5441,4
7049,4449,4
7049,4699,4
7049,4258,4
7049,4353,4
7049,4168,4
7049,4345,4
7205,7205,4
7205,6982,4
7205,7253,4
7205,7212,4
7205,7221,4
7205,6871,4
7205,7202,4
7205,7085,4
7205,7223,4
7205,6555,4
7205,7058,4
7205,7116,4
7205,7219,4
7205,7018,4
7205,7098,4
7205,7158,4
7205,7302,4
7205,7079,4
7205,7229,4
7205,7040,4
7205,7267,4
7205,6859,4
7205,7074,4
7205,6621,4
7205,6740,4
7205,6927,4
7205,7162,4
7205,6417,4
7205,6563,4
7205,7185,4
7205,7265,4
7205,6126,4
7205,6397,4
7205,7096,4
7205,7292,4
7205,7065,4
7205,7080,4
7205,7380,4
7205,7391,4
7205,6988,4
7205,7383,4
7205,7556,4
7205,7633,4
7205,6872,4
7205,6941,4
7205,7390,4
7205,7549,4
7205,7634,4
7205,7657,4
7205,6349,4
7205,6853,4
7205,6293,4
7205,6330,4
7205,6643,4
7205,6969,4
7205,6081,4
7205,6147,4
7205,6453,4
7205,6584,4
7205,6917,4
7205,7210,4
7205,5965,4
7205,6028,4
7205,6894,4
7205,6935,4
7205,7281,4
7205,7468,4
7205,5940,4
7205,6100,4
7205,6542,4
7205,6865,4
7205,7369,4
7205,7435,4
7205,5867,4
7205,5954,4
7205,6836,4
7205,6987,4
7205,7449,4
7205,7571,4
7205,5699,4
7205,6032,4
7205,6771,4
7205,7125,4
7205,5628,4
7205,5651,4
7205,5672,4
7205,6076,4
7205,6615,4
7205,6807,4
7205,7245,4
7205,7304,4
7205,6094,4
7205,6108,4
7205,6751,4
7205,6984,4
7205,7327,4
7205,7422,4
7205,5661,4
7205,6133,4
7205,6200,4
7205,6217,4
7205,6733,4
7205,6996,4
7205,7318,4
7205,7635,4
7205,5454,4
7205,5554,4
7205,5975,4
7205,6199,4
7205,6486,4
7205,6693,4
7205,7270,4
7205,7357,4
7205,5241,4
7205,5566,4
7205,6043,4
7205,6442,4
7205,6475,4
7205,6747,4
7205,7368,4
7205,7547,4
7205,5543,4
7205,5627,4
7205,6331,4
7205,6432,4
7205,6720,4
7205,7021,4
7205,7586,4
7205,7890,4
7205,5534,4
7205,5600,4
7205,5882,4
7205,6135,4
7205,6294,4
7205,6728,4
7205,7823,4
7205,7942,4
7205,5584,4
7205,5718,4
7205,6700,4
7205,6818,4
7205,7948,4
7205,8056,4
7205,6107,4
7205,6672,4
7205,6830,4
7205,7280,4
7205,7809,4
7205,8061,4
7205,6212,4
7205,6502,4
7205,6928,4
7205,7135,4
7205,7330,4
7205,7494,4
7205,5853,4
7205,6184,4
7205,6976,4
7205,7106,4
7205,7442,4
7205,7451,4
7205,6077,4
7205,6188,4
7205,6774,4
7205,6975,4
7205,7522,4
7205,7541,4
7205,5982,4
7205,6177,4
7205,6789,4
7205,7014,4
7205,6042,4
7205,6166,4
7205,7001,4
7205,7314,4
7205,6456,4
7205,7033,4
7205,7032,4
7205,7200,4
7205,6851,4
7205,7030,4
7205,6886,4
7205,7167,4
7205,7321,4
7205,7374,4
7815,7815,4
7815,7842,4
7815,7949,4
7815,7841,4
7815,8012,4
7815,7548,4
7815,7933,4
7815,7488,4
7815,7638,4
7815,7940,4
7815,8031,4
7815,7439,4
7815,7484,4
7815,8005,4
7815,8017,4
7815,8100,4
7815,8107,4
7815,7248,4
7815,7476,4
7815,7614,4
7815,8001,4
7815,8084,4
7815,8168,4
7815,7179,4
7815,7256,4
7815,8002,4
7815,8021,4
7815,8167,4
7815,8339,4
7815,7048,4
7815,7164,4
7815,7927,4
7815,8011,4
7815,8337,4
7815,8373,4
7815,7119,4
7815,7174,4
7815,7734,4
7815,7884,4
7815,7969,4
7815,8122,4
7815,8384,4
7815,8464,4
7815,7134,4
7815,7196,4
7815,7417,4
7815,7749,4
7815,8074,4
7815,8144,4
7815,8334,4
7815,8434,4
7815,7105,4
7815,7213,4
7815,7361,4
7815,7384,4
7815,7971,4
7815,8119,4
7815,6730,4
7815,6904,4
7815,7285,4
7815,7326,4
7815,7930,4
7815,7947,4
7815,8136,4
7815,8263,4
7815,7831,4
7815,7843,4
7815,8224,4
7815,8271,4
7815,7672,4
7815,7777,4
7815,8179,4
7815,8217,4
7815,7610,4
7815,7615,4
7815,7745,4
7815,7793,4
7815,8152,4
7815,8173,4
7815,8199,4
7815,8429,4
7815,7555,4
7815,7581,4
7815,7695,4
7815,7741,4
7815,7769,4
7815,7849,4
7815,8141,4
7815,8299,4
7815,7241,4
7815,7518,4
7815,7598,4
7815,7742,4
7815,7821,4
7815,7911,4
7815,8047,4
7815,8163,4
7815,8356,4
7815,8459,4
7815,7515,4
7815,7531,4
7815,7724,4
7815,7730,4
7815,7776,4
7815,7814,4
7815,7995,4
7815,8065,4
7815,8197,4
7815,8241,4
7815,7397,4
7815,7471,4
7815,7512,4
7815,7578,4
7815,7644,4
7815,7683,4
7815,7747,4
7815,7788,4
7815,7854,4
7815,8044,4
7815,8082,4
7815,8142,4
7815,7389,4
7815,7393,4
7815,7431,4
7815,7567,4
7815,7887,4
7815,8009,4
7815,8023,4
7815,8038,4
7815,8103,4
7815,8255,4
7815,7990,4
7815,8033,4
7815,8090,4
7815,8092,4
7815,8196,4
7815,8348,4
7815,8008,4
7815,8068,4
7815,7848,4
7815,7975,4
7815,7847,4
7815,7856,4
7815,7813,4
7815,7846,4
7815,7857,4
7815,7895,4
7815,7722,4
7815,7764,4
7815,7861,4
7815,7878,4
7815,7810,4
7815,7924,4
7649,7649,4
7649,7674,4
7649,7696,4
7649,7766,4
7649,7929,4
7649,7910,4
7649,7959,4
7649,7779,4
7649,7972,4
7649,7981,4
7649,7987,4
7649,7993,4
7649,8101,4
7649,7883,4
7649,8117,4
7649,8114,4
7649,8218,4
7649,8054,4
7649,8184,4
7649,7677,4
7649,7997,4
7649,8265,4
7649,8296,4
7649,7816,4
7649,8135,4
7649,8355,4
7649,8427,4
7649,7592,4
7649,7721,4
7649,7767,4
7649,8225,4
7649,8269,4
7649,8628,4
7649,8004,4
7649,8289,4
7649,8529,4
7649,8642,4
7649,8171,4
7649,8510,4
7649,8500,4
7649,8827,4
7649,8495,4
7649,8667,4
7649,8392,4
7649,8453,4
7649,8738,4
7649,8788,4
7649,8205,4
7649,8266,4
7649,8526,4
7649,8582,4
7649,8861,4
7649,8925,4
7649,7865,4
7649,8147,4
7649,8523,4
7649,8676,4
7649,7703,4
7649,7752,4
7649,7913,4
7649,8083,4
7649,8501,4
7649,8537,4
7649,8520,4
7649,8820,4
7649,8430,4
7649,8514,4
7649,8198,4
7649,8313,4
7649,8555,4
7649,8602,4
7649,8214,4
7649,8616,4
7649,7928,4
7649,8207,4
7708,7708,4
7708,7533,4
7708,7627,4
7708,7400,4
7708,7407,4
7708,7544,4
7708,7631,4
7708,7288,4
7708,7479,4
7708,7626,4
7708,7850,4
7708,7182,4
7708,7230,4
7708,7322,4
7708,7475,4
7708,7643,4
7708,8086,4
7708,7126,4
7708,7131,4
7708,7226,4
7708,7242,4
7708,7262,4
7708,7297,4
7708,7452,4
7708,7676,4
7708,6932,4
7708,7031,4
7708,7100,4
7708,7138,4
7708,7159,4
7708,7317,4
7708,7480,4
7708,7711,4
7708,6816,4
7708,7095,4
7708,7157,4
7708,7175,4
7708,7448,4
7708,7784,4
7708,6669,4
7708,6951,4
7708,7052,4
7708,7284,4
7708,6277,4
7708,6598,4
7708,6637,4
7708,6705,4
7708,6755,4
7708,7117,4
7708,6411,4
7708,6515,4
7708,6579,4
7708,6592,4
7708,6605,4
7708,6632,4
7708,6701,4
7708,6763,4
7708,6455,4
7708,6460,4
7708,6487,4
7708,6591,4
7708,6717,4
7708,6743,4
7708,6839,4
7708,6919,4
7708,6552,4
7708,6599,4
7708,6795,4
7708,6916,4
7708,7028,4
7708,7071,4
7708,6058,4
7708,6497,4
7708,6710,4
7708,6943,4
7708,5955,4
7708,6159,4
7708,6168,4
7708,6511,4
7708,6715,4
7708,7108,4
7708,5958,4
7708,6164,4
7708,6968,4
7708,7239,4
7708,5904,4
7708,6035,4
7708,6908,4
7708,6936,4
7708,5770,4
7708,5866,4
7708,6796,4
7708,6837,4
7708,5497,4
7708,5723,4
7708,6445,4
7708,6899,4
7708,6156,4
7708,6957,4
7708,6842,4
7708,6971,4
7708,6819,4
7708,7133,4
7708,6661,4
7708,6878,4
7708,7274,4
7708,7289,4
7708,6499,4
7708,6517,4
7708,5939,4
7708,6524,4
7708,6325,4
7708,6518,4
7708,6059,4
7708,6630,4
7411,7411,4
7411,7402,4
7411,7537,4
7411,7299,4
7411,7583,4
7411,7585,4
7411,7757,4
7411,7086,4
7411,7278,4
7411,7441,4
7411,7700,4
7411,7758,4
7411,8174,4
7411,7232,4
7411,7438,4
7411,7770,4
7411,7830,4
7411,8227,4
7411,8353,4
7411,7056,4
7411,7254,4
7411,7426,4
7411,7507,4
7411,8226,4
7411,8231,4
7411,8391,4
7411,8423,4
7411,7026,4
7411,7044,4
7411,7266,4
7411,7277,4
7411,8151,4
7411,8277,4
7411,8358,4
7411,8485,4
7411,6890,4
7411,7042,4
7411,7249,4
7411,7503,4
7411,7950,4
7411,8116,4
7411,8254,4
7411,8257,4
7411,8475,4
7411,8540,4
7411,6691,4
7411,7019,4
7411,7150,4
7411,7310,4
7411,7689,4
7411,7946,4
7411,7960,4
7411,8076,4
7411,8250,4
7411,8260,4
7411,8332,4
7411,8471,4
7411,7017,4
7411,7152,4
7411,7342,4
7411,7356,4
7411,7952,4
7411,7957,4
7411,8030,4
7411,8105,4
7411,8181,4
7411,8186,4
7411,8424,4
7411,8460,4
7411,6994,4
7411,6997,4
7411,7320,4
7411,7346,4
7411,7825,4
7411,7921,4
7411,8041,4
7411,8139,4
7411,8454,4
7411,8517,4
7411,6897,4
7411,7025,4
7411,7263,4
7411,7308,4
7411,7367,4
7411,7371,4
7411,7811,4
7411,7832,4
7411,7844,4
7411,8052,4
7411,8341,4
7411,8439,4
7411,8498,4
7411,8531,4
7411,7233,4
7411,7260,4
7411,7454,4
7411,7504,4
7411,7675,4
7411,7785,4
7411,7801,4
7411,7805,4
7411,7423,4
7411,7458,4
7411,7506,4
7411,7545,4
7411,7490,4
7411,7542,4
7411,7511,4
7411,7535,4
7596,7596,4
7596,7408,4
7596,7618,4
7596,7601,4
7596,7639,4
7596,7647,4
7596,8066,4
7596,7637,4
7596,7765,4
7596,8058,4
7596,8204,4
7596,7498,4
7596,7804,4
7596,8232,4
7596,8691,4
7596,7365,4
7596,7500,4
7596,7751,4
7596,7916,4
7596,8462,4
7596,9087,4
7596,7755,4
7596,7983,4
7596,8097,4
7596,8125,4
7596,9135,4
7596,9249,4
7596,7669,4
7596,8192,4
7596,9114,4
7596,9486,4
7596,7588,4
7596,7704,4
7596,9449,4
7596,9994,4
7596,9124,4
7596,9369,4
7596,9978,4
7596,10111,4
7596,8912,4
7596,9323,4
7596,10113,4
7596,10143,4
7596,9245,4
7596,9576,4
7596,10206,4
7596,10243,4
7596,8882,4
7596,9214,4
7596,9594,4
7596,9621,4
7632,7632,4
7632,7636,4
7632,7808,4
7632,8072,4
7632,8685,4
