reachid,length_m,Shape_Leng,geom_len
105,292.54437333305907,292.544373333,292.54437333305907
106,3978.5378262251375,3978.53782623,3978.5378262251375
107,7121.200337352838,7121.20033735,7121.200337352838
108,5348.639220222746,0.0,5348.639220222746
109,1971.0384146799786,1971.03841468,1971.0384146799786
110,1421.5261099074705,0.0,1421.5261099074705
111,1530.0032638511225,0.0,1530.0032638511225
112,5538.251801002128,0.0,5538.251801002128
113,5854.977036725702,5854.97703673,5854.977036725702
114,1839.005438316188,0.0,1839.005438316188
115,4628.5841404242665,0.0,4628.5841404242665
116,6073.322093525575,6073.32209353,6073.322093525575
117,2813.7881841337203,0.0,2813.7881841337203
118,12159.832137874328,0.0,12159.832137874328
119,4886.85322879377,4886.85322879,4886.85322879377
120,1721.0400649593516,0.0,1721.0400649593516
121,4960.9732607627775,4960.97326076,4960.9732607627775
122,6265.6394114395935,6265.63941144,6265.6394114395935
123,6651.720900100643,0.0,6651.720900100643
124,4576.670268387414,4576.67026839,4576.670268387414
125,4099.700500386084,0.0,4099.700500386084
126,16720.018680020134,16720.01868,16720.018680020134
127,40.04044549409173,40.0404454941,40.04044549409173
128,729.2947011388977,729.294701139,729.2947011388977
129,3428.221642300309,3428.2216423,3428.221642300309
130,4119.826397568588,4119.82639757,4119.826397568588
131,3445.134869012556,3445.13486901,3445.134869012556
132,4239.291717128571,4239.29171713,4239.291717128571
133,100.81524388933599,0.0,100.81524388933599
134,3965.9878274213384,0.0,3965.9878274213384
135,9408.917218183386,0.0,9408.917218183386
136,5216.63705296654,5216.63705297,5216.63705296654
137,11501.571972072976,11501.5719721,11501.571972072976
138,23580.476286544552,23580.4762865,23580.476286544552
139,8205.364245870573,0.0,8205.364245870573
140,3429.882191380348,0.0,3429.882191380348
141,10446.69344197822,0.0,10446.69344197822
142,1846.6993274409342,1846.69932744,1846.6993274409342
143,14295.057948920095,14295.0579489,14295.057948920095
144,3946.397345305919,3946.39734531,3946.397345305919
145,28755.437086490878,0.0,28755.437086490878
146,5329.494047374922,5329.49404737,5329.494047374922
147,4185.659676494749,0.0,4185.659676494749
148,10594.520538001696,0.0,10594.520538001696
149,4613.814266500198,4613.8142665,4613.814266500198
150,6934.84642108437,0.0,6934.84642108437
151,8676.715164451132,8676.71516445,8676.715164451132
152,8871.412827104612,0.0,8871.412827104612
153,433.92014657496424,0.0,433.92014657496424
154,16795.943855497128,16795.9438555,16795.943855497128
155,10474.628535028287,0.0,10474.628535028287
156,4927.729143475216,0.0,4927.729143475216
157,2943.5557791593583,0.0,2943.5557791593583
158,1954.3296027699348,0.0,1954.3296027699348
159,7053.7790545383905,7053.77905454,7053.7790545383905
160,8710.86020116506,8710.86020117,8710.86020116506
161,4208.640095843496,0.0,4208.640095843496
162,1115.1946212430819,0.0,1115.1946212430819
163,2564.175028849555,0.0,2564.175028849555
164,2905.5771837614484,2905.57718376,2905.5771837614484
165,2245.9301627554837,2245.93016276,2245.9301627554837
166,1009.9289266785981,0.0,1009.9289266785981
167,1559.220665613621,1559.22066561,1559.220665613621
168,3658.8707354978587,0.0,3658.8707354978587
169,9605.229551372644,0.0,9605.229551372644
170,17546.030088030904,0.0,17546.030088030904
171,33083.37326029485,33083.3732603,33083.37326029485
172,955.0149378353784,0.0,955.0149378353784
173,1879.9242031495342,1879.92420315,1879.9242031495342
174,7434.17873246862,7434.17873247,7434.17873246862
175,5678.007592081252,0.0,5678.007592081252
176,10115.073117994563,10115.073118,10115.073117994563
177,1752.5183975321734,0.0,1752.5183975321734
178,1430.4827413588084,1430.48274136,1430.4827413588084
179,2796.262207410749,2796.26220741,2796.262207410749
180,11087.955523180028,11087.9555232,11087.955523180028
181,8520.41594826965,0.0,8520.41594826965
182,7712.132241341968,0.0,7712.132241341968
183,790.8783669141758,790.878366914,790.8783669141758
184,3506.870054052731,3506.87005405,3506.870054052731
185,3026.353023912805,0.0,3026.353023912805
186,3702.4075500672952,0.0,3702.4075500672952
187,5311.392319143327,0.0,5311.392319143327
188,4654.840664157654,4654.84066416,4654.840664157654
189,2274.0781465629816,0.0,2274.0781465629816
190,10840.894759056138,0.0,10840.894759056138
191,13255.533674396796,13255.5336744,13255.533674396796
192,4272.923547692204,4272.92354769,4272.923547692204
193,984.0894678129057,0.0,984.0894678129057
194,4445.279837465998,0.0,4445.279837465998
195,4428.191889963994,4428.19188996,4428.191889963994
196,13366.97810040936,13366.9781004,13366.97810040936
197,5637.356903040196,5637.35690304,5637.356903040196
198,7540.5098807458935,7540.50988075,7540.5098807458935
199,1797.1571197516535,0.0,1797.1571197516535
200,13723.863925294572,0.0,13723.863925294572
201,4557.938644612015,0.0,4557.938644612015
202,3303.5992891210917,3303.59928912,3303.5992891210917
203,5930.587918305577,5930.58791831,5930.587918305577
204,2829.1378983347918,2829.13789833,2829.1378983347918
205,8817.415532950768,8817.41553295,8817.415532950768
206,12820.332948346362,0.0,12820.332948346362
207,5638.467844847529,0.0,5638.467844847529
208,8259.368699246173,8259.36869925,8259.368699246173
209,7576.5631115518045,7576.56311155,7576.5631115518045
210,1465.8892572984203,1465.8892573,1465.8892572984203
211,1028.4649058294926,0.0,1028.4649058294926
212,433.0765419293467,433.076541929,433.0765419293467
213,6755.371423656859,0.0,6755.371423656859
214,10077.738309937324,10077.7383099,10077.738309937324
215,3017.327823935855,0.0,3017.327823935855
216,8028.213014530526,8028.21301453,8028.213014530526
217,4360.394150724815,4360.39415072,4360.394150724815
218,3218.663655493129,0.0,3218.663655493129
219,13425.566690326976,0.0,13425.566690326976
220,7596.472999514479,0.0,7596.472999514479
221,4808.649656215244,0.0,4808.649656215244
222,10078.58817735914,10078.5881774,10078.58817735914
223,9389.948076248269,9389.94807625,9389.948076248269
224,17582.75906432351,0.0,17582.75906432351
225,9655.129507816173,0.0,9655.129507816173
226,7903.2890036265435,7903.28900363,7903.2890036265435
227,685.6015616686672,0.0,685.6015616686672
228,2705.248956301123,0.0,2705.248956301123
229,671.3370733862017,671.337073386,671.3370733862017
230,3788.580533639933,0.0,3788.580533639933
231,1063.5861902087952,1063.58619021,1063.5861902087952
232,8466.153080194585,0.0,8466.153080194585
233,1597.8500486586738,0.0,1597.8500486586738
234,903.30230727377,903.302307274,903.30230727377
235,2550.5572539938485,2550.55725399,2550.5572539938485
236,4871.984724381018,0.0,4871.984724381018
237,1408.712993082196,0.0,1408.712993082196
238,222.28253821869194,222.282538219,222.28253821869194
239,7924.69825875178,7924.69825875,7924.69825875178
240,1960.0981952319314,1960.09819523,1960.0981952319314
241,13526.102315639746,0.0,13526.102315639746
242,6737.524998175545,6737.52499818,6737.524998175545
243,5322.797235554756,0.0,5322.797235554756
244,688.9091682474,0.0,688.9091682474
245,3179.283097095974,3179.2830971,3179.283097095974
246,10570.546952070907,10570.5469521,10570.546952070907
247,3842.9443109130484,0.0,3842.9443109130484
248,1640.0400350218654,0.0,1640.0400350218654
249,1974.477894832378,0.0,1974.477894832378
250,12763.884927764988,12763.8849278,12763.884927764988
251,4243.183053987456,4243.18305399,4243.183053987456
252,3909.265371084362,0.0,3909.265371084362
253,5977.059784616818,5977.05978462,5977.059784616818
254,2831.8089466908114,0.0,2831.8089466908114
255,507.2044723583647,507.204472358,507.2044723583647
256,9406.524555152768,0.0,9406.524555152768
257,20233.060638167495,20233.0606382,20233.060638167495
258,822.9519758877955,822.951975888,822.9519758877955
259,46878.34675744777,46878.3467574,46878.34675744777
260,4203.482873852647,0.0,4203.482873852647
261,3706.8229453496083,3706.82294535,3706.8229453496083
262,15310.944793875955,15310.9447939,15310.944793875955
263,294.57481187474525,0.0,294.57481187474525
264,1167.0059162285327,0.0,1167.0059162285327
265,6380.404066564432,0.0,6380.404066564432
266,4847.8006905239135,4847.80069052,4847.8006905239135
267,4721.022347926476,4721.02234793,4721.022347926476
268,3250.9949687898384,0.0,3250.9949687898384
269,3932.2936968161603,3932.29369682,3932.2936968161603
270,4296.694163596556,0.0,4296.694163596556
271,9582.423837821856,0.0,9582.423837821856
272,7217.757123656873,7217.75712366,7217.757123656873
273,8939.649992254204,0.0,8939.649992254204
274,1916.7417649858655,0.0,1916.7417649858655
275,9349.761427866217,9349.76142787,9349.761427866217
276,2141.0945710266674,2141.09457103,2141.0945710266674
277,4580.028326724188,4580.02832672,4580.028326724188
278,21562.785353373085,0.0,21562.785353373085
279,512.1309070275333,0.0,512.1309070275333
280,5745.618791085794,0.0,5745.618791085794
281,3449.2038170284886,0.0,3449.2038170284886
282,1281.9894643313082,1281.98946433,1281.9894643313082
283,16082.472128613486,16082.4721286,16082.472128613486
284,6786.738417511348,6786.73841751,6786.738417511348
285,4118.365167820155,0.0,4118.365167820155
286,10571.815848175322,10571.8158482,10571.815848175322
287,1729.8073657483822,1729.80736575,1729.8073657483822
288,7012.695841143122,0.0,7012.695841143122
289,10796.427524461818,10796.4275245,10796.427524461818
290,8661.723052120624,8661.72305212,8661.723052120624
291,3989.994270772238,3989.99427077,3989.994270772238
292,7755.0199419363635,7755.01994194,7755.0199419363635
293,5468.539174644043,0.0,5468.539174644043
294,18712.350876852215,18712.3508769,18712.350876852215
295,208.363078204435,208.363078204,208.363078204435
296,3789.412493011061,0.0,3789.412493011061
297,8253.004564887602,0.0,8253.004564887602
298,15736.232523137145,0.0,15736.232523137145
299,3932.8803023105497,3932.88030231,3932.8803023105497
300,21218.491837785557,21218.4918378,21218.491837785557
301,19309.974570510476,0.0,19309.974570510476
302,7585.37238399697,0.0,7585.37238399697
303,13840.40275163604,13840.4027516,13840.40275163604
304,1956.285183694192,0.0,1956.285183694192
305,12924.403990555371,12924.4039906,12924.403990555371
306,2879.3951500432845,2879.39515004,2879.3951500432845
307,4415.193153088781,0.0,4415.193153088781
308,9930.641140642036,0.0,9930.641140642036
309,16848.865858025492,16848.865858,16848.865858025492
310,1320.9843028581367,0.0,1320.9843028581367
311,1715.4077179663786,0.0,1715.4077179663786
312,9696.622238963062,0.0,9696.622238963062
313,4321.578776888346,4321.57877689,4321.578776888346
314,7565.122662736855,7565.12266274,7565.122662736855
315,540.4602604367734,0.0,540.4602604367734
316,15599.893825134592,0.0,15599.893825134592
317,10213.134300346637,0.0,10213.134300346637
318,8383.323783792817,0.0,8383.323783792817
319,10134.708457852388,0.0,10134.708457852388
320,5153.357823848535,5153.35782385,5153.357823848535
321,10221.864622208943,10221.8646222,10221.864622208943
322,11035.410189668366,11035.4101897,11035.410189668366
323,4003.4791346634975,0.0,4003.4791346634975
324,13574.244114340276,13574.2441143,13574.244114340276
325,9169.319594899516,0.0,9169.319594899516
326,8615.189750681006,0.0,8615.189750681006
327,16890.048577553887,0.0,16890.048577553887
328,2240.6118792305797,0.0,2240.6118792305797
329,12091.660170502368,12091.6601705,12091.660170502368
330,3038.966894695518,0.0,3038.966894695518
331,12513.51396627701,0.0,12513.51396627701
332,2518.835768696357,0.0,2518.835768696357
333,10804.298051740889,10804.2980517,10804.298051740889
334,4944.1571786695495,4944.15717867,4944.1571786695495
335,12031.865497394365,12031.8654974,12031.865497394365
336,10082.985696678881,10082.9856967,10082.985696678881
337,6408.130077274565,0.0,6408.130077274565
338,4621.219618378495,0.0,4621.219618378495
339,8086.857740728698,8086.85774073,8086.857740728698
340,25740.606439443072,0.0,25740.606439443072
341,23574.411782234176,23574.4117822,23574.411782234176
342,6609.600299518403,0.0,6609.600299518403
343,4341.888759033449,4341.88875903,4341.888759033449
344,14410.23601931106,14410.2360193,14410.23601931106
345,7876.080732148979,0.0,7876.080732148979
346,5051.7969885587545,0.0,5051.7969885587545
347,1238.094430240771,0.0,1238.094430240771
348,13361.397652146748,0.0,13361.397652146748
349,4859.3347119289665,0.0,4859.3347119289665
350,6737.829154396194,6737.8291544,6737.829154396194
351,3401.6929806637118,0.0,3401.6929806637118
352,7868.432629024474,7868.43262902,7868.432629024474
353,10914.339403245629,0.0,10914.339403245629
354,1310.1409897927647,0.0,1310.1409897927647
355,3665.4600675805827,0.0,3665.4600675805827
356,1492.6791266198966,1492.67912662,1492.6791266198966
357,3512.3797672600676,0.0,3512.3797672600676
358,2733.9820207206158,2733.98202072,2733.9820207206158
359,15857.696308619863,0.0,15857.696308619863
360,3893.3078258376645,0.0,3893.3078258376645
361,4779.61697691815,4779.61697692,4779.61697691815
362,3725.7668851694284,0.0,3725.7668851694284
363,14847.10564168544,14847.1056417,14847.10564168544
364,15469.425758211042,0.0,15469.425758211042
365,3885.5440859464484,0.0,3885.5440859464484
366,2118.163875485426,0.0,2118.163875485426
367,4142.5624231629645,4142.56242316,4142.5624231629645
368,4255.632394091192,0.0,4255.632394091192
369,5799.182571165921,0.0,5799.182571165921
370,17456.337470291113,0.0,17456.337470291113
371,8822.570969631319,0.0,8822.570969631319
372,10876.29933220384,10876.2993322,10876.29933220384
373,5312.081228507446,5312.08122851,5312.081228507446
374,5557.09730873,5557.09730873,5557.09730873
375,9889.830619605153,0.0,9889.830619605153
376,3821.1655100790417,0.0,3821.1655100790417
377,837.324611750171,0.0,837.324611750171
378,2154.346867574554,2154.34686757,2154.346867574554
379,18437.866960098712,18437.8669601,18437.866960098712
380,5364.9431589104415,5364.94315891,5364.9431589104415
381,7740.513507839897,0.0,7740.513507839897
382,10748.535097140446,0.0,10748.535097140446
383,301.43359975575544,301.433599756,301.43359975575544
384,910.3867816716698,910.386781672,910.3867816716698
385,11677.62417328235,11677.6241733,11677.62417328235
386,503.1255749863267,0.0,503.1255749863267
387,2442.0001776924555,0.0,2442.0001776924555
388,25693.64422053522,25693.6442205,25693.64422053522
389,9266.525443195445,9266.5254432,9266.525443195445
390,4437.899167432838,0.0,4437.899167432838
391,5064.065344040797,0.0,5064.065344040797
392,14875.800474987105,14875.800475,14875.800474987105
393,5154.551245758174,5154.55124576,5154.551245758174
394,2510.199261083649,2510.19926108,2510.199261083649
395,2460.689461165507,0.0,2460.689461165507
396,8883.808461377947,0.0,8883.808461377947
397,2632.821595503863,2632.8215955,2632.821595503863
398,31829.06028916257,31829.0602892,31829.06028916257
399,5737.578213991822,0.0,5737.578213991822
400,1599.0811286464484,0.0,1599.0811286464484
401,14305.208436046321,0.0,14305.208436046321
402,15595.250367649762,15595.2503676,15595.250367649762
403,1725.5275515219257,1725.52755152,1725.5275515219257
404,5463.885155062541,0.0,5463.885155062541
405,1662.9258792357255,1662.92587924,1662.9258792357255
406,1695.1357963277503,0.0,1695.1357963277503
407,15726.479292756256,0.0,15726.479292756256
408,5135.150005522721,0.0,5135.150005522721
409,1032.7920947568723,1032.79209476,1032.7920947568723
410,14041.721592802549,14041.7215928,14041.721592802549
411,16340.951199815956,16340.9511998,16340.951199815956
412,18186.679128731143,0.0,18186.679128731143
413,7979.404829978717,7979.40482998,7979.404829978717
414,1923.3468028818927,1923.34680288,1923.3468028818927
415,4851.895354088981,4851.89535409,4851.895354088981
416,5524.780748006783,0.0,5524.780748006783
417,2564.6913101930286,0.0,2564.6913101930286
418,645.9873132638203,645.987313264,645.9873132638203
419,1889.231787706824,0.0,1889.231787706824
420,4125.091833241507,4125.09183324,4125.091833241507
421,4185.1542915022,0.0,4185.1542915022
422,4480.004816984004,0.0,4480.004816984004
423,8709.301897130768,0.0,8709.301897130768
424,1677.4841342707562,0.0,1677.4841342707562
425,9932.448450443417,9932.44845044,9932.448450443417
426,2552.167630544923,2552.16763054,2552.167630544923
427,8534.797795794899,0.0,8534.797795794899
428,16430.70204612614,16430.7020461,16430.70204612614
429,8687.754925532296,0.0,8687.754925532296
430,11419.511599006113,0.0,11419.511599006113
431,5156.999809732637,5156.99980973,5156.999809732637
432,1687.5774393323525,0.0,1687.5774393323525
433,2851.963079439238,2851.96307944,2851.963079439238
434,10862.876683872888,0.0,10862.876683872888
435,4824.2479654580075,0.0,4824.2479654580075
436,2999.5236135220616,2999.52361352,2999.5236135220616
437,8413.695879784971,0.0,8413.695879784971
438,2979.15932550784,0.0,2979.15932550784
439,1613.180313605482,0.0,1613.180313605482
440,5460.527242600116,5460.5272426,5460.527242600116
441,12909.443529100938,12909.4435291,12909.443529100938
442,325.45407672428064,325.454076724,325.45407672428064
443,7389.168498178777,7389.16849818,7389.168498178777
444,19320.443122460227,19320.4431225,19320.443122460227
445,4711.068658780608,0.0,4711.068658780608
446,1470.9842944878494,1470.98429449,1470.9842944878494
447,10852.037302255869,0.0,10852.037302255869
448,3193.897626898123,0.0,3193.897626898123
449,5190.739718797487,5190.7397188,5190.739718797487
450,3513.2590692694366,3513.25906927,3513.2590692694366
451,5998.764717017175,5998.76471702,5998.764717017175
452,2007.4769484585315,0.0,2007.4769484585315
453,18270.606323989847,18270.606324,18270.606323989847
454,4617.200362133051,0.0,4617.200362133051
455,2678.8342892865803,0.0,2678.8342892865803
456,785.4169949175697,0.0,785.4169949175697
457,5567.133680018053,5567.13368002,5567.133680018053
458,2171.065418811174,2171.06541881,2171.065418811174
459,7245.829639723934,0.0,7245.829639723934
460,2683.165063866819,0.0,2683.165063866819
461,8587.116257018895,8587.11625702,8587.116257018895
462,3855.843071137422,0.0,3855.843071137422
463,6587.181134928682,6587.18113493,6587.181134928682
464,16629.286223925952,0.0,16629.286223925952
465,4694.620740379403,4694.62074038,4694.620740379403
466,9306.203308674072,0.0,9306.203308674072
467,6062.283993345075,0.0,6062.283993345075
468,20512.755347104678,0.0,20512.755347104678
469,3663.017361692004,0.0,3663.017361692004
470,4253.654850010142,4253.65485001,4253.654850010142
471,9322.153182479997,9322.15318248,9322.153182479997
472,10166.201316874654,0.0,10166.201316874654
473,6502.233883669737,6502.23388367,6502.233883669737
474,4708.100141748103,4708.10014175,4708.100141748103
475,3444.826764692564,0.0,3444.826764692564
476,3237.666765244139,3237.66676524,3237.666765244139
477,6246.500926653511,0.0,6246.500926653511
478,9057.936087799919,9057.9360878,9057.936087799919
479,2071.5188589227964,0.0,2071.5188589227964
480,1885.4775210868302,0.0,1885.4775210868302
481,13550.431184910978,0.0,13550.431184910978
482,4135.564443639481,4135.56444364,4135.564443639481
483,4544.745798409463,4544.74579841,4544.745798409463
484,3634.0636569395106,3634.06365694,3634.0636569395106
485,14792.664719151619,14792.6647192,14792.664719151619
486,3018.7461347806816,3018.74613478,3018.7461347806816
487,7082.993582200235,0.0,7082.993582200235
488,5935.188591274447,0.0,5935.188591274447
489,10785.675202945542,0.0,10785.675202945542
490,31001.66919808663,0.0,31001.66919808663
491,1753.621137758685,0.0,1753.621137758685
492,303.2898140293086,0.0,303.2898140293086
493,4130.833426182151,0.0,4130.833426182151
494,2927.8793088628167,2927.87930886,2927.8793088628167
495,2536.6009628784846,2536.60096288,2536.6009628784846
496,3037.515998898782,3037.5159989,3037.515998898782
497,3057.2039746726723,3057.20397467,3057.2039746726723
498,5597.233014104011,0.0,5597.233014104011
499,7641.540590292769,0.0,7641.540590292769
500,4217.356884890547,4217.35688489,4217.356884890547
501,13296.726383314073,0.0,13296.726383314073
502,690.696433093486,690.696433093,690.696433093486
503,6157.652364927191,0.0,6157.652364927191
504,2753.1703800222176,0.0,2753.1703800222176
505,76.01904575246847,76.0190457525,76.01904575246847
506,3826.7301092341972,3826.73010923,3826.7301092341972
507,4007.686829785673,4007.68682979,4007.686829785673
508,601.6652411440922,601.665241144,601.6652411440922
509,10109.43248239442,10109.4324824,10109.43248239442
510,7064.247673935092,7064.24767394,7064.247673935092
511,3913.764396759606,0.0,3913.764396759606
512,6323.96322398736,6323.96322399,6323.96322398736
513,2200.2459214660107,2200.24592147,2200.2459214660107
514,8285.151916981544,8285.15191698,8285.151916981544
515,2128.6797130116256,0.0,2128.6797130116256
516,3625.402369291301,3625.40236929,3625.402369291301
517,764.8842914181475,0.0,764.8842914181475
518,5244.571337124393,5244.57133712,5244.571337124393
519,6144.117044449251,6144.11704445,6144.117044449251
520,6257.388926946252,0.0,6257.388926946252
521,7763.766231167934,7763.76623117,7763.766231167934
522,5759.292090621526,5759.29209062,5759.292090621526
523,2826.7380934716266,2826.73809347,2826.7380934716266
524,1321.3922643254673,0.0,1321.3922643254673
525,2816.660298553169,2816.66029855,2816.660298553169
526,10380.141010174859,0.0,10380.141010174859
527,2209.4882318431046,2209.48823184,2209.4882318431046
528,1512.9818094041952,1512.9818094,1512.9818094041952
529,172.97589467757982,0.0,172.97589467757982
530,24766.73629171967,0.0,24766.73629171967
531,13628.447119772054,0.0,13628.447119772054
532,4928.710749126686,0.0,4928.710749126686
533,16461.654867919187,16461.6548679,16461.654867919187
534,10593.46183467153,10593.4618347,10593.46183467153
535,5779.069922474138,5779.06992247,5779.069922474138
536,11929.665709866433,11929.6657099,11929.665709866433
537,7217.19666872174,0.0,7217.19666872174
538,4757.121927017225,4757.12192702,4757.121927017225
539,2610.7789611772278,2610.77896118,2610.7789611772278
540,7978.678943608969,0.0,7978.678943608969
541,1366.3771117298904,0.0,1366.3771117298904
542,13838.942808354044,0.0,13838.942808354044
543,13831.611990209456,0.0,13831.611990209456
544,3716.2659991357323,3716.26599914,3716.2659991357323
545,10258.055189182212,0.0,10258.055189182212
546,16784.647122271683,16784.6471223,16784.647122271683
547,30.041725198268168,30.0417251983,30.041725198268168
548,2831.1117283034746,2831.1117283,2831.1117283034746
549,8079.373357692681,0.0,8079.373357692681
550,9248.079908849742,9248.07990885,9248.079908849742
551,2775.615849273263,0.0,2775.615849273263
552,1687.0789434554524,0.0,1687.0789434554524
553,1628.2678113640427,0.0,1628.2678113640427
554,2049.7834550429397,2049.78345504,2049.7834550429397
555,8756.80975067996,8756.80975068,8756.80975067996
556,2684.225267026806,2684.22526703,2684.225267026806
557,5025.658741054448,0.0,5025.658741054448
558,13286.320851992603,0.0,13286.320851992603
559,1701.0248381834158,0.0,1701.0248381834158
560,4827.629543108611,0.0,4827.629543108611
561,4757.814982141603,0.0,4757.814982141603
562,5162.30553634381,5162.30553634,5162.30553634381
563,5446.074344060774,5446.07434406,5446.074344060774
564,2807.5517585914495,2807.55175859,2807.5517585914495
565,25750.609498011214,0.0,25750.609498011214
566,5109.086297821676,5109.08629782,5109.086297821676
567,19336.1759604512,19336.1759605,19336.1759604512
568,3873.8377761936476,3873.83777619,3873.8377761936476
569,8688.173255722191,8688.17325572,8688.173255722191
570,17312.939531153494,0.0,17312.939531153494
571,7268.1374710939945,0.0,7268.1374710939945
572,7093.838584967167,0.0,7093.838584967167
573,20915.454805868576,20915.4548059,20915.454805868576
574,4027.917768020649,4027.91776802,4027.917768020649
575,9047.662159000225,0.0,9047.662159000225
576,3562.8901233246825,3562.89012332,3562.8901233246825
577,3388.4935119156266,0.0,3388.4935119156266
578,5803.080326353268,5803.08032635,5803.080326353268
579,5037.421867695308,0.0,5037.421867695308
580,20950.89927148504,20950.8992715,20950.89927148504
581,7207.373288183337,0.0,7207.373288183337
582,9316.01615318852,9316.01615319,9316.01615318852
583,2401.576757787249,0.0,2401.576757787249
584,4152.881811973125,4152.88181197,4152.881811973125
