"segment_id","stream_order","stream_length_m","basin_assign_norm","year","watershed","analysis_type","quartile","cpue_percentage"
536,3,1300.28474131952,0,"2017","Kusko","Annual",NA,1
597,3,1154.54042339429,0,"2017","Kusko","Annual",NA,1
1275,3,213.996891548445,0,"2017","Kusko","Annual",NA,1
1277,3,1524.17389416916,0,"2017","Kusko","Annual",NA,1
1280,6,1370.92281994487,0,"2017","Kusko","Annual",NA,1
11550,3,2220.17654736225,0.0320403267058177,"2017","Kusko","Annual",NA,1
12321,3,11280.9580014857,0,"2017","Kusko","Annual",NA,1
12322,3,10703.8567256308,0,"2017","Kusko","Annual",NA,1
1925,4,1440.77596463046,0.177957217515964,"2017","Kusko","Annual",NA,1
2001,5,570.772690197044,0.386906478451262,"2017","Kusko","Annual",NA,1
2068,5,6967.15631841093,0.39084403783516,"2017","Kusko","Annual",NA,1
2069,6,3201.79911716835,0,"2017","Kusko","Annual",NA,1
5545,3,4724.5901196443,0.821901345142063,"2017","Kusko","Annual",NA,1
10217,3,1008.18455014758,0.351802116579887,"2017","Kusko","Annual",NA,1
401,5,2723.0354319346,0,"2017","Kusko","Annual",NA,1
263,3,469.801393817646,0,"2017","Kusko","Annual",NA,1
430,5,708.571067845002,0,"2017","Kusko","Annual",NA,1
435,4,4815.65836295369,0,"2017","Kusko","Annual",NA,1
499,5,1051.18714081701,0,"2017","Kusko","Annual",NA,1
275,3,2159.78754673179,0,"2017","Kusko","Annual",NA,1
412,4,820.94778909088,0,"2017","Kusko","Annual",NA,1
413,5,123.189467012603,0,"2017","Kusko","Annual",NA,1
108,4,1490.04673271966,0,"2017","Kusko","Annual",NA,1
109,4,11790.1908759933,0,"2017","Kusko","Annual",NA,1
115,4,783.771816228962,0,"2017","Kusko","Annual",NA,1
119,3,663.405294117856,0,"2017","Kusko","Annual",NA,1
124,4,967.894397715791,0,"2017","Kusko","Annual",NA,1
126,3,2390.75119115513,0,"2017","Kusko","Annual",NA,1
132,4,240.450127924528,0,"2017","Kusko","Annual",NA,1
133,4,397.754873545249,0,"2017","Kusko","Annual",NA,1
146,4,2005.85597893919,0,"2017","Kusko","Annual",NA,1
160,4,938.13755878507,0,"2017","Kusko","Annual",NA,1
161,4,229.142885643377,0,"2017","Kusko","Annual",NA,1
169,4,592.1786024645,0,"2017","Kusko","Annual",NA,1
171,4,1942.16091603859,0,"2017","Kusko","Annual",NA,1
173,3,2549.10528675976,0,"2017","Kusko","Annual",NA,1
175,4,3429.52323165378,0,"2017","Kusko","Annual",NA,1
179,3,1060.27371340558,0,"2017","Kusko","Annual",NA,1
180,3,1937.03648390059,0,"2017","Kusko","Annual",NA,1
184,3,4009.2667119169,0,"2017","Kusko","Annual",NA,1
185,4,427.815333703774,0,"2017","Kusko","Annual",NA,1
189,3,2157.8104655894,0,"2017","Kusko","Annual",NA,1
204,3,554.561865249188,0,"2017","Kusko","Annual",NA,1
211,4,906.24222795564,0,"2017","Kusko","Annual",NA,1
220,4,910.790185738674,0,"2017","Kusko","Annual",NA,1
229,4,498.873501977792,0,"2017","Kusko","Annual",NA,1
245,4,259.010439062482,0,"2017","Kusko","Annual",NA,1
246,3,1375.49420803213,0,"2017","Kusko","Annual",NA,1
247,4,846.21705605395,0,"2017","Kusko","Annual",NA,1
248,4,1028.67964965767,0,"2017","Kusko","Annual",NA,1
250,4,4377.81559642601,0,"2017","Kusko","Annual",NA,1
254,4,2595.11537345683,0,"2017","Kusko","Annual",NA,1
270,4,711.883481661022,0,"2017","Kusko","Annual",NA,1
273,4,1016.05889155231,0,"2017","Kusko","Annual",NA,1
483,3,3355.43759615102,0,"2017","Kusko","Annual",NA,1
462,4,3744.24889040221,0,"2017","Kusko","Annual",NA,1
393,3,212.597603238003,0,"2017","Kusko","Annual",NA,1
772,4,12963.5680740501,0,"2017","Kusko","Annual",NA,1
278,4,2955.10678935568,0,"2017","Kusko","Annual",NA,1
281,4,4993.851897156,0,"2017","Kusko","Annual",NA,1
284,4,296.033959572755,0,"2017","Kusko","Annual",NA,1
302,3,964.410253155509,0,"2017","Kusko","Annual",NA,1
307,4,276.624258181464,0,"2017","Kusko","Annual",NA,1
308,4,6937.37469775382,0,"2017","Kusko","Annual",NA,1
312,4,3522.00219674636,0,"2017","Kusko","Annual",NA,1
339,3,826.685489758708,0,"2017","Kusko","Annual",NA,1
347,3,394.853772428942,0,"2017","Kusko","Annual",NA,1
364,4,3541.89080728022,0,"2017","Kusko","Annual",NA,1
367,4,71.9759484588359,0,"2017","Kusko","Annual",NA,1
368,4,1507.92039160555,0,"2017","Kusko","Annual",NA,1
369,3,1045.63750571504,0,"2017","Kusko","Annual",NA,1
375,3,2300.3269084996,0,"2017","Kusko","Annual",NA,1
377,3,1625.19321490634,0,"2017","Kusko","Annual",NA,1
380,3,635.929787911985,0,"2017","Kusko","Annual",NA,1
395,3,1691.81581144216,0,"2017","Kusko","Annual",NA,1
396,3,1872.02508974264,0,"2017","Kusko","Annual",NA,1
409,3,649.04202370841,0,"2017","Kusko","Annual",NA,1
411,5,1120.7680513251,0,"2017","Kusko","Annual",NA,1
415,3,266.037113178501,0,"2017","Kusko","Annual",NA,1
416,5,1222.98514107455,0,"2017","Kusko","Annual",NA,1
417,4,502.784833858304,0,"2017","Kusko","Annual",NA,1
419,3,855.821649374669,0,"2017","Kusko","Annual",NA,1
694,4,1370.58620468819,0,"2017","Kusko","Annual",NA,1
696,3,96.4730626273009,0,"2017","Kusko","Annual",NA,1
756,4,1936.74578236196,0,"2017","Kusko","Annual",NA,1
807,6,13450.4186291497,0,"2017","Kusko","Annual",NA,1
947,7,724.288530188822,0,"2017","Kusko","Annual",NA,1
421,3,901.339969128415,0,"2017","Kusko","Annual",NA,1
425,5,3264.08199409248,0,"2017","Kusko","Annual",NA,1
479,5,4314.99484946305,0,"2017","Kusko","Annual",NA,1
535,3,5002.31366550151,0,"2017","Kusko","Annual",NA,1
557,3,60.6604989634415,0,"2017","Kusko","Annual",NA,1
559,3,415.697687813737,0,"2017","Kusko","Annual",NA,1
560,3,804.672059418167,0,"2017","Kusko","Annual",NA,1
561,5,128.056351296939,0,"2017","Kusko","Annual",NA,1
920,3,1924.17538903378,0,"2017","Kusko","Annual",NA,1
1140,4,906.822330176232,0.38357954956339,"2017","Kusko","Annual",NA,1
563,5,1415.02955230546,0,"2017","Kusko","Annual",NA,1
775,4,2404.61192442775,0,"2017","Kusko","Annual",NA,1
777,4,2253.97528318254,0,"2017","Kusko","Annual",NA,1
848,4,731.044064162414,0,"2017","Kusko","Annual",NA,1
507,4,6160.12524641835,0,"2017","Kusko","Annual",NA,1
660,5,2093.20212802493,0,"2017","Kusko","Annual",NA,1
852,4,935.399968345101,0,"2017","Kusko","Annual",NA,1
925,3,267.396965898501,0,"2017","Kusko","Annual",NA,1
927,4,2516.1080681052,0,"2017","Kusko","Annual",NA,1
928,7,438.514854604824,0,"2017","Kusko","Annual",NA,1
929,7,1053.33629076985,0,"2017","Kusko","Annual",NA,1
427,5,1787.83190041052,0,"2017","Kusko","Annual",NA,1
429,5,1132.75927683686,0,"2017","Kusko","Annual",NA,1
440,5,2033.50842045035,0,"2017","Kusko","Annual",NA,1
442,3,1044.25547558624,0,"2017","Kusko","Annual",NA,1
443,5,995.98871089678,0,"2017","Kusko","Annual",NA,1
452,3,1401.05230697016,0,"2017","Kusko","Annual",NA,1
453,5,3052.40016637579,0,"2017","Kusko","Annual",NA,1
455,3,1705.49456591099,0,"2017","Kusko","Annual",NA,1
457,5,1110.08181931325,0,"2017","Kusko","Annual",NA,1
465,3,1069.96672986715,0,"2017","Kusko","Annual",NA,1
467,4,392.6404412361,0,"2017","Kusko","Annual",NA,1
489,3,482.969211635432,0,"2017","Kusko","Annual",NA,1
490,3,1995.06261994731,0,"2017","Kusko","Annual",NA,1
491,3,3805.13682511194,0,"2017","Kusko","Annual",NA,1
498,3,1054.21340212136,0,"2017","Kusko","Annual",NA,1
526,3,4447.92445693578,0,"2017","Kusko","Annual",NA,1
530,5,677.407732406366,0,"2017","Kusko","Annual",NA,1
543,3,123.285976714162,0,"2017","Kusko","Annual",NA,1
550,3,1435.21664021682,0,"2017","Kusko","Annual",NA,1
555,5,1899.92274099348,0,"2017","Kusko","Annual",NA,1
565,3,907.939587297049,0,"2017","Kusko","Annual",NA,1
566,3,1046.55581757909,0,"2017","Kusko","Annual",NA,1
570,3,1872.94823528535,0,"2017","Kusko","Annual",NA,1
673,3,3101.68695183869,0,"2017","Kusko","Annual",NA,1
674,5,3141.52967487992,0,"2017","Kusko","Annual",NA,1
730,3,1382.32034387387,0,"2017","Kusko","Annual",NA,1
794,5,1776.56814207426,0,"2017","Kusko","Annual",NA,1
795,4,4413.07867824515,0,"2017","Kusko","Annual",NA,1
861,3,1310.86086072976,0,"2017","Kusko","Annual",NA,1
931,4,2571.53365956569,0,"2017","Kusko","Annual",NA,1
578,3,2982.40713133483,0,"2017","Kusko","Annual",NA,1
579,5,3425.2144800742,0,"2017","Kusko","Annual",NA,1
604,4,7762.04315539133,0,"2017","Kusko","Annual",NA,1
815,4,2949.66906114938,0,"2017","Kusko","Annual",NA,1
948,7,1085.54571846574,0,"2017","Kusko","Annual",NA,1
949,4,608.311492087859,0,"2017","Kusko","Annual",NA,1
950,4,1527.6768956759,0,"2017","Kusko","Annual",NA,1
951,3,1271.91148747354,0,"2017","Kusko","Annual",NA,1
627,3,2135.92694239246,0,"2017","Kusko","Annual",NA,1
632,5,2497.85534077727,0,"2017","Kusko","Annual",NA,1
644,3,2197.68659792095,0.382836875377602,"2017","Kusko","Annual",NA,1
645,3,2770.70200734513,0,"2017","Kusko","Annual",NA,1
647,5,2001.6300512772,0,"2017","Kusko","Annual",NA,1
667,3,240.424257178439,0,"2017","Kusko","Annual",NA,1
672,3,2714.85724068646,0,"2017","Kusko","Annual",NA,1
684,3,1094.44645683749,0.384475091467274,"2017","Kusko","Annual",NA,1
687,4,1384.37927221502,0,"2017","Kusko","Annual",NA,1
704,3,1975.46848412674,0,"2017","Kusko","Annual",NA,1
707,3,602.58545962558,0,"2017","Kusko","Annual",NA,1
708,4,1603.42409094956,0,"2017","Kusko","Annual",NA,1
710,3,91.7494259707384,0,"2017","Kusko","Annual",NA,1
712,3,1453.13438142693,0,"2017","Kusko","Annual",NA,1
714,5,9010.13497627095,0,"2017","Kusko","Annual",NA,1
724,4,6392.68438210882,0,"2017","Kusko","Annual",NA,1
725,3,3052.47505953596,0,"2017","Kusko","Annual",NA,1
726,4,621.531808958224,0,"2017","Kusko","Annual",NA,1
740,3,299.733086722804,0,"2017","Kusko","Annual",NA,1
741,3,584.83937757846,0,"2017","Kusko","Annual",NA,1
743,4,2652.28527089922,0,"2017","Kusko","Annual",NA,1
753,3,302.362456420065,0,"2017","Kusko","Annual",NA,1
758,4,3104.35178134542,0,"2017","Kusko","Annual",NA,1
759,3,4048.17834966852,0,"2017","Kusko","Annual",NA,1
760,8,5664.72304644769,0,"2017","Kusko","Annual",NA,1
761,4,2156.66431183837,0,"2017","Kusko","Annual",NA,1
1022,7,340.058909401722,0,"2017","Kusko","Annual",NA,1
768,4,839.303183037884,0,"2017","Kusko","Annual",NA,1
782,4,4924.09941604413,0,"2017","Kusko","Annual",NA,1
785,3,2462.8867815861,0,"2017","Kusko","Annual",NA,1
787,4,1420.18244254415,0,"2017","Kusko","Annual",NA,1
788,4,454.536213059413,0,"2017","Kusko","Annual",NA,1
798,6,389.027598238875,0,"2017","Kusko","Annual",NA,1
800,3,7432.80361301156,0,"2017","Kusko","Annual",NA,1
809,4,1480.75220308249,0,"2017","Kusko","Annual",NA,1
810,3,730.094337668293,0,"2017","Kusko","Annual",NA,1
818,4,1031.62098969034,0,"2017","Kusko","Annual",NA,1
822,4,3673.46312400414,0,"2017","Kusko","Annual",NA,1
823,4,365.041736622075,0,"2017","Kusko","Annual",NA,1
825,4,1368.66275498971,0,"2017","Kusko","Annual",NA,1
827,4,2440.11612834907,0,"2017","Kusko","Annual",NA,1
828,3,1115.39198693668,0,"2017","Kusko","Annual",NA,1
829,4,2896.18169890675,0,"2017","Kusko","Annual",NA,1
830,6,3522.44924974346,0,"2017","Kusko","Annual",NA,1
832,3,1292.24512635993,0,"2017","Kusko","Annual",NA,1
834,4,1524.96383367901,0,"2017","Kusko","Annual",NA,1
836,5,2480.69009092757,0,"2017","Kusko","Annual",NA,1
837,3,468.66965236996,0,"2017","Kusko","Annual",NA,1
840,4,1046.86168395122,0,"2017","Kusko","Annual",NA,1
841,4,156.400790669749,0,"2017","Kusko","Annual",NA,1
842,3,7179.74842295218,0,"2017","Kusko","Annual",NA,1
843,3,1837.33254775749,0,"2017","Kusko","Annual",NA,1
955,3,495.895635114745,0,"2017","Kusko","Annual",NA,1
956,4,689.120567431194,0,"2017","Kusko","Annual",NA,1
854,5,705.857486084279,0,"2017","Kusko","Annual",NA,1
855,4,999.31489184333,0,"2017","Kusko","Annual",NA,1
862,6,4983.27098330768,0,"2017","Kusko","Annual",NA,1
864,7,2312.26831177719,0,"2017","Kusko","Annual",NA,1
870,4,1421.36787942446,0,"2017","Kusko","Annual",NA,1
873,4,2102.80530296699,0,"2017","Kusko","Annual",NA,1
898,4,2407.50142400604,0,"2017","Kusko","Annual",NA,1
900,4,200.899129304006,0,"2017","Kusko","Annual",NA,1
901,4,6179.00158475041,0,"2017","Kusko","Annual",NA,1
903,4,690.809171966966,0,"2017","Kusko","Annual",NA,1
905,4,3096.3252321659,0,"2017","Kusko","Annual",NA,1
910,4,1546.55945129392,0,"2017","Kusko","Annual",NA,1
915,3,3870.96618053864,0,"2017","Kusko","Annual",NA,1
938,7,571.255269728225,0,"2017","Kusko","Annual",NA,1
940,4,1383.7128516671,0,"2017","Kusko","Annual",NA,1
941,7,6891.00579361144,0,"2017","Kusko","Annual",NA,1
942,4,2366.22073189305,0,"2017","Kusko","Annual",NA,1
1063,7,688.251076057022,0,"2017","Kusko","Annual",NA,1
4969,3,2541.57660323187,0.121747245814528,"2017","Kusko","Annual",NA,1
7421,5,7359.41406072374,0.642987503123095,"2017","Kusko","Annual",NA,1
12368,4,5329.5633335988,0.0274944569846441,"2017","Kusko","Annual",NA,1
11514,3,12937.9726605846,0,"2017","Kusko","Annual",NA,1
1094,4,111.665021690683,0,"2017","Kusko","Annual",NA,1
1185,5,1448.38691129638,0.353462036708438,"2017","Kusko","Annual",NA,1
1187,3,1429.95674230907,0,"2017","Kusko","Annual",NA,1
1260,3,4143.01555997589,0.357855664500992,"2017","Kusko","Annual",NA,1
945,3,1124.47343711233,0,"2017","Kusko","Annual",NA,1
959,4,357.163957333855,0,"2017","Kusko","Annual",NA,1
1219,3,1900.20565739208,0,"2017","Kusko","Annual",NA,1
963,7,435.283693227836,0,"2017","Kusko","Annual",NA,1
967,7,1886.8441270566,0,"2017","Kusko","Annual",NA,1
973,3,1071.81675625066,0,"2017","Kusko","Annual",NA,1
974,3,33.0809755426019,0,"2017","Kusko","Annual",NA,1
979,7,411.144464109736,0,"2017","Kusko","Annual",NA,1
981,3,2992.80448873895,0,"2017","Kusko","Annual",NA,1
1107,3,230.539318339523,0.248085770828429,"2017","Kusko","Annual",NA,1
1257,3,707.818146922797,0,"2017","Kusko","Annual",NA,1
1352,3,564.593643894636,0,"2017","Kusko","Annual",NA,1
1353,7,2047.53834667265,0,"2017","Kusko","Annual",NA,1
1434,3,17.2867307125037,0,"2017","Kusko","Annual",NA,1
995,7,456.618584625103,0,"2017","Kusko","Annual",NA,1
997,6,2643.20458002388,0,"2017","Kusko","Annual",NA,1
1231,3,11199.7314631702,0,"2017","Kusko","Annual",NA,1
1232,3,289.030959602322,0,"2017","Kusko","Annual",NA,1
1298,3,1206.78804937669,0,"2017","Kusko","Annual",NA,1
1303,3,719.534715272253,0,"2017","Kusko","Annual",NA,1
1304,3,3797.70444607236,0.38427687923717,"2017","Kusko","Annual",NA,1
1006,4,2809.05684919106,0,"2017","Kusko","Annual",NA,1
1009,7,773.090146870081,0,"2017","Kusko","Annual",NA,1
1011,7,236.798625038827,0,"2017","Kusko","Annual",NA,1
1014,3,2664.9953278394,0.396348947438405,"2017","Kusko","Annual",NA,1
1031,3,1274.92182656901,0,"2017","Kusko","Annual",NA,1
1033,4,577.101364963269,0,"2017","Kusko","Annual",NA,1
1044,3,7589.94030148919,0,"2017","Kusko","Annual",NA,1
1092,3,1117.67794170971,0,"2017","Kusko","Annual",NA,1
1102,6,2180.75532327615,0,"2017","Kusko","Annual",NA,1
1117,3,2008.8634501999,0.263719906663278,"2017","Kusko","Annual",NA,1
1120,7,946.347868875488,0,"2017","Kusko","Annual",NA,1
1123,7,618.393305095773,0,"2017","Kusko","Annual",NA,1
1308,3,606.513333374142,0,"2017","Kusko","Annual",NA,1
1175,5,856.078959746302,0.35204029081045,"2017","Kusko","Annual",NA,1
1198,7,1096.92911168864,0,"2017","Kusko","Annual",NA,1
1202,6,2639.54820813024,0,"2017","Kusko","Annual",NA,1
1208,6,196.17282124143,0,"2017","Kusko","Annual",NA,1
1216,7,1353.06316900445,0,"2017","Kusko","Annual",NA,1
1225,6,2988.78657287025,0,"2017","Kusko","Annual",NA,1
1227,3,776.915906356636,0,"2017","Kusko","Annual",NA,1
1228,3,2077.76479307952,0,"2017","Kusko","Annual",NA,1
1229,3,60.2882733348058,0,"2017","Kusko","Annual",NA,1
1233,5,1156.75366447504,0.36774681915651,"2017","Kusko","Annual",NA,1
1239,3,1498.4861627342,0,"2017","Kusko","Annual",NA,1
1240,3,175.093125251191,0,"2017","Kusko","Annual",NA,1
1250,3,1031.22737181846,0.383704145180654,"2017","Kusko","Annual",NA,1
1324,3,2206.63870093155,0,"2017","Kusko","Annual",NA,1
1325,3,1947.9863222277,0,"2017","Kusko","Annual",NA,1
4922,3,3412.84393925796,0,"2017","Kusko","Annual",NA,1
11509,5,422.960375770002,0.953753225000313,"2017","Kusko","Annual",NA,1
12436,3,7562.18178889501,0,"2017","Kusko","Annual",NA,1
12438,7,2999.82658204601,0.960664252615919,"2017","Kusko","Annual",NA,1
12439,7,7536.59797615846,0.984787144385079,"2017","Kusko","Annual",NA,1
6310,5,3366.67800264596,0.28939120946574,"2017","Kusko","Annual",NA,1
6311,3,9918.54750476677,0,"2017","Kusko","Annual",NA,1
6315,3,276.770322231012,0,"2017","Kusko","Annual",NA,1
8419,4,317.400072924081,0.290852328704599,"2017","Kusko","Annual",NA,1
8421,3,889.299691315064,0,"2017","Kusko","Annual",NA,1
8423,3,3776.74499911211,0,"2017","Kusko","Annual",NA,1
8428,4,3309.16994058297,0,"2017","Kusko","Annual",NA,1
11749,5,6702.28864176808,0.995729634045373,"2017","Kusko","Annual",NA,1
11754,3,1341.17942486113,0.878622585936725,"2017","Kusko","Annual",NA,1
2111,3,2068.42731034098,0,"2017","Kusko","Annual",NA,1
2114,3,889.211901755948,0.392087381361229,"2017","Kusko","Annual",NA,1
2115,4,67.4023560799795,0,"2017","Kusko","Annual",NA,1
1333,5,3108.48183523642,0.372930523708087,"2017","Kusko","Annual",NA,1
1337,6,324.81513330502,0,"2017","Kusko","Annual",NA,1
11490,4,1513.58322149835,0.599359959500145,"2017","Kusko","Annual",NA,1
1261,4,3691.26939967176,0,"2017","Kusko","Annual",NA,1
1262,3,1097.67919815182,0,"2017","Kusko","Annual",NA,1
1263,3,7175.67712776456,0.0694138402874629,"2017","Kusko","Annual",NA,1
1266,3,46.0603192234869,0,"2017","Kusko","Annual",NA,1
1285,3,1072.40498572406,0,"2017","Kusko","Annual",NA,1
1289,5,1033.10195345912,0.36922536762044,"2017","Kusko","Annual",NA,1
1294,7,964.753779274646,0,"2017","Kusko","Annual",NA,1
1295,3,396.846646711083,0,"2017","Kusko","Annual",NA,1
1770,3,13353.4270755122,0.0116689691903486,"2017","Kusko","Annual",NA,1
13434,3,4869.77643681131,0.437916305880797,"2017","Kusko","Annual",NA,1
13436,4,12837.6446915276,0,"2017","Kusko","Annual",NA,1
1345,4,6555.13364167467,0.352678366469895,"2017","Kusko","Annual",NA,1
1435,3,2226.1924087624,0,"2017","Kusko","Annual",NA,1
1436,3,3969.12829061131,0.329906251601778,"2017","Kusko","Annual",NA,1
1310,3,1218.2473383159,0,"2017","Kusko","Annual",NA,1
1805,7,461.500879850874,0,"2017","Kusko","Annual",NA,1
1809,3,3155.2307458834,0.336302218043567,"2017","Kusko","Annual",NA,1
4958,4,3974.46541527461,0.263725234833036,"2017","Kusko","Annual",NA,1
1312,6,6782.57546107698,0,"2017","Kusko","Annual",NA,1
1314,6,2193.75933775987,0,"2017","Kusko","Annual",NA,1
1315,6,108.75286878683,0,"2017","Kusko","Annual",NA,1
1365,3,6827.88570191753,0,"2017","Kusko","Annual",NA,1
1447,3,10184.7142817911,0,"2017","Kusko","Annual",NA,1
1783,3,1088.09049400514,0,"2017","Kusko","Annual",NA,1
4951,3,1701.71075819694,0.573193059888999,"2017","Kusko","Annual",NA,1
4952,3,8015.93000883584,0.40607583085872,"2017","Kusko","Annual",NA,1
12335,5,2245.39409996735,0.93973929299381,"2017","Kusko","Annual",NA,1
12336,4,1221.10246953254,0.170943061920552,"2017","Kusko","Annual",NA,1
12337,7,11270.5864263473,0,"2017","Kusko","Annual",NA,1
1400,3,1846.15585856611,0.0124089534349132,"2017","Kusko","Annual",NA,1
1401,3,430.800779680907,0,"2017","Kusko","Annual",NA,1
7427,3,22932.6635417046,0.187779676767033,"2017","Kusko","Annual",NA,1
11506,5,1913.40252679557,0.93945239835632,"2017","Kusko","Annual",NA,1
1424,3,2757.91258264391,0,"2017","Kusko","Annual",NA,1
1427,3,965.979041443058,0.350398123757676,"2017","Kusko","Annual",NA,1
1440,7,2034.49617181195,0,"2017","Kusko","Annual",NA,1
1452,7,131.999698493969,0,"2017","Kusko","Annual",NA,1
1453,3,196.65742928876,0.116183518136513,"2017","Kusko","Annual",NA,1
1459,4,1883.02158039335,0.119795226054732,"2017","Kusko","Annual",NA,1
1756,3,334.774322177533,0.0119798579062621,"2017","Kusko","Annual",NA,1
1758,7,444.480656035885,0,"2017","Kusko","Annual",NA,1
1760,3,3976.24998104941,0.126662760976742,"2017","Kusko","Annual",NA,1
1814,3,15.8587308602363,0.0118937261302349,"2017","Kusko","Annual",NA,1
1817,3,1178.25387329368,0.0118989274743116,"2017","Kusko","Annual",NA,1
1819,3,673.581645758814,0.0117156259287154,"2017","Kusko","Annual",NA,1
11535,3,5301.58329649214,0,"2017","Kusko","Annual",NA,1
12352,3,2073.54268489521,0,"2017","Kusko","Annual",NA,1
1767,4,11111.8609989251,0,"2017","Kusko","Annual",NA,1
1772,5,2853.75310765005,0.386223746117017,"2017","Kusko","Annual",NA,1
1775,4,83.6071034484428,0,"2017","Kusko","Annual",NA,1
1784,3,913.448905660436,0.320588627946554,"2017","Kusko","Annual",NA,1
1785,3,524.642147702608,0.0118900824077507,"2017","Kusko","Annual",NA,1
1787,4,3802.21176724146,0,"2017","Kusko","Annual",NA,1
