year_2015,year_2016,year_2017,sd,mean,cv,mean_cv,change_2016_2017,change_2015_2016
3.31672208356481e-5,3.33717314243055e-5,3.93907045815328e-5,3.5355719099740876e-6,2.736630718786512e-5,0.1291943368793962,0.021555194735889252,6.018973157227303e-6,2.0451058865740025e-07
8.77549384609857e-5,7.91033633761315e-5,6.76207095316314e-5,1.0100233209693149e-5,6.114481114461043e-5,0.16518545107295546,0.02758186252144642,-1.1482653844500104e-5,-8.65157508485419e-6
2.48754156267361e-5,2.2247820949537e-5,4.52993102687628e-5,1.2618840979336103e-5,2.6260346956093002e-5,0.480528341854533,0.08010994059821891,2.3051489319225797e-5,-2.6275946771990994e-6
2.48754156267361e-5,2.10118308967849e-5,4.59558220117883e-5,1.3425805457338677e-5,2.6317218498161993e-5,0.5101529045813235,0.08504741511230238,2.4943991115003397e-5,-3.863584729951199e-6
5.66606689275656e-5,6.55074727958589e-5,7.22162917328102e-5,7.802260260889062e-6,5.054667342928094e-5,0.1543575418826539,0.025768379208300052,6.7088189369513104e-6,8.846803868293298e-6
6.08065715320216e-5,6.6125467822235e-5,7.28728034758358e-5,6.047191489861504e-6,5.146300857998848e-5,0.1175055958973407,0.01962715182337344,6.747335653600788e-6,5.3188962902134065e-6
2.41844318593268e-5,2.10118308967849e-5,4.66123337548139e-5,1.395505838328326e-5,2.6440913723552215e-5,0.5277827585380609,0.08798582718444645,2.5600502858029e-5,-3.1726009625418993e-6
2.83303344637828e-5,2.65737861341692e-5,3.15125636652263e-5,2.5034498938485725e-6,2.2230033539256718e-05,0.11261565977521587,0.018787801657152027,4.938777531057103e-6,-1.7565483296135986e-6
2.97123019986014e-5,2.2865815975913e-5,4.7925357240865e-5,1.2952286545409949e-5,2.8363940440197338e-5,0.45664623266004273,0.07613134206037395,2.5059541264952002e-5,-6.846486022688399e-6
4.83688637186535e-5,6.30354926903548e-5,6.43381508165037e-5,8.867779259776512e-6,4.615257162132213e-5,0.19214052323098865,0.03206188101484921,1.3026581261488967e-6,1.4666628971701306e-5
6.14975552994309e-5,6.6743462848611e-5,7.35293152188613e-5,6.03228239232034e-6,5.1950653939805886e-5,0.11611562001336531,0.01939589554717739,6.785852370250306e-6,5.245907549180089e-6
3.45491883704668e-5,3.95516816880658e-5,4.59558220117883e-5,5.7176516698419484e-6,3.144358593504071e-5,0.18183840995915804,0.030332604648138875,6.404140323722499e-6,5.002493317599001e-6
4.90598474860629e-5,6.11815076112267e-5,6.76207095316314e-5,9.424291002831945e-6,4.6821588907938234e-5,0.20128088821082554,0.03358583269256087,6.4392019204046966e-6,1.2121660125163802e-5
2.83303344637828e-5,2.78097761869212e-5,3.54516341233796e-5,4.269697149338091e-6,2.3965360480855424e-5,0.17816119030418556,0.029713502851098306,7.641857936458401e-6,-5.205582768615972e-7
9.4664776135079e-5,8.15753434816357e-5,6.17121038444015e-5,1.6591966666492577e-5,6.36360475319022e-5,0.26073219990878044,0.04350839669107332,-1.9863239637234206e-5,-1.30894326534433e-5
9.53557599024884e-5,8.15753434816357e-5,6.03990803583504e-5,1.7608252995637564e-5,6.373460918452801e-5,0.27627458959789275,0.046098877107302566,-2.11762631232853e-5,-1.3780416420852695e-5
9.60467436698977e-5,8.34293285607637e-5,6.43381508165037e-5,1.5964059072603476e-5,6.494457052994214e-5,0.24581052645876506,0.041022541551902464,-1.9091177744259995e-5,-1.2617415109134002e-5
9.0518873530623e-5,7.16874230596192e-5,4.59558220117883e-5,2.2370383620600243e-5,5.763312555565769e-5,0.388151491089905,0.06473994278628055,-2.5731601047830906e-5,-1.8831450471003798e-5
9.4664776135079e-5,8.34293285607637e-5,6.30251273304526e-5,1.60397115857399e-5,6.42897359030088e-5,0.24949101688546885,0.04163541092749731,-2.040420123031109e-5,-1.1235447574315307e-5
2.07295130222801e-6,6.17995026376028e-7,6.56511743025547e-7,8.291242696339509e-7,1.044145585315884e-6,0.7940696022606053,0.13234580383142197,3.851671664951895e-8,-1.4549562758519819e-6
6.08065715320216e-5,6.6125467822235e-5,7.35293152188613e-5,6.389781176999144e-6,5.171278393752926e-5,0.12356289277943745,0.020636909449854184,7.403847396626295e-6,5.3188962902134065e-6
4.97508312534722e-5,6.6743462848611e-5,6.9590244760708e-5,1.0727348414948918e-5,4.920297181943503e-5,0.21802236772031006,0.03637806376323454,2.8467819120970065e-6,1.6992631595138795e-5
1.58926266504147e-5,1.66858657121527e-5,7.87814091630657e-6,4.8723236392001655e-6,1.1332239229518535e-5,0.4299524163334463,0.07166817958826564,-8.80772479584613e-6,7.932390617379999e-7
9.19008410654417e-5,7.29234131123713e-5,4.7925357240865e-5,2.2056324666160703e-5,5.8701484021209674e-5,0.3757370879787544,0.06267176589981008,-2.49980558715063e-5,-1.8977427953070393e-5
6.49524741364776e-5,6.6125467822235e-5,7.28728034758358e-5,4.2746163463925315e-6,5.205634044523523e-5,0.08211519115312285,0.013729245475891504,6.747335653600788e-6,1.1729936857574112e-6
2.69483669289641e-5,2.1629825923161e-5,4.59558220117883e-5,1.2788825283946783e-5,2.6830710036965048e-5,0.4766487829180606,0.07946382274470758,2.4325996088627296e-5,-5.3185410058030994e-6
3.10942695334201e-5,2.1629825923161e-5,4.13602398106095e-5,9.867919999962258e-6,2.5988063816788214e-5,0.3797097032518294,0.06330660726181889,1.9730413887448496e-5,-9.464443610259101e-6
3.45491883704668e-5,3.89336866616897e-5,4.59558220117883e-5,5.75391897127758e-6,3.1298154003805596e-5,0.18384211958884064,0.030666435059809944,7.022135350098596e-6,4.3844982912229035e-6
9.53557599024884e-5,8.34293285607637e-5,6.49946625595292e-5,1.529636616430293e-5,6.476902929677105e-5,0.23616790818672195,0.03941529222220097,-1.84346660012345e-5,-1.1926431341724702e-5
8.4300019623939e-5,6.48894777694829e-5,4.33297750396861e-5,2.0494514949835988e-5,5.3253446845736e-5,0.38484860912767344,0.06418581272698369,-2.1559702729796806e-5,-1.94105418544561e-5
2.90213182311921e-5,2.2247820949537e-5,4.7925357240865e-5,1.3307759805819376e-5,2.812556405685337e-5,0.4731553037983133,0.07888265526976626,2.5677536291328e-5,-6.773497281655098e-6
9.39737923676697e-5,8.09573484552596e-5,5.90860568722993e-5,1.7630160216830683e-5,6.291183947801482e-5,0.2802359677146576,0.04675842115200794,-2.1871291582960306e-5,-1.3016443912410098e-5
9.60467436698977e-5,8.59013086662679e-5,7.02467565037336e-5,1.2997654869222986e-5,6.629811592728055e-5,0.19604863105732198,0.0327300202728264,-1.5654552162534292e-5,-1.0145435003629802e-5
2.69483669289641e-5,2.1629825923161e-5,4.72688454978394e-5,1.3531248109772132e-5,2.734457161493416e-5,0.4948422048923992,0.08249648795841232,2.56390195746784e-5,-5.3185410058030994e-6
6.84073929735243e-5,4.88216070837062e-5,3.41386106373285e-5,1.7192744770065573e-5,4.2140088866156146e-5,0.40799023525253014,0.06803348928281015,-1.46829964463777e-5,-1.9585785889818096e-5
2.69483669289641e-5,2.2865815975913e-5,4.72688454978394e-5,1.3070940551470082e-5,2.7538492238546645e-5,0.47464256351603024,0.07913004266287049,2.44030295219264e-5,-4.0825509530511014e-6
2.41844318593268e-5,2.10118308967849e-5,4.59558220117883e-5,1.3578546306481582e-5,2.6182657768595394e-5,0.5186084020380954,0.08645655255448974,2.4943991115003397e-5,-3.1726009625418993e-6
2.07295130222801e-6,6.17995026376028e-7,6.56511743025547e-7,8.291242696339509e-7,1.044145585315884e-6,0.7940696022606053,0.13234580383142197,3.851671664951895e-8,-1.4549562758519819e-6
4.14590260445602e-5,5.56195523738425e-5,6.43381508165037e-5,1.1546924663135996e-5,4.32409134745106e-5,0.267037019695308,0.04454220404378009,8.718598442661203e-6,1.4160526329282295e-5
4.62959124164255e-5,6.11815076112267e-5,6.63076860455803e-5,1.0394948560309283e-5,4.604501365838545e-5,0.22575622710052592,0.037664408694802975,5.126178434353601e-6,1.4885595194801205e-5
5.32057500905189e-5,6.6743462848611e-5,6.89337330176825e-5,8.518963132244863e-6,4.935047727226431e-5,0.17262169695434018,0.02881140822345025,2.1902701690714994e-6,1.3537712758092093e-5
7.25532955779803e-5,5.25295772419624e-5,3.61081458664051e-5,1.8252221973965465e-5,4.4860810165078315e-5,0.40686340498089846,0.0678479515052873,-1.6421431375557295e-5,-2.00237183360179e-5
3.93860747423322e-5,5.00575971364582e-5,6.36816390734781e-5,1.2177645880046346e-5,4.132573920807871e-5,0.2946746050622551,0.04914687229304925,1.36240419370199e-5,1.0671522394125997e-5
2.55663993941454e-5,2.2247820949537e-5,4.52993102687628e-5,1.2461754118856316e-5,2.639382118282538e-5,0.47214664494905556,0.07871310234249494,2.3051489319225797e-5,-3.3185784446083992e-6
2.69483669289641e-5,2.34838110022891e-5,4.85818689838905e-5,1.3601005314420632e-5,2.8153763057391083e-5,0.48309724304687646,0.0805396686436939,2.5098057981601402e-5,-3.464555926675001e-6
6.35705066016589e-5,4.20236617935699e-5,2.36344227489197e-5,1.9988836164711942e-5,3.730435682721511e-5,0.5358311431904715,0.08933627749576793,-1.8389239044650197e-5,-2.1546844808089004e-5
2.55663993941454e-5,2.10118308967849e-5,4.72688454978394e-5,1.4030746456983206e-5,2.696945556143823e-5,0.5202458175331061,0.08673011080181887,2.62570146010545e-5,-4.554568497360499e-6
2.55663993941454e-5,2.2247820949537e-5,4.52993102687628e-5,1.2461754118856316e-5,2.639382118282538e-5,0.47214664494905556,0.07871310234249494,2.3051489319225797e-5,-3.3185784446083992e-6
7.18623118105709e-5,7.04514330068672e-5,6.82772212746569e-5,1.806038473469922e-6,5.309925114139123e-5,0.03401250365397531,0.005712999984947045,-2.174211732210293e-6,-1.4108788037037054e-6
8.49910033913483e-5,7.97213584025076e-5,6.89337330176825e-5,8.185128298778042e-6,6.045780577757911e-5,0.13538579830188796,0.022614681221795975,-1.0787625384825106e-5,-5.269644988840704e-6
8.36090358565297e-5,6.48894777694829e-5,4.33297750396861e-5,2.0156312033383982e-5,5.2996150174770675e-5,0.3803354010982403,0.06343339697485237,-2.1559702729796806e-5,-1.87195580870468e-5
2.41844318593268e-5,2.10118308967849e-5,4.66123337548139e-5,1.395505838328326e-5,2.6440913723552215e-5,0.5277827585380609,0.08798582718444645,2.5600502858029e-5,-3.1726009625418993e-6
2.55663993941454e-5,2.10118308967849e-5,4.72688454978394e-5,1.4030746456983206e-5,2.696945556143823e-5,0.5202458175331061,0.08673011080181887,2.62570146010545e-5,-4.554568497360499e-6
6.49524741364776e-5,6.6125467822235e-5,7.28728034758358e-5,4.2746163463925315e-6,5.205634044523523e-5,0.08211519115312285,0.013729245475891504,6.747335653600788e-6,1.1729936857574112e-6
8.4300019623939e-5,7.91033633761315e-5,6.82772212746569e-5,8.174560700744665e-6,5.996379124386802e-5,0.13632494762546568,0.022770794430280836,-1.0826142101474597e-5,-5.196656247807502e-6
9.19008410654417e-5,7.41594031651233e-5,5.12079159559927e-5,2.0401975140677614e-5,5.9417533831808826e-5,0.3433662393062086,0.05727722116256127,-2.2951487209130595e-5,-1.77414379003184e-5
2.55663993941454e-5,2.10118308967849e-5,4.72688454978394e-5,1.4030746456983206e-5,2.696945556143823e-5,0.5202458175331061,0.08673011080181887,2.62570146010545e-5,-4.554568497360499e-6
2.55663993941454e-5,2.2247820949537e-5,4.26732632966606e-5,1.0960964453823296e-5,2.5362112023541575e-5,0.43217869409492116,0.07205091744250648,2.04254423471236e-5,-3.3185784446083992e-6
2.62573831615548e-5,2.2247820949537e-5,4.2016751553635e-5,1.0450238422152386e-5,2.5243048521719796e-5,0.4139848011289413,0.06901850272859165,1.9768930604097998e-5,-4.009562212017801e-6
4.83688637186535e-5,5.99455175584747e-5,6.63076860455803e-5,9.094846970147565e-6,4.592922857321401e-5,0.19801871820359057,0.03304139405774277,6.362168487105606e-6,1.1576653839821199e-5
2.62573831615548e-5,2.10118308967849e-5,4.07037280675839e-5,1.0197904309969012e-5,2.4542711608973153e-5,0.41551660926661904,0.06927322047077732,1.9691897170799002e-5,-5.2455522647699e-6
5.25147663231095e-5,6.79794529013631e-5,6.89337330176825e-5,9.216377169849302e-6,4.96610823530011e-5,0.18558550746714328,0.030972302146484713,9.542801163193998e-7,1.5464686578253594e-5
3.31672208356481e-5,3.33717314243055e-5,3.93907045815328e-5,3.5355719099740876e-6,2.736630718786512e-5,0.1291943368793962,0.021555194735889252,6.018973157227303e-6,2.0451058865740025e-07
5.38967338579282e-5,6.85974479277391e-5,6.89337330176825e-5,8.586184887699013e-6,5.00035249227622e-5,0.17171159235197195,0.02866026832943096,3.362850899433974e-7,1.4700714069810895e-5
3.24762370682388e-5,3.58437115298096e-5,4.26732632966606e-5,5.195543049713401e-6,2.90471887361056e-5,0.17886560716477706,0.029835140518076265,6.829551766850998e-6,3.3674744615708044e-6
5.04418150208815e-5,6.7361457874987e-5,6.76207095316314e-5,9.844253335012506e-6,4.88170589406281e-5,0.20165601018662774,0.03365001591355515,2.5925165664440167e-7,1.6919642854105498e-5
8.0154117019483e-5,6.17995026376028e-5,4.2016751553635e-5,1.9073138852993446e-5,5.076087751592856e-5,0.37574486073469415,0.06266644418704563,-1.97827510839678e-5,-1.8354614381880204e-5
5.04418150208815e-5,6.42714827431069e-5,6.56511743025548e-5,8.41118172301408e-6,4.719391344738932e-5,0.17822598527224637,0.029743659139913885,1.3796915594478925e-6,1.3829667722225404e-5
3.24762370682388e-5,3.58437115298096e-5,4.26732632966606e-5,5.195543049713401e-6,2.90471887361056e-5,0.17886560716477706,0.029835140518076265,6.829551766850998e-6,3.3674744615708044e-6
3.59311559052855e-5,4.20236617935699e-5,5.12079159559927e-5,7.690346222869772e-6,3.421326996942947e-5,0.22477670885423448,0.03749129586734694,9.184254162422803e-6,6.092505888284397e-6
9.4664776135079e-5,7.97213584025076e-5,5.64600099001971e-5,1.925270643631714e-5,6.252471271852522e-5,0.3079215497236955,0.05137236221454802,-2.32613485023105e-5,-1.4943417732571403e-5
9.60467436698977e-5,8.34293285607637e-5,6.36816390734781e-5,1.6312931474036347e-5,6.486766069454396e-5,0.25148018749824336,0.04196742096695268,-1.9747689487285597e-5,-1.2617415109134002e-5
4.14590260445602e-5,5.56195523738425e-5,6.43381508165037e-5,1.1546924663135996e-5,4.32409134745106e-5,0.267037019695308,0.04454220404378009,8.718598442661203e-6,1.4160526329282295e-5
9.53557599024884e-5,8.34293285607637e-5,6.49946625595292e-5,1.529636616430293e-5,6.476902929677105e-5,0.23616790818672195,0.03941529222220097,-1.84346660012345e-5,-1.1926431341724702e-5
9.39737923676697e-5,7.97213584025076e-5,5.64600099001971e-5,1.8936323486420237e-5,6.227287103919866e-5,0.3040862444659162,0.050732934803518696,-2.32613485023105e-5,-1.4252433965162103e-5
4.97508312534722e-5,6.17995026376028e-5,6.89337330176825e-5,9.695801886505332e-6,4.7544967198815705e-5,0.20392908982271513,0.0340278024431182,7.134230380079695e-6,1.20486713841306e-5
6.49524741364776e-5,6.6125467822235e-5,7.28728034758358e-5,4.2746163463925315e-6,5.205634044523523e-5,0.08211519115312285,0.013729245475891504,6.747335653600788e-6,1.1729936857574112e-6
8.2227068321711e-5,6.24174976639788e-5,4.26732632966606e-5,1.977691150624458e-5,5.177368519714874e-5,0.3819877111497121,0.0637077632626163,-1.9744234367318202e-5,-1.9809570657732195e-5
3.10942695334201e-5,2.78097761869212e-5,3.67646576094307e-5,4.530104832616356e-6,2.504970204059709e-5,0.18084465936060193,0.03016165131180082,8.954881422509496e-6,-3.2844933464989014e-6
4.90598474860629e-5,6.11815076112267e-5,6.56511743025548e-5,8.584721797600636e-6,4.611931279936126e-5,0.18614158096734548,0.031062029588557048,4.469666691328094e-6,1.2121660125163802e-5
7.3935263112799e-5,7.29234131123713e-5,6.82772212746569e-5,3.0172939437619625e-6,5.453829786089729e-5,0.055324314511203204,0.009266167666751281,-4.646191837714397e-6,-1.0118500004276901e-6
9.32828086002604e-5,7.84853683497555e-5,5.64600099001971e-5,1.8529252354516717e-5,6.168935980118243e-5,0.3003638295847829,0.050112046063964806,-2.20253584495584e-5,-1.4797440250504903e-5
3.24762370682388e-5,3.58437115298096e-5,4.26732632966606e-5,5.195543049713401e-6,2.90471887361056e-5,0.17886560716477706,0.029835140518076265,6.829551766850998e-6,3.3674744615708044e-6
8.91369059958043e-5,7.16874230596192e-5,4.59558220117883e-5,2.172251428533535e-5,5.712566633813679e-5,0.3802583965805492,0.06342400415203998,-2.5731601047830906e-5,-1.744948293618509e-5
9.4664776135079e-5,7.97213584025076e-5,5.64600099001971e-5,1.925270643631714e-5,6.252471271852522e-5,0.3079215497236955,0.05137236221454802,-2.32613485023105e-5,-1.4943417732571403e-5
9.53557599024884e-5,8.03393534288836e-5,5.64600099001971e-5,1.9615448329409e-5,6.294264289024452e-5,0.3116400492367822,0.0519924604085389,-2.38793435286865e-5,-1.5016406473604795e-5
9.4664776135079e-5,8.09573484552596e-5,6.03990803583504e-5,1.7246612555345424e-5,6.33169543760086e-5,0.2723853780604509,0.04545032713872182,-2.0558268096909204e-5,-1.3707427679819398e-5
4.90598474860629e-5,5.99455175584747e-5,6.63076860455803e-5,8.722221962310759e-6,4.6008818263107165e-5,0.18957717871455956,0.03163453713431252,6.362168487105606e-6,1.0885670072411797e-5
9.0518873530623e-5,8.40473235871398e-5,7.02467565037336e-5,1.0354510605258713e-5,6.379186605668878e-5,0.1623170984848939,0.02710600963586289,-1.380056708340619e-5,-6.471549943483208e-6
4.97508312534722e-5,6.30354926903548e-5,6.89337330176825e-5,9.825605906226622e-6,4.788641571693403e-5,0.20518566192775212,0.0342375156677228,5.89824032732769e-6,1.3284661436882604e-5
8.29180520891203e-5,6.36534877167309e-5,4.33297750396861e-5,1.979649976292006e-5,5.242445365211434e-5,0.3776195722379578,0.06298028241770307,-2.03237126770448e-5,-1.9264564372389396e-5
9.4664776135079e-5,7.60133882442514e-5,5.44904746711204e-5,2.010424738310955e-5,6.131822160839008e-5,0.3278674243278888,0.05469566923932179,-2.1522913573131e-5,-1.8651387890827607e-5
8.8445922228395e-5,7.16874230596192e-5,4.39862867827117e-5,2.2453134262966193e-5,5.664319158342302e-5,0.3963959945635768,0.06611320175358232,-2.77011362769075e-5,-1.675849916877579e-5
3.73131234401041e-5,4.14056667671939e-5,5.38339629280949e-5,8.603774304872734e-6,3.528913186006641e-5,0.2438080465960361,0.040664082042556074,1.2428296160900996e-5,4.092543327089802e-6
7.32442793453896e-5,5.31475722683384e-5,3.61081458664051e-5,1.85890294583331e-5,4.5272256734616554e-5,0.41060531988279164,0.06847194686107745,-1.7039426401933298e-5,-2.00967070770512e-5
8.4300019623939e-5,6.48894777694829e-5,4.33297750396861e-5,2.0494514949835988e-5,5.3253446845736e-5,0.38484860912767344,0.06418581272698369,-2.1559702729796806e-5,-1.94105418544561e-5
8.8445922228395e-5,8.65193036926439e-5,7.15597799897847e-5,9.243385095130505e-6,6.394209775148852e-5,0.14455867761885127,0.024146398017934785,-1.49595237028592e-5,-1.9266185357510958e-6
9.4664776135079e-5,8.09573484552596e-5,5.90860568722993e-5,1.7944786770740415e-5,6.316324205834458e-5,0.2841017368007269,0.04740292550183644,-2.1871291582960306e-5,-1.3707427679819398e-5
4.07680422771508e-5,5.56195523738425e-5,6.36816390734781e-5,1.1623234720802677e-5,4.292311711131852e-5,0.2707919532185539,0.045167761467351755,8.062086699635601e-6,1.4851510096691697e-5
8.8445922228395e-5,7.97213584025076e-5,6.9590244760708e-5,9.436578214060432e-6,6.179852590141776e-5,0.152699082646629,0.025501345879356013,-1.01311136417996e-5,-8.724563825887393e-6
6.84073929735243e-5,4.69676220045781e-5,3.34820988943029e-5,1.7612965296804946e-5,4.161751979230256e-5,0.4232103543100274,0.07056974031816482,-1.34855231102752e-5,-2.14397709689462e-5
9.12098572980324e-5,8.59013086662679e-5,7.02467565037336e-5,1.0898755945039831e-5,6.456416960326843e-5,0.16880502006004433,0.02818797348467678,-1.5654552162534292e-5,-5.308548631764501e-6
9.53557599024884e-5,8.15753434816357e-5,6.03990803583504e-5,1.7608252995637564e-5,6.373460918452801e-5,0.27627458959789275,0.046098877107302566,-2.11762631232853e-5,-1.3780416420852695e-5
9.53557599024884e-5,8.15753434816357e-5,6.10555921013759e-5,1.7260077175494976e-5,6.381169316524874e-5,0.2704845510179105,0.04513393491395613,-2.0519751380259808e-5,-1.3780416420852695e-5
3.80041072075135e-5,4.88216070837062e-5,6.2368615587427e-5,1.2207709391788645e-5,4.0350509817608836e-5,0.3025416394233819,0.05045723199541166,1.3547008503720803e-5,1.08174998761927e-5
8.6372970926167e-5,6.7361457874987e-5,4.39862867827117e-5,2.123074517755392e-5,5.473786519035491e-5,0.38786213352900156,0.0646893038091589,-2.3375171092275295e-5,-1.9011513051180002e-5
8.8445922228395e-5,7.10694280332432e-5,4.39862867827117e-5,2.24057220164606e-5,5.647683976520263e-5,0.3967240750298772,0.06616774320478387,-2.70831412505315e-5,-1.7376494195151792e-5
5.18237825557002e-5,3.70797015825617e-5,1.96953522907664e-5,1.608228609024187e-5,3.117028062981754e-5,0.5159493519239454,0.08601753388784908,-1.73843492917953e-5,-1.47440809731385e-5
0,0,0,0,0,NA,0,0,0
8.0154117019483e-5,6.24174976639788e-5,4.26732632966606e-5,1.874938600197015e-5,5.0998565995523136e-5,0.36764535700113704,0.06131672497185244,-1.9744234367318202e-5,-1.77366193555042e-5
5.25147663231095e-5,6.85974479277391e-5,6.82772212746569e-5,9.19429332797249e-6,4.9645932213369496e-5,0.18519731462503378,0.030907590714350106,-3.2022665308219093e-7,1.6082681604629596e-5
8.6372970926167e-5,8.03393534288836e-5,6.9590244760708e-5,8.501056550105544e-6,6.120090641646604e-5,0.13890409550892444,0.023201683340167794,-1.0749108668175602e-5,-6.0336174972833964e-6
9.60467436698977e-5,8.34293285607637e-5,6.36816390734781e-5,1.6312931474036347e-5,6.486766069454396e-5,0.25148018749824336,0.04196742096695268,-1.9747689487285597e-5,-1.2617415109134002e-5
9.53557599024884e-5,8.28113335343877e-5,6.17121038444015e-5,1.7002135745107352e-5,6.422033325659623e-5,0.26474692489019463,0.0441780044260796,-2.1099229689986197e-5,-1.2544426368100704e-5
9.53557599024884e-5,8.40473235871398e-5,6.63076860455803e-5,1.4642211051161805e-5,6.508824514659257e-5,0.2249593765845804,0.037547469635052226,-1.773963754155949e-5,-1.1308436315348605e-5
6.90983767409336e-6,3.70797015825617e-6,2.62604697210219e-6,2.227606194557175e-6,3.867865249752224e-6,0.5759265255427075,0.09599097747815938,-1.0819231861539802e-6,-3.2018675158371902e-6
7.46262468802083e-5,5.43835623210904e-5,3.80776810954818e-5,1.8309586294361784e-5,4.634926914778557e-5,0.39503505947378165,0.06587780096992009,-1.6305881225608598e-5,-2.0242684559117895e-5
9.4664776135079e-5,8.34293285607637e-5,6.30251273304526e-5,1.60397115857399e-5,6.42897359030088e-5,0.24949101688546885,0.04163541092749731,-2.040420123031109e-5,-1.1235447574315307e-5
9.60467436698977e-5,8.34293285607637e-5,6.49946625595292e-5,1.5616592756307733e-5,6.502183188662458e-5,0.24017460448573072,0.04008328560752731,-1.84346660012345e-5,-1.2617415109134002e-5
4.90598474860629e-5,6.05635125848507e-5,6.63076860455803e-5,8.782727124183336e-6,4.617844331016931e-5,0.1901910609067505,0.03173699218721689,5.7441734607296035e-6,1.15036650987878e-5
9.74287112047164e-5,8.59013086662679e-5,6.89337330176825e-5,1.4333779535032133e-5,6.664938310592473e-5,0.21506244869891294,0.035899282602407094,-1.69675756485854e-5,-1.152740253844851e-5
5.59696851601562e-5,6.48894777694829e-5,7.22162917328102e-5,8.136308829082258e-6,5.0302940872882894e-5,0.16174618596640233,0.026999616778461126,7.326813963327299e-6,8.919792609326703e-6
9.6737727437307e-5,8.77552937453959e-5,7.02467565037336e-5,1.3472221620651422e-5,6.705299982677199e-5,0.20091899923129794,0.03354237737173863,-1.75085372416623e-5,-8.982433691911095e-6
9.6737727437307e-5,8.65193036926439e-5,7.02467565037336e-5,1.336028640439167e-5,6.671601850951905e-5,0.20025605098849572,0.033431605180173886,-1.6272547188910295e-5,-1.02184237446631e-5
7.6008214415027e-5,5.68555424265946e-5,3.93907045815328e-5,1.831523697024252e-5,4.764242459834923e-5,0.384431252704908,0.06411157747131663,-1.7464837845061797e-5,-1.9152671988432404e-5
9.6737727437307e-5,8.65193036926439e-5,7.09032682467591e-5,1.3010867435472997e-5,6.679279170304575e-5,0.1947944846102263,0.032521408094790254,-1.56160354458848e-5,-1.02184237446631e-5
9.53557599024884e-5,8.40473235871398e-5,6.56511743025548e-5,1.4992561744983271e-5,6.501170488429157e-5,0.23061326835940038,0.03848972114730364,-1.8396149284584997e-5,-1.1308436315348605e-5
9.6737727437307e-5,8.65193036926439e-5,7.02467565037336e-5,1.336028640439167e-5,6.671601850951905e-5,0.20025605098849572,0.033431605180173886,-1.6272547188910295e-5,-1.02184237446631e-5
7.6008214415027e-5,7.29234131123713e-5,6.9590244760708e-5,3.2097856839451575e-6,5.5432914493012865e-5,0.057903967584993936,0.0096968553595765,-3.333168351663302e-6,-3.084801302655698e-6
6.90983767409336e-5,7.16874230596192e-5,6.89337330176825e-5,1.5445105612548632e-6,5.281601084487254e-5,0.029243226372989258,0.004917884404535604,-2.7536900419367094e-6,2.589046318685607e-6
4.97508312534722e-5,6.6743462848611e-5,7.02467565037336e-5,1.0962858103816073e-5,4.942597717740822e-5,0.22180356828285452,0.03700844969479026,3.5032936551226084e-6,1.6992631595138795e-5
4.62959124164255e-5,5.93275225320987e-5,6.49946625595292e-5,9.588035906027553e-6,4.5051533353520237e-5,0.2128237418866535,0.03550816659223685,5.667140027430493e-6,1.3031610115673204e-5
