year_2015,year_2016,year_2017,sd,mean,cv,mean_cv
3.66344671022485e-5,2.88604528887214e-5,4.74063490331034e-5,9.313243268974588e-6,3.055362807326197e-5,0.304816280627726,NA
6.74539394263624e-5,5.29982862138339e-5,3.58303800831596e-5,1.5831152917826288e-5,4.302843966029555e-5,0.36792300726708593,NA
2.7330475457233e-5,2.20388912968418e-5,4.40989293331195e-5,1.1516851323721653e-5,2.6246286852728988e-5,0.4387992628574116,NA
3.95419644913159e-5,5.14240796926309e-5,5.62261348997273e-5,8.58880994944617e-6,3.894524725828007e-5,0.2205355095703012,NA
2.96564733684869e-5,3.14841304240598e-5,3.63816166998235e-5,3.477385391380051e-6,2.5249901470937565e-5,0.13771877072005584,NA
2.67489759794196e-5,2.20388912968418e-5,4.40989293331195e-5,1.1617881743635795e-5,2.6126169588254173e-5,0.44468369939920216,NA
0,0,0,0,0,NA,NA
3.95419644913159e-5,5.08993441855633e-5,5.62261348997273e-5,8.521798666251134e-6,3.879731056071441e-5,0.21964921132652382,NA
3.08194723241139e-5,3.30583369452627e-5,3.80353265498155e-5,3.693496367992303e-6,2.64016580467961e-5,0.13989637928972862,NA
2.61674765016061e-5,2.15141557897742e-5,4.40989293331195e-5,1.1925200140180343e-5,2.5926440441170035e-5,0.4599628771732064,NA
3.25639707575543e-5,2.67615108604508e-5,4.52014025664474e-5,9.428704662808491e-6,2.8488897211815248e-5,0.33096067540649166,NA
0,1.57420652120299e-6,2.20494646665597e-6,1.1356164237252158e-6,1.228692352896044e-6,0.9242479787951419,NA
3.54714681466216e-5,4.88004021572926e-5,5.67773715163913e-5,1.0764401519350605e-5,3.795341083491403e-5,0.2836214527904364,NA
4.82644566585179e-5,6.08693188198489e-5,6.11872644497032e-5,7.3709180877465665e-6,4.4422989503954146e-5,0.16592575533644516,NA
1.97709822456579e-5,1.78410072403005e-5,3.85865631664795e-5,1.1461013477550104e-5,2.1914891532497e-5,0.5229783346431296,NA
2.15154806790984e-5,1.99399492685712e-5,4.02402730164715e-5,1.1293090008000976e-5,2.324719824303552e-5,0.48578284100898916,NA
2.55859770237926e-5,2.04646847756388e-5,4.24452194831275e-5,1.1500765167448325e-5,2.4999161612501806e-5,0.46004603457169213,NA
0,0,0,0,0,NA,NA
5.64054493479065e-5,4.14541050583453e-5,2.86643040665276e-5,1.3884600864494124e-5,3.510211483431838e-5,0.39554884171592786,NA
3.43084691909947e-5,3.20088659311274e-5,4.29964560997915e-5,5.7950615382804025e-6,2.87772131900485e-5,0.20137674555242907,NA
3.02379728463004e-5,2.93851883957891e-5,4.57526391831114e-5,9.213446316272644e-6,2.8647311685368384e-5,0.32161643708363785,NA
3.02379728463004e-5,2.88604528887214e-5,4.68551124164394e-5,1.0015277165789441e-5,2.899220382931266e-5,0.34544725281158045,NA
2.55859770237926e-5,2.04646847756388e-5,4.24452194831275e-5,1.1500765167448325e-5,2.4999161612501806e-5,0.46004603457169213,NA
3.08194723241139e-5,2.99099239028568e-5,4.96112954997594e-5,1.1121330401489585e-5,3.036550553205492e-5,0.36624881445657176,NA
0,0,0,0,0,NA,NA
2.96564733684869e-5,2.36130978180448e-5,4.46501659497834e-5,1.0831216004720792e-5,2.7187738285258973e-5,0.39838606253589737,NA
2.55859770237926e-5,2.04646847756388e-5,4.18939828664635e-5,1.1190721644298393e-5,2.478384157754832e-5,0.45153297196815795,NA
0,0,0,0,0,NA,NA
3.25639707575543e-5,3.56820144806011e-5,4.07915096331355e-5,4.1537439602083506e-6,2.8297809707874812e-5,0.14678676558675255,NA
2.61674765016061e-5,2.15141557897742e-5,4.40989293331195e-5,1.1925200140180343e-5,2.5926440441170035e-5,0.4599628771732064,NA
7.61764315935644e-5,6.92650869329315e-5,4.96112954997594e-5,1.3782504963413277e-5,5.220882974741714e-5,0.26398800796899913,NA
3.95419644913159e-5,5.19488151996986e-5,5.67773715163913e-5,8.891045644575857e-6,3.9289799212995415e-5,0.22629399545607942,NA
3.95419644913159e-5,5.29982862138339e-5,5.67773715163913e-5,9.059188110641534e-6,3.959420258304566e-5,0.2288008728459833,NA
2.55859770237926e-5,2.04646847756388e-5,4.24452194831275e-5,1.1500765167448325e-5,2.4999161612501806e-5,0.46004603457169213,NA
3.19824712797408e-5,3.46325434664657e-5,4.24452194831275e-5,5.439514210902278e-6,2.862493711005907e-5,0.19002711481908485,NA
2.09339812012849e-5,1.83657427473682e-5,3.91377997831435e-5,1.1324407366501932e-5,2.2440482774574632e-5,0.5046418778179157,NA
3.25639707575543e-5,3.41078079593981e-5,4.02402730164715e-5,4.060299195713711e-6,2.77430877322844e-5,0.14635354344458115,NA
3.7215966580062e-5,2.88604528887214e-5,4.74063490331034e-5,9.288063732408002e-6,3.06927080585737e-5,0.30261467038629314,NA
3.19824712797408e-5,3.51572789735334e-5,4.13427462497995e-5,4.7601498021496305e-6,2.831066157630583e-5,0.16813982920602477,NA
2.96564733684869e-5,3.20088659311274e-5,3.58303800831596e-5,3.1159494354163658e-6,2.5152917204547565e-5,0.1238802406129263,NA
1.51189864231502e-5,1.41678586908269e-5,3.30741969998396e-5,1.0651634139662127e-5,1.8253169063369708e-5,0.5835498538737435,NA
2.09339812012849e-5,1.99399492685712e-5,4.02402730164715e-5,1.1444242711264331e-5,2.313961154939798e-5,0.4945736745335327,NA
3.08194723241139e-5,2.62367753533831e-5,4.35476927164555e-5,8.969174672479509e-6,2.7393278766608003e-5,0.32742245822040106,NA
2.55859770237926e-5,2.09894202827065e-5,4.18939828664635e-5,1.0985445866060128e-5,2.486370650975568e-5,0.44182655798924464,NA
3.77974660578755e-5,2.88604528887214e-5,4.85088222664314e-5,9.837528275394647e-6,3.1251067372105734e-5,0.31479015286932205,NA
2.55859770237926e-5,2.04646847756388e-5,4.18939828664635e-5,1.1190721644298393e-5,2.478384157754832e-5,0.45153297196815795,NA
3.95419644913159e-5,5.29982862138339e-5,5.67773715163913e-5,9.059188110641534e-6,3.959420258304566e-5,0.2288008728459833,NA
2.03524817234714e-5,1.83657427473682e-5,3.85865631664795e-5,1.1145331131998492e-5,2.2112529692329398e-5,0.504027865064425,NA
2.61674765016061e-5,2.15141557897742e-5,4.40989293331195e-5,1.1925200140180343e-5,2.5926440441170035e-5,0.4599628771732064,NA
2.50044775459792e-5,2.15141557897742e-5,4.35476927164555e-5,1.1842789116306519e-5,2.5477278792128855e-5,0.4648372855253804,NA
6.39649425594816e-6,6.82156159187961e-6,1.32296787999358e-5,3.828338617130006e-6,7.569018316223394e-6,0.5057906398408847,NA
2.55859770237926e-5,2.09894202827065e-5,4.18939828664635e-5,1.0985445866060128e-5,2.486370650975568e-5,0.44182655798924464,NA
2.7330475457233e-5,2.20388912968418e-5,4.29964560997915e-5,1.0898343413025033e-5,2.5816041566722833e-5,0.4221539303327246,NA
7.96654284604452e-5,7.45124420036081e-5,6.00847912163753e-5,1.0149808959996435e-5,5.610311766010626e-5,0.1809134569220874,NA
3.19824712797408e-5,3.46325434664657e-5,4.02402730164715e-5,4.216254317598613e-6,2.7767885520069154e-5,0.15183922861362018,NA
3.02379728463004e-5,3.41078079593981e-5,3.85865631664795e-5,4.177994581568826e-6,2.6777584638436707e-5,0.1560258192806422,NA
3.14009718019273e-5,2.93851883957891e-5,4.90600588830954e-5,1.0824411207797995e-5,3.0167657572152448e-5,0.3588084750003902,NA
0,2.62367753533831e-6,2.75618308331997e-6,1.5544445266430924e-6,1.7335762863253432e-6,0.8966692374052048,NA
3.14009718019273e-5,2.88604528887214e-5,4.74063490331034e-5,1.005465564186404e-5,2.9430607341404034e-5,0.3416394206625423,NA
3.60529676244351e-5,2.99099239028568e-5,4.79575856497674e-5,9.175828854706528e-6,3.0774076507941455e-5,0.29816748042264224,NA
0,0,0,0,0,NA,NA
7.79209300270048e-5,7.13640289612021e-5,5.51236616663993e-5,1.1736395856212204e-5,5.40362541277046e-5,0.21719484530654962,NA
0,3.14841304240598e-6,2.20494646665597e-6,1.6157775623503055e-6,1.7422842678530638e-6,0.9273903186541157,NA
2.09339812012849e-5,1.83657427473682e-5,3.96890363998075e-5,1.1640667194824386e-5,2.2657356885821246e-5,0.5137698652797849,NA
6.97799373376163e-5,5.40477572279692e-5,3.63816166998235e-5,1.6708490025470003e-5,4.4229450322719747e-5,0.37776843039098773,NA
2.67489759794196e-5,2.09894202827065e-5,4.18939828664635e-5,1.0797719298153973e-5,2.5107524606685894e-5,0.4300590945265326,NA
2.61674765016061e-5,2.15141557897742e-5,4.40989293331195e-5,1.1925200140180343e-5,2.5926440441170035e-5,0.4599628771732064,NA
4.41939603138236e-5,6.24435253410518e-5,6.44946841496872e-5,1.1175667499835477e-5,4.557695932609952e-5,0.2452043239627827,NA
6.74539394263624e-5,5.29982862138339e-5,3.58303800831596e-5,1.5831152917826288e-5,4.302843966029555e-5,0.36792300726708593,NA
6.39649425594816e-6,6.82156159187961e-6,1.32296787999358e-5,3.828338617130006e-6,7.569018316223394e-6,0.5057906398408847,NA
3.25639707575543e-5,3.56820144806011e-5,4.07915096331355e-5,4.1537439602083506e-6,2.8297809707874812e-5,0.14678676558675255,NA
2.09339812012849e-5,1.99399492685712e-5,4.02402730164715e-5,1.1444242711264331e-5,2.313961154939798e-5,0.4945736745335327,NA
1.45374869453367e-5,1.41678586908269e-5,3.08692505331836e-5,9.537641361187373e-6,1.7278059382633643e-5,0.5520088309670793,NA
1.97709822456579e-5,1.78410072403005e-5,3.85865631664795e-5,1.1461013477550104e-5,2.1914891532497e-5,0.5229783346431296,NA
6.68724399485489e-5,5.19488151996986e-5,3.47279068498316e-5,1.6085942455933112e-5,4.240877611350305e-5,0.37930692488933465,NA
2.03524817234714e-5,1.83657427473682e-5,3.85865631664795e-5,1.1145331131998492e-5,2.2112529692329398e-5,0.504027865064425,NA
2.55859770237926e-5,2.04646847756388e-5,4.18939828664635e-5,1.1190721644298393e-5,2.478384157754832e-5,0.45153297196815795,NA
4.88459561363314e-5,6.40177318622548e-5,6.78021038496712e-5,1.0031947186753077e-5,4.767443475875262e-5,0.21042613798187293,NA
3.02379728463004e-5,2.46625688321801e-5,4.57526391831114e-5,1.0928411510602967e-5,2.7895398093048716e-5,0.3917639559811921,NA
3.25639707575543e-5,3.62067499876687e-5,4.35476927164555e-5,5.594661573576624e-6,2.9478268758813783e-5,0.18978935362016,NA
1.97709822456579e-5,1.83657427473682e-5,3.85865631664795e-5,1.129072157317302e-5,2.2003502433169653e-5,0.5131329254270256,NA
2.09339812012849e-5,1.83657427473682e-5,3.96890363998075e-5,1.1640667194824386e-5,2.2657356885821246e-5,0.5137698652797849,NA
3.25639707575543e-5,3.41078079593981e-5,3.96890363998075e-5,3.7483352886370017e-6,2.7527287601349222e-5,0.13616798512517742,NA
5.64054493479065e-5,4.14541050583453e-5,2.86643040665276e-5,1.3884600864494124e-5,3.510211483431838e-5,0.39554884171592786,NA
7.03614368154297e-5,5.56219637491722e-5,3.69328533164875e-5,1.675313458123467e-5,4.491734711558102e-5,0.3729769377992341,NA
2.09339812012849e-5,1.94152137615035e-5,4.02402730164715e-5,1.1609785033627234e-5,2.3049813253221783e-5,0.5036823902251997,NA
3.25639707575543e-5,2.62367753533831e-5,4.52014025664474e-5,9.655699264661323e-6,2.841446198551153e-5,0.33981636779132907,NA
3.02379728463004e-5,3.41078079593981e-5,3.96890363998075e-5,4.751286439815165e-6,2.719652591133029e-5,0.1747019621294991,NA
3.25639707575543e-5,3.30583369452627e-5,3.96890363998075e-5,3.978633215700818e-6,2.7322494329581328e-5,0.14561749625447848,NA
3.02379728463004e-5,3.09593949169921e-5,3.58303800831596e-5,3.041983042796812e-6,2.5017432722312228e-5,0.12159453276289885,NA
3.60529676244351e-5,4.40777825936837e-5,5.67773715163913e-5,1.0449705982892242e-5,3.683945692935059e-5,0.2836552667682458,NA
2.55859770237926e-5,2.09894202827065e-5,4.18939828664635e-5,1.0985445866060128e-5,2.486370650975568e-5,0.44182655798924464,NA
1.91894827678445e-5,1.73162717332329e-5,3.85865631664795e-5,1.177696158626766e-5,2.1717319813456143e-5,0.5422843006147842,NA
2.55859770237926e-5,2.09894202827065e-5,4.18939828664635e-5,1.0985445866060128e-5,2.486370650975568e-5,0.44182655798924464,NA
2.03524817234714e-5,1.83657427473682e-5,3.91377997831435e-5,1.1462356213999756e-5,2.2329595116995714e-5,0.5133257523901729,NA
9.07139185389011e-5,8.34329456237583e-5,6.78021038496712e-5,1.170674330967129e-5,6.341392783050047e-5,0.18460839298524964,NA
2.03524817234714e-5,1.83657427473682e-5,3.96890363998075e-5,1.1779447714120989e-5,2.254667714619202e-5,0.5224471720486075,NA
3.31454702353677e-5,3.51572789735334e-5,4.02402730164715e-5,3.656510844650089e-6,2.804988326750567e-5,0.1303574353511113,NA
5.87314472591604e-5,6.76908804117285e-5,6.89045770829991e-5,5.556333809834596e-6,5.022080964093065e-5,0.11063807711507119,NA
6.62909404707355e-5,5.14240796926309e-5,3.47279068498316e-5,1.5790349522975964e-5,4.205831913404349e-5,0.37543938626388657,NA
3.66344671022485e-5,2.93851883957891e-5,4.79575856497674e-5,9.360368539438613e-6,3.0834402421810905e-5,0.30356899450781955,NA
5.5823949870093e-5,4.14541050583453e-5,2.86643040665276e-5,1.3587480815681893e-5,3.4882459952661945e-5,0.3895218638284427,NA
2.55859770237926e-5,2.04646847756388e-5,4.18939828664635e-5,1.1190721644298393e-5,2.478384157754832e-5,0.45153297196815795,NA
3.14009718019273e-5,3.67314854947364e-5,4.68551124164394e-5,7.849975163571833e-6,3.0709386219168734e-5,0.2556213630434559,NA
2.09339812012849e-5,1.83657427473682e-5,3.96890363998075e-5,1.1640667194824386e-5,2.2657356885821246e-5,0.5137698652797849,NA
4.30309613581967e-5,6.03445833127812e-5,6.06360278330392e-5,1.0081210333075767e-5,4.352319570927322e-5,0.2316284493541412,NA
1.8607983290031e-5,1.78410072403005e-5,3.85865631664795e-5,1.1762298505725216e-5,2.1699463050634054e-5,0.542054818512273,NA
3.54714681466216e-5,3.20088659311274e-5,4.52014025664474e-5,6.839886217268975e-6,2.988040571536634e-5,0.22890874650177476,NA
2.55859770237926e-5,2.04646847756388e-5,4.18939828664635e-5,1.1190721644298393e-5,2.478384157754832e-5,0.45153297196815795,NA
3.89604650135024e-5,5.19488151996986e-5,5.78798447497193e-5,9.676580677815693e-6,3.9616426410184e-5,0.24425677817644306,NA
1.91894827678445e-5,1.73162717332329e-5,3.80353265498155e-5,1.1459740979673144e-5,2.150020550764151e-5,0.533006113620643,NA
3.02379728463004e-5,3.09593949169921e-5,3.52791434664956e-5,2.726233010246249e-6,2.4800686060008587e-5,0.10992570946020454,NA
5.5823949870093e-5,4.14541050583453e-5,2.86643040665276e-5,1.3587480815681893e-5,3.4882459952661945e-5,0.3895218638284427,NA
3.31454702353677e-5,3.46325434664657e-5,3.96890363998075e-5,3.430203242957699e-6,2.772431333614965e-5,0.12372545358896471,NA
3.02379728463004e-5,3.09593949169921e-5,3.58303800831596e-5,3.041983042796812e-6,2.5017432722312228e-5,0.12159453276289885,NA
0,0,0,0,0,NA,NA
3.25639707575543e-5,3.51572789735334e-5,4.24452194831275e-5,5.123124059124625e-6,2.8822398318334956e-5,0.17774801397653375,NA
3.7215966580062e-5,5.08993441855633e-5,5.62261348997273e-5,9.806426647435894e-6,3.8536968078197126e-5,0.25446803774332283,NA
3.31454702353677e-5,3.30583369452627e-5,4.13427462497995e-5,4.758052188870976e-6,2.807615140482522e-5,0.16946953021678207,NA
2.32599791125388e-5,1.99399492685712e-5,4.02402730164715e-5,1.0889261709732929e-5,2.3582365776828608e-5,0.4617544233171221,NA
2.09339812012849e-5,1.83657427473682e-5,3.96890363998075e-5,1.1640667194824386e-5,2.2657356885821246e-5,0.5137698652797849,NA
4.47754597916371e-5,6.19187898339842e-5,6.22897376830312e-5,1.0006508692717032e-5,4.474762400034238e-5,0.22362100594749945,NA
1.8607983290031e-5,1.73162717332329e-5,3.85865631664795e-5,1.192502599774135e-5,2.1608961046871187e-5,0.5518555923107651,NA
2.03524817234714e-5,1.83657427473682e-5,3.85865631664795e-5,1.1145331131998492e-5,2.2112529692329398e-5,0.504027865064425,NA
2.55859770237926e-5,2.04646847756388e-5,4.18939828664635e-5,1.1190721644298393e-5,2.478384157754832e-5,0.45153297196815795,NA
4.12864629247563e-5,6.08693188198489e-5,6.50459207663512e-5,1.2684926000007615e-5,4.4971657127741e-5,0.28206490065456924,NA
4.88459561363314e-5,6.19187898339842e-5,6.39434475330232e-5,8.194840512561821e-6,4.572575850397515e-5,0.17921715857046758,NA
2.32599791125388e-5,1.99399492685712e-5,4.13427462497995e-5,1.1518744029659559e-5,2.4015354665142266e-5,0.4796408044049731,NA
2.55859770237926e-5,2.04646847756388e-5,4.24452194831275e-5,1.1500765167448325e-5,2.4999161612501806e-5,0.46004603457169213,NA
3.14009718019273e-5,3.56820144806011e-5,4.24452194831275e-5,5.568418015416956e-6,2.8774155945268213e-5,0.1935215067996689,NA
0,0,0,0,0,NA,NA
2.96564733684869e-5,3.09593949169921e-5,3.58303800831596e-5,3.2542593927565067e-6,2.4925126940348775e-5,0.1305613969607719,NA
2.67489759794196e-5,2.20388912968418e-5,4.18939828664635e-5,1.0374494305456722e-5,2.5264086112045406e-5,0.4106419784767268,NA
3.25639707575543e-5,3.41078079593981e-5,3.96890363998075e-5,3.7483352886370017e-6,2.7527287601349222e-5,0.13616798512517742,NA
2.55859770237926e-5,2.09894202827065e-5,4.18939828664635e-5,1.0985445866060128e-5,2.486370650975568e-5,0.44182655798924464,NA
2.38414785903522e-5,2.04646847756388e-5,4.29964560997915e-5,1.215179423554482e-5,2.486360342533183e-5,0.48873825839597274,NA
3.25639707575543e-5,2.72862463675185e-5,4.63038757997754e-5,9.817582819692055e-6,2.8992918936135064e-5,0.33862002102368516,NA
1.97709822456579e-5,1.78410072403005e-5,3.85865631664795e-5,1.1461013477550104e-5,2.1914891532497e-5,0.5229783346431296,NA
2.849347441286e-5,2.46625688321801e-5,4.68551124164394e-5,1.186264851316816e-5,2.7968451043661917e-5,0.42414392182996563,NA
2.61674765016061e-5,2.25636268039095e-5,4.35476927164555e-5,1.1220447633231759e-5,2.5874810913800715e-5,0.43364365716957437,NA
3.25639707575543e-5,3.04346594099244e-5,4.46501659497834e-5,7.666927972625688e-6,2.8828931022471946e-5,0.26594562131524657,NA
0,0,0,0,0,NA,NA
2.67489759794196e-5,2.09894202827065e-5,4.18939828664635e-5,1.0797719298153973e-5,2.5107524606685894e-5,0.4300590945265326,NA
1.97709822456579e-5,1.78410072403005e-5,3.85865631664795e-5,1.1461013477550104e-5,2.1914891532497e-5,0.5229783346431296,NA
6.97799373376163e-5,5.56219637491722e-5,3.63816166998235e-5,1.6763487068304524e-5,4.463675121372913e-5,0.37555347583514326,NA
2.55859770237926e-5,2.04646847756388e-5,4.18939828664635e-5,1.1190721644298393e-5,2.478384157754832e-5,0.45153297196815795,NA
3.25639707575543e-5,2.62367753533831e-5,4.46501659497834e-5,9.355590745314004e-6,2.8201625701508702e-5,0.3317394126259008,NA
1.91894827678445e-5,1.78410072403005e-5,3.85865631664795e-5,1.1607779036244874e-5,2.1806208052717345e-5,0.5323153391998564,NA
0,3.67314854947364e-6,2.75618308331997e-6,1.9117788889495e-6,2.0852776304357774e-6,0.9167982531659249,NA
2.55859770237926e-5,2.04646847756388e-5,4.13427462497995e-5,1.0881152371964651e-5,2.4568640105298887e-5,0.44288785725742463,NA
2.15154806790984e-5,1.83657427473682e-5,3.96890363998075e-5,1.1510008896321906e-5,2.2770067180649e-5,0.5054885787119511,NA
5.64054493479065e-5,6.19187898339842e-5,6.44946841496872e-5,4.132551159583199e-6,4.6737868622790276e-5,0.0884197607070188,NA
2.09339812012849e-5,1.99399492685712e-5,4.02402730164715e-5,1.1444242711264331e-5,2.313961154939798e-5,0.4945736745335327,NA
0,2.09894202827065e-6,2.20494646665597e-6,1.2435556213144725e-6,1.386861029060273e-6,0.8966692374052048,NA
2.67489759794196e-5,2.25636268039095e-5,4.29964560997915e-5,1.0793503223525074e-5,2.5775640526661418e-5,0.41874820578602706,NA
2.55859770237926e-5,2.09894202827065e-5,4.18939828664635e-5,1.0985445866060128e-5,2.486370650975568e-5,0.44182655798924464,NA
5.5823949870093e-5,4.14541050583453e-5,2.86643040665276e-5,1.3587480815681893e-5,3.4882459952661945e-5,0.3895218638284427,NA
1.80264838122175e-5,1.73162717332329e-5,3.80353265498155e-5,1.1762492801185316e-5,2.1285143724112805e-5,0.5526151457394303,NA
7.96654284604452e-5,7.60866485248111e-5,6.00847912163753e-5,1.0426476378520652e-5,5.656583614503806e-5,0.18432462222933585,NA
2.55859770237926e-5,2.04646847756388e-5,4.18939828664635e-5,1.1190721644298393e-5,2.478384157754832e-5,0.45153297196815795,NA
2.90749738906734e-5,2.36130978180448e-5,4.52014025664474e-5,1.122459126187884e-5,2.7278516384261108e-5,0.4114810022569664,NA
1.91894827678445e-5,1.78410072403005e-5,3.85865631664795e-5,1.1607779036244874e-5,2.1806208052717345e-5,0.5323153391998564,NA
2.67489759794196e-5,2.15141557897742e-5,4.18939828664635e-5,1.0583886555374987e-5,2.518525029775807e-5,0.42024146793240885,NA
2.55859770237926e-5,2.04646847756388e-5,4.24452194831275e-5,1.1500765167448325e-5,2.4999161612501806e-5,0.46004603457169213,NA
1.8607983290031e-5,1.73162717332329e-5,3.80353265498155e-5,1.1607249296395296e-5,2.1391707717368672e-5,0.5426050808917404,NA
3.02379728463004e-5,2.72862463675185e-5,4.29964560997915e-5,8.349673386498024e-6,2.7217587175027107e-5,0.306774929489675,NA
2.67489759794196e-5,2.20388912968418e-5,4.18939828664635e-5,1.0374494305456722e-5,2.5264086112045406e-5,0.4106419784767268,NA
3.31454702353677e-5,2.88604528887214e-5,4.40989293331195e-5,7.85865557006686e-6,2.8490877006818865e-5,0.2758305954634534,NA
4.12864629247563e-5,5.14240796926309e-5,5.67773715163913e-5,7.867626241726529e-6,3.933888509387626e-5,0.1999961672261844,NA
4.07049634469428e-5,5.03746086784956e-5,5.73286081330553e-5,8.348709580610096e-6,3.918922245977595e-5,0.2130358567123719,NA
3.08194723241139e-5,2.93851883957891e-5,4.46501659497834e-5,8.429756780577319e-6,2.832114586256593e-5,0.2976488600243935,NA
3.25639707575543e-5,2.62367753533831e-5,4.52014025664474e-5,9.655699264661323e-6,2.841446198551153e-5,0.33981636779132907,NA
3.08194723241139e-5,3.46325434664657e-5,4.02402730164715e-5,4.7388048410221486e-6,2.7607773412018313e-5,0.1716474838553708,NA
2.09339812012849e-5,1.99399492685712e-5,4.02402730164715e-5,1.1444242711264331e-5,2.313961154939798e-5,0.4945736745335327,NA
3.31454702353677e-5,3.46325434664657e-5,4.18939828664635e-5,4.6811031856983464e-6,2.858827493849881e-5,0.1637420654365707,NA
3.37269697131812e-5,3.77809565088717e-5,4.68551124164394e-5,6.722143076078122e-6,3.127129542864261e-5,0.21496209171817832,NA
0,0,0,0,0,NA,NA
2.03524817234714e-5,1.83657427473682e-5,3.91377997831435e-5,1.1462356213999756e-5,2.2329595116995714e-5,0.5133257523901729,NA
5.5823949870093e-5,4.14541050583453e-5,2.81130674498637e-5,1.3858623842770284e-5,3.481243655526807e-5,0.3980940495437139,NA
2.09339812012849e-5,1.83657427473682e-5,3.96890363998075e-5,1.1640667194824386e-5,2.2657356885821246e-5,0.5137698652797849,NA
1.91894827678445e-5,1.73162717332329e-5,3.80353265498155e-5,1.1459740979673144e-5,2.150020550764151e-5,0.533006113620643,NA
3.08194723241139e-5,3.30583369452627e-5,3.74840899331515e-5,3.3915810515729583e-6,2.6188370063525265e-5,0.12950714547510908,NA
3.66344671022485e-5,2.78109818745861e-5,4.90600588830954e-5,1.0675302465508767e-5,3.104520258135969e-5,0.3438631923090907,NA
7.61764315935644e-5,6.08693188198489e-5,3.80353265498155e-5,1.919393479901693e-5,4.8568752940561434e-5,0.3951910155590471,NA
5.5823949870093e-5,4.14541050583453e-5,2.81130674498637e-5,1.3858623842770284e-5,3.481243655526807e-5,0.3980940495437139,NA
1.97709822456579e-5,1.83657427473682e-5,3.85865631664795e-5,1.129072157317302e-5,2.2003502433169653e-5,0.5131329254270256,NA
1.97709822456579e-5,1.78410072403005e-5,3.85865631664795e-5,1.1461013477550104e-5,2.1914891532497e-5,0.5229783346431296,NA
2.61674765016061e-5,2.15141557897742e-5,4.40989293331195e-5,1.1925200140180343e-5,2.5926440441170035e-5,0.4599628771732064,NA
7.32689342044971e-5,6.19187898339842e-5,3.96890363998075e-5,1.7081165317141833e-5,4.7989481438857656e-5,0.35593560932523455,NA
2.32599791125388e-5,1.99399492685712e-5,4.13427462497995e-5,1.1518744029659559e-5,2.4015354665142266e-5,0.4796408044049731,NA
2.67489759794196e-5,2.20388912968418e-5,4.18939828664635e-5,1.0374494305456722e-5,2.5264086112045406e-5,0.4106419784767268,NA
6.74539394263624e-5,5.29982862138339e-5,3.58303800831596e-5,1.5831152917826288e-5,4.302843966029555e-5,0.36792300726708593,NA
3.14009718019273e-5,2.62367753533831e-5,3.91377997831435e-5,6.493122817096065e-6,2.581716743888749e-5,0.2515040750487485,NA
2.55859770237926e-5,2.09894202827065e-5,4.29964560997915e-5,1.1608637165090208e-5,2.52951226428452e-5,0.4589278861778417,NA
3.02379728463004e-5,3.09593949169921e-5,3.52791434664956e-5,2.726233010246249e-6,2.4800686060008587e-5,0.10992570946020454,NA
3.37269697131812e-5,2.93851883957891e-5,4.40989293331195e-5,7.560013048231226e-6,2.869277512258026e-5,0.2634814170443119,NA
2.55859770237926e-5,2.20388912968418e-5,4.24452194831275e-5,1.0902859743383667e-5,2.524323688678639e-5,0.4319121114412544,NA
3.31454702353677e-5,3.46325434664657e-5,4.13427462497995e-5,4.367179529263096e-6,2.8371984870224e-5,0.15392576688726456,NA
2.09339812012849e-5,1.99399492685712e-5,4.02402730164715e-5,1.1444242711264331e-5,2.313961154939798e-5,0.4945736745335327,NA
3.25639707575543e-5,2.67615108604508e-5,4.29964560997915e-5,8.226772739029966e-6,2.763717761420664e-5,0.297670509408351,NA
1.45374869453367e-5,1.41678586908269e-5,3.19717237665116e-5,1.0174042544768262e-5,1.7712777986860863e-5,0.574389999824717,NA
1.97709822456579e-5,1.78410072403005e-5,3.85865631664795e-5,1.1461013477550104e-5,2.1914891532497e-5,0.5229783346431296,NA
3.19824712797408e-5,3.46325434664657e-5,4.02402730164715e-5,4.216254317598613e-6,2.7767885520069154e-5,0.15183922861362018,NA
2.849347441286e-5,3.20088659311274e-5,3.69328533164875e-5,4.2392362829658515e-6,2.541860748586019e-5,0.16677688914800093,NA
3.60529676244351e-5,3.09593949169921e-5,4.63038757997754e-5,7.815355557142714e-6,3.028289847458633e-5,0.25807818771711794,NA
2.79119749350465e-5,2.36130978180448e-5,4.52014025664474e-5,1.1427011523858954e-5,2.703837171084941e-5,0.42262202939068827,NA
8.83879206276473e-5,8.18587391025554e-5,6.44946841496872e-5,1.2349273697843872e-5,6.177265439443345e-5,0.19991489468771653,NA
1.91894827678445e-5,1.83657427473682e-5,3.85865631664795e-5,1.1444116785743327e-5,2.189647636685888e-5,0.5226465022958862,NA
8.83879206276473e-5,8.2383474609623e-5,6.50459207663512e-5,1.2120871137398114e-5,6.19845467852549e-5,0.19554666067642312,NA
3.14009718019273e-5,2.67615108604508e-5,4.96112954997594e-5,1.2077894029107435e-5,2.9962918047811232e-5,0.4030947189400906,NA
1.57004859009637e-5,1.46925941978946e-5,3.52791434664956e-5,1.160564294170449e-5,1.9319466626764598e-5,0.6007227407420445,NA
3.66344671022485e-5,3.09593949169921e-5,4.68551124164394e-5,8.055452291963485e-6,3.062610668191087e-5,0.2630256720395149,NA
