year_2015,year_2016,year_2017,year_2019,year_2021,sd,mean,cv,mean_cv,change_2016_2017,change_2015_2016
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.7435205470106e-4,1.9720365221163e-4,2.1954052293136e-4,5.1646736323546e-4,2.7001485081679e-4,1.3927315226248168e-4,2.5280859935979696e-4,0.5509035397339007,0.06908414999117742,2.233687071973001e-5,2.2851597510569995e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.2741572352312e-4,1.9720365221163e-4,9.20653805841194e-5,1.456702819382e-4,1.8000990054453e-4,5.1939588376329624e-5,1.4905075452965484e-4,0.34846914086567626,0.04368906201842298,-1.0513827162751059e-4,-3.021207131149e-5
4.54831447046249e-5,4.60141855160491e-5,2.83278094104983e-5,2.64855058069471e-5,7.50041252268875e-5,1.9490650213142437e-5,4.013423681302489e-5,0.48563649793427927,0.0607396796989963,-1.76863761055508e-5,5.310408114241988e-7
0,0,0,0,0,0,0,NA,0,0,0
1.3644943411387e-4,2.0377710728536e-4,2.8327809410498e-4,1.8539854064863e-4,1.5000825045377e-4,5.779901683167342e-5,1.6945174057304724e-4,0.3410942645747414,0.042785053344844094,7.950098681961998e-5,6.732767317148999e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
5.6095878469037e-4,3.1552584353862e-4,2.6911418939973e-4,3.1782606968336e-4,3.300181509983e-4,1.1542483184332962e-4,3.181446450256183e-4,0.3628061438344661,0.045629144543705674,-4.641165413889003e-5,-2.4543294115175003e-4
5.2305616410318e-4,3.0237893339118e-4,2.620322370471e-4,2.3836955226252e-4,2.5501402577141e-4,1.1802111955590299e-4,2.8314533868854883e-4,0.41682169341916164,0.05235046384874768,-4.034669634408002e-5,-2.2067723071199998e-4
0,0,0,0,0,0,0,NA,0,0,0
2.9564044058006e-4,1.9720365221163e-4,1.0622928528936e-4,1.986412935521e-4,1.6500907549915e-4,6.873166564202806e-5,1.7190923546238801e-4,0.3998136892247761,0.050127131734126605,-9.097436692226999e-5,-9.843678836843003e-5
1.5161048234875e-4,2.3007092758024e-4,2.4786833234186e-4,2.7809781097294e-4,1.5000825045377e-4,5.8031862167914224e-5,1.8594794431091237e-4,0.3120866024250456,0.03917352975440275,1.7797404761620033e-5,7.846044523149e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
5.9886140527756e-4,4.2070112471816e-4,3.2576980822073e-4,2.3836955226252e-4,2.5501402577141e-4,1.4784057263636286e-4,3.3109274814779047e-4,0.44652313728831955,0.05610509831566926,-9.493131649743002e-5,-1.781602805594e-4
0,0,0,0,0,0,0,NA,0,0,0
1.5161048234875e-4,2.3007092758024e-4,2.4786833234186e-4,2.7809781097294e-4,1.5000825045377e-4,5.8031862167914224e-5,1.8594794431091237e-4,0.3120866024250456,0.03917352975440275,1.7797404761620033e-5,7.846044523149e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
3.7144568175443e-4,2.497912928014e-4,2.1954052293136e-4,1.5891303484168e-4,2.1001155063528e-4,7.944810224236035e-5,2.1485836420108507e-4,0.3697696505219838,0.04640920738392392,-3.025076987004001e-5,-1.2165438895303e-4
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.5919100646618e-4,2.3664438265396e-4,3.753434746891e-4,1.5891303484168e-4,1.8000990054453e-4,9.140128608822445e-5,2.0025051421394574e-4,0.45643471352374254,0.05722955839040502,1.3869909203514003e-4,7.745337618777999e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.3499624764056e-4,1.7090983191675e-4,1.8413076116823e-4,1.1918477613126e-4,2.4001320072604e-4,4.984863052596912e-5,1.6651390801813485e-4,0.29936616778305486,0.03756647064239772,1.3220929251480003e-5,-6.408641572381001e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.7435205470106e-4,2.0377710728536e-4,2.2662247528398e-4,5.4295286904241e-4,3.0001650090755e-4,1.4908889177658096e-4,2.661349831661568e-4,0.5602002788318132,0.07025790296424704,2.284536799862001e-5,2.9425052584300003e-5
6.1402245351243e-4,4.4699494501304e-4,3.1160590351548e-4,2.3836955226252e-4,2.5501402577141e-4,1.5762467674744937e-4,3.372719261370549e-4,0.46735190370809726,0.05871410089888208,-1.3538904149756003e-4,-1.6702750849938993e-4
0,0,0,0,0,0,0,NA,0,0,0
1.7435205470106e-4,2.0377710728536e-4,2.4078637998923e-4,5.1646736323546e-4,2.8501567586217e-4,1.3635237087409693e-4,2.594584919912295e-4,0.5255267223194455,0.06591786647042301,3.7009272703869995e-5,2.9425052584300003e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.5015729587543e-4,3.4839311890722e-4,3.3285176057335e-4,3.0458331677989e-4,3.0001650090755e-4,3.764042258381031e-5,2.62273735937875e-4,0.14351579066508674,0.018168963352081482,-1.554135833387e-5,9.823582303179003e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.5015729587543e-4,3.0237893339118e-4,2.2662247528398e-4,3.5755432839378e-4,4.650255764067e-4,9.532839066965302e-5,2.828445000034538e-4,0.337034627395933,0.04237681736199465,-7.57564581072e-5,5.2221637515750016e-5
0,0,0,0,0,0,0,NA,0,0,0
2.0467415117081e-4,3.089523884649e-4,3.3285176057335e-4,3.7079708129726e-4,3.1501732595292e-4,6.179721655337368e-5,2.656816540021023e-4,0.2325987346980484,0.02930731328450789,2.3899372108450033e-5,1.0427823729408997e-4
1.5161048234875e-5,3.94407304423278e-5,1.41639047052491e-5,2.64855058069471e-5,1.50008250453775e-5,1.0970987184737847e-5,2.020383356991906e-5,0.5430151236779268,0.06789456881411453,-2.5276825737078703e-5,2.42796822074528e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
3.3354306116724e-4,2.2349747250652e-4,2.3370442763661e-4,1.3242752903473e-4,2.1001155063528e-4,7.183408151171294e-5,2.0083635374868217e-4,0.3576746946999594,0.04488506864702502,1.020695513009e-5,-1.1004558866071999e-4
6.5192507409962e-4,4.4699494501304e-4,2.5495028469448e-4,3.1782606968336e-4,2.1001155063528e-4,1.7801948657370238e-4,3.432879017832471e-4,0.5185719789394279,0.06512187428148883,-1.9204466031856002e-4,-2.0493012908658e-4
3.3354306116724e-4,2.2349747250652e-4,2.3370442763661e-4,1.3242752903473e-4,2.1001155063528e-4,7.183408151171294e-5,2.0083635374868217e-4,0.3576746946999594,0.04488506864702502,1.020695513009e-5,-1.1004558866071999e-4
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.8951310293593e-4,1.5118946669559e-4,1.6288490411036e-4,1.1918477613126e-4,2.2501237568066e-4,3.997745870167384e-5,1.479603473759123e-4,0.27019035444750583,0.03390325960989215,1.1695437414770002e-5,-3.832363624034e-5
6.6708612233449e-4,4.5356840008677e-4,2.620322370471e-4,4.6349635162157e-4,3.7502062613443e-4,1.4841597872308028e-4,3.9493661932457337e-4,0.3757969543996795,0.047320188841868935,-1.9153616303967e-4,-2.1351772224772e-4
2.2741572352312e-4,3.0237893339118e-4,1.9829466587348e-4,2.3836955226252e-4,1.8000990054453e-4,4.694992607904458e-5,1.9890311694564577e-4,0.23604419478189767,0.029679564575064647,-1.040842675177e-4,7.496320986806002e-5
8.33857652918123e-5,3.94407304423278e-5,7.08195235262457e-5,1.3242752903473e-4,1.950107255899e-4,6.079603487666515e-5,9.698005146028015e-5,0.6268921696908484,0.07844637875638379,3.13787930839179e-5,-4.3945034849484504e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.4402995823131e-4,8.54549159583769e-5,1.1331123764199e-4,6.62137645173679e-5,6.000330018151e-5,3.4916309934983354e-5,8.398824774425635e-5,0.41572852003417526,0.05203955472104813,2.785632168361311e-5,-5.857504227293311e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.8047939234518e-4,2.3664438265396e-4,1.2747514234724e-4,1.0594202322778e-4,1.0500577531764e-4,8.181847867298936e-5,1.562275324274649e-4,0.5237135695718484,0.06560089528735509,-1.0916924030672e-4,-4.3835009691219984e-5
9.85468135266872e-5,1.7748328699047e-4,2.8327809410498e-4,1.5891303484168e-4,1.6500907549915e-4,6.693366779065127e-5,1.5836066212560307e-4,0.4226660010903663,0.052971815715655686,1.0579480711450998e-4,7.893647346378279e-5
0,0,0,0,0,0,0,NA,0,0,0
1.2886890999643e-4,2.0377710728536e-4,1.9121271352086e-4,2.2512679935905e-4,1.5000825045377e-4,3.9500616153610045e-5,1.5641573279484667e-4,0.2525360809159694,0.031703873880691666,-1.2564393764499994e-5,7.490819728893e-5
2.5015729587543e-4,2.169240174328e-4,9.9147332936744e-5,1.456702819382e-4,1.950107255899e-4,5.9617291453606965e-5,1.6108782420444682e-4,0.37009185360864305,0.04640243354725927,-1.17776684496056e-4,-3.323327844262998e-5
0,0,0,0,0,0,0,NA,0,0,0
1.8951310293593e-4,2.1035056235908e-4,1.7704880881561e-4,2.1188404645557e-4,4.9502722649745e-4,1.3399158311574167e-4,2.3630255502989694e-4,0.5670340005371042,0.07108601480278919,-3.330175354347001e-5,2.083745942315e-5
1.7435205470106e-4,1.9063019713791e-4,2.1954052293136e-4,5.1646736323546e-4,2.7001485081679e-4,1.402249739900281e-4,2.5187166046876803e-4,0.5567318440234603,0.06981186820584272,2.891032579344999e-5,1.6278142436850016e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.5919100646618e-4,1.9720365221163e-4,1.6996685646299e-4,2.2512679935905e-4,2.2501237568066e-4,3.050292894024064e-5,1.678339365201251e-4,0.18174470296466536,0.02286494256503828,-2.7236795748639977e-5,3.801264574544998e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.27415723523124e-5,6.5734550737213e-5,3.54097617631229e-5,5.29710116138943e-5,3.0001650090755e-5,1.7606795027827345e-5,3.741089026418749e-5,0.47063287998473236,0.05886184452707271,-3.0324788974090097e-5,4.29929783849006e-5
5.2305616410318e-4,3.2867275368606e-4,2.7619614175235e-4,1.8539854064863e-4,2.7001485081679e-4,1.262797954836738e-4,2.84936374415114e-4,0.4431859419243579,0.05564756206815796,-5.247661193370995e-5,-1.9438341041712e-4
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.8951310293593e-4,1.9063019713791e-4,1.8413076116823e-4,1.0594202322778e-4,1.8000990054453e-4,3.6088976552913984e-5,1.4771916026121566e-4,0.2443080267251513,0.030667757605872478,-6.4994359696800145e-6,1.1170942019800073e-6
1.8951310293593e-4,2.0377710728536e-4,1.8413076116823e-4,1.8539854064863e-4,4.8002640145208e-4,1.2962371973927807e-4,2.287449388715847e-4,0.5666736076379274,0.07103435277625356,-1.964634611713e-5,1.4264004349429993e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.4402995823131e-4,7.88814608846556e-5,1.0622928528936e-4,5.29710116138943e-5,6.000330018151e-5,3.7298664140073375e-5,7.990228005680054e-5,0.4668035018970508,0.05842035223218105,2.7347824404704395e-5,-6.51484973466544e-5
0,0,0,0,0,0,0,NA,0,0,0
9.09662894092498e-5,3.94407304423278e-5,6.37375711736211e-5,1.456702819382e-4,1.8000990054453e-4,5.8036090730933445e-5,9.631014403981036e-5,0.6025958252844466,0.07540874953659066,2.42968407312933e-5,-5.1525558966922e-5
1.6677153058362e-4,1.7090983191675e-4,9.9147332936744e-5,2.6485505806947e-4,3.300181509983e-4,9.087288581997754e-5,1.8709579838747692e-4,0.48570244015730946,0.060876513843252725,-7.176249898000599e-5,4.138301333129991e-6
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
6.5192507409962e-4,4.5356840008677e-4,2.620322370471e-4,3.1782606968336e-4,2.1001155063528e-4,1.775030417352783e-4,3.4547772888123473e-4,0.5137901140837322,0.06452605727323761,-1.9153616303967e-4,-1.9835667401285005e-4
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
8.33857652918123e-5,4.60141855160491e-5,7.79014758788703e-5,1.3242752903473e-4,1.950107255899e-4,5.812929393528921e-5,9.881149587444182e-5,0.5882847276105725,0.0736220510102117,3.18872903628212e-5,-3.7371579775763204e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
7.58052411743748e-6,1.97203652211639e-5,4.9573666468372e-5,1.32427529034736e-5,6.000330018151e-5,2.330468113805146e-5,2.8904215005001406e-5,0.8062727575898174,0.10080938588685655,2.98533012472081e-5,1.213984110372642e-5
0,0,0,0,0,0,0,NA,0,0,0
6.82247170569373e-5,7.23080058109343e-5,2.83278094104983e-5,7.94565174208414e-5,1.3500742540839e-4,3.820450542998047e-5,7.025483008959696e-5,0.5437989869345315,0.06803634634314484,-4.398019640043599e-5,4.083288753996999e-6
9.09662894092498e-5,1.3146910147442e-4,1.1331123764199e-4,3.3106882258683e-4,1.5000825045377e-4,9.626431793827855e-5,1.5218133658408974e-4,0.6325632308077835,0.07920356252048402,-1.8157863832430008e-5,4.050281206517021e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.3644943411387e-4,1.5776292176931e-4,1.1331123764199e-4,1.456702819382e-4,3.1501732595292e-4,8.069174798063877e-5,1.581504915661548e-4,0.5102212910092991,0.06391604305628278,-4.4451684127320005e-5,2.131348765544e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.5773781999287e-4,2.8923202324373e-4,2.0537661822611e-4,3.5755432839378e-4,4.5002475136132e-4,9.481210128530724e-5,2.757896070838529e-4,0.34378417043278914,0.043214337210297014,-8.385540501762003e-5,3.149420325086001e-5
6.7466664645193e-4,4.6671531023421e-4,3.1160590351548e-4,3.7079708129726e-4,4.2002310127057e-4,1.3880875178419713e-4,3.9710279909227454e-4,0.3495536976860801,0.04404167715996575,-1.5510940671873e-4,-2.0795133621772006e-4
0,0,0,0,0,0,0,NA,0,0,0
2.5773781999287e-4,3.0237893339118e-4,1.9829466587348e-4,3.5755432839378e-4,4.650255764067e-4,1.0169777387375613e-4,2.804481829886277e-4,0.36262589684127144,0.04557362926527398,-1.040842675177e-4,4.464111339831e-5
0,0,0,0,0,0,0,NA,0,0,0
1.5919100646618e-4,1.8405674206419e-4,1.2747514234724e-4,2.2512679935905e-4,1.950107255899e-4,3.692348691166365e-5,1.5463065045637063e-4,0.23878504554361746,0.029983432512101508,-5.658159971695e-5,2.4865735598009995e-5
0,0,0,0,0,0,0,NA,0,0,0
3.79026205871874e-5,5.25876405897704e-5,2.83278094104983e-5,6.62137645173679e-5,6.000330018151e-5,1.5658452313751434e-5,4.3448931266680905e-5,0.3603875137375179,0.04508645703204808,-2.42598311792721e-5,1.4685020002582997e-5
2.8805991646262e-4,1.5776292176931e-4,1.2039318999461e-4,1.1918477613126e-4,7.50041252268875e-5,8.147035262887012e-5,1.4031254703559292e-4,0.5806348352311189,0.07270212788254601,-3.7369731774700014e-5,-1.3029699469331e-4
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
5.6095878469037e-4,3.8783384934955e-4,3.1160590351548e-4,2.3836955226252e-4,2.4001320072604e-4,1.3411039913792462e-4,3.1214861494698075e-4,0.42963637420176803,0.05397767681329961,-7.622794583407003e-5,-1.7312493534082002e-4
1.8951310293593e-4,2.1035056235908e-4,1.7704880881561e-4,2.3836955226252e-4,4.9502722649745e-4,1.3228641914435812e-4,2.4043261200249136e-4,0.5502016471167704,0.06898558442509849,-3.330175354347001e-5,2.083745942315e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
5.7611983292524e-4,4.0755421457072e-4,3.186878558681e-4,2.3836955226252e-4,2.5501402577141e-4,1.3828257227113406e-4,3.22338008944854e-4,0.4289986549330322,0.05390687762445577,-8.886635870262002e-5,-1.6856561835452e-4
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
5.5337826057293e-4,3.8783384934955e-4,3.0452395116285e-4,2.3836955226252e-4,2.2501237568066e-4,1.3473231180656148e-4,3.073083834725119e-4,0.43842706236685863,0.05507227763139578,-8.330989818670004e-5,-1.6554441122337995e-4
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.5015729587543e-4,3.0237893339118e-4,2.2662247528398e-4,3.5755432839378e-4,4.650255764067e-4,9.532839066965302e-5,2.828445000034538e-4,0.337034627395933,0.04237681736199465,-7.57564581072e-5,5.2221637515750016e-5
4.0176777822418e-4,2.5636474787513e-4,2.3370442763661e-4,1.5891303484168e-4,2.1001155063528e-4,9.112116022139156e-5,2.2531378323904528e-4,0.40441893483594443,0.050749516414827216,-2.2660320238520004e-5,-1.4540303034905e-4
2.5773781999287e-4,3.0237893339118e-4,1.9829466587348e-4,3.5755432839378e-4,4.5002475136132e-4,9.628694579058935e-5,2.7704624080053655e-4,0.347548284764176,0.043685951056222465,-1.040842675177e-4,4.464111339831e-5
2.5015729587543e-4,3.0237893339118e-4,2.3370442763661e-4,3.5755432839378e-4,4.8002640145208e-4,9.942423769744237e-5,2.872076040744204e-4,0.34617550610421804,0.043523244916592374,-6.867450575456999e-5,5.2221637515750016e-5
6.8224717056937e-4,4.6014185516049e-4,3.0452395116285e-4,3.7079708129726e-4,3.9002145117981e-4,1.4553186063403833e-4,3.9221056166730304e-4,0.37105543516058437,0.04672511363653194,-1.5561790399764002e-4,-2.2210531540888e-4
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
3.1838201293237e-4,2.3007092758024e-4,2.4078637998923e-4,2.3836955226252e-4,3.9002145117981e-4,6.942522491473544e-5,2.4784259147648424e-4,0.2801182173779951,0.03523163943979131,1.0715452408989999e-5,-8.831108535213e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.3499624764056e-4,3.5496657398095e-4,2.9744199881023e-4,3.0458331677989e-4,3.300181509983e-4,4.4940505905038985e-5,2.611577990191615e-4,0.1720818067613659,0.0217387389193125,-5.752457517072001e-5,1.1997032634039002e-4
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.5919100646618e-4,1.7090983191675e-4,9.9147332936744e-5,1.986412935521e-4,3.300181509983e-4,8.549135072919235e-5,1.738998277665444e-4,0.4916126245045054,0.0616037404123589,-7.176249898000599e-5,1.1718825450569983e-5
5.30636688220624e-5,1.31469101474426e-5,4.24917141157474e-5,6.62137645173679e-5,9.0004950272265e-5,2.8472203840597716e-5,4.8898868619247166e-5,0.582267128965653,0.07282617763074847,2.93448039683048e-5,-3.99167586746198e-5
0,0,0,0,0,0,0,NA,0,0,0
6.5192507409962e-4,4.5356840008677e-4,2.620322370471e-4,3.1782606968336e-4,2.1001155063528e-4,1.775030417352783e-4,3.4547772888123473e-4,0.5137901140837322,0.06452605727323761,-1.9153616303967e-4,-1.9835667401285005e-4
0,0,0,0,0,0,0,NA,0,0,0
2.3499624764056e-4,2.8923202324373e-4,1.6996685646299e-4,3.5755432839378e-4,4.9502722649745e-4,1.2466010163063987e-4,2.78572797311525e-4,0.44749560198885396,0.05618070144625433,-1.1926516678074e-4,5.423577560317001e-5
0,0,0,0,0,0,0,NA,0,0,0
2.5015729587543e-4,2.8265856817001e-4,1.8413076116823e-4,3.4431157549031e-4,4.9502722649745e-4,1.178730523216492e-4,2.7902641325384654e-4,0.4224440652305315,0.05304965626541355,-9.852780700177999e-5,3.250127229458e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.0467415117081e-4,2.497912928014e-4,1.5580295175774e-4,2.5161230516599e-4,3.9002145117981e-4,8.737196734405195e-5,2.2321235323663366e-4,0.3914298025048214,0.04912403612218473,-9.398834104366001e-5,4.5117141630589996e-5
1.8951310293593e-4,1.9063019713791e-4,1.7704880881561e-4,1.8539854064863e-4,4.650255764067e-4,1.250553724378443e-4,2.221119330637707e-4,0.5630286077512979,0.07057292391034305,-1.358138832230002e-5,1.1170942019800073e-6
1.2886890999643e-4,2.2349747250652e-4,2.6911418939973e-4,1.8539854064863e-4,1.5000825045377e-4,5.6411816359305296e-5,1.688831965607309e-4,0.33402859199801704,0.04190134679674277,4.5616716893209975e-5,9.462856251009002e-5
0,0,0,0,0,0,0,NA,0,0,0
2.5773781999287e-4,2.8923202324373e-4,2.0537661822611e-4,3.5755432839378e-4,4.5002475136132e-4,9.481210128530724e-5,2.757896070838529e-4,0.34378417043278914,0.043214337210297014,-8.385540501762003e-5,3.149420325086001e-5
1.8951310293593e-4,2.1035056235908e-4,1.8413076116823e-4,1.8539854064863e-4,4.9502722649745e-4,1.3577518286175377e-4,2.333658960785123e-4,0.5818124462199666,0.07293075093656452,-2.6219801190850006e-5,2.083745942315e-5
2.5773781999287e-4,2.8265856817001e-4,1.8413076116823e-4,3.4431157549031e-4,4.8002640145208e-4,1.1113950518762096e-4,2.766674385768535e-4,0.4017079341150885,0.050455575773140804,-9.852780700177999e-5,2.4920748177139978e-5
0,0,0,0,0,0,0,NA,0,0,0
1.8951310293593e-4,1.9720365221163e-4,1.7704880881561e-4,1.8539854064863e-4,4.650255764067e-4,1.2441951878795012e-4,2.2310153330107503e-4,0.5576811460997279,0.06990535710410442,-2.015484339602e-5,7.690549275699986e-6
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.27415723523124e-5,3.28672753686065e-5,5.66556188209966e-5,1.0594202322778e-4,4.50024751361325e-5,3.240539792926309e-5,4.9269060472515184e-5,0.6577230744503538,0.08225849473420768,2.37883434523901e-5,1.01257030162941e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.5773781999287e-4,3.0237893339118e-4,2.3370442763661e-4,3.7079708129726e-4,4.8002640145208e-4,9.927760357526925e-5,2.9065371122421156e-4,0.3415666125752169,0.0429501485692233,-6.867450575456999e-5,4.464111339831e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
2.5015729587543e-4,1.7748328699047e-4,7.79014758788703e-5,1.1918477613126e-4,1.2000660036302e-4,6.676197807193848e-5,1.3524923555183145e-4,0.49362185153610977,0.06182107452312157,-9.95818111115997e-5,-7.267400888495999e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
1.9709362705337e-4,2.0377710728536e-4,1.9121271352086e-4,1.8539854064863e-4,4.650255764067e-4,1.2123294199960357e-4,2.2729008448575392e-4,0.5333842093195323,0.06687190498886658,-1.2564393764499994e-5,6.6834802319900015e-6
0,0,0,0,0,0,0,NA,0,0,0
2.5773781999287e-4,2.8265856817001e-4,1.8413076116823e-4,3.4431157549031e-4,4.8002640145208e-4,1.1113950518762096e-4,2.766674385768535e-4,0.4017079341150885,0.050455575773140804,-9.852780700177999e-5,2.4920748177139978e-5
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
0,0,0,0,0,0,0,NA,0,0,0
