year_2015,year_2016,year_2017,sd,mean,cv,mean_cv,change_2016_2017,change_2015_2016
2.49478246357187e-5,2.43125992447899e-5,2.51814894932266e-5,4.4964445708863847e-7,1.872288945770596e-5,0.024015761995730526,0.004018229407169843,8.688902484366985e-7,-6.352253909287973e-7
1.0495291743302e-4,8.6613634809564e-5,5.52368156625615e-5,2.5141349878163146e-5,6.798617944582716e-5,0.36980089310940484,0.061690137334438996,-3.13768191470025e-5,-1.8339282623456e-5
1.0495291743302e-4,8.6613634809564e-5,5.60491217752463e-5,2.4705262509248434e-5,6.808023413176968e-5,0.36288451155193235,0.0605374854537652,-3.05645130343177e-5,-1.8339282623456e-5
1.0581318724804e-4,8.50940973567646e-5,5.60491217752463e-5,2.4997844923227027e-5,6.798856282581948e-5,0.3676772075219362,0.061336191722677555,-2.9044975581518302e-5,-2.0719089891275402e-5
9.72104890978006e-5,7.52171039135687e-5,5.11752850991379e-5,2.302519652817467e-5,6.165701865967047e-5,0.37343999156474506,0.062291379443007236,-2.4041818814430805e-5,-2.19933851842319e-5
1.0495291743302e-4,8.6613634809564e-5,5.44245095498768e-5,2.5578601327842105e-5,6.789241578007573e-5,0.3767519690372929,0.06284857185269888,-3.21891252596872e-5,-1.8339282623456e-5
0,0,0,0,0,NA,0,0,0
4.73148398263631e-5,6.38205730175734e-5,6.01106523386699e-5,8.659633917139958e-6,4.497642477493659e-5,0.19253717832115452,0.032127010074171534,-3.7099206789034984e-6,1.65057331912103e-5
5.07559190864623e-5,6.45803417439731e-5,7.14829379162561e-5,1.0554381438544376e-5,4.934339504630897e-5,0.21389653931674235,0.03569054271532898,6.902596172283005e-6,1.3824422657510792e-5
0,0,0,0,0,NA,0,0,0
9.89310287278502e-5,7.59768726399684e-5,5.19875912118226e-5,2.347362076518664e-5,6.259227833620696e-5,0.3750242264565109,0.06255619797469865,-2.39892814281458e-5,-2.2954156087881794e-5
4.55943001963136e-5,6.30608042911738e-5,5.92983462259852e-5,9.192712091392734e-6,4.4286540701216333e-5,0.20757349627762314,0.03463248816352154,-3.762458065188606e-6,1.7466504094860206e-5
2.92491737108427e-5,1.89942181599921e-5,4.38645300849753e-5,1.2498701069436387e-5,2.615165575631162e-5,0.4779315384808805,0.07967704945994368,2.4870311924983202e-5,-1.02549555508506e-5
1.80656661155205e-5,1.29160683487946e-5,2.19322650424877e-5,4.523286917726508e-6,1.4359321606132327e-5,0.3150070067234083,0.05251313388857316,9.016196693693098e-6,-5.1495977667259e-6
3.26902529709418e-5,3.41895926879858e-5,4.38645300849753e-5,6.065158726199786e-6,2.9202383617525674e-5,0.2076939610696645,0.03463999549795869,9.674937396989501e-6,1.4993397170439993e-6
9.89310287278502e-5,8.20550224511659e-5,5.60491217752463e-5,2.160233167086469e-5,6.465937615628177e-5,0.3340943410689864,0.055736272991627964,-2.60059006759196e-5,-1.6876006276684297e-5
8.68872513175032e-5,6.45803417439731e-5,4.38645300849753e-5,2.1516263653588974e-5,5.421209670001014e-5,0.396890453668525,0.06619358569200418,-2.0715811658997792e-5,-2.23069095735301e-5
2.32272850056692e-5,1.97539868863918e-5,4.71137545357143e-5,1.489510049345121e-5,2.6247531730306627e-5,0.5674857600515872,0.09460283295170646,2.73597676493225e-5,-3.4732981192774015e-6
9.89310287278502e-5,7.59768726399684e-5,5.11752850991379e-5,2.388382673059887e-5,6.249175329938885e-5,0.38219165681229894,0.06375068592979931,-2.4801587540830504e-5,-2.2954156087881794e-5
9.20488702076519e-5,7.82561788191674e-5,6.25475706767241e-5,1.4761014980483401e-5,6.19034086710067e-5,0.2384523776216046,0.039793649110826605,-1.570860814244331e-5,-1.3792691388484502e-5
2.92491737108427e-5,1.89942181599921e-5,4.30522239722906e-5,1.2072530482701675e-5,2.5842036581456767e-5,0.4671663723038164,0.07788259708112062,2.4058005812298497e-5,-1.02549555508506e-5
8.00050927973049e-5,5.47033483007772e-5,3.24922445073891e-5,2.377317170996466e-5,4.7743464328858966e-5,0.4979356241560953,0.0830290569129566,-2.2211103793388097e-5,-2.5301744496527707e-5
2.92491737108427e-5,1.89942181599921e-5,4.30522239722906e-5,1.2072530482701675e-5,2.5842036581456767e-5,0.4671663723038164,0.07788259708112062,2.4058005812298497e-5,-1.02549555508506e-5
2.66683642657683e-5,2.20332930655908e-5,5.19875912118226e-5,1.6123518617275943e-5,2.920319179011441e-5,0.5521149445977315,0.09204349342611368,2.9954298146231802e-5,-4.635071200177497e-6
0,0,0,0,0,NA,0,0,0
3.69916020460657e-5,4.78654297631801e-5,6.01106523386699e-5,1.1566302287080433e-5,3.913349660874903e-5,0.29556015407257447,0.04929263692593637,1.22452225754898e-5,1.0873827717114395e-5
4.47340303812888e-5,6.15412668383744e-5,7.22952440289408e-5,1.3890954613651335e-5,4.8115373965563834e-5,0.2887009591485892,0.04815692266973617,1.0753977190566404e-5,1.680723645708559e-5
4.3873760566264e-5,6.23010355647741e-5,6.98583256908867e-5,1.336584404765067e-5,4.734974146739387e-5,0.2822791346570435,0.04708598056073008,7.5572901261125965e-6,1.8427274998510107e-5
8.08653626123297e-5,5.54631170271769e-5,3.65537750708128e-5,2.2234935291265715e-5,4.8779297500396275e-5,0.4558272962230561,0.07601186545175968,-1.8909341956364095e-5,-2.5402245585152798e-5
3.52710624160162e-5,4.40665861311817e-5,5.27998973245074e-5,8.764435854374262e-6,3.522549543151989e-5,0.2488094417696058,0.041497594874460565,8.733311193325705e-6,8.7955237151655e-6
2.66683642657683e-5,2.27930617919905e-5,5.27998973245074e-5,1.632117830682353e-5,2.9645625422272434e-5,0.5505425530527552,0.0917817968633111,3.0006835532516903e-5,-3.875302473777798e-6
2.92491737108427e-5,1.89942181599921e-5,4.38645300849753e-5,1.2498701069436387e-5,2.615165575631162e-5,0.4779315384808805,0.07967704945994368,2.4870311924983202e-5,-1.02549555508506e-5
1.29040472253718e-5,9.11722471679621e-6,4.06153056342364e-6,4.436405620934045e-6,7.629802031631424e-6,0.5814575008029981,0.09691594163552604,-5.055694153372569e-6,-3.786822508575591e-6
2.83889038958179e-5,1.82344494335924e-5,4.30522239722906e-5,1.2476964335287083e-5,2.5538135409246995e-5,0.48856207140202385,0.08144829367984502,2.4817774538698196e-5,-1.01544544622255e-5
2.83889038958179e-5,2.35528305183902e-5,5.27998973245074e-5,1.5677346303126206e-5,3.0104744510460428e-05,0.5207599851139355,0.08681841813941464,2.9247066806117204e-5,-4.836073377427702e-6
4.3873760566264e-5,5.7742423206376e-5,5.84860401133005e-5,8.230142597896301e-6,4.20830916209592e-5,0.195568868181665,0.032629880606628296,7.436169069245001e-7,1.3868662640112001e-5
4.47340303812888e-5,5.85021919327757e-5,5.92983462259852e-5,8.188563469767988e-6,4.2680783002454424e-5,0.1918559804607402,0.03201156406262541,7.961542932094994e-7,1.3768161551486897e-5
9.20488702076519e-5,6.83791853759715e-5,4.71137545357143e-5,2.2478275250054425e-5,5.7505021342348034e-5,0.3908923903572383,0.065196652577325,-2.1265430840257195e-5,-2.366968483168041e-5
2.66683642657683e-5,2.27930617919905e-5,5.19875912118226e-5,1.585560768547684e-5,2.932615623876456e-5,0.5406643665260918,0.09013516621788094,2.9194529419832103e-5,-3.875302473777798e-6
2.83889038958179e-5,1.82344494335924e-5,4.30522239722906e-5,1.2476964335287083e-5,2.5538135409246995e-5,0.48856207140202385,0.08144829367984502,2.4817774538698196e-5,-1.01544544622255e-5
4.47340303812888e-5,6.30608042911738e-5,5.92983462259852e-5,9.679411385861047e-6,4.419314807107721e-5,0.21902516132802646,0.03654102117806364,-3.762458065188606e-6,1.8326773909885003e-5
4.3873760566264e-5,5.7742423206376e-5,5.92983462259852e-5,8.491942677643174e-6,4.235161816906709e-5,0.2005104655917385,0.033453703947097305,1.5559230196091983e-6,1.3868662640112001e-5
9.63502192827759e-5,7.52171039135687e-5,5.19875912118226e-5,2.218956810053821e-5,6.143612062717635e-5,0.361181140248016,0.06024805347519198,-2.32295127017461e-5,-2.113311536920719e-5
2.92491737108427e-5,1.82344494335924e-5,4.30522239722906e-5,1.2434966026475239e-5,2.5742703285800234e-5,0.48304818217496254,0.08052948261523192,2.4817774538698196e-5,-1.10147242772503e-5
2.83889038958179e-5,1.51953745279937e-5,3.65537750708128e-5,1.0777411657655387e-5,2.2728866288069948e-5,0.47417286551209525,0.07904775164058926,2.13584005428191e-5,-1.31935293678242e-5
2.83889038958179e-5,1.51953745279937e-5,3.65537750708128e-5,1.0777411657655387e-5,2.2728866288069948e-5,0.47417286551209525,0.07904775164058926,2.13584005428191e-5,-1.31935293678242e-5
4.90353794564127e-5,6.68596479231722e-5,6.66091012401477e-5,1.021928746168745e-5,4.8180854020355014e-5,0.21210266338097902,0.035390594608513466,-2.505466830244983e-7,1.7824268466759502e-5
2.15067453756196e-5,1.06367621695956e-5,2.84307139439655e-5,8.969602326592555e-6,1.7385955953943314e-5,0.5159107931915677,0.0859996204952229,1.77939517743699e-5,-1.0869983206024001e-5
4.73148398263631e-5,6.0021729385575e-5,6.74214073528325e-5,1.0169352109693768e-5,4.623183216861609e-5,0.2199642893797557,0.03669924142343313,7.399677967257497e-6,1.2706889559211906e-5
2.92491737108427e-5,3.03907490559874e-5,3.65537750708128e-5,3.9294462068705035e-6,2.5030786011128352e-5,0.15698453117387223,0.02618494751732131,6.1630260148254e-6,1.1415753451447004e-6
4.64545700113384e-5,6.45803417439731e-5,6.82337134655172e-5,1.1663488725056039e-5,4.773302848647118e-5,0.24434839135257852,0.04076450941583515,3.6533717215441033e-6,1.8125771732634692e-5
3.35505227859666e-5,3.19102865087867e-5,4.30522239722906e-5,6.015472701290116e-6,2.8632126492083504e-5,0.21009521255619396,0.03503972886477573,1.11419374635039e-5,-1.6402362771799007e-6
4.81751096413879e-5,6.23010355647741e-5,6.74214073528325e-5,9.96811555275533e-6,4.696641702793746e-5,0.21223921651987857,0.03541234143416971,5.1203717880583935e-6,1.4125925923386206e-5
8.43064418724289e-5,6.0021729385575e-5,4.14276117469212e-5,2.1502257804943028e-5,5.181451020246703e-5,0.41498525646430307,0.06920738816921923,-1.85941176386538e-5,-2.4284712486853892e-5
5.16161889014871e-5,6.68596479231722e-5,7.22952440289408e-5,1.0720168445000518e-5,5.037281232465016e-5,0.2128165561991971,0.03551140337680339,5.4355961057685925e-6,1.5243459021685106e-5
3.1829983155917e-5,2.96309803295877e-5,4.06153056342364e-5,5.811954732512035e-6,2.6972055963063284e-5,0.21548059741797884,0.03593590961629903,1.0984325304648702e-5,-2.1990028263292996e-6
3.44107926009914e-5,3.87482050463839e-5,4.46768361976601e-5,5.153533822825375e-6,3.0747341916965195e-5,0.16760908428256213,0.027960470165357826,5.9286311512762025e-6,4.3374124453924985e-6
9.80707589128254e-5,7.82561788191674e-5,5.27998973245074e-5,2.2693944716495057e-5,6.295519494324882e-5,0.36047771334760526,0.06013208155372025,-2.545628149466e-5,-1.9814580093658002e-5
1.0409264761799e-4,8.35745599039652e-5,5.44245095498768e-5,2.4958770329750692e-5,6.676262185039568e-5,0.37384347166112336,0.06236288079506256,-2.9150050354088402e-5,-2.05180877140248e-5
3.78518718610905e-5,5.01447359423791e-5,6.09229584513546e-5,1.1543826807934229e-5,4.011584826568961e-5,0.2877622512548853,0.04799380508270229,1.0778222508975503e-5,1.22928640812886e-5
9.11886003926271e-5,7.59768726399684e-5,5.11752850991379e-5,2.019728037196536e-5,5.963450962592469e-5,0.33868443789776836,0.056497101740983,-2.4801587540830504e-5,-1.52117277526587e-5
9.80707589128254e-5,7.74964100927678e-5,5.19875912118226e-5,2.3085572750923247e-5,6.266008324208476e-5,0.36842550402834684,0.06145646740742621,-2.5508818880945197e-5,-2.0574348820057606e-5
4.90353794564127e-5,6.45803417439731e-5,6.01106523386699e-5,8.002974918928753e-6,4.543233711449611e-5,0.17615151293582124,0.029396445770232284,-4.469689405303197e-6,1.554496228756039e-5
4.47340303812888e-5,6.30608042911738e-5,6.09229584513546e-5,1.0020998110938836e-5,4.4684697808689014e-5,0.22426017411692636,0.0374139329343283,-2.137845839819203e-6,1.8326773909885003e-5
8.60269815024784e-5,6.0021729385575e-5,4.22399178596059e-5,2.2021856193615787e-5,5.257762123531877e-5,0.41884466577622015,0.06985125898039946,-1.7781811525969103e-5,-2.6005252116903403e-5
2.66683642657683e-5,2.50723679711896e-5,2.59937956059113e-5,8.011737155780707e-7,1.963392538961182e-5,0.04080558012112883,0.006817291624679481,9.214276347217011e-7,-1.595996294578698e-6
4.98956492714375e-5,6.60998791967725e-5,6.98583256908867e-5,1.0608262796439033e-5,4.911552923888394e-5,0.21598592055973714,0.036038583034321926,3.7584464941141967e-6,1.6204229925335006e-5
4.47340303812888e-5,5.92619606591753e-5,6.01106523386699e-5,8.643123842552422e-6,4.3187441805421605e-5,0.20013048889289373,0.03339107101698681,8.486916794946003e-7,1.4527930277886494e-5
9.80707589128254e-5,7.82561788191674e-5,5.27998973245074e-5,2.2693944716495057e-5,6.295519494324882e-5,0.36047771334760526,0.06013208155372025,-2.545628149466e-5,-1.9814580093658002e-5
3.1829983155917e-5,2.96309803295877e-5,4.06153056342364e-5,5.811954732512035e-6,2.6972055963063284e-5,0.21548059741797884,0.03593590961629903,1.0984325304648702e-5,-2.1990028263292996e-6
9.20488702076519e-5,7.29377977343697e-5,4.95506728737684e-5,2.1284922194494483e-5,5.895556575257112e-5,0.3610332955470998,0.060221345562643774,-2.33871248606013e-5,-1.9111072473282205e-5
9.80707589128254e-5,7.82561788191674e-5,5.27998973245074e-5,2.2693944716495057e-5,6.295519494324882e-5,0.36047771334760526,0.06013208155372025,-2.545628149466e-5,-1.9814580093658002e-5
1.006515683579e-4,7.90159475455671e-5,5.36122034371921e-5,2.3544823050238932e-5,6.420613559772454e-5,0.36670674587481883,0.06117129609213458,-2.5403744108375002e-5,-2.1635620812332902e-5
1.0323237780297e-4,8.43343286303649e-5,5.27998973245074e-5,2.5478722192987347e-5,6.646133148770741e-5,0.3833615972274021,0.06394898398080677,-3.15344313058575e-5,-1.8898049172605096e-5
5.07559190864623e-5,6.38205730175734e-5,6.17352645640394e-5,7.01878100529892e-6,4.5832634418343506e-5,0.1531393753462665,0.02556142308639304,-2.0853084535340003e-6,1.3064653931111093e-5
7.5703743722181e-5,7.06584915551706e-5,6.33598767894088e-5,6.2061179194633694e-6,5.3982057496555944e-5,0.11496630931229918,0.019206036599963658,-7.298614765761799e-6,-5.0452521670103935e-6
4.90353794564127e-5,6.45803417439731e-5,6.01106523386699e-5,8.002974918928753e-6,4.543233711449611e-5,0.17615151293582124,0.029396445770232284,-4.469689405303197e-6,1.554496228756039e-5
9.11886003926271e-5,6.53401104703728e-5,4.46768361976601e-5,2.330400374563152e-5,5.612738770157288e-5,0.41519843876465434,0.0692465126171937,-2.066327427271269e-5,-2.584848992225431e-5
9.80707589128254e-5,7.82561788191674e-5,5.27998973245074e-5,2.2693944716495057e-5,6.295519494324882e-5,0.36047771334760526,0.06013208155372025,-2.545628149466e-5,-1.9814580093658002e-5
9.37694098377015e-5,7.14182602815703e-5,4.95506728737684e-5,2.210980915115846e-5,5.921203803604967e-5,0.373400576715456,0.062282772817606046,-2.1867587407801903e-5,-2.2351149556131195e-5
3.26902529709418e-5,4.17872799519826e-5,4.63014484230295e-5,6.93299188077931e-6,3.1927993306683306e-5,0.21714461708209096,0.03621737617477073,4.514168471046898e-6,9.097026981040799e-6
8.17256324273545e-5,5.62228857535766e-5,3.73660811834975e-5,2.226259551002316e-5,4.939429871861294e-5,0.45071184504202894,0.075159802755937,-1.8856804570079103e-5,-2.5502746673777896e-5
9.20488702076519e-5,6.91389541023712e-5,4.7926060648399e-5,2.2066843257259208e-5,5.779518205392033e-5,0.38181112115317545,0.06368334951057418,-2.121289345397221e-5,-2.29099161052807e-5
6.7961315386958e-5,6.60998791967725e-5,6.66091012401477e-5,9.62006139830146e-7,5.040807549092709e-5,0.019084365559706735,0.0032227343228602282,5.092220433752006e-7,-1.8614361901854941e-6
1.0495291743302e-4,8.6613634809564e-5,5.44245095498768e-5,2.5578601327842105e-5,6.789241578007573e-5,0.3767519690372929,0.06284857185269888,-3.21891252596872e-5,-1.8339282623456e-5
3.69916020460657e-5,4.71056610367804e-5,6.09229584513546e-5,1.2013337841106842e-5,3.925838984382689e-5,0.3060068914924145,0.05103386390693894,1.3817297414574204e-5,1.0114058990714696e-5
5.41969983465614e-5,6.23010355647741e-5,6.25475706767241e-5,4.7516358066964636e-6,4.594931009868901e-5,0.1034103841056807,0.017273355109362357,2.4653511194998735e-7,8.104037218212706e-6
7.91448229822802e-5,5.31838108479779e-5,3.08676322820197e-5,2.416151595248955e-5,4.683944551619184e-5,0.5158369337258102,0.08601185515889852,-2.2316178565958204e-5,-2.5961012134302295e-5
8.43064418724289e-5,7.36975664607693e-5,6.66091012401477e-5,8.906836719987144e-6,5.837998657333326e-5,0.15256661131291863,0.025476418540964215,-7.088465220621599e-6,-1.0608875411659589e-5
1.0495291743302e-4,8.6613634809564e-5,5.60491217752463e-5,2.4705262509248434e-5,6.808023413176968e-5,0.36288451155193235,0.0605374854537652,-3.05645130343177e-5,-1.8339282623456e-5
1.0495291743302e-4,8.6613634809564e-5,5.60491217752463e-5,2.4705262509248434e-5,6.808023413176968e-5,0.36288451155193235,0.0605374854537652,-3.05645130343177e-5,-1.8339282623456e-5
3.52710624160162e-5,4.48263548575813e-5,5.27998973245074e-5,8.776303762260862e-6,3.541840459009144e-5,0.24778935877637182,0.04132774179988705,7.973542466926101e-6,9.555292441565104e-6
9.20488702076519e-5,6.98987228287709e-5,4.95506728737684e-5,2.1255465738279844e-5,5.818843291211777e-5,0.36528678767448614,0.06092962163984112,-2.0348049955002505e-5,-2.2150147378881e-5
9.37694098377015e-5,7.14182602815703e-5,4.95506728737684e-5,2.210980915115846e-5,5.921203803604967e-5,0.373400576715456,0.062282772817606046,-2.1867587407801903e-5,-2.2351149556131195e-5
0,0,0,0,0,NA,0,0,0
0,0,0,0,0,NA,0,0,0
8.43064418724289e-5,6.0021729385575e-5,4.14276117469212e-5,2.1502257804943028e-5,5.181451020246703e-5,0.41498525646430307,0.06920738816921923,-1.85941176386538e-5,-2.4284712486853892e-5
4.73148398263631e-5,6.68596479231722e-5,7.22952440289408e-5,1.3137515129647509e-5,4.9901811727030904e-5,0.26326729781899194,0.04391946781293785,5.4355961057685925e-6,1.9544808096809108e-5
4.64545700113384e-5,6.0021729385575e-5,6.09229584513546e-5,8.105700580107562e-6,4.387623960709389e-5,0.1847400928769893,0.03082657901250413,9.012290657795996e-7,1.35671593742366e-5
1.0409264761799e-4,8.58538660831643e-5,5.44245095498768e-5,2.51242961530758e-5,6.737382985102673e-5,0.37290883134637365,0.062207616749271465,-3.14293565332875e-5,-1.8238781534825704e-5
1.0495291743302e-4,8.81331722623633e-5,5.52368156625615e-5,2.528756242502672e-5,6.840261694574288e-5,0.3696870610240669,0.06167151235146594,-3.28963565998018e-5,-1.6819745170656696e-5
9.89310287278502e-5,8.35745599039652e-5,6.01106523386699e-5,1.9550778824935598e-5,6.554175494885522e-5,0.29829501575281026,0.049770454087925756,-2.3463907565295305e-5,-1.5356468823884994e-5
0,0,0,0,0,NA,0,0,0
8.17256324273545e-5,5.62228857535766e-5,3.73660811834975e-5,2.226259551002316e-5,4.939429871861294e-5,0.45071184504202894,0.075159802755937,-1.8856804570079103e-5,-2.5502746673777896e-5
1.0495291743302e-4,8.43343286303649e-5,5.44245095498768e-5,2.5406178660730646e-5,6.727948356849809e-5,0.3776214874607992,0.06299298081310695,-2.99098190804881e-5,-2.0618588802655095e-5
1.0581318724804e-4,8.58538660831643e-5,5.6861427887931e-5,2.461439524044516e-5,6.828571911489511e-5,0.36046182949365824,0.06013387634820545,-2.8992438195233296e-5,-1.9959321164875703e-5
5.07559190864623e-5,6.68596479231722e-5,7.14829379162561e-5,1.0880519307283838e-5,4.999475605829361e-5,0.21763321126314153,0.0363138641739055,4.623289993083894e-6,1.6103728836709902e-5
9.72104890978006e-5,8.35745599039652e-5,6.33598767894088e-5,1.7031519466635336e-5,6.529411131445249e-5,0.2608431162285458,0.04352826446418634,-2.0214683114556397e-5,-1.3635929193835401e-5
4.81751096413879e-5,6.45803417439731e-5,6.17352645640394e-5,8.76645030809488e-6,4.581429156437382e-5,0.19134750333915151,0.031929429132828896,-2.8450771799336992e-6,1.6405232102585195e-5
9.72104890978006e-5,7.90159475455671e-5,6.5796795127463e-5,1.5772378291446962e-5,6.444890251556942e-5,0.24472687161176573,0.04084151935405726,-1.3219152418104108e-5,-1.81945415522335e-5
9.63502192827759e-5,7.97757162719668e-5,6.41721829020936e-5,1.609145958263047e-5,6.409739450986669e-5,0.2510470153377836,0.04189458371838883,-1.5603533369873204e-5,-1.6574503010809093e-5
8.25859022423793e-5,5.7742423206376e-5,3.98029995215517e-5,2.1484095427299112e-5,5.040385509940153e-5,0.42623913160868926,0.07108185848069772,-1.7939423684824297e-5,-2.48434790360033e-5
9.9791298542875e-5,8.35745599039652e-5,7.14829379162561e-5,1.420418492172329e-5,6.72632453212049e-5,0.21117305378135517,0.035251561667993536,-1.2091621987709103e-5,-1.6216738638909797e-5
1.006515683579e-4,8.50940973567646e-5,6.01106523386699e-5,2.0452274937039803e-5,6.657714824759357e-5,0.30719662039262924,0.051254917688977865,-2.4983445018094703e-5,-1.5557471001135406e-5
9.72104890978006e-5,8.12952537247662e-5,6.49844890147783e-5,1.611340458414787e-5,6.490090910537325e-5,0.2482770242553323,0.04143358813347653,-1.6310764709987903e-5,-1.5915235373034403e-5
4.47340303812888e-5,6.15412668383744e-5,6.01106523386699e-5,9.318175411450518e-6,4.3926031242445906e-5,0.21213333296649678,0.0353921605204515,-1.4306144997044965e-6,1.680723645708559e-5
4.55943001963136e-5,6.07814981119747e-5,5.92983462259852e-5,8.373087817821782e-6,4.351180808802382e-5,0.19243254155017264,0.03210835009843546,-1.4831518859895025e-6,1.5187197915661103e-5
5.07559190864623e-5,6.45803417439731e-5,7.14829379162561e-5,1.0554381438544376e-5,4.934339504630897e-5,0.21389653931674235,0.03569054271532898,6.902596172283005e-6,1.3824422657510792e-5
4.64545700113384e-5,6.30608042911738e-5,7.39198562543103e-5,1.3832497815550527e-5,4.931693209309326e-5,0.28048171750504614,0.0467880503609186,1.0859051963136497e-5,1.6606234279835403e-5
4.81751096413879e-5,6.45803417439731e-5,6.17352645640394e-5,8.76645030809488e-6,4.581429156437382e-5,0.19134750333915151,0.031929429132828896,-2.8450771799336992e-6,1.6405232102585195e-5
5.07559190864623e-5,6.45803417439731e-5,7.14829379162561e-5,1.0554381438544376e-5,4.934339504630897e-5,0.21389653931674235,0.03569054271532898,6.902596172283005e-6,1.3824422657510792e-5
9.03283305776024e-5,6.38205730175734e-5,4.30522239722906e-5,2.3696046747241686e-5,5.522429357867702e-5,0.4290873673826605,0.07156058147509231,-2.0768349045282798e-5,-2.6507757560029e-5
0,0,0,0,0,NA,0,0,0
6.96818550170075e-5,6.53401104703728e-5,6.66091012401477e-5,2.232446306006494e-6,5.0965878258383625e-5,0.043802763383936544,0.007342932129204744,1.268990769774913e-6,-4.3417445466347045e-6
